Orthogroup	Auxenochlorella_protothecoides	Scenedesmus_NREL
OG0001919	RMZ54473.1 hypothetical protein APUTEX25_002049 [Auxenochlorella protothecoides]	KAF6257815.1 small subunit of acetolactate synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001920	RMZ54480.1 hypothetical protein APUTEX25_002056 [Auxenochlorella protothecoides]	KAF6253920.1 hypothetical protein COO60DRAFT_1703589 [Scenedesmus sp. NREL 46B-D3]
OG0001921	RMZ54483.1 hypothetical protein APUTEX25_002059_ partial [Auxenochlorella protothecoides]	KAF6249508.1 ATP synthase subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001922	RMZ54495.1 hypothetical protein APUTEX25_002071_ partial [Auxenochlorella protothecoides]	KAF6253231.1 kinesin-like calmodulin binding protein [Scenedesmus sp. NREL 46B-D3]
OG0001923	RMZ54541.1 hypothetical protein APUTEX25_002116 [Auxenochlorella protothecoides]	KAF6259162.1 hypothetical protein COO60DRAFT_1700997 [Scenedesmus sp. NREL 46B-D3]
OG0001924	RMZ54549.1 hypothetical protein APUTEX25_002124_ partial [Auxenochlorella protothecoides]	KAF6253758.1 carboxyl transferase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001925	RMZ54555.1 hypothetical protein APUTEX25_002130_ partial [Auxenochlorella protothecoides]	KAF6263384.1 ATP-citrate lyase subunit A [Scenedesmus sp. NREL 46B-D3]
OG0001926	RMZ57850.1 hypothetical protein APUTEX25_000705_ partial [Auxenochlorella protothecoides], RMZ54561.1 hypothetical protein APUTEX25_002136_ partial [Auxenochlorella protothecoides]	KAF6266510.1 hypothetical protein COO60DRAFT_1775 [Scenedesmus sp. NREL 46B-D3], KAF6266509.1 PXA domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001927	RMZ54587.1 hypothetical protein APUTEX25_002173 [Auxenochlorella protothecoides]	KAF6258861.1 hypothetical protein COO60DRAFT_1075377 [Scenedesmus sp. NREL 46B-D3], KAF6262825.1 DNA polymerase subunit Cdc27 [Scenedesmus sp. NREL 46B-D3], KAF6258865.1 hypothetical protein COO60DRAFT_1075594 [Scenedesmus sp. NREL 46B-D3]
OG0001928	RMZ54591.1 hypothetical protein APUTEX25_002177 [Auxenochlorella protothecoides]	KAF6257246.1 hypothetical protein COO60DRAFT_1701930 [Scenedesmus sp. NREL 46B-D3]
OG0001929	RMZ54592.1 hypothetical protein APUTEX25_002178_ partial [Auxenochlorella protothecoides]	KAF6263859.1 hypothetical protein COO60DRAFT_1457868 [Scenedesmus sp. NREL 46B-D3]
OG0001930	RMZ54600.1 hypothetical protein APUTEX25_002186 [Auxenochlorella protothecoides]	KAF6264720.1 Mu homology domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001931	RMZ54602.1 hypothetical protein APUTEX25_002188 [Auxenochlorella protothecoides]	KAF6258618.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0001932	RMZ54614.1 hypothetical protein APUTEX25_002200_ partial [Auxenochlorella protothecoides]	KAF6254017.1 hypothetical protein COO60DRAFT_360665 [Scenedesmus sp. NREL 46B-D3], KAF6251551.1 hypothetical protein COO60DRAFT_607628 [Scenedesmus sp. NREL 46B-D3]
OG0001933	RMZ54622.1 hypothetical protein APUTEX25_001692_ partial [Auxenochlorella protothecoides]	KAF6263609.1 hypothetical protein COO60DRAFT_1698682 [Scenedesmus sp. NREL 46B-D3]
OG0001934	RMZ54631.1 hypothetical protein APUTEX25_003009 [Auxenochlorella protothecoides]	KAF6255653.1 RCC1/BLIP-II [Scenedesmus sp. NREL 46B-D3]
OG0001935	RMZ54633.1 hypothetical protein APUTEX25_003011 [Auxenochlorella protothecoides]	KAF6260332.1 NADH_ubiquinone oxidoreductase subunit 8 [Scenedesmus sp. NREL 46B-D3]
OG0001936	RMZ54637.1 hypothetical protein APUTEX25_003015 [Auxenochlorella protothecoides]	KAF6253476.1 mitochondrial carrier protein [Scenedesmus sp. NREL 46B-D3]
OG0001937	RMZ54642.1 hypothetical protein APUTEX25_003020 [Auxenochlorella protothecoides]	KAF6265455.1 RIO1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001938	RMZ54653.1 hypothetical protein APUTEX25_003031 [Auxenochlorella protothecoides]	KAF6266384.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001939	RMZ54666.1 hypothetical protein APUTEX25_003044 [Auxenochlorella protothecoides]	KAF6254495.1 hypothetical protein COO60DRAFT_1703286 [Scenedesmus sp. NREL 46B-D3]
OG0001940	RMZ54684.1 hypothetical protein APUTEX25_003062 [Auxenochlorella protothecoides]	KAF6255857.1 heavy metal-associated domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001941	RMZ54688.1 hypothetical protein APUTEX25_003066 [Auxenochlorella protothecoides]	KAF6263752.1 tRNA synthetases class I-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001942	RMZ54689.1 hypothetical protein APUTEX25_003067 [Auxenochlorella protothecoides]	KAF6244133.1 cysteine synthase [Scenedesmus sp. NREL 46B-D3], KAF6258291.1 tryptophan synthase beta subunit-like PLP-dependent enzyme [Scenedesmus sp. NREL 46B-D3]
OG0001943	RMZ54693.1 hypothetical protein APUTEX25_003071 [Auxenochlorella protothecoides]	KAF6254175.1 eukaryotic release factor 1 [Scenedesmus sp. NREL 46B-D3]
OG0001944	RMZ54695.1 hypothetical protein APUTEX25_003073 [Auxenochlorella protothecoides]	KAF6265105.1 hypothetical protein COO60DRAFT_1470199 [Scenedesmus sp. NREL 46B-D3], KAF6259357.1 hypothetical protein COO60DRAFT_1638438 [Scenedesmus sp. NREL 46B-D3]
OG0001945	RMZ54701.1 hypothetical protein APUTEX25_003079 [Auxenochlorella protothecoides]	KAF6266818.1 pachytene checkpoint protein 2 [Scenedesmus sp. NREL 46B-D3]
OG0001946	RMZ54703.1 hypothetical protein APUTEX25_003081 [Auxenochlorella protothecoides]	KAF6251396.1 coatomer epsilon subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001947	RMZ54707.1 hypothetical protein APUTEX25_003085 [Auxenochlorella protothecoides]	KAF6254452.1 putative leucyl tRNA synthetase [Scenedesmus sp. NREL 46B-D3]
OG0001948	RMZ54708.1 hypothetical protein APUTEX25_003086 [Auxenochlorella protothecoides]	KAF6256842.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001949	RMZ54711.1 hypothetical protein APUTEX25_003089_ partial [Auxenochlorella protothecoides]	KAF6265131.1 rab-GTPase-TBC domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001950	RMZ54735.1 hypothetical protein APUTEX25_003113 [Auxenochlorella protothecoides]	KAF6252077.1 histidine tRNA 5'-guanylyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6263243.1 histidine tRNA 5'-guanylyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6253130.1 hypothetical protein COO60DRAFT_467880 [Scenedesmus sp. NREL 46B-D3]
OG0001951	RMZ54745.1 hypothetical protein APUTEX25_003123_ partial [Auxenochlorella protothecoides]	KAF6258288.1 ribosomal protein S18 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]
OG0001952	RMZ54747.1 hypothetical protein APUTEX25_003125_ partial [Auxenochlorella protothecoides]	KAF6258690.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]
OG0001954	RMZ54771.1 hypothetical protein APUTEX25_000288_ partial [Auxenochlorella protothecoides]	KAF6261917.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6259801.1 hypothetical protein COO60DRAFT_1687420 [Scenedesmus sp. NREL 46B-D3]
OG0001955	RMZ54776.1 hypothetical protein APUTEX25_000293 [Auxenochlorella protothecoides]	KAF6252351.1 aspartyl aminopeptidase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6237337.1 peptidase M18 [Scenedesmus sp. NREL 46B-D3]
OG0001956	RMZ54781.1 hypothetical protein APUTEX25_000298_ partial [Auxenochlorella protothecoides]	KAF6264142.1 hypothetical protein COO60DRAFT_220797 [Scenedesmus sp. NREL 46B-D3]
OG0001957	RMZ54786.1 hypothetical protein APUTEX25_000303 [Auxenochlorella protothecoides]	KAF6252767.1 hypothetical protein COO60DRAFT_1274132 [Scenedesmus sp. NREL 46B-D3]
OG0001958	RMZ54795.1 hypothetical protein APUTEX25_000312 [Auxenochlorella protothecoides]	KAF6258420.1 heme peroxidase [Scenedesmus sp. NREL 46B-D3], KAF6238216.1 heme peroxidase_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001959	RMZ54810.1 hypothetical protein APUTEX25_000327 [Auxenochlorella protothecoides]	KAF6265305.1 hypothetical protein COO60DRAFT_1479805 [Scenedesmus sp. NREL 46B-D3], KAF6256698.1 hypothetical protein COO60DRAFT_83567 [Scenedesmus sp. NREL 46B-D3]
OG0001960	RMZ54820.1 hypothetical protein APUTEX25_000337_ partial [Auxenochlorella protothecoides]	KAF6254085.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001961	RMZ54822.1 hypothetical protein APUTEX25_000339 [Auxenochlorella protothecoides]	KAF6257872.1 glycyl-tRNA synthetase beta subunit-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001962	RMZ54835.1 hypothetical protein APUTEX25_000352 [Auxenochlorella protothecoides]	KAF6261054.1 hypothetical protein COO60DRAFT_820314 [Scenedesmus sp. NREL 46B-D3], KAF6261056.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001963	RMZ54852.1 hypothetical protein APUTEX25_000369 [Auxenochlorella protothecoides]	KAF6263499.1 Sodium/hydrogen exchanger family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001964	RMZ54990.1 hypothetical protein APUTEX25_000507 [Auxenochlorella protothecoides], RMZ54858.1 hypothetical protein APUTEX25_000375 [Auxenochlorella protothecoides]	KAF6257755.1 hypothetical protein COO60DRAFT_1195692 [Scenedesmus sp. NREL 46B-D3]
OG0001965	RMZ54870.1 hypothetical protein APUTEX25_000387 [Auxenochlorella protothecoides]	KAF6252939.1 acyl-CoA dehydrogenase/oxidase C-terminal [Scenedesmus sp. NREL 46B-D3]
OG0001966	RMZ54875.1 hypothetical protein APUTEX25_000392 [Auxenochlorella protothecoides]	KAF6259412.1 hypothetical protein COO60DRAFT_1513245 [Scenedesmus sp. NREL 46B-D3]
OG0001967	RMZ54886.1 hypothetical protein APUTEX25_000403 [Auxenochlorella protothecoides]	KAF6263415.1 ribosomal protein S19-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001968	RMZ57751.1 hypothetical protein APUTEX25_004614_ partial [Auxenochlorella protothecoides], RMZ54893.1 hypothetical protein APUTEX25_000410_ partial [Auxenochlorella protothecoides]	KAF6263941.1 phophatdylinositol 4-kinase [Scenedesmus sp. NREL 46B-D3]
OG0001969	RMZ54902.1 hypothetical protein APUTEX25_000419 [Auxenochlorella protothecoides]	KAF6252991.1 cytosolic Fe-S cluster assembly factor NUBP1 [Scenedesmus sp. NREL 46B-D3]
OG0001970	RMZ54905.1 hypothetical protein APUTEX25_000422 [Auxenochlorella protothecoides]	KAF6264792.1 hypothetical protein COO60DRAFT_1266780 [Scenedesmus sp. NREL 46B-D3]
OG0001971	RMZ54906.1 hypothetical protein APUTEX25_000423 [Auxenochlorella protothecoides]	KAF6265519.1 hypothetical protein COO60DRAFT_1697790 [Scenedesmus sp. NREL 46B-D3]
OG0001972	RMZ54916.1 hypothetical protein APUTEX25_000433 [Auxenochlorella protothecoides]	KAF6257179.1 starch branching enzyme II [Scenedesmus sp. NREL 46B-D3]
OG0001973	RMZ54923.1 hypothetical protein APUTEX25_000440 [Auxenochlorella protothecoides]	KAF6254186.1 4-hydroxyphenylpyruvate dioxygenase [Scenedesmus sp. NREL 46B-D3]
OG0001974	RMZ54936.1 hypothetical protein APUTEX25_000453 [Auxenochlorella protothecoides]	KAF6265741.1 MBOAT_ membrane-bound O-acyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001975	RMZ54985.1 hypothetical protein APUTEX25_000502_ partial [Auxenochlorella protothecoides]	KAF6264739.1 CobN/magnesium chelatase [Scenedesmus sp. NREL 46B-D3]
OG0001976	RMZ54995.1 hypothetical protein APUTEX25_000512 [Auxenochlorella protothecoides]	KAF6262403.1 Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase [Scenedesmus sp. NREL 46B-D3], KAF6262404.1 hypothetical protein COO60DRAFT_624366 [Scenedesmus sp. NREL 46B-D3]
OG0001977	RMZ54999.1 hypothetical protein APUTEX25_000516 [Auxenochlorella protothecoides]	KAF6264333.1 hypothetical protein COO60DRAFT_1698379 [Scenedesmus sp. NREL 46B-D3]
OG0001978	RMZ55006.1 hypothetical protein APUTEX25_000523 [Auxenochlorella protothecoides]	KAF6257027.1 hypothetical protein COO60DRAFT_1526268 [Scenedesmus sp. NREL 46B-D3], KAF6257026.1 hypothetical protein COO60DRAFT_1702059 [Scenedesmus sp. NREL 46B-D3]
OG0001979	RMZ55017.1 hypothetical protein APUTEX25_005643 [Auxenochlorella protothecoides]	KAF6260556.1 putative nucleolar protein 5-2-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001980	RMZ55022.1 hypothetical protein APUTEX25_005648 [Auxenochlorella protothecoides]	KAF6263123.1 vacuolar ATP synthase subunit H [Scenedesmus sp. NREL 46B-D3]
OG0001981	RMZ55025.1 hypothetical protein APUTEX25_005651 [Auxenochlorella protothecoides]	KAF6250668.1 hypothetical protein COO60DRAFT_1569078 [Scenedesmus sp. NREL 46B-D3], KAF6254212.1 hypothetical protein COO60DRAFT_1542368 [Scenedesmus sp. NREL 46B-D3]
OG0001982	RMZ55070.1 hypothetical protein APUTEX25_005696 [Auxenochlorella protothecoides]	KAF6259619.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001983	RMZ55072.1 hypothetical protein APUTEX25_005698_ partial [Auxenochlorella protothecoides]	KAF6258920.1 hypothetical protein COO60DRAFT_1638774 [Scenedesmus sp. NREL 46B-D3]
OG0001984	RMZ55083.1 hypothetical protein APUTEX25_005709 [Auxenochlorella protothecoides]	KAF6254571.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6262731.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001986	RMZ55096.1 hypothetical protein APUTEX25_005722_ partial [Auxenochlorella protothecoides]	KAF6264019.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001987	RMZ55128.1 hypothetical protein APUTEX25_005406 [Auxenochlorella protothecoides]	KAF6264631.1 hypothetical protein COO60DRAFT_1457519 [Scenedesmus sp. NREL 46B-D3]
OG0001988	RMZ55132.1 hypothetical protein APUTEX25_005410 [Auxenochlorella protothecoides]	KAF6261212.1 hypothetical protein COO60DRAFT_1699920 [Scenedesmus sp. NREL 46B-D3], KAF6261215.1 Butirosin biosynthesis_ BtrG-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001989	RMZ55137.1 hypothetical protein APUTEX25_005415 [Auxenochlorella protothecoides]	KAF6264262.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264261.1 hypothetical protein COO60DRAFT_1660272 [Scenedesmus sp. NREL 46B-D3], KAF6266744.1 hypothetical protein COO60DRAFT_1473267 [Scenedesmus sp. NREL 46B-D3]
OG0001990	RMZ55148.1 hypothetical protein APUTEX25_005426_ partial [Auxenochlorella protothecoides]	KAF6255503.1 nucleolar protein [Scenedesmus sp. NREL 46B-D3], KAF6255504.1 hypothetical protein COO60DRAFT_1535167 [Scenedesmus sp. NREL 46B-D3]
OG0001991	RMZ55149.1 hypothetical protein APUTEX25_005427 [Auxenochlorella protothecoides]	KAF6254449.1 hemolysin-III related-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001992	RMZ55158.1 hypothetical protein APUTEX25_005436 [Auxenochlorella protothecoides]	KAF6265079.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001993	RMZ55171.1 hypothetical protein APUTEX25_005449 [Auxenochlorella protothecoides]	KAF6261980.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001994	RMZ55174.1 hypothetical protein APUTEX25_005452 [Auxenochlorella protothecoides]	KAF6264632.1 adenosine/AMP deaminase family protein [Scenedesmus sp. NREL 46B-D3]
OG0001995	RMZ55181.1 hypothetical protein APUTEX25_005459 [Auxenochlorella protothecoides]	KAF6258536.1 hypothetical protein COO60DRAFT_1701294 [Scenedesmus sp. NREL 46B-D3]
OG0001996	RMZ55191.1 hypothetical protein APUTEX25_005469 [Auxenochlorella protothecoides]	KAF6252519.1 hypothetical protein COO60DRAFT_1287067 [Scenedesmus sp. NREL 46B-D3]
OG0001997	RMZ55202.1 hypothetical protein APUTEX25_005480_ partial [Auxenochlorella protothecoides]	KAF6259930.1 Sec1-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259931.1 Sec1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001998	RMZ55219.1 hypothetical protein APUTEX25_005497 [Auxenochlorella protothecoides]	KAF6255411.1 cyclopropyl isomerase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001999	RMZ55221.1 hypothetical protein APUTEX25_005499 [Auxenochlorella protothecoides]	KAF6253882.1 hypothetical protein COO60DRAFT_1703604 [Scenedesmus sp. NREL 46B-D3], KAF6253885.1 hypothetical protein COO60DRAFT_1628088 [Scenedesmus sp. NREL 46B-D3]
OG0002000	RMZ55227.1 hypothetical protein APUTEX25_005505 [Auxenochlorella protothecoides]	KAF6260117.1 hypothetical protein COO60DRAFT_1294530 [Scenedesmus sp. NREL 46B-D3]
OG0002001	RMZ55228.1 hypothetical protein APUTEX25_005506 [Auxenochlorella protothecoides]	KAF6260650.1 LMBR1-like membrane protein [Scenedesmus sp. NREL 46B-D3]
OG0002002	RMZ55230.1 hypothetical protein APUTEX25_005508 [Auxenochlorella protothecoides]	KAF6259647.1 ABC-2 type transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002003	RMZ55244.1 hypothetical protein APUTEX25_005522 [Auxenochlorella protothecoides]	KAF6260998.1 XAP5_ circadian clock regulator-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002004	RMZ55246.1 hypothetical protein APUTEX25_005524 [Auxenochlorella protothecoides]	KAF6252308.1 Qb-snare protein_ Bos1/Membrin family [Scenedesmus sp. NREL 46B-D3]
OG0002005	RMZ55293.1 hypothetical protein APUTEX25_003431 [Auxenochlorella protothecoides]	KAF6257829.1 hypothetical protein COO60DRAFT_1190510 [Scenedesmus sp. NREL 46B-D3]
OG0002006	RMZ55303.1 hypothetical protein APUTEX25_003441_ partial [Auxenochlorella protothecoides]	KAF6257400.1 minor chlorophyll a/b-binding protein of photosystem II [Scenedesmus sp. NREL 46B-D3]
OG0002007	RMZ55305.1 hypothetical protein APUTEX25_003443 [Auxenochlorella protothecoides]	KAF6252903.1 CAS/CSE protein [Scenedesmus sp. NREL 46B-D3]
OG0002008	RMZ55307.1 hypothetical protein APUTEX25_003445 [Auxenochlorella protothecoides]	KAF6258506.1 hypothetical protein COO60DRAFT_1626402 [Scenedesmus sp. NREL 46B-D3]
OG0002009	RMZ55311.1 hypothetical protein APUTEX25_003449 [Auxenochlorella protothecoides]	KAF6259126.1 OSCP/delta subunit of ATPase [Scenedesmus sp. NREL 46B-D3]
OG0002010	RMZ55322.1 hypothetical protein APUTEX25_003460 [Auxenochlorella protothecoides]	KAF6254357.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256850.1 transcription factor NF-Y_ CCAAT-binding like protein [Scenedesmus sp. NREL 46B-D3]
OG0002011	RMZ55326.1 hypothetical protein APUTEX25_003464 [Auxenochlorella protothecoides]	KAF6262268.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002012	RMZ55327.1 hypothetical protein APUTEX25_003465_ partial [Auxenochlorella protothecoides]	KAF6259161.1 diacylglycerol acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002013	RMZ55330.1 hypothetical protein APUTEX25_003468 [Auxenochlorella protothecoides]	KAF6261663.1 cytochrome c oxidase assembly factor [Scenedesmus sp. NREL 46B-D3]
OG0002014	RMZ55333.1 hypothetical protein APUTEX25_003471 [Auxenochlorella protothecoides]	KAF6260124.1 hypothetical protein COO60DRAFT_1685901 [Scenedesmus sp. NREL 46B-D3]
OG0002015	RMZ55365.1 hypothetical protein APUTEX25_002223_ partial [Auxenochlorella protothecoides]	KAF6259215.1 glutamic-gamma-semialdehyde dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0002016	RMZ55378.1 hypothetical protein APUTEX25_003592_ partial [Auxenochlorella protothecoides]	KAF6252944.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002017	RMZ55384.1 hypothetical protein APUTEX25_003508 [Auxenochlorella protothecoides]	KAF6262550.1 tRNA synthetases class I-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002018	RMZ55388.1 hypothetical protein APUTEX25_003512 [Auxenochlorella protothecoides]	KAF6261455.1 hypothetical protein COO60DRAFT_1283060 [Scenedesmus sp. NREL 46B-D3]
