Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99
OG0001976	RMZ54995.1 hypothetical protein APUTEX25_000512 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2525 [Chlorella sp. A99]
OG0001977	RMZ54999.1 hypothetical protein APUTEX25_000516 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1726 [Chlorella sp. A99]
OG0001979	RMZ55017.1 hypothetical protein APUTEX25_005643 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2798 [Chlorella sp. A99]
OG0001980	RMZ55022.1 hypothetical protein APUTEX25_005648 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2126 [Chlorella sp. A99]
OG0001981	RMZ55025.1 hypothetical protein APUTEX25_005651 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2142 [Chlorella sp. A99]
OG0001982	RMZ55070.1 hypothetical protein APUTEX25_005696 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1128 [Chlorella sp. A99]
OG0001983	RMZ55072.1 hypothetical protein APUTEX25_005698_ partial [Auxenochlorella protothecoides]	PCFQ01000040.1 g2304 [Chlorella sp. A99]
OG0001984	RMZ55083.1 hypothetical protein APUTEX25_005709 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1746 [Chlorella sp. A99]
OG0001985	RMZ55087.1 hypothetical protein APUTEX25_005713 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1420 [Chlorella sp. A99]
OG0001986	RMZ55096.1 hypothetical protein APUTEX25_005722_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1401 [Chlorella sp. A99]
OG0001987	RMZ55128.1 hypothetical protein APUTEX25_005406 [Auxenochlorella protothecoides]	PCFQ01000002.1 g660 [Chlorella sp. A99]
OG0001988	RMZ55132.1 hypothetical protein APUTEX25_005410 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3159 [Chlorella sp. A99]
OG0001990	RMZ55148.1 hypothetical protein APUTEX25_005426_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3171 [Chlorella sp. A99]
OG0001992	RMZ55158.1 hypothetical protein APUTEX25_005436 [Auxenochlorella protothecoides]	PCFQ01000058.1 g265 [Chlorella sp. A99]
OG0001993	RMZ55171.1 hypothetical protein APUTEX25_005449 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2360 [Chlorella sp. A99]
OG0001994	RMZ55174.1 hypothetical protein APUTEX25_005452 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2984 [Chlorella sp. A99]
OG0001995	RMZ55181.1 hypothetical protein APUTEX25_005459 [Auxenochlorella protothecoides]	PCFQ01000075.1 g1944 [Chlorella sp. A99]
OG0001996	RMZ55191.1 hypothetical protein APUTEX25_005469 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3164 [Chlorella sp. A99]
OG0001997	RMZ55202.1 hypothetical protein APUTEX25_005480_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g220 [Chlorella sp. A99]
OG0002000	RMZ55227.1 hypothetical protein APUTEX25_005505 [Auxenochlorella protothecoides]	PCFQ01000058.1 g226 [Chlorella sp. A99]
OG0002001	RMZ55228.1 hypothetical protein APUTEX25_005506 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3169 [Chlorella sp. A99]
OG0002002	RMZ55230.1 hypothetical protein APUTEX25_005508 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3173 [Chlorella sp. A99]
OG0002003	RMZ55244.1 hypothetical protein APUTEX25_005522 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3183 [Chlorella sp. A99]
OG0002004	RMZ55246.1 hypothetical protein APUTEX25_005524 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3188 [Chlorella sp. A99]
OG0002005	RMZ55293.1 hypothetical protein APUTEX25_003431 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1589 [Chlorella sp. A99]
OG0002006	RMZ55303.1 hypothetical protein APUTEX25_003441_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1539 [Chlorella sp. A99]
OG0002007	RMZ55305.1 hypothetical protein APUTEX25_003443 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1700 [Chlorella sp. A99]
OG0002008	RMZ55307.1 hypothetical protein APUTEX25_003445 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1590 [Chlorella sp. A99]
OG0002009	RMZ55311.1 hypothetical protein APUTEX25_003449 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2680 [Chlorella sp. A99], PCFQ01000081.1 g1583 [Chlorella sp. A99]
OG0002011	RMZ55326.1 hypothetical protein APUTEX25_003464 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1670 [Chlorella sp. A99]
OG0002012	RMZ55327.1 hypothetical protein APUTEX25_003465_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2156 [Chlorella sp. A99]
OG0002013	RMZ55330.1 hypothetical protein APUTEX25_003468 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1588 [Chlorella sp. A99]
OG0002015	RMZ55365.1 hypothetical protein APUTEX25_002223_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2385 [Chlorella sp. A99]
OG0002016	RMZ55378.1 hypothetical protein APUTEX25_003592_ partial [Auxenochlorella protothecoides]	PCFQ01000018.1 g456 [Chlorella sp. A99]
OG0002017	RMZ55384.1 hypothetical protein APUTEX25_003508 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1784 [Chlorella sp. A99]
OG0002018	RMZ55388.1 hypothetical protein APUTEX25_003512 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2015 [Chlorella sp. A99]
OG0002019	RMZ55390.1 hypothetical protein APUTEX25_003514 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1109 [Chlorella sp. A99]
OG0002020	RMZ55399.1 hypothetical protein APUTEX25_003523_ partial [Auxenochlorella protothecoides]	PCFQ01000077.1 g1772 [Chlorella sp. A99]
OG0002021	RMZ55402.1 hypothetical protein APUTEX25_003526_ partial [Auxenochlorella protothecoides]	PCFQ01000009.1 g1684 [Chlorella sp. A99]
OG0002022	RMZ55406.1 hypothetical protein APUTEX25_003530_ partial [Auxenochlorella protothecoides]	PCFQ01000020.1 g934 [Chlorella sp. A99]
OG0002023	RMZ55411.1 hypothetical protein APUTEX25_003535 [Auxenochlorella protothecoides]	PCFQ01000058.1 g277 [Chlorella sp. A99]
OG0002024	RMZ55421.1 hypothetical protein APUTEX25_003545 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1775 [Chlorella sp. A99]
OG0002026	RMZ55450.1 hypothetical protein APUTEX25_003574 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1769 [Chlorella sp. A99]
OG0002027	RMZ55461.1 hypothetical protein APUTEX25_003585 [Auxenochlorella protothecoides]	PCFQ01000046.1 g1861 [Chlorella sp. A99]
OG0002028	RMZ55467.1 hypothetical protein APUTEX25_004692_ partial [Auxenochlorella protothecoides]	PCFQ01000001.1 g993 [Chlorella sp. A99]
OG0002029	RMZ55478.1 hypothetical protein APUTEX25_000061 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2188 [Chlorella sp. A99]
OG0002031	RMZ55497.1 hypothetical protein APUTEX25_000080_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2510 [Chlorella sp. A99], PCFQ01000015.1 g2938 [Chlorella sp. A99]
OG0002032	RMZ55499.1 hypothetical protein APUTEX25_000082 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1476 [Chlorella sp. A99]
OG0002033	RMZ55531.1 hypothetical protein APUTEX25_000114 [Auxenochlorella protothecoides]	PCFQ01000005.1 g840 [Chlorella sp. A99]
OG0002035	RMZ55536.1 hypothetical protein APUTEX25_000119_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g187 [Chlorella sp. A99]
OG0002037	RMZ55556.1 hypothetical protein APUTEX25_000139_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g860 [Chlorella sp. A99]
OG0002039	RMZ55585.1 hypothetical protein APUTEX25_000168 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2713 [Chlorella sp. A99]
OG0002040	RMZ55603.1 hypothetical protein APUTEX25_000186_ partial [Auxenochlorella protothecoides]	PCFQ01000075.1 g1907 [Chlorella sp. A99]
OG0002041	RMZ55618.1 hypothetical protein APUTEX25_000201 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1439 [Chlorella sp. A99]
OG0002042	RMZ55623.1 hypothetical protein APUTEX25_000206_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g831 [Chlorella sp. A99]
OG0002043	RMZ55648.1 hypothetical protein APUTEX25_000231_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1428 [Chlorella sp. A99]
OG0002046	RMZ55696.1 hypothetical protein APUTEX25_005737 [Auxenochlorella protothecoides]	PCFQ01000082.1 g560 [Chlorella sp. A99]
OG0002048	RMZ55713.1 hypothetical protein APUTEX25_005754 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3153 [Chlorella sp. A99]
OG0002050	RMZ55769.1 hypothetical protein APUTEX25_005810_ partial [Auxenochlorella protothecoides]	PCFQ01000007.1 g1191 [Chlorella sp. A99]
OG0002051	RMZ55770.1 hypothetical protein APUTEX25_005811 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1235 [Chlorella sp. A99]
OG0002052	RMZ55772.1 hypothetical protein APUTEX25_005813 [Auxenochlorella protothecoides]	PCFQ01000082.1 g494 [Chlorella sp. A99]
OG0002053	RMZ55779.1 hypothetical protein APUTEX25_005820_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1464 [Chlorella sp. A99]
OG0002056	RMZ55834.1 hypothetical protein APUTEX25_003800_ partial [Auxenochlorella protothecoides]	PCFQ01000010.1 g351 [Chlorella sp. A99]
OG0002058	RMZ55840.1 hypothetical protein APUTEX25_003806 [Auxenochlorella protothecoides]	PCFQ01000010.1 g301 [Chlorella sp. A99]
OG0002059	RMZ55844.1 hypothetical protein APUTEX25_003810 [Auxenochlorella protothecoides]	PCFQ01000010.1 g317 [Chlorella sp. A99]
OG0002063	RMZ55870.1 hypothetical protein APUTEX25_003836 [Auxenochlorella protothecoides]	PCFQ01000010.1 g330 [Chlorella sp. A99]
OG0002064	RMZ55878.1 hypothetical protein APUTEX25_003844_ partial [Auxenochlorella protothecoides]	PCFQ01000010.1 g335 [Chlorella sp. A99]
OG0002066	RMZ55885.1 hypothetical protein APUTEX25_003851 [Auxenochlorella protothecoides]	PCFQ01000010.1 g318 [Chlorella sp. A99]
OG0002068	RMZ55927.1 hypothetical protein APUTEX25_004351 [Auxenochlorella protothecoides]	PCFQ01000058.1 g193 [Chlorella sp. A99]
OG0002069	RMZ55929.1 hypothetical protein APUTEX25_004353 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2427 [Chlorella sp. A99]
OG0002072	RMZ55946.1 hypothetical protein APUTEX25_004370 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2747 [Chlorella sp. A99]
OG0002074	RMZ55952.1 hypothetical protein APUTEX25_004376 [Auxenochlorella protothecoides]	PCFQ01000058.1 g89 [Chlorella sp. A99]
OG0002075	RMZ55969.1 hypothetical protein APUTEX25_004393_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g129 [Chlorella sp. A99]
OG0002076	RMZ55985.1 hypothetical protein APUTEX25_004409 [Auxenochlorella protothecoides]	PCFQ01000058.1 g104 [Chlorella sp. A99]
OG0002079	RMZ56049.1 hypothetical protein APUTEX25_004473 [Auxenochlorella protothecoides]	PCFQ01000058.1 g130 [Chlorella sp. A99]
OG0002080	RMZ56050.1 hypothetical protein APUTEX25_004474 [Auxenochlorella protothecoides]	PCFQ01000058.1 g176 [Chlorella sp. A99]
OG0002081	RMZ56052.1 hypothetical protein APUTEX25_004476 [Auxenochlorella protothecoides]	PCFQ01000082.1 g539 [Chlorella sp. A99]
OG0002082	RMZ56058.1 hypothetical protein APUTEX25_004482 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2443 [Chlorella sp. A99]
OG0002083	RMZ56060.1 hypothetical protein APUTEX25_004484 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2760 [Chlorella sp. A99]
OG0002084	RMZ56069.1 hypothetical protein APUTEX25_004493 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2388 [Chlorella sp. A99], PCFQ01000030.1 g2932 [Chlorella sp. A99]
OG0002087	RMZ56092.1 hypothetical protein APUTEX25_004516 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2621 [Chlorella sp. A99]
OG0002088	RMZ56098.1 hypothetical protein APUTEX25_004522 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2626 [Chlorella sp. A99]
OG0002089	RMZ56105.1 hypothetical protein APUTEX25_004529_ partial [Auxenochlorella protothecoides]	PCFQ01000021.1 g2310 [Chlorella sp. A99], PCFQ01000077.1 g1738 [Chlorella sp. A99]
OG0002090	RMZ56108.1 hypothetical protein APUTEX25_004532 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2623 [Chlorella sp. A99]
OG0002092	RMZ56125.1 hypothetical protein APUTEX25_004549 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3116 [Chlorella sp. A99]
OG0002093	RMZ56132.1 hypothetical protein APUTEX25_004556 [Auxenochlorella protothecoides]	PCFQ01000082.1 g491 [Chlorella sp. A99]
OG0002095	RMZ56140.1 hypothetical protein APUTEX25_004564_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2528 [Chlorella sp. A99]
OG0002097	RMZ56191.1 hypothetical protein APUTEX25_002381 [Auxenochlorella protothecoides]	PCFQ01000002.1 g708 [Chlorella sp. A99]
OG0002098	RMZ56193.1 hypothetical protein APUTEX25_002383 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2089 [Chlorella sp. A99]
OG0002099	RMZ56198.1 hypothetical protein APUTEX25_002388 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3212 [Chlorella sp. A99]
OG0002102	RMZ56215.1 hypothetical protein APUTEX25_002405 [Auxenochlorella protothecoides]	PCFQ01000010.1 g365 [Chlorella sp. A99]
OG0002103	RMZ56216.1 hypothetical protein APUTEX25_002406 [Auxenochlorella protothecoides]	PCFQ01000002.1 g700 [Chlorella sp. A99]
OG0002104	RMZ56226.1 hypothetical protein APUTEX25_002416 [Auxenochlorella protothecoides]	PCFQ01000002.1 g713 [Chlorella sp. A99]
OG0002105	RMZ56245.1 hypothetical protein APUTEX25_002435 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2536 [Chlorella sp. A99]
OG0002106	RMZ56252.1 hypothetical protein APUTEX25_002442_ partial [Auxenochlorella protothecoides]	PCFQ01000010.1 g364 [Chlorella sp. A99]
OG0002107	RMZ56271.1 hypothetical protein APUTEX25_002461_ partial [Auxenochlorella protothecoides]	PCFQ01000001.1 g950 [Chlorella sp. A99]
OG0002109	RMZ56295.1 hypothetical protein APUTEX25_000534 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3028 [Chlorella sp. A99]
OG0002110	RMZ56310.1 hypothetical protein APUTEX25_000549_ partial [Auxenochlorella protothecoides]	PCFQ01000015.1 g3001 [Chlorella sp. A99]
OG0002112	RMZ56366.1 hypothetical protein APUTEX25_004723 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1096 [Chlorella sp. A99]
OG0002115	RMZ56396.1 hypothetical protein APUTEX25_004619 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2122 [Chlorella sp. A99]
OG0002116	RMZ56401.1 hypothetical protein APUTEX25_004624_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1123 [Chlorella sp. A99]
OG0002118	RMZ56409.1 hypothetical protein APUTEX25_004632 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2154 [Chlorella sp. A99]
OG0002121	RMZ56428.1 hypothetical protein APUTEX25_004651 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1155 [Chlorella sp. A99]
OG0002122	RMZ56430.1 hypothetical protein APUTEX25_004653 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2137 [Chlorella sp. A99]
OG0002123	RMZ56437.1 hypothetical protein APUTEX25_004660 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2119 [Chlorella sp. A99]
OG0002124	RMZ56450.1 hypothetical protein APUTEX25_004673 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1164 [Chlorella sp. A99]
OG0002125	RMZ56455.1 hypothetical protein APUTEX25_004678 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1154 [Chlorella sp. A99]
OG0002126	RMZ56475.1 hypothetical protein APUTEX25_001322 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2475 [Chlorella sp. A99]
OG0002127	RMZ56484.1 hypothetical protein APUTEX25_001331 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1629 [Chlorella sp. A99]
OG0002128	RMZ56486.1 hypothetical protein APUTEX25_001333 [Auxenochlorella protothecoides]	PCFQ01000018.1 g454 [Chlorella sp. A99]
OG0002129	RMZ56491.1 hypothetical protein APUTEX25_001338 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1404 [Chlorella sp. A99]
OG0002130	RMZ56492.1 hypothetical protein APUTEX25_001339 [Auxenochlorella protothecoides]	PCFQ01000018.1 g394 [Chlorella sp. A99]
OG0002131	RMZ56506.1 hypothetical protein APUTEX25_001353 [Auxenochlorella protothecoides]	PCFQ01000018.1 g396 [Chlorella sp. A99]
OG0002133	RMZ56519.1 hypothetical protein APUTEX25_001366_ partial [Auxenochlorella protothecoides]	PCFQ01000010.1 g370 [Chlorella sp. A99]
OG0002135	RMZ56576.1 hypothetical protein APUTEX25_001423 [Auxenochlorella protothecoides]	PCFQ01000018.1 g399 [Chlorella sp. A99]
OG0002137	RMZ56595.1 hypothetical protein APUTEX25_004759 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1603 [Chlorella sp. A99]
OG0002138	RMZ56618.1 hypothetical protein APUTEX25_002707 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3108 [Chlorella sp. A99]
OG0002139	RMZ56625.1 hypothetical protein APUTEX25_002714 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2785 [Chlorella sp. A99]
OG0002141	RMZ56637.1 hypothetical protein APUTEX25_002726 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2948 [Chlorella sp. A99]
OG0002144	RMZ56661.1 hypothetical protein APUTEX25_002750 [Auxenochlorella protothecoides]	PCFQ01000018.1 g466 [Chlorella sp. A99]
OG0002146	RMZ56677.1 hypothetical protein APUTEX25_002766 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2088 [Chlorella sp. A99]
OG0002147	RMZ56689.1 hypothetical protein APUTEX25_002778 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3138 [Chlorella sp. A99]
OG0002148	RMZ56713.1 hypothetical protein APUTEX25_002802 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2786 [Chlorella sp. A99]
OG0002149	RMZ56719.1 hypothetical protein APUTEX25_002808 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2405 [Chlorella sp. A99]
OG0002152	RMZ56737.1 hypothetical protein APUTEX25_002826 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3126 [Chlorella sp. A99], PCFQ01000006.1 g3127 [Chlorella sp. A99]
OG0002153	RMZ56749.1 hypothetical protein APUTEX25_002838 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2656 [Chlorella sp. A99]
OG0002155	RMZ56764.1 hypothetical protein APUTEX25_002853 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3136 [Chlorella sp. A99]
OG0002156	RMZ56768.1 hypothetical protein APUTEX25_002857 [Auxenochlorella protothecoides]	PCFQ01000018.1 g460 [Chlorella sp. A99]
OG0002157	RMZ56771.1 hypothetical protein APUTEX25_002860 [Auxenochlorella protothecoides]	PCFQ01000018.1 g461 [Chlorella sp. A99]
OG0002158	RMZ56780.1 hypothetical protein APUTEX25_002869_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3125 [Chlorella sp. A99]
OG0002159	RMZ56798.1 hypothetical protein APUTEX25_002887_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2049 [Chlorella sp. A99]
OG0002160	RMZ56809.1 hypothetical protein APUTEX25_002898 [Auxenochlorella protothecoides]	PCFQ01000002.1 g690 [Chlorella sp. A99]
OG0002161	RMZ56813.1 hypothetical protein APUTEX25_002902_ partial [Auxenochlorella protothecoides]	PCFQ01000012.1 g1826 [Chlorella sp. A99]
OG0002162	RMZ56826.1 hypothetical protein APUTEX25_002915 [Auxenochlorella protothecoides]	PCFQ01000082.1 g596 [Chlorella sp. A99]
OG0002163	RMZ56835.1 hypothetical protein APUTEX25_002924_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2068 [Chlorella sp. A99]
OG0002164	RMZ56846.1 hypothetical protein APUTEX25_002935_ partial [Auxenochlorella protothecoides]	PCFQ01000004.1 g2657 [Chlorella sp. A99]
OG0002165	RMZ56849.1 hypothetical protein APUTEX25_002938_ partial [Auxenochlorella protothecoides]	PCFQ01000015.1 g2949 [Chlorella sp. A99]
OG0002166	RMZ56854.1 hypothetical protein APUTEX25_002943 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2083 [Chlorella sp. A99]
OG0002169	RMZ56894.1 hypothetical protein APUTEX25_002983 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2386 [Chlorella sp. A99]
OG0002171	RMZ56922.1 hypothetical protein APUTEX25_004984_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g572 [Chlorella sp. A99]
OG0002172	RMZ56923.1 hypothetical protein APUTEX25_004985 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1285 [Chlorella sp. A99]
OG0002173	RMZ56928.1 hypothetical protein APUTEX25_004990 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1291 [Chlorella sp. A99]
OG0002174	RMZ56930.1 hypothetical protein APUTEX25_004992 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1517 [Chlorella sp. A99]
OG0002175	RMZ56954.1 hypothetical protein APUTEX25_005016 [Auxenochlorella protothecoides]	PCFQ01000082.1 g573 [Chlorella sp. A99]
OG0002177	RMZ56959.1 hypothetical protein APUTEX25_005021 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1287 [Chlorella sp. A99]
OG0002178	RMZ56963.1 hypothetical protein APUTEX25_005025 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2738 [Chlorella sp. A99]
OG0002180	RMZ56971.1 hypothetical protein APUTEX25_005033 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1518 [Chlorella sp. A99]
OG0002181	RMZ56977.1 hypothetical protein APUTEX25_005039 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2540 [Chlorella sp. A99]
OG0002182	RMZ57007.1 hypothetical protein APUTEX25_002239_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3150 [Chlorella sp. A99]
OG0002183	RMZ57008.1 hypothetical protein APUTEX25_002240 [Auxenochlorella protothecoides]	PCFQ01000014.1 g1887 [Chlorella sp. A99]
OG0002184	RMZ57014.1 hypothetical protein APUTEX25_002246 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3129 [Chlorella sp. A99]
OG0002185	RMZ57021.1 hypothetical protein APUTEX25_002253 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1033 [Chlorella sp. A99]
OG0002186	RMZ57031.1 hypothetical protein APUTEX25_002263_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g184 [Chlorella sp. A99]
