Orthogroup	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169
OG0002184	KAI3436769.1 hypothetical protein D9Q98_006181 [Chlorella vulgaris]	EIE26613.1 ATP-dependent metallopeptidase Hfl [Coccomyxa subellipsoidea C-169]
OG0002185	KAI3424856.1 hypothetical protein D9Q98_008240 [Chlorella vulgaris]	EIE20014.1 plastid ribosomal protein L4 large ribosomal subunit [Coccomyxa subellipsoidea C-169]
OG0002186	KAI3433684.1 hypothetical protein D9Q98_003493 [Chlorella vulgaris]	EIE27150.1 hypothetical protein COCSUDRAFT_11508_ partial [Coccomyxa subellipsoidea C-169]
OG0002188	KAI3432673.1 hypothetical protein D9Q98_004217 [Chlorella vulgaris], KAI3435794.1 hypothetical protein D9Q98_001852 [Chlorella vulgaris]	EIE18281.1 hypothetical protein COCSUDRAFT_60473 [Coccomyxa subellipsoidea C-169]
OG0002189	KAI3425839.1 hypothetical protein D9Q98_007813 [Chlorella vulgaris]	EIE20796.1 flagellar outer dynein arm light chain 2 [Coccomyxa subellipsoidea C-169]
OG0002190	KAI3433672.1 hypothetical protein D9Q98_003481 [Chlorella vulgaris]	EIE19797.1 DUF1681-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002191	KAI3433700.1 hypothetical protein D9Q98_003509 [Chlorella vulgaris]	EIE27147.1 TRM-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002192	KAI3434903.1 hypothetical protein D9Q98_002957 [Chlorella vulgaris]	EIE23641.1 hypothetical protein COCSUDRAFT_47374 [Coccomyxa subellipsoidea C-169]
OG0002193	KAI3438049.1 hypothetical protein D9Q98_000492 [Chlorella vulgaris]	EIE27246.1 hypothetical protein COCSUDRAFT_38970 [Coccomyxa subellipsoidea C-169]
OG0002194	KAI3438069.1 hypothetical protein D9Q98_000511 [Chlorella vulgaris], KAI3438068.1 hypothetical protein D9Q98_000511 [Chlorella vulgaris]	EIE27243.1 tubulin folding cofactor B [Coccomyxa subellipsoidea C-169]
OG0002195	KAI3439114.1 hypothetical protein D9Q98_001523 [Chlorella vulgaris]	EIE19272.1 succinyl-CoA ligase alpha chain [Coccomyxa subellipsoidea C-169]
OG0002196	KAI3434494.1 hypothetical protein D9Q98_002569 [Chlorella vulgaris]	EIE23052.1 Profilin/allergen [Coccomyxa subellipsoidea C-169]
OG0002197	KAI3428498.1 hypothetical protein D9Q98_007322 [Chlorella vulgaris]	EIE23087.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002198	KAI3435822.1 hypothetical protein D9Q98_001880 [Chlorella vulgaris]	EIE21723.1 hypothetical protein COCSUDRAFT_83512 [Coccomyxa subellipsoidea C-169]
OG0002199	KAI3425263.1 hypothetical protein D9Q98_009031 [Chlorella vulgaris]	EIE24158.1 Rhodanese-like protein [Coccomyxa subellipsoidea C-169], EIE22779.1 Rhodanese-like protein [Coccomyxa subellipsoidea C-169]
OG0002200	KAI3425379.1 hypothetical protein D9Q98_009143 [Chlorella vulgaris], KAI3425378.1 hypothetical protein D9Q98_009142 [Chlorella vulgaris]	EIE22795.1 hypothetical protein COCSUDRAFT_47698 [Coccomyxa subellipsoidea C-169]
OG0002201	KAI3430661.1 hypothetical protein D9Q98_005253 [Chlorella vulgaris]	EIE25085.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002202	KAI3427198.1 hypothetical protein D9Q98_007134 [Chlorella vulgaris]	EIE26167.1 vacuolar protein sorting-associated protein 26 [Coccomyxa subellipsoidea C-169]
OG0002203	KAI3428077.1 hypothetical protein D9Q98_006461 [Chlorella vulgaris]	EIE25384.1 cation-transporting ATPase [Coccomyxa subellipsoidea C-169]
OG0002204	KAI3428046.1 hypothetical protein D9Q98_006432 [Chlorella vulgaris], KAI3428047.1 hypothetical protein D9Q98_006432 [Chlorella vulgaris]	EIE25185.1 hypothetical protein COCSUDRAFT_61427 [Coccomyxa subellipsoidea C-169]
OG0002205	KAI3432625.1 hypothetical protein D9Q98_004171 [Chlorella vulgaris]	EIE25430.1 CCR4-associated factor [Coccomyxa subellipsoidea C-169]
OG0002206	KAI3425205.1 hypothetical protein D9Q98_008973 [Chlorella vulgaris]	EIE20178.1 ATP-binding cassette transporter [Coccomyxa subellipsoidea C-169]
OG0002207	KAI3428463.1 hypothetical protein D9Q98_007288 [Chlorella vulgaris], KAI3428462.1 hypothetical protein D9Q98_007288 [Chlorella vulgaris]	EIE22942.1 hypothetical protein COCSUDRAFT_63339 [Coccomyxa subellipsoidea C-169]
OG0002208	KAI3425258.1 hypothetical protein D9Q98_009026 [Chlorella vulgaris]	EIE21919.1 hypothetical protein COCSUDRAFT_56364 [Coccomyxa subellipsoidea C-169]
OG0002209	KAI3425381.1 hypothetical protein D9Q98_009145 [Chlorella vulgaris]	EIE22789.1 hypothetical protein COCSUDRAFT_47695 [Coccomyxa subellipsoidea C-169]
OG0002210	KAI3430425.1 hypothetical protein D9Q98_005020 [Chlorella vulgaris]	EIE24939.1 hypothetical protein COCSUDRAFT_47016 [Coccomyxa subellipsoidea C-169]
OG0002211	KAI3435958.1 hypothetical protein D9Q98_002016 [Chlorella vulgaris]	EIE21068.1 hypothetical protein COCSUDRAFT_54108 [Coccomyxa subellipsoidea C-169]
OG0002212	KAI3427057.1 hypothetical protein D9Q98_006997 [Chlorella vulgaris]	EIE25351.1 lipoate protein ligase-like protein [Coccomyxa subellipsoidea C-169]
OG0002213	KAI3433936.1 hypothetical protein D9Q98_003738 [Chlorella vulgaris]	EIE18660.1 hypothetical protein COCSUDRAFT_59969 [Coccomyxa subellipsoidea C-169]
OG0002214	KAI3435957.1 hypothetical protein D9Q98_002015 [Chlorella vulgaris]	EIE19782.1 Bystin-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE19779.1 51.6 kd-like protein [Coccomyxa subellipsoidea C-169]
OG0002215	KAI3428082.1 hypothetical protein D9Q98_006466 [Chlorella vulgaris]	EIE25387.1 ribosomal protein S17 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]
OG0002216	KAI3430409.1 hypothetical protein D9Q98_005004 [Chlorella vulgaris]	EIE24890.1 hypothetical protein COCSUDRAFT_41160 [Coccomyxa subellipsoidea C-169]
OG0002217	KAI3425119.1 hypothetical protein D9Q98_008891 [Chlorella vulgaris]	EIE22753.1 glycosyl hydrolase family 38 protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002218	KAI3429249.1 hypothetical protein D9Q98_005346 [Chlorella vulgaris]	EIE24630.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002219	KAI3424991.1 hypothetical protein D9Q98_008372 [Chlorella vulgaris]	EIE22735.1 LL-diaminopimelate aminotransferase [Coccomyxa subellipsoidea C-169]
OG0002220	KAI3430416.1 hypothetical protein D9Q98_005011 [Chlorella vulgaris]	EIE24866.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]
OG0002221	KAI3430410.1 hypothetical protein D9Q98_005005 [Chlorella vulgaris]	EIE24799.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002222	KAI3425264.1 hypothetical protein D9Q98_009032 [Chlorella vulgaris]	EIE24035.1 hypothetical protein COCSUDRAFT_62559 [Coccomyxa subellipsoidea C-169], EIE20419.1 adenine nucleotide alpha hydrolases-like protein [Coccomyxa subellipsoidea C-169], EIE21634.1 hypothetical protein COCSUDRAFT_54050 [Coccomyxa subellipsoidea C-169]
OG0002223	KAI3432351.1 hypothetical protein D9Q98_003908 [Chlorella vulgaris]	EIE25338.1 HSP20-like chaperone [Coccomyxa subellipsoidea C-169]
OG0002224	KAI3433651.1 hypothetical protein D9Q98_003460 [Chlorella vulgaris]	EIE27218.1 hypothetical protein COCSUDRAFT_64127 [Coccomyxa subellipsoidea C-169]
OG0002225	KAI3435827.1 hypothetical protein D9Q98_001885 [Chlorella vulgaris]	EIE18808.1 hypothetical protein COCSUDRAFT_44977 [Coccomyxa subellipsoidea C-169]
OG0002226	KAI3433886.1 hypothetical protein D9Q98_003688 [Chlorella vulgaris]	EIE18719.1 Zinc/iron permease [Coccomyxa subellipsoidea C-169]
OG0002227	KAI3433830.1 hypothetical protein D9Q98_003634 [Chlorella vulgaris]	EIE26868.1 Amidophosphoribosyl transferase [Coccomyxa subellipsoidea C-169]
OG0002228	KAI3433827.1 hypothetical protein D9Q98_003631 [Chlorella vulgaris]	EIE18724.1 Fcf1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002229	KAI3433828.1 hypothetical protein D9Q98_003632 [Chlorella vulgaris]	EIE18725.1 hypothetical protein COCSUDRAFT_20380 [Coccomyxa subellipsoidea C-169], EIE18728.1 hypothetical protein COCSUDRAFT_60035 [Coccomyxa subellipsoidea C-169]
OG0002230	KAI3433792.1 hypothetical protein D9Q98_003597 [Chlorella vulgaris]	EIE23252.1 hypothetical protein COCSUDRAFT_63608 [Coccomyxa subellipsoidea C-169]
OG0002231	KAI3424886.1 hypothetical protein D9Q98_008270 [Chlorella vulgaris]	EIE21225.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]
OG0002232	KAI3428714.1 hypothetical protein D9Q98_007538 [Chlorella vulgaris]	EIE23267.1 Metallophos-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002233	KAI3426393.1 hypothetical protein D9Q98_008764 [Chlorella vulgaris]	EIE22423.1 UDP-sugar pyrophosphorylase 1 [Coccomyxa subellipsoidea C-169]
OG0002234	KAI3439124.1 hypothetical protein D9Q98_001532 [Chlorella vulgaris]	EIE19514.1 hypothetical protein COCSUDRAFT_83565_ partial [Coccomyxa subellipsoidea C-169]
OG0002235	KAI3426378.1 hypothetical protein D9Q98_008749 [Chlorella vulgaris]	EIE26909.1 Brix-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002236	KAI3434761.1 hypothetical protein D9Q98_002821 [Chlorella vulgaris]	EIE23751.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002237	KAI3426336.1 hypothetical protein D9Q98_008709 [Chlorella vulgaris]	EIE20922.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0002238	KAI3429495.1 hypothetical protein D9Q98_005584 [Chlorella vulgaris]	EIE24086.1 PCI-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002239	KAI3426376.1 hypothetical protein D9Q98_008747 [Chlorella vulgaris], KAI3426375.1 hypothetical protein D9Q98_008747 [Chlorella vulgaris]	EIE26899.1 hypothetical protein COCSUDRAFT_64712 [Coccomyxa subellipsoidea C-169]
OG0002240	KAI3424906.1 hypothetical protein D9Q98_008290 [Chlorella vulgaris]	EIE26115.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169], EIE22600.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169], EIE24502.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0002241	KAI3424970.1 hypothetical protein D9Q98_008351 [Chlorella vulgaris]	EIE20016.1 hypothetical protein COCSUDRAFT_54518 [Coccomyxa subellipsoidea C-169]
OG0002242	KAI3433945.1 hypothetical protein D9Q98_003747 [Chlorella vulgaris]	EIE19576.1 hypothetical protein COCSUDRAFT_19300_ partial [Coccomyxa subellipsoidea C-169]
OG0002243	KAI3426099.1 hypothetical protein D9Q98_008067 [Chlorella vulgaris]	EIE20913.1 CTP synthase [Coccomyxa subellipsoidea C-169]
OG0002244	KAI3439132.1 hypothetical protein D9Q98_001540 [Chlorella vulgaris], KAI3439011.1 hypothetical protein D9Q98_001423 [Chlorella vulgaris], KAI3439130.1 hypothetical protein D9Q98_001538 [Chlorella vulgaris]	EIE19432.1 hypothetical protein COCSUDRAFT_54686 [Coccomyxa subellipsoidea C-169]
OG0002245	KAI3426362.1 hypothetical protein D9Q98_008734 [Chlorella vulgaris]	EIE22182.1 elongation factor 2 [Coccomyxa subellipsoidea C-169]
OG0002247	KAI3438636.1 hypothetical protein D9Q98_001058 [Chlorella vulgaris]	EIE22385.1 FtsJ-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002248	KAI3426088.1 hypothetical protein D9Q98_008056 [Chlorella vulgaris]	EIE20809.1 peptidase C19_ ubiquitin carboxyl-terminal hydrolase 2_ partial [Coccomyxa subellipsoidea C-169]
OG0002249	KAI3424897.1 hypothetical protein D9Q98_008281 [Chlorella vulgaris]	EIE22704.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]
OG0002250	KAI3424986.1 hypothetical protein D9Q98_008367 [Chlorella vulgaris]	EIE22731.1 hypothetical protein COCSUDRAFT_66367 [Coccomyxa subellipsoidea C-169]
OG0002251	KAI3431469.1 hypothetical protein D9Q98_004521 [Chlorella vulgaris]	EIE26037.1 hypothetical protein COCSUDRAFT_40212 [Coccomyxa subellipsoidea C-169]
OG0002252	KAI3438073.1 hypothetical protein D9Q98_000515 [Chlorella vulgaris]	EIE27348.1 hypothetical protein COCSUDRAFT_55364 [Coccomyxa subellipsoidea C-169]
OG0002254	KAI3437668.1 hypothetical protein D9Q98_000118 [Chlorella vulgaris]	EIE27584.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0002255	KAI3432787.1 hypothetical protein D9Q98_010372 [Chlorella vulgaris]	EIE18762.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169]
OG0002256	KAI3431524.1 hypothetical protein D9Q98_004574 [Chlorella vulgaris]	EIE23558.1 hypothetical protein COCSUDRAFT_47344 [Coccomyxa subellipsoidea C-169], EIE25025.1 hypothetical protein COCSUDRAFT_65066 [Coccomyxa subellipsoidea C-169]
OG0002257	KAI3429824.1 hypothetical protein D9Q98_010137 [Chlorella vulgaris]	EIE18987.1 putative RNA 3'-terminal phosphate cyclase [Coccomyxa subellipsoidea C-169]
OG0002259	KAI3424389.1 hypothetical protein D9Q98_009942 [Chlorella vulgaris]	EIE19065.1 hypothetical protein COCSUDRAFT_48997 [Coccomyxa subellipsoidea C-169]
OG0002260	KAI3426966.1 hypothetical protein D9Q98_006910 [Chlorella vulgaris]	EIE18538.1 aldo/keto reductase [Coccomyxa subellipsoidea C-169]
OG0002261	KAI3430844.1 hypothetical protein D9Q98_009255 [Chlorella vulgaris]	EIE21865.1 nitrate reductase [Coccomyxa subellipsoidea C-169]
OG0002262	KAI3427130.1 hypothetical protein D9Q98_007067 [Chlorella vulgaris]	EIE18561.1 RNI-like protein [Coccomyxa subellipsoidea C-169]
OG0002264	KAI3428014.1 hypothetical protein D9Q98_006400 [Chlorella vulgaris]	EIE25154.1 JmjC-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE25613.1 hypothetical protein COCSUDRAFT_83620 [Coccomyxa subellipsoidea C-169], EIE18224.1 hypothetical protein COCSUDRAFT_49334 [Coccomyxa subellipsoidea C-169]
OG0002265	KAI3424238.1 hypothetical protein D9Q98_009594 [Chlorella vulgaris]	EIE21694.1 hypothetical protein COCSUDRAFT_67011 [Coccomyxa subellipsoidea C-169], EIE21681.1 chlorophyll a/b-binding protein CP29 [Coccomyxa subellipsoidea C-169]
OG0002266	KAI3424221.1 hypothetical protein D9Q98_009577 [Chlorella vulgaris]	EIE18768.1 hypothetical protein COCSUDRAFT_49196 [Coccomyxa subellipsoidea C-169]
OG0002267	KAI3433295.1 hypothetical protein D9Q98_003114 [Chlorella vulgaris]	EIE24494.1 hypothetical protein COCSUDRAFT_61923 [Coccomyxa subellipsoidea C-169]
OG0002269	KAI3428815.1 hypothetical protein D9Q98_007632 [Chlorella vulgaris], KAI3438513.1 hypothetical protein D9Q98_000941 [Chlorella vulgaris], KAI3428813.1 hypothetical protein D9Q98_007630 [Chlorella vulgaris]	EIE18422.1 Copine-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002270	KAI3435634.1 hypothetical protein D9Q98_001693 [Chlorella vulgaris]	EIE20357.1 Tfb2-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002271	KAI3435793.1 hypothetical protein D9Q98_001851 [Chlorella vulgaris]	EIE24909.1 hypothetical protein COCSUDRAFT_62319 [Coccomyxa subellipsoidea C-169]
OG0002272	KAI3424161.1 hypothetical protein D9Q98_009520 [Chlorella vulgaris]	EIE22364.1 ADP-ribosylglycohydrolase [Coccomyxa subellipsoidea C-169]
OG0002273	KAI3439110.1 hypothetical protein D9Q98_001519 [Chlorella vulgaris], KAI3423545.1 hypothetical protein D9Q98_010727 _chloroplast_ [Chlorella vulgaris]	EIE19260.1 hypothetical protein COCSUDRAFT_48882 [Coccomyxa subellipsoidea C-169]
OG0002274	KAI3438249.1 hypothetical protein D9Q98_000686 [Chlorella vulgaris]	EIE23185.1 SUMO-activating enzyme 1B [Coccomyxa subellipsoidea C-169], EIE23187.1 hypothetical protein COCSUDRAFT_63545 [Coccomyxa subellipsoidea C-169]
OG0002275	KAI3431622.1 hypothetical protein D9Q98_004671 [Chlorella vulgaris]	EIE25943.1 hypothetical protein COCSUDRAFT_35468 [Coccomyxa subellipsoidea C-169]
OG0002277	KAI3438808.1 hypothetical protein D9Q98_001225 [Chlorella vulgaris]	EIE22458.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002278	KAI3438783.1 hypothetical protein D9Q98_001200 [Chlorella vulgaris], KAI3438787.1 hypothetical protein D9Q98_001204 [Chlorella vulgaris]	EIE19469.1 hypothetical protein COCSUDRAFT_67904 [Coccomyxa subellipsoidea C-169]
OG0002280	KAI3436633.1 hypothetical protein D9Q98_006049 [Chlorella vulgaris]	EIE26718.1 UDP galactose transporter [Coccomyxa subellipsoidea C-169]
OG0002281	KAI3436619.1 hypothetical protein D9Q98_006036 [Chlorella vulgaris]	EIE26558.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002282	KAI3435966.1 hypothetical protein D9Q98_002024 [Chlorella vulgaris]	EIE25621.1 hypothetical protein COCSUDRAFT_83628_ partial [Coccomyxa subellipsoidea C-169], EIE21604.1 thylakoid lumenal protein [Coccomyxa subellipsoidea C-169]
OG0002283	KAI3434920.1 hypothetical protein D9Q98_002974 [Chlorella vulgaris]	EIE18901.1 hypothetical protein COCSUDRAFT_49100 [Coccomyxa subellipsoidea C-169]
OG0002285	KAI3424909.1 hypothetical protein D9Q98_008293 [Chlorella vulgaris], KAI3436791.1 hypothetical protein D9Q98_006202 [Chlorella vulgaris]	EIE19075.1 UDP-glucose 4-epimerase [Coccomyxa subellipsoidea C-169]
OG0002286	KAI3436863.1 hypothetical protein D9Q98_006273 [Chlorella vulgaris]	EIE18786.1 dienelactone hydrolase_ partial [Coccomyxa subellipsoidea C-169], EIE22596.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0002287	KAI3437786.1 hypothetical protein D9Q98_000233 [Chlorella vulgaris]	EIE20058.1 hypothetical protein COCSUDRAFT_57780 [Coccomyxa subellipsoidea C-169]
OG0002288	KAI3429520.1 hypothetical protein D9Q98_005609 [Chlorella vulgaris]	EIE24215.1 IBR-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002289	KAI3437748.1 hypothetical protein D9Q98_000196 [Chlorella vulgaris]	EIE27590.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169], EIE22204.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]
OG0002290	KAI3428780.1 hypothetical protein D9Q98_007601 [Chlorella vulgaris]	EIE25619.1 hypothetical protein COCSUDRAFT_83626_ partial [Coccomyxa subellipsoidea C-169]
OG0002291	KAI3435518.1 hypothetical protein D9Q98_001584 [Chlorella vulgaris], KAI3435519.1 hypothetical protein D9Q98_001585 [Chlorella vulgaris]	EIE26737.1 small rab-related GTPase [Coccomyxa subellipsoidea C-169]
OG0002293	KAI3424342.1 hypothetical protein D9Q98_009895 [Chlorella vulgaris]	EIE19123.1 hypothetical protein COCSUDRAFT_59606 [Coccomyxa subellipsoidea C-169], EIE22084.1 hypothetical protein COCSUDRAFT_43058 [Coccomyxa subellipsoidea C-169], EIE24071.1 hypothetical protein COCSUDRAFT_47126 [Coccomyxa subellipsoidea C-169]
OG0002296	KAI3433778.1 hypothetical protein D9Q98_003583 [Chlorella vulgaris]	EIE20694.1 hypothetical protein COCSUDRAFT_57263 [Coccomyxa subellipsoidea C-169]
OG0002297	KAI3424983.1 hypothetical protein D9Q98_008364 [Chlorella vulgaris], KAI3424982.1 hypothetical protein D9Q98_008363 [Chlorella vulgaris], KAI3430659.1 hypothetical protein D9Q98_005251 [Chlorella vulgaris]	EIE23097.1 hypothetical protein COCSUDRAFT_42053 [Coccomyxa subellipsoidea C-169]
OG0002298	KAI3423969.1 hypothetical protein D9Q98_009803 [Chlorella vulgaris], KAI3430831.1 hypothetical protein D9Q98_009242 [Chlorella vulgaris]	EIE21810.1 glutamine synthetase/guanido kinase_ partial [Coccomyxa subellipsoidea C-169]
OG0002299	KAI3423909.1 hypothetical protein D9Q98_009743 [Chlorella vulgaris]	EIE23261.1 proteasome subunit [Coccomyxa subellipsoidea C-169]
OG0002300	KAI3430599.1 hypothetical protein D9Q98_005192 [Chlorella vulgaris]	EIE26393.1 hypothetical protein COCSUDRAFT_58930 [Coccomyxa subellipsoidea C-169]
OG0002301	KAI3436440.1 hypothetical protein D9Q98_005857 [Chlorella vulgaris]	EIE24921.1 heavy metal translocatin_ partial [Coccomyxa subellipsoidea C-169]
OG0002302	KAI3435709.1 hypothetical protein D9Q98_001767 [Chlorella vulgaris]	EIE18089.1 hypothetical protein COCSUDRAFT_9466_ partial [Coccomyxa subellipsoidea C-169], EIE18104.1 hypothetical protein COCSUDRAFT_9481_ partial [Coccomyxa subellipsoidea C-169]
OG0002303	KAI3431654.1 hypothetical protein D9Q98_004701 [Chlorella vulgaris], KAI3431655.1 hypothetical protein D9Q98_004702 [Chlorella vulgaris]	EIE26059.1 hypothetical protein COCSUDRAFT_61055 [Coccomyxa subellipsoidea C-169]
OG0002305	KAI3431667.1 hypothetical protein D9Q98_004714 [Chlorella vulgaris]	EIE25267.1 Phospholipase/carboxylesterase [Coccomyxa subellipsoidea C-169]
OG0002307	KAI3431676.1 hypothetical protein D9Q98_004722 [Chlorella vulgaris]	EIE27478.1 hypothetical protein COCSUDRAFT_55486 [Coccomyxa subellipsoidea C-169]
OG0002308	KAI3431820.1 hypothetical protein D9Q98_010573 [Chlorella vulgaris], KAI3423304.1 hypothetical protein D9Q98_010673_ partial [Chlorella vulgaris], KAI3423309.1 hypothetical protein D9Q98_010678 [Chlorella vulgaris], KAI3431818.1 hypothetical protein D9Q98_010571 [Chlorella vulgaris]	EIE25839.1 peptidase A22B_ signal peptide peptidase [Coccomyxa subellipsoidea C-169]
