Orthogroup	Chlorella_Vulgaris2111P	Micractinium_SAG24180
OG0003928	KAI3436089.1 hypothetical protein D9Q98_002147 [Chlorella vulgaris], KAI3436088.1 hypothetical protein D9Q98_002146 [Chlorella vulgaris]	PSC76675.1 hypothetical protein C2E20_0643 [Micractinium conductrix]
OG0003929	KAI3436034.1 hypothetical protein D9Q98_002091 [Chlorella vulgaris]	PSC71115.1 asparagine synthase _glutamine-hydrolyzing_ [Micractinium conductrix]
OG0003930	KAI3436024.1 hypothetical protein D9Q98_002081 [Chlorella vulgaris]	PSC71206.1 trimethylguanosine synthase [Micractinium conductrix]
OG0003931	KAI3428239.1 hypothetical protein D9Q98_006619 [Chlorella vulgaris]	PSC71552.1 NAD+ synthase _glutamine-hydrolysing_ [Micractinium conductrix], PSC71558.1 NAD+ synthase _glutamine-hydrolysing_ [Micractinium conductrix]
OG0003932	KAI3436056.1 hypothetical protein D9Q98_002115 [Chlorella vulgaris]	PSC71037.1 HVA22 g [Micractinium conductrix]
OG0003933	KAI3428191.1 hypothetical protein D9Q98_006571 [Chlorella vulgaris]	PSC72906.1 transport SFT2-like [Micractinium conductrix]
OG0003934	KAI3436061.1 hypothetical protein D9Q98_002119 [Chlorella vulgaris]	PSC71102.1 peregrin isoform X2 [Micractinium conductrix]
OG0003935	KAI3436070.1 hypothetical protein D9Q98_002128 [Chlorella vulgaris]	PSC76417.1 flagellar associated [Micractinium conductrix]
OG0003936	KAI3436158.1 hypothetical protein D9Q98_002215 [Chlorella vulgaris], KAI3436157.1 hypothetical protein D9Q98_002214 [Chlorella vulgaris]	PSC76342.1 huntingtin-interacting K [Micractinium conductrix]
OG0003937	KAI3428502.1 hypothetical protein D9Q98_007326 [Chlorella vulgaris]	PSC69942.1 Triose-phosphate transporter domain isoform B [Micractinium conductrix], PSC69943.1 Triose-phosphate transporter domain isoform A [Micractinium conductrix]
OG0003938	KAI3429895.1 hypothetical protein D9Q98_010206 [Chlorella vulgaris]	PSC68550.1 E3 ubiquitin-ligase synoviolin [Micractinium conductrix]
OG0003939	KAI3437904.1 hypothetical protein D9Q98_000349 [Chlorella vulgaris]	PSC70729.1 ENTH VHS [Micractinium conductrix]
OG0003940	KAI3429759.1 hypothetical protein D9Q98_010072 [Chlorella vulgaris]	PSC74140.1 mago nashi-like protein [Micractinium conductrix]
OG0003941	KAI3429851.1 hypothetical protein D9Q98_010163 [Chlorella vulgaris]	PSC68495.1 Golgi SNAP receptor complex member 1-2 [Micractinium conductrix], PSC68494.1 Charged multivesicular body 1 [Micractinium conductrix]
OG0003942	KAI3437907.1 hypothetical protein D9Q98_000352 [Chlorella vulgaris]	PSC70735.1 peptidase S41 family [Micractinium conductrix]
OG0003943	KAI3429849.1 hypothetical protein D9Q98_010161 [Chlorella vulgaris]	PSC68534.1 hypothetical protein C2E20_7868 [Micractinium conductrix]
OG0003945	KAI3434911.1 hypothetical protein D9Q98_002965 [Chlorella vulgaris]	PSC76995.1 SAM-dependent methyltransferase [Micractinium conductrix]
OG0003946	KAI3429779.1 hypothetical protein D9Q98_010092 [Chlorella vulgaris]	PSC74209.1 Cyclin family isoform 1 [Micractinium conductrix]
OG0003947	KAI3434486.1 hypothetical protein D9Q98_002562 [Chlorella vulgaris]	PSC68774.1 WW domain-binding 11 [Micractinium conductrix]
OG0003948	KAI3429740.1 hypothetical protein D9Q98_010055 [Chlorella vulgaris]	PSC74091.1 TIC chloroplastic [Micractinium conductrix]
OG0003949	KAI3429756.1 hypothetical protein D9Q98_010069 [Chlorella vulgaris]	PSC74194.1 60s acidic ribosomal P1 [Micractinium conductrix]
OG0003951	KAI3430977.1 hypothetical protein D9Q98_009381 [Chlorella vulgaris]	PSC70744.1 peroxisome biogenesis 6 [Micractinium conductrix]
OG0003952	KAI3438468.1 hypothetical protein D9Q98_000897 [Chlorella vulgaris], KAI3436327.1 hypothetical protein D9Q98_002380 [Chlorella vulgaris]	PSC70844.1 hypothetical protein C2E20_5686 [Micractinium conductrix]
OG0003953	KAI3427041.1 hypothetical protein D9Q98_006982 [Chlorella vulgaris]	PSC76377.1 hypothetical protein C2E20_0552 [Micractinium conductrix]
OG0003955	KAI3437929.1 hypothetical protein D9Q98_000373 [Chlorella vulgaris]	PSC71197.1 transcription initiation factor IIF subunit beta [Micractinium conductrix]
OG0003956	KAI3434850.1 hypothetical protein D9Q98_002904 [Chlorella vulgaris]	PSC75774.1 hypothetical protein C2E20_1262 [Micractinium conductrix], PSC74638.1 DNA-3-methyladenine glycosylase [Micractinium conductrix]
OG0003957	KAI3425294.1 hypothetical protein D9Q98_009060 [Chlorella vulgaris]	PSC75166.1 Hemolysin-type calcium-binding region [Micractinium conductrix]
OG0003957	KAI3425293.1 hypothetical protein D9Q98_009059 [Chlorella vulgaris]	PSC67300.1 rf-129 peptide [Micractinium conductrix]
OG0003958	KAI3425314.1 hypothetical protein D9Q98_009079 [Chlorella vulgaris]	PSC74922.1 putative rRNA-processing EBP2-like protein [Micractinium conductrix]
OG0003959	KAI3435880.1 hypothetical protein D9Q98_001938 [Chlorella vulgaris]	PSC71431.1 condensin complex subunit 3 [Micractinium conductrix]
OG0003960	KAI3428382.1 hypothetical protein D9Q98_006762 [Chlorella vulgaris]	PSC69818.1 L-asparaginase 1 [Micractinium conductrix]
OG0003961	KAI3435917.1 hypothetical protein D9Q98_001975 [Chlorella vulgaris]	PSC71427.1 ATP synthase mitochondrial F1 complex assembly factor 2 [Micractinium conductrix]
OG0003962	KAI3436889.1 hypothetical protein D9Q98_006297 [Chlorella vulgaris]	PSC67463.1 hypothetical protein C2E20_8855 [Micractinium conductrix]
OG0003963	KAI3424466.1 hypothetical protein D9Q98_010017 [Chlorella vulgaris]	PSC74742.1 Methylcrotonoyl-carboxylase subunit mitochondrial [Micractinium conductrix]
OG0003965	KAI3428363.1 hypothetical protein D9Q98_006743 [Chlorella vulgaris]	PSC69791.1 Eukaryotic initiation factor iso-4F subunit p82-34 [Micractinium conductrix]
OG0003966	KAI3438828.1 hypothetical protein D9Q98_001245 [Chlorella vulgaris]	PSC77062.1 hypothetical protein C2E20_0521 [Micractinium conductrix]
OG0003967	KAI3436818.1 hypothetical protein D9Q98_006228 [Chlorella vulgaris], KAI3436813.1 hypothetical protein D9Q98_006223 [Chlorella vulgaris], KAI3436817.1 hypothetical protein D9Q98_006227 [Chlorella vulgaris]	PSC71510.1 sulfotransferase [Micractinium conductrix]
OG0003968	KAI3424439.1 hypothetical protein D9Q98_009991 [Chlorella vulgaris]	PSC74653.1 hypothetical protein C2E20_2385 [Micractinium conductrix]
OG0003969	KAI3435930.1 hypothetical protein D9Q98_001988 [Chlorella vulgaris]	PSC71258.1 Lipoxygenase y domain-containing 1 [Micractinium conductrix]
OG0003970	KAI3438437.1 hypothetical protein D9Q98_000868 [Chlorella vulgaris]	PSC76870.1 Serine threonine kinase [Micractinium conductrix]
OG0003971	KAI3435920.1 hypothetical protein D9Q98_001978 [Chlorella vulgaris]	PSC71396.1 ferredoxin-thioredoxin reductase catalytic chloroplastic [Micractinium conductrix]
OG0003972	KAI3426470.1 hypothetical protein D9Q98_008837 [Chlorella vulgaris]	PSC70985.1 short-chain dehydrogenase [Micractinium conductrix]
OG0003973	KAI3426462.1 hypothetical protein D9Q98_008829 [Chlorella vulgaris]	PSC70888.1 trafficking particle complex subunit 4-like [Micractinium conductrix]
OG0003974	KAI3430216.1 hypothetical protein D9Q98_004814 [Chlorella vulgaris]	PSC70185.1 hypothetical protein C2E20_6264 [Micractinium conductrix]
OG0003975	KAI3435896.1 hypothetical protein D9Q98_001954 [Chlorella vulgaris]	PSC71395.1 hypothetical protein C2E20_5367 [Micractinium conductrix]
OG0003976	KAI3428342.1 hypothetical protein D9Q98_006722 [Chlorella vulgaris]	PSC69769.1 FLUORESCENT IN BLUE chloroplastic [Micractinium conductrix]
OG0003977	KAI3438838.1 hypothetical protein D9Q98_001255 [Chlorella vulgaris]	PSC76736.1 RNA exonuclease 4 [Micractinium conductrix]
OG0003978	KAI3430213.1 hypothetical protein D9Q98_004811 [Chlorella vulgaris]	PSC70229.1 plant F21F14-40 [Micractinium conductrix]
OG0003979	KAI3428327.1 hypothetical protein D9Q98_006707 [Chlorella vulgaris]	PSC69831.1 Ankyrin repeat and zinc finger domain-containing 1 [Micractinium conductrix]
OG0003980	KAI3435935.1 hypothetical protein D9Q98_001993 [Chlorella vulgaris]	PSC71442.1 thioredoxin chloroplastic [Micractinium conductrix]
OG0003981	KAI3435903.1 hypothetical protein D9Q98_001961 [Chlorella vulgaris]	PSC71373.1 FACT complex subunit SSRP1 [Micractinium conductrix]
OG0003983	KAI3426477.1 hypothetical protein D9Q98_008843 [Chlorella vulgaris]	PSC68046.1 ABC transporter G family member 28-like [Micractinium conductrix]
OG0003984	KAI3428838.1 hypothetical protein D9Q98_007655 [Chlorella vulgaris]	PSC69780.1 pre translocase secY subunit [Micractinium conductrix]
OG0003985	KAI3436890.1 hypothetical protein D9Q98_006298 [Chlorella vulgaris]	PSC67461.1 hypothetical protein C2E20_8854 [Micractinium conductrix]
OG0003986	KAI3434869.1 hypothetical protein D9Q98_002923 [Chlorella vulgaris]	PSC73040.1 hypothetical protein C2E20_3653 [Micractinium conductrix]
OG0003987	KAI3424465.1 hypothetical protein D9Q98_010016 [Chlorella vulgaris]	PSC74765.1 Methylglutaconyl-mitochondrial [Micractinium conductrix]
OG0003988	KAI3428841.1 hypothetical protein D9Q98_007658 [Chlorella vulgaris]	PSC69715.1 ATP-dependent DNA helicase Q-like 5 [Micractinium conductrix]
OG0003989	KAI3424420.1 hypothetical protein D9Q98_009972 [Chlorella vulgaris]	PSC74712.1 MEKHLA domain-containing [Micractinium conductrix]
OG0003990	KAI3425324.1 hypothetical protein D9Q98_009088 [Chlorella vulgaris]	PSC75013.1 V-type proton ATPase subunit E2-like [Micractinium conductrix]
OG0003991	KAI3428383.1 hypothetical protein D9Q98_006763 [Chlorella vulgaris]	PSC69759.1 acetyl-carboxylase biotin carboxyl carrier subunit [Micractinium conductrix]
OG0003992	KAI3435844.1 hypothetical protein D9Q98_001902 [Chlorella vulgaris]	PSC71312.1 ACT domain-containing ACR9-like [Micractinium conductrix]
OG0003993	KAI3435908.1 hypothetical protein D9Q98_001966 [Chlorella vulgaris]	PSC71353.1 NEDD8-specific protease 1 [Micractinium conductrix]
OG0003994	KAI3438270.1 hypothetical protein D9Q98_000705 [Chlorella vulgaris]	PSC76935.1 translation initiation factor IF-2 [Micractinium conductrix], PSC72314.1 30S ribosomal S21 [Micractinium conductrix]
OG0003996	KAI3424722.1 hypothetical protein D9Q98_008111 [Chlorella vulgaris]	PSC68230.1 Autophagy-related 9 [Micractinium conductrix]
OG0003997	KAI3426077.1 hypothetical protein D9Q98_008045 [Chlorella vulgaris]	PSC70205.1 Cytochrome P450 [Micractinium conductrix]
OG0003998	KAI3428668.1 hypothetical protein D9Q98_007491 [Chlorella vulgaris]	PSC75286.1 DNA repair endonuclease UVH1 [Micractinium conductrix]
OG0003999	KAI3428692.1 hypothetical protein D9Q98_007515 [Chlorella vulgaris]	PSC75989.1 translational inhibitor [Micractinium conductrix]
OG0004000	KAI3428649.1 hypothetical protein D9Q98_007472 [Chlorella vulgaris]	PSC70983.1 pre-rRNA processing [Micractinium conductrix]
OG0004001	KAI3438274.1 hypothetical protein D9Q98_000709 [Chlorella vulgaris]	PSC72227.1 reticulon B2 [Micractinium conductrix]
OG0004002	KAI3435943.1 hypothetical protein D9Q98_002001 [Chlorella vulgaris]	PSC71389.1 ATPase family AAA domain-containing protein [Micractinium conductrix]
OG0004003	KAI3428680.1 hypothetical protein D9Q98_007503 [Chlorella vulgaris]	PSC75249.1 hypothetical protein C2E20_1524 [Micractinium conductrix]
OG0004004	KAI3426492.1 hypothetical protein D9Q98_008858 [Chlorella vulgaris]	PSC68049.1 DNA-directed RNA polymerase II subunit 4 [Micractinium conductrix]
OG0004005	KAI3428689.1 hypothetical protein D9Q98_007512 [Chlorella vulgaris]	PSC75399.1 Photosystem I reaction center subunit chloroplastic [Micractinium conductrix]
OG0004006	KAI3428756.1 hypothetical protein D9Q98_007578 [Chlorella vulgaris]	PSC75544.1 zinc finger CCCH domain-containing 17 [Micractinium conductrix]
OG0004007	KAI3438282.1 hypothetical protein D9Q98_000717 [Chlorella vulgaris]	PSC72289.1 transportin-3 isoform X1 [Micractinium conductrix]
OG0004008	KAI3428667.1 hypothetical protein D9Q98_007490 [Chlorella vulgaris]	PSC75871.1 4-hydroxybenzoate polyprenyl transferase [Micractinium conductrix]
OG0004009	KAI3428768.1 hypothetical protein D9Q98_007589 [Chlorella vulgaris]	PSC75607.1 Ubiquitin-conjugating enzyme E2 variant 1C [Micractinium conductrix]
OG0004010	KAI3428681.1 hypothetical protein D9Q98_007504 [Chlorella vulgaris]	PSC75571.1 Structural constituent of nuclear pore isoform 1 [Micractinium conductrix]
OG0004011	KAI3428758.1 hypothetical protein D9Q98_007580 [Chlorella vulgaris]	PSC75975.1 hypothetical protein C2E20_1456 [Micractinium conductrix]
OG0004012	KAI3438281.1 hypothetical protein D9Q98_000716 [Chlorella vulgaris]	PSC72250.1 peptidyl-tRNA hydrolase mitochondrial [Micractinium conductrix]
OG0004013	KAI3428686.1 hypothetical protein D9Q98_007509 [Chlorella vulgaris]	PSC75517.1 nuclear mitotic apparatus 1 [Micractinium conductrix]
OG0004014	KAI3436771.1 hypothetical protein D9Q98_006183 [Chlorella vulgaris]	PSC71648.1 mitochondrial inner membrane OXA1 [Micractinium conductrix]
OG0004015	KAI3424778.1 hypothetical protein D9Q98_008166 [Chlorella vulgaris]	PSC73820.1 mRNA turnover 4-like protein [Micractinium conductrix]
OG0004016	KAI3431306.1 hypothetical protein D9Q98_004365 [Chlorella vulgaris]	PSC71871.1 biotin-[acetyl-carboxylase] ligase [Micractinium conductrix]
OG0004017	KAI3436756.1 hypothetical protein D9Q98_006168 [Chlorella vulgaris]	PSC71630.1 50S ribosomal L10 [Micractinium conductrix]
OG0004018	KAI3424829.1 hypothetical protein D9Q98_008215 [Chlorella vulgaris]	PSC73614.1 deoxycytidine kinase [Micractinium conductrix]
OG0004019	KAI3434893.1 hypothetical protein D9Q98_002947 [Chlorella vulgaris]	PSC76865.1 band 7 [Micractinium conductrix]
OG0004020	KAI3434904.1 hypothetical protein D9Q98_002958 [Chlorella vulgaris]	PSC76074.1 Hydroxyacyl-thioester dehydratase type mitochondrial [Micractinium conductrix]
OG0004021	KAI3434513.1 hypothetical protein D9Q98_002586 [Chlorella vulgaris]	PSC74700.1 Translation initiation factor eIF-2B subunit epsilon [Micractinium conductrix]
OG0004022	KAI3436707.1 hypothetical protein D9Q98_006122 [Chlorella vulgaris]	PSC71562.1 phosphoribosylamine-glycine ligase isoform B [Micractinium conductrix], PSC71561.1 phosphoribosylamine-glycine ligase isoform A [Micractinium conductrix]
OG0004023	KAI3438668.1 hypothetical protein D9Q98_001089 [Chlorella vulgaris]	PSC75413.1 hypothetical protein C2E20_1198 [Micractinium conductrix]
OG0004024	KAI3428579.1 hypothetical protein D9Q98_007401 [Chlorella vulgaris], KAI3423532.1 hypothetical protein D9Q98_010712 [Chlorella vulgaris]	PSC70901.1 DNA polymerase epsilon subunit 3 [Micractinium conductrix]
OG0004025	KAI3424811.1 hypothetical protein D9Q98_008197 [Chlorella vulgaris]	PSC73550.1 seed maturation [Micractinium conductrix]
OG0004026	KAI3436700.1 hypothetical protein D9Q98_006115 [Chlorella vulgaris]	PSC71494.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Micractinium conductrix]
OG0004027	KAI3424827.1 hypothetical protein D9Q98_008213 [Chlorella vulgaris]	PSC73716.1 heat shock 70 [Micractinium conductrix]
OG0004028	KAI3424790.1 hypothetical protein D9Q98_008177 [Chlorella vulgaris]	PSC73767.1 putative NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 [Micractinium conductrix]
OG0004029	KAI3425841.1 hypothetical protein D9Q98_007815 [Chlorella vulgaris]	PSC74789.1 2-succinylbenzoate-chloroplastic peroxisomal [Micractinium conductrix]
OG0004030	KAI3436764.1 hypothetical protein D9Q98_006176 [Chlorella vulgaris]	PSC71498.1 replication A 32 kDa subunit [Micractinium conductrix]
OG0004031	KAI3438674.1 hypothetical protein D9Q98_001095 [Chlorella vulgaris]	PSC75508.1 nuclear pore complex NUP93A-like [Micractinium conductrix]
OG0004032	KAI3424826.1 hypothetical protein D9Q98_008212 [Chlorella vulgaris]	PSC73790.1 hypothetical protein C2E20_3044 [Micractinium conductrix]
OG0004033	KAI3438070.1 hypothetical protein D9Q98_000512 [Chlorella vulgaris], KAI3438071.1 hypothetical protein D9Q98_000513 [Chlorella vulgaris]	PSC71012.1 helicase and polymerase-containing TEBICHI-like isoform X1_ partial [Micractinium conductrix]
OG0004034	KAI3433659.1 hypothetical protein D9Q98_003468 [Chlorella vulgaris]	PSC68858.1 hypothetical protein C2E20_7570 [Micractinium conductrix], PSC68859.1 hypothetical protein C2E20_7570 [Micractinium conductrix]
OG0004035	KAI3429266.1 hypothetical protein D9Q98_005363 [Chlorella vulgaris]	PSC75028.1 chloride channel CLC-e [Micractinium conductrix]
OG0004036	KAI3432615.1 hypothetical protein D9Q98_004161 [Chlorella vulgaris]	PSC70515.1 nudix hydrolase chloroplastic-like isoform X1 [Micractinium conductrix]
OG0004037	KAI3433649.1 hypothetical protein D9Q98_003458 [Chlorella vulgaris]	PSC68885.1 autophagy 5 [Micractinium conductrix], PSC68877.1 autophagy 5 [Micractinium conductrix]
OG0004038	KAI3429333.1 hypothetical protein D9Q98_005428 [Chlorella vulgaris]	PSC67545.1 exosome complex component RRP42 [Micractinium conductrix]
OG0004039	KAI3424990.1 hypothetical protein D9Q98_008371 [Chlorella vulgaris]	PSC73668.1 enkurin [Micractinium conductrix]
OG0004040	KAI3428751.1 hypothetical protein D9Q98_007573 [Chlorella vulgaris]	PSC75396.1 DNA annealing helicase and endonuclease ZRANB3 [Micractinium conductrix]
OG0004041	KAI3424981.1 hypothetical protein D9Q98_008362 [Chlorella vulgaris]	PSC68945.1 nitrilase cyanide hydratase and apolipo N-acyltransferase family [Micractinium conductrix]
OG0004042	KAI3429268.1 hypothetical protein D9Q98_005365 [Chlorella vulgaris]	PSC74905.1 LOW PSII ACCUMULATION chloroplastic [Micractinium conductrix]
OG0004043	KAI3429342.1 hypothetical protein D9Q98_005437 [Chlorella vulgaris]	PSC68431.1 Ubiquitin fusion degradation 1 [Micractinium conductrix]
OG0004044	KAI3429420.1 hypothetical protein D9Q98_005515 [Chlorella vulgaris]	PSC74813.1 anion-transporting ATPase [Micractinium conductrix]
OG0004045	KAI3432566.1 hypothetical protein D9Q98_004115 [Chlorella vulgaris]	PSC70939.1 hypothetical protein C2E20_5662 [Micractinium conductrix], PSC70909.1 BNR repeat domain [Micractinium conductrix], PSC73971.1 RNA-binding 34 [Micractinium conductrix]
OG0004046	KAI3430632.1 hypothetical protein D9Q98_005225 [Chlorella vulgaris]	PSC67308.1 phosphoglucan phosphatase chloroplastic [Micractinium conductrix]
OG0004047	KAI3435820.1 hypothetical protein D9Q98_001878 [Chlorella vulgaris]	PSC68392.1 putative prolyl 4-hydroxylase 10 isoform B [Micractinium conductrix], PSC68393.1 putative prolyl 4-hydroxylase 10 isoform A [Micractinium conductrix]
OG0004048	KAI3430419.1 hypothetical protein D9Q98_005014 [Chlorella vulgaris]	PSC73119.1 Ribokinase [Micractinium conductrix]
OG0004049	KAI3428040.1 hypothetical protein D9Q98_006426 [Chlorella vulgaris]	PSC72469.1 Endonuclease exonuclease phosphatase domain-containing [Micractinium conductrix]
OG0004050	KAI3435817.1 hypothetical protein D9Q98_001875 [Chlorella vulgaris]	PSC68340.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform X1 [Micractinium conductrix]
OG0004051	KAI3430423.1 hypothetical protein D9Q98_005018 [Chlorella vulgaris]	PSC73064.1 Coiled-coil domain-containing 77 [Micractinium conductrix]
OG0004052	KAI3433691.1 hypothetical protein D9Q98_003500 [Chlorella vulgaris]	PSC68889.1 Cytochrome b-c1 complex subunit 7 [Micractinium conductrix]
