Orthogroup	Chlorella_Vulgaris2111P	Chlorella_Sorokiniana1602
OG0003880	KAI3433552.1 hypothetical protein D9Q98_003363 [Chlorella vulgaris]	PRW58478.1 Rhomboid protease [Chlorella sorokiniana]
OG0003881	KAI3428123.1 hypothetical protein D9Q98_006506 [Chlorella vulgaris]	PRW56686.1 adenine nucleotide alpha hydrolase [Chlorella sorokiniana]
OG0003882	KAI3433486.1 hypothetical protein D9Q98_003298 [Chlorella vulgaris]	PRW58621.1 28S ribosomal mitochondrial [Chlorella sorokiniana]
OG0003884	KAI3434847.1 hypothetical protein D9Q98_002901 [Chlorella vulgaris]	PRW57664.1 fatty acid desaturase [Chlorella sorokiniana]
OG0003886	KAI3433554.1 hypothetical protein D9Q98_003365 [Chlorella vulgaris]	PRW58287.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial-like [Chlorella sorokiniana]
OG0003887	KAI3428067.1 hypothetical protein D9Q98_006451 [Chlorella vulgaris]	PRW56811.1 ATP binding kinase [Chlorella sorokiniana]
OG0003888	KAI3423599.1 hypothetical protein D9Q98_010783_ partial _chloroplast_ [Chlorella vulgaris], KAI3425847.1 hypothetical protein D9Q98_007821 [Chlorella vulgaris]	PRW57722.1 30S ribosomal S18 [Chlorella sorokiniana]
OG0003889	KAI3428107.1 hypothetical protein D9Q98_006490 [Chlorella vulgaris]	PRW56407.1 RNA-binding cabeza [Chlorella sorokiniana]
OG0003890	KAI3433530.1 hypothetical protein D9Q98_003340 [Chlorella vulgaris]	PRW58104.1 PAB-dependent poly_A_-specific ribonuclease subunit 3 [Chlorella sorokiniana]
OG0003891	KAI3432605.1 hypothetical protein D9Q98_004152 [Chlorella vulgaris]	PRW61414.1 pre-rRNA-processing TSR2 isoform X1 [Chlorella sorokiniana]
OG0003892	KAI3431474.1 hypothetical protein D9Q98_004526 [Chlorella vulgaris]	PRW39129.1 cold shock domain-containing E1 [Chlorella sorokiniana]
OG0003893	KAI3425099.1 hypothetical protein D9Q98_008477 [Chlorella vulgaris]	PRW45365.1 tRNA-splicing endonuclease subunit Sen54 [Chlorella sorokiniana]
OG0003894	KAI3428526.1 hypothetical protein D9Q98_007349 [Chlorella vulgaris]	PRW44495.1 Zn-finger CCCH type isoform A [Chlorella sorokiniana], PRW44494.1 Zn-finger CCCH type isoform B [Chlorella sorokiniana]
OG0003895	KAI3430318.1 hypothetical protein D9Q98_004914 [Chlorella vulgaris]	PRW20487.1 DEAD-box ATP-dependent RNA helicase 1 isoform X1 [Chlorella sorokiniana]
OG0003897	KAI3428519.1 hypothetical protein D9Q98_007342 [Chlorella vulgaris]	PRW44526.1 methyltransferase 16 isoform X2 isoform B [Chlorella sorokiniana], PRW44527.1 methyltransferase 16 isoform X2 isoform A [Chlorella sorokiniana]
OG0003898	KAI3428509.1 hypothetical protein D9Q98_007333 [Chlorella vulgaris]	PRW44509.1 major facilitator superfamily [Chlorella sorokiniana]
OG0003899	KAI3428529.1 hypothetical protein D9Q98_007352 [Chlorella vulgaris], KAI3428528.1 hypothetical protein D9Q98_007351 [Chlorella vulgaris]	PRW44492.1 prolyl 4-hydroxylase [Chlorella sorokiniana]
OG0003900	KAI3430364.1 hypothetical protein D9Q98_004959 [Chlorella vulgaris]	PRW20460.1 fanciful K+ uptake-b family transporter [Chlorella sorokiniana]
OG0003901	KAI3427095.1 hypothetical protein D9Q98_007034 [Chlorella vulgaris]	PRW50965.1 hypothetical protein C2E21_5465 [Chlorella sorokiniana]
OG0003902	KAI3430346.1 hypothetical protein D9Q98_004941 [Chlorella vulgaris]	PRW20530.1 THO complex subunit 7B-like [Chlorella sorokiniana]
OG0003903	KAI3428539.1 hypothetical protein D9Q98_007361 [Chlorella vulgaris]	PRW44591.1 hypothetical protein C2E21_6621 [Chlorella sorokiniana]
OG0003904	KAI3425062.1 hypothetical protein D9Q98_008439 [Chlorella vulgaris]	PRW45558.1 Proteasome subunit alpha type-4 [Chlorella sorokiniana]
OG0003905	KAI3438823.1 hypothetical protein D9Q98_001240 [Chlorella vulgaris]	PRW58901.1 endoribonuclease Dicer-like protein 1 [Chlorella sorokiniana]
OG0003906	KAI3432397.1 hypothetical protein D9Q98_003953 [Chlorella vulgaris]	PRW61312.1 photosystem I reaction center subunit IV [Chlorella sorokiniana]
OG0003907	KAI3432873.1 hypothetical protein D9Q98_010456 [Chlorella vulgaris]	PRW61452.1 40S ribosomal S8 [Chlorella sorokiniana]
OG0003908	KAI3428535.1 hypothetical protein D9Q98_007358 [Chlorella vulgaris]	PRW44310.1 BRCA1-associated RING domain 1-like [Chlorella sorokiniana]
OG0003909	KAI3434717.1 hypothetical protein D9Q98_002778 [Chlorella vulgaris]	PRW57663.1 Mitochondrial import inner membrane translocase subunit TIM14 [Chlorella sorokiniana]
OG0003910	KAI3434685.1 hypothetical protein D9Q98_002748 [Chlorella vulgaris]	PRW58071.1 Ubiquitin-conjugating enzyme E2 5 [Chlorella sorokiniana]
OG0003911	KAI3434711.1 hypothetical protein D9Q98_002772 [Chlorella vulgaris]	PRW57897.1 RING finger and CHY zinc finger domain-containing 1 [Chlorella sorokiniana]
OG0003913	KAI3438695.1 hypothetical protein D9Q98_001115 [Chlorella vulgaris]	PRW59236.1 UBX domain-containing 6 [Chlorella sorokiniana]
OG0003914	KAI3434713.1 hypothetical protein D9Q98_002774 [Chlorella vulgaris]	PRW57873.1 chromatin modification-related MEAF6-like isoform X2 [Chlorella sorokiniana]
OG0003915	KAI3427165.1 hypothetical protein D9Q98_007102 [Chlorella vulgaris]	PRW50813.1 50S ribosomal chloroplastic [Chlorella sorokiniana]
OG0003917	KAI3432691.1 hypothetical protein D9Q98_004234 [Chlorella vulgaris]	PRW61609.1 NO-associated chloroplastic mitochondrial [Chlorella sorokiniana]
OG0003918	KAI3432693.1 hypothetical protein D9Q98_004236 [Chlorella vulgaris]	PRW61117.1 tetratricopeptide repeat 14-like protein [Chlorella sorokiniana]
OG0003919	KAI3433351.1 hypothetical protein D9Q98_003169 [Chlorella vulgaris]	PRW58117.1 hydroxymethylglutaryl- synthase-like [Chlorella sorokiniana]
OG0003920	KAI3432773.1 hypothetical protein D9Q98_004313 [Chlorella vulgaris]	PRW61420.1 Ribosome biogenesis brx1 [Chlorella sorokiniana]
OG0003921	KAI3432275.1 hypothetical protein D9Q98_003835 [Chlorella vulgaris]	PRW61048.1 anthranilate phosphoribosyltransferase [Chlorella sorokiniana]
OG0003922	KAI3432719.1 hypothetical protein D9Q98_004262 [Chlorella vulgaris]	PRW61194.1 putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY [Chlorella sorokiniana]
OG0003923	KAI3436156.1 hypothetical protein D9Q98_002213 [Chlorella vulgaris]	PRW59565.1 50S ribosomal L9 [Chlorella sorokiniana]
OG0003924	KAI3436154.1 hypothetical protein D9Q98_002211 [Chlorella vulgaris]	PRW59785.1 developmentally-regulated G- 2 [Chlorella sorokiniana]
OG0003925	KAI3428178.1 hypothetical protein D9Q98_006558 [Chlorella vulgaris]	PRW56719.1 SOUL heme-binding [Chlorella sorokiniana]
OG0003926	KAI3428192.1 hypothetical protein D9Q98_006572 [Chlorella vulgaris]	PRW56620.1 Serine threonine- kinase CTR1 isoform B [Chlorella sorokiniana], PRW56621.1 Serine threonine- kinase CTR1 isoform A [Chlorella sorokiniana]
OG0003928	KAI3436088.1 hypothetical protein D9Q98_002146 [Chlorella vulgaris]	PRW59974.1 RNA binding [Chlorella sorokiniana]
OG0003929	KAI3436034.1 hypothetical protein D9Q98_002091 [Chlorella vulgaris]	PRW60144.1 asparagine synthetase-related [Chlorella sorokiniana]
OG0003930	KAI3436024.1 hypothetical protein D9Q98_002081 [Chlorella vulgaris]	PRW59904.1 trimethylguanosine synthase [Chlorella sorokiniana]
OG0003931	KAI3428239.1 hypothetical protein D9Q98_006619 [Chlorella vulgaris]	PRW56484.1 chaperonin [Chlorella sorokiniana]
OG0003933	KAI3428191.1 hypothetical protein D9Q98_006571 [Chlorella vulgaris]	PRW56435.1 transport SFT2-like [Chlorella sorokiniana]
OG0003934	KAI3436061.1 hypothetical protein D9Q98_002119 [Chlorella vulgaris]	PRW60114.1 peregrin isoform X1 [Chlorella sorokiniana]
OG0003935	KAI3436070.1 hypothetical protein D9Q98_002128 [Chlorella vulgaris]	PRW59915.1 flagellar associated isoform B [Chlorella sorokiniana], PRW59914.1 flagellar associated isoform A [Chlorella sorokiniana]
OG0003937	KAI3428502.1 hypothetical protein D9Q98_007326 [Chlorella vulgaris]	PRW44522.1 Triose-phosphate transporter domain [Chlorella sorokiniana]
OG0003938	KAI3429895.1 hypothetical protein D9Q98_010206 [Chlorella vulgaris]	PRW60538.1 hypothetical protein C2E21_1293 [Chlorella sorokiniana], PRW60537.1 hypothetical protein C2E21_1293 [Chlorella sorokiniana]
OG0003939	KAI3437904.1 hypothetical protein D9Q98_000349 [Chlorella vulgaris]	PRW57523.1 ENTH VHS [Chlorella sorokiniana]
OG0003940	KAI3429759.1 hypothetical protein D9Q98_010072 [Chlorella vulgaris]	PRW60678.1 mago nashi-like protein [Chlorella sorokiniana]
OG0003941	KAI3429851.1 hypothetical protein D9Q98_010163 [Chlorella vulgaris]	PRW60494.1 Golgi SNAP receptor complex member 1-2 [Chlorella sorokiniana]
OG0003942	KAI3437907.1 hypothetical protein D9Q98_000352 [Chlorella vulgaris]	PRW57137.1 peptidase S41 family [Chlorella sorokiniana]
OG0003943	KAI3429849.1 hypothetical protein D9Q98_010161 [Chlorella vulgaris]	PRW60226.1 hypothetical protein C2E21_1305 [Chlorella sorokiniana]
OG0003944	KAI3437940.1 hypothetical protein D9Q98_000384 [Chlorella vulgaris]	PRW57430.1 PITH domain-containing 1 [Chlorella sorokiniana]
OG0003945	KAI3434911.1 hypothetical protein D9Q98_002965 [Chlorella vulgaris]	PRW33967.1 O- family 3 [Chlorella sorokiniana]
OG0003946	KAI3429779.1 hypothetical protein D9Q98_010092 [Chlorella vulgaris]	PRW60769.1 cyclin-C1-2 [Chlorella sorokiniana], PRW60744.1 cyclin-C1-2 [Chlorella sorokiniana]
OG0003947	KAI3434486.1 hypothetical protein D9Q98_002562 [Chlorella vulgaris]	PRW20667.1 basic proline-rich -like [Chlorella sorokiniana]
OG0003948	KAI3429740.1 hypothetical protein D9Q98_010055 [Chlorella vulgaris]	PRW60476.1 TIC chloroplastic [Chlorella sorokiniana]
OG0003949	KAI3429756.1 hypothetical protein D9Q98_010069 [Chlorella vulgaris]	PRW60291.1 regulator of chromosome condensation RCC1 [Chlorella sorokiniana]
OG0003950	KAI3434518.1 hypothetical protein D9Q98_002591 [Chlorella vulgaris]	PRW45002.1 Dynein light chain cytoplasmic [Chlorella sorokiniana]
OG0003951	KAI3430977.1 hypothetical protein D9Q98_009381 [Chlorella vulgaris]	PRW21077.1 peroxisome biogenesis 6 [Chlorella sorokiniana]
OG0003952	KAI3438468.1 hypothetical protein D9Q98_000897 [Chlorella vulgaris], KAI3436327.1 hypothetical protein D9Q98_002380 [Chlorella vulgaris]	PRW60089.1 hypothetical protein C2E21_1984 [Chlorella sorokiniana]
OG0003953	KAI3427041.1 hypothetical protein D9Q98_006982 [Chlorella vulgaris]	PRW51121.1 hypothetical protein C2E21_5514 [Chlorella sorokiniana]
OG0003954	KAI3437923.1 hypothetical protein D9Q98_000368 [Chlorella vulgaris]	PRW57160.1 phosphopantetheine adenylyltransferase-like isoform X1 [Chlorella sorokiniana]
OG0003955	KAI3437929.1 hypothetical protein D9Q98_000373 [Chlorella vulgaris]	PRW57406.1 transcription initiation factor IIF subunit beta [Chlorella sorokiniana]
OG0003956	KAI3434850.1 hypothetical protein D9Q98_002904 [Chlorella vulgaris]	PRW58883.1 hypothetical protein C2E21_2440 [Chlorella sorokiniana], PRW57944.1 late embryogenesis abundant 76 _LEA 76_ isoform B [Chlorella sorokiniana], PRW57943.1 late embryogenesis abundant 76 _LEA 76_ isoform A [Chlorella sorokiniana]
OG0003958	KAI3425314.1 hypothetical protein D9Q98_009079 [Chlorella vulgaris]	PRW33635.1 putative rRNA-processing EBP2-like protein [Chlorella sorokiniana]
OG0003959	KAI3435880.1 hypothetical protein D9Q98_001938 [Chlorella vulgaris]	PRW59671.1 ARM repeat superfamily isoform 1 [Chlorella sorokiniana]
OG0003960	KAI3428382.1 hypothetical protein D9Q98_006762 [Chlorella vulgaris]	PRW56711.1 cytoplasmic asparaginase I [Chlorella sorokiniana]
OG0003961	KAI3435917.1 hypothetical protein D9Q98_001975 [Chlorella vulgaris]	PRW59691.1 ATP synthase mitochondrial F1 complex assembly factor 2 [Chlorella sorokiniana]
OG0003962	KAI3436889.1 hypothetical protein D9Q98_006297 [Chlorella vulgaris]	PRW56148.1 hypothetical protein C2E21_4887 [Chlorella sorokiniana]
OG0003963	KAI3424466.1 hypothetical protein D9Q98_010017 [Chlorella vulgaris]	PRW60978.1 Methylcrotonoyl- carboxylase subunit mitochondrial [Chlorella sorokiniana]
OG0003964	KAI3434992.1 hypothetical protein D9Q98_003044 [Chlorella vulgaris]	PRW33810.1 10 kDa chaperonin-like [Chlorella sorokiniana]
OG0003965	KAI3428363.1 hypothetical protein D9Q98_006743 [Chlorella vulgaris]	PRW56412.1 eukaryotic initiation factor [Chlorella sorokiniana]
OG0003966	KAI3438828.1 hypothetical protein D9Q98_001245 [Chlorella vulgaris]	PRW59431.1 thioredoxin family [Chlorella sorokiniana]
OG0003967	KAI3436818.1 hypothetical protein D9Q98_006228 [Chlorella vulgaris], KAI3436813.1 hypothetical protein D9Q98_006223 [Chlorella vulgaris], KAI3436817.1 hypothetical protein D9Q98_006227 [Chlorella vulgaris]	PRW56323.1 sulfotransferase [Chlorella sorokiniana]
OG0003968	KAI3424439.1 hypothetical protein D9Q98_009991 [Chlorella vulgaris]	PRW61256.1 NEOXANTHIN-DEFICIENT 1-like isoform X1 [Chlorella sorokiniana]
OG0003969	KAI3435930.1 hypothetical protein D9Q98_001988 [Chlorella vulgaris]	PRW59734.1 Lipoxygenase y domain-containing 1 [Chlorella sorokiniana]
OG0003970	KAI3438437.1 hypothetical protein D9Q98_000868 [Chlorella vulgaris]	PRW58908.1 flagellar associated [Chlorella sorokiniana]
OG0003971	KAI3435920.1 hypothetical protein D9Q98_001978 [Chlorella vulgaris]	PRW59656.1 Ferredoxin-thioredoxin reductase catalytic chloroplastic [Chlorella sorokiniana]
OG0003972	KAI3426470.1 hypothetical protein D9Q98_008837 [Chlorella vulgaris]	PRW45034.1 short-chain dehydrogenase [Chlorella sorokiniana]
OG0003973	KAI3426462.1 hypothetical protein D9Q98_008829 [Chlorella vulgaris]	PRW45237.1 trafficking particle complex subunit 4 [Chlorella sorokiniana]
OG0003974	KAI3430216.1 hypothetical protein D9Q98_004814 [Chlorella vulgaris]	PRW20442.1 fiber Fb15 isoform B [Chlorella sorokiniana], PRW20441.1 fiber Fb15 isoform A [Chlorella sorokiniana]
OG0003975	KAI3435896.1 hypothetical protein D9Q98_001954 [Chlorella vulgaris]	PRW59807.1 hypothetical protein C2E21_1565 [Chlorella sorokiniana]
OG0003976	KAI3428342.1 hypothetical protein D9Q98_006722 [Chlorella vulgaris]	PRW56470.1 FLU chloroplast alternative spliced version l-FLP [Chlorella sorokiniana]
OG0003978	KAI3430213.1 hypothetical protein D9Q98_004811 [Chlorella vulgaris]	PRW20444.1 plant F21F14-40 [Chlorella sorokiniana]
OG0003979	KAI3428327.1 hypothetical protein D9Q98_006707 [Chlorella vulgaris]	PRW56664.1 Ankyrin repeat and zinc finger domain-containing 1 [Chlorella sorokiniana]
OG0003980	KAI3435935.1 hypothetical protein D9Q98_001993 [Chlorella vulgaris]	PRW60095.1 thioredoxin chloroplastic [Chlorella sorokiniana]
OG0003981	KAI3435903.1 hypothetical protein D9Q98_001961 [Chlorella vulgaris]	PRW59998.1 FACT complex subunit SSRP1 [Chlorella sorokiniana]
OG0003982	KAI3433371.1 hypothetical protein D9Q98_003188 [Chlorella vulgaris]	PRW58569.1 60S ribosomal L24-like [Chlorella sorokiniana]
OG0003983	KAI3426477.1 hypothetical protein D9Q98_008843 [Chlorella vulgaris]	PRW44993.1 ABC transporter G family member 28 [Chlorella sorokiniana]
OG0003984	KAI3428838.1 hypothetical protein D9Q98_007655 [Chlorella vulgaris]	PRW56834.1 Pre translocase subunit chloroplastic [Chlorella sorokiniana]
OG0003985	KAI3436890.1 hypothetical protein D9Q98_006298 [Chlorella vulgaris]	PRW56147.1 putative magnesium transporter NIPA4 [Chlorella sorokiniana]
OG0003986	KAI3434869.1 hypothetical protein D9Q98_002923 [Chlorella vulgaris]	PRW57901.1 hypothetical protein C2E21_3473 [Chlorella sorokiniana]
OG0003987	KAI3424465.1 hypothetical protein D9Q98_010016 [Chlorella vulgaris]	PRW61605.1 enoyl- hydratase [Chlorella sorokiniana]
OG0003988	KAI3428841.1 hypothetical protein D9Q98_007658 [Chlorella vulgaris]	PRW59378.1 ATP-dependent DNA helicase Q-like 5 [Chlorella sorokiniana]
OG0003989	KAI3424420.1 hypothetical protein D9Q98_009972 [Chlorella vulgaris]	PRW20317.1 MEKHLA domain-containing isoform B [Chlorella sorokiniana], PRW20316.1 MEKHLA domain-containing isoform A [Chlorella sorokiniana]
OG0003990	KAI3425324.1 hypothetical protein D9Q98_009088 [Chlorella vulgaris]	PRW33682.1 vacuolar ATP synthase subunit E [Chlorella sorokiniana]
OG0003991	KAI3428383.1 hypothetical protein D9Q98_006763 [Chlorella vulgaris]	PRW56609.1 acetyl- biotin carboxyl carrier [Chlorella sorokiniana]
OG0003992	KAI3435844.1 hypothetical protein D9Q98_001902 [Chlorella vulgaris]	PRW59744.1 ACT domain-containing ACR10 isoform X1 [Chlorella sorokiniana]
OG0003993	KAI3435908.1 hypothetical protein D9Q98_001966 [Chlorella vulgaris]	PRW59712.1 NEDD8-specific protease 1 [Chlorella sorokiniana]
OG0003994	KAI3438270.1 hypothetical protein D9Q98_000705 [Chlorella vulgaris]	PRW56918.1 28S ribosomal mitochondrial [Chlorella sorokiniana]
OG0003995	KAI3428765.1 hypothetical protein D9Q98_007586 [Chlorella vulgaris]	PRW05872.1 24-methylenesterol C-methyltransferase 2 [Chlorella sorokiniana]
OG0003996	KAI3424722.1 hypothetical protein D9Q98_008111 [Chlorella vulgaris]	PRW45374.1 Autophagy-related 9 [Chlorella sorokiniana]
OG0003997	KAI3426077.1 hypothetical protein D9Q98_008045 [Chlorella vulgaris]	PRW33867.1 Cytochrome P450 [Chlorella sorokiniana]
OG0003998	KAI3428668.1 hypothetical protein D9Q98_007491 [Chlorella vulgaris]	PRW44365.1 DNA repair endonuclease UVH1 [Chlorella sorokiniana]
OG0003999	KAI3428692.1 hypothetical protein D9Q98_007515 [Chlorella vulgaris]	PRW44406.1 translational inhibitor [Chlorella sorokiniana]
OG0004000	KAI3428649.1 hypothetical protein D9Q98_007472 [Chlorella vulgaris]	PRW44518.1 pre-rRNA processing [Chlorella sorokiniana]
OG0004001	KAI3438274.1 hypothetical protein D9Q98_000709 [Chlorella vulgaris]	PRW57255.1 Reticulon B3 [Chlorella sorokiniana]
OG0004002	KAI3435943.1 hypothetical protein D9Q98_002001 [Chlorella vulgaris]	PRW59558.1 ATPase family AAA domain-containing-like isoform X1 [Chlorella sorokiniana]
OG0004003	KAI3428680.1 hypothetical protein D9Q98_007503 [Chlorella vulgaris]	PRW44264.1 hypothetical protein C2E21_6775 [Chlorella sorokiniana]
OG0004004	KAI3426492.1 hypothetical protein D9Q98_008858 [Chlorella vulgaris]	PRW44955.1 DNA-directed RNA polymerase II subunit 4 [Chlorella sorokiniana]
OG0004005	KAI3428689.1 hypothetical protein D9Q98_007512 [Chlorella vulgaris]	PRW44551.1 Photosystem I reaction center subunit chloroplastic [Chlorella sorokiniana]
OG0004006	KAI3428756.1 hypothetical protein D9Q98_007578 [Chlorella vulgaris]	PRW44429.1 nucleic acid binding [Chlorella sorokiniana]
OG0004007	KAI3438282.1 hypothetical protein D9Q98_000717 [Chlorella vulgaris]	PRW57281.1 transportin-3 isoform X1 [Chlorella sorokiniana]
OG0004008	KAI3428667.1 hypothetical protein D9Q98_007490 [Chlorella vulgaris]	PRW44336.1 4-hydroxybenzoate mitochondrial-like isoform A [Chlorella sorokiniana], PRW44337.1 4-hydroxybenzoate mitochondrial-like isoform B [Chlorella sorokiniana]
OG0004009	KAI3428768.1 hypothetical protein D9Q98_007589 [Chlorella vulgaris]	PRW05831.1 ubiquitin-conjugating enzyme E2 variant 1D [Chlorella sorokiniana]
OG0004010	KAI3428681.1 hypothetical protein D9Q98_007504 [Chlorella vulgaris]	PRW44320.1 nuclear pore complex NUP62 [Chlorella sorokiniana]
OG0004011	KAI3428758.1 hypothetical protein D9Q98_007580 [Chlorella vulgaris]	PRW44267.1 hypothetical protein C2E21_6859 [Chlorella sorokiniana]
OG0004012	KAI3438281.1 hypothetical protein D9Q98_000716 [Chlorella vulgaris]	PRW56970.1 peptidyl-tRNA hydrolase mitochondrial [Chlorella sorokiniana]
OG0004013	KAI3428686.1 hypothetical protein D9Q98_007509 [Chlorella vulgaris]	PRW44335.1 hypothetical protein C2E21_6782 [Chlorella sorokiniana]
OG0004014	KAI3436771.1 hypothetical protein D9Q98_006183 [Chlorella vulgaris]	PRW56043.1 mitochondrial inner membrane OXA1 [Chlorella sorokiniana]
OG0004015	KAI3424778.1 hypothetical protein D9Q98_008166 [Chlorella vulgaris]	PRW45636.1 mRNA turnover 4-like protein [Chlorella sorokiniana]
OG0004017	KAI3436756.1 hypothetical protein D9Q98_006168 [Chlorella vulgaris]	PRW56141.1 50S ribosomal L10 [Chlorella sorokiniana]
OG0004018	KAI3424829.1 hypothetical protein D9Q98_008215 [Chlorella vulgaris]	PRW45341.1 deoxycytidine kinase [Chlorella sorokiniana]
OG0004019	KAI3434893.1 hypothetical protein D9Q98_002947 [Chlorella vulgaris]	PRW33774.1 alpha beta-hydrolase [Chlorella sorokiniana]
OG0004020	KAI3434904.1 hypothetical protein D9Q98_002958 [Chlorella vulgaris]	PRW33937.1 _R_-specific enoyl- hydratase [Chlorella sorokiniana]
