Orthogroup	Micractinium_SAG24180	Auxenochlorella_protothecoides
OG0002812	PSC71072.1 hypothetical protein C2E20_5531 [Micractinium conductrix]	RMZ55190.1 hypothetical protein APUTEX25_005468 [Auxenochlorella protothecoides]
OG0002813	PSC72626.1 Kelch domain-containing 4 [Micractinium conductrix]	RMZ55199.1 hypothetical protein APUTEX25_005477_ partial [Auxenochlorella protothecoides]
OG0002814	PSC73299.1 TIC 22-chloroplastic [Micractinium conductrix]	RMZ55204.1 hypothetical protein APUTEX25_005482_ partial [Auxenochlorella protothecoides]
OG0002815	PSC71536.1 hypothetical protein C2E20_5086 [Micractinium conductrix]	RMZ55215.1 hypothetical protein APUTEX25_005493_ partial [Auxenochlorella protothecoides]
OG0002816	PSC76335.1 elongation factor [Micractinium conductrix]	RMZ55225.1 hypothetical protein APUTEX25_005503 [Auxenochlorella protothecoides]
OG0002817	PSC68706.1 Structural maintenance of chromosomes flexible hinge domain-containing 1 [Micractinium conductrix]	RMZ55229.1 hypothetical protein APUTEX25_005507 [Auxenochlorella protothecoides]
OG0002818	PSC72694.1 DNA-directed RNA polymerase I subunit RPA12 [Micractinium conductrix]	RMZ55231.1 hypothetical protein APUTEX25_005509 [Auxenochlorella protothecoides]
OG0002819	PSC72651.1 Tocopherol chloroplastic [Micractinium conductrix]	RMZ55233.1 hypothetical protein APUTEX25_005511 [Auxenochlorella protothecoides]
OG0002820	PSC72742.1 ubiquinone biosynthesis O-methyltransferase [Micractinium conductrix]	RMZ55240.1 hypothetical protein APUTEX25_005518_ partial [Auxenochlorella protothecoides]
OG0002821	PSC77011.1 AP-1 complex subunit gamma-2-like isoform X2 [Micractinium conductrix]	RMZ55243.1 hypothetical protein APUTEX25_005521_ partial [Auxenochlorella protothecoides]
OG0002822	PSC72696.1 ribosomal RNA processing 36-like protein [Micractinium conductrix]	RMZ55256.1 hypothetical protein APUTEX25_005534 [Auxenochlorella protothecoides]
OG0002823	PSC72850.1 bifunctional 2-like [Micractinium conductrix]	RMZ55258.1 hypothetical protein APUTEX25_005536_ partial [Auxenochlorella protothecoides]
OG0002824	PSC68675.1 TPR repeat-containing isoform A [Micractinium conductrix], PSC68674.1 TPR repeat-containing isoform B [Micractinium conductrix]	RMZ55261.1 hypothetical protein APUTEX25_005539_ partial [Auxenochlorella protothecoides]
OG0002825	PSC72819.1 Translation initiation factor IF-3 [Micractinium conductrix], PSC72822.1 vesicle transport USE1-like [Micractinium conductrix]	RMZ55266.1 hypothetical protein APUTEX25_005544 [Auxenochlorella protothecoides]
OG0002826	PSC73442.1 serine arginine-rich splicing factor SR34A-like isoform X1 [Micractinium conductrix]	RMZ55276.1 hypothetical protein APUTEX25_005554 [Auxenochlorella protothecoides]
OG0002827	PSC72065.1 Ubiquitin-like domain-containing CTD phosphatase [Micractinium conductrix]	RMZ55300.1 hypothetical protein APUTEX25_003438 [Auxenochlorella protothecoides]
OG0002828	PSC71022.1 RWD domain-containing 1 [Micractinium conductrix]	RMZ55304.1 hypothetical protein APUTEX25_003442 [Auxenochlorella protothecoides]
OG0002829	PSC72146.1 mRNA-capping enzyme isoform X1 [Micractinium conductrix]	RMZ55306.1 hypothetical protein APUTEX25_003444_ partial [Auxenochlorella protothecoides]
OG0002830	PSC71094.1 putative phosphatase 2C 35 [Micractinium conductrix]	RMZ55313.1 hypothetical protein APUTEX25_003451_ partial [Auxenochlorella protothecoides]
OG0002831	PSC72346.1 Eukaryotic translation initiation factor 2 subunit alpha [Micractinium conductrix]	RMZ55314.1 hypothetical protein APUTEX25_003452 [Auxenochlorella protothecoides]
OG0002832	PSC72278.1 Phosphatidylinositol 4-kinase alpha 1 [Micractinium conductrix]	RMZ55315.1 hypothetical protein APUTEX25_003453 [Auxenochlorella protothecoides]
OG0002833	PSC72177.1 swi snf complex [Micractinium conductrix]	RMZ57727.1 hypothetical protein APUTEX25_004606_ partial [Auxenochlorella protothecoides], RMZ55318.1 hypothetical protein APUTEX25_003456 [Auxenochlorella protothecoides]
OG0002834	PSC72237.1 hypothetical protein C2E20_4539 [Micractinium conductrix]	RMZ55319.1 hypothetical protein APUTEX25_003457_ partial [Auxenochlorella protothecoides]
OG0002835	PSC71109.1 transcription initiation factor IIB-2 [Micractinium conductrix]	RMZ55323.1 hypothetical protein APUTEX25_003461 [Auxenochlorella protothecoides]
OG0002836	PSC72228.1 cell motility mediator [Micractinium conductrix]	RMZ55325.1 hypothetical protein APUTEX25_003463 [Auxenochlorella protothecoides]
OG0002837	PSC72317.1 DNA polymerase zeta [Micractinium conductrix]	RMZ55337.1 hypothetical protein APUTEX25_003475_ partial [Auxenochlorella protothecoides]
OG0002838	PSC70511.1 B3 domain-containing transcription factor LEC2 isoform A [Micractinium conductrix], PSC70512.1 B3 domain-containing transcription factor LEC2 isoform B [Micractinium conductrix]	RMZ55344.1 hypothetical protein APUTEX25_003482 [Auxenochlorella protothecoides]
OG0002839	PSC76313.1 periodic tryptophan 2-like protein [Micractinium conductrix]	RMZ55350.1 hypothetical protein APUTEX25_002208 [Auxenochlorella protothecoides]
OG0002840	PSC76903.1 dynamin-related 1E-like [Micractinium conductrix]	RMZ55351.1 hypothetical protein APUTEX25_002209_ partial [Auxenochlorella protothecoides]
OG0002841	PSC76509.1 DCC family chloroplastic [Micractinium conductrix]	RMZ55358.1 hypothetical protein APUTEX25_002216 [Auxenochlorella protothecoides]
OG0002843	PSC68549.1 Pentatricopeptide repeat-containing mitochondrial [Micractinium conductrix]	RMZ55387.1 hypothetical protein APUTEX25_003511 [Auxenochlorella protothecoides]
OG0002844	PSC72562.1 Splicing factor 3B subunit 1 [Micractinium conductrix]	RMZ55389.1 hypothetical protein APUTEX25_003513 [Auxenochlorella protothecoides]
OG0002845	PSC72353.1 Serine threonine-kinase Aurora-1 [Micractinium conductrix]	RMZ55395.1 hypothetical protein APUTEX25_003519 [Auxenochlorella protothecoides]
OG0002846	PSC74107.1 Cell cycle checkpoint control RAD9A [Micractinium conductrix]	RMZ55398.1 hypothetical protein APUTEX25_003522 [Auxenochlorella protothecoides]
OG0002847	PSC74542.1 Germinal-center associated nuclear [Micractinium conductrix]	RMZ55405.1 hypothetical protein APUTEX25_003529_ partial [Auxenochlorella protothecoides]
OG0002848	PSC67503.1 ribosomal L1 [Micractinium conductrix]	RMZ55408.1 hypothetical protein APUTEX25_003532_ partial [Auxenochlorella protothecoides]
OG0002849	PSC72428.1 1-_5-phosphoribosyl_-5-amino-4-imidazole-car boxylate carboxylase [Micractinium conductrix]	RMZ55409.1 hypothetical protein APUTEX25_003533 [Auxenochlorella protothecoides]
OG0002850	PSC72512.1 eukaryotic translation initiation factor 1A [Micractinium conductrix]	RMZ55412.1 hypothetical protein APUTEX25_003536_ partial [Auxenochlorella protothecoides], RMZ55414.1 hypothetical protein APUTEX25_003538 [Auxenochlorella protothecoides]
OG0002851	PSC72524.1 uridylate kinase [Micractinium conductrix]	RMZ55418.1 hypothetical protein APUTEX25_003542 [Auxenochlorella protothecoides]
OG0002852	PSC74250.1 histidine methyltransferase 1-like protein [Micractinium conductrix]	RMZ55425.1 hypothetical protein APUTEX25_003549 [Auxenochlorella protothecoides]
OG0002853	PSC72444.1 Nudix hydrolase 8 [Micractinium conductrix]	RMZ55427.1 hypothetical protein APUTEX25_003551 [Auxenochlorella protothecoides]
OG0002854	PSC72493.1 WAT1-related chloroplastic [Micractinium conductrix]	RMZ55428.1 hypothetical protein APUTEX25_003552 [Auxenochlorella protothecoides]
OG0002855	PSC75511.1 putative 3-hydroxyisobutyrate mitochondrial [Micractinium conductrix]	RMZ55437.1 hypothetical protein APUTEX25_003561 [Auxenochlorella protothecoides]
OG0002856	PSC69605.1 mitogen-activated kinase 5 [Micractinium conductrix]	RMZ55443.1 hypothetical protein APUTEX25_003567 [Auxenochlorella protothecoides]
OG0002857	PSC71056.1 zinc-binding alcohol dehydrogenase domain-containing 2 [Micractinium conductrix], PSC70969.1 short-chain dehydrogenase [Micractinium conductrix]	RMZ55447.1 hypothetical protein APUTEX25_003571_ partial [Auxenochlorella protothecoides]
OG0002858	PSC67497.1 pleiotropic regulatory locus 1 [Micractinium conductrix]	RMZ55451.1 hypothetical protein APUTEX25_003575 [Auxenochlorella protothecoides]
OG0002859	PSC76209.1 hypothetical protein C2E20_0092 [Micractinium conductrix]	RMZ55474.1 hypothetical protein APUTEX25_000057 [Auxenochlorella protothecoides]
OG0002860	PSC76416.1 WD40 repeat [Micractinium conductrix]	RMZ55495.1 hypothetical protein APUTEX25_000078_ partial [Auxenochlorella protothecoides]
OG0002861	PSC67442.1 Glycerol-3-phosphate chloroplastic [Micractinium conductrix]	RMZ55503.1 hypothetical protein APUTEX25_000086_ partial [Auxenochlorella protothecoides]
OG0002862	PSC74057.1 ABC transporter F family member 3 [Micractinium conductrix]	RMZ55504.1 hypothetical protein APUTEX25_000087 [Auxenochlorella protothecoides]
OG0002863	PSC72047.1 Glutathionyl-hydroquinone reductase [Micractinium conductrix], PSC67156.1 Glutathionyl-hydroquinone reductase [Micractinium conductrix]	RMZ55510.1 hypothetical protein APUTEX25_000093 [Auxenochlorella protothecoides]
OG0002864	PSC74299.1 LST8-like protein isoform X1 [Micractinium conductrix]	RMZ55514.1 hypothetical protein APUTEX25_000097 [Auxenochlorella protothecoides]
OG0002865	PSC77031.1 transport SEC23-like isoform X1 [Micractinium conductrix]	RMZ55520.1 hypothetical protein APUTEX25_000103_ partial [Auxenochlorella protothecoides]
OG0002866	PSC67973.1 26S proteasome non-ATPase regulatory subunit 13-like protein B_ partial [Micractinium conductrix]	RMZ55534.1 hypothetical protein APUTEX25_000117 [Auxenochlorella protothecoides]
OG0002867	PSC76232.1 carbon catabolite repressor 4-like protein 6 isoform X1 [Micractinium conductrix]	RMZ55546.1 hypothetical protein APUTEX25_000129 [Auxenochlorella protothecoides]
OG0002868	PSC75275.1 branched-chain alpha-keto acid dehydrogenase subunit E2 [Micractinium conductrix], PSC75766.1 remodeling and spacing factor 1-like [Micractinium conductrix]	RMZ55560.1 hypothetical protein APUTEX25_000143 [Auxenochlorella protothecoides]
OG0002869	PSC76949.1 ABC1 [Micractinium conductrix]	RMZ55574.1 hypothetical protein APUTEX25_000157 [Auxenochlorella protothecoides]
OG0002870	PSC76280.1 DNA-directed RNA polymerase I subunit rpa49 [Micractinium conductrix]	RMZ55576.1 hypothetical protein APUTEX25_000159 [Auxenochlorella protothecoides]
OG0002871	PSC68655.1 Tetratricopeptide repeat 1 [Micractinium conductrix]	RMZ55579.1 hypothetical protein APUTEX25_000162 [Auxenochlorella protothecoides]
OG0002872	PSC68403.1 putative ubiquitin-conjugating enzyme E2 18 [Micractinium conductrix]	RMZ55581.1 hypothetical protein APUTEX25_000164_ partial [Auxenochlorella protothecoides]
OG0002873	PSC71225.1 6_7-dimethyl-8-ribityllumazine synthase [Micractinium conductrix], PSC77064.1 6_7-dimethyl-8-ribityllumazine synthase [Micractinium conductrix]	RMZ55589.1 hypothetical protein APUTEX25_000172_ partial [Auxenochlorella protothecoides]
OG0002874	PSC76905.1 hypothetical protein C2E20_0795 [Micractinium conductrix]	RMZ55607.1 hypothetical protein APUTEX25_000190 [Auxenochlorella protothecoides]
OG0002875	PSC72884.1 vesicle-fusing ATPase [Micractinium conductrix]	RMZ55622.1 hypothetical protein APUTEX25_000205_ partial [Auxenochlorella protothecoides]
OG0002876	PSC76287.1 Nucleoid-associated chloroplastic [Micractinium conductrix]	RMZ55627.1 hypothetical protein APUTEX25_000210 [Auxenochlorella protothecoides]
OG0002877	PSC77058.1 Monothiol glutaredoxin-chloroplastic [Micractinium conductrix]	RMZ55640.1 hypothetical protein APUTEX25_000223 [Auxenochlorella protothecoides]
OG0002878	PSC68725.1 ubiquitin carboxyl-terminal hydrolase 26 [Micractinium conductrix]	RMZ55649.1 hypothetical protein APUTEX25_000232 [Auxenochlorella protothecoides]
OG0002879	PSC67210.1 nuclear pore complex NUP155 [Micractinium conductrix]	RMZ55652.1 hypothetical protein APUTEX25_000235 [Auxenochlorella protothecoides]
OG0002880	PSC74174.1 cell division cycle and apoptosis regulator 1 isoform A [Micractinium conductrix], PSC74173.1 cell division cycle and apoptosis regulator 1 isoform B [Micractinium conductrix]	RMZ55657.1 hypothetical protein APUTEX25_000240_ partial [Auxenochlorella protothecoides]
OG0002881	PSC76776.1 zinc transporter [Micractinium conductrix]	RMZ55667.1 hypothetical protein APUTEX25_000250 [Auxenochlorella protothecoides]
OG0002882	PSC69860.1 gamma-glutamyl hydrolase [Micractinium conductrix]	RMZ55691.1 hypothetical protein APUTEX25_005732 [Auxenochlorella protothecoides]
OG0002883	PSC75188.1 FMN-binding split barrel [Micractinium conductrix]	RMZ55700.1 hypothetical protein APUTEX25_005741 [Auxenochlorella protothecoides]
OG0002884	PSC70264.1 dnaJ-like protein subfamily C member 21 isoform X1 [Micractinium conductrix]	RMZ55703.1 hypothetical protein APUTEX25_005744_ partial [Auxenochlorella protothecoides]
OG0002885	PSC74556.1 dymeclin-like isoform X1 [Micractinium conductrix]	RMZ55711.1 hypothetical protein APUTEX25_005752 [Auxenochlorella protothecoides]
OG0002887	PSC73650.1 Pyridine nucleotide-disulfide oxidoreductase domain-containing 1 [Micractinium conductrix]	RMZ55730.1 hypothetical protein APUTEX25_005771_ partial [Auxenochlorella protothecoides]
OG0002888	PSC70191.1 zinc finger CCCH domain-containing 11 [Micractinium conductrix]	RMZ55733.1 hypothetical protein APUTEX25_005774 [Auxenochlorella protothecoides]
OG0002889	PSC70214.1 Hop-interacting protein [Micractinium conductrix]	RMZ55737.1 hypothetical protein APUTEX25_005778_ partial [Auxenochlorella protothecoides]
OG0002890	PSC76578.1 chloroplastic mitochondrial [Micractinium conductrix]	RMZ55738.1 hypothetical protein APUTEX25_005779 [Auxenochlorella protothecoides]
OG0002891	PSC70808.1 cytochrome c peroxidase [Micractinium conductrix]	RMZ55751.1 hypothetical protein APUTEX25_005792 [Auxenochlorella protothecoides]
OG0002892	PSC70170.1 phosphoribulokinase [Micractinium conductrix]	RMZ55766.1 hypothetical protein APUTEX25_005807 [Auxenochlorella protothecoides]
OG0002893	PSC76061.1 60S ribosomal L35-like [Micractinium conductrix]	RMZ55768.1 hypothetical protein APUTEX25_005809 [Auxenochlorella protothecoides]
OG0002894	PSC76972.1 cleavage and polyadenylation specificity factor subunit 1 [Micractinium conductrix]	RMZ55782.1 hypothetical protein APUTEX25_005823 [Auxenochlorella protothecoides]
OG0002895	PSC74875.1 tRNA pseudouridine_38 39_ synthase [Micractinium conductrix]	RMZ55783.1 hypothetical protein APUTEX25_005824 [Auxenochlorella protothecoides]
OG0002896	PSC69892.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	RMZ55787.1 hypothetical protein APUTEX25_005828 [Auxenochlorella protothecoides]
OG0002897	PSC70243.1 hypothetical protein C2E20_6326 [Micractinium conductrix]	RMZ55790.1 hypothetical protein APUTEX25_005831_ partial [Auxenochlorella protothecoides]
OG0002898	PSC72673.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Micractinium conductrix]	RMZ55797.1 hypothetical protein APUTEX25_005838_ partial [Auxenochlorella protothecoides]
OG0002899	PSC72023.1 glycerol-3-phosphate dehydrogenase mitochondrial-like [Micractinium conductrix]	RMZ55814.1 hypothetical protein APUTEX25_003780 [Auxenochlorella protothecoides]
OG0002900	PSC72030.1 Rossmann-like alpha beta alpha sandwich fold isoform A [Micractinium conductrix], PSC72031.1 Rossmann-like alpha beta alpha sandwich fold isoform B [Micractinium conductrix]	RMZ55820.1 hypothetical protein APUTEX25_003786 [Auxenochlorella protothecoides]
OG0002901	PSC72009.1 hypothetical protein C2E20_4726 [Micractinium conductrix]	RMZ55828.1 hypothetical protein APUTEX25_003794_ partial [Auxenochlorella protothecoides]
OG0002903	PSC75629.1 cytochrome c-type biogeneis [Micractinium conductrix]	RMZ55838.1 hypothetical protein APUTEX25_003804 [Auxenochlorella protothecoides]
OG0002904	PSC71879.1 Endoplasmic reticulum-Golgi intermediate compartment 3 [Micractinium conductrix]	RMZ55841.1 hypothetical protein APUTEX25_003807 [Auxenochlorella protothecoides]
OG0002905	PSC71953.1 Ribosome-binding ATPase [Micractinium conductrix]	RMZ55845.1 hypothetical protein APUTEX25_003811 [Auxenochlorella protothecoides]
OG0002906	PSC71862.1 Dol-P-Glc_Glc_2_Man_9_ c_2_-PP-Dol alpha-1_2-glucosyltransferase isoform X1 [Micractinium conductrix]	RMZ55850.1 hypothetical protein APUTEX25_003816 [Auxenochlorella protothecoides]
OG0002907	PSC69226.1 RST1 isoform X1 [Micractinium conductrix]	RMZ55857.1 hypothetical protein APUTEX25_003823_ partial [Auxenochlorella protothecoides]
OG0002908	PSC67374.1 photosystem I subunit O [Micractinium conductrix]	RMZ55862.1 hypothetical protein APUTEX25_003828 [Auxenochlorella protothecoides]
OG0002909	PSC71965.1 DNA gyrase subunit mitochondrial [Micractinium conductrix]	RMZ55876.1 hypothetical protein APUTEX25_003842 [Auxenochlorella protothecoides]
OG0002910	PSC71873.1 manganese-dependent ADP-ribose CDP-alcohol diphosphatase-like [Micractinium conductrix]	RMZ55884.1 hypothetical protein APUTEX25_003850 [Auxenochlorella protothecoides]
OG0002911	PSC76702.1 RNA exonuclease 4 [Micractinium conductrix]	RMZ55886.1 hypothetical protein APUTEX25_003852 [Auxenochlorella protothecoides]
OG0002912	PSC71996.1 endoplasmic reticulum-Golgi intermediate compartment 3 [Micractinium conductrix]	RMZ55887.1 hypothetical protein APUTEX25_003853 [Auxenochlorella protothecoides]
OG0002914	PSC72488.1 stress response NST1 [Micractinium conductrix]	RMZ55925.1 hypothetical protein APUTEX25_004349 [Auxenochlorella protothecoides]
OG0002915	PSC72133.1 RFT1-like protein isoform X1 [Micractinium conductrix]	RMZ55930.1 hypothetical protein APUTEX25_004354_ partial [Auxenochlorella protothecoides]
OG0002916	PSC68832.1 hypothetical protein C2E20_7602 [Micractinium conductrix]	RMZ55941.1 hypothetical protein APUTEX25_004365 [Auxenochlorella protothecoides]
OG0002917	PSC72184.1 aspartate kinase [Micractinium conductrix]	RMZ55943.1 hypothetical protein APUTEX25_004367 [Auxenochlorella protothecoides]
OG0002918	PSC71570.1 squamous cell carcinoma antigen recognized by T-cells 3 [Micractinium conductrix]	RMZ55947.1 hypothetical protein APUTEX25_004371 [Auxenochlorella protothecoides]
