Orthogroup	Micractinium_SAG24180	Chlorella_Vulgaris2111P
OG0002438	PSC67888.1 pre translocase subunit [Micractinium conductrix]	KAI3439071.1 hypothetical protein D9Q98_001481 [Chlorella vulgaris]
OG0002439	PSC76385.1 UPF0586 C9orf41 [Micractinium conductrix]	KAI3438426.1 hypothetical protein D9Q98_000857 [Chlorella vulgaris]
OG0002440	PSC76940.1 DNA cross-link repair SNM1 isoform X1 [Micractinium conductrix]	KAI3427032.1 hypothetical protein D9Q98_006974 [Chlorella vulgaris]
OG0002441	PSC76321.1 Phosphoribosylaminoimidazole-succinocarboxam ide chloroplastic [Micractinium conductrix]	KAI3438443.1 hypothetical protein D9Q98_000873 [Chlorella vulgaris]
OG0002442	PSC71887.1 Rhodanese [Micractinium conductrix]	KAI3438447.1 hypothetical protein D9Q98_000877 [Chlorella vulgaris]
OG0002443	PSC76159.1 putative choline kinase 2 [Micractinium conductrix]	KAI3436253.1 hypothetical protein D9Q98_002306 [Chlorella vulgaris], KAI3436252.1 hypothetical protein D9Q98_002305 [Chlorella vulgaris]
OG0002444	PSC73851.1 putative conserved isoform B [Micractinium conductrix], PSC73850.1 putative conserved isoform A [Micractinium conductrix]	KAI3436856.1 hypothetical protein D9Q98_006266 [Chlorella vulgaris]
OG0002445	PSC70845.1 peptidyl-prolyl cis-trans isomerase CYP22 [Micractinium conductrix]	KAI3426401.1 hypothetical protein D9Q98_008771 [Chlorella vulgaris]
OG0002446	PSC75595.1 Translational activator GCN1 [Micractinium conductrix]	KAI3427088.1 hypothetical protein D9Q98_007027 [Chlorella vulgaris]
OG0002447	PSC73938.1 Peroxisome biogenesis 5 [Micractinium conductrix]	KAI3438553.1 hypothetical protein D9Q98_000981 [Chlorella vulgaris]
OG0002448	PSC76668.1 Xanthine dehydrogenase [Micractinium conductrix]	KAI3436240.1 hypothetical protein D9Q98_002294 [Chlorella vulgaris]
OG0002449	PSC76290.1 integral membrane Yip1-family isoform B [Micractinium conductrix], PSC76291.1 integral membrane Yip1-family isoform A [Micractinium conductrix]	KAI3427020.1 hypothetical protein D9Q98_006962 [Chlorella vulgaris]
OG0002450	PSC76514.1 U3 small nucleolar ribonucleo MPP10 [Micractinium conductrix]	KAI3438580.1 hypothetical protein D9Q98_001005 [Chlorella vulgaris]
OG0002451	PSC70877.1 nifU mitochondrial [Micractinium conductrix]	KAI3426399.1 hypothetical protein D9Q98_008769 [Chlorella vulgaris]
OG0002452	PSC77065.1 mitochondrial import inner membrane translocase subunit tim16 [Micractinium conductrix]	KAI3427038.1 hypothetical protein D9Q98_006979 [Chlorella vulgaris]
OG0002453	PSC76128.1 PEP-CTERM domain isoform B [Micractinium conductrix], PSC76129.1 PEP-CTERM domain isoform A [Micractinium conductrix], PSC76127.1 PEP-CTERM domain isoform C [Micractinium conductrix]	KAI3434946.1 hypothetical protein D9Q98_003000 [Chlorella vulgaris]
OG0002454	PSC73186.1 transcription elongation factor B polypeptide 1 [Micractinium conductrix]	KAI3436267.1 hypothetical protein D9Q98_002320 [Chlorella vulgaris]
OG0002455	PSC74423.1 adenylate kinase [Micractinium conductrix], PSC74401.1 Adenylate chloroplastic [Micractinium conductrix]	KAI3434536.1 hypothetical protein D9Q98_002609 [Chlorella vulgaris]
OG0002456	PSC71715.1 aldehyde dehydrogenase [Micractinium conductrix]	KAI3430878.1 hypothetical protein D9Q98_009286 [Chlorella vulgaris]
OG0002457	PSC69398.1 NEDD4-like E3 ubiquitin-ligase WWP1 [Micractinium conductrix]	KAI3425071.1 hypothetical protein D9Q98_008449 [Chlorella vulgaris]
OG0002458	PSC68455.1 hypothetical protein C2E20_7928 isoform A [Micractinium conductrix], PSC68454.1 hypothetical protein C2E20_7928 isoform B [Micractinium conductrix]	KAI3429309.1 hypothetical protein D9Q98_005404 [Chlorella vulgaris]
OG0002459	PSC72974.1 glutathione S-transferase [Micractinium conductrix]	KAI3436264.1 hypothetical protein D9Q98_002317 [Chlorella vulgaris]
OG0002460	PSC74511.1 polyadenylate-binding RBP47B isoform A [Micractinium conductrix], PSC74512.1 polyadenylate-binding RBP47B isoform B [Micractinium conductrix]	KAI3434529.1 hypothetical protein D9Q98_002602 [Chlorella vulgaris]
OG0002461	PSC76742.1 peroxisome biogenesis 2 [Micractinium conductrix]	KAI3438817.1 hypothetical protein D9Q98_001234 [Chlorella vulgaris]
OG0002462	PSC70237.1 low CO2-induced aldose reductase isoform B [Micractinium conductrix], PSC70236.1 low CO2-induced aldose reductase isoform A [Micractinium conductrix]	KAI3430219.1 hypothetical protein D9Q98_004817 [Chlorella vulgaris]
OG0002463	PSC74879.1 hypothetical protein C2E20_1866 [Micractinium conductrix]	KAI3429258.1 hypothetical protein D9Q98_005355 [Chlorella vulgaris]
OG0002464	PSC69557.1 trehalose phosphate synthase [Micractinium conductrix]	KAI3437768.1 hypothetical protein D9Q98_000215 [Chlorella vulgaris]
OG0002465	PSC70868.1 DNA replication licensing factor MCM3 [Micractinium conductrix]	KAI3428578.1 hypothetical protein D9Q98_007400 [Chlorella vulgaris]
OG0002466	PSC70851.1 G8 domain-containing [Micractinium conductrix]	KAI3428632.1 hypothetical protein D9Q98_007455 [Chlorella vulgaris], KAI3430644.1 hypothetical protein D9Q98_005237 [Chlorella vulgaris]
OG0002467	PSC74893.1 phosphotyrosine phosphatase [Micractinium conductrix]	KAI3429285.1 hypothetical protein D9Q98_005381 [Chlorella vulgaris]
OG0002468	PSC71730.1 Neuferricin isoform A [Micractinium conductrix], PSC71731.1 Neuferricin isoform B [Micractinium conductrix]	KAI3430786.1 hypothetical protein D9Q98_009198 [Chlorella vulgaris]
OG0002469	PSC73067.1 Dol-P-Man_Man_5_ c_2_-PP-Dol alpha-1_3-mannosyltransferase [Micractinium conductrix]	KAI3434734.1 hypothetical protein D9Q98_002795 [Chlorella vulgaris]
OG0002470	PSC69935.1 Surfeit locus 1 [Micractinium conductrix]	KAI3428420.1 hypothetical protein D9Q98_007247 [Chlorella vulgaris]
OG0002471	PSC71782.1 Multidrug resistance-associated 4 [Micractinium conductrix]	KAI3430754.1 hypothetical protein D9Q98_009166 [Chlorella vulgaris]
OG0002472	PSC71681.1 Vacuolar transporter chaperone 1 [Micractinium conductrix]	KAI3430838.1 hypothetical protein D9Q98_009249 [Chlorella vulgaris]
OG0002473	PSC70161.1 RNA polymerase I-specific transcription initiation factor RRN3-like [Micractinium conductrix]	KAI3426053.1 hypothetical protein D9Q98_008021 [Chlorella vulgaris]
OG0002474	PSC70752.1 Carboxyl-terminal-processing protease [Micractinium conductrix]	KAI3437893.1 hypothetical protein D9Q98_000338 [Chlorella vulgaris]
OG0002475	PSC75167.1 DEAD-domain-containing [Micractinium conductrix]	KAI3429435.1 hypothetical protein D9Q98_005529 [Chlorella vulgaris]
OG0002476	PSC70192.1 traB domain-containing -like [Micractinium conductrix], PSC74860.1 traB domain-containing -like [Micractinium conductrix]	KAI3429519.1 hypothetical protein D9Q98_005608 [Chlorella vulgaris]
OG0002477	PSC69358.1 transcription elongation factor SPT6 [Micractinium conductrix]	KAI3425064.1 hypothetical protein D9Q98_008441 [Chlorella vulgaris]
OG0002478	PSC74446.1 T-complex 11 [Micractinium conductrix]	KAI3434416.1 hypothetical protein D9Q98_002494 [Chlorella vulgaris], KAI3434409.1 hypothetical protein D9Q98_002487 [Chlorella vulgaris], KAI3434408.1 hypothetical protein D9Q98_002486 [Chlorella vulgaris]
OG0002479	PSC70755.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	KAI3437899.1 hypothetical protein D9Q98_000344 [Chlorella vulgaris]
OG0002480	PSC68801.1 tumor susceptibility [Micractinium conductrix]	KAI3433845.1 hypothetical protein D9Q98_003648 [Chlorella vulgaris]
OG0002481	PSC75552.1 60S ribosomal L38 isoform B [Micractinium conductrix], PSC75553.1 60S ribosomal L38 isoform A [Micractinium conductrix]	KAI3438662.1 hypothetical protein D9Q98_001083 [Chlorella vulgaris]
OG0002482	PSC70895.1 Exosome complex exonuclease RRP44 [Micractinium conductrix]	KAI3428619.1 hypothetical protein D9Q98_007442 [Chlorella vulgaris]
OG0002483	PSC67841.1 hypothetical protein C2E20_8521 [Micractinium conductrix]	KAI3438640.1 hypothetical protein D9Q98_001062 [Chlorella vulgaris]
OG0002484	PSC68174.1 serine threonine phosphatase 2A 57 kDa regulatory subunit B theta isoform-like [Micractinium conductrix]	KAI3429319.1 hypothetical protein D9Q98_005414 [Chlorella vulgaris]
OG0002485	PSC68189.1 Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase mitochondrial [Micractinium conductrix]	KAI3424744.1 hypothetical protein D9Q98_008133 [Chlorella vulgaris]
OG0002486	PSC69490.1 Proline dehydrogenase [Micractinium conductrix]	KAI3437761.1 hypothetical protein D9Q98_000208 [Chlorella vulgaris]
OG0002487	PSC74839.1 homocysteine S-methyltransferase [Micractinium conductrix]	KAI3429263.1 hypothetical protein D9Q98_005360 [Chlorella vulgaris]
OG0002489	PSC74694.1 UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Micractinium conductrix]	KAI3424295.1 hypothetical protein D9Q98_009850 [Chlorella vulgaris]
OG0002491	PSC72777.1 AP-4 complex subunit mu [Micractinium conductrix]	KAI3436629.1 hypothetical protein D9Q98_006046 [Chlorella vulgaris]
OG0002492	PSC72813.1 Photosystem I reaction center subunit III [Micractinium conductrix]	KAI3436624.1 hypothetical protein D9Q98_006041 [Chlorella vulgaris]
OG0002493	PSC76530.1 ubiquinone biosynthesis [Micractinium conductrix]	KAI3430480.1 hypothetical protein D9Q98_005075 [Chlorella vulgaris]
OG0002494	PSC69593.1 Sucrose-phosphate synthase [Micractinium conductrix]	KAI3435641.1 hypothetical protein D9Q98_001699 [Chlorella vulgaris]
OG0002495	PSC76033.1 Geranylgeranyl transferase type-2 subunit alpha [Micractinium conductrix]	KAI3437691.1 hypothetical protein D9Q98_000140 [Chlorella vulgaris]
OG0002496	PSC76431.1 folate-biopterin transporter chloroplastic [Micractinium conductrix]	KAI3437575.1 hypothetical protein D9Q98_000028 [Chlorella vulgaris], KAI3437574.1 hypothetical protein D9Q98_000027 [Chlorella vulgaris]
OG0002497	PSC72931.1 hypothetical protein C2E20_3912 [Micractinium conductrix], PSC72930.1 hypothetical protein C2E20_3912 [Micractinium conductrix]	KAI3436631.1 hypothetical protein D9Q98_006048 [Chlorella vulgaris], KAI3436632.1 hypothetical protein D9Q98_006048 [Chlorella vulgaris]
OG0002498	PSC67148.1 hypothetical protein C2E20_9159 [Micractinium conductrix], PSC68717.1 hypothetical protein C2E20_7699 [Micractinium conductrix]	KAI3429325.1 hypothetical protein D9Q98_005420 [Chlorella vulgaris]
OG0002499	PSC72913.1 RNA binding rRNA processing [Micractinium conductrix]	KAI3436621.1 hypothetical protein D9Q98_006038 [Chlorella vulgaris]
OG0002500	PSC67874.1 hypothetical protein C2E20_8523 [Micractinium conductrix]	KAI3438643.1 hypothetical protein D9Q98_001065 [Chlorella vulgaris]
OG0002501	PSC74490.1 survival of motorneuron-related-splicing factor 30 [Micractinium conductrix]	KAI3434533.1 hypothetical protein D9Q98_002606 [Chlorella vulgaris]
OG0002502	PSC69532.1 N-alpha-acetyltransferase auxiliary subunit [Micractinium conductrix]	KAI3437820.1 hypothetical protein D9Q98_000267 [Chlorella vulgaris]
OG0002503	PSC76348.1 RRP5-like protein [Micractinium conductrix]	KAI3437556.1 hypothetical protein D9Q98_000009 [Chlorella vulgaris]
OG0002504	PSC68407.1 elongator complex 4 [Micractinium conductrix]	KAI3429336.1 hypothetical protein D9Q98_005431 [Chlorella vulgaris]
OG0002505	PSC70994.1 DNA methyltransferase 1-associated [Micractinium conductrix], PSC69878.1 DNA methyltransferase 1-associated [Micractinium conductrix]	KAI3428543.1 hypothetical protein D9Q98_007365 [Chlorella vulgaris]
OG0002506	PSC71819.1 calcium-transporting ATPase endoplasmic reticulum-type [Micractinium conductrix]	KAI3430776.1 hypothetical protein D9Q98_009188 [Chlorella vulgaris]
OG0002507	PSC69567.1 RING finger 121 [Micractinium conductrix]	KAI3437704.1 hypothetical protein D9Q98_000153 [Chlorella vulgaris]
OG0002508	PSC74501.1 Serine threonine-kinase rio2 [Micractinium conductrix]	KAI3434520.1 hypothetical protein D9Q98_002593 [Chlorella vulgaris]
OG0002509	PSC69422.1 la 1 [Micractinium conductrix]	KAI3425047.1 hypothetical protein D9Q98_008425 [Chlorella vulgaris]
OG0002510	PSC73627.1 hypothetical protein C2E20_3076 [Micractinium conductrix]	KAI3424874.1 hypothetical protein D9Q98_008258 [Chlorella vulgaris]
OG0002512	PSC69041.1 nap-like protein 3A [Micractinium conductrix]	KAI3436468.1 hypothetical protein D9Q98_005885 [Chlorella vulgaris]
OG0002513	PSC75485.1 Patatin Phospholipase A2-related [Micractinium conductrix]	KAI3433907.1 hypothetical protein D9Q98_003709 [Chlorella vulgaris]
OG0002514	PSC75836.1 3-hydroxybutyrate dehydrogenase [Micractinium conductrix]	KAI3433896.1 hypothetical protein D9Q98_003698 [Chlorella vulgaris]
OG0002515	PSC71161.1 alpha-amylase chloroplastic [Micractinium conductrix]	KAI3436001.1 hypothetical protein D9Q98_002058 [Chlorella vulgaris]
OG0002516	PSC75665.1 hypothetical protein C2E20_1616 [Micractinium conductrix]	KAI3433919.1 hypothetical protein D9Q98_003721 [Chlorella vulgaris]
OG0002517	PSC69273.1 mediator of RNA polymerase II transcription subunit 31 [Micractinium conductrix]	KAI3431756.1 hypothetical protein D9Q98_004798 [Chlorella vulgaris]
OG0002518	PSC71118.1 DNA replication licensing factor MCM7 [Micractinium conductrix]	KAI3438011.1 hypothetical protein D9Q98_000454 [Chlorella vulgaris]
OG0002519	PSC69648.1 putative serine threonine-kinase GCN2 isoform A [Micractinium conductrix], PSC69649.1 putative serine threonine-kinase GCN2 isoform B [Micractinium conductrix]	KAI3435739.1 hypothetical protein D9Q98_001797 [Chlorella vulgaris]
OG0002520	PSC75312.1 ankyrin repeat [Micractinium conductrix]	KAI3428739.1 hypothetical protein D9Q98_007562 [Chlorella vulgaris]
OG0002521	PSC71946.1 metal ABC transporter permease [Micractinium conductrix]	KAI3431258.1 hypothetical protein D9Q98_004321 [Chlorella vulgaris]
OG0002522	PSC71950.1 50S ribosomal L22 [Micractinium conductrix]	KAI3431314.1 hypothetical protein D9Q98_004372 [Chlorella vulgaris]
OG0002523	PSC72001.1 mitotic checkpoint serine threonine-kinase BUB1 [Micractinium conductrix], PSC71993.1 mitotic checkpoint serine threonine-kinase BUB1 [Micractinium conductrix]	KAI3431264.1 hypothetical protein D9Q98_004326 [Chlorella vulgaris]
OG0002524	PSC72269.1 60S ribosomal L44 [Micractinium conductrix]	KAI3438140.1 hypothetical protein D9Q98_000581 [Chlorella vulgaris]
OG0002525	PSC75956.1 putative dimethyladenosine transferase [Micractinium conductrix]	KAI3428743.1 hypothetical protein D9Q98_007566 [Chlorella vulgaris]
OG0002526	PSC74980.1 ribosome-recycling chloroplastic [Micractinium conductrix]	KAI3429404.1 hypothetical protein D9Q98_005499 [Chlorella vulgaris]
OG0002527	PSC71192.1 WD-40 repeat-containing MSI1 [Micractinium conductrix]	KAI3438030.1 hypothetical protein D9Q98_000473 [Chlorella vulgaris]
OG0002529	PSC71103.1 CHROMATIN REMODELING 8 [Micractinium conductrix]	KAI3437981.1 hypothetical protein D9Q98_000425 [Chlorella vulgaris]
OG0002530	PSC71114.1 aarF domain-containing kinase 4 [Micractinium conductrix]	KAI3437965.1 hypothetical protein D9Q98_000409 [Chlorella vulgaris]
OG0002531	PSC75503.1 electron transporter heat shock binding [Micractinium conductrix]	KAI3428730.1 hypothetical protein D9Q98_007554 [Chlorella vulgaris]
OG0002532	PSC75479.1 thioredoxin-disulfide reductase [Micractinium conductrix]	KAI3428728.1 hypothetical protein D9Q98_007552 [Chlorella vulgaris]
OG0002533	PSC73978.1 beta-catenin 1 [Micractinium conductrix]	KAI3432595.1 hypothetical protein D9Q98_004143 [Chlorella vulgaris]
OG0002534	PSC70567.1 Dicarboxylate transporter chloroplastic [Micractinium conductrix]	KAI3432626.1 hypothetical protein D9Q98_004172 [Chlorella vulgaris]
OG0002535	PSC69701.1 formamidase isoform C [Micractinium conductrix]	KAI3435745.1 hypothetical protein D9Q98_001803 [Chlorella vulgaris]
OG0002536	PSC75812.1 26S protease regulatory subunit 6A-like protein [Micractinium conductrix]	KAI3428736.1 hypothetical protein D9Q98_007559 [Chlorella vulgaris]
OG0002537	PSC71026.1 cytochrome c heme lyase [Micractinium conductrix]	KAI3438034.1 hypothetical protein D9Q98_000477 [Chlorella vulgaris]
OG0002538	PSC71036.1 Replication factor C subunit 3 [Micractinium conductrix]	KAI3438016.1 hypothetical protein D9Q98_000459 [Chlorella vulgaris]
OG0002539	PSC75100.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B isoform A [Micractinium conductrix], PSC75101.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B isoform B [Micractinium conductrix]	KAI3429483.1 hypothetical protein D9Q98_005574 [Chlorella vulgaris]
OG0002540	PSC71344.1 hypothetical protein C2E20_5375 [Micractinium conductrix]	KAI3435887.1 hypothetical protein D9Q98_001945 [Chlorella vulgaris]
OG0002541	PSC68375.1 14-3-3 protein [Micractinium conductrix]	KAI3435773.1 hypothetical protein D9Q98_001831 [Chlorella vulgaris]
OG0002542	PSC68730.1 Long-chain-fatty-acid-ligase 15 isoform B [Micractinium conductrix], PSC68731.1 Long-chain-fatty-acid-ligase 15 isoform A [Micractinium conductrix]	KAI3431680.1 hypothetical protein D9Q98_004726 [Chlorella vulgaris]
OG0002543	PSC72286.1 asparagine synthase [Micractinium conductrix]	KAI3438337.1 hypothetical protein D9Q98_000770 [Chlorella vulgaris]
OG0002544	PSC70569.1 ADP_ATP carrier chloroplastic-like [Micractinium conductrix]	KAI3432366.1 hypothetical protein D9Q98_003923 [Chlorella vulgaris]
OG0002545	PSC73262.1 L-arabinokinase-like isoform X1 [Micractinium conductrix]	KAI3438984.1 hypothetical protein D9Q98_001398 [Chlorella vulgaris], KAI3438985.1 hypothetical protein D9Q98_001398 [Chlorella vulgaris]
OG0002546	PSC73530.1 ATP-dependent DNA helicase Q-like 4A [Micractinium conductrix]	KAI3432245.1 hypothetical protein D9Q98_003806 [Chlorella vulgaris]
OG0002547	PSC72163.1 30S ribosomal chloroplastic-like isoform X1 [Micractinium conductrix]	KAI3438236.1 hypothetical protein D9Q98_000673 [Chlorella vulgaris]
OG0002548	PSC72145.1 serine hydroxymethyltransferase 3 [Micractinium conductrix]	KAI3438327.1 hypothetical protein D9Q98_000761 [Chlorella vulgaris]
OG0002549	PSC72213.1 50S ribosomal L3 [Micractinium conductrix]	KAI3438229.1 hypothetical protein D9Q98_000666 [Chlorella vulgaris]
OG0002550	PSC70640.1 GTPase Der [Micractinium conductrix]	KAI3432686.1 hypothetical protein D9Q98_004229 [Chlorella vulgaris]
OG0002551	PSC70565.1 peptidyl-prolyl cis-trans isomerase CYP59 [Micractinium conductrix]	KAI3432364.1 hypothetical protein D9Q98_003921 [Chlorella vulgaris]
OG0002553	PSC76394.1 charged multivesicular body 5-like isoform A [Micractinium conductrix], PSC76395.1 charged multivesicular body 5-like isoform B [Micractinium conductrix]	KAI3438934.1 hypothetical protein D9Q98_001348 [Chlorella vulgaris]
OG0002554	PSC74225.1 DNA polymerase V [Micractinium conductrix]	KAI3432462.1 hypothetical protein D9Q98_004011 [Chlorella vulgaris]
OG0002555	PSC73366.1 Wee1 kinase isoform A [Micractinium conductrix], PSC73365.1 Wee1 kinase isoform B [Micractinium conductrix]	KAI3432278.1 hypothetical protein D9Q98_003838 [Chlorella vulgaris]
