Orthogroup	Micractinium_SAG24180	Chlorella_VariabilisNC64A
OG0003216	PSC73501.1 MAP kinase phosphatase 6 isoform A [Micractinium conductrix], PSC73500.1 MAP kinase phosphatase 6 isoform B [Micractinium conductrix]	XP_005844376.1 hypothetical protein CHLNCDRAFT_58960 [Chlorella variabilis]
OG0003217	PSC69693.1 Fibronectin-binding A domain [Micractinium conductrix]	XP_005846545.1 hypothetical protein CHLNCDRAFT_31860 [Chlorella variabilis]
OG0003218	PSC68372.1 26S proteasome non-ATPase regulatory subunit 7-like protein A-like [Micractinium conductrix]	XP_005846486.1 hypothetical protein CHLNCDRAFT_10776_ partial [Chlorella variabilis]
OG0003220	PSC76230.1 RNA-binding pno1-like [Micractinium conductrix]	XP_005845492.1 hypothetical protein CHLNCDRAFT_25917 [Chlorella variabilis]
OG0003221	PSC67951.1 Thioredoxin-dependent peroxide reductase [Micractinium conductrix], PSC67995.1 Thioredoxin-dependent peroxide reductase [Micractinium conductrix]	XP_005843746.1 hypothetical protein CHLNCDRAFT_139828 [Chlorella variabilis]
OG0003222	PSC76929.1 diflavin flavo A [Micractinium conductrix]	XP_005849474.1 hypothetical protein CHLNCDRAFT_142759 [Chlorella variabilis]
OG0003223	PSC76351.1 flavin oxidoreductase [Micractinium conductrix]	XP_005849742.1 hypothetical protein CHLNCDRAFT_57191 [Chlorella variabilis]
OG0003224	PSC75383.1 lifeguard 1 [Micractinium conductrix]	XP_005849487.1 hypothetical protein CHLNCDRAFT_50899 [Chlorella variabilis]
OG0003226	PSC72105.1 Pre-mRNA-splicing factor SYF1 [Micractinium conductrix]	XP_005847048.1 hypothetical protein CHLNCDRAFT_134697 [Chlorella variabilis]
OG0003227	PSC69930.1 putative Xaa-Pro aminopeptidase P [Micractinium conductrix]	XP_005847344.1 hypothetical protein CHLNCDRAFT_23797 [Chlorella variabilis]
OG0003230	PSC70627.1 ATP synthase subunit mitochondrial [Micractinium conductrix]	XP_005845642.1 hypothetical protein CHLNCDRAFT_32096 [Chlorella variabilis]
OG0003233	PSC71460.1 queuine tRNA-ribosyltransferase-like isoform X1 [Micractinium conductrix]	XP_005850924.1 hypothetical protein CHLNCDRAFT_140645 [Chlorella variabilis]
OG0003234	PSC69033.1 L-aspartate oxidase [Micractinium conductrix]	XP_005851039.1 hypothetical protein CHLNCDRAFT_19536_ partial [Chlorella variabilis]
OG0003235	PSC72776.1 nicotinate-nucleotide pyrophosphorylase [carboxylating] chloroplastic [Micractinium conductrix]	XP_005850991.1 hypothetical protein CHLNCDRAFT_19514 [Chlorella variabilis]
OG0003236	PSC67445.1 tRNA uridine 5-carboxymethylaminomethyl modification enzyme [Micractinium conductrix]	XP_005849237.1 hypothetical protein CHLNCDRAFT_30521_ partial [Chlorella variabilis]
OG0003237	PSC76785.1 type I [Micractinium conductrix]	XP_005849263.1 hypothetical protein CHLNCDRAFT_143524 [Chlorella variabilis]
OG0003238	PSC73178.1 DNA repair and recombination RAD54B isoform A [Micractinium conductrix], PSC73177.1 DNA repair and recombination RAD54B isoform B [Micractinium conductrix]	XP_005849368.1 hypothetical protein CHLNCDRAFT_143830 [Chlorella variabilis], XP_005849369.1 hypothetical protein CHLNCDRAFT_143831 [Chlorella variabilis]
OG0003239	PSC73023.1 family membrane [Micractinium conductrix]	XP_005849360.1 hypothetical protein CHLNCDRAFT_12433_ partial [Chlorella variabilis]
OG0003240	PSC76946.1 Formyltetrahydrofolate deformylase [Micractinium conductrix]	XP_005848691.1 hypothetical protein CHLNCDRAFT_48717 [Chlorella variabilis]
OG0003241	PSC71490.1 K_+_ efflux antiporter chloroplastic [Micractinium conductrix]	XP_005850590.1 hypothetical protein CHLNCDRAFT_56876 [Chlorella variabilis]
OG0003242	PSC71598.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Micractinium conductrix]	XP_005850887.1 hypothetical protein CHLNCDRAFT_140548 [Chlorella variabilis]
OG0003243	PSC72807.1 Deoxyhypusine synthase [Micractinium conductrix]	XP_005850683.1 hypothetical protein CHLNCDRAFT_19955 [Chlorella variabilis]
OG0003244	PSC72794.1 hypothetical protein C2E20_3989 [Micractinium conductrix]	XP_005850479.1 hypothetical protein CHLNCDRAFT_140272 [Chlorella variabilis]
OG0003246	PSC75003.1 kinesin BC2 isoform X3 [Micractinium conductrix]	XP_005851777.1 hypothetical protein CHLNCDRAFT_15412_ partial [Chlorella variabilis]
OG0003247	PSC76651.1 hypothetical protein C2E20_0670 [Micractinium conductrix]	XP_005845480.1 hypothetical protein CHLNCDRAFT_25985_ partial [Chlorella variabilis], XP_005845476.1 hypothetical protein CHLNCDRAFT_137142 [Chlorella variabilis]
OG0003248	PSC72859.1 glucosamine 6-phosphate N-acetyltransferase [Micractinium conductrix]	XP_005850481.1 hypothetical protein CHLNCDRAFT_56820 [Chlorella variabilis]
OG0003249	PSC72169.1 hypothetical protein C2E20_4472 [Micractinium conductrix]	XP_005846887.1 hypothetical protein CHLNCDRAFT_23959 [Chlorella variabilis]
OG0003250	PSC75527.1 splicing factor 3B subunit 3-like [Micractinium conductrix], PSC75463.1 splicing factor 3B subunit 3-like [Micractinium conductrix]	XP_005849840.1 hypothetical protein CHLNCDRAFT_56079 [Chlorella variabilis]
OG0003251	PSC67190.1 cryptochrome-1-like [Micractinium conductrix], PSC67921.1 cryptochrome-1-like isoform X1 [Micractinium conductrix]	XP_005843478.1 hypothetical protein CHLNCDRAFT_7260_ partial [Chlorella variabilis]
OG0003252	PSC73253.1 origin of replication complex subunit 1B-like [Micractinium conductrix]	XP_005844434.1 hypothetical protein CHLNCDRAFT_139139 [Chlorella variabilis]
OG0003253	PSC70371.1 RNA binding [Micractinium conductrix]	XP_005848485.1 hypothetical protein CHLNCDRAFT_35116 [Chlorella variabilis]
OG0003254	PSC71487.1 pantothenate kinase-like [Micractinium conductrix]	XP_005850909.1 hypothetical protein CHLNCDRAFT_19893 [Chlorella variabilis]
OG0003255	PSC73281.1 glutathione S-transferase [Micractinium conductrix], PSC73230.1 glutathione S-transferase [Micractinium conductrix]	XP_005845006.1 hypothetical protein CHLNCDRAFT_54240 [Chlorella variabilis]
OG0003256	PSC73005.1 HD repeat domain-containing [Micractinium conductrix]	XP_005845389.1 hypothetical protein CHLNCDRAFT_25996 [Chlorella variabilis]
OG0003257	PSC76670.1 nudix hydrolase mitochondrial-like [Micractinium conductrix]	XP_005851581.1 hypothetical protein CHLNCDRAFT_33911 [Chlorella variabilis]
OG0003258	PSC70916.1 ubiquitin carboxyl-terminal hydrolase isozyme L3 [Micractinium conductrix]	XP_005847439.1 hypothetical protein CHLNCDRAFT_35608 [Chlorella variabilis]
OG0003258	PSC70982.1 ubiquitin carboxyl-terminal hydrolase family [Micractinium conductrix]	XP_005847440.1 expressed protein [Chlorella variabilis]
OG0003259	PSC67754.1 60S ribosomal L23A [Micractinium conductrix]	XP_005844163.1 hypothetical protein CHLNCDRAFT_139288 [Chlorella variabilis]
OG0003260	PSC69481.1 retinoblastoma [Micractinium conductrix]	XP_005847938.1 hypothetical protein CHLNCDRAFT_52070 [Chlorella variabilis], XP_005847939.1 expressed protein [Chlorella variabilis]
OG0003261	PSC67632.1 hypothetical protein C2E20_8713 [Micractinium conductrix]	XP_005845951.1 hypothetical protein CHLNCDRAFT_14586_ partial [Chlorella variabilis]
OG0003262	PSC75333.1 Endonuclease exonuclease phosphatase family isoform A [Micractinium conductrix], PSC75334.1 Endonuclease exonuclease phosphatase family isoform B [Micractinium conductrix]	XP_005850471.1 hypothetical protein CHLNCDRAFT_57159 [Chlorella variabilis]
OG0003263	PSC67213.1 vacuolar sorting-associated 8-like protein isoform X1 [Micractinium conductrix], PSC67185.1 vacuolar sorting-associated 8-like protein isoform X1 [Micractinium conductrix]	XP_005848797.1 hypothetical protein CHLNCDRAFT_144060 [Chlorella variabilis]
OG0003265	PSC68652.1 hypothetical protein C2E20_7837 [Micractinium conductrix], PSC68640.1 ABC transporter [Micractinium conductrix]	XP_005843310.1 hypothetical protein CHLNCDRAFT_55220 [Chlorella variabilis]
OG0003266	PSC70684.1 hypothetical protein C2E20_5787 [Micractinium conductrix], PSC70685.1 hypothetical protein C2E20_5787 [Micractinium conductrix]	XP_005842952.1 hypothetical protein CHLNCDRAFT_55513 [Chlorella variabilis]
OG0003267	PSC74510.1 ribosomal L11 methyltransferase isoform B [Micractinium conductrix], PSC74509.1 ribosomal L11 methyltransferase isoform A [Micractinium conductrix]	XP_005843690.1 hypothetical protein CHLNCDRAFT_59200 [Chlorella variabilis]
OG0003268	PSC69570.1 26S proteasome regulatory subunit [Micractinium conductrix]	XP_005848114.1 hypothetical protein CHLNCDRAFT_145416 [Chlorella variabilis]
OG0003269	PSC71790.1 solute carrier family 11 member 1 [Micractinium conductrix]	XP_005844677.1 hypothetical protein CHLNCDRAFT_138581 [Chlorella variabilis], XP_005844757.1 hypothetical protein CHLNCDRAFT_58790 [Chlorella variabilis]
OG0003270	PSC67217.1 ubiquitin-ligase [Micractinium conductrix], PSC71796.1 E3 ubiquitin-ligase UBR3 isoform B [Micractinium conductrix], PSC71795.1 E3 ubiquitin-ligase UBR3 isoform A [Micractinium conductrix]	XP_005844745.1 hypothetical protein CHLNCDRAFT_58780 [Chlorella variabilis]
OG0003271	PSC76067.1 Papilin [Micractinium conductrix]	XP_005850580.1 hypothetical protein CHLNCDRAFT_19946_ partial [Chlorella variabilis]
OG0003272	PSC75302.1 SDR family oxidoreductase [Micractinium conductrix]	XP_005846596.1 hypothetical protein CHLNCDRAFT_135181 [Chlorella variabilis]
OG0003273	PSC74044.1 short-chain dehydrogenase [Micractinium conductrix]	XP_005845555.1 hypothetical protein CHLNCDRAFT_136710 [Chlorella variabilis]
OG0003276	PSC69224.1 hypothetical protein C2E20_7189 [Micractinium conductrix], PSC69239.1 hypothetical protein C2E20_7188 isoform A [Micractinium conductrix], PSC69240.1 hypothetical protein C2E20_7188 isoform B [Micractinium conductrix]	XP_005843218.1 hypothetical protein CHLNCDRAFT_55281 [Chlorella variabilis]
OG0003277	PSC69199.1 glutamine amidotransferase isoform B [Micractinium conductrix], PSC69200.1 glutamine amidotransferase isoform A [Micractinium conductrix]	XP_005843243.1 hypothetical protein CHLNCDRAFT_141349 [Chlorella variabilis], XP_005843291.1 hypothetical protein CHLNCDRAFT_141352 [Chlorella variabilis]
OG0003278	PSC69362.1 hypothetical protein C2E20_7101 [Micractinium conductrix]	XP_005846768.1 hypothetical protein CHLNCDRAFT_52984 [Chlorella variabilis]
OG0003279	PSC67736.1 glycosyl transferase [Micractinium conductrix]	XP_005844247.1 hypothetical protein CHLNCDRAFT_139284 [Chlorella variabilis]
OG0003280	PSC68382.1 mediator of RNA polymerase II transcription subunit 4 [Micractinium conductrix], PSC71139.1 Kelch 8 [Micractinium conductrix]	XP_005849417.1 hypothetical protein CHLNCDRAFT_143939 [Chlorella variabilis], XP_005849971.1 expressed protein [Chlorella variabilis], XP_005846495.1 hypothetical protein CHLNCDRAFT_53218 [Chlorella variabilis]
OG0003282	PSC73270.1 hypothetical protein C2E20_3539 [Micractinium conductrix]	XP_005845005.1 hypothetical protein CHLNCDRAFT_138459 [Chlorella variabilis]
OG0003283	PSC72008.1 5-formyltetrahydrofolate cyclo-ligase [Micractinium conductrix]	XP_005845982.1 hypothetical protein CHLNCDRAFT_136024 [Chlorella variabilis]
OG0003284	PSC69945.1 GNAT family N-acetyltransferase [Micractinium conductrix]	XP_005849311.1 hypothetical protein CHLNCDRAFT_143647 [Chlorella variabilis], XP_005847518.1 expressed protein [Chlorella variabilis]
OG0003285	PSC70832.1 6-phosphofructo-2-kinase fructose-2_6-bisphosphatase-like isoform X2 [Micractinium conductrix]	XP_005847421.1 hypothetical protein CHLNCDRAFT_134300 [Chlorella variabilis]
OG0003286	PSC70905.1 2_4-dihydroxyhept-2-ene-1_7-dioic acid aldolase [Micractinium conductrix]	XP_005847275.1 hypothetical protein CHLNCDRAFT_134309 [Chlorella variabilis]
OG0003287	PSC70986.1 mediator of RNA polymerase II transcription subunit 14 isoform B [Micractinium conductrix], PSC70987.1 mediator of RNA polymerase II transcription subunit 14 isoform A [Micractinium conductrix]	XP_005847281.1 hypothetical protein CHLNCDRAFT_134324 [Chlorella variabilis]
OG0003288	PSC70318.1 hypothetical protein C2E20_6217 [Micractinium conductrix]	XP_005848313.1 hypothetical protein CHLNCDRAFT_22194 [Chlorella variabilis]
OG0003290	PSC70376.1 hypothetical protein C2E20_6102 [Micractinium conductrix]	XP_005848443.1 hypothetical protein CHLNCDRAFT_144809 [Chlorella variabilis]
OG0003291	PSC70387.1 deoxyribodipyrimidine photo-lyase [Micractinium conductrix]	XP_005848323.1 hypothetical protein CHLNCDRAFT_51884 [Chlorella variabilis]
OG0003292	PSC70370.1 putative anion transporter chloroplastic [Micractinium conductrix]	XP_005848260.1 hypothetical protein CHLNCDRAFT_144840 [Chlorella variabilis]
OG0003293	PSC70353.1 serine threonine kinase isoform C [Micractinium conductrix]	XP_005850090.1 hypothetical protein CHLNCDRAFT_142147 [Chlorella variabilis], XP_005845391.1 hypothetical protein CHLNCDRAFT_136932 [Chlorella variabilis]
OG0003293	PSC70352.1 serine threonine kinase isoform B [Micractinium conductrix], PSC70354.1 serine threonine kinase isoform A [Micractinium conductrix]	XP_005848484.1 hypothetical protein CHLNCDRAFT_144919 [Chlorella variabilis]
OG0003294	PSC70913.1 carbohydrate kinase [Micractinium conductrix]	XP_005848369.1 hypothetical protein CHLNCDRAFT_145121 [Chlorella variabilis], XP_005848372.1 hypothetical protein CHLNCDRAFT_145125 [Chlorella variabilis], XP_005848370.1 hypothetical protein CHLNCDRAFT_57678 [Chlorella variabilis]
OG0003295	PSC68619.1 partner of Y14 and mago isoform B [Micractinium conductrix], PSC68618.1 partner of Y14 and mago isoform A [Micractinium conductrix]	XP_005845240.1 hypothetical protein CHLNCDRAFT_137518 [Chlorella variabilis]
OG0003296	PSC73924.1 heme peroxidase-related [Micractinium conductrix]	XP_005846657.1 hypothetical protein CHLNCDRAFT_53041 [Chlorella variabilis]
OG0003297	PSC72468.1 L-ascorbate oxidase-like [Micractinium conductrix], PSC72452.1 DNA-directed RNA polymerase III subunit RPC5 [Micractinium conductrix]	XP_005851405.1 hypothetical protein CHLNCDRAFT_137662 [Chlorella variabilis]
OG0003298	PSC75426.1 hypothetical protein C2E20_1072 [Micractinium conductrix], PSC70996.1 serine threonine-kinase [Micractinium conductrix], PSC70840.1 LRR receptor-like serine threonine-kinase GSO1 [Micractinium conductrix]	XP_005843510.1 hypothetical protein CHLNCDRAFT_141046 [Chlorella variabilis]
OG0003299	PSC76243.1 Ran-binding 10 [Micractinium conductrix]	XP_005848915.1 hypothetical protein CHLNCDRAFT_144348 [Chlorella variabilis]
OG0003300	PSC75254.1 Nucleolysin TIAR isoform B [Micractinium conductrix], PSC75253.1 Nucleolysin TIAR isoform A [Micractinium conductrix]	XP_005848645.1 hypothetical protein CHLNCDRAFT_144190 [Chlorella variabilis]
OG0003301	PSC71592.1 putative aarF domain-containing kinase 1 [Micractinium conductrix]	XP_005850659.1 hypothetical protein CHLNCDRAFT_140686 [Chlorella variabilis]
OG0003303	PSC70709.1 UDP-Glycosyltransferase superfamily [Micractinium conductrix]	XP_005847903.1 hypothetical protein CHLNCDRAFT_22681 [Chlorella variabilis]
OG0003305	PSC72322.1 U2 snRNP-associated SURP motif-containing [Micractinium conductrix]	XP_005842668.1 hypothetical protein CHLNCDRAFT_16014_ partial [Chlorella variabilis], XP_005846876.1 hypothetical protein CHLNCDRAFT_134709_ partial [Chlorella variabilis]
OG0003306	PSC76460.1 histone H3 [Micractinium conductrix]	XP_005849450.1 hypothetical protein CHLNCDRAFT_20902 [Chlorella variabilis], XP_005849451.1 hypothetical protein CHLNCDRAFT_20865_ partial [Chlorella variabilis]
OG0003307	PSC72219.1 alkylated DNA repair alkB-like protein 8 [Micractinium conductrix]	XP_005846930.1 hypothetical protein CHLNCDRAFT_12006_ partial [Chlorella variabilis]
OG0003308	PSC74586.1 Tetratricopeptide repeat [Micractinium conductrix]	XP_005847209.1 hypothetical protein CHLNCDRAFT_135026 [Chlorella variabilis]
OG0003309	PSC76438.1 hypothetical protein C2E20_0265 [Micractinium conductrix]	XP_005851301.1 hypothetical protein CHLNCDRAFT_138123 [Chlorella variabilis]
OG0003310	PSC69679.1 serine threonine-phosphatase 4 regulatory subunit 2 [Micractinium conductrix], PSC69578.1 mediator of RNA polymerase II transcription subunit 12 [Micractinium conductrix]	XP_005846521.1 hypothetical protein CHLNCDRAFT_135782 [Chlorella variabilis]
OG0003311	PSC76260.1 ABC transporter permease [Micractinium conductrix], PSC76218.1 hypothetical protein C2E20_0785 [Micractinium conductrix], PSC76219.1 hypothetical protein C2E20_0785 [Micractinium conductrix]	XP_005845413.1 hypothetical protein CHLNCDRAFT_58600 [Chlorella variabilis]
OG0003312	PSC71232.1 Lipoxygenase homology domain-containing [Micractinium conductrix]	XP_005846250.1 hypothetical protein CHLNCDRAFT_135546 [Chlorella variabilis]
OG0003313	PSC71240.1 Muniscin C-terminal mu homology domain-containing [Micractinium conductrix]	XP_005846287.1 hypothetical protein CHLNCDRAFT_135634 [Chlorella variabilis]
OG0003314	PSC69669.1 cytochrome chloroplast precursor [Micractinium conductrix]	XP_005846529.1 hypothetical protein CHLNCDRAFT_17921_ partial [Chlorella variabilis]
OG0003314	PSC69684.1 Tubulin-folding cofactor A [Micractinium conductrix]	XP_005846372.1 hypothetical protein CHLNCDRAFT_15558_ partial [Chlorella variabilis]
OG0003315	PSC69336.1 acid phosphatase Vanadium-dependent haloperoxidase [Micractinium conductrix], PSC76017.1 acid phosphatase Vanadium-dependent haloperoxidase [Micractinium conductrix]	XP_005843018.1 hypothetical protein CHLNCDRAFT_141692 [Chlorella variabilis]
OG0003316	PSC68473.1 RNA polymerase sigma24 factor [Micractinium conductrix], PSC68458.1 RNA polymerase sigma24 factor [Micractinium conductrix]	XP_005851712.1 hypothetical protein CHLNCDRAFT_49399 [Chlorella variabilis]
OG0003317	PSC75040.1 apoptotic chromatin condensation inducer in the nucleus [Micractinium conductrix]	XP_005851768.1 hypothetical protein CHLNCDRAFT_56500 [Chlorella variabilis]
OG0003318	PSC74219.1 transmembrane 230 [Micractinium conductrix]	XP_005851934.1 hypothetical protein CHLNCDRAFT_133589 [Chlorella variabilis]
OG0003320	PSC70516.1 ribonuclease H2 subunit C isoform B [Micractinium conductrix], PSC70517.1 ribonuclease H2 subunit C isoform A [Micractinium conductrix]	XP_005848823.1 hypothetical protein CHLNCDRAFT_144129 [Chlorella variabilis]
OG0003321	PSC73982.1 Alpha_alpha-trehalose-phosphate synthase [UDP-forming] 1 [Micractinium conductrix]	XP_005843591.1 hypothetical protein CHLNCDRAFT_37352 [Chlorella variabilis]
OG0003322	PSC74111.1 hypothetical protein C2E20_2565 [Micractinium conductrix], PSC68769.1 thiamine phosphate synthase isoform B [Micractinium conductrix], PSC68768.1 thiamine phosphate synthase isoform A [Micractinium conductrix]	XP_005851549.1 hypothetical protein CHLNCDRAFT_138010 [Chlorella variabilis]
OG0003324	PSC76144.1 hypothetical protein C2E20_0744 [Micractinium conductrix]	XP_005845430.1 hypothetical protein CHLNCDRAFT_137046 [Chlorella variabilis]
OG0003324	PSC68217.1 hypothetical protein C2E20_8179 [Micractinium conductrix], PSC69179.1 hypothetical protein C2E20_7335 [Micractinium conductrix], PSC69178.1 hypothetical protein C2E20_7335 [Micractinium conductrix]	XP_005843686.1 hypothetical protein CHLNCDRAFT_140093 [Chlorella variabilis], XP_005843687.1 hypothetical protein CHLNCDRAFT_55043 [Chlorella variabilis]
