Orthogroup	Micractinium_SAG24180	Chlorella_Sorokiniana1602
OG0003886	PSC68241.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Micractinium conductrix]	PRW58287.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial-like [Chlorella sorokiniana]
OG0003887	PSC72592.1 ATP binding [Micractinium conductrix]	PRW56811.1 ATP binding kinase [Chlorella sorokiniana]
OG0003888	PSC74785.1 pectin lyase [Micractinium conductrix]	PRW57722.1 30S ribosomal S18 [Chlorella sorokiniana]
OG0003889	PSC72409.1 transcription initiation factor TFIID subunit 15-like [Micractinium conductrix]	PRW56407.1 RNA-binding cabeza [Chlorella sorokiniana]
OG0003890	PSC73700.1 PAB-dependent poly_A_-specific ribonuclease subunit 3 [Micractinium conductrix]	PRW58104.1 PAB-dependent poly_A_-specific ribonuclease subunit 3 [Chlorella sorokiniana]
OG0003891	PSC70621.1 pre-rRNA-processing TSR2-like protein [Micractinium conductrix]	PRW61414.1 pre-rRNA-processing TSR2 isoform X1 [Chlorella sorokiniana]
OG0003892	PSC71991.1 Cold shock domain-containing [Micractinium conductrix]	PRW39129.1 cold shock domain-containing E1 [Chlorella sorokiniana]
OG0003893	PSC69355.1 tRNA-splicing endonuclease subunit Sen54 [Micractinium conductrix]	PRW45365.1 tRNA-splicing endonuclease subunit Sen54 [Chlorella sorokiniana]
OG0003894	PSC70827.1 coiled-coil domain-containing 94-like protein isoform B [Micractinium conductrix], PSC70828.1 coiled-coil domain-containing 94-like protein isoform A [Micractinium conductrix]	PRW44495.1 Zn-finger CCCH type isoform A [Chlorella sorokiniana], PRW44494.1 Zn-finger CCCH type isoform B [Chlorella sorokiniana]
OG0003895	PSC68005.1 DEAD-box ATP-dependent RNA helicase 1 [Micractinium conductrix]	PRW20487.1 DEAD-box ATP-dependent RNA helicase 1 isoform X1 [Chlorella sorokiniana]
OG0003896	PSC69848.1 hypothetical protein C2E20_6606 [Micractinium conductrix]	PRW44252.1 hypothetical protein C2E21_6597 [Chlorella sorokiniana]
OG0003897	PSC69865.1 methyltransferase 16 isoform X1 [Micractinium conductrix]	PRW44526.1 methyltransferase 16 isoform X2 isoform B [Chlorella sorokiniana], PRW44527.1 methyltransferase 16 isoform X2 isoform A [Chlorella sorokiniana]
OG0003898	PSC69940.1 major facilitator superfamily [Micractinium conductrix]	PRW44509.1 major facilitator superfamily [Chlorella sorokiniana]
OG0003900	PSC70007.1 fanciful K+ uptake-b family transporter [Micractinium conductrix]	PRW20460.1 fanciful K+ uptake-b family transporter [Chlorella sorokiniana]
OG0003901	PSC68246.1 gamma-glutamyltransferase 5 [Micractinium conductrix], PSC68298.1 hypothetical protein C2E20_8142 [Micractinium conductrix], PSC75521.1 hypothetical protein C2E20_1298 [Micractinium conductrix]	PRW50965.1 hypothetical protein C2E21_5465 [Chlorella sorokiniana]
OG0003902	PSC70023.1 THO complex subunit 7B-like isoform B [Micractinium conductrix], PSC70022.1 THO complex subunit 7B-like isoform A [Micractinium conductrix]	PRW20530.1 THO complex subunit 7B-like [Chlorella sorokiniana]
OG0003903	PSC69843.1 aspartyl glutamyl-tRNA amidotransferase subunit B [Micractinium conductrix]	PRW44591.1 hypothetical protein C2E21_6621 [Chlorella sorokiniana]
OG0003905	PSC76053.1 Cell division protease ftsH isoform 1 [Micractinium conductrix]	PRW58901.1 endoribonuclease Dicer-like protein 1 [Chlorella sorokiniana]
OG0003906	PSC73492.1 photosystem I reaction center subunit IV [Micractinium conductrix]	PRW61312.1 photosystem I reaction center subunit IV [Chlorella sorokiniana]
OG0003908	PSC70998.1 zinc finger _C3HC4 RING finger_ [Micractinium conductrix]	PRW44310.1 BRCA1-associated RING domain 1-like [Chlorella sorokiniana]
OG0003909	PSC73057.1 mitochondrial import inner membrane translocase subunit TIM14-1 [Micractinium conductrix]	PRW57663.1 Mitochondrial import inner membrane translocase subunit TIM14 [Chlorella sorokiniana]
OG0003910	PSC73027.1 Ubiquitin-conjugating enzyme E2 5 isoform B [Micractinium conductrix]	PRW58071.1 Ubiquitin-conjugating enzyme E2 5 [Chlorella sorokiniana]
OG0003911	PSC73176.1 RING finger and CHY zinc finger domain-containing 1 [Micractinium conductrix]	PRW57897.1 RING finger and CHY zinc finger domain-containing 1 [Chlorella sorokiniana]
OG0003913	PSC75252.1 UBX domain-containing 6 [Micractinium conductrix]	PRW59236.1 UBX domain-containing 6 [Chlorella sorokiniana]
OG0003914	PSC73071.1 chromatin modification-related MEAF6 isoform B [Micractinium conductrix], PSC73070.1 chromatin modification-related MEAF6 isoform A [Micractinium conductrix]	PRW57873.1 chromatin modification-related MEAF6-like isoform X2 [Chlorella sorokiniana]
OG0003915	PSC75472.1 50S ribosomal L31_ chloroplastic-like [Micractinium conductrix]	PRW50813.1 50S ribosomal chloroplastic [Chlorella sorokiniana]
OG0003917	PSC74258.1 nitric oxide synthase [Micractinium conductrix]	PRW61609.1 NO-associated chloroplastic mitochondrial [Chlorella sorokiniana]
OG0003918	PSC74294.1 tetratricopeptide repeat 14-like [Micractinium conductrix]	PRW61117.1 tetratricopeptide repeat 14-like protein [Chlorella sorokiniana]
OG0003919	PSC76306.1 hydroxymethylglutaryl-synthase [Micractinium conductrix]	PRW58117.1 hydroxymethylglutaryl- synthase-like [Chlorella sorokiniana]
OG0003920	PSC75219.1 ribosome biogenesis BRX1-like [Micractinium conductrix]	PRW61420.1 Ribosome biogenesis brx1 [Chlorella sorokiniana]
OG0003921	PSC73271.1 anthranilate phosphoribosyltransferase [Micractinium conductrix]	PRW61048.1 anthranilate phosphoribosyltransferase [Chlorella sorokiniana]
OG0003922	PSC74350.1 putative UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase SPINDLY [Micractinium conductrix]	PRW61194.1 putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY [Chlorella sorokiniana]
OG0003923	PSC76948.1 50S ribosomal L9 [Micractinium conductrix]	PRW59565.1 50S ribosomal L9 [Chlorella sorokiniana]
OG0003924	PSC76185.1 developmentally-regulated G-2 [Micractinium conductrix]	PRW59785.1 developmentally-regulated G- 2 [Chlorella sorokiniana]
OG0003925	PSC72824.1 SOUL heme-binding [Micractinium conductrix]	PRW56719.1 SOUL heme-binding [Chlorella sorokiniana]
OG0003926	PSC72760.1 hypothetical protein C2E20_3943 [Micractinium conductrix]	PRW56620.1 Serine threonine- kinase CTR1 isoform B [Chlorella sorokiniana], PRW56621.1 Serine threonine- kinase CTR1 isoform A [Chlorella sorokiniana]
OG0003927	PSC76997.1 LRR receptor-like kinase family [Micractinium conductrix]	PRW56778.1 TBC1 domain family member 8B-like [Chlorella sorokiniana], PRW56681.1 Leucine-rich repeat-containing 40 [Chlorella sorokiniana]
OG0003928	PSC76675.1 hypothetical protein C2E20_0643 [Micractinium conductrix]	PRW59974.1 RNA binding [Chlorella sorokiniana]
OG0003929	PSC71115.1 asparagine synthase _glutamine-hydrolyzing_ [Micractinium conductrix]	PRW60144.1 asparagine synthetase-related [Chlorella sorokiniana]
OG0003930	PSC71206.1 trimethylguanosine synthase [Micractinium conductrix]	PRW59904.1 trimethylguanosine synthase [Chlorella sorokiniana]
OG0003931	PSC71552.1 NAD+ synthase _glutamine-hydrolysing_ [Micractinium conductrix], PSC71558.1 NAD+ synthase _glutamine-hydrolysing_ [Micractinium conductrix]	PRW56484.1 chaperonin [Chlorella sorokiniana]
OG0003933	PSC72906.1 transport SFT2-like [Micractinium conductrix]	PRW56435.1 transport SFT2-like [Chlorella sorokiniana]
OG0003934	PSC71102.1 peregrin isoform X2 [Micractinium conductrix]	PRW60114.1 peregrin isoform X1 [Chlorella sorokiniana]
OG0003935	PSC76417.1 flagellar associated [Micractinium conductrix]	PRW59915.1 flagellar associated isoform B [Chlorella sorokiniana], PRW59914.1 flagellar associated isoform A [Chlorella sorokiniana]
OG0003937	PSC69942.1 Triose-phosphate transporter domain isoform B [Micractinium conductrix], PSC69943.1 Triose-phosphate transporter domain isoform A [Micractinium conductrix]	PRW44522.1 Triose-phosphate transporter domain [Chlorella sorokiniana]
OG0003938	PSC68550.1 E3 ubiquitin-ligase synoviolin [Micractinium conductrix]	PRW60538.1 hypothetical protein C2E21_1293 [Chlorella sorokiniana], PRW60537.1 hypothetical protein C2E21_1293 [Chlorella sorokiniana]
OG0003939	PSC70729.1 ENTH VHS [Micractinium conductrix]	PRW57523.1 ENTH VHS [Chlorella sorokiniana]
OG0003940	PSC74140.1 mago nashi-like protein [Micractinium conductrix]	PRW60678.1 mago nashi-like protein [Chlorella sorokiniana]
OG0003941	PSC68495.1 Golgi SNAP receptor complex member 1-2 [Micractinium conductrix], PSC68494.1 Charged multivesicular body 1 [Micractinium conductrix]	PRW60494.1 Golgi SNAP receptor complex member 1-2 [Chlorella sorokiniana]
OG0003942	PSC70735.1 peptidase S41 family [Micractinium conductrix]	PRW57137.1 peptidase S41 family [Chlorella sorokiniana]
OG0003943	PSC68534.1 hypothetical protein C2E20_7868 [Micractinium conductrix]	PRW60226.1 hypothetical protein C2E21_1305 [Chlorella sorokiniana]
OG0003945	PSC76995.1 SAM-dependent methyltransferase [Micractinium conductrix]	PRW33967.1 O- family 3 [Chlorella sorokiniana]
OG0003946	PSC74209.1 Cyclin family isoform 1 [Micractinium conductrix]	PRW60769.1 cyclin-C1-2 [Chlorella sorokiniana], PRW60744.1 cyclin-C1-2 [Chlorella sorokiniana]
OG0003947	PSC68774.1 WW domain-binding 11 [Micractinium conductrix]	PRW20667.1 basic proline-rich -like [Chlorella sorokiniana]
OG0003948	PSC74091.1 TIC chloroplastic [Micractinium conductrix]	PRW60476.1 TIC chloroplastic [Chlorella sorokiniana]
OG0003949	PSC74194.1 60s acidic ribosomal P1 [Micractinium conductrix]	PRW60291.1 regulator of chromosome condensation RCC1 [Chlorella sorokiniana]
OG0003951	PSC70744.1 peroxisome biogenesis 6 [Micractinium conductrix]	PRW21077.1 peroxisome biogenesis 6 [Chlorella sorokiniana]
OG0003952	PSC70844.1 hypothetical protein C2E20_5686 [Micractinium conductrix]	PRW60089.1 hypothetical protein C2E21_1984 [Chlorella sorokiniana]
OG0003953	PSC76377.1 hypothetical protein C2E20_0552 [Micractinium conductrix]	PRW51121.1 hypothetical protein C2E21_5514 [Chlorella sorokiniana]
OG0003955	PSC71197.1 transcription initiation factor IIF subunit beta [Micractinium conductrix]	PRW57406.1 transcription initiation factor IIF subunit beta [Chlorella sorokiniana]
OG0003956	PSC75774.1 hypothetical protein C2E20_1262 [Micractinium conductrix]	PRW58883.1 hypothetical protein C2E21_2440 [Chlorella sorokiniana]
OG0003956	PSC74638.1 DNA-3-methyladenine glycosylase [Micractinium conductrix]	PRW57944.1 late embryogenesis abundant 76 _LEA 76_ isoform B [Chlorella sorokiniana], PRW57943.1 late embryogenesis abundant 76 _LEA 76_ isoform A [Chlorella sorokiniana]
OG0003958	PSC74922.1 putative rRNA-processing EBP2-like protein [Micractinium conductrix]	PRW33635.1 putative rRNA-processing EBP2-like protein [Chlorella sorokiniana]
OG0003959	PSC71431.1 condensin complex subunit 3 [Micractinium conductrix]	PRW59671.1 ARM repeat superfamily isoform 1 [Chlorella sorokiniana]
OG0003960	PSC69818.1 L-asparaginase 1 [Micractinium conductrix]	PRW56711.1 cytoplasmic asparaginase I [Chlorella sorokiniana]
OG0003961	PSC71427.1 ATP synthase mitochondrial F1 complex assembly factor 2 [Micractinium conductrix]	PRW59691.1 ATP synthase mitochondrial F1 complex assembly factor 2 [Chlorella sorokiniana]
OG0003962	PSC67463.1 hypothetical protein C2E20_8855 [Micractinium conductrix]	PRW56148.1 hypothetical protein C2E21_4887 [Chlorella sorokiniana]
OG0003963	PSC74742.1 Methylcrotonoyl-carboxylase subunit mitochondrial [Micractinium conductrix]	PRW60978.1 Methylcrotonoyl- carboxylase subunit mitochondrial [Chlorella sorokiniana]
OG0003965	PSC69791.1 Eukaryotic initiation factor iso-4F subunit p82-34 [Micractinium conductrix]	PRW56412.1 eukaryotic initiation factor [Chlorella sorokiniana]
OG0003966	PSC77062.1 hypothetical protein C2E20_0521 [Micractinium conductrix]	PRW59431.1 thioredoxin family [Chlorella sorokiniana]
OG0003967	PSC71510.1 sulfotransferase [Micractinium conductrix]	PRW56323.1 sulfotransferase [Chlorella sorokiniana]
OG0003968	PSC74653.1 hypothetical protein C2E20_2385 [Micractinium conductrix]	PRW61256.1 NEOXANTHIN-DEFICIENT 1-like isoform X1 [Chlorella sorokiniana]
OG0003969	PSC71258.1 Lipoxygenase y domain-containing 1 [Micractinium conductrix]	PRW59734.1 Lipoxygenase y domain-containing 1 [Chlorella sorokiniana]
OG0003970	PSC76870.1 Serine threonine kinase [Micractinium conductrix]	PRW58908.1 flagellar associated [Chlorella sorokiniana]
OG0003971	PSC71396.1 ferredoxin-thioredoxin reductase catalytic chloroplastic [Micractinium conductrix]	PRW59656.1 Ferredoxin-thioredoxin reductase catalytic chloroplastic [Chlorella sorokiniana]
OG0003972	PSC70985.1 short-chain dehydrogenase [Micractinium conductrix]	PRW45034.1 short-chain dehydrogenase [Chlorella sorokiniana]
OG0003973	PSC70888.1 trafficking particle complex subunit 4-like [Micractinium conductrix]	PRW45237.1 trafficking particle complex subunit 4 [Chlorella sorokiniana]
OG0003974	PSC70185.1 hypothetical protein C2E20_6264 [Micractinium conductrix]	PRW20442.1 fiber Fb15 isoform B [Chlorella sorokiniana], PRW20441.1 fiber Fb15 isoform A [Chlorella sorokiniana]
OG0003975	PSC71395.1 hypothetical protein C2E20_5367 [Micractinium conductrix]	PRW59807.1 hypothetical protein C2E21_1565 [Chlorella sorokiniana]
OG0003976	PSC69769.1 FLUORESCENT IN BLUE chloroplastic [Micractinium conductrix]	PRW56470.1 FLU chloroplast alternative spliced version l-FLP [Chlorella sorokiniana]
OG0003978	PSC70229.1 plant F21F14-40 [Micractinium conductrix]	PRW20444.1 plant F21F14-40 [Chlorella sorokiniana]
OG0003979	PSC69831.1 Ankyrin repeat and zinc finger domain-containing 1 [Micractinium conductrix]	PRW56664.1 Ankyrin repeat and zinc finger domain-containing 1 [Chlorella sorokiniana]
OG0003980	PSC71442.1 thioredoxin chloroplastic [Micractinium conductrix]	PRW60095.1 thioredoxin chloroplastic [Chlorella sorokiniana]
OG0003981	PSC71373.1 FACT complex subunit SSRP1 [Micractinium conductrix]	PRW59998.1 FACT complex subunit SSRP1 [Chlorella sorokiniana]
OG0003983	PSC68046.1 ABC transporter G family member 28-like [Micractinium conductrix]	PRW44993.1 ABC transporter G family member 28 [Chlorella sorokiniana]
OG0003984	PSC69780.1 pre translocase secY subunit [Micractinium conductrix]	PRW56834.1 Pre translocase subunit chloroplastic [Chlorella sorokiniana]
OG0003985	PSC67461.1 hypothetical protein C2E20_8854 [Micractinium conductrix]	PRW56147.1 putative magnesium transporter NIPA4 [Chlorella sorokiniana]
OG0003986	PSC73040.1 hypothetical protein C2E20_3653 [Micractinium conductrix]	PRW57901.1 hypothetical protein C2E21_3473 [Chlorella sorokiniana]
OG0003987	PSC74765.1 Methylglutaconyl-mitochondrial [Micractinium conductrix]	PRW61605.1 enoyl- hydratase [Chlorella sorokiniana]
OG0003988	PSC69715.1 ATP-dependent DNA helicase Q-like 5 [Micractinium conductrix]	PRW59378.1 ATP-dependent DNA helicase Q-like 5 [Chlorella sorokiniana]
OG0003989	PSC74712.1 MEKHLA domain-containing [Micractinium conductrix]	PRW20317.1 MEKHLA domain-containing isoform B [Chlorella sorokiniana], PRW20316.1 MEKHLA domain-containing isoform A [Chlorella sorokiniana]
OG0003990	PSC75013.1 V-type proton ATPase subunit E2-like [Micractinium conductrix]	PRW33682.1 vacuolar ATP synthase subunit E [Chlorella sorokiniana]
OG0003991	PSC69759.1 acetyl-carboxylase biotin carboxyl carrier subunit [Micractinium conductrix]	PRW56609.1 acetyl- biotin carboxyl carrier [Chlorella sorokiniana]
OG0003992	PSC71312.1 ACT domain-containing ACR9-like [Micractinium conductrix]	PRW59744.1 ACT domain-containing ACR10 isoform X1 [Chlorella sorokiniana]
OG0003993	PSC71353.1 NEDD8-specific protease 1 [Micractinium conductrix]	PRW59712.1 NEDD8-specific protease 1 [Chlorella sorokiniana]
OG0003994	PSC76935.1 translation initiation factor IF-2 [Micractinium conductrix], PSC72314.1 30S ribosomal S21 [Micractinium conductrix]	PRW56918.1 28S ribosomal mitochondrial [Chlorella sorokiniana]
OG0003996	PSC68230.1 Autophagy-related 9 [Micractinium conductrix]	PRW45374.1 Autophagy-related 9 [Chlorella sorokiniana]
OG0003997	PSC70205.1 Cytochrome P450 [Micractinium conductrix]	PRW33867.1 Cytochrome P450 [Chlorella sorokiniana]
OG0003998	PSC75286.1 DNA repair endonuclease UVH1 [Micractinium conductrix]	PRW44365.1 DNA repair endonuclease UVH1 [Chlorella sorokiniana]
OG0003999	PSC75989.1 translational inhibitor [Micractinium conductrix]	PRW44406.1 translational inhibitor [Chlorella sorokiniana]
OG0004000	PSC70983.1 pre-rRNA processing [Micractinium conductrix]	PRW44518.1 pre-rRNA processing [Chlorella sorokiniana]
OG0004001	PSC72227.1 reticulon B2 [Micractinium conductrix]	PRW57255.1 Reticulon B3 [Chlorella sorokiniana]
OG0004002	PSC71389.1 ATPase family AAA domain-containing protein [Micractinium conductrix]	PRW59558.1 ATPase family AAA domain-containing-like isoform X1 [Chlorella sorokiniana]
OG0004003	PSC75249.1 hypothetical protein C2E20_1524 [Micractinium conductrix]	PRW44264.1 hypothetical protein C2E21_6775 [Chlorella sorokiniana]
OG0004004	PSC68049.1 DNA-directed RNA polymerase II subunit 4 [Micractinium conductrix]	PRW44955.1 DNA-directed RNA polymerase II subunit 4 [Chlorella sorokiniana]
OG0004005	PSC75399.1 Photosystem I reaction center subunit chloroplastic [Micractinium conductrix]	PRW44551.1 Photosystem I reaction center subunit chloroplastic [Chlorella sorokiniana]
OG0004006	PSC75544.1 zinc finger CCCH domain-containing 17 [Micractinium conductrix]	PRW44429.1 nucleic acid binding [Chlorella sorokiniana]
OG0004007	PSC72289.1 transportin-3 isoform X1 [Micractinium conductrix]	PRW57281.1 transportin-3 isoform X1 [Chlorella sorokiniana]
OG0004008	PSC75871.1 4-hydroxybenzoate polyprenyl transferase [Micractinium conductrix]	PRW44336.1 4-hydroxybenzoate mitochondrial-like isoform A [Chlorella sorokiniana], PRW44337.1 4-hydroxybenzoate mitochondrial-like isoform B [Chlorella sorokiniana]
OG0004009	PSC75607.1 Ubiquitin-conjugating enzyme E2 variant 1C [Micractinium conductrix]	PRW05831.1 ubiquitin-conjugating enzyme E2 variant 1D [Chlorella sorokiniana]
OG0004010	PSC75571.1 Structural constituent of nuclear pore isoform 1 [Micractinium conductrix]	PRW44320.1 nuclear pore complex NUP62 [Chlorella sorokiniana]
OG0004011	PSC75975.1 hypothetical protein C2E20_1456 [Micractinium conductrix]	PRW44267.1 hypothetical protein C2E21_6859 [Chlorella sorokiniana]
OG0004012	PSC72250.1 peptidyl-tRNA hydrolase mitochondrial [Micractinium conductrix]	PRW56970.1 peptidyl-tRNA hydrolase mitochondrial [Chlorella sorokiniana]
OG0004013	PSC75517.1 nuclear mitotic apparatus 1 [Micractinium conductrix]	PRW44335.1 hypothetical protein C2E21_6782 [Chlorella sorokiniana]
OG0004014	PSC71648.1 mitochondrial inner membrane OXA1 [Micractinium conductrix]	PRW56043.1 mitochondrial inner membrane OXA1 [Chlorella sorokiniana]
OG0004015	PSC73820.1 mRNA turnover 4-like protein [Micractinium conductrix]	PRW45636.1 mRNA turnover 4-like protein [Chlorella sorokiniana]
