Orthogroup	Micractinium_SAG24180	Coccomyxa_SubellipsoideaC169
OG0002847	PSC74542.1 Germinal-center associated nuclear [Micractinium conductrix]	EIE20883.1 hypothetical protein COCSUDRAFT_43765 [Coccomyxa subellipsoidea C-169]
OG0002848	PSC67503.1 ribosomal L1 [Micractinium conductrix]	EIE27107.1 ribosomal protein L1 [Coccomyxa subellipsoidea C-169]
OG0002849	PSC72428.1 1-_5-phosphoribosyl_-5-amino-4-imidazole-car boxylate carboxylase [Micractinium conductrix]	EIE25089.1 hypothetical protein COCSUDRAFT_35637 [Coccomyxa subellipsoidea C-169]
OG0002850	PSC72512.1 eukaryotic translation initiation factor 1A [Micractinium conductrix]	EIE26531.1 nucleic acid-binding protein [Coccomyxa subellipsoidea C-169]
OG0002851	PSC72524.1 uridylate kinase [Micractinium conductrix]	EIE25159.1 uridylate kinase [Coccomyxa subellipsoidea C-169]
OG0002852	PSC74250.1 histidine methyltransferase 1-like protein [Micractinium conductrix]	EIE22097.1 hypothetical protein COCSUDRAFT_83488_ partial [Coccomyxa subellipsoidea C-169]
OG0002853	PSC72444.1 Nudix hydrolase 8 [Micractinium conductrix]	EIE25358.1 hypothetical protein COCSUDRAFT_6454_ partial [Coccomyxa subellipsoidea C-169]
OG0002854	PSC72493.1 WAT1-related chloroplastic [Micractinium conductrix]	EIE25111.1 DUF6-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002855	PSC75511.1 putative 3-hydroxyisobutyrate mitochondrial [Micractinium conductrix]	EIE21974.1 3-hydroxyisobutyrate dehydrogenase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002856	PSC69605.1 mitogen-activated kinase 5 [Micractinium conductrix]	EIE22149.1 mitogen-activated protein kinase 5 [Coccomyxa subellipsoidea C-169]
OG0002857	PSC71056.1 zinc-binding alcohol dehydrogenase domain-containing 2 [Micractinium conductrix], PSC70969.1 short-chain dehydrogenase [Micractinium conductrix]	EIE27130.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0002858	PSC67497.1 pleiotropic regulatory locus 1 [Micractinium conductrix]	EIE25755.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002859	PSC76209.1 hypothetical protein C2E20_0092 [Micractinium conductrix]	EIE23477.1 hypothetical protein COCSUDRAFT_65935 [Coccomyxa subellipsoidea C-169]
OG0002860	PSC76416.1 WD40 repeat [Micractinium conductrix]	EIE19733.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002861	PSC67442.1 Glycerol-3-phosphate chloroplastic [Micractinium conductrix]	EIE18809.1 glycerol-3-phosphate O-acyltransferase [Coccomyxa subellipsoidea C-169]
OG0002863	PSC72047.1 Glutathionyl-hydroquinone reductase [Micractinium conductrix], PSC67156.1 Glutathionyl-hydroquinone reductase [Micractinium conductrix]	EIE20609.1 hypothetical protein COCSUDRAFT_18474 [Coccomyxa subellipsoidea C-169]
OG0002864	PSC74299.1 LST8-like protein isoform X1 [Micractinium conductrix]	EIE25703.1 TOR kinase binding protein [Coccomyxa subellipsoidea C-169]
OG0002865	PSC77031.1 transport SEC23-like isoform X1 [Micractinium conductrix]	EIE23773.1 COP-II coat subunit [Coccomyxa subellipsoidea C-169]
OG0002866	PSC67973.1 26S proteasome non-ATPase regulatory subunit 13-like protein B_ partial [Micractinium conductrix]	EIE20697.1 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]
OG0002867	PSC76232.1 carbon catabolite repressor 4-like protein 6 isoform X1 [Micractinium conductrix]	EIE27710.1 hypothetical protein COCSUDRAFT_45960 [Coccomyxa subellipsoidea C-169]
OG0002868	PSC75275.1 branched-chain alpha-keto acid dehydrogenase subunit E2 [Micractinium conductrix], PSC75766.1 remodeling and spacing factor 1-like [Micractinium conductrix]	EIE19693.1 hypothetical protein COCSUDRAFT_31081 [Coccomyxa subellipsoidea C-169]
OG0002869	PSC76949.1 ABC1 [Micractinium conductrix]	EIE22862.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002870	PSC76280.1 DNA-directed RNA polymerase I subunit rpa49 [Micractinium conductrix]	EIE24854.1 hypothetical protein COCSUDRAFT_41132 [Coccomyxa subellipsoidea C-169]
OG0002871	PSC68655.1 Tetratricopeptide repeat 1 [Micractinium conductrix]	EIE22825.1 TPR protein [Coccomyxa subellipsoidea C-169]
OG0002872	PSC68403.1 putative ubiquitin-conjugating enzyme E2 18 [Micractinium conductrix]	EIE21250.1 UBC-like protein [Coccomyxa subellipsoidea C-169]
OG0002873	PSC71225.1 6_7-dimethyl-8-ribityllumazine synthase [Micractinium conductrix], PSC77064.1 6_7-dimethyl-8-ribityllumazine synthase [Micractinium conductrix]	EIE24911.1 hypothetical protein COCSUDRAFT_62321 [Coccomyxa subellipsoidea C-169]
OG0002874	PSC76905.1 hypothetical protein C2E20_0795 [Micractinium conductrix]	EIE21438.1 hypothetical protein COCSUDRAFT_53990 [Coccomyxa subellipsoidea C-169]
OG0002875	PSC72884.1 vesicle-fusing ATPase [Micractinium conductrix]	EIE25110.1 N-ethylmaleimide sensitive fusion protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002876	PSC76287.1 Nucleoid-associated chloroplastic [Micractinium conductrix]	EIE20822.1 DUF149-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002877	PSC77058.1 Monothiol glutaredoxin-chloroplastic [Micractinium conductrix]	EIE18986.1 glutaredoxin [Coccomyxa subellipsoidea C-169]
OG0002878	PSC68725.1 ubiquitin carboxyl-terminal hydrolase 26 [Micractinium conductrix]	EIE26241.1 hypothetical protein COCSUDRAFT_83616 [Coccomyxa subellipsoidea C-169]
OG0002879	PSC67210.1 nuclear pore complex NUP155 [Micractinium conductrix]	EIE19694.1 nucleoporin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002880	PSC74174.1 cell division cycle and apoptosis regulator 1 isoform A [Micractinium conductrix], PSC74173.1 cell division cycle and apoptosis regulator 1 isoform B [Micractinium conductrix]	EIE19235.1 hypothetical protein COCSUDRAFT_49062 [Coccomyxa subellipsoidea C-169]
OG0002881	PSC76776.1 zinc transporter [Micractinium conductrix]	EIE19001.1 hypothetical protein COCSUDRAFT_31546 [Coccomyxa subellipsoidea C-169]
OG0002882	PSC69860.1 gamma-glutamyl hydrolase [Micractinium conductrix]	EIE19350.1 class I glutamine amidotransferase-like protein [Coccomyxa subellipsoidea C-169]
OG0002883	PSC75188.1 FMN-binding split barrel [Micractinium conductrix]	EIE24728.1 hypothetical protein COCSUDRAFT_14199_ partial [Coccomyxa subellipsoidea C-169]
OG0002884	PSC70264.1 dnaJ-like protein subfamily C member 21 isoform X1 [Micractinium conductrix]	EIE20919.1 putative DNAJA5 protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002885	PSC74556.1 dymeclin-like isoform X1 [Micractinium conductrix]	EIE20753.1 hypothetical protein COCSUDRAFT_48393 [Coccomyxa subellipsoidea C-169]
OG0002887	PSC73650.1 Pyridine nucleotide-disulfide oxidoreductase domain-containing 1 [Micractinium conductrix]	EIE20879.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002888	PSC70191.1 zinc finger CCCH domain-containing 11 [Micractinium conductrix]	EIE20966.1 hypothetical protein COCSUDRAFT_83525 [Coccomyxa subellipsoidea C-169]
OG0002889	PSC70214.1 Hop-interacting protein [Micractinium conductrix]	EIE20681.1 hypothetical protein COCSUDRAFT_67180 [Coccomyxa subellipsoidea C-169]
OG0002890	PSC76578.1 chloroplastic mitochondrial [Micractinium conductrix]	EIE25631.1 hypothetical protein COCSUDRAFT_83638_ partial [Coccomyxa subellipsoidea C-169]
OG0002891	PSC70808.1 cytochrome c peroxidase [Micractinium conductrix]	EIE21758.1 heme peroxidase [Coccomyxa subellipsoidea C-169]
OG0002892	PSC70170.1 phosphoribulokinase [Micractinium conductrix]	EIE26464.1 phosphoribulokinase [Coccomyxa subellipsoidea C-169]
OG0002893	PSC76061.1 60S ribosomal L35-like [Micractinium conductrix]	EIE24848.1 hypothetical protein COCSUDRAFT_28397 [Coccomyxa subellipsoidea C-169]
OG0002894	PSC76972.1 cleavage and polyadenylation specificity factor subunit 1 [Micractinium conductrix]	EIE27429.1 hypothetical protein COCSUDRAFT_64224 [Coccomyxa subellipsoidea C-169]
OG0002895	PSC74875.1 tRNA pseudouridine_38 39_ synthase [Micractinium conductrix]	EIE22401.1 tRNA pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]
OG0002896	PSC69892.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	EIE23034.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002897	PSC70243.1 hypothetical protein C2E20_6326 [Micractinium conductrix]	EIE20646.1 hypothetical protein COCSUDRAFT_4424_ partial [Coccomyxa subellipsoidea C-169], EIE20645.1 hypothetical protein COCSUDRAFT_18360 [Coccomyxa subellipsoidea C-169]
OG0002898	PSC72673.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Micractinium conductrix]	EIE26745.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0002899	PSC72023.1 glycerol-3-phosphate dehydrogenase mitochondrial-like [Micractinium conductrix]	EIE26114.1 DAO-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002900	PSC72030.1 Rossmann-like alpha beta alpha sandwich fold isoform A [Micractinium conductrix], PSC72031.1 Rossmann-like alpha beta alpha sandwich fold isoform B [Micractinium conductrix]	EIE22087.1 hypothetical protein COCSUDRAFT_16982 [Coccomyxa subellipsoidea C-169]
OG0002901	PSC72009.1 hypothetical protein C2E20_4726 [Micractinium conductrix]	EIE25936.1 hypothetical protein COCSUDRAFT_60940 [Coccomyxa subellipsoidea C-169]
OG0002903	PSC75629.1 cytochrome c-type biogeneis [Micractinium conductrix]	EIE25470.1 DsbD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002904	PSC71879.1 Endoplasmic reticulum-Golgi intermediate compartment 3 [Micractinium conductrix]	EIE26007.1 DUF1692-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002905	PSC71953.1 Ribosome-binding ATPase [Micractinium conductrix]	EIE25898.1 hypothetical protein COCSUDRAFT_52611 [Coccomyxa subellipsoidea C-169]
OG0002906	PSC71862.1 Dol-P-Glc_Glc_2_Man_9_ c_2_-PP-Dol alpha-1_2-glucosyltransferase isoform X1 [Micractinium conductrix]	EIE23382.1 hypothetical protein COCSUDRAFT_28810 [Coccomyxa subellipsoidea C-169]
OG0002907	PSC69226.1 RST1 isoform X1 [Micractinium conductrix]	EIE23448.1 hypothetical protein COCSUDRAFT_62985 [Coccomyxa subellipsoidea C-169]
OG0002908	PSC67374.1 photosystem I subunit O [Micractinium conductrix]	EIE22775.1 photosystem I PsaO [Coccomyxa subellipsoidea C-169]
OG0002909	PSC71965.1 DNA gyrase subunit mitochondrial [Micractinium conductrix]	EIE25914.1 type II DNA topoisomerase [Coccomyxa subellipsoidea C-169]
OG0002910	PSC71873.1 manganese-dependent ADP-ribose CDP-alcohol diphosphatase-like [Micractinium conductrix]	EIE26126.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0002911	PSC76702.1 RNA exonuclease 4 [Micractinium conductrix]	EIE23882.1 Exonuclease_ partial [Coccomyxa subellipsoidea C-169]
OG0002912	PSC71996.1 endoplasmic reticulum-Golgi intermediate compartment 3 [Micractinium conductrix]	EIE27037.1 DUF1692-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002914	PSC72488.1 stress response NST1 [Micractinium conductrix]	EIE25060.1 hypothetical protein COCSUDRAFT_61304 [Coccomyxa subellipsoidea C-169]
OG0002915	PSC72133.1 RFT1-like protein isoform X1 [Micractinium conductrix]	EIE21959.1 Rft-1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002916	PSC68832.1 hypothetical protein C2E20_7602 [Micractinium conductrix]	EIE21679.1 alpha/beta-hydrolase_ partial [Coccomyxa subellipsoidea C-169]
OG0002917	PSC72184.1 aspartate kinase [Micractinium conductrix]	EIE26095.1 aspartate kinase [Coccomyxa subellipsoidea C-169]
OG0002918	PSC71570.1 squamous cell carcinoma antigen recognized by T-cells 3 [Micractinium conductrix]	EIE26440.1 hypothetical protein COCSUDRAFT_46087 [Coccomyxa subellipsoidea C-169]
OG0002919	PSC73763.1 hypothetical protein C2E20_2908 isoform X1 [Micractinium conductrix]	EIE23935.1 hypothetical protein COCSUDRAFT_32909 [Coccomyxa subellipsoidea C-169]
OG0002920	PSC76860.1 Beta-adaptin A [Micractinium conductrix]	EIE24641.1 Adaptor protein complex beta subunit_ partial [Coccomyxa subellipsoidea C-169]
OG0002921	PSC74383.1 Eukaryotic translation initiation factor 3 subunit M [Micractinium conductrix]	EIE26574.1 hypothetical protein COCSUDRAFT_52386 [Coccomyxa subellipsoidea C-169]
OG0002922	PSC72063.1 Metallo-hydrolase oxidoreductase [Micractinium conductrix]	EIE21967.1 Metallo-hydrolase/oxidoreductase [Coccomyxa subellipsoidea C-169]
OG0002923	PSC76643.1 Nop53 _60S ribosomal biogenesis_ [Micractinium conductrix]	EIE19445.1 Nop53-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002924	PSC72511.1 E3 ubiquitin-ligase ORTHRUS 2-like [Micractinium conductrix]	EIE25476.1 hypothetical protein COCSUDRAFT_13684 [Coccomyxa subellipsoidea C-169]
OG0002925	PSC72345.1 Electron transfer flavo -ubiquinone mitochondrial [Micractinium conductrix]	EIE22000.1 hypothetical protein COCSUDRAFT_37226 [Coccomyxa subellipsoidea C-169]
OG0002926	PSC74780.1 ATP phosphoribosyltransferase [Micractinium conductrix]	EIE24983.1 ATP phosphoribosyl transferase [Coccomyxa subellipsoidea C-169]
OG0002927	PSC74554.1 DNA-directed RNA polymerase subunit beta [Micractinium conductrix]	EIE22912.1 hypothetical protein COCSUDRAFT_16204 [Coccomyxa subellipsoidea C-169]
OG0002929	PSC70680.1 hypothetical protein C2E20_5883 [Micractinium conductrix]	EIE21286.1 hypothetical protein COCSUDRAFT_57189 [Coccomyxa subellipsoidea C-169]
OG0002930	PSC74497.1 sulfate ABC transporter permease subunit [Micractinium conductrix]	EIE20122.1 sulfate ABC transporter_ inner membrane subunit CysW [Coccomyxa subellipsoidea C-169]
OG0002931	PSC73632.1 NADPH_adrenodoxin mitochondrial isoform X1 [Micractinium conductrix]	EIE19717.1 nucleotide-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002932	PSC72435.1 tryptophan synthase alpha chain [Micractinium conductrix]	EIE25410.1 hypothetical protein COCSUDRAFT_35786 [Coccomyxa subellipsoidea C-169]
OG0002933	PSC72563.1 Peptidyl-prolyl cis-trans isomerase FKBP20-chloroplastic [Micractinium conductrix]	EIE25094.1 FKBP-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]
OG0002934	PSC74148.1 DEAD-box ATP-dependent RNA helicase 24 [Micractinium conductrix]	EIE19455.1 DEAD-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002935	PSC73243.1 Elongation factor Ts [Micractinium conductrix]	EIE22442.1 hypothetical protein COCSUDRAFT_37065 [Coccomyxa subellipsoidea C-169]
OG0002936	PSC68218.1 lysine-specific demethylase JMJD5 isoform X1 [Micractinium conductrix]	EIE20269.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169], EIE26282.1 Clavaminate synthase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002937	PSC69143.1 tRNA _guanine-N_7_-_-methyltransferase [Micractinium conductrix]	EIE25586.1 S-adenosyl-L-methionine-dependent methyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0002938	PSC72333.1 dr1-associated corepressor isoform X1 [Micractinium conductrix]	EIE27699.1 hypothetical protein COCSUDRAFT_52243 [Coccomyxa subellipsoidea C-169]
OG0002939	PSC73661.1 dual specificity phosphatase CDC14A isoform X2 [Micractinium conductrix]	EIE26795.1 cell division cycle protein 14_ partial [Coccomyxa subellipsoidea C-169]
OG0002940	PSC72126.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-B-like [Micractinium conductrix]	EIE21914.1 hypothetical protein COCSUDRAFT_53890 [Coccomyxa subellipsoidea C-169]
OG0002941	PSC73753.1 ruvB 1 [Micractinium conductrix]	EIE20450.1 DNA helicase [Coccomyxa subellipsoidea C-169]
OG0002942	PSC77071.1 hypothetical protein C2E20_0398 [Micractinium conductrix]	EIE22829.1 hypothetical protein COCSUDRAFT_47711 [Coccomyxa subellipsoidea C-169]
OG0002943	PSC68851.1 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase mitochondrial [Micractinium conductrix]	EIE26246.1 pyruvate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0002944	PSC75868.1 ABC transporter B family member chloroplastic [Micractinium conductrix]	EIE20740.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0002945	PSC75564.1 vacuolar -sorting-associated 11-like protein [Micractinium conductrix]	EIE19607.1 hypothetical protein COCSUDRAFT_58352 [Coccomyxa subellipsoidea C-169]
OG0002946	PSC76836.1 U3 small nucleolar RNA-associated 21-like protein [Micractinium conductrix]	EIE21950.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002947	PSC73552.1 Splicing factor U2AF-associated 2 [Micractinium conductrix]	EIE25450.1 hypothetical protein COCSUDRAFT_65250 [Coccomyxa subellipsoidea C-169]
OG0002948	PSC68829.1 FAM63A-like isoform X2 [Micractinium conductrix]	EIE27779.1 DUF544-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002949	PSC76586.1 flagellar basal body [Micractinium conductrix]	EIE19473.1 hypothetical protein COCSUDRAFT_58753 [Coccomyxa subellipsoidea C-169]
OG0002950	PSC72157.1 structural maintenance of chromosomes 4 [Micractinium conductrix]	EIE19557.1 RecF/RecN/SMC protein [Coccomyxa subellipsoidea C-169]
OG0002951	PSC75191.1 phosphoinositide phosphatase SAC1 [Micractinium conductrix]	EIE26111.1 hypothetical protein COCSUDRAFT_12638 [Coccomyxa subellipsoidea C-169]
OG0002952	PSC74438.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Micractinium conductrix]	EIE18625.1 glutamyl tRNA amidotransferase_ subunit A [Coccomyxa subellipsoidea C-169]
OG0002953	PSC75640.1 Protoporphyrinogen oxidase chloroplastic [Micractinium conductrix]	EIE21287.1 protoporphyrinogen oxidase precursor [Coccomyxa subellipsoidea C-169]
OG0002954	PSC72248.1 40S ribosomal S24 [Micractinium conductrix]	EIE21913.1 hypothetical protein COCSUDRAFT_66737 [Coccomyxa subellipsoidea C-169]
OG0002956	PSC68878.1 structural maintenance of chromosomes 3 [Micractinium conductrix]	EIE18678.1 RecF/RecN/SMC protein [Coccomyxa subellipsoidea C-169]
OG0002957	PSC73929.1 HEAT repeat-containing 5B isoform X2 [Micractinium conductrix]	EIE19886.1 hypothetical protein COCSUDRAFT_58122 [Coccomyxa subellipsoidea C-169]
OG0002958	PSC75965.1 splicing factor_ arginine serine-rich 8_ isoform B [Micractinium conductrix], PSC75964.1 splicing factor_ arginine serine-rich 8_ isoform A [Micractinium conductrix]	EIE18501.1 hypothetical protein COCSUDRAFT_45296 [Coccomyxa subellipsoidea C-169]
OG0002959	PSC70632.1 isoleucine-tRNA ligase [Micractinium conductrix]	EIE27214.1 isoleucyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0002960	PSC73428.1 DNA-directed RNA polymerase III subunit RPC2 [Micractinium conductrix]	EIE26650.1 DNA-directed RNA polymerase III_ subunit 2 [Coccomyxa subellipsoidea C-169]
OG0002961	PSC73465.1 Methionine aminopeptidase 1A [Micractinium conductrix]	EIE24748.1 methionine aminopeptidase [Coccomyxa subellipsoidea C-169]
OG0002962	PSC69885.1 Rab GDP dissociation inhibitor [Micractinium conductrix]	EIE23141.1 rab GDP dissociation inhibitor protein [Coccomyxa subellipsoidea C-169]
OG0002963	PSC69402.1 symplekin isoform X2 [Micractinium conductrix]	EIE20052.1 hypothetical protein COCSUDRAFT_67456 [Coccomyxa subellipsoidea C-169]
OG0002964	PSC69861.1 DNA-binding BIN4-like isoform B [Micractinium conductrix], PSC69862.1 DNA-binding BIN4-like isoform A [Micractinium conductrix]	EIE20971.1 hypothetical protein COCSUDRAFT_83530 [Coccomyxa subellipsoidea C-169]
