Orthogroup	Micractinium_SAG24180	Scenedesmus_PABB004
OG0001810	PSC67927.1 embryonic stem cell-specific 5-hydroxymethylcytosine-binding -like [Micractinium conductrix]	KAF8056863.1 hypothetical protein HT031_006207 [Scenedesmus sp. PABB004]
OG0001811	PSC73744.1 Oligoxyloglucan reducing end-specific cellobiohydrolase [Micractinium conductrix]	KAF8063093.1 VPS10 [Scenedesmus sp. PABB004]
OG0001812	PSC72264.1 coatomer subunit beta-1-like [Micractinium conductrix]	KAF8073244.1 coatomer subunit beta-1 [Scenedesmus sp. PABB004]
OG0001813	PSC68201.1 phenylalanine-tRNA chloroplastic mitochondrial [Micractinium conductrix]	KAF8068207.1 phenylalanine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001814	PSC76629.1 hypothetical protein C2E20_0194 [Micractinium conductrix], PSC76657.1 hypothetical protein C2E20_0195 [Micractinium conductrix]	KAF8066285.1 hypothetical protein HT031_002608 [Scenedesmus sp. PABB004]
OG0001815	PSC71969.1 non-histone chromosomal 6 [Micractinium conductrix]	KAF8069603.1 nhp6 [Scenedesmus sp. PABB004]
OG0001817	PSC72138.1 sorting nexin 1 [Micractinium conductrix]	KAF8058870.1 SNX1 [Scenedesmus sp. PABB004]
OG0001818	PSC71537.1 60S acidic ribosomal P0 [Micractinium conductrix]	KAF8073064.1 60S acidic ribosomal protein P0 [Scenedesmus sp. PABB004]
OG0001819	PSC69022.1 Selenium-binding 1 [Micractinium conductrix]	KAF8069628.1 selenbp1 [Scenedesmus sp. PABB004]
OG0001820	PSC73551.1 Strawberry notch 1 [Micractinium conductrix], PSC73567.1 Glucose-6-phosphate 1-dehydrogenase [Micractinium conductrix]	KAF8066309.1 strawberry notch-like protein [Scenedesmus sp. PABB004]
OG0001821	PSC71439.1 serine threonine-phosphatase BSL1 [Micractinium conductrix]	KAF8072915.1 BSL2 [Scenedesmus sp. PABB004]
OG0001823	PSC67577.1 hypothetical protein C2E20_8765 [Micractinium conductrix]	KAF8054949.1 AVT6B [Scenedesmus sp. PABB004]
OG0001824	PSC68131.1 methionine aminopeptidase 2B-like [Micractinium conductrix]	KAF8059708.1 MAP2B [Scenedesmus sp. PABB004]
OG0001825	PSC71354.1 Acyl-coenzyme A oxidase peroxisomal [Micractinium conductrix]	KAF8073233.1 ACX4 [Scenedesmus sp. PABB004]
OG0001826	PSC71471.1 T-complex theta subunit [Micractinium conductrix]	KAF8057278.1 CCT8 [Scenedesmus sp. PABB004]
OG0001828	PSC71371.1 CUGBP Elav-like family member 2 isoform X7 [Micractinium conductrix]	KAF8054610.1 tnrc4-a [Scenedesmus sp. PABB004], KAF8067108.1 HNRNPA1 [Scenedesmus sp. PABB004]
OG0001829	PSC76142.1 V-type proton ATPase subunit a3-like isoform A [Micractinium conductrix], PSC76141.1 V-type proton ATPase subunit a3-like isoform B [Micractinium conductrix]	KAF8061306.1 VHA-a3 [Scenedesmus sp. PABB004]
OG0001830	PSC71413.1 3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase [Micractinium conductrix]	KAF8065947.1 DHS1 [Scenedesmus sp. PABB004]
OG0001831	PSC72955.1 Serine-tRNA ligase [Micractinium conductrix]	KAF8063832.1 Serine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001832	PSC69531.1 bifunctional dethiobiotin synthetase 7_8-diamino-pelargonic acid mitochondrial [Micractinium conductrix]	KAF8054873.1 BIO3-BIO1 [Scenedesmus sp. PABB004], KAF8054954.1 BIO3-BIO1 [Scenedesmus sp. PABB004]
OG0001833	PSC69296.1 hypothetical protein C2E20_7243 [Micractinium conductrix]	KAF8062919.1 hypothetical protein HT031_003757 [Scenedesmus sp. PABB004]
OG0001834	PSC71967.1 B3 domain-containing transcription repressor VAL1-like [Micractinium conductrix]	KAF8073022.1 B3 domain-containing protein [Scenedesmus sp. PABB004]
OG0001837	PSC68677.1 Bifunctional purine biosynthesis [Micractinium conductrix]	KAF8065568.1 purH [Scenedesmus sp. PABB004]
OG0001838	PSC74145.1 pre-rRNA-processing TSR1-like protein [Micractinium conductrix]	KAF8061341.1 tsr1 [Scenedesmus sp. PABB004]
OG0001839	PSC69683.1 Prolyl endopeptidase [Micractinium conductrix]	KAF8058088.1 Prep [Scenedesmus sp. PABB004]
OG0001840	PSC71464.1 NAD-dependent aldehyde dehydrogenase [Micractinium conductrix]	KAF8059215.1 ARC6 [Scenedesmus sp. PABB004], KAF8059214.1 Nuak2 [Scenedesmus sp. PABB004]
OG0001841	PSC69255.1 ABC transporter family [Micractinium conductrix]	KAF8054979.1 ABCF5 [Scenedesmus sp. PABB004]
OG0001842	PSC69441.1 Oleoyl-acyl carrier chloroplastic [Micractinium conductrix]	KAF8065887.1 hypothetical protein HT031_002948 [Scenedesmus sp. PABB004]
OG0001843	PSC72243.1 eukaryotic translation initiation factor 2 subunit gamma-like [Micractinium conductrix]	KAF8060514.1 eif2s3 [Scenedesmus sp. PABB004]
OG0001844	PSC72712.1 pyrroline-5-carboxylate reductase [Micractinium conductrix]	KAF8057129.1 pyrroline-5-carboxylate reductase [Scenedesmus sp. PABB004]
OG0001845	PSC72612.1 mRNA _2 -O-methyladenosine-N6-_-methyltransferase [Micractinium conductrix]	KAF8060565.1 mettl3 [Scenedesmus sp. PABB004]
OG0001846	PSC70715.1 DNA-directed RNA polymerase III subunit RPC8 [Micractinium conductrix]	KAF8057659.1 POLR3H [Scenedesmus sp. PABB004]
OG0001847	PSC74571.1 transport Sec61 subunit alpha-like [Micractinium conductrix]	KAF8072988.1 sec61a [Scenedesmus sp. PABB004]
OG0001848	PSC68666.1 1-phosphatidylinositol-3-phosphate 5-kinase FAB1B-like [Micractinium conductrix]	KAF8071268.1 FAB1C [Scenedesmus sp. PABB004]
OG0001849	PSC74533.1 Protochlorophyllide chloroplastic [Micractinium conductrix]	KAF8065757.1 hypothetical protein HT031_002817 [Scenedesmus sp. PABB004]
OG0001850	PSC74558.1 DEAD-box ATP-dependent RNA helicase 18 isoform B [Micractinium conductrix], PSC74559.1 DEAD-box ATP-dependent RNA helicase 18 isoform A [Micractinium conductrix]	KAF8069446.1 DEAD-box ATP-dependent RNA helicase 18 [Scenedesmus sp. PABB004]
OG0001851	PSC71729.1 putative methionine-tRNA ligase [Micractinium conductrix]	KAF8064526.1 methionine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001852	PSC72602.1 Nuclear control of ATPase [Micractinium conductrix]	KAF8065608.1 DGS1 [Scenedesmus sp. PABB004]
OG0001853	PSC73476.1 carbonic anhydrase [Micractinium conductrix], PSC75414.1 carbonic anhydrase [Micractinium conductrix]	KAF8057869.1 can [Scenedesmus sp. PABB004]
OG0001854	PSC72782.1 Small ubiquitin-related modifier 1 [Micractinium conductrix]	KAF8061353.1 SUMO3 [Scenedesmus sp. PABB004]
OG0001855	PSC72717.1 Splicing factor 3B subunit 4 [Micractinium conductrix]	KAF8065905.1 SF3B4 [Scenedesmus sp. PABB004]
OG0001856	PSC68742.1 uracil phosphoribosyltransferase [Micractinium conductrix]	KAF8058350.1 upp [Scenedesmus sp. PABB004]
OG0001857	PSC69615.1 GTP-binding nuclear Ran-3 [Micractinium conductrix]	KAF8070880.1 RAN-A1 [Scenedesmus sp. PABB004]
OG0001858	PSC70436.1 60S ribosomal L8-like [Micractinium conductrix]	KAF8071193.1 RPL8 [Scenedesmus sp. PABB004]
OG0001859	PSC70350.1 DNA-directed primase polymerase isoform X1 isoform B [Micractinium conductrix], PSC70349.1 DNA-directed primase polymerase isoform X1 isoform A [Micractinium conductrix]	KAF8063005.1 Primpol [Scenedesmus sp. PABB004]
OG0001860	PSC70462.1 putative phenylalanine-tRNA ligase alpha subunit [Micractinium conductrix]	KAF8072572.1 Phenylalanine--tRNA ligase alpha subunit [Scenedesmus sp. PABB004]
OG0001861	PSC70316.1 GMP synthase [glutamine-hydrolyzing] [Micractinium conductrix]	KAF8070969.1 guaA [Scenedesmus sp. PABB004]
OG0001862	PSC67531.1 transport yif1 [Micractinium conductrix]	KAF8062954.1 yif1b-a [Scenedesmus sp. PABB004]
OG0001863	PSC71004.1 SEC1 family transport SLY1-like [Micractinium conductrix]	KAF8065561.1 SLY1 [Scenedesmus sp. PABB004]
OG0001864	PSC73349.1 tRNA wybutosine-synthesizing 4 [Micractinium conductrix]	KAF8055911.1 LCMT1 [Scenedesmus sp. PABB004]
OG0001865	PSC73403.1 UDP-glucose pyrophosphorylase [Micractinium conductrix]	KAF8060290.1 hypothetical protein HT031_004825 [Scenedesmus sp. PABB004]
OG0001866	PSC72993.1 importin beta-like SAD2 [Micractinium conductrix]	KAF8071226.1 SAD2 [Scenedesmus sp. PABB004]
OG0001867	PSC70312.1 putative complex I intermediate-associated 30 [Micractinium conductrix]	KAF8073032.1 complex 1 intermediate-associated protein [Scenedesmus sp. PABB004]
OG0001868	PSC73297.1 vacuolar sorting-associated 18-like protein [Micractinium conductrix]	KAF8061305.1 VPS18 [Scenedesmus sp. PABB004]
OG0001869	PSC73352.1 NEDD8-activating enzyme E1 catalytic subunit [Micractinium conductrix]	KAF8069447.1 ECR1 [Scenedesmus sp. PABB004]
OG0001870	PSC75701.1 CAS1 domain-containing 1 [Micractinium conductrix]	KAF8072744.1 RWA3 [Scenedesmus sp. PABB004]
OG0001871	PSC69321.1 transmembrane 120-like protein isoform A [Micractinium conductrix], PSC69322.1 transmembrane 120-like protein isoform B [Micractinium conductrix]	KAF8072837.1 CBR1 [Scenedesmus sp. PABB004]
OG0001872	PSC67891.1 cytochrome b6-f complex iron-sulfur subunit [Micractinium conductrix], PSC75469.1 Rieske iron-sulfur subunit of the cytochrome b6f chloroplast precursor [Micractinium conductrix]	KAF8061089.1 petC [Scenedesmus sp. PABB004]
OG0001873	PSC67925.1 tRNA modifying enzyme [Micractinium conductrix]	KAF8060109.1 rimO [Scenedesmus sp. PABB004], KAF8054807.1 rimO [Scenedesmus sp. PABB004]
OG0001874	PSC68961.1 Alcohol dehydrogenase class-3 [Micractinium conductrix]	KAF8057623.1 hypothetical protein HT031_005972 [Scenedesmus sp. PABB004]
OG0001875	PSC73295.1 Eukaryotic translation initiation factor 3 subunit J [Micractinium conductrix]	KAF8055280.1 eukaryotic translation initiation factor 3 subunit J [Scenedesmus sp. PABB004]
OG0001876	PSC68941.1 NADP-Malate dehydrogenase [Micractinium conductrix]	KAF8072647.1 MDH1 [Scenedesmus sp. PABB004]
OG0001877	PSC75149.1 glyoxal reductase [Micractinium conductrix]	KAF8059205.1 XYL1 [Scenedesmus sp. PABB004]
OG0001878	PSC69338.1 CTD small phosphatase 2 [Micractinium conductrix]	KAF8062041.1 CTDSPL2 [Scenedesmus sp. PABB004]
OG0001879	PSC68040.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Micractinium conductrix]	KAF8073080.1 hypothetical protein HT031_000741 [Scenedesmus sp. PABB004]
OG0001880	PSC76595.1 ubiquitin carboxyl-terminal hydrolase 6 [Micractinium conductrix]	KAF8058875.1 UBP7 [Scenedesmus sp. PABB004]
OG0001881	PSC67536.1 ABC transporter _ISS_ [Micractinium conductrix]	KAF8071319.1 hypothetical protein HT031_001402 [Scenedesmus sp. PABB004]
OG0001882	PSC68973.1 pyridoxine biosynthesis [Micractinium conductrix]	KAF8072978.1 PDX1 [Scenedesmus sp. PABB004]
OG0001883	PSC70882.1 eukaryotic translation initiation factor 3 subunit I-like [Micractinium conductrix]	KAF8055490.1 TIF3I1 [Scenedesmus sp. PABB004]
OG0001885	PSC70374.1 60S ribosomal L3 isoform A [Micractinium conductrix], PSC70373.1 60S ribosomal L3 isoform B [Micractinium conductrix]	KAF8063718.1 RPL3 [Scenedesmus sp. PABB004]
OG0001886	PSC67665.1 ARM repeat-containing isoform B [Micractinium conductrix], PSC67664.1 ARM repeat-containing isoform A [Micractinium conductrix]	KAF8069452.1 APUM8 [Scenedesmus sp. PABB004]
OG0001887	PSC67642.1 vacuolar sorting-associated 22-like protein 1 [Micractinium conductrix]	KAF8055930.1 VP22-1 [Scenedesmus sp. PABB004]
OG0001888	PSC75238.1 26S proteasome non-ATPase regulatory subunit 12 [Micractinium conductrix]	KAF8068421.1 RPN5A [Scenedesmus sp. PABB004]
OG0001889	PSC69985.1 methionine-S-oxide reductase [Micractinium conductrix]	KAF8073241.1 hypothetical protein HT031_000902 [Scenedesmus sp. PABB004]
OG0001890	PSC74238.1 phosphatase methylesterase 1-like [Micractinium conductrix]	KAF8069435.1 protein phosphatase methylesterase 1 [Scenedesmus sp. PABB004]
OG0001891	PSC70323.1 hypothetical protein C2E20_6169 [Micractinium conductrix], PSC70324.1 hypothetical protein C2E20_6169 [Micractinium conductrix], PSC70325.1 hypothetical protein C2E20_6169 [Micractinium conductrix]	KAF8061287.1 hypothetical protein HT031_004377 [Scenedesmus sp. PABB004]
OG0001892	PSC69785.1 Fanconi anemia group J-like protein [Micractinium conductrix]	KAF8069538.1 regulator of telomere elongation helicase 1 [Scenedesmus sp. PABB004]
OG0001893	PSC70766.1 Phosducin 3 [Micractinium conductrix]	KAF8060532.1 Pdcl3 [Scenedesmus sp. PABB004]
OG0001894	PSC72382.1 putative inositol transporter 2 [Micractinium conductrix], PSC72472.1 MKI67 FHA domain-interacting nucleolar phospho [Micractinium conductrix]	KAF8056103.1 nifk [Scenedesmus sp. PABB004]
OG0001895	PSC71005.1 N-acetyl-gamma-glutamyl-phosphate reductase [Micractinium conductrix]	KAF8072804.1 N-acetyl-gamma-glutamyl-phosphate reductase [Scenedesmus sp. PABB004]
OG0001897	PSC76841.1 SPX and EXS domain-containing 1-like isoform X1 [Micractinium conductrix]	KAF8070926.1 PDIL2-2 [Scenedesmus sp. PABB004]
OG0001898	PSC67775.1 non-canonical poly_A_ RNA polymerase PAPD5 [Micractinium conductrix]	KAF8065745.1 cid14 [Scenedesmus sp. PABB004]
OG0001899	PSC71394.1 Ribosome maturation factor [Micractinium conductrix]	KAF8071154.1 rimM [Scenedesmus sp. PABB004]
OG0001900	PSC67407.1 ubiquitin fusion degradation 1-like protein [Micractinium conductrix]	KAF8065707.1 UFD1 [Scenedesmus sp. PABB004]
OG0001901	PSC68462.1 fatty acid amide hydrolase-like [Micractinium conductrix]	KAF8066373.1 hypothetical protein HT031_002697 [Scenedesmus sp. PABB004]
OG0001902	PSC73059.1 adenosine kinase 2 [Micractinium conductrix]	KAF8064558.1 ADK1 [Scenedesmus sp. PABB004]
OG0001903	PSC76077.1 hypothetical protein C2E20_0748 [Micractinium conductrix]	KAF8065654.1 hypothetical protein HT031_003255 [Scenedesmus sp. PABB004], KAF8065655.1 hypothetical protein HT031_003256 [Scenedesmus sp. PABB004]
OG0001904	PSC70875.1 putative aarF domain-containing kinase 1 [Micractinium conductrix]	KAF8069667.1 Histone H2A-IV [Scenedesmus sp. PABB004]
OG0001905	PSC76309.1 aminotransferase isoform B [Micractinium conductrix], PSC76310.1 aminotransferase isoform A [Micractinium conductrix]	KAF8065925.1 dapC [Scenedesmus sp. PABB004]
OG0001906	PSC73114.1 spermidine synthase [Micractinium conductrix]	KAF8065868.1 MBB1 [Scenedesmus sp. PABB004], KAF8058296.1 MBB1 [Scenedesmus sp. PABB004]
OG0001907	PSC71001.1 Histone acetyltransferase GCN5 [Micractinium conductrix]	KAF8066203.1 GCN5 [Scenedesmus sp. PABB004]
OG0001909	PSC69609.1 DNA repair helicase UVH6 [Micractinium conductrix]	KAF8064487.1 hypothetical protein HT031_003286 [Scenedesmus sp. PABB004]
OG0001910	PSC70346.1 Cycloartenol synthase isoform A [Micractinium conductrix], PSC70347.1 Cycloartenol synthase isoform B [Micractinium conductrix]	KAF8057901.1 GgCAS1 [Scenedesmus sp. PABB004]
OG0001911	PSC69622.1 GDP-Man_Man_3_ c_2_-PP-Dol alpha-1_2-mannosyltransferase [Micractinium conductrix]	KAF8061953.1 ALG11 [Scenedesmus sp. PABB004]
OG0001912	PSC68712.1 structural maintenance of chromosomes 1 [Micractinium conductrix]	KAF8072553.1 SMC1 [Scenedesmus sp. PABB004]
OG0001913	PSC73631.1 vacuolar sorting-associated 35B-like [Micractinium conductrix]	KAF8072803.1 VPS35B [Scenedesmus sp. PABB004]
OG0001914	PSC75494.1 cactin-like isoform X2 [Micractinium conductrix]	KAF8073139.1 hypothetical protein HT031_000800 [Scenedesmus sp. PABB004]
OG0001915	PSC69842.1 E3 ubiquitin-ligase HERC2 [Micractinium conductrix]	KAF8068311.1 UVR8 [Scenedesmus sp. PABB004]
OG0001916	PSC73730.1 DNA repair [Micractinium conductrix]	KAF8059367.1 radA [Scenedesmus sp. PABB004]
OG0001917	PSC69495.1 Altered inheritance rate of mitochondria 25 [Micractinium conductrix]	KAF8058477.1 hypothetical protein HT031_005601 [Scenedesmus sp. PABB004]
OG0001918	PSC75723.1 acetylornithine aminotransferase [Micractinium conductrix]	KAF8058943.1 WIN1 [Scenedesmus sp. PABB004]
OG0001919	PSC73807.1 acetolactate synthase small subunit chloroplastic-like [Micractinium conductrix]	KAF8065525.1 VAT1 [Scenedesmus sp. PABB004]
OG0001920	PSC77004.1 peptidyl-prolyl cis-trans isomerase CYP57-like [Micractinium conductrix]	KAF8063750.1 CYP57 [Scenedesmus sp. PABB004]
OG0001921	PSC68737.1 V-type proton ATPase subunit d2 [Micractinium conductrix]	KAF8057284.1 VHA-d1 [Scenedesmus sp. PABB004]
OG0001922	PSC75171.1 kinesin-like calmodulin-binding isoform X1 [Micractinium conductrix]	KAF8058864.1 KIN14I [Scenedesmus sp. PABB004]
OG0001923	PSC68277.1 DEAD-box ATP-dependent RNA helicase 42 isoform A [Micractinium conductrix], PSC68276.1 DEAD-box ATP-dependent RNA helicase 42 isoform B [Micractinium conductrix]	KAF8072380.1 RH42 [Scenedesmus sp. PABB004]
OG0001924	PSC75189.1 acetyl-carboxylase 1-like [Micractinium conductrix]	KAF8057714.1 ACC1 [Scenedesmus sp. PABB004]
OG0001925	PSC76528.1 ATP-citrate synthase alpha chain 1 isoform A [Micractinium conductrix], PSC76529.1 ATP-citrate synthase alpha chain 1 isoform B [Micractinium conductrix]	KAF8066386.1 ACLA-2 [Scenedesmus sp. PABB004]
OG0001926	PSC74943.1 sorting nexin-14 [Micractinium conductrix]	KAF8073004.1 hypothetical protein HT031_000664 [Scenedesmus sp. PABB004]
OG0001927	PSC69201.1 DNA polymerase delta subunit 3 [Micractinium conductrix]	KAF8062892.1 hypothetical protein HT031_003730 [Scenedesmus sp. PABB004]
OG0001928	PSC76454.1 arogenate prephenate dehydrogenase [Micractinium conductrix]	KAF8055326.1 TYRAAT2 [Scenedesmus sp. PABB004]
OG0001929	PSC69261.1 flagellar associated [Micractinium conductrix]	KAF8066242.1 CFAP58 [Scenedesmus sp. PABB004]
OG0001931	PSC69277.1 60S ribosomal L4-1 [Micractinium conductrix]	KAF8056778.1 RPL4A [Scenedesmus sp. PABB004]
OG0001932	PSC69221.1 TBC1 domain family member 2A [Micractinium conductrix]	KAF8068224.1 hypothetical protein HT031_001910 [Scenedesmus sp. PABB004]
OG0001933	PSC74338.1 kinase Yak1 [Micractinium conductrix]	KAF8072568.1 yakA [Scenedesmus sp. PABB004]
OG0001934	PSC71357.1 RCC2-like protein [Micractinium conductrix]	KAF8054874.1 rcc2 [Scenedesmus sp. PABB004]
OG0001935	PSC71559.1 NADH dehydrogenase [ubiquinone] iron-sulfur 8-mitochondrial [Micractinium conductrix]	KAF8073190.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B [Scenedesmus sp. PABB004]
OG0001936	PSC69989.1 mitochondrial phosphate carrier 1 [Micractinium conductrix]	KAF8067138.1 MPT3 [Scenedesmus sp. PABB004]
OG0001937	PSC75250.1 serine threonine-kinase RIO1-like [Micractinium conductrix]	KAF8066321.1 RIOK1 [Scenedesmus sp. PABB004]
OG0001939	PSC72687.1 traB domain-containing [Micractinium conductrix]	KAF8065461.1 ycf45 [Scenedesmus sp. PABB004]
OG0001940	PSC67817.1 copper transport ATX1-like [Micractinium conductrix], PSC67510.1 copper transport ATX1-like [Micractinium conductrix], PSC67068.1 copper transport ATX1-like [Micractinium conductrix]	KAF8073255.1 hypothetical protein HT031_000916 [Scenedesmus sp. PABB004]
OG0001941	PSC75421.1 isoleucine-tRNA cytoplasmic [Micractinium conductrix]	KAF8059702.1 isoleucine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001942	PSC75522.1 cysteine synthase 2 [Micractinium conductrix]	KAF8063062.1 cys12 [Scenedesmus sp. PABB004]
OG0001943	PSC75808.1 Eukaryotic peptide chain release factor subunit 1-3 [Micractinium conductrix]	KAF8066282.1 ERF1-3 [Scenedesmus sp. PABB004]
OG0001944	PSC75867.1 DNA _cytosine-5_-methyltransferase 1-like [Micractinium conductrix]	KAF8055388.1 MET1B [Scenedesmus sp. PABB004]
OG0001945	PSC75729.1 pachytene checkpoint 2-like protein [Micractinium conductrix]	KAF8072859.1 PCH2 [Scenedesmus sp. PABB004]
OG0001946	PSC75635.1 coatomer subunit epsilon-1-like [Micractinium conductrix]	KAF8066259.1 coatomer subunit epsilon-1 [Scenedesmus sp. PABB004]
OG0001947	PSC67354.1 leucine-tRNA mitochondrial [Micractinium conductrix]	KAF8066270.1 leucine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001948	PSC76000.1 alpha beta-hydrolase superfamily isoform B [Micractinium conductrix], PSC75999.1 alpha beta-hydrolase superfamily isoform A [Micractinium conductrix]	KAF8057291.1 WAV2 [Scenedesmus sp. PABB004]
OG0001949	PSC75797.1 TBC1 domain family member 1 isoform A [Micractinium conductrix], PSC75798.1 TBC1 domain family member 1 isoform B [Micractinium conductrix], PSC75799.1 TBC1 domain family member 1 isoform C [Micractinium conductrix]	KAF8055394.1 Tbc1d4 [Scenedesmus sp. PABB004]
OG0001951	PSC71665.1 40S ribosomal S18 [Micractinium conductrix]	KAF8063060.1 RPS18 [Scenedesmus sp. PABB004]
OG0001952	PSC71553.1 26S proteasome regulatory subunit [Micractinium conductrix]	KAF8059204.1 RPN3A [Scenedesmus sp. PABB004]
OG0001953	PSC74574.1 hypothetical protein C2E20_2186 [Micractinium conductrix], PSC74496.1 putative inactive tRNA-specific adenosine deaminase 3 isoform X1 [Micractinium conductrix]	KAF8064479.1 TAD3 [Scenedesmus sp. PABB004]
OG0001954	PSC75016.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily [Micractinium conductrix]	KAF8061094.1 Mettl6 [Scenedesmus sp. PABB004]
