Orthogroup	Species	Chlorella_A99	Orthologs
OG0001938	Chlorella_VariabilisNC64A	PCFQ01000002.1 g735 [Chlorella sp. A99]	XP_005844531.1 hypothetical protein CHLNCDRAFT_12102_ partial [Chlorella variabilis]
OG0001938	Chlorella_Vulgaris2111P	PCFQ01000002.1 g735 [Chlorella sp. A99]	KAI3430260.1 hypothetical protein D9Q98_004856 [Chlorella vulgaris]
OG0001938	Chlorella_Sorokiniana1602	PCFQ01000002.1 g735 [Chlorella sp. A99]	PRW20484.1 exosome complex component RRP41-like protein isoform B [Chlorella sorokiniana], PRW20485.1 exosome complex component RRP41-like protein isoform A [Chlorella sorokiniana]
OG0001938	Micractinium_SAG24180	PCFQ01000002.1 g735 [Chlorella sp. A99]	PSC70255.1 exosome complex component RRP41 [Micractinium conductrix]
OG0001938	Auxenochlorella_protothecoides	PCFQ01000002.1 g735 [Chlorella sp. A99]	RMZ54653.1 hypothetical protein APUTEX25_003031 [Auxenochlorella protothecoides]
OG0001941	Scenedesmus_NREL	PCFQ01000058.1 g28 [Chlorella sp. A99]	KAF6263752.1 tRNA synthetases class I-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001941	Scenedesmus_PABB004	PCFQ01000058.1 g28 [Chlorella sp. A99]	KAF8059702.1 isoleucine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001941	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g28 [Chlorella sp. A99]	EIE22268.1 hypothetical protein COCSUDRAFT_24197 [Coccomyxa subellipsoidea C-169]
OG0001941	Auxenochlorella_protothecoides	PCFQ01000058.1 g28 [Chlorella sp. A99]	RMZ54688.1 hypothetical protein APUTEX25_003066 [Auxenochlorella protothecoides]
OG0001941	Micractinium_SAG24180	PCFQ01000058.1 g28 [Chlorella sp. A99]	PSC75421.1 isoleucine-tRNA cytoplasmic [Micractinium conductrix]
OG0001941	Chlorella_Sorokiniana1602	PCFQ01000058.1 g28 [Chlorella sp. A99]	PRW58450.1 isoleucine--tRNA cytoplasmic isoform A [Chlorella sorokiniana], PRW58449.1 isoleucine--tRNA cytoplasmic isoform B [Chlorella sorokiniana]
OG0001941	Chlorella_VariabilisNC64A	PCFQ01000058.1 g28 [Chlorella sp. A99]	XP_005851424.1 hypothetical protein CHLNCDRAFT_137710 [Chlorella variabilis]
OG0001941	Chlorella_Vulgaris2111P	PCFQ01000058.1 g28 [Chlorella sp. A99]	KAI3433769.1 hypothetical protein D9Q98_003575 [Chlorella vulgaris]
OG0001942	Scenedesmus_NREL	PCFQ01000058.1 g30 [Chlorella sp. A99]	KAF6244133.1 cysteine synthase [Scenedesmus sp. NREL 46B-D3], KAF6258291.1 tryptophan synthase beta subunit-like PLP-dependent enzyme [Scenedesmus sp. NREL 46B-D3]
OG0001942	Scenedesmus_PABB004	PCFQ01000058.1 g30 [Chlorella sp. A99]	KAF8063062.1 cys12 [Scenedesmus sp. PABB004]
OG0001942	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g30 [Chlorella sp. A99]	EIE20744.1 cysteine synthase [Coccomyxa subellipsoidea C-169]
OG0001942	Chlorella_Sorokiniana1602	PCFQ01000058.1 g30 [Chlorella sp. A99]	PRW58238.1 Cysteine synthase 2 [Chlorella sorokiniana]
OG0001942	Chlorella_VariabilisNC64A	PCFQ01000058.1 g30 [Chlorella sp. A99]	XP_005851130.1 hypothetical protein CHLNCDRAFT_137718 [Chlorella variabilis]
OG0001942	Chlorella_Vulgaris2111P	PCFQ01000058.1 g30 [Chlorella sp. A99]	KAI3433760.1 hypothetical protein D9Q98_003567 [Chlorella vulgaris]
OG0001942	Micractinium_SAG24180	PCFQ01000058.1 g30 [Chlorella sp. A99]	PSC75522.1 cysteine synthase 2 [Micractinium conductrix]
OG0001942	Auxenochlorella_protothecoides	PCFQ01000058.1 g30 [Chlorella sp. A99]	RMZ54689.1 hypothetical protein APUTEX25_003067 [Auxenochlorella protothecoides]
OG0001943	Chlorella_KRBP	PCFQ01000058.1 g23 [Chlorella sp. A99]	QAXK01001495.1_35130-32135
OG0001943	Scenedesmus_PABB004	PCFQ01000058.1 g23 [Chlorella sp. A99]	KAF8066282.1 ERF1-3 [Scenedesmus sp. PABB004]
OG0001943	Scenedesmus_NREL	PCFQ01000058.1 g23 [Chlorella sp. A99]	KAF6254175.1 eukaryotic release factor 1 [Scenedesmus sp. NREL 46B-D3]
OG0001943	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g23 [Chlorella sp. A99]	EIE18244.1 eukaryotic release factor 1 [Coccomyxa subellipsoidea C-169]
OG0001943	Auxenochlorella_protothecoides	PCFQ01000058.1 g23 [Chlorella sp. A99]	RMZ54693.1 hypothetical protein APUTEX25_003071 [Auxenochlorella protothecoides]
OG0001943	Chlorella_Sorokiniana1602	PCFQ01000058.1 g23 [Chlorella sp. A99]	PRW58267.1 Eukaryotic peptide chain release factor subunit 1-3 [Chlorella sorokiniana]
OG0001943	Chlorella_Vulgaris2111P	PCFQ01000058.1 g23 [Chlorella sp. A99]	KAI3433744.1 hypothetical protein D9Q98_003551 [Chlorella vulgaris]
OG0001943	Micractinium_SAG24180	PCFQ01000058.1 g23 [Chlorella sp. A99]	PSC75808.1 Eukaryotic peptide chain release factor subunit 1-3 [Micractinium conductrix]
OG0001943	Chlorella_VariabilisNC64A	PCFQ01000058.1 g23 [Chlorella sp. A99]	XP_005851141.1 hypothetical protein CHLNCDRAFT_29482 [Chlorella variabilis]
OG0001944	Scenedesmus_PABB004	PCFQ01000058.1 g25 [Chlorella sp. A99]	KAF8055388.1 MET1B [Scenedesmus sp. PABB004]
OG0001944	Scenedesmus_NREL	PCFQ01000058.1 g25 [Chlorella sp. A99]	KAF6265105.1 hypothetical protein COO60DRAFT_1470199 [Scenedesmus sp. NREL 46B-D3], KAF6259357.1 hypothetical protein COO60DRAFT_1638438 [Scenedesmus sp. NREL 46B-D3]
OG0001944	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g25 [Chlorella sp. A99]	EIE18425.1 S-adenosyl-L-methionine-dependent methyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0001944	Auxenochlorella_protothecoides	PCFQ01000058.1 g25 [Chlorella sp. A99]	RMZ54695.1 hypothetical protein APUTEX25_003073 [Auxenochlorella protothecoides]
OG0001944	Chlorella_Vulgaris2111P	PCFQ01000058.1 g25 [Chlorella sp. A99]	KAI3433772.1 hypothetical protein D9Q98_003578 [Chlorella vulgaris]
OG0001944	Micractinium_SAG24180	PCFQ01000058.1 g25 [Chlorella sp. A99]	PSC75867.1 DNA _cytosine-5_-methyltransferase 1-like [Micractinium conductrix]
OG0001944	Chlorella_Sorokiniana1602	PCFQ01000058.1 g25 [Chlorella sp. A99]	PRW58513.1 DNA _cytosine-5_-methyltransferase 1-like [Chlorella sorokiniana]
OG0001944	Chlorella_VariabilisNC64A	PCFQ01000058.1 g25 [Chlorella sp. A99]	XP_005851422.1 hypothetical protein CHLNCDRAFT_137705 [Chlorella variabilis]
OG0001945	Chlorella_KRBP	PCFQ01000058.1 g67 [Chlorella sp. A99]	QAXK01006788.1_3504-1107
OG0001945	Scenedesmus_NREL	PCFQ01000058.1 g67 [Chlorella sp. A99]	KAF6266818.1 pachytene checkpoint protein 2 [Scenedesmus sp. NREL 46B-D3]
OG0001945	Scenedesmus_PABB004	PCFQ01000058.1 g67 [Chlorella sp. A99]	KAF8072859.1 PCH2 [Scenedesmus sp. PABB004]
OG0001945	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g67 [Chlorella sp. A99]	EIE24011.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001945	Auxenochlorella_protothecoides	PCFQ01000058.1 g67 [Chlorella sp. A99]	RMZ54701.1 hypothetical protein APUTEX25_003079 [Auxenochlorella protothecoides]
OG0001945	Micractinium_SAG24180	PCFQ01000058.1 g67 [Chlorella sp. A99]	PSC75729.1 pachytene checkpoint 2-like protein [Micractinium conductrix]
OG0001945	Chlorella_Sorokiniana1602	PCFQ01000058.1 g67 [Chlorella sp. A99]	PRW58109.1 pachytene checkpoint 2-like protein [Chlorella sorokiniana]
OG0001945	Chlorella_Vulgaris2111P	PCFQ01000058.1 g67 [Chlorella sp. A99]	KAI3433726.1 hypothetical protein D9Q98_003534 [Chlorella vulgaris]
OG0001945	Chlorella_VariabilisNC64A	PCFQ01000058.1 g67 [Chlorella sp. A99]	XP_005851439.1 hypothetical protein CHLNCDRAFT_8480_ partial [Chlorella variabilis]
OG0001946	Chlorella_KRBP	PCFQ01000058.1 g46 [Chlorella sp. A99]	QAXK01006196.1_6560-8156
OG0001946	Scenedesmus_PABB004	PCFQ01000058.1 g46 [Chlorella sp. A99]	KAF8066259.1 coatomer subunit epsilon-1 [Scenedesmus sp. PABB004]
OG0001946	Scenedesmus_NREL	PCFQ01000058.1 g46 [Chlorella sp. A99]	KAF6251396.1 coatomer epsilon subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001946	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g46 [Chlorella sp. A99]	EIE25428.1 epsilon-cop [Coccomyxa subellipsoidea C-169]
OG0001946	Micractinium_SAG24180	PCFQ01000058.1 g46 [Chlorella sp. A99]	PSC75635.1 coatomer subunit epsilon-1-like [Micractinium conductrix]
OG0001946	Chlorella_Sorokiniana1602	PCFQ01000058.1 g46 [Chlorella sp. A99]	PRW58190.1 coatomer subunit epsilon-1-like [Chlorella sorokiniana]
OG0001946	Chlorella_VariabilisNC64A	PCFQ01000058.1 g46 [Chlorella sp. A99]	XP_005851431.1 hypothetical protein CHLNCDRAFT_56683 [Chlorella variabilis]
OG0001946	Chlorella_Vulgaris2111P	PCFQ01000058.1 g46 [Chlorella sp. A99]	KAI3433747.1 hypothetical protein D9Q98_003554 [Chlorella vulgaris]
OG0001946	Auxenochlorella_protothecoides	PCFQ01000058.1 g46 [Chlorella sp. A99]	RMZ54703.1 hypothetical protein APUTEX25_003081 [Auxenochlorella protothecoides]
OG0001947	Chlorella_KRBP	PCFQ01000058.1 g70 [Chlorella sp. A99]	QAXK01001881.1_90892-88031
OG0001947	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g70 [Chlorella sp. A99]	EIE26840.1 putative leucyl tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0001947	Scenedesmus_PABB004	PCFQ01000058.1 g70 [Chlorella sp. A99]	KAF8066270.1 leucine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001947	Scenedesmus_NREL	PCFQ01000058.1 g70 [Chlorella sp. A99]	KAF6254452.1 putative leucyl tRNA synthetase [Scenedesmus sp. NREL 46B-D3]
OG0001947	Chlorella_VariabilisNC64A	PCFQ01000058.1 g70 [Chlorella sp. A99]	XP_005851157.1 hypothetical protein CHLNCDRAFT_55974 [Chlorella variabilis]
OG0001947	Chlorella_Vulgaris2111P	PCFQ01000058.1 g70 [Chlorella sp. A99]	KAI3433717.1 hypothetical protein D9Q98_003525 [Chlorella vulgaris]
OG0001947	Auxenochlorella_protothecoides	PCFQ01000058.1 g70 [Chlorella sp. A99]	RMZ54707.1 hypothetical protein APUTEX25_003085 [Auxenochlorella protothecoides]
OG0001947	Micractinium_SAG24180	PCFQ01000058.1 g70 [Chlorella sp. A99]	PSC67354.1 leucine-tRNA mitochondrial [Micractinium conductrix]
OG0001947	Chlorella_Sorokiniana1602	PCFQ01000058.1 g70 [Chlorella sp. A99]	PRW58550.1 leucine--tRNA mitochondrial [Chlorella sorokiniana]
OG0001948	Scenedesmus_PABB004	PCFQ01000058.1 g32 [Chlorella sp. A99]	KAF8057291.1 WAV2 [Scenedesmus sp. PABB004]
OG0001948	Scenedesmus_NREL	PCFQ01000058.1 g32 [Chlorella sp. A99]	KAF6256842.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001948	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g32 [Chlorella sp. A99]	EIE21638.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0001948	Auxenochlorella_protothecoides	PCFQ01000058.1 g32 [Chlorella sp. A99]	RMZ54708.1 hypothetical protein APUTEX25_003086 [Auxenochlorella protothecoides]
OG0001948	Micractinium_SAG24180	PCFQ01000058.1 g32 [Chlorella sp. A99]	PSC76000.1 alpha beta-hydrolase superfamily isoform B [Micractinium conductrix], PSC75999.1 alpha beta-hydrolase superfamily isoform A [Micractinium conductrix]
OG0001948	Chlorella_Sorokiniana1602	PCFQ01000058.1 g32 [Chlorella sp. A99]	PRW58224.1 bem46 [Chlorella sorokiniana]
OG0001948	Chlorella_VariabilisNC64A	PCFQ01000058.1 g32 [Chlorella sp. A99]	XP_005851428.1 hypothetical protein CHLNCDRAFT_17231_ partial [Chlorella variabilis]
OG0001948	Chlorella_Vulgaris2111P	PCFQ01000058.1 g32 [Chlorella sp. A99]	KAI3433757.1 hypothetical protein D9Q98_003564 [Chlorella vulgaris]
OG0001950	Scenedesmus_PABB004	PCFQ01000058.1 g18 [Chlorella sp. A99]	KAF8069682.1 rgt-1 [Scenedesmus sp. PABB004]
OG0001950	Scenedesmus_NREL	PCFQ01000058.1 g18 [Chlorella sp. A99]	KAF6252077.1 histidine tRNA 5'-guanylyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6263243.1 histidine tRNA 5'-guanylyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6253130.1 hypothetical protein COO60DRAFT_467880 [Scenedesmus sp. NREL 46B-D3]
OG0001950	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g18 [Chlorella sp. A99]	EIE21615.1 histidine tRNA 5'-guanylyltransferase [Coccomyxa subellipsoidea C-169]
OG0001950	Auxenochlorella_protothecoides	PCFQ01000058.1 g18 [Chlorella sp. A99]	RMZ54735.1 hypothetical protein APUTEX25_003113 [Auxenochlorella protothecoides]
OG0001950	Chlorella_Sorokiniana1602	PCFQ01000058.1 g18 [Chlorella sp. A99]	PRW58459.1 putative tRNA_His_ guanylyltransferase [Chlorella sorokiniana]
OG0001950	Chlorella_VariabilisNC64A	PCFQ01000058.1 g18 [Chlorella sp. A99]	XP_005851420.1 hypothetical protein CHLNCDRAFT_19326 [Chlorella variabilis]
OG0001950	Chlorella_Vulgaris2111P	PCFQ01000058.1 g18 [Chlorella sp. A99]	KAI3433781.1 hypothetical protein D9Q98_003586 [Chlorella vulgaris]
OG0001951	Chlorella_KRBP	PCFQ01000008.1 g1147 [Chlorella sp. A99]	QAXK01010684.1_1460-556
OG0001951	Coccomyxa_SubellipsoideaC169	PCFQ01000008.1 g1147 [Chlorella sp. A99]	EIE24636.1 ribosomal protein S18 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]
OG0001951	Scenedesmus_PABB004	PCFQ01000008.1 g1147 [Chlorella sp. A99]	KAF8063060.1 RPS18 [Scenedesmus sp. PABB004]
OG0001951	Scenedesmus_NREL	PCFQ01000008.1 g1147 [Chlorella sp. A99]	KAF6258288.1 ribosomal protein S18 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]
OG0001951	Chlorella_Vulgaris2111P	PCFQ01000008.1 g1147 [Chlorella sp. A99]	KAI3428219.1 hypothetical protein D9Q98_006599 [Chlorella vulgaris]
OG0001951	Chlorella_Sorokiniana1602	PCFQ01000008.1 g1147 [Chlorella sp. A99]	PRW56629.1 40S ribosomal S18 [Chlorella sorokiniana]
OG0001951	Micractinium_SAG24180	PCFQ01000008.1 g1147 [Chlorella sp. A99]	PSC71665.1 40S ribosomal S18 [Micractinium conductrix]
OG0001951	Chlorella_VariabilisNC64A	PCFQ01000008.1 g1147 [Chlorella sp. A99]	XP_005850125.1 40S ribosomal protein S18 [Chlorella variabilis]
OG0001951	Auxenochlorella_protothecoides	PCFQ01000008.1 g1147 [Chlorella sp. A99]	RMZ54745.1 hypothetical protein APUTEX25_003123_ partial [Auxenochlorella protothecoides]
OG0001952	Chlorella_KRBP	PCFQ01000008.1 g1149 [Chlorella sp. A99]	QAXK01001616.1_0-2161
OG0001952	Auxenochlorella_protothecoides	PCFQ01000008.1 g1149 [Chlorella sp. A99]	RMZ54747.1 hypothetical protein APUTEX25_003125_ partial [Auxenochlorella protothecoides]
OG0001952	Scenedesmus_PABB004	PCFQ01000008.1 g1149 [Chlorella sp. A99]	KAF8059204.1 RPN3A [Scenedesmus sp. PABB004]
OG0001952	Scenedesmus_NREL	PCFQ01000008.1 g1149 [Chlorella sp. A99]	KAF6258690.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]
OG0001952	Coccomyxa_SubellipsoideaC169	PCFQ01000008.1 g1149 [Chlorella sp. A99]	EIE24637.1 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]
OG0001952	Micractinium_SAG24180	PCFQ01000008.1 g1149 [Chlorella sp. A99]	PSC71553.1 26S proteasome regulatory subunit [Micractinium conductrix]
OG0001952	Chlorella_Sorokiniana1602	PCFQ01000008.1 g1149 [Chlorella sp. A99]	PRW56886.1 putative 26S proteasome non-ATPase regulatory subunit 3 [Chlorella sorokiniana]
OG0001952	Chlorella_VariabilisNC64A	PCFQ01000008.1 g1149 [Chlorella sp. A99]	XP_005850128.1 hypothetical protein CHLNCDRAFT_20545 [Chlorella variabilis]
OG0001952	Chlorella_Vulgaris2111P	PCFQ01000008.1 g1149 [Chlorella sp. A99]	KAI3428226.1 hypothetical protein D9Q98_006606 [Chlorella vulgaris]
OG0001955	Scenedesmus_NREL	PCFQ01000015.1 g2963 [Chlorella sp. A99]	KAF6252351.1 aspartyl aminopeptidase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6237337.1 peptidase M18 [Scenedesmus sp. NREL 46B-D3]
OG0001955	Scenedesmus_PABB004	PCFQ01000015.1 g2963 [Chlorella sp. A99]	KAF8062686.1 aspartyl aminopeptidase [Scenedesmus sp. PABB004]
OG0001955	Coccomyxa_SubellipsoideaC169	PCFQ01000015.1 g2963 [Chlorella sp. A99]	EIE23587.1 peptidase M18_ aminopeptidase I [Coccomyxa subellipsoidea C-169]
OG0001955	Auxenochlorella_protothecoides	PCFQ01000015.1 g2963 [Chlorella sp. A99]	RMZ54776.1 hypothetical protein APUTEX25_000293 [Auxenochlorella protothecoides]
OG0001955	Chlorella_Vulgaris2111P	PCFQ01000015.1 g2963 [Chlorella sp. A99]	KAI3434924.1 hypothetical protein D9Q98_002978 [Chlorella vulgaris]
OG0001955	Micractinium_SAG24180	PCFQ01000015.1 g2963 [Chlorella sp. A99]	PSC77070.1 putative aspartyl aminopeptidase [Micractinium conductrix]
OG0001955	Chlorella_Sorokiniana1602	PCFQ01000015.1 g2963 [Chlorella sp. A99]	PRW33821.1 putative aspartyl aminopeptidase [Chlorella sorokiniana]
OG0001955	Chlorella_VariabilisNC64A	PCFQ01000015.1 g2963 [Chlorella sp. A99]	XP_005849269.1 hypothetical protein CHLNCDRAFT_143544 [Chlorella variabilis]
OG0001956	Chlorella_KRBP	PCFQ01000011.1 g2807 [Chlorella sp. A99]	QAXK01004150.1_9770-14859
OG0001956	Scenedesmus_PABB004	PCFQ01000011.1 g2807 [Chlorella sp. A99]	KAF8060602.1 glycine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001956	Scenedesmus_NREL	PCFQ01000011.1 g2807 [Chlorella sp. A99]	KAF6264142.1 hypothetical protein COO60DRAFT_220797 [Scenedesmus sp. NREL 46B-D3]
OG0001956	Coccomyxa_SubellipsoideaC169	PCFQ01000011.1 g2807 [Chlorella sp. A99]	EIE19836.1 glycyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0001956	Auxenochlorella_protothecoides	PCFQ01000011.1 g2807 [Chlorella sp. A99]	RMZ54781.1 hypothetical protein APUTEX25_000298_ partial [Auxenochlorella protothecoides]
OG0001956	Chlorella_Sorokiniana1602	PCFQ01000011.1 g2807 [Chlorella sp. A99]	PRW56256.1 glycyl-tRNA synthetase [Chlorella sorokiniana]
OG0001956	Micractinium_SAG24180	PCFQ01000011.1 g2807 [Chlorella sp. A99]	PSC72809.1 Glycyl-tRNA synthetase family [Micractinium conductrix]
OG0001956	Chlorella_VariabilisNC64A	PCFQ01000011.1 g2807 [Chlorella sp. A99]	XP_005850566.1 hypothetical protein CHLNCDRAFT_34068 [Chlorella variabilis]
OG0001956	Chlorella_Vulgaris2111P	PCFQ01000011.1 g2807 [Chlorella sp. A99]	KAI3436835.1 hypothetical protein D9Q98_006245 [Chlorella vulgaris]
OG0001959	Auxenochlorella_protothecoides	PCFQ01000037.1 g2465 [Chlorella sp. A99]	RMZ54810.1 hypothetical protein APUTEX25_000327 [Auxenochlorella protothecoides]
OG0001959	Scenedesmus_NREL	PCFQ01000037.1 g2465 [Chlorella sp. A99]	KAF6256698.1 hypothetical protein COO60DRAFT_83567 [Scenedesmus sp. NREL 46B-D3]
OG0001959	Micractinium_SAG24180	PCFQ01000037.1 g2465 [Chlorella sp. A99]	PSC71989.1 carbohydrate-binding module family 1 [Micractinium conductrix], PSC71898.1 carbohydrate-binding module family 1 [Micractinium conductrix]
OG0001959	Chlorella_Vulgaris2111P	PCFQ01000037.1 g2465 [Chlorella sp. A99]	KAI3425934.1 hypothetical protein D9Q98_007906 [Chlorella vulgaris]
OG0001959	Chlorella_VariabilisNC64A	PCFQ01000037.1 g2465 [Chlorella sp. A99]	XP_005847816.1 hypothetical protein CHLNCDRAFT_134017 [Chlorella variabilis]
OG0001960	Chlorella_KRBP	PCFQ01000082.1 g612 [Chlorella sp. A99]	QAXK01005538.1_9255-7797
OG0001960	Scenedesmus_NREL	PCFQ01000082.1 g612 [Chlorella sp. A99]	KAF6254085.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001960	Scenedesmus_PABB004	PCFQ01000082.1 g612 [Chlorella sp. A99]	KAF8055477.1 PRP19 [Scenedesmus sp. PABB004]
OG0001960	Coccomyxa_SubellipsoideaC169	PCFQ01000082.1 g612 [Chlorella sp. A99]	EIE19108.1 spliceosome component_ nuclear pre-mRNA splicing factor [Coccomyxa subellipsoidea C-169]
OG0001960	Auxenochlorella_protothecoides	PCFQ01000082.1 g612 [Chlorella sp. A99]	RMZ54820.1 hypothetical protein APUTEX25_000337_ partial [Auxenochlorella protothecoides]
OG0001960	Chlorella_Vulgaris2111P	PCFQ01000082.1 g612 [Chlorella sp. A99]	KAI3424349.1 hypothetical protein D9Q98_009902 [Chlorella vulgaris]
OG0001960	Chlorella_VariabilisNC64A	PCFQ01000082.1 g612 [Chlorella sp. A99]	XP_005843657.1 hypothetical protein CHLNCDRAFT_140025 [Chlorella variabilis]
OG0001960	Micractinium_SAG24180	PCFQ01000082.1 g612 [Chlorella sp. A99]	PSC74641.1 U-box domain-containing 72-like [Micractinium conductrix]
OG0001960	Chlorella_Sorokiniana1602	PCFQ01000082.1 g612 [Chlorella sp. A99]	PRW20323.1 spliceosome nuclear pre-mRNA splicing factor [Chlorella sorokiniana]
OG0001961	Chlorella_KRBP	PCFQ01000077.1 g1758 [Chlorella sp. A99]	QAXK01009093.1_4766-1793
OG0001961	Scenedesmus_NREL	PCFQ01000077.1 g1758 [Chlorella sp. A99]	KAF6257872.1 glycyl-tRNA synthetase beta subunit-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001961	Scenedesmus_PABB004	PCFQ01000077.1 g1758 [Chlorella sp. A99]	KAF8057144.1 EDD1 [Scenedesmus sp. PABB004]
OG0001961	Auxenochlorella_protothecoides	PCFQ01000077.1 g1758 [Chlorella sp. A99]	RMZ54822.1 hypothetical protein APUTEX25_000339 [Auxenochlorella protothecoides]
OG0001961	Coccomyxa_SubellipsoideaC169	PCFQ01000077.1 g1758 [Chlorella sp. A99]	EIE22621.1 hypothetical protein COCSUDRAFT_53607 [Coccomyxa subellipsoidea C-169]
OG0001961	Micractinium_SAG24180	PCFQ01000077.1 g1758 [Chlorella sp. A99]	PSC72381.1 Glycine-tRNA ligase chloroplastic mitochondrial [Micractinium conductrix]
OG0001961	Chlorella_Sorokiniana1602	PCFQ01000077.1 g1758 [Chlorella sp. A99]	PRW56476.1 Glycine-tRNA ligase chloroplastic mitochondrial [Chlorella sorokiniana]
OG0001961	Chlorella_Vulgaris2111P	PCFQ01000077.1 g1758 [Chlorella sp. A99]	KAI3427953.1 hypothetical protein D9Q98_006343 [Chlorella vulgaris]
OG0001961	Chlorella_VariabilisNC64A	PCFQ01000077.1 g1758 [Chlorella sp. A99]	XP_005850242.1 hypothetical protein CHLNCDRAFT_141905 [Chlorella variabilis]
OG0001963	Scenedesmus_NREL	PCFQ01000077.1 g1749 [Chlorella sp. A99]	KAF6263499.1 Sodium/hydrogen exchanger family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001963	Coccomyxa_SubellipsoideaC169	PCFQ01000077.1 g1749 [Chlorella sp. A99]	EIE25157.1 hypothetical protein COCSUDRAFT_27846 [Coccomyxa subellipsoidea C-169]
OG0001963	Chlorella_Sorokiniana1602	PCFQ01000077.1 g1749 [Chlorella sp. A99]	PRW56486.1 K_+_ efflux antiporter 4-like [Chlorella sorokiniana]
OG0001963	Chlorella_VariabilisNC64A	PCFQ01000077.1 g1749 [Chlorella sp. A99]	XP_005850011.1 hypothetical protein CHLNCDRAFT_7714_ partial [Chlorella variabilis]
OG0001963	Chlorella_Vulgaris2111P	PCFQ01000077.1 g1749 [Chlorella sp. A99]	KAI3427997.1 hypothetical protein D9Q98_006384 [Chlorella vulgaris], KAI3427996.1 hypothetical protein D9Q98_006384 [Chlorella vulgaris]
OG0001963	Micractinium_SAG24180	PCFQ01000077.1 g1749 [Chlorella sp. A99]	PSC72593.1 K_+_ efflux antiporter 4-like isoform A [Micractinium conductrix], PSC72594.1 K_+_ efflux antiporter 4-like isoform B [Micractinium conductrix]
OG0001963	Auxenochlorella_protothecoides	PCFQ01000077.1 g1749 [Chlorella sp. A99]	RMZ54852.1 hypothetical protein APUTEX25_000369 [Auxenochlorella protothecoides]
OG0001965	Scenedesmus_PABB004	PCFQ01000078.1 g2157 [Chlorella sp. A99]	KAF8066367.1 ACX2 [Scenedesmus sp. PABB004]
