Orthogroup	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180
OG0002084	EIE20615.1 tRNA-i_6_A37 modification enzyme MiaB [Coccomyxa subellipsoidea C-169]	PSC76975.1 tRNA-i_6_A37 modification enzyme [Micractinium conductrix]
OG0002085	EIE25479.1 hypothetical protein COCSUDRAFT_1587_ partial [Coccomyxa subellipsoidea C-169]	PSC72430.1 phenol 2-monooxygenase-like isoform X1 isoform A [Micractinium conductrix], PSC72429.1 phenol 2-monooxygenase-like isoform X1 isoform B [Micractinium conductrix]
OG0002086	EIE24041.1 HIT-like protein [Coccomyxa subellipsoidea C-169]	PSC73570.1 Bis_5 -adenosyl_-triphosphatase [Micractinium conductrix]
OG0002087	EIE22441.1 importin alpha [Coccomyxa subellipsoidea C-169]	PSC73643.1 importin alpha [Micractinium conductrix]
OG0002088	EIE22447.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PSC73236.1 Crooked neck 1 [Micractinium conductrix]
OG0002089	EIE25344.1 glutaminyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	PSC72466.1 glutamine-tRNA ligase [Micractinium conductrix]
OG0002090	EIE22443.1 20S proteasome alpha subunit G [Coccomyxa subellipsoidea C-169]	PSC75430.1 Proteasome subunit alpha type-3 [Micractinium conductrix]
OG0002091	EIE24807.1 NAD-binding D-isomer specific 2-hydroxyacid dehydrogenase [Coccomyxa subellipsoidea C-169], EIE22438.1 hypothetical protein COCSUDRAFT_37061 [Coccomyxa subellipsoidea C-169]	PSC74029.1 glyoxylate reductase hydroxypyruvate reductase isoform X2 [Micractinium conductrix], PSC76682.1 kinase [Micractinium conductrix]
OG0002092	EIE23778.1 FtsJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC71474.1 rRNA methyltransferase [Micractinium conductrix]
OG0002093	EIE27539.1 glycerol-3-phosphate permease-like protein_ partial [Coccomyxa subellipsoidea C-169]	PSC73836.1 glycerol-3-phosphate transporter 4 isoform A [Micractinium conductrix], PSC73835.1 glycerol-3-phosphate transporter 4 isoform B [Micractinium conductrix]
OG0002094	EIE25417.1 hypothetical protein COCSUDRAFT_40666 [Coccomyxa subellipsoidea C-169]	PSC72539.1 hypothetical protein C2E20_4225 [Micractinium conductrix]
OG0002095	EIE25029.1 proteasome subunit alpha [Coccomyxa subellipsoidea C-169]	PSC70541.1 Proteasome subunit alpha type-5 [Micractinium conductrix]
OG0002096	EIE26766.1 hypothetical protein COCSUDRAFT_46223 [Coccomyxa subellipsoidea C-169]	PSC73810.1 CHROMATIN REMODELING 4 isoform X1 isoform B [Micractinium conductrix], PSC73809.1 CHROMATIN REMODELING 4 isoform X1 isoform A [Micractinium conductrix]
OG0002097	EIE20960.1 3-isopropylmalate dehydrogenase [Coccomyxa subellipsoidea C-169]	PSC69987.1 3-isopropylmalate dehydrogenase [Micractinium conductrix]
OG0002098	EIE21079.1 COP-II coat subunit [Coccomyxa subellipsoidea C-169]	PSC71259.1 transport Sec24-like protein [Micractinium conductrix]
OG0002099	EIE25711.1 threonyl-tRNA synthetase [Coccomyxa subellipsoidea C-169], EIE24047.1 threonyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	PSC73319.1 threonine-tRNA mitochondrial [Micractinium conductrix]
OG0002100	EIE19872.1 amino acid transporter [Coccomyxa subellipsoidea C-169]	PSC67222.1 putative polyamine transporter isoform A [Micractinium conductrix], PSC67221.1 putative polyamine transporter isoform B [Micractinium conductrix]
OG0002101	EIE20408.1 hypothetical protein COCSUDRAFT_67348 [Coccomyxa subellipsoidea C-169]	PSC75809.1 E3 ubiquitin-ligase SHPRH [Micractinium conductrix], PSC69775.1 E3 ubiquitin-ligase SHPRH isoform X1 [Micractinium conductrix]
OG0002102	EIE27071.1 retrieval of early ER protein Rer1 [Coccomyxa subellipsoidea C-169]	PSC67831.1 RER1A-like [Micractinium conductrix]
OG0002103	EIE24888.1 acyl-CoA dehydrogenase NM domain-like protein [Coccomyxa subellipsoidea C-169]	PSC70130.1 Acyl-dehydrogenase [Micractinium conductrix]
OG0002104	EIE24792.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]	PSC67989.1 Mitogen-activated kinase 14 isoform A [Micractinium conductrix], PSC67990.1 Mitogen-activated kinase 14 isoform B [Micractinium conductrix]
OG0002105	EIE23138.1 ribosomal protein L5 [Coccomyxa subellipsoidea C-169]	PSC69876.1 60S ribosomal L11-1 [Micractinium conductrix]
OG0002106	EIE27090.1 ADP_ATP carrier protein [Coccomyxa subellipsoidea C-169], EIE27091.1 ADP_ATP carrier protein [Coccomyxa subellipsoidea C-169]	PSC67868.1 ADP_ATP carrier [Micractinium conductrix]
OG0002107	EIE20558.1 exocyst complex component Sec6 [Coccomyxa subellipsoidea C-169]	PSC69331.1 exocyst complex component Sec6 [Micractinium conductrix]
OG0002108	EIE19110.1 pyruvate decarboxylase [Coccomyxa subellipsoidea C-169]	PSC70952.1 pyruvate decarboxylase [Micractinium conductrix], PSC76564.1 trypsin-like serine protease precursor [Micractinium conductrix]
OG0002109	EIE23353.1 E1 subunit of 2-oxoglutarate dehydrogenase [Coccomyxa subellipsoidea C-169]	PSC73129.1 2-oxoglutarate mitochondrial-like [Micractinium conductrix]
OG0002110	EIE26133.1 DNA repair helicase rad25 [Coccomyxa subellipsoidea C-169]	PSC73140.1 DNA repair helicase XPB1-like [Micractinium conductrix]
OG0002111	EIE26300.1 hypothetical protein COCSUDRAFT_52293 [Coccomyxa subellipsoidea C-169], EIE26312.1 TRAUB-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC74072.1 AATF isoform X1 [Micractinium conductrix]
OG0002112	EIE25512.1 ribosomal protein L27 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	PSC75829.1 MORN repeat family [Micractinium conductrix]
OG0002113	EIE26299.1 peptidase C19_ ubiquitin carboxyl-terminal hydrolase 2 [Coccomyxa subellipsoidea C-169], EIE26303.1 hypothetical protein COCSUDRAFT_58843 [Coccomyxa subellipsoidea C-169]	PSC74502.1 ubiquitin carboxyl-terminal hydrolase 22 [Micractinium conductrix]
OG0002114	EIE26457.1 hypothetical protein COCSUDRAFT_46095 [Coccomyxa subellipsoidea C-169]	PSC74764.1 GUCD1 isoform X2 [Micractinium conductrix]
OG0002115	EIE21592.1 serine decarboxylase [Coccomyxa subellipsoidea C-169]	PSC71075.1 serine decarboxylase [Micractinium conductrix]
OG0002116	EIE25472.1 DEAD-box RNA helicase [Coccomyxa subellipsoidea C-169]	PSC72623.1 DEAD-box ATP-dependent RNA helicase 20 [Micractinium conductrix]
OG0002117	EIE25372.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC74126.1 cathepsin L1D [Micractinium conductrix], PSC76304.1 2-polyprenyl-6-methoxyphenol hydroxylase-like oxidoreductase [Micractinium conductrix]
OG0002118	EIE21177.1 hypothetical protein COCSUDRAFT_48305 [Coccomyxa subellipsoidea C-169]	PSC71042.1 small conductance mechanosensitive ion channel family isoform B [Micractinium conductrix], PSC71043.1 small conductance mechanosensitive ion channel family isoform A [Micractinium conductrix]
OG0002119	EIE18666.1 cytochrome b5 [Coccomyxa subellipsoidea C-169]	PSC74877.1 B5 [Micractinium conductrix], PSC72667.1 cytochrome b5 [Micractinium conductrix]
OG0002120	EIE21637.1 hypothetical protein COCSUDRAFT_30131 [Coccomyxa subellipsoidea C-169]	PSC76466.1 conserved oligomeric Golgi complex subunit 5 [Micractinium conductrix]
OG0002121	EIE25585.1 glutamate 5-kinase [Coccomyxa subellipsoidea C-169]	PSC72914.1 glutamate 5-kinase [Micractinium conductrix]
OG0002122	EIE21500.1 ERD2 protein [Coccomyxa subellipsoidea C-169]	PSC71203.1 ER lumen retaining receptor [Micractinium conductrix]
OG0002123	EIE21616.1 hydroxyacylglutathione hydrolase [Coccomyxa subellipsoidea C-169]	PSC76082.1 hydroxyacylglutathione hydrolase [Micractinium conductrix]
OG0002124	EIE25013.1 GTP-binding protein Obg/CgtA [Coccomyxa subellipsoidea C-169]	PSC71478.1 GTP-binding chloroplastic [Micractinium conductrix]
OG0002125	EIE25327.1 hypothetical protein COCSUDRAFT_61549 [Coccomyxa subellipsoidea C-169]	PSC71631.1 putative prefoldin subunit 3 [Micractinium conductrix]
OG0002127	EIE27430.1 vacuolar H+ ATPase V1 sector_ subunit C [Coccomyxa subellipsoidea C-169]	PSC71138.1 V-type proton ATPase subunit C [Micractinium conductrix]
OG0002128	EIE24677.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PSC74094.1 DEAD-box ATP-dependent RNA helicase 21 [Micractinium conductrix]
OG0002129	EIE24362.1 DUF541-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC71736.1 26 kDa periplasmic immunogenic [Micractinium conductrix]
OG0002130	EIE24366.1 ATP-dependent protease La [Coccomyxa subellipsoidea C-169]	PSC68558.1 Lon protease mitochondrial [Micractinium conductrix]
OG0002131	EIE20752.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC68521.1 Alpha-ketoglutarate permease isoform B [Micractinium conductrix]
OG0002132	EIE19946.1 mitochondrial carrier_ partial [Coccomyxa subellipsoidea C-169], EIE23609.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	PSC73762.1 mitochondrial carrier [Micractinium conductrix]
OG0002133	EIE23610.1 peptidase M14_ carboxypeptidase A [Coccomyxa subellipsoidea C-169]	PSC73595.1 peptidase carboxypeptidase A [Micractinium conductrix]
OG0002134	EIE24341.1 hypothetical protein COCSUDRAFT_14707 [Coccomyxa subellipsoidea C-169]	PSC68561.1 glyoxylate succinic semialdehyde reductase chloroplastic [Micractinium conductrix]
OG0002135	EIE24665.1 hypothetical protein COCSUDRAFT_41001 [Coccomyxa subellipsoidea C-169]	PSC74147.1 hypothetical protein C2E20_2793 [Micractinium conductrix]
OG0002136	EIE19732.1 hypothetical protein COCSUDRAFT_44557 [Coccomyxa subellipsoidea C-169]	PSC71813.1 RING finger 10 [Micractinium conductrix]
OG0002137	EIE27664.1 hypothetical protein COCSUDRAFT_11364 [Coccomyxa subellipsoidea C-169]	PSC70686.1 DNA RNA-binding KIN17 [Micractinium conductrix]
OG0002138	EIE23968.1 EF-hand [Coccomyxa subellipsoidea C-169]	PSC72888.1 Calcineurin subunit B [Micractinium conductrix]
OG0002139	EIE25331.1 60S ribosomal protein L10a [Coccomyxa subellipsoidea C-169]	PSC69752.1 60S ribosomal L10a-1 [Micractinium conductrix]
OG0002140	EIE22928.1 hypothetical protein COCSUDRAFT_53704 [Coccomyxa subellipsoidea C-169]	PSC70084.1 Fatty acid desaturase [Micractinium conductrix], PSC74478.1 thylakoid lumenal kDa chloroplastic [Micractinium conductrix]
OG0002141	EIE23255.1 ribosomal protein L6 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	PSC73036.1 60S ribosomal L6 [Micractinium conductrix]
OG0002142	EIE25173.1 Qc-snare protein_ Syn8/Syntaxin8-family [Coccomyxa subellipsoidea C-169]	PSC69786.1 Qc-snare Syn8 Syntaxin8-family [Micractinium conductrix]
OG0002143	EIE24962.1 hypothetical protein COCSUDRAFT_83654 [Coccomyxa subellipsoidea C-169]	PSC71418.1 hypothetical protein C2E20_5341 [Micractinium conductrix]
OG0002144	EIE24063.1 hypothetical protein COCSUDRAFT_28593 [Coccomyxa subellipsoidea C-169]	PSC74152.1 Metal tolerance C4 [Micractinium conductrix]
OG0002145	EIE20718.1 hypothetical protein COCSUDRAFT_37603 [Coccomyxa subellipsoidea C-169]	PSC74778.1 ATP-dependent Clp protease proteolytic subunit chloroplastic [Micractinium conductrix]
OG0002146	EIE21163.1 NAD_P_-binding protein_ partial [Coccomyxa subellipsoidea C-169]	PSC71219.1 NAD_P_-dependent oxidoreductase [Micractinium conductrix]
OG0002147	EIE26729.1 ribosomal protein L13 [Coccomyxa subellipsoidea C-169]	PSC67474.1 hypothetical protein C2E20_8863 [Micractinium conductrix]
OG0002148	EIE25530.1 hypothetical protein COCSUDRAFT_28078_ partial [Coccomyxa subellipsoidea C-169], EIE25531.1 NOL1/NOP2/sun family putative RNA met [Coccomyxa subellipsoidea C-169]	PSC69727.1 ribosomal RNA methyltransferase NOP2 [Micractinium conductrix]
OG0002149	EIE20471.1 hypothetical protein COCSUDRAFT_48524 [Coccomyxa subellipsoidea C-169]	PSC73553.1 Thymidylate kinase [Micractinium conductrix]
OG0002150	EIE25079.1 hypothetical protein COCSUDRAFT_32551 [Coccomyxa subellipsoidea C-169]	PSC69793.1 Suppressor of disruption of TFIIS [Micractinium conductrix], PSC69813.1 Mitochondrial transcription termination factor [Micractinium conductrix]
OG0002152	EIE27019.1 hypothetical protein COCSUDRAFT_83578 [Coccomyxa subellipsoidea C-169]	PSC71472.1 tyrosine sulfotransferase [Micractinium conductrix]
OG0002154	EIE25307.1 hypothetical protein COCSUDRAFT_13851 [Coccomyxa subellipsoidea C-169]	PSC69751.1 GDP-L-galactose phosphorylase 1 [Micractinium conductrix]
OG0002155	EIE26789.1 Rcd1-like protein [Coccomyxa subellipsoidea C-169]	PSC67471.1 Cell differentiation RCD1 [Micractinium conductrix]
OG0002156	EIE27424.1 hypothetical protein COCSUDRAFT_26724 [Coccomyxa subellipsoidea C-169]	PSC74233.1 30S ribosomal S1 [Micractinium conductrix]
OG0002157	EIE24183.1 serine glyoxylate aminotransferase [Coccomyxa subellipsoidea C-169]	PSC68939.1 serine-glyoxylate aminotransferase [Micractinium conductrix]
OG0002158	EIE26617.1 hypothetical protein COCSUDRAFT_27128 [Coccomyxa subellipsoidea C-169]	PSC71481.1 STABILIZED1-like [Micractinium conductrix]
OG0002159	EIE21633.1 phosphatidylinositol 3-kinase [Coccomyxa subellipsoidea C-169]	PSC68369.1 phosphatidylinositol 3-root isoform [Micractinium conductrix]
OG0002160	EIE25598.1 hypothetical protein COCSUDRAFT_22793 [Coccomyxa subellipsoidea C-169]	PSC68292.1 eukaryotic translation initiation factor 2 subunit beta-like [Micractinium conductrix]
OG0002161	EIE20262.1 anthranilate synthase component [Coccomyxa subellipsoidea C-169]	PSC75042.1 anthranilate synthase component [Micractinium conductrix]
OG0002162	EIE19209.1 60S ribosomal protein L5 [Coccomyxa subellipsoidea C-169]	PSC74465.1 60S ribosomal L5 [Micractinium conductrix]
OG0002163	EIE19617.1 Dor1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC71402.1 conserved oligomeric Golgi complex subunit 8 [Micractinium conductrix]
OG0002164	EIE23876.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PSC76593.1 small subunit processome component 20-like protein [Micractinium conductrix]
OG0002165	EIE23625.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	PSC73026.1 4-alpha-glucanotransferase chloroplastic amyloplastic [Micractinium conductrix]
OG0002166	EIE21123.1 transducin family protein [Coccomyxa subellipsoidea C-169]	PSC71246.1 WD repeat-containing 3 [Micractinium conductrix]
OG0002167	EIE23744.1 transcription initiation factor IIA_ gamma subunit [Coccomyxa subellipsoidea C-169]	PSC73087.1 transcription initiation factor IIA gamma chain [Micractinium conductrix]
OG0002168	EIE21726.1 hypothetical protein COCSUDRAFT_83515 [Coccomyxa subellipsoidea C-169]	PSC71270.1 exodeoxyribonuclease V subunit alpha [Micractinium conductrix]
OG0002169	EIE20453.1 hypothetical protein COCSUDRAFT_30620 [Coccomyxa subellipsoidea C-169]	PSC76450.1 eukaryotic translation initiation factor 3 subunit A-like [Micractinium conductrix]
OG0002170	EIE27235.1 hypothetical protein COCSUDRAFT_38960 [Coccomyxa subellipsoidea C-169]	PSC75497.1 zinc finger DZIP1L isoform B [Micractinium conductrix], PSC75496.1 zinc finger DZIP1L isoform A [Micractinium conductrix]
OG0002171	EIE20839.1 carbamoyl-phosphate synthase [Coccomyxa subellipsoidea C-169]	PSC67724.1 carbamoyl-phosphate synthase large chloroplastic-like [Micractinium conductrix]
OG0002172	EIE27280.1 ribosomal protein L32e [Coccomyxa subellipsoidea C-169]	PSC75655.1 60S ribosomal L32-1 [Micractinium conductrix]
OG0002173	EIE27234.1 AAA-ATPase of VPS4/SKD1 family [Coccomyxa subellipsoidea C-169]	PSC75535.1 SUPPRESSOR OF K_+_ TRANSPORT GROWTH DEFECT 1 [Micractinium conductrix]
OG0002174	EIE20846.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PSC70174.1 ser thr phosphatase [Micractinium conductrix]
OG0002175	EIE20837.1 Diphthine synthase [Coccomyxa subellipsoidea C-169]	PSC67757.1 Diphthine synthase [Micractinium conductrix]
OG0002176	EIE25467.1 protoheme IX farnesyltransferase [Coccomyxa subellipsoidea C-169]	PSC75988.1 Protoheme IX mitochondrial [Micractinium conductrix]
OG0002177	EIE27283.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PSC75516.1 importin subunit beta-1-like [Micractinium conductrix]
OG0002178	EIE18266.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	PSC72195.1 Beta-amylase chloroplastic [Micractinium conductrix]
OG0002179	EIE27254.1 breast carcinoma amplified sequence 2 [Coccomyxa subellipsoidea C-169]	PSC70907.1 pre-mRNA-splicing factor SPF27-like protein [Micractinium conductrix]
OG0002180	EIE20891.1 TRAPP I complex [Coccomyxa subellipsoidea C-169]	PSC70249.1 Trafficking particle complex subunit 5 [Micractinium conductrix]
OG0002181	EIE19834.1 DUF28-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC70937.1 putative transcriptional regulatory protein [Micractinium conductrix]
OG0002182	EIE26367.1 DUF846-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC71508.1 Golgi apparatus membrane ECHIDNA [Micractinium conductrix]
OG0002184	EIE26613.1 ATP-dependent metallopeptidase Hfl [Coccomyxa subellipsoidea C-169]	PSC71580.1 ATP-dependent zinc metalloprotease FTSH mitochondrial-like [Micractinium conductrix]
OG0002185	EIE20014.1 plastid ribosomal protein L4 large ribosomal subunit [Coccomyxa subellipsoidea C-169]	PSC73869.1 50S ribosomal L4 [Micractinium conductrix]
OG0002186	EIE27150.1 hypothetical protein COCSUDRAFT_11508_ partial [Coccomyxa subellipsoidea C-169]	PSC67365.1 epimerase family SDR39U1 chloroplastic-like isoform X2 [Micractinium conductrix]
OG0002187	EIE20557.1 ARF/SAR superfamily [Coccomyxa subellipsoidea C-169]	PSC72355.1 ADP-ribosylation factor 2 [Micractinium conductrix]
OG0002188	EIE18281.1 hypothetical protein COCSUDRAFT_60473 [Coccomyxa subellipsoidea C-169]	PSC74358.1 RWP-RK domain-containing _ISS_ [Micractinium conductrix], PSC68350.1 tetraspanin family [Micractinium conductrix]
OG0002189	EIE20796.1 flagellar outer dynein arm light chain 2 [Coccomyxa subellipsoidea C-169]	PSC74499.1 tctex1 domain-containing 2 [Micractinium conductrix]
OG0002190	EIE19797.1 DUF1681-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC68868.1 Adaptin ear-binding coat-associated 2 [Micractinium conductrix]
OG0002191	EIE27147.1 TRM-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC68821.1 putative tRNA _guanine_26_-N_2__-dimethyltransferase 2 isoform A [Micractinium conductrix], PSC68820.1 putative tRNA _guanine_26_-N_2__-dimethyltransferase 2 isoform B [Micractinium conductrix]
OG0002192	EIE23641.1 hypothetical protein COCSUDRAFT_47374 [Coccomyxa subellipsoidea C-169]	PSC76880.1 Peptidyl-prolyl cis-trans isomerase FKBP16-chloroplastic [Micractinium conductrix]
OG0002193	EIE27246.1 hypothetical protein COCSUDRAFT_38970 [Coccomyxa subellipsoidea C-169]	PSC71099.1 outer envelope mitochondrial [Micractinium conductrix]
OG0002194	EIE27243.1 tubulin folding cofactor B [Coccomyxa subellipsoidea C-169]	PSC71175.1 tubulin folding cofactor B [Micractinium conductrix]
OG0002195	EIE19272.1 succinyl-CoA ligase alpha chain [Coccomyxa subellipsoidea C-169]	PSC67889.1 succinyl-ligase [ADP-forming] subunit alpha-mitochondrial [Micractinium conductrix]
OG0002196	EIE23052.1 Profilin/allergen [Coccomyxa subellipsoidea C-169]	PSC74466.1 Profilin [Micractinium conductrix]
OG0002197	EIE23087.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC69868.1 adrenodoxin reductase [Micractinium conductrix]
