Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_VariabilisNC64A
OG0002878	EIE26241.1 hypothetical protein COCSUDRAFT_83616 [Coccomyxa subellipsoidea C-169]	XP_005844971.1 hypothetical protein CHLNCDRAFT_54183 [Chlorella variabilis]
OG0002879	EIE19694.1 nucleoporin-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843194.1 hypothetical protein CHLNCDRAFT_141404 [Chlorella variabilis]
OG0002880	EIE19235.1 hypothetical protein COCSUDRAFT_49062 [Coccomyxa subellipsoidea C-169]	XP_005845698.1 hypothetical protein CHLNCDRAFT_136820 [Chlorella variabilis]
OG0002881	EIE19001.1 hypothetical protein COCSUDRAFT_31546 [Coccomyxa subellipsoidea C-169]	XP_005843983.1 hypothetical protein CHLNCDRAFT_139451 [Chlorella variabilis]
OG0002882	EIE19350.1 class I glutamine amidotransferase-like protein [Coccomyxa subellipsoidea C-169]	XP_005847461.1 hypothetical protein CHLNCDRAFT_52559 [Chlorella variabilis]
OG0002883	EIE24728.1 hypothetical protein COCSUDRAFT_14199_ partial [Coccomyxa subellipsoidea C-169]	XP_005844001.1 hypothetical protein CHLNCDRAFT_139512 [Chlorella variabilis], XP_005844094.1 hypothetical protein CHLNCDRAFT_139511 [Chlorella variabilis]
OG0002884	EIE20919.1 putative DNAJA5 protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005847691.1 hypothetical protein CHLNCDRAFT_23262_ partial [Chlorella variabilis]
OG0002885	EIE20753.1 hypothetical protein COCSUDRAFT_48393 [Coccomyxa subellipsoidea C-169]	XP_005847635.1 hypothetical protein CHLNCDRAFT_133972 [Chlorella variabilis]
OG0002886	EIE27618.1 PSS-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005847937.1 hypothetical protein CHLNCDRAFT_30982 [Chlorella variabilis]
OG0002887	EIE20879.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005847706.1 hypothetical protein CHLNCDRAFT_57807 [Chlorella variabilis]
OG0002888	EIE20966.1 hypothetical protein COCSUDRAFT_83525 [Coccomyxa subellipsoidea C-169]	XP_005847849.1 hypothetical protein CHLNCDRAFT_134088 [Chlorella variabilis]
OG0002889	EIE20681.1 hypothetical protein COCSUDRAFT_67180 [Coccomyxa subellipsoidea C-169]	XP_005847829.1 hypothetical protein CHLNCDRAFT_134051 [Chlorella variabilis]
OG0002890	EIE25631.1 hypothetical protein COCSUDRAFT_83638_ partial [Coccomyxa subellipsoidea C-169]	XP_005848191.1 hypothetical protein CHLNCDRAFT_145612 [Chlorella variabilis]
OG0002891	EIE21758.1 heme peroxidase [Coccomyxa subellipsoidea C-169]	XP_005842918.1 hypothetical protein CHLNCDRAFT_56419 [Chlorella variabilis]
OG0002892	EIE26464.1 phosphoribulokinase [Coccomyxa subellipsoidea C-169]	XP_005847700.1 phosphoribulokinase precursor_ partial [Chlorella variabilis]
OG0002893	EIE24848.1 hypothetical protein COCSUDRAFT_28397 [Coccomyxa subellipsoidea C-169]	XP_005848021.1 hypothetical protein CHLNCDRAFT_52203 [Chlorella variabilis]
OG0002894	EIE27429.1 hypothetical protein COCSUDRAFT_64224 [Coccomyxa subellipsoidea C-169]	XP_005848193.1 hypothetical protein CHLNCDRAFT_145620 [Chlorella variabilis]
OG0002895	EIE22401.1 tRNA pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]	XP_005847645.1 hypothetical protein CHLNCDRAFT_133992 [Chlorella variabilis]
OG0002896	EIE23034.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005847464.1 hypothetical protein CHLNCDRAFT_57972 [Chlorella variabilis]
OG0002897	EIE20645.1 hypothetical protein COCSUDRAFT_18360 [Coccomyxa subellipsoidea C-169]	XP_005847688.1 hypothetical protein CHLNCDRAFT_52409 [Chlorella variabilis]
OG0002898	EIE26745.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	XP_005850526.1 hypothetical protein CHLNCDRAFT_34039 [Chlorella variabilis]
OG0002899	EIE26114.1 DAO-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005846139.1 hypothetical protein CHLNCDRAFT_136099 [Chlorella variabilis]
OG0002900	EIE22087.1 hypothetical protein COCSUDRAFT_16982 [Coccomyxa subellipsoidea C-169]	XP_005846147.1 hypothetical protein CHLNCDRAFT_136117 [Chlorella variabilis]
OG0002901	EIE25936.1 hypothetical protein COCSUDRAFT_60940 [Coccomyxa subellipsoidea C-169]	XP_005846141.1 hypothetical protein CHLNCDRAFT_136106 [Chlorella variabilis]
OG0002902	EIE23484.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]	XP_005846111.1 hypothetical protein CHLNCDRAFT_25388 [Chlorella variabilis]
OG0002903	EIE25470.1 DsbD-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005849676.1 hypothetical protein CHLNCDRAFT_20834 [Chlorella variabilis]
OG0002904	EIE26007.1 DUF1692-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005846160.1 hypothetical protein CHLNCDRAFT_25376_ partial [Chlorella variabilis]
OG0002905	EIE25898.1 hypothetical protein COCSUDRAFT_52611 [Coccomyxa subellipsoidea C-169]	XP_005846033.1 hypothetical protein CHLNCDRAFT_25367 [Chlorella variabilis]
OG0002906	EIE23382.1 hypothetical protein COCSUDRAFT_28810 [Coccomyxa subellipsoidea C-169]	XP_005846109.1 hypothetical protein CHLNCDRAFT_136022 [Chlorella variabilis]
OG0002907	EIE23448.1 hypothetical protein COCSUDRAFT_62985 [Coccomyxa subellipsoidea C-169]	XP_005845937.1 hypothetical protein CHLNCDRAFT_135908 [Chlorella variabilis]
OG0002908	EIE22775.1 photosystem I PsaO [Coccomyxa subellipsoidea C-169]	XP_005845862.1 hypothetical protein CHLNCDRAFT_14460_ partial [Chlorella variabilis]
OG0002909	EIE25914.1 type II DNA topoisomerase [Coccomyxa subellipsoidea C-169]	XP_005846010.1 hypothetical protein CHLNCDRAFT_48978 [Chlorella variabilis]
OG0002910	EIE26126.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	XP_005846013.1 hypothetical protein CHLNCDRAFT_36248 [Chlorella variabilis]
OG0002911	EIE23882.1 Exonuclease_ partial [Coccomyxa subellipsoidea C-169]	XP_005849542.1 hypothetical protein CHLNCDRAFT_21343 [Chlorella variabilis]
OG0002912	EIE27037.1 DUF1692-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005846152.1 hypothetical protein CHLNCDRAFT_136126 [Chlorella variabilis]
OG0002913	EIE21211.1 hypothetical protein COCSUDRAFT_67124 [Coccomyxa subellipsoidea C-169]	XP_005848881.1 hypothetical protein CHLNCDRAFT_144263 [Chlorella variabilis]
OG0002914	EIE25060.1 hypothetical protein COCSUDRAFT_61304 [Coccomyxa subellipsoidea C-169]	XP_005850075.1 hypothetical protein CHLNCDRAFT_142114 [Chlorella variabilis]
OG0002915	EIE21959.1 Rft-1-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005846853.1 hypothetical protein CHLNCDRAFT_134653 [Chlorella variabilis]
OG0002916	EIE21679.1 alpha/beta-hydrolase_ partial [Coccomyxa subellipsoidea C-169]	XP_005851190.1 hypothetical protein CHLNCDRAFT_56722 [Chlorella variabilis]
OG0002917	EIE26095.1 aspartate kinase [Coccomyxa subellipsoidea C-169]	XP_005846857.1 hypothetical protein CHLNCDRAFT_134660 [Chlorella variabilis]
OG0002918	EIE26440.1 hypothetical protein COCSUDRAFT_46087 [Coccomyxa subellipsoidea C-169]	XP_005850875.1 hypothetical protein CHLNCDRAFT_19664 [Chlorella variabilis]
OG0002919	EIE23935.1 hypothetical protein COCSUDRAFT_32909 [Coccomyxa subellipsoidea C-169]	XP_005851264.1 hypothetical protein CHLNCDRAFT_138027 [Chlorella variabilis]
OG0002920	EIE24641.1 Adaptor protein complex beta subunit_ partial [Coccomyxa subellipsoidea C-169]	XP_005849703.1 hypothetical protein CHLNCDRAFT_30507_ partial [Chlorella variabilis]
OG0002921	EIE26574.1 hypothetical protein COCSUDRAFT_52386 [Coccomyxa subellipsoidea C-169]	XP_005847614.1 hypothetical protein CHLNCDRAFT_133922 [Chlorella variabilis]
OG0002922	EIE21967.1 Metallo-hydrolase/oxidoreductase [Coccomyxa subellipsoidea C-169]	XP_005846864.1 hypothetical protein CHLNCDRAFT_35723 [Chlorella variabilis]
OG0002923	EIE19445.1 Nop53-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005849961.1 hypothetical protein CHLNCDRAFT_15195_ partial [Chlorella variabilis]
OG0002924	EIE25476.1 hypothetical protein COCSUDRAFT_13684 [Coccomyxa subellipsoidea C-169]	XP_005850068.1 hypothetical protein CHLNCDRAFT_20354 [Chlorella variabilis]
OG0002925	EIE22000.1 hypothetical protein COCSUDRAFT_37226 [Coccomyxa subellipsoidea C-169]	XP_005846854.1 hypothetical protein CHLNCDRAFT_24204 [Chlorella variabilis]
OG0002926	EIE24983.1 ATP phosphoribosyl transferase [Coccomyxa subellipsoidea C-169]	XP_005847779.1 hypothetical protein CHLNCDRAFT_133913 [Chlorella variabilis]
OG0002927	EIE22912.1 hypothetical protein COCSUDRAFT_16204 [Coccomyxa subellipsoidea C-169]	XP_005847782.1 hypothetical protein CHLNCDRAFT_133923 [Chlorella variabilis]
OG0002930	EIE20122.1 sulfate ABC transporter_ inner membrane subunit CysW [Coccomyxa subellipsoidea C-169]	XP_005847762.1 hypothetical protein CHLNCDRAFT_35424 [Chlorella variabilis]
OG0002931	EIE19717.1 nucleotide-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005849944.1 hypothetical protein CHLNCDRAFT_34805 [Chlorella variabilis]
OG0002932	EIE25410.1 hypothetical protein COCSUDRAFT_35786 [Coccomyxa subellipsoidea C-169]	XP_005850062.1 hypothetical protein CHLNCDRAFT_48138 [Chlorella variabilis]
OG0002933	EIE25094.1 FKBP-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]	XP_005850073.1 hypothetical protein CHLNCDRAFT_12126_ partial [Chlorella variabilis]
OG0002934	EIE19455.1 DEAD-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005849956.1 hypothetical protein CHLNCDRAFT_6836_ partial [Chlorella variabilis]
OG0002935	EIE22442.1 hypothetical protein COCSUDRAFT_37065 [Coccomyxa subellipsoidea C-169]	XP_005849692.1 hypothetical protein CHLNCDRAFT_34804 [Chlorella variabilis]
OG0002936	EIE20269.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169], EIE26282.1 Clavaminate synthase-like protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005845160.1 hypothetical protein CHLNCDRAFT_36633 [Chlorella variabilis]
OG0002937	EIE25586.1 S-adenosyl-L-methionine-dependent methyltransferase_ partial [Coccomyxa subellipsoidea C-169]	XP_005849427.1 hypothetical protein CHLNCDRAFT_143961 [Chlorella variabilis]
OG0002938	EIE27699.1 hypothetical protein COCSUDRAFT_52243 [Coccomyxa subellipsoidea C-169]	XP_005847021.1 hypothetical protein CHLNCDRAFT_134630 [Chlorella variabilis]
OG0002939	EIE26795.1 cell division cycle protein 14_ partial [Coccomyxa subellipsoidea C-169]	XP_005851250.1 hypothetical protein CHLNCDRAFT_18957_ partial [Chlorella variabilis]
OG0002940	EIE21914.1 hypothetical protein COCSUDRAFT_53890 [Coccomyxa subellipsoidea C-169]	XP_005847026.1 hypothetical protein CHLNCDRAFT_23947 [Chlorella variabilis]
OG0002941	EIE20450.1 DNA helicase [Coccomyxa subellipsoidea C-169]	XP_005847532.1 hypothetical protein CHLNCDRAFT_48800 [Chlorella variabilis]
OG0002942	EIE22829.1 hypothetical protein COCSUDRAFT_47711 [Coccomyxa subellipsoidea C-169]	XP_005849453.1 hypothetical protein CHLNCDRAFT_142716 [Chlorella variabilis]
OG0002943	EIE26246.1 pyruvate dehydrogenase [Coccomyxa subellipsoidea C-169]	XP_005851487.1 hypothetical protein CHLNCDRAFT_137866 [Chlorella variabilis]
OG0002944	EIE20740.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	XP_005846723.1 hypothetical protein CHLNCDRAFT_135150 [Chlorella variabilis]
OG0002945	EIE19607.1 hypothetical protein COCSUDRAFT_58352 [Coccomyxa subellipsoidea C-169]	XP_005848890.1 hypothetical protein CHLNCDRAFT_144280 [Chlorella variabilis]
OG0002946	EIE21950.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	XP_005851597.1 hypothetical protein CHLNCDRAFT_33926 [Chlorella variabilis]
OG0002947	EIE25450.1 hypothetical protein COCSUDRAFT_65250 [Coccomyxa subellipsoidea C-169]	XP_005851550.1 hypothetical protein CHLNCDRAFT_138015 [Chlorella variabilis]
OG0002948	EIE27779.1 DUF544-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005851200.1 hypothetical protein CHLNCDRAFT_137880 [Chlorella variabilis]
OG0002949	EIE19473.1 hypothetical protein COCSUDRAFT_58753 [Coccomyxa subellipsoidea C-169]	XP_005849958.1 hypothetical protein CHLNCDRAFT_143315 [Chlorella variabilis]
OG0002950	EIE19557.1 RecF/RecN/SMC protein [Coccomyxa subellipsoidea C-169]	XP_005847023.1 hypothetical protein CHLNCDRAFT_134635 [Chlorella variabilis]
OG0002951	EIE26111.1 hypothetical protein COCSUDRAFT_12638 [Coccomyxa subellipsoidea C-169]	XP_005851502.1 hypothetical protein CHLNCDRAFT_18787 [Chlorella variabilis]
OG0002952	EIE18625.1 glutamyl tRNA amidotransferase_ subunit A [Coccomyxa subellipsoidea C-169]	XP_005843861.1 hypothetical protein CHLNCDRAFT_56360 [Chlorella variabilis]
OG0002953	EIE21287.1 protoporphyrinogen oxidase precursor [Coccomyxa subellipsoidea C-169]	XP_005848664.1 hypothetical protein CHLNCDRAFT_57492 [Chlorella variabilis]
OG0002954	EIE21913.1 hypothetical protein COCSUDRAFT_66737 [Coccomyxa subellipsoidea C-169]	XP_005847029.1 hypothetical protein CHLNCDRAFT_31400 [Chlorella variabilis]
OG0002955	EIE21997.1 L domain-like protein [Coccomyxa subellipsoidea C-169]	XP_005847027.1 hypothetical protein CHLNCDRAFT_11894_ partial [Chlorella variabilis]
OG0002956	EIE18678.1 RecF/RecN/SMC protein [Coccomyxa subellipsoidea C-169]	XP_005851482.1 hypothetical protein CHLNCDRAFT_13527_ partial [Chlorella variabilis]
OG0002957	EIE19886.1 hypothetical protein COCSUDRAFT_58122 [Coccomyxa subellipsoidea C-169]	XP_005844445.1 hypothetical protein CHLNCDRAFT_139166 [Chlorella variabilis], XP_005851556.1 hypothetical protein CHLNCDRAFT_138028 [Chlorella variabilis]
OG0002958	EIE18501.1 hypothetical protein COCSUDRAFT_45296 [Coccomyxa subellipsoidea C-169]	XP_005848655.1 hypothetical protein CHLNCDRAFT_57484 [Chlorella variabilis]
OG0002959	EIE27214.1 isoleucyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	XP_005844428.1 hypothetical protein CHLNCDRAFT_36907 [Chlorella variabilis]
OG0002960	EIE26650.1 DNA-directed RNA polymerase III_ subunit 2 [Coccomyxa subellipsoidea C-169]	XP_005844337.1 hypothetical protein CHLNCDRAFT_56318 [Chlorella variabilis]
OG0002961	EIE24748.1 methionine aminopeptidase [Coccomyxa subellipsoidea C-169]	XP_005844375.1 hypothetical protein CHLNCDRAFT_54612 [Chlorella variabilis]
OG0002962	EIE23141.1 rab GDP dissociation inhibitor protein [Coccomyxa subellipsoidea C-169]	XP_005847470.1 hypothetical protein CHLNCDRAFT_35621 [Chlorella variabilis]
OG0002964	EIE20971.1 hypothetical protein COCSUDRAFT_83530 [Coccomyxa subellipsoidea C-169]	XP_005847484.1 hypothetical protein CHLNCDRAFT_52595 [Chlorella variabilis]
OG0002965	EIE24667.1 DNA repair helicase [Coccomyxa subellipsoidea C-169]	XP_005844595.1 hypothetical protein CHLNCDRAFT_58862 [Chlorella variabilis]
OG0002966	EIE20063.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]	XP_005846761.1 hypothetical protein CHLNCDRAFT_135248 [Chlorella variabilis]
OG0002967	EIE26275.1 hypothetical protein COCSUDRAFT_26936 [Coccomyxa subellipsoidea C-169]	XP_005844063.1 hypothetical protein CHLNCDRAFT_27272 [Chlorella variabilis]
OG0002968	EIE23443.1 hypothetical protein COCSUDRAFT_41689 [Coccomyxa subellipsoidea C-169]	XP_005842911.1 hypothetical protein CHLNCDRAFT_141854 [Chlorella variabilis]
OG0002969	EIE23117.1 hypothetical protein COCSUDRAFT_66171 [Coccomyxa subellipsoidea C-169]	XP_005847306.1 hypothetical protein CHLNCDRAFT_14184_ partial [Chlorella variabilis]
OG0002970	EIE23472.1 molybdopterin binding oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]	XP_005849386.1 hypothetical protein CHLNCDRAFT_30609 [Chlorella variabilis]
OG0002971	EIE25826.1 cornichon-like protein [Coccomyxa subellipsoidea C-169]	XP_005849373.1 hypothetical protein CHLNCDRAFT_21686 [Chlorella variabilis]
OG0002972	EIE25874.1 ALDH-like protein [Coccomyxa subellipsoidea C-169]	XP_005849371.1 hypothetical protein CHLNCDRAFT_143835 [Chlorella variabilis]
OG0002973	EIE23354.1 hypothetical protein COCSUDRAFT_41619 [Coccomyxa subellipsoidea C-169]	XP_005849185.1 expressed protein [Chlorella variabilis], XP_005845627.1 hypothetical protein CHLNCDRAFT_136617_ partial [Chlorella variabilis]
OG0002975	EIE25499.1 phosphoribosylformylglycinamidine cyclo-ligase [Coccomyxa subellipsoidea C-169]	XP_005850209.1 hypothetical protein CHLNCDRAFT_34524 [Chlorella variabilis]
OG0002976	EIE26426.1 AAA-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005843480.1 hypothetical protein CHLNCDRAFT_37431 [Chlorella variabilis], XP_005842613.1 hypothetical protein CHLNCDRAFT_55840_ partial [Chlorella variabilis]
OG0002977	EIE22699.1 protein kinase 2 [Coccomyxa subellipsoidea C-169]	XP_005851310.1 hypothetical protein CHLNCDRAFT_138144 [Chlorella variabilis]
OG0002978	EIE26291.1 transcription factor Tfb4 [Coccomyxa subellipsoidea C-169]	XP_005845495.1 hypothetical protein CHLNCDRAFT_13819_ partial [Chlorella variabilis]
OG0002979	EIE27015.1 hypothetical protein COCSUDRAFT_83574 [Coccomyxa subellipsoidea C-169]	XP_005842695.1 hypothetical protein CHLNCDRAFT_55742 [Chlorella variabilis]
OG0002980	EIE19323.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	XP_005843496.1 hypothetical protein CHLNCDRAFT_141021 [Chlorella variabilis]
OG0002981	EIE26478.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843518.1 hypothetical protein CHLNCDRAFT_59245 [Chlorella variabilis]
OG0002983	EIE27415.1 hypothetical protein COCSUDRAFT_39091 [Coccomyxa subellipsoidea C-169]	XP_005844185.1 hypothetical protein CHLNCDRAFT_139345 [Chlorella variabilis]
OG0002984	EIE26496.1 hypothetical protein COCSUDRAFT_46110 [Coccomyxa subellipsoidea C-169]	XP_005843503.1 hypothetical protein CHLNCDRAFT_141034 [Chlorella variabilis]
OG0002985	EIE22013.1 ribosomal protein L17 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	XP_005850363.1 hypothetical protein CHLNCDRAFT_59600 [Chlorella variabilis]
OG0002986	EIE25597.1 splicing factor_ CC1-like protein [Coccomyxa subellipsoidea C-169]	XP_005850115.1 hypothetical protein CHLNCDRAFT_57088 [Chlorella variabilis]
OG0002987	EIE21511.1 DUF292-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005842806.1 hypothetical protein CHLNCDRAFT_142619 [Chlorella variabilis]
OG0002988	EIE21343.1 terpenoid synthase [Coccomyxa subellipsoidea C-169]	XP_005844117.1 hypothetical protein CHLNCDRAFT_27289 [Chlorella variabilis]
OG0002989	EIE21662.1 hypothetical protein COCSUDRAFT_33740 [Coccomyxa subellipsoidea C-169]	XP_005845454.1 hypothetical protein CHLNCDRAFT_25833_ partial [Chlorella variabilis]
OG0002990	EIE22016.1 Tpt phosphate/phosphoenolpyruvate translocator [Coccomyxa subellipsoidea C-169]	XP_005850117.1 hypothetical protein CHLNCDRAFT_34403 [Chlorella variabilis]
OG0002991	EIE25592.1 hypothetical protein COCSUDRAFT_46779 [Coccomyxa subellipsoidea C-169]	XP_005850106.1 hypothetical protein CHLNCDRAFT_34395 [Chlorella variabilis]
OG0002992	EIE25602.1 hypothetical protein COCSUDRAFT_13455 [Coccomyxa subellipsoidea C-169]	XP_005850110.1 hypothetical protein CHLNCDRAFT_20361 [Chlorella variabilis]
OG0002994	EIE21712.1 GINS complex_ Psf2 component [Coccomyxa subellipsoidea C-169]	XP_005846441.1 hypothetical protein CHLNCDRAFT_17561_ partial [Chlorella variabilis]
OG0002996	EIE24293.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]	XP_005851902.1 hypothetical protein CHLNCDRAFT_133517 [Chlorella variabilis]
OG0002997	EIE23979.1 hypothetical protein COCSUDRAFT_62506 [Coccomyxa subellipsoidea C-169]	XP_005851847.1 hypothetical protein CHLNCDRAFT_133361 [Chlorella variabilis], XP_005852246.1 hypothetical protein CHLNCDRAFT_49669 [Chlorella variabilis]
OG0002998	EIE22821.1 hypothetical protein COCSUDRAFT_16368_ partial [Coccomyxa subellipsoidea C-169]	XP_005844813.1 hypothetical protein CHLNCDRAFT_138729 [Chlorella variabilis]
OG0002999	EIE25793.1 hypothetical protein COCSUDRAFT_27430 [Coccomyxa subellipsoidea C-169]	XP_005845003.1 hypothetical protein CHLNCDRAFT_58768 [Chlorella variabilis]
OG0003000	EIE24032.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	XP_005847851.1 hypothetical protein CHLNCDRAFT_134092 [Chlorella variabilis], XP_005851922.1 hypothetical protein CHLNCDRAFT_18066_ partial [Chlorella variabilis]
