Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_Sorokiniana1602
OG0002532	EIE25491.1 putative thioredoxin-disulfide reductase [Coccomyxa subellipsoidea C-169]	PRW44349.1 thioredoxin-disulfide reductase [Chlorella sorokiniana]
OG0002533	EIE25166.1 DUF1716-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW61313.1 beta-catenin 1 [Chlorella sorokiniana]
OG0002534	EIE25562.1 oxoglutarate_malate antiporter_ partial [Coccomyxa subellipsoidea C-169]	PRW61557.1 Dicarboxylate transporter chloroplastic [Chlorella sorokiniana]
OG0002535	EIE27063.1 20S proteasome beta subunit D_ type 2 [Coccomyxa subellipsoidea C-169]	PRW60170.1 proteasome subunit beta type-2-A [Chlorella sorokiniana]
OG0002536	EIE25490.1 26S proteasome subunit P45 [Coccomyxa subellipsoidea C-169]	PRW44323.1 26S protease regulatory subunit 6A-like protein [Chlorella sorokiniana]
OG0002537	EIE22776.1 hypothetical protein COCSUDRAFT_36847 [Coccomyxa subellipsoidea C-169]	PRW57404.1 cytochrome c heme lyase [Chlorella sorokiniana]
OG0002538	EIE27222.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW57439.1 DNA replication factor C complex subunit 3 [Chlorella sorokiniana]
OG0002539	EIE20470.1 GRIM-19 [Coccomyxa subellipsoidea C-169]	PRW60799.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B [Chlorella sorokiniana]
OG0002540	EIE23290.1 HI0933-like protein [Coccomyxa subellipsoidea C-169]	PRW59453.1 hypothetical protein C2E21_1555 [Chlorella sorokiniana]
OG0002541	EIE21156.1 14-3-3 protein [Coccomyxa subellipsoidea C-169]	PRW59543.1 14-3-3 protein [Chlorella sorokiniana]
OG0002542	EIE23473.1 hypothetical protein COCSUDRAFT_63013 [Coccomyxa subellipsoidea C-169]	PRW33133.1 Long-chain-fatty-acid- ligase 15 [Chlorella sorokiniana]
OG0002543	EIE27700.1 glutamine-hydrolyzing asparagine synthase [Coccomyxa subellipsoidea C-169]	PRW57156.1 asparagine synthetase [Chlorella sorokiniana]
OG0002544	EIE18934.1 ADP/ATP carrier protein [Coccomyxa subellipsoidea C-169]	PRW61020.1 ADP_ATP carrier chloroplastic [Chlorella sorokiniana]
OG0002545	EIE19344.1 hypothetical protein COCSUDRAFT_54656 [Coccomyxa subellipsoidea C-169]	PRW59111.1 L-arabinokinase-like isoform X2 [Chlorella sorokiniana]
OG0002546	EIE26685.1 ATP-dependent DNA helicase_ partial [Coccomyxa subellipsoidea C-169]	PRW61241.1 ATP-dependent DNA helicase Q-like 4A isoform X3 [Chlorella sorokiniana]
OG0002547	EIE26060.1 plastid ribosomal protein S10 small ribosomal subunit_ partial [Coccomyxa subellipsoidea C-169]	PRW57521.1 30S ribosomal chloroplastic [Chlorella sorokiniana]
OG0002548	EIE26488.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW56925.1 ATP-dependent DNA helicase [Chlorella sorokiniana]
OG0002549	EIE20141.1 translation protein_ partial [Coccomyxa subellipsoidea C-169]	PRW57537.1 50S ribosomal L3- chloroplastic [Chlorella sorokiniana]
OG0002550	EIE26647.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW61158.1 GTPase Der [Chlorella sorokiniana]
OG0002551	EIE25393.1 cyclophilin-like protein [Coccomyxa subellipsoidea C-169]	PRW61003.1 Peptidyl-prolyl cis-trans isomerase-like 4 [Chlorella sorokiniana]
OG0002552	EIE26943.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]	PRW60895.1 ion channel [Chlorella sorokiniana]
OG0002554	EIE23212.1 hypothetical protein COCSUDRAFT_63569 [Coccomyxa subellipsoidea C-169]	PRW61325.1 DNA polymerase V [Chlorella sorokiniana]
OG0002555	EIE26646.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PRW60946.1 Wee1 kinase [Chlorella sorokiniana]
OG0002556	EIE24367.1 hypothetical protein COCSUDRAFT_83671 [Coccomyxa subellipsoidea C-169]	PRW55926.1 LOW PSII ACCUMULATION chloroplastic [Chlorella sorokiniana]
OG0002557	EIE26638.1 ubiquitin-conjugating enzyme [Coccomyxa subellipsoidea C-169]	PRW60956.1 Ubiquitin-conjugating enzyme E2 7 [Chlorella sorokiniana]
OG0002558	EIE19338.1 hypothetical protein COCSUDRAFT_58632 [Coccomyxa subellipsoidea C-169]	PRW58834.1 psbP domain-containing chloroplastic [Chlorella sorokiniana]
OG0002559	EIE19511.1 hypothetical protein COCSUDRAFT_83562 [Coccomyxa subellipsoidea C-169]	PRW59273.1 Lysophosphatidic acid phosphatase type 6 [Chlorella sorokiniana]
OG0002561	EIE26637.1 hypothetical protein COCSUDRAFT_12486 [Coccomyxa subellipsoidea C-169]	PRW61086.1 mitochondrial import receptor subunit TOM40-1-like [Chlorella sorokiniana]
OG0002562	EIE24057.1 23S ribosomal RNA methyltransferase [Coccomyxa subellipsoidea C-169]	PRW60231.1 ribosomal RNA methyltransferase mitochondrial isoform X1 [Chlorella sorokiniana]
OG0002563	EIE26681.1 hypothetical protein COCSUDRAFT_12361_ partial [Coccomyxa subellipsoidea C-169]	PRW61337.1 zinc finger CCCH domain-containing 69-like [Chlorella sorokiniana]
OG0002564	EIE27331.1 hypothetical protein COCSUDRAFT_64176 [Coccomyxa subellipsoidea C-169]	PRW57071.1 serine threonine- kinase ATM isoform X2 [Chlorella sorokiniana]
OG0002565	EIE26879.1 G10 protein_ partial [Coccomyxa subellipsoidea C-169]	PRW57518.1 G10 family [Chlorella sorokiniana]
OG0002566	EIE25288.1 hypothetical protein COCSUDRAFT_61516 [Coccomyxa subellipsoidea C-169]	PRW56768.1 LTV1-like protein [Chlorella sorokiniana]
OG0002567	EIE26342.1 DUF300-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PRW56428.1 transmembrane 184C-like isoform X1 [Chlorella sorokiniana]
OG0002569	EIE25284.1 GTP binding protein [Coccomyxa subellipsoidea C-169]	PRW56451.1 GTP-binding 1 [Chlorella sorokiniana]
OG0002570	EIE21391.1 hypothetical protein COCSUDRAFT_48090 [Coccomyxa subellipsoidea C-169]	PRW59920.1 Nucleolar 16 [Chlorella sorokiniana]
OG0002571	EIE25921.1 hypothetical protein COCSUDRAFT_64899 [Coccomyxa subellipsoidea C-169], EIE21367.1 hypothetical protein COCSUDRAFT_66848 [Coccomyxa subellipsoidea C-169]	PRW33298.1 E2F family transcription factor [Chlorella sorokiniana]
OG0002572	EIE23487.1 hypothetical protein COCSUDRAFT_63025 [Coccomyxa subellipsoidea C-169]	PRW33295.1 metaxin 1 [Chlorella sorokiniana]
OG0002573	EIE25893.1 hypothetical protein COCSUDRAFT_40132 [Coccomyxa subellipsoidea C-169]	PRW33225.1 outer dynein arm-docking complex subunit 1 [Chlorella sorokiniana]
OG0002574	EIE24845.1 DNA/RNA polymerase [Coccomyxa subellipsoidea C-169]	PRW20477.1 DNA polymerase epsilon catalytic subunit A [Chlorella sorokiniana]
OG0002575	EIE24150.1 ribosomal protein L27a component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	PRW60230.1 60S ribosomal L27a-3 [Chlorella sorokiniana]
OG0002577	EIE25547.1 ribosomal protein S4 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	PRW56747.1 40S ribosomal X isoform [Chlorella sorokiniana]
OG0002578	EIE21905.1 YVTN repeat-like/Quino protein amine dehydrogenase [Coccomyxa subellipsoidea C-169]	PRW61612.1 tRNA _guanine-N_7_-_-methyltransferase non-catalytic subunit wdr4 [Chlorella sorokiniana]
OG0002580	EIE23960.1 NADP-dependent malic enzyme [Coccomyxa subellipsoidea C-169]	PRW56101.1 NADP-dependent malic enzyme [Chlorella sorokiniana]
OG0002581	EIE23183.1 hypothetical protein COCSUDRAFT_9785_ partial [Coccomyxa subellipsoidea C-169]	PRW05881.1 Mitochondrial import inner membrane translocase subunit TIM10 [Chlorella sorokiniana]
OG0002582	EIE21901.1 hypothetical protein COCSUDRAFT_56348 [Coccomyxa subellipsoidea C-169]	PRW61320.1 fatty-acid-binding 1 [Chlorella sorokiniana]
OG0002583	EIE23283.1 hypothetical protein COCSUDRAFT_15713_ partial [Coccomyxa subellipsoidea C-169]	PRW56894.1 autophagy-related 2 [Chlorella sorokiniana]
OG0002584	EIE21313.1 hypothetical protein COCSUDRAFT_66826 [Coccomyxa subellipsoidea C-169]	PRW61490.1 K_+_ efflux antiporter chloroplastic-like [Chlorella sorokiniana]
OG0002586	EIE26541.1 DNA/RNA polymerase_ partial [Coccomyxa subellipsoidea C-169]	PRW56206.1 DNA repair REV1 isoform X1 [Chlorella sorokiniana]
OG0002587	EIE26320.1 PDT-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW61501.1 Arogenate dehydratase prephenate dehydratase chloroplastic [Chlorella sorokiniana], PRW61427.1 arogenate prephenate dehydratase [Chlorella sorokiniana]
OG0002589	EIE20928.1 subtilisin-like protein [Coccomyxa subellipsoidea C-169]	PRW45343.1 serine protease [Chlorella sorokiniana]
OG0002590	EIE26851.1 pyruvate dehydrogenase [Coccomyxa subellipsoidea C-169]	PRW60108.1 pyruvate dehydrogenase E1 beta subunit [Chlorella sorokiniana]
OG0002591	EIE19606.1 hypothetical protein COCSUDRAFT_54555 [Coccomyxa subellipsoidea C-169]	PRW50770.1 hypothetical protein C2E21_5640 [Chlorella sorokiniana]
OG0002592	EIE24012.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW61412.1 developmentally-regulated G- 3 [Chlorella sorokiniana]
OG0002593	EIE26459.1 chlorophyll antenna size regulatory protein [Coccomyxa subellipsoidea C-169]	PRW61390.1 ER membrane complex subunit 8 9-like protein [Chlorella sorokiniana]
OG0002595	EIE21834.1 PLP-dependent transferase_ partial [Coccomyxa subellipsoidea C-169]	PRW20998.1 long chain base biosynthesis 1-like [Chlorella sorokiniana]
OG0002596	EIE25584.1 malate dehydrogenase [Coccomyxa subellipsoidea C-169], EIE21848.1 NAD-dependent malate dehydrogenase [Coccomyxa subellipsoidea C-169]	PRW21109.1 malate dehydrogenase [Chlorella sorokiniana]
OG0002597	EIE19188.1 carboxyl transferase [Coccomyxa subellipsoidea C-169]	PRW20426.1 methylcrotonoyl- carboxylase [Chlorella sorokiniana]
OG0002598	EIE20955.1 betaine aldehyde dehydrogenase [Coccomyxa subellipsoidea C-169]	PRW59376.1 betaine aldehyde dehydrogenase isoform B [Chlorella sorokiniana], PRW59377.1 betaine aldehyde dehydrogenase isoform A [Chlorella sorokiniana]
OG0002599	EIE19124.1 hypothetical protein COCSUDRAFT_67978 [Coccomyxa subellipsoidea C-169]	PRW20428.1 proteasome activator subunit 4 [Chlorella sorokiniana]
OG0002600	EIE24112.1 hypothetical protein COCSUDRAFT_65747 [Coccomyxa subellipsoidea C-169]	PRW56266.1 ribonuclease III [Chlorella sorokiniana]
OG0002601	EIE24111.1 myo-inositol monophosphatase 2 [Coccomyxa subellipsoidea C-169]	PRW55982.1 Inositol monophosphatase 3 [Chlorella sorokiniana]
OG0002602	EIE24598.1 hypothetical protein COCSUDRAFT_40953 [Coccomyxa subellipsoidea C-169]	PRW59240.1 ATPase associated with various cellular activities AAA_5 [Chlorella sorokiniana]
OG0002603	EIE19217.1 DNA mismatch repair protein MutL [Coccomyxa subellipsoidea C-169]	PRW20651.1 DNA mismatch repair Mlh1 isoform X1 [Chlorella sorokiniana]
OG0002606	EIE21896.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW18294.1 DEAD-box ATP-dependent RNA helicase 50 [Chlorella sorokiniana]
OG0002608	EIE22284.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]	PRW44889.1 OTU domain-containing 3 isoform X1 [Chlorella sorokiniana]
OG0002609	EIE20091.1 GrpE nucleotide exchange factor_ partial [Coccomyxa subellipsoidea C-169]	PRW59931.1 nucleotide release factor [Chlorella sorokiniana]
OG0002610	EIE24800.1 hypothetical protein COCSUDRAFT_28369 [Coccomyxa subellipsoidea C-169]	PRW33671.1 UPF0553 -like [Chlorella sorokiniana]
OG0002611	EIE18975.1 putative acyltransfersase_ partial [Coccomyxa subellipsoidea C-169]	PRW59895.1 N-terminal acetyltransferase complex C component MAK3 [Chlorella sorokiniana]
OG0002612	EIE22501.1 hypothetical protein COCSUDRAFT_66665 [Coccomyxa subellipsoidea C-169]	PRW45011.1 phosphatidylinositol 3- and 4-kinase family [Chlorella sorokiniana]
OG0002613	EIE23225.1 hypothetical protein COCSUDRAFT_63581 [Coccomyxa subellipsoidea C-169]	PRW59628.1 UPF0603 chloroplastic [Chlorella sorokiniana]
OG0002614	EIE20952.1 T-complex protein_ epsilon subunit [Coccomyxa subellipsoidea C-169]	PRW20561.1 T-complex 1 subunit epsilon [Chlorella sorokiniana]
OG0002615	EIE20886.1 class II aaRS and biotin synthetase [Coccomyxa subellipsoidea C-169]	PRW20579.1 biotin-- ligase 2-like [Chlorella sorokiniana]
OG0002616	EIE22489.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]	PRW45090.1 long chain base biosynthesis 2a [Chlorella sorokiniana]
OG0002617	EIE22154.1 Not1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW59980.1 CCR4-NOT transcription complex subunit 1 isoform X2 [Chlorella sorokiniana]
OG0002618	EIE18978.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW20531.1 RNA-binding family isoform 1 [Chlorella sorokiniana]
OG0002619	EIE24530.1 hypothetical protein COCSUDRAFT_14080 [Coccomyxa subellipsoidea C-169]	PRW60614.1 ATP-dependent helicase BRM [Chlorella sorokiniana]
OG0002620	EIE24221.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW60240.1 Serine threonine- kinase ATG1 [Chlorella sorokiniana]
OG0002621	EIE18984.1 hypothetical protein COCSUDRAFT_59909 [Coccomyxa subellipsoidea C-169]	PRW44890.1 apoptotic chromatin condensation inducer in the nucleus-like isoform X1 [Chlorella sorokiniana]
OG0002622	EIE26992.1 ribosomal protein S23 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	PRW45112.1 40S ribosomal S23 [Chlorella sorokiniana]
OG0002623	EIE18373.1 PRENYLCYSTEINE methylesterase [Coccomyxa subellipsoidea C-169]	PRW45116.1 putative isoprenylcysteine alpha-carbonyl methylesterase ICMEL1 [Chlorella sorokiniana]
OG0002624	EIE24259.1 hypothetical protein COCSUDRAFT_65818 [Coccomyxa subellipsoidea C-169]	PRW60403.1 transmembrane 194A isoform X1 [Chlorella sorokiniana]
OG0002625	EIE26982.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PRW44923.1 Importin-11 isoform B [Chlorella sorokiniana], PRW44922.1 Importin-11 isoform A [Chlorella sorokiniana]
OG0002626	EIE22221.1 mitochondrial chaperonin 60 [Coccomyxa subellipsoidea C-169]	PRW44921.1 Chaperonin mitochondrial [Chlorella sorokiniana]
OG0002627	EIE22361.1 aspartate carbamoyltransferase [Coccomyxa subellipsoidea C-169]	PRW45053.1 Aspartate carbamoyltransferase chloroplastic [Chlorella sorokiniana]
OG0002628	EIE22940.1 ribosomal protein S6e [Coccomyxa subellipsoidea C-169]	PRW44963.1 40S ribosomal S6 isoform B [Chlorella sorokiniana], PRW44964.1 40S ribosomal S6 isoform A [Chlorella sorokiniana]
OG0002629	EIE26945.1 hypothetical protein COCSUDRAFT_12493 [Coccomyxa subellipsoidea C-169]	PRW44876.1 sphingolipid delta_4_-desaturase DES1-like [Chlorella sorokiniana]
OG0002630	EIE24161.1 Got1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW60373.1 vesicle transport GOT1B-like [Chlorella sorokiniana]
OG0002631	EIE20462.1 monodehydroascorbate reductase [Coccomyxa subellipsoidea C-169], EIE25115.1 monodehydroascorbate reductase I [Coccomyxa subellipsoidea C-169]	PRW59212.1 monodehydroascorbate reductase [Chlorella sorokiniana]
OG0002632	EIE22253.1 ketopantoate hydroxymethyltransferase [Coccomyxa subellipsoidea C-169]	PRW45146.1 3-methyl-2-oxobutanoate hydroxymethyltransferase mitochondrial [Chlorella sorokiniana]
OG0002633	EIE24639.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW59110.1 nucleolar GTP-binding 1 [Chlorella sorokiniana]
OG0002634	EIE23495.1 bacterial methyltransferase_ partial [Coccomyxa subellipsoidea C-169]	PRW51138.1 Ribosomal RNA small subunit methyltransferase H [Chlorella sorokiniana]
OG0002635	EIE24179.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	PRW60530.1 mitochondrial carrier [Chlorella sorokiniana]
OG0002636	EIE26536.1 GTP binding protein TypA [Coccomyxa subellipsoidea C-169]	PRW60987.1 GTP binding [Chlorella sorokiniana]
OG0002637	EIE19712.1 ornithine transaminase [Coccomyxa subellipsoidea C-169]	PRW51154.1 Ornithine mitochondrial [Chlorella sorokiniana]
OG0002639	EIE20421.1 hypothetical protein COCSUDRAFT_43867 [Coccomyxa subellipsoidea C-169], EIE22217.1 hypothetical protein COCSUDRAFT_42582 [Coccomyxa subellipsoidea C-169]	PRW44982.1 Camphor resistance family isoform 1 [Chlorella sorokiniana]
OG0002640	EIE26371.1 prim-pol domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW60992.1 DNA primase small subunit [Chlorella sorokiniana]
OG0002641	EIE26018.1 hypothetical protein COCSUDRAFT_46459 [Coccomyxa subellipsoidea C-169]	PRW39251.1 SWR1 complex subunit 6 [Chlorella sorokiniana]
OG0002643	EIE22240.1 ENTH-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW45070.1 ADP-ribosylation factor GTPase-activating AGD5 [Chlorella sorokiniana]
OG0002644	EIE21419.1 putative mitochondrial carrier protein [Coccomyxa subellipsoidea C-169]	PRW59482.1 solute carrier family 25 member 44 [Chlorella sorokiniana]
OG0002645	EIE19820.1 methylenetetrahydrofolate reduct [Coccomyxa subellipsoidea C-169]	PRW60307.1 5_10-methylenetetrahydrofolate reductase isoform B [Chlorella sorokiniana], PRW60308.1 5_10-methylenetetrahydrofolate reductase isoform A [Chlorella sorokiniana]
OG0002646	EIE26648.1 ring-box protein [Coccomyxa subellipsoidea C-169]	PRW60877.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0002647	EIE19082.1 s-syntaxin-like protein [Coccomyxa subellipsoidea C-169]	PRW61542.1 Qa-SNARE Sso1 PM-type [Chlorella sorokiniana]
OG0002648	EIE20212.1 hypothetical protein COCSUDRAFT_44152 [Coccomyxa subellipsoidea C-169]	PRW33649.1 Epidermal growth factor receptor substrate 15 [Chlorella sorokiniana]
OG0002649	EIE19575.1 hypothetical protein COCSUDRAFT_31020 [Coccomyxa subellipsoidea C-169]	PRW51057.1 Thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]
OG0002650	EIE21186.1 ribosomal protein S1 [Coccomyxa subellipsoidea C-169], EIE24673.1 ribosomal protein S1 [Coccomyxa subellipsoidea C-169]	PRW51058.1 ribosomal S1 [Chlorella sorokiniana]
OG0002651	EIE18338.1 plastid ribosomal protein S5A small ribosomal subunit [Coccomyxa subellipsoidea C-169]	PRW44968.1 30S ribosomal S5 [Chlorella sorokiniana]
OG0002652	EIE22319.1 Adenylosuccinate synthetase [Coccomyxa subellipsoidea C-169]	PRW45228.1 Adenylosuccinate synthetase [Chlorella sorokiniana]
OG0002653	EIE20043.1 cyclophilin-like protein [Coccomyxa subellipsoidea C-169]	PRW33518.1 hypothetical protein C2E21_7678 [Chlorella sorokiniana]
OG0002654	EIE22297.1 TPT-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PRW44878.1 putative sugar phosphate phosphate translocator [Chlorella sorokiniana]
OG0002655	EIE19697.1 hypothetical protein COCSUDRAFT_54585 [Coccomyxa subellipsoidea C-169]	PRW51142.1 hypothetical protein C2E21_5655 [Chlorella sorokiniana]
OG0002656	EIE25986.1 ribosomal protein L22 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	PRW39267.1 60S ribosomal L22-2 [Chlorella sorokiniana]
OG0002657	EIE22318.1 hypothetical protein COCSUDRAFT_6316_ partial [Coccomyxa subellipsoidea C-169]	PRW45202.1 ATPase of the AAA+ superfamily _ISS_ [Chlorella sorokiniana]
OG0002658	EIE19696.1 PTR2-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PRW50755.1 NRT1 PTR FAMILY -like [Chlorella sorokiniana]
OG0002659	EIE23125.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PRW60982.1 Alpha-soluble NSF attachment 2 [Chlorella sorokiniana]
OG0002661	EIE20442.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PRW51029.1 ARM repeat-containing [Chlorella sorokiniana]
OG0002662	EIE22196.1 hypothetical protein COCSUDRAFT_55891 [Coccomyxa subellipsoidea C-169]	PRW44944.1 sodium calcium exchanger [Chlorella sorokiniana]
OG0002663	EIE24581.1 L30e-like protein [Coccomyxa subellipsoidea C-169]	PRW20203.1 60S ribosomal L7a [Chlorella sorokiniana]
OG0002664	EIE20926.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	PRW20232.1 inositol transporter 2 [Chlorella sorokiniana]
OG0002665	EIE24618.1 DNA glycosylase/AP lyase [Coccomyxa subellipsoidea C-169]	PRW20199.1 formamidopyrimidine-DNA glycosylase isoform X2 [Chlorella sorokiniana]
OG0002666	EIE19136.1 hypothetical protein COCSUDRAFT_59621 [Coccomyxa subellipsoidea C-169]	PRW20338.1 peptidyl-prolyl cis-trans isomerase CYP65 [Chlorella sorokiniana]
