Orthogroup	Coccomyxa_SubellipsoideaC169	Auxenochlorella_protothecoides
OG0002423	EIE27514.1 DUF101-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52425.1 hypothetical protein APUTEX25_000004 [Auxenochlorella protothecoides]
OG0002424	EIE24817.1 4'-phosphopantetheinyl transferase [Coccomyxa subellipsoidea C-169]	RMZ52429.1 hypothetical protein APUTEX25_000008 [Auxenochlorella protothecoides]
OG0002425	EIE27498.1 hypothetical protein COCSUDRAFT_32018 [Coccomyxa subellipsoidea C-169]	RMZ52432.1 hypothetical protein APUTEX25_000011 [Auxenochlorella protothecoides]
OG0002426	EIE27540.1 endoplasmic reticulum-type calcium-transporting ATPase [Coccomyxa subellipsoidea C-169]	RMZ52434.1 hypothetical protein APUTEX25_000013_ partial [Auxenochlorella protothecoides]
OG0002427	EIE19434.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	RMZ52435.1 hypothetical protein APUTEX25_000014 [Auxenochlorella protothecoides]
OG0002428	EIE27631.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	RMZ52437.1 hypothetical protein APUTEX25_000016_ partial [Auxenochlorella protothecoides]
OG0002429	EIE27519.1 Sm-like ribonucleo protein [Coccomyxa subellipsoidea C-169]	RMZ52443.1 hypothetical protein APUTEX25_000022_ partial [Auxenochlorella protothecoides]
OG0002430	EIE18966.1 S-Adenosyl homocysteine hydrolase [Coccomyxa subellipsoidea C-169]	RMZ52454.1 hypothetical protein APUTEX25_000033 [Auxenochlorella protothecoides]
OG0002431	EIE27680.1 NAD_P_-binding protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ52461.1 hypothetical protein APUTEX25_000040 [Auxenochlorella protothecoides]
OG0002432	EIE24409.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169]	RMZ52463.1 hypothetical protein APUTEX25_000042 [Auxenochlorella protothecoides]
OG0002433	EIE21162.1 mitochondrial carrier_ partial [Coccomyxa subellipsoidea C-169]	RMZ52464.1 hypothetical protein APUTEX25_000043 [Auxenochlorella protothecoides]
OG0002434	EIE24435.1 NAD-dependent epimerase/dehydratase [Coccomyxa subellipsoidea C-169]	RMZ52474.1 hypothetical protein APUTEX25_003617 [Auxenochlorella protothecoides]
OG0002435	EIE20359.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ52478.1 hypothetical protein APUTEX25_003621 [Auxenochlorella protothecoides]
OG0002436	EIE22730.1 Xpo1-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52492.1 hypothetical protein APUTEX25_003635_ partial [Auxenochlorella protothecoides]
OG0002437	EIE25117.1 hypothetical protein COCSUDRAFT_61357 [Coccomyxa subellipsoidea C-169], EIE20465.1 hypothetical protein COCSUDRAFT_67376 [Coccomyxa subellipsoidea C-169]	RMZ52500.1 hypothetical protein APUTEX25_003643_ partial [Auxenochlorella protothecoides]
OG0002438	EIE26287.1 hypothetical protein COCSUDRAFT_12244_ partial [Coccomyxa subellipsoidea C-169]	RMZ52503.1 hypothetical protein APUTEX25_003646_ partial [Auxenochlorella protothecoides]
OG0002439	EIE20395.1 N2227-like protein [Coccomyxa subellipsoidea C-169]	RMZ52515.1 hypothetical protein APUTEX25_003658 [Auxenochlorella protothecoides]
OG0002440	EIE19608.1 DRMBL-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ52521.1 hypothetical protein APUTEX25_003664 [Auxenochlorella protothecoides]
OG0002441	EIE20476.1 hypothetical protein COCSUDRAFT_37771 [Coccomyxa subellipsoidea C-169]	RMZ52527.1 hypothetical protein APUTEX25_003670 [Auxenochlorella protothecoides]
OG0002442	EIE22872.1 Rhodanese-like protein [Coccomyxa subellipsoidea C-169]	RMZ52533.1 hypothetical protein APUTEX25_003676_ partial [Auxenochlorella protothecoides]
OG0002443	EIE21022.1 hypothetical protein COCSUDRAFT_43387 [Coccomyxa subellipsoidea C-169]	RMZ52540.1 hypothetical protein APUTEX25_003683 [Auxenochlorella protothecoides]
OG0002445	EIE22360.1 cyclophilin-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]	RMZ52545.1 hypothetical protein APUTEX25_003688_ partial [Auxenochlorella protothecoides]
OG0002446	EIE21187.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52547.1 hypothetical protein APUTEX25_003690 [Auxenochlorella protothecoides]
OG0002447	EIE20619.1 TPR-like protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ52553.1 hypothetical protein APUTEX25_003696_ partial [Auxenochlorella protothecoides]
OG0002448	EIE21426.1 xanthine dehydrogenase-like protein [Coccomyxa subellipsoidea C-169]	RMZ52554.1 hypothetical protein APUTEX25_003697_ partial [Auxenochlorella protothecoides]
OG0002449	EIE19620.1 integral membrane Yip1-family protein [Coccomyxa subellipsoidea C-169]	RMZ52556.1 hypothetical protein APUTEX25_003699_ partial [Auxenochlorella protothecoides]
OG0002450	EIE20473.1 rubisco small subunit N-methyltransferase_ partial [Coccomyxa subellipsoidea C-169]	RMZ52564.1 hypothetical protein APUTEX25_003707 [Auxenochlorella protothecoides]
OG0002451	EIE22209.1 HIRA-interacting protein 5 [Coccomyxa subellipsoidea C-169]	RMZ52565.1 hypothetical protein APUTEX25_003708 [Auxenochlorella protothecoides]
OG0002452	EIE19645.1 protein transporter [Coccomyxa subellipsoidea C-169]	RMZ52577.1 hypothetical protein APUTEX25_003720 [Auxenochlorella protothecoides]
OG0002454	EIE21569.1 POZ domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52616.1 hypothetical protein APUTEX25_000735 [Auxenochlorella protothecoides]
OG0002455	EIE26817.1 adenylate kinase in complex with the inhibitor P1_P5-Bis_Adenosine-5'-_pentaphosphate [Coccomyxa subellipsoidea C-169]	RMZ52620.1 hypothetical protein APUTEX25_000739 [Auxenochlorella protothecoides]
OG0002456	EIE18461.1 aldehyde dehydrogenase [Coccomyxa subellipsoidea C-169]	RMZ52629.1 hypothetical protein APUTEX25_000748 [Auxenochlorella protothecoides]
OG0002457	EIE20326.1 hypothetical protein COCSUDRAFT_54465 [Coccomyxa subellipsoidea C-169], EIE20804.1 hypothetical protein COCSUDRAFT_9841_ partial [Coccomyxa subellipsoidea C-169]	RMZ52639.1 hypothetical protein APUTEX25_000758 [Auxenochlorella protothecoides]
OG0002458	EIE26545.1 hypothetical protein COCSUDRAFT_59071 [Coccomyxa subellipsoidea C-169]	RMZ52647.1 hypothetical protein APUTEX25_000766 [Auxenochlorella protothecoides]
OG0002459	EIE23653.1 glutathione S-transferase [Coccomyxa subellipsoidea C-169]	RMZ52651.1 hypothetical protein APUTEX25_000770 [Auxenochlorella protothecoides]
OG0002460	EIE18010.1 hypothetical protein COCSUDRAFT_31894 [Coccomyxa subellipsoidea C-169]	RMZ52657.1 hypothetical protein APUTEX25_000776_ partial [Auxenochlorella protothecoides]
OG0002461	EIE19454.1 hypothetical protein COCSUDRAFT_38277 [Coccomyxa subellipsoidea C-169]	RMZ52658.1 hypothetical protein APUTEX25_000777 [Auxenochlorella protothecoides]
OG0002462	EIE18954.1 hypothetical protein COCSUDRAFT_59879 [Coccomyxa subellipsoidea C-169]	RMZ52659.1 hypothetical protein APUTEX25_000778 [Auxenochlorella protothecoides]
OG0002463	EIE24431.1 hypothetical protein COCSUDRAFT_52958 [Coccomyxa subellipsoidea C-169]	RMZ52660.1 hypothetical protein APUTEX25_000779 [Auxenochlorella protothecoides]
OG0002464	EIE27674.1 hypothetical protein COCSUDRAFT_34928 [Coccomyxa subellipsoidea C-169]	RMZ52664.1 hypothetical protein APUTEX25_000783_ partial [Auxenochlorella protothecoides]
OG0002465	EIE20429.1 MCM-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ52665.1 hypothetical protein APUTEX25_000784_ partial [Auxenochlorella protothecoides]
OG0002467	EIE24509.1 hypothetical protein COCSUDRAFT_61938 [Coccomyxa subellipsoidea C-169]	RMZ52670.1 hypothetical protein APUTEX25_000789_ partial [Auxenochlorella protothecoides]
OG0002469	EIE21106.1 ALG3-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE21107.1 ALG3-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52687.1 hypothetical protein APUTEX25_000806 [Auxenochlorella protothecoides]
OG0002470	EIE23234.1 hypothetical protein COCSUDRAFT_63590 [Coccomyxa subellipsoidea C-169]	RMZ52689.1 hypothetical protein APUTEX25_000808_ partial [Auxenochlorella protothecoides]
OG0002471	EIE19290.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ52713.1 hypothetical protein APUTEX25_000832 [Auxenochlorella protothecoides]
OG0002472	EIE21856.1 hypothetical protein COCSUDRAFT_16944 [Coccomyxa subellipsoidea C-169]	RMZ52718.1 hypothetical protein APUTEX25_000837 [Auxenochlorella protothecoides]
OG0002473	EIE20779.1 RRN3-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52724.1 hypothetical protein APUTEX25_000843_ partial [Auxenochlorella protothecoides]
OG0002474	EIE21383.1 C-terminal processing peptidase [Coccomyxa subellipsoidea C-169]	RMZ52727.1 hypothetical protein APUTEX25_000846_ partial [Auxenochlorella protothecoides]
OG0002475	EIE24715.1 DEAD-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ52736.1 hypothetical protein APUTEX25_000855_ partial [Auxenochlorella protothecoides]
OG0002476	EIE24219.1 TraB-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52745.1 hypothetical protein APUTEX25_000864 [Auxenochlorella protothecoides]
OG0002477	EIE22748.1 hypothetical protein COCSUDRAFT_47678 [Coccomyxa subellipsoidea C-169]	RMZ52752.1 hypothetical protein APUTEX25_000871 [Auxenochlorella protothecoides]
OG0002479	EIE26383.1 ABC1-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ52779.1 hypothetical protein APUTEX25_000898 [Auxenochlorella protothecoides]
OG0002480	EIE25211.1 tumor susceptibility protein [Coccomyxa subellipsoidea C-169]	RMZ52781.1 hypothetical protein APUTEX25_000900 [Auxenochlorella protothecoides]
OG0002481	EIE20696.1 ribosomal protein L38 component of cytosolic 80S ribosome and 60S large subunit_ partial [Coccomyxa subellipsoidea C-169]	RMZ52816.1 hypothetical protein APUTEX25_000935_ partial [Auxenochlorella protothecoides]
OG0002482	EIE23192.1 RNB-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52829.1 hypothetical protein APUTEX25_000948_ partial [Auxenochlorella protothecoides]
OG0002483	EIE22383.1 cytoplasmic DExD/H-box RNA helicase [Coccomyxa subellipsoidea C-169]	RMZ52831.1 hypothetical protein APUTEX25_000950_ partial [Auxenochlorella protothecoides]
OG0002484	EIE24469.1 PP2A-widerborst subunit [Coccomyxa subellipsoidea C-169]	RMZ52845.1 hypothetical protein APUTEX25_000964 [Auxenochlorella protothecoides]
OG0002485	EIE27558.1 hypothetical protein COCSUDRAFT_55557 [Coccomyxa subellipsoidea C-169]	RMZ52861.1 hypothetical protein APUTEX25_000980 [Auxenochlorella protothecoides]
OG0002486	EIE27552.1 FAD-linked oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]	RMZ52863.1 hypothetical protein APUTEX25_000982 [Auxenochlorella protothecoides]
OG0002487	EIE19528.1 homocysteine S-methyltransferase AtHMT-1 [Coccomyxa subellipsoidea C-169]	RMZ52866.1 hypothetical protein APUTEX25_000985 [Auxenochlorella protothecoides]
OG0002488	EIE19259.1 hypothetical protein COCSUDRAFT_67818 [Coccomyxa subellipsoidea C-169], EIE24537.1 hypothetical protein COCSUDRAFT_61967 [Coccomyxa subellipsoidea C-169], EIE27170.1 hypothetical protein COCSUDRAFT_64103 [Coccomyxa subellipsoidea C-169]	RMZ52871.1 hypothetical protein APUTEX25_000990 [Auxenochlorella protothecoides]
OG0002489	EIE27833.1 hypothetical protein COCSUDRAFT_83453_ partial [Coccomyxa subellipsoidea C-169]	RMZ52875.1 hypothetical protein APUTEX25_000994 [Auxenochlorella protothecoides]
OG0002490	EIE23613.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	RMZ52882.1 hypothetical protein APUTEX25_001001 [Auxenochlorella protothecoides]
OG0002491	EIE26785.1 clathrin adaptor_ mu subunit [Coccomyxa subellipsoidea C-169]	RMZ52889.1 hypothetical protein APUTEX25_001008 [Auxenochlorella protothecoides]
OG0002492	EIE26722.1 hypothetical protein COCSUDRAFT_27193 [Coccomyxa subellipsoidea C-169]	RMZ52897.1 hypothetical protein APUTEX25_001016 [Auxenochlorella protothecoides]
OG0002493	EIE24601.1 ubiquinone biosynthesis protein [Coccomyxa subellipsoidea C-169]	RMZ52912.1 hypothetical protein APUTEX25_001031_ partial [Auxenochlorella protothecoides]
OG0002494	EIE21968.1 UDP-Glycosyltransferase/glycogen phosphorylase [Coccomyxa subellipsoidea C-169]	RMZ52913.1 hypothetical protein APUTEX25_001032_ partial [Auxenochlorella protothecoides]
OG0002495	EIE27440.1 protein prenylyltransferase [Coccomyxa subellipsoidea C-169]	RMZ52920.1 hypothetical protein APUTEX25_001039_ partial [Auxenochlorella protothecoides]
OG0002496	EIE19956.1 Biopterin transport-related protein BT1 [Coccomyxa subellipsoidea C-169]	RMZ52922.1 hypothetical protein APUTEX25_001041 [Auxenochlorella protothecoides]
OG0002497	EIE26720.1 hypothetical protein COCSUDRAFT_52434 [Coccomyxa subellipsoidea C-169]	RMZ52924.1 hypothetical protein APUTEX25_001043 [Auxenochlorella protothecoides]
OG0002498	EIE24402.1 hypothetical protein COCSUDRAFT_46793 [Coccomyxa subellipsoidea C-169]	RMZ52938.1 hypothetical protein APUTEX25_001057 [Auxenochlorella protothecoides]
OG0002500	EIE22380.1 hypothetical protein COCSUDRAFT_56069 [Coccomyxa subellipsoidea C-169]	RMZ52950.1 hypothetical protein APUTEX25_001069 [Auxenochlorella protothecoides]
OG0002501	EIE26983.1 hypothetical protein COCSUDRAFT_64747 [Coccomyxa subellipsoidea C-169]	RMZ52956.1 hypothetical protein APUTEX25_001075_ partial [Auxenochlorella protothecoides]
OG0002502	EIE27694.1 N-terminal acetyltransferase A_ auxiliary subunit [Coccomyxa subellipsoidea C-169]	RMZ52958.1 hypothetical protein APUTEX25_001077_ partial [Auxenochlorella protothecoides]
OG0002503	EIE23380.1 hypothetical protein COCSUDRAFT_28807 [Coccomyxa subellipsoidea C-169]	RMZ52959.1 hypothetical protein APUTEX25_001078 [Auxenochlorella protothecoides]
OG0002504	EIE24544.1 hypothetical protein COCSUDRAFT_40910 [Coccomyxa subellipsoidea C-169]	RMZ52972.1 hypothetical protein APUTEX25_001091_ partial [Auxenochlorella protothecoides]
OG0002505	EIE23565.1 hypothetical protein COCSUDRAFT_65984 [Coccomyxa subellipsoidea C-169]	RMZ52982.1 hypothetical protein APUTEX25_001101_ partial [Auxenochlorella protothecoides]
OG0002506	EIE21826.1 calcium ATPase [Coccomyxa subellipsoidea C-169]	RMZ52992.1 hypothetical protein APUTEX25_001111_ partial [Auxenochlorella protothecoides]
OG0002507	EIE27720.1 hypothetical protein COCSUDRAFT_6996_ partial [Coccomyxa subellipsoidea C-169]	RMZ53015.1 hypothetical protein APUTEX25_001134 [Auxenochlorella protothecoides]
OG0002508	EIE18013.1 RIO1-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53016.1 hypothetical protein APUTEX25_001135 [Auxenochlorella protothecoides]
OG0002509	EIE26293.1 hypothetical protein COCSUDRAFT_46027 [Coccomyxa subellipsoidea C-169]	RMZ53027.1 hypothetical protein APUTEX25_001146_ partial [Auxenochlorella protothecoides]
OG0002510	EIE22708.1 hypothetical protein COCSUDRAFT_42343 [Coccomyxa subellipsoidea C-169]	RMZ53032.1 hypothetical protein APUTEX25_001151 [Auxenochlorella protothecoides]
OG0002511	EIE25786.1 hypothetical protein COCSUDRAFT_64835 [Coccomyxa subellipsoidea C-169], EIE25658.1 hypothetical protein COCSUDRAFT_64766_ partial [Coccomyxa subellipsoidea C-169]	RMZ53586.1 hypothetical protein APUTEX25_003408 [Auxenochlorella protothecoides], RMZ53053.1 hypothetical protein APUTEX25_001172_ partial [Auxenochlorella protothecoides]
OG0002513	EIE27199.1 FabD/lysophospholipase-like protein [Coccomyxa subellipsoidea C-169]	RMZ53083.1 hypothetical protein APUTEX25_002492_ partial [Auxenochlorella protothecoides]
OG0002514	EIE26165.1 3-hydroxybutyrate dehydrogenase [Coccomyxa subellipsoidea C-169]	RMZ53089.1 hypothetical protein APUTEX25_002498 [Auxenochlorella protothecoides]
OG0002516	EIE26147.1 GUN4-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53091.1 hypothetical protein APUTEX25_002500 [Auxenochlorella protothecoides]
OG0002517	EIE25955.1 SOH1-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53109.1 hypothetical protein APUTEX25_002518 [Auxenochlorella protothecoides]
OG0002518	EIE27285.1 MCM-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53137.1 hypothetical protein APUTEX25_005126 [Auxenochlorella protothecoides]
OG0002519	EIE24143.1 hypothetical protein COCSUDRAFT_62660 [Coccomyxa subellipsoidea C-169]	RMZ53138.1 hypothetical protein APUTEX25_005127_ partial [Auxenochlorella protothecoides]
OG0002520	EIE27124.1 ankyrin [Coccomyxa subellipsoidea C-169]	RMZ53155.1 hypothetical protein APUTEX25_005144 [Auxenochlorella protothecoides]
OG0002521	EIE23470.1 ABC family transporter_ mitochondrial ATM1-like protein [Coccomyxa subellipsoidea C-169]	RMZ53157.1 hypothetical protein APUTEX25_005146 [Auxenochlorella protothecoides]
OG0002522	EIE26004.1 ribosomal protein L22 [Coccomyxa subellipsoidea C-169]	RMZ53160.1 hypothetical protein APUTEX25_005149_ partial [Auxenochlorella protothecoides]
OG0002523	EIE25904.1 hypothetical protein COCSUDRAFT_40139 [Coccomyxa subellipsoidea C-169]	RMZ53164.1 hypothetical protein APUTEX25_005153 [Auxenochlorella protothecoides]
OG0002524	EIE18299.1 ribosomal protein rpl36a [Coccomyxa subellipsoidea C-169]	RMZ53166.1 hypothetical protein APUTEX25_005155 [Auxenochlorella protothecoides]
OG0002525	EIE25280.1 dimethyladenosine transferase [Coccomyxa subellipsoidea C-169]	RMZ53174.1 hypothetical protein APUTEX25_005163 [Auxenochlorella protothecoides]
OG0002526	EIE20361.1 ribosome recycling factor [Coccomyxa subellipsoidea C-169]	RMZ53176.1 hypothetical protein APUTEX25_005165 [Auxenochlorella protothecoides]
OG0002527	EIE27378.1 nucleosome remodeling factor [Coccomyxa subellipsoidea C-169]	RMZ53179.1 hypothetical protein APUTEX25_005168 [Auxenochlorella protothecoides]
OG0002528	EIE21172.1 hypothetical protein COCSUDRAFT_57086 [Coccomyxa subellipsoidea C-169]	RMZ53180.1 hypothetical protein APUTEX25_005169 [Auxenochlorella protothecoides]
OG0002529	EIE27594.1 hypothetical protein COCSUDRAFT_34894 [Coccomyxa subellipsoidea C-169]	RMZ53185.1 hypothetical protein APUTEX25_005174_ partial [Auxenochlorella protothecoides]
OG0002530	EIE27608.1 ubiquinone biosynthesis protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ53189.1 hypothetical protein APUTEX25_005178_ partial [Auxenochlorella protothecoides]
OG0002531	EIE25489.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53215.1 hypothetical protein APUTEX25_005204 [Auxenochlorella protothecoides]
OG0002532	EIE25491.1 putative thioredoxin-disulfide reductase [Coccomyxa subellipsoidea C-169]	RMZ53217.1 hypothetical protein APUTEX25_005206_ partial [Auxenochlorella protothecoides]
OG0002533	EIE25166.1 DUF1716-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53228.1 hypothetical protein APUTEX25_005217 [Auxenochlorella protothecoides]
OG0002534	EIE25562.1 oxoglutarate_malate antiporter_ partial [Coccomyxa subellipsoidea C-169]	RMZ53237.1 hypothetical protein APUTEX25_005226 [Auxenochlorella protothecoides]
OG0002535	EIE27063.1 20S proteasome beta subunit D_ type 2 [Coccomyxa subellipsoidea C-169]	RMZ53246.1 hypothetical protein APUTEX25_005235 [Auxenochlorella protothecoides]
OG0002536	EIE25490.1 26S proteasome subunit P45 [Coccomyxa subellipsoidea C-169]	RMZ53250.1 hypothetical protein APUTEX25_005239 [Auxenochlorella protothecoides]
OG0002537	EIE22776.1 hypothetical protein COCSUDRAFT_36847 [Coccomyxa subellipsoidea C-169]	RMZ56917.1 hypothetical protein APUTEX25_004979 [Auxenochlorella protothecoides], RMZ55247.1 hypothetical protein APUTEX25_005525 [Auxenochlorella protothecoides], RMZ53257.1 hypothetical protein APUTEX25_005246 [Auxenochlorella protothecoides]
