Orthogroup	Chlorella_A99	Micractinium_SAG24180
OG0001537	PCFQ01000037.1 g2383 [Chlorella sp. A99]	PSC73409.1 DNA-directed RNA polymerase III subunit RPC3 [Micractinium conductrix]
OG0001539	PCFQ01000002.1 g714 [Chlorella sp. A99]	PSC67962.1 WD40 repeat [Micractinium conductrix]
OG0001540	PCFQ01000058.1 g246 [Chlorella sp. A99]	PSC76539.1 Phosphoglycerate cytosolic [Micractinium conductrix]
OG0001542	PCFQ01000005.1 g833 [Chlorella sp. A99]	PSC75562.1 ALA-interacting subunit 3 [Micractinium conductrix]
OG0001543	PCFQ01000014.1 g1895 [Chlorella sp. A99]	PSC74828.1 Pyruvate dehydrogenase E1 component subunit mitochondrial [Micractinium conductrix]
OG0001545	PCFQ01000008.1 g1162 [Chlorella sp. A99]	PSC71522.1 arginine N-methyltransferase [Micractinium conductrix], PSC71639.1 arginine N-methyltransferase [Micractinium conductrix]
OG0001549	PCFQ01000018.1 g473 [Chlorella sp. A99]	PSC68752.1 H ACA ribonucleo complex subunit 4 [Micractinium conductrix], PSC74781.1 H ACA ribonucleo complex subunit 4 [Micractinium conductrix]
OG0001550	PCFQ01000018.1 g420 [Chlorella sp. A99]	PSC68525.1 ABC transporter E family member 2 [Micractinium conductrix]
OG0001552	PCFQ01000081.1 g1604 [Chlorella sp. A99]	PSC71087.1 dihydropyrimidine dehydrogenase [NADP_+_] [Micractinium conductrix]
OG0001554	PCFQ01000078.1 g2087 [Chlorella sp. A99]	PSC71409.1 hypothetical protein C2E20_5335 [Micractinium conductrix]
OG0001556	PCFQ01000008.1 g1088 [Chlorella sp. A99]	PSC69824.1 PGR5 1A [Micractinium conductrix]
OG0001561	PCFQ01000082.1 g552 [Chlorella sp. A99]	PSC74685.1 U4 U6 small nuclear ribonucleo Prp3-like [Micractinium conductrix]
OG0001562	PCFQ01000078.1 g2082 [Chlorella sp. A99]	PSC71260.1 glutamate-rich WD repeat-containing 1-like [Micractinium conductrix]
OG0001563	PCFQ01000078.1 g2048 [Chlorella sp. A99]	PSC68343.1 heat shock 70 kDa 17 isoform B [Micractinium conductrix], PSC68342.1 heat shock 70 kDa 17 isoform A [Micractinium conductrix]
OG0001566	PCFQ01000058.1 g127 [Chlorella sp. A99]	PSC71425.1 Microsomal glutathione S-transferase 3 [Micractinium conductrix]
OG0001567	PCFQ01000078.1 g2054 [Chlorella sp. A99]	PSC67099.1 pre-mRNA-processing factor 17-like isoform X1 [Micractinium conductrix], PSC68216.1 Pre-mRNA-processing factor 17_ partial [Micractinium conductrix]
OG0001568	PCFQ01000011.1 g2780 [Chlorella sp. A99]	PSC75446.1 serine threonine-kinase WNK2 [Micractinium conductrix]
OG0001569	PCFQ01000079.1 g1513 [Chlorella sp. A99]	PSC68048.1 Ankyrin repeat domain-containing 13C [Micractinium conductrix]
OG0001571	PCFQ01000082.1 g547 [Chlorella sp. A99]	PSC74516.1 Kinesin-II 95 kDa subunit [Micractinium conductrix]
OG0001572	PCFQ01000006.1 g3111 [Chlorella sp. A99]	PSC71586.1 MPP-like metallohydrolase [Micractinium conductrix]
OG0001574	PCFQ01000011.1 g2769 [Chlorella sp. A99]	PSC73706.1 mitochondrial pyruvate dehydrogenase kinase isoform A [Micractinium conductrix], PSC73705.1 mitochondrial pyruvate dehydrogenase kinase isoform B [Micractinium conductrix]
OG0001575	PCFQ01000004.1 g2636 [Chlorella sp. A99]	PSC75967.1 Methionine aminopeptidase 1D_ chloroplastic mitochondrial [Micractinium conductrix]
OG0001576	PCFQ01000018.1 g482 [Chlorella sp. A99]	PSC73392.1 Glyoxysomal fatty acid beta-oxidation multifunctional MFP-a [Micractinium conductrix], PSC67634.1 T9SS C-terminal target domain-containing [Micractinium conductrix]
OG0001578	PCFQ01000058.1 g76 [Chlorella sp. A99]	PSC67361.1 Plastidic ATP ADP-transporter [Micractinium conductrix]
OG0001579	PCFQ01000013.1 g3330 [Chlorella sp. A99]	PSC68452.1 tubulin gamma-2 chain [Micractinium conductrix], PSC68445.1 tubulin gamma-2 chain [Micractinium conductrix]
OG0001581	PCFQ01000058.1 g264 [Chlorella sp. A99]	PSC70570.1 cysteine desulfurase [Micractinium conductrix]
OG0001582	PCFQ01000058.1 g78 [Chlorella sp. A99]	PSC67363.1 SNF1-related kinase regulatory subunit beta-2 isoform B [Micractinium conductrix], PSC67364.1 SNF1-related kinase regulatory subunit beta-2 isoform A [Micractinium conductrix]
OG0001583	PCFQ01000077.1 g1770 [Chlorella sp. A99], PCFQ01000022.1 g2330 [Chlorella sp. A99]	PSC71277.1 glycine dehydrogenase _decarboxylating_ mitochondrial [Micractinium conductrix]
OG0001585	PCFQ01000002.1 g645 [Chlorella sp. A99]	PSC69087.1 nudix hydrolase [Micractinium conductrix]
OG0001586	PCFQ01000011.1 g2809 [Chlorella sp. A99]	PSC70618.1 cyclic nucleotide dependent kinase [Micractinium conductrix]
OG0001591	PCFQ01000013.1 g3309 [Chlorella sp. A99]	PSC75044.1 hypoxia induced conserved region containing [Micractinium conductrix], PSC68152.1 hypoxia induced conserved region containing [Micractinium conductrix]
OG0001592	PCFQ01000058.1 g44 [Chlorella sp. A99]	PSC67240.1 AMP deaminase isoform B [Micractinium conductrix], PSC67241.1 AMP deaminase isoform A [Micractinium conductrix]
OG0001593	PCFQ01000020.1 g889 [Chlorella sp. A99]	PSC70438.1 Guanine nucleotide-binding subunit beta 1 [Micractinium conductrix]
OG0001595	PCFQ01000023.1 g2238 [Chlorella sp. A99]	PSC67942.1 DEAD-box ATP-dependent RNA helicase 38 isoform A [Micractinium conductrix], PSC67943.1 DEAD-box ATP-dependent RNA helicase 38 isoform B [Micractinium conductrix]
OG0001599	PCFQ01000073.1 g1981 [Chlorella sp. A99]	PSC68198.1 CPLD51 required for cyt b6 assembly [Micractinium conductrix], PSC67328.1 CPLD51 required for cyt b6 assembly [Micractinium conductrix], PSC67100.1 hypothetical protein C2E20_9217 [Micractinium conductrix]
OG0001603	PCFQ01000058.1 g160 [Chlorella sp. A99]	PSC73148.1 cathepsin H [Micractinium conductrix]
OG0001604	PCFQ01000010.1 g366 [Chlorella sp. A99]	PSC67399.1 chymotrypsin-like protease [Micractinium conductrix]
OG0001605	PCFQ01000018.1 g449 [Chlorella sp. A99]	PSC74040.1 carboxypeptidase D isoform X1 [Micractinium conductrix]
OG0001606	PCFQ01000082.1 g532 [Chlorella sp. A99]	PSC74911.1 Cysteinyl-tRNA synthetase [Micractinium conductrix]
OG0001607	PCFQ01000082.1 g533 [Chlorella sp. A99]	PSC75152.1 CDP-Ethanolamine_DAG ethanolamine phosphotransferase [Micractinium conductrix]
OG0001608	PCFQ01000013.1 g3365 [Chlorella sp. A99], PCFQ01000002.1 g679 [Chlorella sp. A99]	PSC75759.1 NAD_P_-binding [Micractinium conductrix]
OG0001609	PCFQ01000002.1 g687 [Chlorella sp. A99]	PSC77041.1 hypothetical protein C2E20_0685 [Micractinium conductrix], PSC76728.1 selenate reductase [Micractinium conductrix], PSC77051.1 carotenoid oxygenase [Micractinium conductrix], PSC76273.1 hypothetical protein C2E20_0687 [Micractinium conductrix], PSC67637.1 DNA mismatch repair [Micractinium conductrix]
OG0001610	PCFQ01000079.1 g1321 [Chlorella sp. A99]	PSC68853.1 FAD-dependent oxidoreductase [Micractinium conductrix]
OG0001611	PCFQ01000079.1 g1324 [Chlorella sp. A99]	PSC74203.1 root cap family [Micractinium conductrix], PSC74122.1 CMGC RCK MAK kinase [Micractinium conductrix]
OG0001612	PCFQ01000079.1 g1332 [Chlorella sp. A99]	PSC75537.1 serine arginine-rich SC35-like splicing factor SCL30 isoform X1 [Micractinium conductrix]
OG0001613	PCFQ01000079.1 g1386 [Chlorella sp. A99]	PSC75767.1 basal body [Micractinium conductrix]
OG0001615	PCFQ01000009.1 g1717 [Chlorella sp. A99]	PSC70095.1 ATPase AAA [Micractinium conductrix]
OG0001616	PCFQ01000019.1 g1802 [Chlorella sp. A99]	PSC73399.1 ribulose bisphosphate carboxylase oxygenase chloroplastic [Micractinium conductrix]
OG0001617	PCFQ01000078.1 g2150 [Chlorella sp. A99]	PSC71011.1 Tbc2 translation chloroplastic isoform A [Micractinium conductrix], PSC71010.1 Tbc2 translation chloroplastic isoform B [Micractinium conductrix]
OG0001618	PCFQ01000037.1 g2362 [Chlorella sp. A99]	PSC73775.1 beta-hydroxyacyl-ACP dehydratase [Micractinium conductrix]
OG0001619	PCFQ01000004.1 g2701 [Chlorella sp. A99]	PSC73733.1 metacaspase-1 isoform X2 isoform A [Micractinium conductrix], PSC73732.1 metacaspase-1 isoform X2 isoform B [Micractinium conductrix]
OG0001620	PCFQ01000011.1 g2820 [Chlorella sp. A99]	PSC71659.1 kinase [Micractinium conductrix]
OG0001621	PCFQ01000015.1 g2939 [Chlorella sp. A99]	PSC67435.1 glutamine synthetase [Micractinium conductrix]
OG0001622	PCFQ01000006.1 g3242 [Chlorella sp. A99]	PSC74464.1 nuclear localization 4 [Micractinium conductrix]
OG0001623	PCFQ01000013.1 g3368 [Chlorella sp. A99]	PSC68676.1 NHL repeat-containing 2 [Micractinium conductrix]
OG0001664	PCFQ01000058.1 g239 [Chlorella sp. A99]	PSC76572.1 cobalamin biosynthesis isoform A [Micractinium conductrix], PSC76573.1 cobalamin biosynthesis isoform B [Micractinium conductrix]
OG0001665	PCFQ01000015.1 g3086 [Chlorella sp. A99]	PSC69104.1 40S ribosomal S26 [Micractinium conductrix]
OG0001666	PCFQ01000011.1 g2735 [Chlorella sp. A99]	PSC72061.1 transketolase [Micractinium conductrix]
OG0001667	PCFQ01000015.1 g3072 [Chlorella sp. A99]	PSC69159.1 seleno O [Micractinium conductrix]
OG0001668	PCFQ01000009.1 g1691 [Chlorella sp. A99]	PSC72240.1 Qc-SNARE SYP7-family [Micractinium conductrix]
OG0001670	PCFQ01000046.1 g1874 [Chlorella sp. A99]	PSC67716.1 glutamate-1-semialdehyde aminotransferase [Micractinium conductrix]
OG0001672	PCFQ01000015.1 g3089 [Chlorella sp. A99]	PSC68799.1 tRNA-specific 2-thiouridylase [Micractinium conductrix]
OG0001673	PCFQ01000037.1 g2503 [Chlorella sp. A99]	PSC69113.1 water chloroplastic [Micractinium conductrix]
OG0001674	PCFQ01000013.1 g3313 [Chlorella sp. A99]	PSC72251.1 brefeldin A-inhibited guanine nucleotide-exchange 2-like [Micractinium conductrix]
OG0001675	PCFQ01000011.1 g2830 [Chlorella sp. A99]	PSC69028.1 Flowering time control FY [Micractinium conductrix]
OG0001676	PCFQ01000082.1 g582 [Chlorella sp. A99]	PSC74648.1 transportin-1 isoform X1 [Micractinium conductrix]
OG0001677	PCFQ01000078.1 g2165 [Chlorella sp. A99]	PSC77045.1 Cyclic pyranopterin monophosphate mitochondrial [Micractinium conductrix]
OG0001678	PCFQ01000079.1 g1340 [Chlorella sp. A99]	PSC74317.1 putative WD repeat-containing -like [Micractinium conductrix]
OG0001679	PCFQ01000079.1 g1339 [Chlorella sp. A99]	PSC74310.1 mitochondrial glyco [Micractinium conductrix]
OG0001681	PCFQ01000014.1 g1899 [Chlorella sp. A99]	PSC73466.1 putative phosphoribosylformylglycinamidine chloroplastic mitochondrial [Micractinium conductrix]
OG0001682	PCFQ01000079.1 g1370 [Chlorella sp. A99], PCFQ01000008.1 g1145 [Chlorella sp. A99]	PSC74189.1 ATP-dependent zinc metalloprotease [Micractinium conductrix]
OG0001684	PCFQ01000082.1 g589 [Chlorella sp. A99]	PSC74431.1 Eukaryotic translation initiation factor 4G [Micractinium conductrix]
OG0001686	PCFQ01000079.1 g1275 [Chlorella sp. A99]	PSC73488.1 clathrin heavy chain [Micractinium conductrix]
OG0001687	PCFQ01000010.1 g385 [Chlorella sp. A99]	PSC67263.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 [Micractinium conductrix]
OG0001689	PCFQ01000015.1 g3030 [Chlorella sp. A99]	PSC76278.1 Proteasome subunit beta type-7-A [Micractinium conductrix]
OG0001692	PCFQ01000082.1 g579 [Chlorella sp. A99]	PSC74793.1 flagellar outer dynein arm-docking complex 1 [Micractinium conductrix]
OG0001694	PCFQ01000010.1 g374 [Chlorella sp. A99]	PSC67646.1 MAK16-like protein A [Micractinium conductrix]
OG0001698	PCFQ01000075.1 g1941 [Chlorella sp. A99]	PSC70606.1 putative transaldolase [Micractinium conductrix]
OG0001700	PCFQ01000009.1 g1727 [Chlorella sp. A99]	PSC72131.1 heat shock 70 kDa 4 [Micractinium conductrix]
OG0001701	PCFQ01000037.1 g2426 [Chlorella sp. A99]	PSC75246.1 putative sugar phosphate phosphate translocator [Micractinium conductrix]
OG0001702	PCFQ01000007.1 g1226 [Chlorella sp. A99]	PSC69538.1 biotin synthase [Micractinium conductrix]
OG0001703	PCFQ01000078.1 g1994 [Chlorella sp. A99]	PSC71269.1 DNA polymerase alpha subunit B [Micractinium conductrix]
OG0001704	PCFQ01000037.1 g2438 [Chlorella sp. A99]	PSC76664.1 transmembrane CLPTM1 family [Micractinium conductrix]
OG0001705	PCFQ01000018.1 g439 [Chlorella sp. A99]	PSC74260.1 aspartate-tRNA cytoplasmic [Micractinium conductrix]
OG0001706	PCFQ01000018.1 g452 [Chlorella sp. A99]	PSC68967.1 hypothetical protein C2E20_7463 [Micractinium conductrix]
OG0001709	PCFQ01000007.1 g1225 [Chlorella sp. A99]	PSC69533.1 Ankyrin repeat [Micractinium conductrix]
OG0001711	PCFQ01000081.1 g1623 [Chlorella sp. A99]	PSC70655.1 sulfate ABC periplasmic sulfate-binding [Micractinium conductrix]
OG0001712	PCFQ01000004.1 g2627 [Chlorella sp. A99]	PSC73669.1 60S ribosomal L13a-2-like [Micractinium conductrix]
OG0001713	PCFQ01000081.1 g1650 [Chlorella sp. A99]	PSC70717.1 putative lysine-tRNA cytoplasmic [Micractinium conductrix]
OG0001715	PCFQ01000020.1 g922 [Chlorella sp. A99]	PSC67794.1 bifunctional dihydrofolate reductase-thymidylate synthase_ partial [Micractinium conductrix]
OG0001716	PCFQ01000037.1 g2358 [Chlorella sp. A99]	PSC75624.1 hypothetical protein C2E20_1034 [Micractinium conductrix]
OG0001719	PCFQ01000005.1 g784 [Chlorella sp. A99]	PSC76724.1 T-complex 1 subunit zeta [Micractinium conductrix]
OG0001720	PCFQ01000005.1 g794 [Chlorella sp. A99]	PSC76429.1 WD40 repeat [Micractinium conductrix]
OG0001724	PCFQ01000026.1 g2295 [Chlorella sp. A99]	PSC71671.1 methyltransferase 5 [Micractinium conductrix]
OG0001727	PCFQ01000058.1 g144 [Chlorella sp. A99]	PSC67715.1 beta-adaptin C [Micractinium conductrix]
OG0001728	PCFQ01000004.1 g2618 [Chlorella sp. A99]	PSC75668.1 40S ribosomal S19-1 [Micractinium conductrix]
OG0001729	PCFQ01000081.1 g1652 [Chlorella sp. A99]	PSC75055.1 heat shock 40 kDa [Micractinium conductrix]
OG0001730	PCFQ01000006.1 g3214 [Chlorella sp. A99]	PSC74429.1 40S ribosomal S3-3 [Micractinium conductrix]
OG0001731	PCFQ01000081.1 g1605 [Chlorella sp. A99]	PSC71148.1 glutathione synthetase [Micractinium conductrix]
OG0001732	PCFQ01000009.1 g1709 [Chlorella sp. A99]	PSC68202.1 calcium-translocating P-type PMCA-type [Micractinium conductrix]
OG0001737	PCFQ01000007.1 g1232 [Chlorella sp. A99]	PSC69462.1 splicing factor U2af small subunit B-like isoform A [Micractinium conductrix]
OG0001739	PCFQ01000078.1 g2001 [Chlorella sp. A99]	PSC67014.1 RNA-binding 25 isoform X2_ partial [Micractinium conductrix], PSC69646.1 RNA-binding 25 isoform X1 [Micractinium conductrix]
OG0001740	PCFQ01000078.1 g1982 [Chlorella sp. A99]	PSC72781.1 FACT complex subunit SPT16-like [Micractinium conductrix]
OG0001742	PCFQ01000001.1 g1011 [Chlorella sp. A99], PCFQ01000026.1 g2291 [Chlorella sp. A99]	PSC75187.1 peptidyl-prolyl cis-trans isomerase FKBP62-like [Micractinium conductrix]
OG0001743	PCFQ01000001.1 g967 [Chlorella sp. A99]	PSC69343.1 26S protease regulatory subunit 8-like protein A [Micractinium conductrix]
OG0001744	PCFQ01000007.1 g1231 [Chlorella sp. A99]	PSC69446.1 microtubule-associated RP EB family member 1C [Micractinium conductrix]
OG0001747	PCFQ01000004.1 g2651 [Chlorella sp. A99]	PSC76563.1 aminodeoxychorismate chloroplastic isoform X1 [Micractinium conductrix]
OG0001748	PCFQ01000078.1 g2043 [Chlorella sp. A99]	PSC68351.1 sterol 14 desaturase [Micractinium conductrix]
OG0001750	PCFQ01000015.1 g2972 [Chlorella sp. A99]	PSC73102.1 tubulin-folding cofactor C [Micractinium conductrix]
OG0001751	PCFQ01000007.1 g1180 [Chlorella sp. A99]	PSC76154.1 transcriptional regulator ATRX-like protein [Micractinium conductrix]
OG0001753	PCFQ01000078.1 g2044 [Chlorella sp. A99]	PSC68327.1 dihydroxyacetone kinase [Micractinium conductrix]
OG0001754	PCFQ01000079.1 g1509 [Chlorella sp. A99]	PSC77053.1 Lysine histidine transporter 1 [Micractinium conductrix]
OG0001756	PCFQ01000013.1 g3271 [Chlorella sp. A99]	PSC68167.1 Elongation factor chloroplastic [Micractinium conductrix]
OG0001758	PCFQ01000081.1 g1598 [Chlorella sp. A99], PCFQ01000081.1 g1597 [Chlorella sp. A99]	PSC70792.1 methionine-tRNA mitochondrial [Micractinium conductrix]
OG0001759	PCFQ01000018.1 g406 [Chlorella sp. A99]	PSC68536.1 DNA repair RAD50 [Micractinium conductrix]
OG0001760	PCFQ01000006.1 g3206 [Chlorella sp. A99]	PSC75247.1 putative S-acyltransferase 14 [Micractinium conductrix]
OG0001761	PCFQ01000037.1 g2451 [Chlorella sp. A99]	PSC72205.1 ultraviolet-B receptor UVR8 [Micractinium conductrix]
OG0001762	PCFQ01000006.1 g3227 [Chlorella sp. A99]	PSC67505.1 serine threonine-phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform A [Micractinium conductrix], PSC67504.1 serine threonine-phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform B [Micractinium conductrix]
OG0001763	PCFQ01000013.1 g3316 [Chlorella sp. A99]	PSC75129.1 CLP1-like protein [Micractinium conductrix]
OG0001765	PCFQ01000079.1 g1398 [Chlorella sp. A99]	PSC77005.1 AMP-binding [Micractinium conductrix]
OG0001767	PCFQ01000075.1 g1935 [Chlorella sp. A99]	PSC75923.1 glycosyltransferase family 77 [Micractinium conductrix]
OG0001770	PCFQ01000007.1 g1196 [Chlorella sp. A99]	PSC69571.1 ATP synthase gamma-subunit [Micractinium conductrix]
OG0001777	PCFQ01000037.1 g2429 [Chlorella sp. A99]	PSC72183.1 Embryo defective 2410 isoform 2 [Micractinium conductrix]
OG0001778	PCFQ01000003.1 g1039 [Chlorella sp. A99]	PSC69256.1 IMP dehydrogenase [Micractinium conductrix]
OG0001779	PCFQ01000013.1 g3326 [Chlorella sp. A99]	PSC71962.1 signal recognition particle 54 kDa 2 [Micractinium conductrix]
OG0001780	PCFQ01000011.1 g2736 [Chlorella sp. A99]	PSC70559.1 putative inactive serine threonine-kinase scy1 [Micractinium conductrix]
OG0001781	PCFQ01000003.1 g1045 [Chlorella sp. A99]	PSC75642.1 Fanconi anemia group D2-like protein [Micractinium conductrix]
OG0001783	PCFQ01000078.1 g2030 [Chlorella sp. A99]	PSC69680.1 phosphoribosylaminoimidazole chloroplastic [Micractinium conductrix]
OG0001785	PCFQ01000081.1 g1572 [Chlorella sp. A99]	PSC71006.1 vacuolar sorting-associated 53 A [Micractinium conductrix]
OG0001786	PCFQ01000010.1 g291 [Chlorella sp. A99]	PSC67613.1 26S proteasome non-ATPase regulatory subunit 14-like protein [Micractinium conductrix]
OG0001787	PCFQ01000078.1 g2032 [Chlorella sp. A99]	PSC71499.1 chloroplast phenylalanine hydroxylase [Micractinium conductrix], PSC69676.1 chloroplast phenylalanine hydroxylase [Micractinium conductrix], PSC68388.1 chloroplast phenylalanine hydroxylase [Micractinium conductrix]
OG0001788	PCFQ01000011.1 g2779 [Chlorella sp. A99]	PSC75268.1 J domain-containing spf31 [Micractinium conductrix]
OG0001789	PCFQ01000081.1 g1565 [Chlorella sp. A99]	PSC71068.1 light-harvesting of photosystem I [Micractinium conductrix]
OG0001790	PCFQ01000081.1 g1571 [Chlorella sp. A99]	PSC71149.1 coatomer subunit gamma [Micractinium conductrix]
OG0001791	PCFQ01000011.1 g2901 [Chlorella sp. A99]	PSC75366.1 Cathepsin Z [Micractinium conductrix]
OG0001792	PCFQ01000011.1 g2752 [Chlorella sp. A99]	PSC70521.1 50S ribosomal L1 [Micractinium conductrix]
OG0001793	PCFQ01000010.1 g313 [Chlorella sp. A99]	PSC71855.1 hypothetical protein C2E20_4668 [Micractinium conductrix]
OG0001794	PCFQ01000081.1 g1575 [Chlorella sp. A99]	PSC71007.1 Eukaryotic translation initiation factor 3 subunit G [Micractinium conductrix]
OG0001795	PCFQ01000010.1 g309 [Chlorella sp. A99]	PSC71979.1 L-galactose dehydrogenase [Micractinium conductrix]
OG0001797	PCFQ01000058.1 g256 [Chlorella sp. A99], PCFQ01000075.1 g1909 [Chlorella sp. A99]	PSC70593.1 phosphoenolpyruvate carboxylase [Micractinium conductrix]
OG0001800	PCFQ01000058.1 g140 [Chlorella sp. A99]	PSC76302.1 Replication factor C subunit 1 [Micractinium conductrix]
OG0001801	PCFQ01000009.1 g1683 [Chlorella sp. A99]	PSC72118.1 tobamovirus multiplication 1-like [Micractinium conductrix]
OG0001805	PCFQ01000009.1 g1676 [Chlorella sp. A99]	PSC72220.1 bifunctional riboflavin biosynthesis RIBA chloroplastic [Micractinium conductrix]
OG0001806	PCFQ01000075.1 g1921 [Chlorella sp. A99]	PSC70568.1 ATP-binding cassette superfamily [Micractinium conductrix]
OG0001807	PCFQ01000079.1 g1244 [Chlorella sp. A99]	PSC73312.1 granule-bound starch [Micractinium conductrix]
OG0001809	PCFQ01000015.1 g2936 [Chlorella sp. A99]	PSC74302.1 putative glutamyl chloroplastic [Micractinium conductrix]
OG0001811	PCFQ01000004.1 g2591 [Chlorella sp. A99]	PSC73744.1 Oligoxyloglucan reducing end-specific cellobiohydrolase [Micractinium conductrix]
OG0001812	PCFQ01000009.1 g1674 [Chlorella sp. A99]	PSC72264.1 coatomer subunit beta-1-like [Micractinium conductrix]
