Orthogroup	Chlorella_A99	Chlorella_Sorokiniana1602
OG0002015	PCFQ01000037.1 g2385 [Chlorella sp. A99]	PRW58951.1 delta-1-pyrroline-5-carboxylate synthase B-like isoform X1 [Chlorella sorokiniana]
OG0002016	PCFQ01000018.1 g456 [Chlorella sp. A99]	PRW60517.1 ATP-dependent Clp protease ATP-binding subunit isoform B [Chlorella sorokiniana], PRW60516.1 ATP-dependent Clp protease ATP-binding subunit isoform A [Chlorella sorokiniana]
OG0002017	PCFQ01000077.1 g1784 [Chlorella sp. A99]	PRW56770.1 valine--tRNA ligase isoform B [Chlorella sorokiniana], PRW56769.1 valine--tRNA ligase isoform A [Chlorella sorokiniana]
OG0002018	PCFQ01000078.1 g2015 [Chlorella sp. A99]	PRW60005.1 peroxisomal acyl-coenzyme A oxidase 1 isoform X1 [Chlorella sorokiniana]
OG0002019	PCFQ01000008.1 g1109 [Chlorella sp. A99]	PRW56633.1 ATPase associated with various cellular activities AAA_5 isoform A [Chlorella sorokiniana]
OG0002020	PCFQ01000077.1 g1772 [Chlorella sp. A99]	PRW56668.1 domain-containing [Chlorella sorokiniana]
OG0002021	PCFQ01000009.1 g1684 [Chlorella sp. A99]	PRW57417.1 Ribosome biogenesis ATPase RIX7 [Chlorella sorokiniana]
OG0002022	PCFQ01000020.1 g934 [Chlorella sp. A99]	PRW44399.1 Nuclease C1 [Chlorella sorokiniana], PRW44298.1 Cyclin-H1-1 [Chlorella sorokiniana]
OG0002023	PCFQ01000058.1 g277 [Chlorella sp. A99]	PRW20750.1 40S ribosomal S5 [Chlorella sorokiniana]
OG0002024	PCFQ01000077.1 g1775 [Chlorella sp. A99]	PRW56851.1 MATH domain-containing protein [Chlorella sorokiniana]
OG0002026	PCFQ01000077.1 g1769 [Chlorella sp. A99]	PRW56706.1 septin and tuftelin-interacting 1-like protein 1 [Chlorella sorokiniana]
OG0002027	PCFQ01000046.1 g1861 [Chlorella sp. A99]	PRW20623.1 adenine phosphoribosyltransferase chloroplastic-like [Chlorella sorokiniana]
OG0002028	PCFQ01000001.1 g993 [Chlorella sp. A99]	PRW33713.1 26S proteasome regulatory subunit [Chlorella sorokiniana]
OG0002029	PCFQ01000078.1 g2188 [Chlorella sp. A99]	PRW59601.1 actin [Chlorella sorokiniana]
OG0002031	PCFQ01000037.1 g2510 [Chlorella sp. A99], PCFQ01000015.1 g2938 [Chlorella sp. A99]	PRW33792.1 centromere-associated E isoform X2 [Chlorella sorokiniana]
OG0002032	PCFQ01000079.1 g1476 [Chlorella sp. A99]	PRW32964.1 Dynamin ARC5 [Chlorella sorokiniana]
OG0002033	PCFQ01000005.1 g840 [Chlorella sp. A99]	PRW50902.1 Signal recognition particle 54 kDa chloroplastic isoform A [Chlorella sorokiniana], PRW50901.1 Signal recognition particle 54 kDa chloroplastic isoform B [Chlorella sorokiniana]
OG0002035	PCFQ01000058.1 g187 [Chlorella sp. A99]	PRW58281.1 DNA topoisomerase 2 [Chlorella sorokiniana]
OG0002037	PCFQ01000005.1 g860 [Chlorella sp. A99]	PRW05916.1 superkiller viralicidic activity 2-like 2 isoform A [Chlorella sorokiniana], PRW05917.1 superkiller viralicidic activity 2-like 2 isoform B [Chlorella sorokiniana]
OG0002039	PCFQ01000004.1 g2713 [Chlorella sp. A99]	PRW58958.1 MFS family transporter_ sugar [Chlorella sorokiniana]
OG0002040	PCFQ01000075.1 g1907 [Chlorella sp. A99]	PRW61595.1 dihydroxy-acid dehydratase [Chlorella sorokiniana]
OG0002041	PCFQ01000079.1 g1439 [Chlorella sp. A99]	PRW32942.1 nucleoside diphosphate sugar epimerase [Chlorella sorokiniana]
OG0002042	PCFQ01000005.1 g831 [Chlorella sp. A99]	PRW56005.1 delta_8_-fatty-acid desaturase 2-like [Chlorella sorokiniana]
OG0002043	PCFQ01000079.1 g1428 [Chlorella sp. A99]	PRW32881.1 DNA polymerase epsilon subunit 2 [Chlorella sorokiniana]
OG0002046	PCFQ01000082.1 g560 [Chlorella sp. A99]	PRW33794.1 40S ribosomal SA-like [Chlorella sorokiniana]
OG0002048	PCFQ01000006.1 g3153 [Chlorella sp. A99]	PRW18376.1 aconitate hydratase [Chlorella sorokiniana]
OG0002050	PCFQ01000007.1 g1191 [Chlorella sp. A99]	PRW20793.1 THO complex subunit 2 isoform X2 [Chlorella sorokiniana]
OG0002051	PCFQ01000007.1 g1235 [Chlorella sp. A99]	PRW20780.1 Nucleolar 56 [Chlorella sorokiniana]
OG0002052	PCFQ01000082.1 g494 [Chlorella sp. A99]	PRW57968.1 sorbosone dehydrogenase [Chlorella sorokiniana]
OG0002053	PCFQ01000079.1 g1464 [Chlorella sp. A99]	PRW20288.1 Pre-rRNA-processing esf-2 [Chlorella sorokiniana]
OG0002056	PCFQ01000010.1 g351 [Chlorella sp. A99]	PRW56295.1 hypothetical protein C2E21_4871 [Chlorella sorokiniana], PRW39096.1 ras-related RHN1-like [Chlorella sorokiniana]
OG0002058	PCFQ01000010.1 g301 [Chlorella sp. A99]	PRW39211.1 serine arginine-rich splicing factor RS40-like isoform X1 isoform A [Chlorella sorokiniana], PRW39210.1 serine arginine-rich splicing factor RS40-like isoform X1 isoform B [Chlorella sorokiniana]
OG0002059	PCFQ01000010.1 g317 [Chlorella sp. A99]	PRW39238.1 TIC 20- chloroplastic [Chlorella sorokiniana]
OG0002063	PCFQ01000010.1 g330 [Chlorella sp. A99]	PRW39174.1 geranylgeranyl diphosphate synthase [Chlorella sorokiniana]
OG0002064	PCFQ01000010.1 g335 [Chlorella sp. A99]	PRW39297.1 ubiquitin-conjugating enzyme E2 28-like [Chlorella sorokiniana]
OG0002066	PCFQ01000010.1 g318 [Chlorella sp. A99]	PRW39176.1 Structural maintenance of chromosomes 5 [Chlorella sorokiniana]
OG0002068	PCFQ01000058.1 g193 [Chlorella sp. A99]	PRW58080.1 Peroxiredoxin- chloroplastic [Chlorella sorokiniana]
OG0002069	PCFQ01000037.1 g2427 [Chlorella sp. A99]	PRW58849.1 cytochrome P450 [Chlorella sorokiniana]
OG0002072	PCFQ01000011.1 g2747 [Chlorella sp. A99]	PRW60963.1 porphobilinogen deaminase [Chlorella sorokiniana]
OG0002074	PCFQ01000058.1 g89 [Chlorella sp. A99]	PRW58481.1 putative ribosome biogenesis RLP24 [Chlorella sorokiniana]
OG0002075	PCFQ01000058.1 g129 [Chlorella sp. A99]	PRW58088.1 myo-inositol-1-phosphate synthase [Chlorella sorokiniana]
OG0002076	PCFQ01000058.1 g104 [Chlorella sp. A99]	PRW58405.1 EH domain-containing 1 [Chlorella sorokiniana]
OG0002079	PCFQ01000058.1 g130 [Chlorella sp. A99]	PRW58713.1 cell wall integrity scw1 [Chlorella sorokiniana]
OG0002080	PCFQ01000058.1 g176 [Chlorella sp. A99]	PRW58128.1 aspartate aminotransferase [Chlorella sorokiniana]
OG0002081	PCFQ01000082.1 g539 [Chlorella sp. A99]	PRW57597.1 Diphthamide biosynthesis 1 [Chlorella sorokiniana]
OG0002082	PCFQ01000037.1 g2443 [Chlorella sp. A99]	PRW57180.1 Proteasome subunit alpha type-7 [Chlorella sorokiniana]
OG0002083	PCFQ01000011.1 g2760 [Chlorella sp. A99]	PRW57110.1 nascent polypeptide-associated complex subunit alpha 1 [Chlorella sorokiniana]
OG0002084	PCFQ01000037.1 g2388 [Chlorella sp. A99]	PRW59225.1 tRNA-2-methylthio-N_6_-dimethylallyladenosin e synthase [Chlorella sorokiniana]
OG0002088	PCFQ01000004.1 g2626 [Chlorella sp. A99]	PRW59332.1 Crooked neck 1 [Chlorella sorokiniana]
OG0002089	PCFQ01000021.1 g2310 [Chlorella sp. A99], PCFQ01000077.1 g1738 [Chlorella sp. A99]	PRW56443.1 glutamine--tRNA ligase [Chlorella sorokiniana]
OG0002090	PCFQ01000004.1 g2623 [Chlorella sp. A99]	PRW59304.1 20S proteasome alpha subunit G [Chlorella sorokiniana]
OG0002092	PCFQ01000006.1 g3116 [Chlorella sp. A99]	PRW56316.1 adoMet-dependent rRNA methyltransferase spb1 [Chlorella sorokiniana]
OG0002093	PCFQ01000082.1 g491 [Chlorella sp. A99]	PRW57846.1 glycerol-3-phosphate transporter 4 [Chlorella sorokiniana]
OG0002095	PCFQ01000037.1 g2528 [Chlorella sp. A99]	PRW61433.1 Proteasome subunit alpha type-5 [Chlorella sorokiniana]
OG0002097	PCFQ01000002.1 g708 [Chlorella sp. A99]	PRW20536.1 3-Isopropylmalate dehydrogenase isoform A [Chlorella sorokiniana], PRW20535.1 3-Isopropylmalate dehydrogenase isoform B [Chlorella sorokiniana]
OG0002098	PCFQ01000078.1 g2089 [Chlorella sp. A99]	PRW59573.1 transport Sec24-like protein [Chlorella sorokiniana]
OG0002099	PCFQ01000006.1 g3212 [Chlorella sp. A99]	PRW60977.1 threonyl-tRNA synthetase [Chlorella sorokiniana]
OG0002102	PCFQ01000010.1 g365 [Chlorella sp. A99]	PRW39138.1 Rer1 family isoform 2 [Chlorella sorokiniana]
OG0002103	PCFQ01000002.1 g700 [Chlorella sp. A99]	PRW20454.1 acyl- dehydrogenase family member 10 [Chlorella sorokiniana]
OG0002104	PCFQ01000002.1 g713 [Chlorella sp. A99]	PRW56885.1 UPF0187 chloroplastic [Chlorella sorokiniana], PRW20455.1 mitogen-activated kinase [Chlorella sorokiniana]
OG0002105	PCFQ01000037.1 g2536 [Chlorella sp. A99]	PRW44393.1 60S ribosomal L11 [Chlorella sorokiniana]
OG0002106	PCFQ01000010.1 g364 [Chlorella sp. A99]	PRW39128.1 ADP_ATP carrier [Chlorella sorokiniana]
OG0002107	PCFQ01000001.1 g950 [Chlorella sp. A99]	PRW45735.1 exocyst complex component Sec6 [Chlorella sorokiniana]
OG0002109	PCFQ01000015.1 g3028 [Chlorella sp. A99]	PRW57990.1 2-oxoglutarate mitochondrial-like isoform B [Chlorella sorokiniana], PRW57991.1 2-oxoglutarate mitochondrial-like isoform A [Chlorella sorokiniana]
OG0002110	PCFQ01000015.1 g3001 [Chlorella sp. A99]	PRW57767.1 DNA repair helicase XPB1 [Chlorella sorokiniana]
OG0002112	PCFQ01000008.1 g1096 [Chlorella sp. A99]	PRW05844.1 60S ribosomal L27-3-like [Chlorella sorokiniana]
OG0002115	PCFQ01000078.1 g2122 [Chlorella sp. A99]	PRW59905.1 Histidine decarboxylase [Chlorella sorokiniana]
OG0002116	PCFQ01000008.1 g1123 [Chlorella sp. A99]	PRW56606.1 DEAD-box ATP-dependent RNA helicase 20 [Chlorella sorokiniana]
OG0002118	PCFQ01000078.1 g2154 [Chlorella sp. A99]	PRW59990.1 small conductance mechanosensitive ion channel family [Chlorella sorokiniana]
OG0002121	PCFQ01000008.1 g1155 [Chlorella sp. A99]	PRW56404.1 Glutamate 5-kinase [Chlorella sorokiniana]
OG0002122	PCFQ01000078.1 g2137 [Chlorella sp. A99]	PRW59546.1 ER lumen -retaining receptor [Chlorella sorokiniana]
OG0002123	PCFQ01000078.1 g2119 [Chlorella sp. A99]	PRW59468.1 hydroxyacylglutathione hydrolase [Chlorella sorokiniana]
OG0002124	PCFQ01000008.1 g1164 [Chlorella sp. A99]	PRW56652.1 GTP-binding Obg [Chlorella sorokiniana]
OG0002125	PCFQ01000008.1 g1154 [Chlorella sp. A99]	PRW56744.1 Prefoldin subunit 3 [Chlorella sorokiniana]
OG0002126	PCFQ01000037.1 g2475 [Chlorella sp. A99]	PRW44459.1 prolyl-tRNA synthetase associated domain-containing 1 [Chlorella sorokiniana]
OG0002127	PCFQ01000081.1 g1629 [Chlorella sp. A99]	PRW57395.1 V-type proton ATPase subunit C [Chlorella sorokiniana]
OG0002128	PCFQ01000018.1 g454 [Chlorella sp. A99]	PRW60344.1 DEAD-box ATP-dependent RNA helicase 21 [Chlorella sorokiniana]
OG0002129	PCFQ01000079.1 g1404 [Chlorella sp. A99]	PRW21025.1 membrane isoform B [Chlorella sorokiniana], PRW21024.1 membrane isoform A [Chlorella sorokiniana], PRW21051.1 hypothetical protein C2E21_8428 [Chlorella sorokiniana]
OG0002130	PCFQ01000018.1 g394 [Chlorella sp. A99]	PRW60655.1 lon protease-like protein mitochondrial-like isoform B [Chlorella sorokiniana], PRW60654.1 lon protease-like protein mitochondrial-like isoform A [Chlorella sorokiniana]
OG0002131	PCFQ01000018.1 g396 [Chlorella sp. A99]	PRW60672.1 splicing factor 3B subunit 6 [Chlorella sorokiniana]
OG0002133	PCFQ01000010.1 g370 [Chlorella sp. A99]	PRW39306.1 zinc carboxypeptidase [Chlorella sorokiniana]
OG0002135	PCFQ01000018.1 g399 [Chlorella sp. A99]	PRW60867.1 hypothetical protein C2E21_1253 [Chlorella sorokiniana]
OG0002137	PCFQ01000081.1 g1603 [Chlorella sp. A99]	PRW57252.1 DNA RNA-binding KIN17 [Chlorella sorokiniana]
OG0002138	PCFQ01000006.1 g3108 [Chlorella sp. A99]	PRW56329.1 Calcineurin subunit B [Chlorella sorokiniana]
OG0002139	PCFQ01000011.1 g2785 [Chlorella sp. A99]	PRW56513.1 60S ribosomal L10a-1 [Chlorella sorokiniana]
OG0002141	PCFQ01000015.1 g2948 [Chlorella sp. A99]	PRW57743.1 60S ribosomal L6 [Chlorella sorokiniana]
OG0002144	PCFQ01000018.1 g466 [Chlorella sp. A99]	PRW60507.1 Metal tolerance C4 [Chlorella sorokiniana]
OG0002146	PCFQ01000078.1 g2088 [Chlorella sp. A99]	PRW59487.1 NAD_P_-dependent oxidoreductase [Chlorella sorokiniana]
OG0002147	PCFQ01000006.1 g3138 [Chlorella sp. A99]	PRW55977.1 50S ribosomal L13 [Chlorella sorokiniana]
OG0002148	PCFQ01000011.1 g2786 [Chlorella sp. A99]	PRW56656.1 ribosomal RNA methyltransferase NOP2 [Chlorella sorokiniana]
OG0002149	PCFQ01000037.1 g2405 [Chlorella sp. A99]	PRW59003.1 thymidylate kinase-like isoform X2 [Chlorella sorokiniana]
OG0002152	PCFQ01000006.1 g3126 [Chlorella sp. A99], PCFQ01000006.1 g3127 [Chlorella sp. A99]	PRW56039.1 hypothetical protein C2E21_4973 [Chlorella sorokiniana]
OG0002153	PCFQ01000004.1 g2656 [Chlorella sp. A99]	PRW58749.1 vacuolar sorting-associated 2-like protein 1-like [Chlorella sorokiniana]
OG0002155	PCFQ01000006.1 g3136 [Chlorella sp. A99]	PRW56221.1 Cell differentiation RCD1 [Chlorella sorokiniana]
OG0002156	PCFQ01000018.1 g460 [Chlorella sp. A99]	PRW60438.1 30S ribosomal S1 isoform B [Chlorella sorokiniana], PRW60439.1 30S ribosomal S1 isoform A [Chlorella sorokiniana]
OG0002157	PCFQ01000018.1 g461 [Chlorella sp. A99]	PRW60236.1 serine--glyoxylate aminotransferase isoform A [Chlorella sorokiniana], PRW60237.1 serine--glyoxylate aminotransferase isoform B [Chlorella sorokiniana]
OG0002158	PCFQ01000006.1 g3125 [Chlorella sp. A99]	PRW56239.1 STABILIZED1 [Chlorella sorokiniana]
OG0002159	PCFQ01000078.1 g2049 [Chlorella sp. A99]	PRW59562.1 Phosphatidylinositol 3- root isoform [Chlorella sorokiniana]
OG0002160	PCFQ01000002.1 g690 [Chlorella sp. A99]	PRW32892.1 Eukaryotic translation initiation factor 2 subunit beta [Chlorella sorokiniana]
OG0002161	PCFQ01000012.1 g1826 [Chlorella sp. A99]	PRW33628.1 anthranilate synthase alpha subunit chloroplastic-like [Chlorella sorokiniana]
OG0002162	PCFQ01000082.1 g596 [Chlorella sp. A99]	PRW20400.1 60S ribosomal L5 [Chlorella sorokiniana]
OG0002163	PCFQ01000078.1 g2068 [Chlorella sp. A99]	PRW59862.1 conserved oligomeric Golgi complex subunit 8-like [Chlorella sorokiniana]
OG0002164	PCFQ01000004.1 g2657 [Chlorella sp. A99]	PRW58885.1 small subunit processome component 20-like protein [Chlorella sorokiniana]
OG0002165	PCFQ01000015.1 g2949 [Chlorella sp. A99]	PRW57799.1 4-alpha-glucanotransferase chloroplastic amyloplastic [Chlorella sorokiniana]
OG0002166	PCFQ01000078.1 g2083 [Chlorella sp. A99]	PRW59665.1 WD repeat-containing 3 [Chlorella sorokiniana]
OG0002169	PCFQ01000037.1 g2386 [Chlorella sp. A99]	PRW59149.1 eukaryotic translation initiation factor 3 subunit A-like [Chlorella sorokiniana]
OG0002171	PCFQ01000082.1 g572 [Chlorella sp. A99]	PRW33984.1 carbamoyl-phosphate synthase large chloroplastic [Chlorella sorokiniana]
OG0002172	PCFQ01000079.1 g1285 [Chlorella sp. A99]	PRW44541.1 60S ribosomal L32-1 [Chlorella sorokiniana]
OG0002173	PCFQ01000079.1 g1291 [Chlorella sp. A99]	PRW44343.1 vacuolar sorting-associated 4-like [Chlorella sorokiniana]
OG0002174	PCFQ01000079.1 g1517 [Chlorella sp. A99]	PRW34021.1 ser thr phosphatase [Chlorella sorokiniana]
OG0002175	PCFQ01000082.1 g573 [Chlorella sp. A99]	PRW33773.1 Diphthine synthase [Chlorella sorokiniana]
OG0002177	PCFQ01000079.1 g1287 [Chlorella sp. A99]	PRW44609.1 importin subunit beta-1-like [Chlorella sorokiniana]
OG0002178	PCFQ01000011.1 g2738 [Chlorella sp. A99]	PRW56984.1 Beta-amylase chloroplastic isoform A [Chlorella sorokiniana], PRW56985.1 Beta-amylase chloroplastic isoform B [Chlorella sorokiniana]
OG0002180	PCFQ01000079.1 g1518 [Chlorella sp. A99]	PRW33865.1 Trafficking particle complex subunit 5 [Chlorella sorokiniana]
OG0002181	PCFQ01000037.1 g2540 [Chlorella sp. A99]	PRW44402.1 putative transcriptional regulatory protein [Chlorella sorokiniana]
OG0002182	PCFQ01000006.1 g3150 [Chlorella sp. A99]	PRW55886.1 Golgi apparatus membrane ECHIDNA [Chlorella sorokiniana]
OG0002183	PCFQ01000014.1 g1887 [Chlorella sp. A99]	PRW45501.1 assembly factor 1 for F1 component of mitochondrial ATP synthase [Chlorella sorokiniana]
OG0002184	PCFQ01000006.1 g3129 [Chlorella sp. A99]	PRW56234.1 ATP-dependent zinc metalloprotease FTSH mitochondrial-like [Chlorella sorokiniana]
OG0002185	PCFQ01000003.1 g1033 [Chlorella sp. A99]	PRW45732.1 50S ribosomal L4 [Chlorella sorokiniana]
OG0002186	PCFQ01000058.1 g184 [Chlorella sp. A99]	PRW58626.1 epimerase family SDR39U1 chloroplastic isoform X1 isoform B [Chlorella sorokiniana], PRW58625.1 epimerase family SDR39U1 chloroplastic isoform X1 isoform A [Chlorella sorokiniana]
OG0002188	PCFQ01000078.1 g2039 [Chlorella sp. A99]	PRW59708.1 tobamovirus multiplication 2A-like [Chlorella sorokiniana]
OG0002189	PCFQ01000082.1 g546 [Chlorella sp. A99]	PRW57837.1 tctex1 domain-containing 2 [Chlorella sorokiniana]
OG0002190	PCFQ01000058.1 g182 [Chlorella sp. A99]	PRW58154.1 Adaptin ear-binding coat-associated 2 [Chlorella sorokiniana]
OG0002191	PCFQ01000058.1 g186 [Chlorella sp. A99]	PRW58454.1 tRNA _guanine_26_-N_2__-dimethyltransferase 2 [Chlorella sorokiniana]
OG0002192	PCFQ01000015.1 g2961 [Chlorella sp. A99]	PRW33852.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic isoform B [Chlorella sorokiniana], PRW33851.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic isoform A [Chlorella sorokiniana]
OG0002194	PCFQ01000081.1 g1537 [Chlorella sp. A99]	PRW56915.1 tubulin folding cofactor B [Chlorella sorokiniana]
OG0002195	PCFQ01000004.1 g2577 [Chlorella sp. A99]	PRW59308.1 succinyl- -ligase alpha subunit [Chlorella sorokiniana]
OG0002197	PCFQ01000037.1 g2482 [Chlorella sp. A99]	PRW44302.1 adrenodoxin reductase [Chlorella sorokiniana]
OG0002198	PCFQ01000078.1 g2099 [Chlorella sp. A99]	PRW59477.1 Photosystem I reaction center subunit chloroplastic [Chlorella sorokiniana]
OG0002201	PCFQ01000002.1 g683 [Chlorella sp. A99]	PRW20303.1 DDB1- and CUL4-associated factor 13 [Chlorella sorokiniana]
OG0002202	PCFQ01000006.1 g3204 [Chlorella sp. A99]	PRW51124.1 vacuolar sorting-associated 26A-like isoform B [Chlorella sorokiniana], PRW51123.1 vacuolar sorting-associated 26A-like isoform A [Chlorella sorokiniana]
OG0002204	PCFQ01000077.1 g1754 [Chlorella sp. A99]	PRW56680.1 serine threonine- kinase SRK2E [Chlorella sorokiniana]
OG0002205	PCFQ01000037.1 g2485 [Chlorella sp. A99]	PRW61491.1 CCR4-associated factor [Chlorella sorokiniana]
OG0002206	PCFQ01000012.1 g1836 [Chlorella sp. A99]	PRW33646.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic [Chlorella sorokiniana]
OG0002211	PCFQ01000078.1 g2105 [Chlorella sp. A99]	PRW59591.1 SNW SKI-interacting -like [Chlorella sorokiniana]
OG0002212	PCFQ01000008.1 g1108 [Chlorella sp. A99]	PRW61385.1 lipoate- ligase A isoform X1 [Chlorella sorokiniana]
OG0002213	PCFQ01000011.1 g2927 [Chlorella sp. A99]	PRW58376.1 F-box SKIP8 [Chlorella sorokiniana]
OG0002215	PCFQ01000077.1 g1733 [Chlorella sp. A99]	PRW56597.1 40S ribosomal S17 isoform A [Chlorella sorokiniana], PRW56596.1 40S ribosomal S17 isoform B [Chlorella sorokiniana]
OG0002216	PCFQ01000002.1 g654 [Chlorella sp. A99]	PRW32977.1 Eukaryotic translation initiation factor 2D [Chlorella sorokiniana]
OG0002217	PCFQ01000003.1 g1080 [Chlorella sp. A99]	PRW33555.1 Lysosomal alpha-mannosidase [Chlorella sorokiniana]
OG0002219	PCFQ01000073.1 g1976 [Chlorella sp. A99]	PRW45510.1 LL-diaminopimelate chloroplastic [Chlorella sorokiniana]
OG0002220	PCFQ01000002.1 g649 [Chlorella sp. A99]	PRW32869.1 putative phosphatase 2C 33 [Chlorella sorokiniana]
OG0002221	PCFQ01000002.1 g653 [Chlorella sp. A99]	PRW32974.1 SEC12 2 [Chlorella sorokiniana]
OG0002223	PCFQ01000020.1 g945 [Chlorella sp. A99]	PRW61524.1 HSP20-like chaperone [Chlorella sorokiniana]
OG0002224	PCFQ01000058.1 g86 [Chlorella sp. A99]	PRW58575.1 adenylate kinase [Chlorella sorokiniana]
OG0002227	PCFQ01000058.1 g21 [Chlorella sp. A99]	PRW58650.1 Amidophosphoribosyltransferase [Chlorella sorokiniana]
OG0002228	PCFQ01000058.1 g20 [Chlorella sp. A99]	PRW58087.1 rRNA-processing FCF1-like protein [Chlorella sorokiniana]
OG0002230	PCFQ01000058.1 g43 [Chlorella sp. A99]	PRW58678.1 Tetratricopeptide repeat 28 [Chlorella sorokiniana]
OG0002232	PCFQ01000008.1 g1170 [Chlorella sp. A99]	PRW44465.1 lariat debranching enzyme [Chlorella sorokiniana]
OG0002233	PCFQ01000020.1 g908 [Chlorella sp. A99]	PRW45148.1 UDP-sugar pyrophosphorylase 1 [Chlorella sorokiniana]
OG0002235	PCFQ01000020.1 g912 [Chlorella sp. A99]	PRW44924.1 U3 small nucleolar ribonucleo IMP4 [Chlorella sorokiniana]
OG0002236	PCFQ01000015.1 g3042 [Chlorella sp. A99]	PRW58032.1 cysteine synthase [Chlorella sorokiniana]
OG0002237	PCFQ01000020.1 g882 [Chlorella sp. A99]	PRW45257.1 putative histone-arginine methyltransferase [Chlorella sorokiniana]
OG0002238	PCFQ01000013.1 g3302 [Chlorella sp. A99]	PRW60726.1 26S proteasome non-ATPase regulatory subunit 6-like protein [Chlorella sorokiniana]
OG0002239	PCFQ01000020.1 g896 [Chlorella sp. A99]	PRW45024.1 dynamin-related GTPase isoform B [Chlorella sorokiniana], PRW45025.1 dynamin-related GTPase isoform A [Chlorella sorokiniana]
OG0002241	PCFQ01000073.1 g1978 [Chlorella sp. A99]	PRW45484.1 40S ribosomal S14-2 [Chlorella sorokiniana]
OG0002243	PCFQ01000079.1 g1533 [Chlorella sp. A99]	PRW34103.1 CTP synthase [Chlorella sorokiniana]
OG0002245	PCFQ01000020.1 g888 [Chlorella sp. A99]	PRW44991.1 elongation factor 2 [Chlorella sorokiniana]
OG0002246	PCFQ01000015.1 g3068 [Chlorella sp. A99], PCFQ01000018.1 g413 [Chlorella sp. A99]	PRW33755.1 RNA binding [Chlorella sorokiniana]
OG0002248	PCFQ01000079.1 g1535 [Chlorella sp. A99]	PRW33861.1 ubiquitin carboxyl-terminal hydrolase 4 [Chlorella sorokiniana]
OG0002249	PCFQ01000082.1 g611 [Chlorella sp. A99]	PRW45449.1 phosphatase 2C 71 [Chlorella sorokiniana]
OG0002251	PCFQ01000010.1 g302 [Chlorella sp. A99]	PRW39149.1 dnaJ-like protein subfamily C GRV2 [Chlorella sorokiniana]
OG0002254	PCFQ01000058.1 g218 [Chlorella sp. A99]	PRW20919.1 short chain dehydrogenase reductase family [Chlorella sorokiniana]
OG0002256	PCFQ01000010.1 g371 [Chlorella sp. A99]	PRW39382.1 DUF887-domain-containing [Chlorella sorokiniana]
OG0002257	PCFQ01000018.1 g417 [Chlorella sp. A99]	PRW60321.1 18S rRNA biogenesis RCL1 [Chlorella sorokiniana]
OG0002258	PCFQ01000081.1 g1663 [Chlorella sp. A99]	PRW33116.1 lipase [Chlorella sorokiniana], PRW56021.1 lipase domain-containing [Chlorella sorokiniana]
OG0002259	PCFQ01000082.1 g608 [Chlorella sp. A99]	PRW44521.1 hypothetical protein C2E21_6535 [Chlorella sorokiniana]
OG0002260	PCFQ01000002.1 g634 [Chlorella sp. A99]	PRW51053.1 hypothetical protein C2E21_5579 [Chlorella sorokiniana], PRW51061.1 aldo keto reductase [Chlorella sorokiniana]
