Orthogroup	Chlorella_A99	Chlorella_VariabilisNC64A
OG0001572	PCFQ01000006.1 g3111 [Chlorella sp. A99]	XP_005842601.1 hypothetical protein CHLNCDRAFT_142643_ partial [Chlorella variabilis], XP_005850893.1 hypothetical protein CHLNCDRAFT_56893 [Chlorella variabilis]
OG0001574	PCFQ01000011.1 g2769 [Chlorella sp. A99]	XP_005845094.1 hypothetical protein CHLNCDRAFT_137427 [Chlorella variabilis]
OG0001575	PCFQ01000004.1 g2636 [Chlorella sp. A99]	XP_005849584.1 hypothetical protein CHLNCDRAFT_21056 [Chlorella variabilis]
OG0001576	PCFQ01000018.1 g482 [Chlorella sp. A99]	XP_005844329.1 hypothetical protein CHLNCDRAFT_59763 [Chlorella variabilis]
OG0001578	PCFQ01000058.1 g76 [Chlorella sp. A99]	XP_005851454.1 hypothetical protein CHLNCDRAFT_137800 [Chlorella variabilis]
OG0001579	PCFQ01000013.1 g3330 [Chlorella sp. A99]	XP_005852049.1 hypothetical protein CHLNCDRAFT_29164 [Chlorella variabilis]
OG0001581	PCFQ01000058.1 g264 [Chlorella sp. A99]	XP_005843562.1 hypothetical protein CHLNCDRAFT_56390 [Chlorella variabilis]
OG0001582	PCFQ01000058.1 g78 [Chlorella sp. A99]	XP_005851455.1 hypothetical protein CHLNCDRAFT_19166 [Chlorella variabilis]
OG0001583	PCFQ01000077.1 g1770 [Chlorella sp. A99], PCFQ01000022.1 g2330 [Chlorella sp. A99]	XP_005850088.1 hypothetical protein CHLNCDRAFT_16305_ partial [Chlorella variabilis], XP_005842622.1 hypothetical protein CHLNCDRAFT_29050_ partial [Chlorella variabilis]
OG0001585	PCFQ01000002.1 g645 [Chlorella sp. A99]	XP_005844458.1 hypothetical protein CHLNCDRAFT_138766 [Chlorella variabilis]
OG0001586	PCFQ01000011.1 g2809 [Chlorella sp. A99]	XP_005843557.1 hypothetical protein CHLNCDRAFT_49225 [Chlorella variabilis]
OG0001591	PCFQ01000013.1 g3309 [Chlorella sp. A99]	XP_005851994.1 hypothetical protein CHLNCDRAFT_132908 [Chlorella variabilis], XP_005851715.1 hypothetical protein CHLNCDRAFT_133042 [Chlorella variabilis]
OG0001592	PCFQ01000058.1 g44 [Chlorella sp. A99]	XP_005851118.1 hypothetical protein CHLNCDRAFT_137692 [Chlorella variabilis]
OG0001593	PCFQ01000020.1 g889 [Chlorella sp. A99]	XP_005848324.1 hypothetical protein CHLNCDRAFT_145004 [Chlorella variabilis]
OG0001595	PCFQ01000023.1 g2238 [Chlorella sp. A99]	XP_005843472.1 hypothetical protein CHLNCDRAFT_28127_ partial [Chlorella variabilis]
OG0001599	PCFQ01000073.1 g1981 [Chlorella sp. A99]	XP_005842658.1 hypothetical protein CHLNCDRAFT_33426_ partial [Chlorella variabilis]
OG0001602	PCFQ01000058.1 g92 [Chlorella sp. A99]	XP_005851501.1 hypothetical protein CHLNCDRAFT_33851 [Chlorella variabilis]
OG0001603	PCFQ01000058.1 g160 [Chlorella sp. A99]	XP_005845059.1 expressed protein [Chlorella variabilis]
OG0001604	PCFQ01000010.1 g366 [Chlorella sp. A99]	XP_005843001.1 hypothetical protein CHLNCDRAFT_141726 [Chlorella variabilis]
OG0001605	PCFQ01000018.1 g449 [Chlorella sp. A99]	XP_005852231.1 hypothetical protein CHLNCDRAFT_49638 [Chlorella variabilis]
OG0001606	PCFQ01000082.1 g532 [Chlorella sp. A99]	XP_005847657.1 hypothetical protein CHLNCDRAFT_57875 [Chlorella variabilis]
OG0001607	PCFQ01000082.1 g533 [Chlorella sp. A99]	XP_005847814.1 hypothetical protein CHLNCDRAFT_57872 [Chlorella variabilis]
OG0001608	PCFQ01000013.1 g3365 [Chlorella sp. A99], PCFQ01000002.1 g679 [Chlorella sp. A99]	XP_005847390.1 hypothetical protein CHLNCDRAFT_134220 [Chlorella variabilis]
OG0001609	PCFQ01000002.1 g687 [Chlorella sp. A99]	XP_005845472.1 hypothetical protein CHLNCDRAFT_137132 [Chlorella variabilis]
OG0001610	PCFQ01000079.1 g1321 [Chlorella sp. A99]	XP_005851452.1 hypothetical protein CHLNCDRAFT_137794 [Chlorella variabilis]
OG0001611	PCFQ01000079.1 g1324 [Chlorella sp. A99]	XP_005845650.1 hypothetical protein CHLNCDRAFT_53713 [Chlorella variabilis], XP_005845651.1 hypothetical protein CHLNCDRAFT_25716_ partial [Chlorella variabilis]
OG0001612	PCFQ01000079.1 g1332 [Chlorella sp. A99]	XP_005846591.1 hypothetical protein CHLNCDRAFT_17896_ partial [Chlorella variabilis], XP_005846445.1 hypothetical protein CHLNCDRAFT_135593 [Chlorella variabilis]
OG0001613	PCFQ01000079.1 g1386 [Chlorella sp. A99]	XP_005848832.1 hypothetical protein CHLNCDRAFT_144147 [Chlorella variabilis]
OG0001614	PCFQ01000081.1 g1608 [Chlorella sp. A99]	XP_005843604.1 hypothetical protein CHLNCDRAFT_140178 [Chlorella variabilis]
OG0001615	PCFQ01000009.1 g1717 [Chlorella sp. A99]	XP_005851350.1 hypothetical protein CHLNCDRAFT_56815 [Chlorella variabilis]
OG0001615	PCFQ01000013.1 g3322 [Chlorella sp. A99]	XP_005847436.1 hypothetical protein CHLNCDRAFT_6666_ partial [Chlorella variabilis]
OG0001616	PCFQ01000019.1 g1802 [Chlorella sp. A99]	XP_005848424.1 hypothetical protein CHLNCDRAFT_144763 [Chlorella variabilis]
OG0001617	PCFQ01000078.1 g2150 [Chlorella sp. A99]	XP_005845369.1 hypothetical protein CHLNCDRAFT_137207 [Chlorella variabilis]
OG0001618	PCFQ01000037.1 g2362 [Chlorella sp. A99]	XP_005849721.1 hypothetical protein CHLNCDRAFT_34566 [Chlorella variabilis]
OG0001619	PCFQ01000004.1 g2701 [Chlorella sp. A99]	XP_005844869.1 hypothetical protein CHLNCDRAFT_11130_ partial [Chlorella variabilis]
OG0001620	PCFQ01000011.1 g2820 [Chlorella sp. A99]	XP_005850928.1 hypothetical protein CHLNCDRAFT_140660 [Chlorella variabilis]
OG0001621	PCFQ01000015.1 g2939 [Chlorella sp. A99]	XP_005849019.1 hypothetical protein CHLNCDRAFT_143431 [Chlorella variabilis]
OG0001623	PCFQ01000013.1 g3368 [Chlorella sp. A99]	XP_005846618.1 hypothetical protein CHLNCDRAFT_31604 [Chlorella variabilis]
OG0001664	PCFQ01000058.1 g239 [Chlorella sp. A99]	XP_005852325.1 hypothetical protein CHLNCDRAFT_33359 [Chlorella variabilis]
OG0001665	PCFQ01000015.1 g3086 [Chlorella sp. A99]	XP_005849221.1 hypothetical protein CHLNCDRAFT_34947 [Chlorella variabilis]
OG0001666	PCFQ01000011.1 g2735 [Chlorella sp. A99]	XP_005847082.1 hypothetical protein CHLNCDRAFT_48880 [Chlorella variabilis]
OG0001667	PCFQ01000015.1 g3072 [Chlorella sp. A99]	XP_005849215.1 hypothetical protein CHLNCDRAFT_57451 [Chlorella variabilis]
OG0001668	PCFQ01000009.1 g1691 [Chlorella sp. A99]	XP_005846890.1 hypothetical protein CHLNCDRAFT_134743 [Chlorella variabilis]
OG0001670	PCFQ01000046.1 g1874 [Chlorella sp. A99]	XP_005843919.1 glutamate-1-semialdehyde 2_1-aminomutase [Chlorella variabilis]
OG0001672	PCFQ01000015.1 g3089 [Chlorella sp. A99]	XP_005843929.1 hypothetical protein CHLNCDRAFT_139672 [Chlorella variabilis]
OG0001673	PCFQ01000037.1 g2503 [Chlorella sp. A99]	XP_005849428.1 hypothetical protein CHLNCDRAFT_21770 [Chlorella variabilis]
OG0001674	PCFQ01000013.1 g3313 [Chlorella sp. A99]	XP_005846947.1 hypothetical protein CHLNCDRAFT_35815 [Chlorella variabilis]
OG0001675	PCFQ01000011.1 g2830 [Chlorella sp. A99]	XP_005850757.1 hypothetical protein CHLNCDRAFT_9012_ partial [Chlorella variabilis]
OG0001676	PCFQ01000082.1 g582 [Chlorella sp. A99]	XP_005843159.1 hypothetical protein CHLNCDRAFT_59360 [Chlorella variabilis]
OG0001677	PCFQ01000078.1 g2165 [Chlorella sp. A99]	XP_005845431.1 hypothetical protein CHLNCDRAFT_49033 [Chlorella variabilis]
OG0001678	PCFQ01000079.1 g1340 [Chlorella sp. A99]	XP_005845584.1 hypothetical protein CHLNCDRAFT_25788_ partial [Chlorella variabilis]
OG0001681	PCFQ01000014.1 g1899 [Chlorella sp. A99]	XP_005844442.1 hypothetical protein CHLNCDRAFT_139160 [Chlorella variabilis]
OG0001682	PCFQ01000079.1 g1370 [Chlorella sp. A99], PCFQ01000008.1 g1145 [Chlorella sp. A99]	XP_005845621.1 hypothetical protein CHLNCDRAFT_136599 [Chlorella variabilis]
OG0001684	PCFQ01000082.1 g589 [Chlorella sp. A99]	XP_005842849.1 hypothetical protein CHLNCDRAFT_59437 [Chlorella variabilis]
OG0001686	PCFQ01000079.1 g1275 [Chlorella sp. A99]	XP_005844264.1 hypothetical protein CHLNCDRAFT_139336 [Chlorella variabilis]
OG0001687	PCFQ01000010.1 g385 [Chlorella sp. A99]	XP_005845014.1 hypothetical protein CHLNCDRAFT_138486 [Chlorella variabilis]
OG0001689	PCFQ01000015.1 g3030 [Chlorella sp. A99]	XP_005849111.1 hypothetical protein CHLNCDRAFT_30565 [Chlorella variabilis]
OG0001692	PCFQ01000082.1 g579 [Chlorella sp. A99]	XP_005843151.1 hypothetical protein CHLNCDRAFT_141556 [Chlorella variabilis]
OG0001694	PCFQ01000010.1 g374 [Chlorella sp. A99]	XP_005845023.1 hypothetical protein CHLNCDRAFT_26457 [Chlorella variabilis]
OG0001698	PCFQ01000075.1 g1941 [Chlorella sp. A99]	XP_005844288.1 hypothetical protein CHLNCDRAFT_59034 [Chlorella variabilis]
OG0001700	PCFQ01000009.1 g1727 [Chlorella sp. A99]	XP_005846866.1 hypothetical protein CHLNCDRAFT_35731 [Chlorella variabilis]
OG0001701	PCFQ01000037.1 g2426 [Chlorella sp. A99]	XP_005844215.1 hypothetical protein CHLNCDRAFT_139419 [Chlorella variabilis], XP_005849769.1 hypothetical protein CHLNCDRAFT_20807 [Chlorella variabilis]
OG0001702	PCFQ01000007.1 g1226 [Chlorella sp. A99]	XP_005848118.1 hypothetical protein CHLNCDRAFT_22943 [Chlorella variabilis]
OG0001703	PCFQ01000078.1 g1994 [Chlorella sp. A99]	XP_005850492.1 hypothetical protein CHLNCDRAFT_10114_ partial [Chlorella variabilis]
OG0001704	PCFQ01000037.1 g2438 [Chlorella sp. A99]	XP_005849515.1 hypothetical protein CHLNCDRAFT_142853 [Chlorella variabilis]
OG0001705	PCFQ01000018.1 g439 [Chlorella sp. A99]	XP_005851895.1 hypothetical protein CHLNCDRAFT_33640 [Chlorella variabilis]
OG0001706	PCFQ01000018.1 g452 [Chlorella sp. A99]	XP_005851887.1 hypothetical protein CHLNCDRAFT_56574 [Chlorella variabilis]
OG0001708	PCFQ01000037.1 g2439 [Chlorella sp. A99]	XP_005849514.1 hypothetical protein CHLNCDRAFT_142851 [Chlorella variabilis]
OG0001709	PCFQ01000007.1 g1225 [Chlorella sp. A99]	XP_005848120.1 hypothetical protein CHLNCDRAFT_145427 [Chlorella variabilis]
OG0001711	PCFQ01000081.1 g1623 [Chlorella sp. A99]	XP_005848055.1 hypothetical protein CHLNCDRAFT_10401_ partial [Chlorella variabilis]
OG0001712	PCFQ01000004.1 g2627 [Chlorella sp. A99]	XP_005849945.1 hypothetical protein CHLNCDRAFT_17540_ partial [Chlorella variabilis]
OG0001713	PCFQ01000081.1 g1650 [Chlorella sp. A99]	XP_005847896.1 hypothetical protein CHLNCDRAFT_57712 [Chlorella variabilis]
OG0001715	PCFQ01000020.1 g922 [Chlorella sp. A99]	XP_005848544.1 hypothetical protein CHLNCDRAFT_30873 [Chlorella variabilis]
OG0001716	PCFQ01000037.1 g2358 [Chlorella sp. A99]	XP_005849493.1 hypothetical protein CHLNCDRAFT_34626 [Chlorella variabilis]
OG0001719	PCFQ01000005.1 g784 [Chlorella sp. A99]	XP_005848715.1 hypothetical protein CHLNCDRAFT_22097 [Chlorella variabilis]
OG0001720	PCFQ01000005.1 g794 [Chlorella sp. A99]	XP_005848714.1 hypothetical protein CHLNCDRAFT_144373 [Chlorella variabilis]
OG0001724	PCFQ01000026.1 g2295 [Chlorella sp. A99]	XP_005844663.1 hypothetical protein CHLNCDRAFT_138547 [Chlorella variabilis]
OG0001727	PCFQ01000058.1 g144 [Chlorella sp. A99]	XP_005843848.1 hypothetical protein CHLNCDRAFT_32823 [Chlorella variabilis]
OG0001728	PCFQ01000004.1 g2618 [Chlorella sp. A99]	XP_005849924.1 hypothetical protein CHLNCDRAFT_143236 [Chlorella variabilis]
OG0001729	PCFQ01000081.1 g1652 [Chlorella sp. A99]	XP_005847983.1 hypothetical protein CHLNCDRAFT_145492 [Chlorella variabilis]
OG0001730	PCFQ01000006.1 g3214 [Chlorella sp. A99]	XP_005843897.1 hypothetical protein CHLNCDRAFT_59796 [Chlorella variabilis]
OG0001732	PCFQ01000009.1 g1709 [Chlorella sp. A99]	XP_005845163.1 hypothetical protein CHLNCDRAFT_58678 [Chlorella variabilis]
OG0001737	PCFQ01000007.1 g1232 [Chlorella sp. A99]	XP_005847929.1 hypothetical protein CHLNCDRAFT_57737 [Chlorella variabilis]
OG0001739	PCFQ01000078.1 g2001 [Chlorella sp. A99]	XP_005846550.1 hypothetical protein CHLNCDRAFT_135870 [Chlorella variabilis]
OG0001740	PCFQ01000078.1 g1982 [Chlorella sp. A99]	XP_005850785.1 hypothetical protein CHLNCDRAFT_140286 [Chlorella variabilis]
OG0001742	PCFQ01000001.1 g1011 [Chlorella sp. A99], PCFQ01000026.1 g2291 [Chlorella sp. A99]	XP_005845726.1 hypothetical protein CHLNCDRAFT_36304 [Chlorella variabilis]
OG0001743	PCFQ01000001.1 g967 [Chlorella sp. A99]	XP_005846786.1 26S proteasome AAA-ATPase subunit RPT6a [Chlorella variabilis]
OG0001744	PCFQ01000007.1 g1231 [Chlorella sp. A99]	XP_005848093.1 hypothetical protein CHLNCDRAFT_145362 [Chlorella variabilis]
OG0001747	PCFQ01000004.1 g2651 [Chlorella sp. A99]	XP_005849907.1 hypothetical protein CHLNCDRAFT_143188 [Chlorella variabilis], XP_005849906.1 hypothetical protein CHLNCDRAFT_143187 [Chlorella variabilis]
OG0001748	PCFQ01000078.1 g2043 [Chlorella sp. A99]	XP_005846488.1 hypothetical protein CHLNCDRAFT_56217 [Chlorella variabilis]
OG0001750	PCFQ01000015.1 g2972 [Chlorella sp. A99]	XP_005845257.1 hypothetical protein CHLNCDRAFT_136930 [Chlorella variabilis]
OG0001751	PCFQ01000007.1 g1180 [Chlorella sp. A99]	XP_005848198.1 hypothetical protein CHLNCDRAFT_145630 [Chlorella variabilis]
OG0001753	PCFQ01000078.1 g2044 [Chlorella sp. A99]	XP_005846315.1 hypothetical protein CHLNCDRAFT_135695 [Chlorella variabilis]
OG0001756	PCFQ01000013.1 g3271 [Chlorella sp. A99]	XP_005851692.1 hypothetical protein CHLNCDRAFT_48385 [Chlorella variabilis]
OG0001758	PCFQ01000081.1 g1598 [Chlorella sp. A99], PCFQ01000081.1 g1597 [Chlorella sp. A99]	XP_005847217.1 hypothetical protein CHLNCDRAFT_31569 [Chlorella variabilis]
OG0001760	PCFQ01000006.1 g3206 [Chlorella sp. A99]	XP_005849764.1 hypothetical protein CHLNCDRAFT_142811 [Chlorella variabilis]
OG0001761	PCFQ01000037.1 g2451 [Chlorella sp. A99]	XP_005847046.1 hypothetical protein CHLNCDRAFT_134694 [Chlorella variabilis]
OG0001762	PCFQ01000006.1 g3227 [Chlorella sp. A99]	XP_005843960.1 hypothetical protein CHLNCDRAFT_37265 [Chlorella variabilis]
OG0001763	PCFQ01000013.1 g3316 [Chlorella sp. A99]	XP_005851794.1 hypothetical protein CHLNCDRAFT_33545 [Chlorella variabilis]
OG0001765	PCFQ01000079.1 g1398 [Chlorella sp. A99]	XP_005849294.1 hypothetical protein CHLNCDRAFT_21648 [Chlorella variabilis], XP_005844736.1 hypothetical protein CHLNCDRAFT_26610 [Chlorella variabilis]
OG0001767	PCFQ01000075.1 g1935 [Chlorella sp. A99]	XP_005847245.1 hypothetical protein CHLNCDRAFT_23571_ partial [Chlorella variabilis]
OG0001770	PCFQ01000007.1 g1196 [Chlorella sp. A99]	XP_005847942.1 hypothetical protein CHLNCDRAFT_145385 [Chlorella variabilis]
OG0001777	PCFQ01000037.1 g2429 [Chlorella sp. A99]	XP_005847013.1 hypothetical protein CHLNCDRAFT_24254_ partial [Chlorella variabilis]
OG0001778	PCFQ01000003.1 g1039 [Chlorella sp. A99]	XP_005844926.1 hypothetical protein CHLNCDRAFT_138255 [Chlorella variabilis]
OG0001779	PCFQ01000013.1 g3326 [Chlorella sp. A99]	XP_005846072.1 hypothetical protein CHLNCDRAFT_31879 [Chlorella variabilis]
OG0001780	PCFQ01000011.1 g2736 [Chlorella sp. A99]	XP_005843618.1 hypothetical protein CHLNCDRAFT_140213 [Chlorella variabilis]
OG0001781	PCFQ01000003.1 g1045 [Chlorella sp. A99]	XP_005847235.1 hypothetical protein CHLNCDRAFT_57924 [Chlorella variabilis]
OG0001783	PCFQ01000078.1 g2030 [Chlorella sp. A99]	XP_005846508.1 hypothetical protein CHLNCDRAFT_24868 [Chlorella variabilis]
OG0001785	PCFQ01000081.1 g1572 [Chlorella sp. A99]	XP_005846980.1 hypothetical protein CHLNCDRAFT_23940 [Chlorella variabilis]
OG0001786	PCFQ01000010.1 g291 [Chlorella sp. A99]	XP_005845954.1 hypothetical protein CHLNCDRAFT_56234 [Chlorella variabilis]
OG0001787	PCFQ01000078.1 g2032 [Chlorella sp. A99]	XP_005846330.1 hypothetical protein CHLNCDRAFT_24756_ partial [Chlorella variabilis]
OG0001788	PCFQ01000011.1 g2779 [Chlorella sp. A99]	XP_005847231.1 hypothetical protein CHLNCDRAFT_57920 [Chlorella variabilis]
OG0001789	PCFQ01000081.1 g1565 [Chlorella sp. A99]	XP_005847168.1 hypothetical protein CHLNCDRAFT_35848 [Chlorella variabilis]
OG0001790	PCFQ01000081.1 g1571 [Chlorella sp. A99]	XP_005847180.1 hypothetical protein CHLNCDRAFT_31542 [Chlorella variabilis]
OG0001791	PCFQ01000011.1 g2901 [Chlorella sp. A99]	XP_005847382.1 hypothetical protein CHLNCDRAFT_35526 [Chlorella variabilis]
OG0001792	PCFQ01000011.1 g2752 [Chlorella sp. A99]	XP_005843567.1 hypothetical protein CHLNCDRAFT_33073 [Chlorella variabilis]
OG0001793	PCFQ01000010.1 g313 [Chlorella sp. A99]	XP_005846102.1 hypothetical protein CHLNCDRAFT_136003 [Chlorella variabilis]
OG0001794	PCFQ01000081.1 g1575 [Chlorella sp. A99]	XP_005847188.1 hypothetical protein CHLNCDRAFT_24218 [Chlorella variabilis]
OG0001795	PCFQ01000010.1 g309 [Chlorella sp. A99]	XP_005845958.1 hypothetical protein CHLNCDRAFT_25289 [Chlorella variabilis]
OG0001797	PCFQ01000058.1 g256 [Chlorella sp. A99], PCFQ01000075.1 g1909 [Chlorella sp. A99]	XP_005844287.1 hypothetical protein CHLNCDRAFT_37051 [Chlorella variabilis]
OG0001801	PCFQ01000009.1 g1683 [Chlorella sp. A99]	XP_005847064.1 hypothetical protein CHLNCDRAFT_134731 [Chlorella variabilis]
OG0001805	PCFQ01000009.1 g1676 [Chlorella sp. A99]	XP_005847017.1 hypothetical protein CHLNCDRAFT_24136 [Chlorella variabilis]
OG0001806	PCFQ01000075.1 g1921 [Chlorella sp. A99]	XP_005852172.1 hypothetical protein CHLNCDRAFT_29265 [Chlorella variabilis]
OG0001807	PCFQ01000079.1 g1244 [Chlorella sp. A99]	XP_005844379.1 hypothetical protein CHLNCDRAFT_54504_ partial [Chlorella variabilis]
OG0001809	PCFQ01000015.1 g2936 [Chlorella sp. A99]	XP_005847852.1 hypothetical protein CHLNCDRAFT_31155 [Chlorella variabilis]
OG0001811	PCFQ01000004.1 g2591 [Chlorella sp. A99]	XP_005843773.1 expressed protein_ partial [Chlorella variabilis], XP_005842759.1 expressed protein [Chlorella variabilis]
OG0001812	PCFQ01000009.1 g1674 [Chlorella sp. A99]	XP_005847056.1 hypothetical protein CHLNCDRAFT_56190 [Chlorella variabilis]
OG0001813	PCFQ01000037.1 g2432 [Chlorella sp. A99]	XP_005849441.1 hypothetical protein CHLNCDRAFT_56054 [Chlorella variabilis]
OG0001817	PCFQ01000009.1 g1677 [Chlorella sp. A99]	XP_005846840.1 hypothetical protein CHLNCDRAFT_59686 [Chlorella variabilis]
OG0001818	PCFQ01000008.1 g1127 [Chlorella sp. A99]	XP_005850392.1 hypothetical protein CHLNCDRAFT_59607 [Chlorella variabilis]
OG0001819	PCFQ01000077.1 g1732 [Chlorella sp. A99]	XP_005850722.1 hypothetical protein CHLNCDRAFT_19492 [Chlorella variabilis], XP_005850723.1 hypothetical protein CHLNCDRAFT_140840 [Chlorella variabilis]
OG0001821	PCFQ01000078.1 g2085 [Chlorella sp. A99]	XP_005846245.1 hypothetical protein CHLNCDRAFT_135536 [Chlorella variabilis]
OG0001822	PCFQ01000058.1 g1 [Chlorella sp. A99]	XP_005845132.1 hypothetical protein CHLNCDRAFT_53981 [Chlorella variabilis]
OG0001824	PCFQ01000011.1 g2800 [Chlorella sp. A99]	XP_005850417.1 hypothetical protein CHLNCDRAFT_142331 [Chlorella variabilis]
OG0001825	PCFQ01000078.1 g2058 [Chlorella sp. A99]	XP_005846279.1 hypothetical protein CHLNCDRAFT_24792 [Chlorella variabilis]
OG0001826	PCFQ01000008.1 g1126 [Chlorella sp. A99]	XP_005850140.1 hypothetical protein CHLNCDRAFT_34430 [Chlorella variabilis]
OG0001827	PCFQ01000003.1 g1055 [Chlorella sp. A99]	XP_005844874.1 hypothetical protein CHLNCDRAFT_26494 [Chlorella variabilis]
OG0001829	PCFQ01000015.1 g3007 [Chlorella sp. A99]	XP_005849093.1 hypothetical protein CHLNCDRAFT_34870 [Chlorella variabilis]
OG0001830	PCFQ01000078.1 g2055 [Chlorella sp. A99]	XP_005846285.1 hypothetical protein CHLNCDRAFT_58264 [Chlorella variabilis]
OG0001831	PCFQ01000015.1 g3002 [Chlorella sp. A99]	XP_005849330.1 hypothetical protein CHLNCDRAFT_56101 [Chlorella variabilis]
OG0001833	PCFQ01000003.1 g1023 [Chlorella sp. A99]	XP_005844828.1 expressed protein [Chlorella variabilis]
OG0001835	PCFQ01000003.1 g1026 [Chlorella sp. A99]	XP_005844834.1 hypothetical protein CHLNCDRAFT_138281 [Chlorella variabilis]
OG0001837	PCFQ01000058.1 g147 [Chlorella sp. A99]	XP_005846754.1 hypothetical protein CHLNCDRAFT_24638 [Chlorella variabilis]
OG0001838	PCFQ01000079.1 g1264 [Chlorella sp. A99]	XP_005843602.1 hypothetical protein CHLNCDRAFT_37364 [Chlorella variabilis]
OG0001839	PCFQ01000078.1 g2016 [Chlorella sp. A99]	XP_005846541.1 hypothetical protein CHLNCDRAFT_31842 [Chlorella variabilis]
OG0001841	PCFQ01000003.1 g1018 [Chlorella sp. A99]	XP_005843266.1 hypothetical protein CHLNCDRAFT_28318_ partial [Chlorella variabilis]
OG0001842	PCFQ01000007.1 g1207 [Chlorella sp. A99]	XP_005847927.1 hypothetical protein CHLNCDRAFT_145345 [Chlorella variabilis]
OG0001843	PCFQ01000037.1 g2447 [Chlorella sp. A99]	XP_005847045.1 hypothetical protein CHLNCDRAFT_31418 [Chlorella variabilis]
OG0001844	PCFQ01000011.1 g2894 [Chlorella sp. A99]	XP_005850704.1 hypothetical protein CHLNCDRAFT_140790 [Chlorella variabilis]
OG0001845	PCFQ01000011.1 g2874 [Chlorella sp. A99]	XP_005850968.1 hypothetical protein CHLNCDRAFT_50385 [Chlorella variabilis]
OG0001846	PCFQ01000081.1 g1642 [Chlorella sp. A99]	XP_005848069.1 hypothetical protein CHLNCDRAFT_145291 [Chlorella variabilis]
OG0001847	PCFQ01000079.1 g1258 [Chlorella sp. A99]	XP_005843596.1 hypothetical protein CHLNCDRAFT_59206 [Chlorella variabilis]
OG0001849	PCFQ01000058.1 g149 [Chlorella sp. A99]	XP_005843900.1 hypothetical protein CHLNCDRAFT_139763 [Chlorella variabilis]
OG0001851	PCFQ01000020.1 g933 [Chlorella sp. A99]	XP_005844676.1 hypothetical protein CHLNCDRAFT_58789 [Chlorella variabilis]
OG0001853	PCFQ01000019.1 g1788 [Chlorella sp. A99], PCFQ01000058.1 g204 [Chlorella sp. A99]	XP_005843333.1 hypothetical protein CHLNCDRAFT_12412_ partial [Chlorella variabilis]
OG0001854	PCFQ01000011.1 g2841 [Chlorella sp. A99]	XP_005851002.1 hypothetical protein CHLNCDRAFT_140835 [Chlorella variabilis]
OG0001855	PCFQ01000011.1 g2835 [Chlorella sp. A99]	XP_005850713.1 hypothetical protein CHLNCDRAFT_10145_ partial [Chlorella variabilis]
OG0001856	PCFQ01000019.1 g1791 [Chlorella sp. A99]	XP_005843910.1 hypothetical protein CHLNCDRAFT_27683_ partial [Chlorella variabilis]
