Orthogroup	Scenedesmus_PABB004	Coccomyxa_SubellipsoideaC169
OG0002680	KAF8056753.1 hypothetical protein HT031_006251 [Scenedesmus sp. PABB004]	EIE21720.1 hypothetical protein COCSUDRAFT_83509 [Coccomyxa subellipsoidea C-169]
OG0002681	KAF8061940.1 hypothetical protein HT031_004200 [Scenedesmus sp. PABB004]	EIE27531.1 hypothetical protein COCSUDRAFT_55530 [Coccomyxa subellipsoidea C-169]
OG0002682	KAF8065853.1 PGLP2 [Scenedesmus sp. PABB004]	EIE26103.1 2-phosphoglycolate phosphatase [Coccomyxa subellipsoidea C-169]
OG0002684	KAF8069611.1 UTP23 [Scenedesmus sp. PABB004]	EIE18513.1 hypothetical protein COCSUDRAFT_9312_ partial [Coccomyxa subellipsoidea C-169]
OG0002685	KAF8058083.1 osbI [Scenedesmus sp. PABB004]	EIE26837.1 hypothetical protein COCSUDRAFT_64679 [Coccomyxa subellipsoidea C-169]
OG0002686	KAF8068383.1 CMP-sialic acid transporter 2 [Scenedesmus sp. PABB004]	EIE18473.1 nucleotide-sugar transporter [Coccomyxa subellipsoidea C-169]
OG0002687	KAF8060515.1 ribosome-binding factor A [Scenedesmus sp. PABB004]	EIE24234.1 ribosome-binding factor A [Coccomyxa subellipsoidea C-169]
OG0002688	KAF8071232.1 Phenylalanine--tRNA ligase beta subunit [Scenedesmus sp. PABB004]	EIE26073.1 phenylalanyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0002691	KAF8065819.1 nt5c2 [Scenedesmus sp. PABB004]	EIE22291.1 purine 5'-nucleotidase [Coccomyxa subellipsoidea C-169]
OG0002692	KAF8067217.1 hypothetical protein HT031_002264 [Scenedesmus sp. PABB004]	EIE18320.1 Plastocyanin_ chloroplastic [Coccomyxa subellipsoidea C-169]
OG0002693	KAF8066303.1 hypothetical protein HT031_002626 [Scenedesmus sp. PABB004]	EIE22572.1 PTPA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002694	KAF8065766.1 LRRC1 [Scenedesmus sp. PABB004]	EIE26034.1 PLC-like phosphodiesterase [Coccomyxa subellipsoidea C-169]
OG0002695	KAF8064599.1 WDR20 [Scenedesmus sp. PABB004]	EIE24697.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002697	KAF8055111.1 TIM44-2 [Scenedesmus sp. PABB004]	EIE24514.1 Tim44-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002698	KAF8060090.1 hypothetical protein HT031_005029 [Scenedesmus sp. PABB004]	EIE26799.1 hypothetical protein COCSUDRAFT_59307 [Coccomyxa subellipsoidea C-169]
OG0002699	KAF8066346.1 rlmN [Scenedesmus sp. PABB004]	EIE26063.1 hypothetical protein COCSUDRAFT_61059 [Coccomyxa subellipsoidea C-169]
OG0002700	KAF8071118.1 Mocs2-1 [Scenedesmus sp. PABB004]	EIE19675.1 Molybdopterin biosynthesis MoaE [Coccomyxa subellipsoidea C-169]
OG0002701	KAF8061935.1 UTR5B [Scenedesmus sp. PABB004]	EIE27556.1 DMT family transporter_ UDP-galactose/UDP-glucose [Coccomyxa subellipsoidea C-169]
OG0002702	KAF8067285.1 ACLB-1 [Scenedesmus sp. PABB004]	EIE23122.1 citrate synthase [Coccomyxa subellipsoidea C-169]
OG0002703	KAF8056734.1 B3galt6 [Scenedesmus sp. PABB004]	EIE18565.1 hypothetical protein COCSUDRAFT_60232 [Coccomyxa subellipsoidea C-169]
OG0002704	KAF8064578.1 DDX1 [Scenedesmus sp. PABB004]	EIE24518.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002705	KAF8056467.1 hypothetical protein HT031_006324 [Scenedesmus sp. PABB004]	EIE18020.1 hypothetical protein COCSUDRAFT_60646 [Coccomyxa subellipsoidea C-169]
OG0002707	KAF8064500.1 MTN2 [Scenedesmus sp. PABB004]	EIE19789.1 purine and uridine phosphorylase [Coccomyxa subellipsoidea C-169]
OG0002708	KAF8068422.1 hypothetical protein HT031_002111 [Scenedesmus sp. PABB004]	EIE21268.1 hypothetical protein COCSUDRAFT_25004_ partial [Coccomyxa subellipsoidea C-169]
OG0002709	KAF8071339.1 hypothetical protein HT031_001423 [Scenedesmus sp. PABB004]	EIE27547.1 hypothetical protein COCSUDRAFT_34863 [Coccomyxa subellipsoidea C-169]
OG0002710	KAF8061997.1 RAPTOR1 [Scenedesmus sp. PABB004]	EIE23195.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002711	KAF8066324.1 CDA1 [Scenedesmus sp. PABB004]	EIE20643.1 cytidine deaminase-like protein [Coccomyxa subellipsoidea C-169]
OG0002712	KAF8073126.1 NUDT23 [Scenedesmus sp. PABB004]	EIE26158.1 hypothetical protein COCSUDRAFT_40300 [Coccomyxa subellipsoidea C-169], EIE26161.1 hypothetical protein COCSUDRAFT_10765_ partial [Coccomyxa subellipsoidea C-169]
OG0002713	KAF8060549.1 BRO1 [Scenedesmus sp. PABB004]	EIE22065.1 BRO1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002714	KAF8067415.1 CKB4 [Scenedesmus sp. PABB004]	EIE24605.1 hypothetical protein COCSUDRAFT_22902 [Coccomyxa subellipsoidea C-169]
OG0002715	KAF8065496.1 hypothetical protein HT031_003097 [Scenedesmus sp. PABB004]	EIE22039.1 ornithine carbamoyltransferase [Coccomyxa subellipsoidea C-169]
OG0002718	KAF8065780.1 hypothetical protein HT031_002840 [Scenedesmus sp. PABB004]	EIE21732.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0002719	KAF8058318.1 GINS4 [Scenedesmus sp. PABB004]	EIE19067.1 GINS complex_ Sld5 component [Coccomyxa subellipsoidea C-169]
OG0002720	KAF8061924.1 VIP2 [Scenedesmus sp. PABB004]	EIE25956.1 hypothetical protein COCSUDRAFT_64915 [Coccomyxa subellipsoidea C-169]
OG0002721	KAF8068211.1 hypothetical protein HT031_001897 [Scenedesmus sp. PABB004]	EIE18171.1 putative plastid geranylgeranyl reductase precursor [Coccomyxa subellipsoidea C-169]
OG0002722	KAF8061365.1 cmfB [Scenedesmus sp. PABB004]	EIE24575.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002723	KAF8057864.1 RPOT1-TOM [Scenedesmus sp. PABB004]	EIE23799.1 DNA/RNA polymerase [Coccomyxa subellipsoidea C-169]
OG0002725	KAF8073138.1 FAS4 [Scenedesmus sp. PABB004]	EIE25583.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0002726	KAF8071316.1 hypothetical protein HT031_001399 [Scenedesmus sp. PABB004]	EIE23783.1 hypothetical protein COCSUDRAFT_63305 [Coccomyxa subellipsoidea C-169]
OG0002727	KAF8069500.1 hypothetical protein HT031_001616 [Scenedesmus sp. PABB004]	EIE22688.1 Phytoene desaturase [Coccomyxa subellipsoidea C-169]
OG0002728	KAF8067313.1 TOP1B [Scenedesmus sp. PABB004]	EIE23767.1 DNA topoisomerase I [Coccomyxa subellipsoidea C-169]
OG0002729	KAF8064543.1 PSL5 [Scenedesmus sp. PABB004]	EIE20951.1 glycoside-hydrolase-like protein [Coccomyxa subellipsoidea C-169]
OG0002730	KAF8056869.1 CPSF30 [Scenedesmus sp. PABB004]	EIE20850.1 hypothetical protein COCSUDRAFT_9790_ partial [Coccomyxa subellipsoidea C-169]
OG0002731	KAF8072779.1 atad3-b [Scenedesmus sp. PABB004]	EIE18960.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002732	KAF8067252.1 SEC15A [Scenedesmus sp. PABB004]	EIE26166.1 hypothetical protein COCSUDRAFT_65015 [Coccomyxa subellipsoidea C-169]
OG0002733	KAF8056218.1 Trappc3 [Scenedesmus sp. PABB004]	EIE20894.1 TRAPP I complex [Coccomyxa subellipsoidea C-169]
OG0002735	KAF8067193.1 PBC1 [Scenedesmus sp. PABB004]	EIE22037.1 N-terminal nucleophile aminohydrolase [Coccomyxa subellipsoidea C-169]
OG0002736	KAF8058302.1 TOP3A [Scenedesmus sp. PABB004]	EIE27522.1 prokaryotic type I DNA topoisomerase [Coccomyxa subellipsoidea C-169]
OG0002737	KAF8069460.1 HISN3 [Scenedesmus sp. PABB004]	EIE20230.1 phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase [Coccomyxa subellipsoidea C-169]
OG0002738	KAF8055400.1 Snrnp27 [Scenedesmus sp. PABB004]	EIE26845.1 DUF1777-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002739	KAF8067309.1 Dyn [Scenedesmus sp. PABB004]	EIE23536.1 dynein light chain 9_ partial [Coccomyxa subellipsoidea C-169]
OG0002740	KAF8072627.1 Naa50 [Scenedesmus sp. PABB004]	EIE24392.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]
OG0002741	KAF8066369.1 CCT4 [Scenedesmus sp. PABB004]	EIE19120.1 T-complex protein_ delta subunit [Coccomyxa subellipsoidea C-169]
OG0002742	KAF8064621.1 Eci1 [Scenedesmus sp. PABB004]	EIE24631.1 ClpP/crotonase [Coccomyxa subellipsoidea C-169]
OG0002743	KAF8057146.1 ISA1 [Scenedesmus sp. PABB004]	EIE26827.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0002746	KAF8055985.1 haloacid dehalogenase-like hydrolase domain-containing protein [Scenedesmus sp. PABB004]	EIE20918.1 HAD-like protein [Coccomyxa subellipsoidea C-169]
OG0002747	KAF8061904.1 RH16 [Scenedesmus sp. PABB004]	EIE24238.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002748	KAF8063667.1 PIS1 [Scenedesmus sp. PABB004]	EIE18206.1 CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Coccomyxa subellipsoidea C-169]
OG0002749	KAF8072784.1 hypothetical protein HT031_000444 [Scenedesmus sp. PABB004]	EIE22565.1 hypothetical protein COCSUDRAFT_66283 [Coccomyxa subellipsoidea C-169]
OG0002750	KAF8065799.1 TAPT1 [Scenedesmus sp. PABB004]	EIE21001.1 DUF747-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002751	KAF8062025.1 spkB [Scenedesmus sp. PABB004]	EIE21372.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0002753	KAF8061899.1 coatomer subunit beta-1 [Scenedesmus sp. PABB004]	EIE20843.1 coatomer protein complex_ beta prime [Coccomyxa subellipsoidea C-169]
OG0002754	KAF8055037.1 RFC2 [Scenedesmus sp. PABB004]	EIE25788.1 putative replication factor C 37 kDa subunit [Coccomyxa subellipsoidea C-169]
OG0002755	KAF8072668.1 rplA [Scenedesmus sp. PABB004]	EIE22593.1 ribosomal protein L1 [Coccomyxa subellipsoidea C-169]
OG0002756	KAF8056754.1 CWC21 [Scenedesmus sp. PABB004]	EIE26609.1 hypothetical protein COCSUDRAFT_64574 [Coccomyxa subellipsoidea C-169]
OG0002757	KAF8059724.1 CIB22 [Scenedesmus sp. PABB004]	EIE22808.1 complex 1 family protein-like protein [Coccomyxa subellipsoidea C-169]
OG0002758	KAF8065434.1 hypothetical protein HT031_003034 [Scenedesmus sp. PABB004]	EIE25146.1 hypothetical protein COCSUDRAFT_52776 [Coccomyxa subellipsoidea C-169]
OG0002761	KAF8072795.1 PYR5-6 [Scenedesmus sp. PABB004]	EIE21646.1 monophosphate synthase [Coccomyxa subellipsoidea C-169]
OG0002762	KAF8067404.1 ADI1 [Scenedesmus sp. PABB004]	EIE26677.1 aci-reductone dioxygenase [Coccomyxa subellipsoidea C-169]
OG0002763	KAF8063793.1 PAM68 [Scenedesmus sp. PABB004]	EIE18568.1 hypothetical protein COCSUDRAFT_9085_ partial [Coccomyxa subellipsoidea C-169]
OG0002764	KAF8056001.1 Arsb [Scenedesmus sp. PABB004]	EIE27013.1 hypothetical protein COCSUDRAFT_83572 [Coccomyxa subellipsoidea C-169]
OG0002765	KAF8073210.1 NSA2 [Scenedesmus sp. PABB004]	EIE20916.1 low-CO2-inducible protein [Coccomyxa subellipsoidea C-169]
OG0002766	KAF8067116.1 CLMP1 [Scenedesmus sp. PABB004]	EIE21525.1 hypothetical protein COCSUDRAFT_66932 [Coccomyxa subellipsoidea C-169]
OG0002767	KAF8069405.1 RPL18C [Scenedesmus sp. PABB004]	EIE19091.1 ribosomal protein L18 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002768	KAF8061984.1 hypothetical protein HT031_004244 [Scenedesmus sp. PABB004]	EIE26179.1 hypothetical protein COCSUDRAFT_8646_ partial [Coccomyxa subellipsoidea C-169]
OG0002769	KAF8058072.1 40S ribosomal protein S13-2 [Scenedesmus sp. PABB004]	EIE26389.1 hypothetical protein COCSUDRAFT_21671 [Coccomyxa subellipsoidea C-169]
OG0002770	KAF8065475.1 RPL7C [Scenedesmus sp. PABB004]	EIE19109.1 60S ribosomal protein L7 [Coccomyxa subellipsoidea C-169]
OG0002771	KAF8058443.1 PAT1 [Scenedesmus sp. PABB004]	EIE24972.1 hypothetical protein COCSUDRAFT_83665 [Coccomyxa subellipsoidea C-169]
OG0002772	KAF8061985.1 RTF2 [Scenedesmus sp. PABB004]	EIE21674.1 DUF602-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002773	KAF8061120.1 hypothetical protein HT031_004581 [Scenedesmus sp. PABB004]	EIE25828.1 chlorophyll synthase [Coccomyxa subellipsoidea C-169]
OG0002774	KAF8065929.1 hypothetical protein HT031_002990 [Scenedesmus sp. PABB004]	EIE18930.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]
OG0002775	KAF8069377.1 TIC40 [Scenedesmus sp. PABB004]	EIE19155.1 hypothetical protein COCSUDRAFT_59638 [Coccomyxa subellipsoidea C-169]
OG0002776	KAF8061376.1 eif2b1 [Scenedesmus sp. PABB004]	EIE21780.1 eukaryotic initiation factor [Coccomyxa subellipsoidea C-169]
OG0002778	KAF8068453.1 PRP38 [Scenedesmus sp. PABB004]	EIE23805.1 PRP38-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002779	KAF8065718.1 OST48 [Scenedesmus sp. PABB004]	EIE21680.1 Dolichyl-diphosphooligosaccharide-protein glycosyltransferase 48kDa subunit [Coccomyxa subellipsoidea C-169]
OG0002780	KAF8067421.1 POLD1 [Scenedesmus sp. PABB004]	EIE26585.1 DNA/RNA polymerase [Coccomyxa subellipsoidea C-169]
OG0002781	KAF8056255.1 UGP3 [Scenedesmus sp. PABB004]	EIE26657.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]
OG0002782	KAF8071364.1 RCE1 [Scenedesmus sp. PABB004]	EIE18874.1 RUB1 conjugating enzyme [Coccomyxa subellipsoidea C-169]
OG0002783	KAF8073090.1 Letm1 [Scenedesmus sp. PABB004]	EIE25017.1 hypothetical protein COCSUDRAFT_40379 [Coccomyxa subellipsoidea C-169]
OG0002784	KAF8071384.1 yjcL [Scenedesmus sp. PABB004]	EIE21689.1 DUF819-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002785	KAF8068428.1 clcD [Scenedesmus sp. PABB004]	EIE21237.1 Clc chloride channel [Coccomyxa subellipsoidea C-169]
OG0002786	KAF8061381.1 Nol6 [Scenedesmus sp. PABB004]	EIE23350.1 hypothetical protein COCSUDRAFT_65874 [Coccomyxa subellipsoidea C-169]
OG0002787	KAF8068379.1 hypothetical protein HT031_002068 [Scenedesmus sp. PABB004]	EIE19713.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0002789	KAF8061112.1 DDB2 [Scenedesmus sp. PABB004]	EIE21482.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002790	KAF8057683.1 HOS1 [Scenedesmus sp. PABB004]	EIE19378.1 hypothetical protein COCSUDRAFT_44718 [Coccomyxa subellipsoidea C-169]
OG0002791	KAF8060323.1 hypothetical protein HT031_004859 [Scenedesmus sp. PABB004]	EIE25100.1 hypothetical protein COCSUDRAFT_9560_ partial [Coccomyxa subellipsoidea C-169]
OG0002792	KAF8070892.1 CCT7 [Scenedesmus sp. PABB004]	EIE21118.1 T-complex protein_ eta subunit [Coccomyxa subellipsoidea C-169]
OG0002793	KAF8060559.1 SULTR2 [Scenedesmus sp. PABB004]	EIE19305.1 hypothetical protein COCSUDRAFT_31183 [Coccomyxa subellipsoidea C-169]
OG0002794	KAF8059217.1 VPS51 [Scenedesmus sp. PABB004]	EIE21455.1 hypothetical protein COCSUDRAFT_66895 [Coccomyxa subellipsoidea C-169]
OG0002796	KAF8062977.1 hypothetical protein HT031_003816 [Scenedesmus sp. PABB004]	EIE19408.1 hypothetical protein COCSUDRAFT_67882 [Coccomyxa subellipsoidea C-169]
OG0002797	KAF8065882.1 cystinosin [Scenedesmus sp. PABB004]	EIE22930.1 hypothetical protein COCSUDRAFT_83702 [Coccomyxa subellipsoidea C-169]
OG0002798	KAF8066253.1 ERY2 [Scenedesmus sp. PABB004]	EIE19413.1 hypothetical protein COCSUDRAFT_25855 [Coccomyxa subellipsoidea C-169]
OG0002800	KAF8065760.1 ADK1 [Scenedesmus sp. PABB004]	EIE21133.1 adenylate kinase [Coccomyxa subellipsoidea C-169]
OG0002801	KAF8058113.1 hemE [Scenedesmus sp. PABB004]	EIE26752.1 Uroporphyrinogen decarboxylase [Coccomyxa subellipsoidea C-169]
OG0002803	KAF8066223.1 hypothetical protein HT031_002545 [Scenedesmus sp. PABB004]	EIE23131.1 barren-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002804	KAF8067401.1 RFC2 [Scenedesmus sp. PABB004]	EIE22173.1 DNA replication factor C complex subunit 2 [Coccomyxa subellipsoidea C-169]
OG0002805	KAF8071015.1 AERO1 [Scenedesmus sp. PABB004]	EIE26380.1 endoplasmic reticulum oxidoreductin 1 [Coccomyxa subellipsoidea C-169]
OG0002806	KAF8067360.1 hypothetical protein HT031_002408 [Scenedesmus sp. PABB004]	EIE26834.1 hypothetical protein COCSUDRAFT_59342 [Coccomyxa subellipsoidea C-169]
OG0002807	KAF8067411.1 SEC22 [Scenedesmus sp. PABB004]	EIE22158.1 R-SNARE protein_ Sec22-family [Coccomyxa subellipsoidea C-169]
OG0002808	KAF8065614.1 Zeta-carotene desaturase [Scenedesmus sp. PABB004]	EIE25948.1 zeta-carotene desaturase [Coccomyxa subellipsoidea C-169]
OG0002809	KAF8071064.1 bli-1 [Scenedesmus sp. PABB004]	EIE26777.1 hypothetical protein COCSUDRAFT_64653 [Coccomyxa subellipsoidea C-169]
OG0002810	KAF8071029.1 SLC66A1 [Scenedesmus sp. PABB004]	EIE26751.1 hypothetical protein COCSUDRAFT_32261_ partial [Coccomyxa subellipsoidea C-169]
OG0002811	KAF8059156.1 hypothetical protein HT031_005328 [Scenedesmus sp. PABB004]	EIE24393.1 hypothetical protein COCSUDRAFT_14021 [Coccomyxa subellipsoidea C-169]
OG0002812	KAF8066404.1 hypothetical protein HT031_002728 [Scenedesmus sp. PABB004]	EIE27437.1 hypothetical protein COCSUDRAFT_26736 [Coccomyxa subellipsoidea C-169]
OG0002813	KAF8055334.1 KLHDC4 [Scenedesmus sp. PABB004]	EIE25653.1 galactose oxidase [Coccomyxa subellipsoidea C-169]
OG0002814	KAF8060011.1 TIC22L [Scenedesmus sp. PABB004]	EIE26430.1 hypothetical protein COCSUDRAFT_58968 [Coccomyxa subellipsoidea C-169]
OG0002815	KAF8058458.1 hypothetical protein HT031_005582 [Scenedesmus sp. PABB004]	EIE18927.1 hypothetical protein COCSUDRAFT_49110 [Coccomyxa subellipsoidea C-169]
OG0002816	KAF8060481.1 Gspt2 [Scenedesmus sp. PABB004]	EIE18794.1 hypothetical protein COCSUDRAFT_68202 [Coccomyxa subellipsoidea C-169]
OG0002817	KAF8056436.1 SMCHD1 [Scenedesmus sp. PABB004]	EIE19801.1 hypothetical protein COCSUDRAFT_58530 [Coccomyxa subellipsoidea C-169]
OG0002818	KAF8064481.1 CYCT1-1 [Scenedesmus sp. PABB004]	EIE27025.1 hypothetical protein COCSUDRAFT_83584 [Coccomyxa subellipsoidea C-169]
OG0002819	KAF8055647.1 VTE1 [Scenedesmus sp. PABB004]	EIE26754.1 tocopherol cyclase [Coccomyxa subellipsoidea C-169]
OG0002820	KAF8069466.1 COQ3 [Scenedesmus sp. PABB004]	EIE20224.1 ubiquinone biosynthesis O-methyltransferase [Coccomyxa subellipsoidea C-169]
OG0002821	KAF8069711.1 AP-1 complex subunit gamma-2 [Scenedesmus sp. PABB004]	EIE22622.1 Adaptor protein complex AP-1 gamma subunit [Coccomyxa subellipsoidea C-169]
OG0002822	KAF8062657.1 ribosomal RNA processing protein 36 [Scenedesmus sp. PABB004]	EIE18618.1 DUF947-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002826	KAF8065892.1 SR34A [Scenedesmus sp. PABB004]	EIE26363.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002827	KAF8065667.1 ublcp1 [Scenedesmus sp. PABB004]	EIE27356.1 MGC81798 protein-like protein [Coccomyxa subellipsoidea C-169]
OG0002828	KAF8063830.1 RWDD1 [Scenedesmus sp. PABB004]	EIE21921.1 hypothetical protein COCSUDRAFT_42941 [Coccomyxa subellipsoidea C-169]
OG0002829	KAF8072474.1 Rngtt [Scenedesmus sp. PABB004]	EIE27392.1 hypothetical protein COCSUDRAFT_34803 [Coccomyxa subellipsoidea C-169]
OG0002830	KAF8060315.1 protein phosphatase 2C [Scenedesmus sp. PABB004]	EIE18302.1 protein serine/threonine phosphatase 2C_ partial [Coccomyxa subellipsoidea C-169]
OG0002831	KAF8065555.1 eukaryotic translation initiation factor 2 subunit alpha [Scenedesmus sp. PABB004]	EIE21978.1 eukaryotic initiation factor [Coccomyxa subellipsoidea C-169]
OG0002832	KAF8068220.1 PI4KA1 [Scenedesmus sp. PABB004]	EIE19821.1 phosphatidylinositol 3 and 4-kinase family protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002834	KAF8072526.1 hypothetical protein HT031_000186 [Scenedesmus sp. PABB004]	EIE27309.1 hypothetical protein COCSUDRAFT_55328 [Coccomyxa subellipsoidea C-169], EIE27307.1 hypothetical protein COCSUDRAFT_55326 [Coccomyxa subellipsoidea C-169]
OG0002836	KAF8072346.1 memo1 [Scenedesmus sp. PABB004], KAF8054760.1 memo1 [Scenedesmus sp. PABB004]	EIE24114.1 UPF0103-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002837	KAF8072537.1 REV3 [Scenedesmus sp. PABB004]	EIE27351.1 DNA polymerase zeta [Coccomyxa subellipsoidea C-169]
OG0002839	KAF8057717.1 PWP2 [Scenedesmus sp. PABB004]	EIE19483.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002840	KAF8064693.1 DRP1C [Scenedesmus sp. PABB004]	EIE19437.1 Dynamin-related protein 5A [Coccomyxa subellipsoidea C-169]
OG0002841	KAF8063010.1 DCC family protein [Scenedesmus sp. PABB004]	EIE19405.1 DUF393-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002842	KAF8069428.1 RL36 [Scenedesmus sp. PABB004]	EIE25144.1 ribosomal protein L36 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002843	KAF8057924.1 oma1 [Scenedesmus sp. PABB004]	EIE23886.1 hypothetical protein COCSUDRAFT_62416 [Coccomyxa subellipsoidea C-169]
OG0002844	KAF8069363.1 sf3b1 [Scenedesmus sp. PABB004]	EIE25158.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002845	KAF8061080.1 AUR1 [Scenedesmus sp. PABB004]	EIE25136.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002846	KAF8072554.1 RAD9A [Scenedesmus sp. PABB004]	EIE22095.1 hypothetical protein COCSUDRAFT_83486_ partial [Coccomyxa subellipsoidea C-169]
OG0002847	KAF8059363.1 hypothetical protein HT031_005168 [Scenedesmus sp. PABB004]	EIE20883.1 hypothetical protein COCSUDRAFT_43765 [Coccomyxa subellipsoidea C-169]
OG0002848	KAF8070870.1 RSL1D1 [Scenedesmus sp. PABB004]	EIE27107.1 ribosomal protein L1 [Coccomyxa subellipsoidea C-169]
OG0002849	KAF8072917.1 larB [Scenedesmus sp. PABB004]	EIE25089.1 hypothetical protein COCSUDRAFT_35637 [Coccomyxa subellipsoidea C-169]
OG0002851	KAF8072628.1 pyrH [Scenedesmus sp. PABB004]	EIE25159.1 uridylate kinase [Coccomyxa subellipsoidea C-169]
OG0002852	KAF8072381.1 Histidine methyltransferase 1-like protein [Scenedesmus sp. PABB004]	EIE22097.1 hypothetical protein COCSUDRAFT_83488_ partial [Coccomyxa subellipsoidea C-169]
OG0002853	KAF8066283.1 NUDT2 [Scenedesmus sp. PABB004]	EIE25358.1 hypothetical protein COCSUDRAFT_6454_ partial [Coccomyxa subellipsoidea C-169]
OG0002854	KAF8068338.1 WAT1-related protein [Scenedesmus sp. PABB004]	EIE25111.1 DUF6-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002855	KAF8057757.1 ywrD [Scenedesmus sp. PABB004]	EIE21974.1 3-hydroxyisobutyrate dehydrogenase-like protein_ partial [Coccomyxa subellipsoidea C-169], EIE20600.1 gamma-glutamyltranspeptidase [Coccomyxa subellipsoidea C-169]
