Orthogroup	Scenedesmus_PABB004	Auxenochlorella_protothecoides
OG0001924	KAF8057714.1 ACC1 [Scenedesmus sp. PABB004]	RMZ54549.1 hypothetical protein APUTEX25_002124_ partial [Auxenochlorella protothecoides]
OG0001925	KAF8066386.1 ACLA-2 [Scenedesmus sp. PABB004]	RMZ54555.1 hypothetical protein APUTEX25_002130_ partial [Auxenochlorella protothecoides]
OG0001926	KAF8073004.1 hypothetical protein HT031_000664 [Scenedesmus sp. PABB004]	RMZ57850.1 hypothetical protein APUTEX25_000705_ partial [Auxenochlorella protothecoides], RMZ54561.1 hypothetical protein APUTEX25_002136_ partial [Auxenochlorella protothecoides]
OG0001927	KAF8062892.1 hypothetical protein HT031_003730 [Scenedesmus sp. PABB004]	RMZ54587.1 hypothetical protein APUTEX25_002173 [Auxenochlorella protothecoides]
OG0001928	KAF8055326.1 TYRAAT2 [Scenedesmus sp. PABB004]	RMZ54591.1 hypothetical protein APUTEX25_002177 [Auxenochlorella protothecoides]
OG0001929	KAF8066242.1 CFAP58 [Scenedesmus sp. PABB004]	RMZ54592.1 hypothetical protein APUTEX25_002178_ partial [Auxenochlorella protothecoides]
OG0001931	KAF8056778.1 RPL4A [Scenedesmus sp. PABB004]	RMZ54602.1 hypothetical protein APUTEX25_002188 [Auxenochlorella protothecoides]
OG0001932	KAF8068224.1 hypothetical protein HT031_001910 [Scenedesmus sp. PABB004]	RMZ54614.1 hypothetical protein APUTEX25_002200_ partial [Auxenochlorella protothecoides]
OG0001933	KAF8072568.1 yakA [Scenedesmus sp. PABB004]	RMZ54622.1 hypothetical protein APUTEX25_001692_ partial [Auxenochlorella protothecoides]
OG0001934	KAF8054874.1 rcc2 [Scenedesmus sp. PABB004]	RMZ54631.1 hypothetical protein APUTEX25_003009 [Auxenochlorella protothecoides]
OG0001935	KAF8073190.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B [Scenedesmus sp. PABB004]	RMZ54633.1 hypothetical protein APUTEX25_003011 [Auxenochlorella protothecoides]
OG0001936	KAF8067138.1 MPT3 [Scenedesmus sp. PABB004]	RMZ54637.1 hypothetical protein APUTEX25_003015 [Auxenochlorella protothecoides]
OG0001937	KAF8066321.1 RIOK1 [Scenedesmus sp. PABB004]	RMZ54642.1 hypothetical protein APUTEX25_003020 [Auxenochlorella protothecoides]
OG0001939	KAF8065461.1 ycf45 [Scenedesmus sp. PABB004]	RMZ54666.1 hypothetical protein APUTEX25_003044 [Auxenochlorella protothecoides]
OG0001940	KAF8073255.1 hypothetical protein HT031_000916 [Scenedesmus sp. PABB004]	RMZ54684.1 hypothetical protein APUTEX25_003062 [Auxenochlorella protothecoides]
OG0001941	KAF8059702.1 isoleucine--tRNA ligase [Scenedesmus sp. PABB004]	RMZ54688.1 hypothetical protein APUTEX25_003066 [Auxenochlorella protothecoides]
OG0001942	KAF8063062.1 cys12 [Scenedesmus sp. PABB004]	RMZ54689.1 hypothetical protein APUTEX25_003067 [Auxenochlorella protothecoides]
OG0001943	KAF8066282.1 ERF1-3 [Scenedesmus sp. PABB004]	RMZ54693.1 hypothetical protein APUTEX25_003071 [Auxenochlorella protothecoides]
OG0001944	KAF8055388.1 MET1B [Scenedesmus sp. PABB004]	RMZ54695.1 hypothetical protein APUTEX25_003073 [Auxenochlorella protothecoides]
OG0001945	KAF8072859.1 PCH2 [Scenedesmus sp. PABB004]	RMZ54701.1 hypothetical protein APUTEX25_003079 [Auxenochlorella protothecoides]
OG0001946	KAF8066259.1 coatomer subunit epsilon-1 [Scenedesmus sp. PABB004]	RMZ54703.1 hypothetical protein APUTEX25_003081 [Auxenochlorella protothecoides]
OG0001947	KAF8066270.1 leucine--tRNA ligase [Scenedesmus sp. PABB004]	RMZ54707.1 hypothetical protein APUTEX25_003085 [Auxenochlorella protothecoides]
OG0001948	KAF8057291.1 WAV2 [Scenedesmus sp. PABB004]	RMZ54708.1 hypothetical protein APUTEX25_003086 [Auxenochlorella protothecoides]
OG0001949	KAF8055394.1 Tbc1d4 [Scenedesmus sp. PABB004]	RMZ54711.1 hypothetical protein APUTEX25_003089_ partial [Auxenochlorella protothecoides]
OG0001950	KAF8069682.1 rgt-1 [Scenedesmus sp. PABB004]	RMZ54735.1 hypothetical protein APUTEX25_003113 [Auxenochlorella protothecoides]
OG0001951	KAF8063060.1 RPS18 [Scenedesmus sp. PABB004]	RMZ54745.1 hypothetical protein APUTEX25_003123_ partial [Auxenochlorella protothecoides]
OG0001952	KAF8059204.1 RPN3A [Scenedesmus sp. PABB004]	RMZ54747.1 hypothetical protein APUTEX25_003125_ partial [Auxenochlorella protothecoides]
OG0001953	KAF8064479.1 TAD3 [Scenedesmus sp. PABB004]	RMZ54766.1 hypothetical protein APUTEX25_000283 [Auxenochlorella protothecoides]
OG0001954	KAF8061094.1 Mettl6 [Scenedesmus sp. PABB004]	RMZ54771.1 hypothetical protein APUTEX25_000288_ partial [Auxenochlorella protothecoides]
OG0001955	KAF8062686.1 aspartyl aminopeptidase [Scenedesmus sp. PABB004]	RMZ54776.1 hypothetical protein APUTEX25_000293 [Auxenochlorella protothecoides]
OG0001956	KAF8060602.1 glycine--tRNA ligase [Scenedesmus sp. PABB004]	RMZ54781.1 hypothetical protein APUTEX25_000298_ partial [Auxenochlorella protothecoides]
OG0001958	KAF8058871.1 APX6 [Scenedesmus sp. PABB004]	RMZ54795.1 hypothetical protein APUTEX25_000312 [Auxenochlorella protothecoides]
OG0001959	KAF8069487.1 COL14A1 [Scenedesmus sp. PABB004]	RMZ54810.1 hypothetical protein APUTEX25_000327 [Auxenochlorella protothecoides]
OG0001960	KAF8055477.1 PRP19 [Scenedesmus sp. PABB004]	RMZ54820.1 hypothetical protein APUTEX25_000337_ partial [Auxenochlorella protothecoides]
OG0001961	KAF8057144.1 EDD1 [Scenedesmus sp. PABB004]	RMZ54822.1 hypothetical protein APUTEX25_000339 [Auxenochlorella protothecoides]
OG0001962	KAF8058106.1 hypothetical protein HT031_005766 [Scenedesmus sp. PABB004]	RMZ54835.1 hypothetical protein APUTEX25_000352 [Auxenochlorella protothecoides]
OG0001964	KAF8063046.1 hypothetical protein HT031_003885 [Scenedesmus sp. PABB004]	RMZ54990.1 hypothetical protein APUTEX25_000507 [Auxenochlorella protothecoides], RMZ54858.1 hypothetical protein APUTEX25_000375 [Auxenochlorella protothecoides]
OG0001965	KAF8066367.1 ACX2 [Scenedesmus sp. PABB004]	RMZ54870.1 hypothetical protein APUTEX25_000387 [Auxenochlorella protothecoides]
OG0001966	KAF8068390.1 Ataxin-3-like protein [Scenedesmus sp. PABB004]	RMZ54875.1 hypothetical protein APUTEX25_000392 [Auxenochlorella protothecoides]
OG0001967	KAF8066416.1 RPS15 [Scenedesmus sp. PABB004]	RMZ54886.1 hypothetical protein APUTEX25_000403 [Auxenochlorella protothecoides]
OG0001968	KAF8066184.1 PI4KB1 [Scenedesmus sp. PABB004]	RMZ57751.1 hypothetical protein APUTEX25_004614_ partial [Auxenochlorella protothecoides], RMZ54893.1 hypothetical protein APUTEX25_000410_ partial [Auxenochlorella protothecoides]
OG0001969	KAF8069438.1 NBP35 [Scenedesmus sp. PABB004]	RMZ54902.1 hypothetical protein APUTEX25_000419 [Auxenochlorella protothecoides]
OG0001970	KAF8065762.1 hypothetical protein HT031_002822 [Scenedesmus sp. PABB004]	RMZ54905.1 hypothetical protein APUTEX25_000422 [Auxenochlorella protothecoides]
OG0001971	KAF8066297.1 TH1 [Scenedesmus sp. PABB004]	RMZ54906.1 hypothetical protein APUTEX25_000423 [Auxenochlorella protothecoides]
OG0001972	KAF8061173.1 SBE2.2 [Scenedesmus sp. PABB004]	RMZ54916.1 hypothetical protein APUTEX25_000433 [Auxenochlorella protothecoides]
OG0001973	KAF8064489.1 4-hydroxyphenylpyruvate dioxygenase [Scenedesmus sp. PABB004]	RMZ54923.1 hypothetical protein APUTEX25_000440 [Auxenochlorella protothecoides]
OG0001974	KAF8065886.1 DGAT1C [Scenedesmus sp. PABB004], KAF8065851.1 hypothetical protein HT031_002911 [Scenedesmus sp. PABB004]	RMZ54936.1 hypothetical protein APUTEX25_000453 [Auxenochlorella protothecoides]
OG0001975	KAF8065719.1 bchH [Scenedesmus sp. PABB004]	RMZ54985.1 hypothetical protein APUTEX25_000502_ partial [Auxenochlorella protothecoides]
OG0001976	KAF8057627.1 Glo1 [Scenedesmus sp. PABB004]	RMZ54995.1 hypothetical protein APUTEX25_000512 [Auxenochlorella protothecoides]
OG0001977	KAF8060500.1 sua5 [Scenedesmus sp. PABB004], KAF8060504.1 SPAC6G9.01c [Scenedesmus sp. PABB004]	RMZ54999.1 hypothetical protein APUTEX25_000516 [Auxenochlorella protothecoides]
OG0001978	KAF8059173.1 hypothetical protein HT031_005345 [Scenedesmus sp. PABB004]	RMZ55006.1 hypothetical protein APUTEX25_000523 [Auxenochlorella protothecoides]
OG0001979	KAF8071264.1 NOP5-2 [Scenedesmus sp. PABB004]	RMZ55017.1 hypothetical protein APUTEX25_005643 [Auxenochlorella protothecoides]
OG0001980	KAF8072498.1 VHA-H [Scenedesmus sp. PABB004]	RMZ55022.1 hypothetical protein APUTEX25_005648 [Auxenochlorella protothecoides]
OG0001981	KAF8065817.1 CSP41B [Scenedesmus sp. PABB004]	RMZ55025.1 hypothetical protein APUTEX25_005651 [Auxenochlorella protothecoides]
OG0001982	KAF8057618.1 BASS1 [Scenedesmus sp. PABB004]	RMZ55070.1 hypothetical protein APUTEX25_005696 [Auxenochlorella protothecoides]
OG0001986	KAF8057253.1 MPK15 [Scenedesmus sp. PABB004]	RMZ55096.1 hypothetical protein APUTEX25_005722_ partial [Auxenochlorella protothecoides]
OG0001987	KAF8067299.1 PLA1 [Scenedesmus sp. PABB004]	RMZ55128.1 hypothetical protein APUTEX25_005406 [Auxenochlorella protothecoides]
OG0001988	KAF8058053.1 AIG2LD [Scenedesmus sp. PABB004]	RMZ55132.1 hypothetical protein APUTEX25_005410 [Auxenochlorella protothecoides]
OG0001989	KAF8060575.1 DTX44 [Scenedesmus sp. PABB004]	RMZ55137.1 hypothetical protein APUTEX25_005415 [Auxenochlorella protothecoides]
OG0001990	KAF8059994.1 NHP2 [Scenedesmus sp. PABB004]	RMZ55148.1 hypothetical protein APUTEX25_005426_ partial [Auxenochlorella protothecoides]
OG0001991	KAF8066272.1 ADIPOR3 [Scenedesmus sp. PABB004]	RMZ55149.1 hypothetical protein APUTEX25_005427 [Auxenochlorella protothecoides]
OG0001992	KAF8062109.1 ABC1K1 [Scenedesmus sp. PABB004]	RMZ55158.1 hypothetical protein APUTEX25_005436 [Auxenochlorella protothecoides]
OG0001993	KAF8063703.1 hypothetical protein HT031_003558 [Scenedesmus sp. PABB004]	RMZ55171.1 hypothetical protein APUTEX25_005449 [Auxenochlorella protothecoides]
OG0001995	KAF8056751.1 hypothetical protein HT031_006249 [Scenedesmus sp. PABB004]	RMZ55181.1 hypothetical protein APUTEX25_005459 [Auxenochlorella protothecoides]
OG0001996	KAF8060091.1 hypothetical protein HT031_005030 [Scenedesmus sp. PABB004]	RMZ55191.1 hypothetical protein APUTEX25_005469 [Auxenochlorella protothecoides]
OG0001997	KAF8058348.1 hypothetical protein HT031_005666 [Scenedesmus sp. PABB004]	RMZ55202.1 hypothetical protein APUTEX25_005480_ partial [Auxenochlorella protothecoides]
OG0001998	KAF8063107.1 CPI1 [Scenedesmus sp. PABB004]	RMZ55219.1 hypothetical protein APUTEX25_005497 [Auxenochlorella protothecoides]
OG0001999	KAF8067383.1 ndor1 [Scenedesmus sp. PABB004]	RMZ55221.1 hypothetical protein APUTEX25_005499 [Auxenochlorella protothecoides]
OG0002000	KAF8059384.1 HISN4 [Scenedesmus sp. PABB004]	RMZ55227.1 hypothetical protein APUTEX25_005505 [Auxenochlorella protothecoides]
OG0002001	KAF8067363.1 LIMR family protein [Scenedesmus sp. PABB004]	RMZ55228.1 hypothetical protein APUTEX25_005506 [Auxenochlorella protothecoides]
OG0002003	KAF8072720.1 hypothetical protein HT031_000380 [Scenedesmus sp. PABB004]	RMZ55244.1 hypothetical protein APUTEX25_005522 [Auxenochlorella protothecoides]
OG0002004	KAF8056259.1 MEMB11 [Scenedesmus sp. PABB004]	RMZ55246.1 hypothetical protein APUTEX25_005524 [Auxenochlorella protothecoides]
OG0002005	KAF8065524.1 zZinc finger CCCH domain-containing protein 1 [Scenedesmus sp. PABB004]	RMZ55293.1 hypothetical protein APUTEX25_003431 [Auxenochlorella protothecoides]
OG0002006	KAF8056119.1 LHCB5 [Scenedesmus sp. PABB004]	RMZ55303.1 hypothetical protein APUTEX25_003441_ partial [Auxenochlorella protothecoides]
OG0002007	KAF8072350.1 hypothetical protein HT031_000009 [Scenedesmus sp. PABB004]	RMZ55305.1 hypothetical protein APUTEX25_003443 [Auxenochlorella protothecoides]
OG0002008	KAF8067369.1 ATJ6 [Scenedesmus sp. PABB004]	RMZ55307.1 hypothetical protein APUTEX25_003445 [Auxenochlorella protothecoides]
OG0002009	KAF8072376.1 ATP5PO [Scenedesmus sp. PABB004]	RMZ55311.1 hypothetical protein APUTEX25_003449 [Auxenochlorella protothecoides]
OG0002010	KAF8060327.1 NFYB3 [Scenedesmus sp. PABB004]	RMZ55322.1 hypothetical protein APUTEX25_003460 [Auxenochlorella protothecoides]
OG0002011	KAF8056378.1 V-type proton ATPase subunit B 1 [Scenedesmus sp. PABB004]	RMZ55326.1 hypothetical protein APUTEX25_003464 [Auxenochlorella protothecoides]
OG0002012	KAF8072389.1 RCH2 [Scenedesmus sp. PABB004]	RMZ55327.1 hypothetical protein APUTEX25_003465_ partial [Auxenochlorella protothecoides]
OG0002013	KAF8065658.1 HCC1 [Scenedesmus sp. PABB004]	RMZ55330.1 hypothetical protein APUTEX25_003468 [Auxenochlorella protothecoides]
OG0002014	KAF8059380.1 Rbm28 [Scenedesmus sp. PABB004]	RMZ55333.1 hypothetical protein APUTEX25_003471 [Auxenochlorella protothecoides]
OG0002015	KAF8062756.1 P5CSB [Scenedesmus sp. PABB004]	RMZ55365.1 hypothetical protein APUTEX25_002223_ partial [Auxenochlorella protothecoides]
OG0002016	KAF8063025.1 CLPX1 [Scenedesmus sp. PABB004]	RMZ55378.1 hypothetical protein APUTEX25_003592_ partial [Auxenochlorella protothecoides]
OG0002017	KAF8073031.1 TWN2 [Scenedesmus sp. PABB004]	RMZ55384.1 hypothetical protein APUTEX25_003508 [Auxenochlorella protothecoides]
OG0002018	KAF8058441.1 ACX1.2 [Scenedesmus sp. PABB004]	RMZ55388.1 hypothetical protein APUTEX25_003512 [Auxenochlorella protothecoides]
OG0002019	KAF8071245.1 hypothetical protein HT031_001328 [Scenedesmus sp. PABB004]	RMZ55390.1 hypothetical protein APUTEX25_003514 [Auxenochlorella protothecoides]
OG0002020	KAF8072453.1 PPD1 [Scenedesmus sp. PABB004]	RMZ55399.1 hypothetical protein APUTEX25_003523_ partial [Auxenochlorella protothecoides]
OG0002021	KAF8061959.1 RIX7 [Scenedesmus sp. PABB004]	RMZ55402.1 hypothetical protein APUTEX25_003526_ partial [Auxenochlorella protothecoides]
OG0002023	KAF8060530.1 RPS5 [Scenedesmus sp. PABB004]	RMZ55411.1 hypothetical protein APUTEX25_003535 [Auxenochlorella protothecoides]
OG0002024	KAF8069364.1 TRAF1A [Scenedesmus sp. PABB004]	RMZ55421.1 hypothetical protein APUTEX25_003545 [Auxenochlorella protothecoides]
OG0002025	KAF8071255.1 Sod2 [Scenedesmus sp. PABB004]	RMZ55449.1 hypothetical protein APUTEX25_003573_ partial [Auxenochlorella protothecoides]
OG0002026	KAF8067128.1 STIPL1 [Scenedesmus sp. PABB004]	RMZ55450.1 hypothetical protein APUTEX25_003574 [Auxenochlorella protothecoides]
OG0002027	KAF8063014.1 APT4 [Scenedesmus sp. PABB004]	RMZ55461.1 hypothetical protein APUTEX25_003585 [Auxenochlorella protothecoides]
OG0002028	KAF8063704.1 RPN1B [Scenedesmus sp. PABB004]	RMZ55467.1 hypothetical protein APUTEX25_004692_ partial [Auxenochlorella protothecoides]
OG0002029	KAF8071269.1 actin [Scenedesmus sp. PABB004]	RMZ55478.1 hypothetical protein APUTEX25_000061 [Auxenochlorella protothecoides]
OG0002030	KAF8063856.1 ssx2ip-a [Scenedesmus sp. PABB004]	RMZ55479.1 hypothetical protein APUTEX25_000062 [Auxenochlorella protothecoides], RMZ55540.1 hypothetical protein APUTEX25_000123 [Auxenochlorella protothecoides]
OG0002031	KAF8056451.1 KIN7I [Scenedesmus sp. PABB004]	RMZ55497.1 hypothetical protein APUTEX25_000080_ partial [Auxenochlorella protothecoides]
OG0002032	KAF8057143.1 ARC5 [Scenedesmus sp. PABB004]	RMZ55499.1 hypothetical protein APUTEX25_000082 [Auxenochlorella protothecoides]
OG0002033	KAF8069508.1 ffh [Scenedesmus sp. PABB004]	RMZ55531.1 hypothetical protein APUTEX25_000114 [Auxenochlorella protothecoides]
OG0002034	KAF8057744.1 SYT2 [Scenedesmus sp. PABB004]	RMZ55535.1 hypothetical protein APUTEX25_000118 [Auxenochlorella protothecoides]
OG0002035	KAF8056369.1 TOP2 [Scenedesmus sp. PABB004]	RMZ55536.1 hypothetical protein APUTEX25_000119_ partial [Auxenochlorella protothecoides]
OG0002036	KAF8070921.1 Nucleolar complex protein 2 [Scenedesmus sp. PABB004]	RMZ55542.1 hypothetical protein APUTEX25_000125 [Auxenochlorella protothecoides]
OG0002037	KAF8069650.1 MTR4 [Scenedesmus sp. PABB004]	RMZ55556.1 hypothetical protein APUTEX25_000139_ partial [Auxenochlorella protothecoides]
OG0002038	KAF8058473.1 RpL37a [Scenedesmus sp. PABB004], KAF8058468.1 hypothetical protein HT031_005592 [Scenedesmus sp. PABB004], KAF8058470.1 LRRC74A [Scenedesmus sp. PABB004]	RMZ55563.1 hypothetical protein APUTEX25_000146 [Auxenochlorella protothecoides]
OG0002039	KAF8061384.1 PLGG1 [Scenedesmus sp. PABB004]	RMZ55585.1 hypothetical protein APUTEX25_000168 [Auxenochlorella protothecoides]
OG0002040	KAF8070980.1 ilvD [Scenedesmus sp. PABB004]	RMZ55603.1 hypothetical protein APUTEX25_000186_ partial [Auxenochlorella protothecoides]
OG0002041	KAF8064552.1 hypothetical protein HT031_003352 [Scenedesmus sp. PABB004]	RMZ55618.1 hypothetical protein APUTEX25_000201 [Auxenochlorella protothecoides]
OG0002042	KAF8072427.1 SBE1 [Scenedesmus sp. PABB004]	RMZ55623.1 hypothetical protein APUTEX25_000206_ partial [Auxenochlorella protothecoides]
OG0002043	KAF8057260.1 DPB2 [Scenedesmus sp. PABB004]	RMZ55648.1 hypothetical protein APUTEX25_000231_ partial [Auxenochlorella protothecoides]
OG0002044	KAF8058345.1 RMD5 [Scenedesmus sp. PABB004]	RMZ55662.1 hypothetical protein APUTEX25_000245_ partial [Auxenochlorella protothecoides]
OG0002045	KAF8071147.1 drkC [Scenedesmus sp. PABB004]	RMZ55685.1 hypothetical protein APUTEX25_000268 [Auxenochlorella protothecoides]
OG0002046	KAF8056217.1 40S ribosomal protein SA [Scenedesmus sp. PABB004]	RMZ55696.1 hypothetical protein APUTEX25_005737 [Auxenochlorella protothecoides]
OG0002048	KAF8055995.1 Aconitate hydratase [Scenedesmus sp. PABB004]	RMZ55713.1 hypothetical protein APUTEX25_005754 [Auxenochlorella protothecoides]
OG0002049	KAF8065921.1 MRE11 [Scenedesmus sp. PABB004]	RMZ55726.1 hypothetical protein APUTEX25_005767 [Auxenochlorella protothecoides]
OG0002050	KAF8061139.1 THO2 [Scenedesmus sp. PABB004]	RMZ55769.1 hypothetical protein APUTEX25_005810_ partial [Auxenochlorella protothecoides]
OG0002051	KAF8073028.1 NOP56 [Scenedesmus sp. PABB004]	RMZ55770.1 hypothetical protein APUTEX25_005811 [Auxenochlorella protothecoides]
OG0002053	KAF8062680.1 Sec11c [Scenedesmus sp. PABB004]	RMZ55779.1 hypothetical protein APUTEX25_005820_ partial [Auxenochlorella protothecoides]
OG0002054	KAF8066438.1 hypothetical protein HT031_002762 [Scenedesmus sp. PABB004], KAF8066439.1 hypothetical protein HT031_002763 [Scenedesmus sp. PABB004]	RMZ55804.1 hypothetical protein APUTEX25_005845_ partial [Auxenochlorella protothecoides]
OG0002055	KAF8064553.1 AVT1D [Scenedesmus sp. PABB004]	RMZ55819.1 hypothetical protein APUTEX25_003785_ partial [Auxenochlorella protothecoides]
OG0002056	KAF8069490.1 RHN1 [Scenedesmus sp. PABB004]	RMZ55834.1 hypothetical protein APUTEX25_003800_ partial [Auxenochlorella protothecoides]
OG0002057	KAF8071082.1 ABCC2 [Scenedesmus sp. PABB004]	RMZ55835.1 hypothetical protein APUTEX25_003801 [Auxenochlorella protothecoides]
OG0002058	KAF8069444.1 RS31 [Scenedesmus sp. PABB004]	RMZ55840.1 hypothetical protein APUTEX25_003806 [Auxenochlorella protothecoides]
OG0002059	KAF8070935.1 TIC20-II [Scenedesmus sp. PABB004]	RMZ55844.1 hypothetical protein APUTEX25_003810 [Auxenochlorella protothecoides]
OG0002061	KAF8063806.1 Hephaestin-like protein [Scenedesmus sp. PABB004]	RMZ55853.1 hypothetical protein APUTEX25_003819 [Auxenochlorella protothecoides]
OG0002062	KAF8073093.1 NPF8.3 [Scenedesmus sp. PABB004]	RMZ56131.1 hypothetical protein APUTEX25_004555 [Auxenochlorella protothecoides], RMZ55865.1 hypothetical protein APUTEX25_003831 [Auxenochlorella protothecoides]
OG0002063	KAF8069404.1 hypothetical protein HT031_001519 [Scenedesmus sp. PABB004]	RMZ55870.1 hypothetical protein APUTEX25_003836 [Auxenochlorella protothecoides]
OG0002064	KAF8059741.1 UBC11 [Scenedesmus sp. PABB004]	RMZ55878.1 hypothetical protein APUTEX25_003844_ partial [Auxenochlorella protothecoides]
OG0002065	KAF8057155.1 hypothetical protein HT031_006164 [Scenedesmus sp. PABB004]	RMZ55883.1 hypothetical protein APUTEX25_003849 [Auxenochlorella protothecoides]
OG0002066	KAF8068454.1 ANK2 [Scenedesmus sp. PABB004], KAF8070941.1 SMC5 [Scenedesmus sp. PABB004]	RMZ55885.1 hypothetical protein APUTEX25_003851 [Auxenochlorella protothecoides]
OG0002067	KAF8060544.1 ankrd52 [Scenedesmus sp. PABB004], KAF8055395.1 XBAT31 [Scenedesmus sp. PABB004]	RMZ55901.1 hypothetical protein APUTEX25_003867 [Auxenochlorella protothecoides]
OG0002068	KAF8061946.1 hypothetical protein HT031_004206 [Scenedesmus sp. PABB004], KAF8057620.1 PRXIIE-1 [Scenedesmus sp. PABB004]	RMZ55927.1 hypothetical protein APUTEX25_004351 [Auxenochlorella protothecoides]
OG0002069	KAF8056737.1 CYP710A1 [Scenedesmus sp. PABB004], KAF8056740.1 CYP710A1 [Scenedesmus sp. PABB004]	RMZ55929.1 hypothetical protein APUTEX25_004353 [Auxenochlorella protothecoides]
