Orthogroup	Scenedesmus_PABB004	Micractinium_SAG24180
OG0002810	KAF8071029.1 SLC66A1 [Scenedesmus sp. PABB004]	PSC72789.1 Seven transmembrane 1 [Micractinium conductrix]
OG0002811	KAF8059156.1 hypothetical protein HT031_005328 [Scenedesmus sp. PABB004]	PSC76507.1 7-hydroxymethyl chlorophyll a chloroplastic [Micractinium conductrix]
OG0002812	KAF8066404.1 hypothetical protein HT031_002728 [Scenedesmus sp. PABB004]	PSC71072.1 hypothetical protein C2E20_5531 [Micractinium conductrix]
OG0002813	KAF8055334.1 KLHDC4 [Scenedesmus sp. PABB004]	PSC72626.1 Kelch domain-containing 4 [Micractinium conductrix]
OG0002814	KAF8060011.1 TIC22L [Scenedesmus sp. PABB004]	PSC73299.1 TIC 22-chloroplastic [Micractinium conductrix]
OG0002815	KAF8058458.1 hypothetical protein HT031_005582 [Scenedesmus sp. PABB004]	PSC71536.1 hypothetical protein C2E20_5086 [Micractinium conductrix]
OG0002816	KAF8060481.1 Gspt2 [Scenedesmus sp. PABB004]	PSC76335.1 elongation factor [Micractinium conductrix]
OG0002817	KAF8056436.1 SMCHD1 [Scenedesmus sp. PABB004]	PSC68706.1 Structural maintenance of chromosomes flexible hinge domain-containing 1 [Micractinium conductrix]
OG0002818	KAF8064481.1 CYCT1-1 [Scenedesmus sp. PABB004]	PSC72694.1 DNA-directed RNA polymerase I subunit RPA12 [Micractinium conductrix]
OG0002819	KAF8055647.1 VTE1 [Scenedesmus sp. PABB004]	PSC72651.1 Tocopherol chloroplastic [Micractinium conductrix]
OG0002820	KAF8069466.1 COQ3 [Scenedesmus sp. PABB004]	PSC72742.1 ubiquinone biosynthesis O-methyltransferase [Micractinium conductrix]
OG0002821	KAF8069711.1 AP-1 complex subunit gamma-2 [Scenedesmus sp. PABB004]	PSC77011.1 AP-1 complex subunit gamma-2-like isoform X2 [Micractinium conductrix]
OG0002822	KAF8062657.1 ribosomal RNA processing protein 36 [Scenedesmus sp. PABB004]	PSC72696.1 ribosomal RNA processing 36-like protein [Micractinium conductrix]
OG0002823	KAF8067157.1 folD1 [Scenedesmus sp. PABB004]	PSC72850.1 bifunctional 2-like [Micractinium conductrix]
OG0002826	KAF8065892.1 SR34A [Scenedesmus sp. PABB004]	PSC73442.1 serine arginine-rich splicing factor SR34A-like isoform X1 [Micractinium conductrix]
OG0002827	KAF8065667.1 ublcp1 [Scenedesmus sp. PABB004]	PSC72065.1 Ubiquitin-like domain-containing CTD phosphatase [Micractinium conductrix]
OG0002828	KAF8063830.1 RWDD1 [Scenedesmus sp. PABB004]	PSC71022.1 RWD domain-containing 1 [Micractinium conductrix]
OG0002829	KAF8072474.1 Rngtt [Scenedesmus sp. PABB004]	PSC72146.1 mRNA-capping enzyme isoform X1 [Micractinium conductrix]
OG0002830	KAF8060315.1 protein phosphatase 2C [Scenedesmus sp. PABB004]	PSC71094.1 putative phosphatase 2C 35 [Micractinium conductrix]
OG0002831	KAF8065555.1 eukaryotic translation initiation factor 2 subunit alpha [Scenedesmus sp. PABB004]	PSC72346.1 Eukaryotic translation initiation factor 2 subunit alpha [Micractinium conductrix]
OG0002832	KAF8068220.1 PI4KA1 [Scenedesmus sp. PABB004]	PSC72278.1 Phosphatidylinositol 4-kinase alpha 1 [Micractinium conductrix]
OG0002834	KAF8072526.1 hypothetical protein HT031_000186 [Scenedesmus sp. PABB004]	PSC72237.1 hypothetical protein C2E20_4539 [Micractinium conductrix]
OG0002836	KAF8072346.1 memo1 [Scenedesmus sp. PABB004], KAF8054760.1 memo1 [Scenedesmus sp. PABB004]	PSC72228.1 cell motility mediator [Micractinium conductrix]
OG0002837	KAF8072537.1 REV3 [Scenedesmus sp. PABB004]	PSC72317.1 DNA polymerase zeta [Micractinium conductrix]
OG0002839	KAF8057717.1 PWP2 [Scenedesmus sp. PABB004]	PSC76313.1 periodic tryptophan 2-like protein [Micractinium conductrix]
OG0002840	KAF8064693.1 DRP1C [Scenedesmus sp. PABB004]	PSC76903.1 dynamin-related 1E-like [Micractinium conductrix]
OG0002841	KAF8063010.1 DCC family protein [Scenedesmus sp. PABB004]	PSC76509.1 DCC family chloroplastic [Micractinium conductrix]
OG0002843	KAF8057924.1 oma1 [Scenedesmus sp. PABB004]	PSC68549.1 Pentatricopeptide repeat-containing mitochondrial [Micractinium conductrix]
OG0002844	KAF8069363.1 sf3b1 [Scenedesmus sp. PABB004]	PSC72562.1 Splicing factor 3B subunit 1 [Micractinium conductrix]
OG0002845	KAF8061080.1 AUR1 [Scenedesmus sp. PABB004]	PSC72353.1 Serine threonine-kinase Aurora-1 [Micractinium conductrix]
OG0002846	KAF8072554.1 RAD9A [Scenedesmus sp. PABB004]	PSC74107.1 Cell cycle checkpoint control RAD9A [Micractinium conductrix]
OG0002847	KAF8059363.1 hypothetical protein HT031_005168 [Scenedesmus sp. PABB004]	PSC74542.1 Germinal-center associated nuclear [Micractinium conductrix]
OG0002848	KAF8070870.1 RSL1D1 [Scenedesmus sp. PABB004]	PSC67503.1 ribosomal L1 [Micractinium conductrix]
OG0002849	KAF8072917.1 larB [Scenedesmus sp. PABB004]	PSC72428.1 1-_5-phosphoribosyl_-5-amino-4-imidazole-car boxylate carboxylase [Micractinium conductrix]
OG0002851	KAF8072628.1 pyrH [Scenedesmus sp. PABB004]	PSC72524.1 uridylate kinase [Micractinium conductrix]
OG0002852	KAF8072381.1 Histidine methyltransferase 1-like protein [Scenedesmus sp. PABB004]	PSC74250.1 histidine methyltransferase 1-like protein [Micractinium conductrix]
OG0002853	KAF8066283.1 NUDT2 [Scenedesmus sp. PABB004]	PSC72444.1 Nudix hydrolase 8 [Micractinium conductrix]
OG0002854	KAF8068338.1 WAT1-related protein [Scenedesmus sp. PABB004]	PSC72493.1 WAT1-related chloroplastic [Micractinium conductrix]
OG0002855	KAF8057757.1 ywrD [Scenedesmus sp. PABB004]	PSC75511.1 putative 3-hydroxyisobutyrate mitochondrial [Micractinium conductrix]
OG0002856	KAF8059424.1 erkB [Scenedesmus sp. PABB004]	PSC69605.1 mitogen-activated kinase 5 [Micractinium conductrix]
OG0002857	KAF8061405.1 Zadh2 [Scenedesmus sp. PABB004]	PSC71056.1 zinc-binding alcohol dehydrogenase domain-containing 2 [Micractinium conductrix], PSC70969.1 short-chain dehydrogenase [Micractinium conductrix]
OG0002858	KAF8055822.1 PRL1 [Scenedesmus sp. PABB004]	PSC67497.1 pleiotropic regulatory locus 1 [Micractinium conductrix]
OG0002859	KAF8072802.1 AGO3 [Scenedesmus sp. PABB004]	PSC76209.1 hypothetical protein C2E20_0092 [Micractinium conductrix]
OG0002860	KAF8062683.1 FZR2 [Scenedesmus sp. PABB004]	PSC76416.1 WD40 repeat [Micractinium conductrix]
OG0002861	KAF8057857.1 Glycerol-3-phosphate acyltransferase [Scenedesmus sp. PABB004]	PSC67442.1 Glycerol-3-phosphate chloroplastic [Micractinium conductrix]
OG0002862	KAF8071383.1 ABCF3 [Scenedesmus sp. PABB004]	PSC74057.1 ABC transporter F family member 3 [Micractinium conductrix]
OG0002864	KAF8055652.1 LST8-1 [Scenedesmus sp. PABB004]	PSC74299.1 LST8-like protein isoform X1 [Micractinium conductrix]
OG0002865	KAF8064557.1 SEC23 [Scenedesmus sp. PABB004]	PSC77031.1 transport SEC23-like isoform X1 [Micractinium conductrix]
OG0002866	KAF8061975.1 RPN9A [Scenedesmus sp. PABB004]	PSC67973.1 26S proteasome non-ATPase regulatory subunit 13-like protein B_ partial [Micractinium conductrix]
OG0002868	KAF8073102.1 LTA2 [Scenedesmus sp. PABB004]	PSC75275.1 branched-chain alpha-keto acid dehydrogenase subunit E2 [Micractinium conductrix], PSC75766.1 remodeling and spacing factor 1-like [Micractinium conductrix]
OG0002869	KAF8067287.1 ABC1 [Scenedesmus sp. PABB004]	PSC76949.1 ABC1 [Micractinium conductrix]
OG0002870	KAF8062017.1 hypothetical protein HT031_004277 [Scenedesmus sp. PABB004]	PSC76280.1 DNA-directed RNA polymerase I subunit rpa49 [Micractinium conductrix]
OG0002871	KAF8056473.1 Ttc1 [Scenedesmus sp. PABB004]	PSC68655.1 Tetratricopeptide repeat 1 [Micractinium conductrix]
OG0002872	KAF8073235.1 ube2w [Scenedesmus sp. PABB004]	PSC68403.1 putative ubiquitin-conjugating enzyme E2 18 [Micractinium conductrix]
OG0002873	KAF8070950.1 6_7-dimethyl-8-ribityllumazine synthase [Scenedesmus sp. PABB004]	PSC71225.1 6_7-dimethyl-8-ribityllumazine synthase [Micractinium conductrix], PSC77064.1 6_7-dimethyl-8-ribityllumazine synthase [Micractinium conductrix]
OG0002875	KAF8068216.1 hypothetical protein HT031_001902 [Scenedesmus sp. PABB004]	PSC72884.1 vesicle-fusing ATPase [Micractinium conductrix]
OG0002876	KAF8056113.1 DGAT2D [Scenedesmus sp. PABB004]	PSC76287.1 Nucleoid-associated chloroplastic [Micractinium conductrix]
OG0002877	KAF8071095.1 GRXS7 [Scenedesmus sp. PABB004]	PSC77058.1 Monothiol glutaredoxin-chloroplastic [Micractinium conductrix]
OG0002878	KAF8072683.1 UBP26 [Scenedesmus sp. PABB004]	PSC68725.1 ubiquitin carboxyl-terminal hydrolase 26 [Micractinium conductrix]
OG0002879	KAF8069564.1 NUP155 [Scenedesmus sp. PABB004]	PSC67210.1 nuclear pore complex NUP155 [Micractinium conductrix]
OG0002881	KAF8055323.1 zinc transporter [Scenedesmus sp. PABB004]	PSC76776.1 zinc transporter [Micractinium conductrix]
OG0002882	KAF8064570.1 ERDJ3B [Scenedesmus sp. PABB004]	PSC69860.1 gamma-glutamyl hydrolase [Micractinium conductrix]
OG0002884	KAF8056828.1 dnajc21 [Scenedesmus sp. PABB004]	PSC70264.1 dnaJ-like protein subfamily C member 21 isoform X1 [Micractinium conductrix]
OG0002885	KAF8072811.1 dym [Scenedesmus sp. PABB004]	PSC74556.1 dymeclin-like isoform X1 [Micractinium conductrix]
OG0002887	KAF8067218.1 PYROXD1 [Scenedesmus sp. PABB004]	PSC73650.1 Pyridine nucleotide-disulfide oxidoreductase domain-containing 1 [Micractinium conductrix]
OG0002888	KAF8069653.1 zinc finger CCCH domain-containing protein 11 [Scenedesmus sp. PABB004]	PSC70191.1 zinc finger CCCH domain-containing 11 [Micractinium conductrix]
OG0002889	KAF8072959.1 HLB1 [Scenedesmus sp. PABB004]	PSC70214.1 Hop-interacting protein [Micractinium conductrix]
OG0002890	KAF8068405.1 BOLA4 [Scenedesmus sp. PABB004]	PSC76578.1 chloroplastic mitochondrial [Micractinium conductrix]
OG0002891	KAF8057109.1 ccp1 [Scenedesmus sp. PABB004]	PSC70808.1 cytochrome c peroxidase [Micractinium conductrix]
OG0002892	KAF8067414.1 hypothetical protein HT031_002462 [Scenedesmus sp. PABB004]	PSC70170.1 phosphoribulokinase [Micractinium conductrix]
OG0002893	KAF8063791.1 RPL35 [Scenedesmus sp. PABB004]	PSC76061.1 60S ribosomal L35-like [Micractinium conductrix]
OG0002894	KAF8061977.1 cleavage and polyadenylation specificity factor subunit 1 [Scenedesmus sp. PABB004]	PSC76972.1 cleavage and polyadenylation specificity factor subunit 1 [Micractinium conductrix]
OG0002895	KAF8057246.1 PUS3 [Scenedesmus sp. PABB004]	PSC74875.1 tRNA pseudouridine_38 39_ synthase [Micractinium conductrix]
OG0002896	KAF8073018.1 ABC1K3 [Scenedesmus sp. PABB004]	PSC69892.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]
OG0002897	KAF8067195.1 hypothetical protein HT031_002242 [Scenedesmus sp. PABB004]	PSC70243.1 hypothetical protein C2E20_6326 [Micractinium conductrix]
OG0002899	KAF8066195.1 SDP6 [Scenedesmus sp. PABB004]	PSC72023.1 glycerol-3-phosphate dehydrogenase mitochondrial-like [Micractinium conductrix]
OG0002901	KAF8063077.1 hypothetical protein HT031_003916 [Scenedesmus sp. PABB004]	PSC72009.1 hypothetical protein C2E20_4726 [Micractinium conductrix]
OG0002903	KAF8069712.1 CCDA2 [Scenedesmus sp. PABB004]	PSC75629.1 cytochrome c-type biogeneis [Micractinium conductrix]
OG0002904	KAF8069699.1 ergic3 [Scenedesmus sp. PABB004]	PSC71879.1 Endoplasmic reticulum-Golgi intermediate compartment 3 [Micractinium conductrix]
OG0002905	KAF8071275.1 ychF [Scenedesmus sp. PABB004]	PSC71953.1 Ribosome-binding ATPase [Micractinium conductrix]
OG0002906	KAF8057743.1 ALG10 [Scenedesmus sp. PABB004]	PSC71862.1 Dol-P-Glc_Glc_2_Man_9_ c_2_-PP-Dol alpha-1_2-glucosyltransferase isoform X1 [Micractinium conductrix]
OG0002907	KAF8057874.1 hypothetical protein HT031_005820 [Scenedesmus sp. PABB004]	PSC69226.1 RST1 isoform X1 [Micractinium conductrix]
OG0002908	KAF8072751.1 hypothetical protein HT031_000411 [Scenedesmus sp. PABB004]	PSC67374.1 photosystem I subunit O [Micractinium conductrix]
OG0002909	KAF8057741.1 hypothetical protein HT031_005925 [Scenedesmus sp. PABB004]	PSC71965.1 DNA gyrase subunit mitochondrial [Micractinium conductrix]
OG0002910	KAF8068402.1 manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [Scenedesmus sp. PABB004]	PSC71873.1 manganese-dependent ADP-ribose CDP-alcohol diphosphatase-like [Micractinium conductrix]
OG0002911	KAF8064490.1 mok12 [Scenedesmus sp. PABB004]	PSC76702.1 RNA exonuclease 4 [Micractinium conductrix]
OG0002912	KAF8056116.1 ergic3 [Scenedesmus sp. PABB004]	PSC71996.1 endoplasmic reticulum-Golgi intermediate compartment 3 [Micractinium conductrix]
OG0002914	KAF8069473.1 hypothetical protein HT031_001589 [Scenedesmus sp. PABB004]	PSC72488.1 stress response NST1 [Micractinium conductrix]
OG0002915	KAF8057727.1 r [Scenedesmus sp. PABB004]	PSC72133.1 RFT1-like protein isoform X1 [Micractinium conductrix]
OG0002916	KAF8068210.1 zinc finger CCCH domain-containing protein 56 [Scenedesmus sp. PABB004]	PSC68832.1 hypothetical protein C2E20_7602 [Micractinium conductrix]
OG0002917	KAF8056140.1 AK1 [Scenedesmus sp. PABB004]	PSC72184.1 aspartate kinase [Micractinium conductrix]
OG0002918	KAF8058134.1 sart3 [Scenedesmus sp. PABB004]	PSC71570.1 squamous cell carcinoma antigen recognized by T-cells 3 [Micractinium conductrix]
OG0002919	KAF8068437.1 hypothetical protein HT031_002126 [Scenedesmus sp. PABB004]	PSC73763.1 hypothetical protein C2E20_2908 isoform X1 [Micractinium conductrix]
OG0002920	KAF8062703.1 BETAA-AD [Scenedesmus sp. PABB004]	PSC76860.1 Beta-adaptin A [Micractinium conductrix]
OG0002921	KAF8059143.1 eukaryotic translation initiation factor 3 subunit M [Scenedesmus sp. PABB004]	PSC74383.1 Eukaryotic translation initiation factor 3 subunit M [Micractinium conductrix]
OG0002922	KAF8072399.1 hypothetical protein HT031_000058 [Scenedesmus sp. PABB004]	PSC72063.1 Metallo-hydrolase oxidoreductase [Micractinium conductrix]
OG0002924	KAF8072493.1 ORTH2 [Scenedesmus sp. PABB004]	PSC72511.1 E3 ubiquitin-ligase ORTHRUS 2-like [Micractinium conductrix]
OG0002925	KAF8072354.1 hypothetical protein HT031_000013 [Scenedesmus sp. PABB004]	PSC72345.1 Electron transfer flavo -ubiquinone mitochondrial [Micractinium conductrix]
OG0002926	KAF8057258.1 HISN1B [Scenedesmus sp. PABB004]	PSC74780.1 ATP phosphoribosyltransferase [Micractinium conductrix]
OG0002929	KAF8073236.1 hypothetical protein HT031_000897 [Scenedesmus sp. PABB004]	PSC70680.1 hypothetical protein C2E20_5883 [Micractinium conductrix]
OG0002930	KAF8061931.1 SULP2 [Scenedesmus sp. PABB004]	PSC74497.1 sulfate ABC transporter permease subunit [Micractinium conductrix]
OG0002932	KAF8073088.1 TRPA1 [Scenedesmus sp. PABB004]	PSC72435.1 tryptophan synthase alpha chain [Micractinium conductrix]
OG0002933	KAF8066215.1 FKBP20-2 [Scenedesmus sp. PABB004]	PSC72563.1 Peptidyl-prolyl cis-trans isomerase FKBP20-chloroplastic [Micractinium conductrix]
OG0002934	KAF8073162.1 DEAD-box ATP-dependent RNA helicase 24 [Scenedesmus sp. PABB004]	PSC74148.1 DEAD-box ATP-dependent RNA helicase 24 [Micractinium conductrix]
OG0002935	KAF8069489.1 PETs [Scenedesmus sp. PABB004]	PSC73243.1 Elongation factor Ts [Micractinium conductrix]
OG0002937	KAF8061311.1 trmB [Scenedesmus sp. PABB004]	PSC69143.1 tRNA _guanine-N_7_-_-methyltransferase [Micractinium conductrix]
OG0002938	KAF8054758.1 nctA [Scenedesmus sp. PABB004], KAF8072344.1 nctA [Scenedesmus sp. PABB004]	PSC72333.1 dr1-associated corepressor isoform X1 [Micractinium conductrix]
OG0002939	KAF8072515.1 CDC14A [Scenedesmus sp. PABB004]	PSC73661.1 dual specificity phosphatase CDC14A isoform X2 [Micractinium conductrix]
OG0002940	KAF8061906.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-A [Scenedesmus sp. PABB004]	PSC72126.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-B-like [Micractinium conductrix]
OG0002941	KAF8059124.1 RIN1 [Scenedesmus sp. PABB004]	PSC73753.1 ruvB 1 [Micractinium conductrix]
OG0002942	KAF8060471.1 Pclo [Scenedesmus sp. PABB004]	PSC77071.1 hypothetical protein C2E20_0398 [Micractinium conductrix]
OG0002943	KAF8068297.1 pdhC [Scenedesmus sp. PABB004]	PSC68851.1 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase mitochondrial [Micractinium conductrix]
OG0002944	KAF8069470.1 ABCB26 [Scenedesmus sp. PABB004]	PSC75868.1 ABC transporter B family member chloroplastic [Micractinium conductrix]
OG0002945	KAF8068385.1 VPS11 [Scenedesmus sp. PABB004]	PSC75564.1 vacuolar -sorting-associated 11-like protein [Micractinium conductrix]
OG0002946	KAF8055387.1 WDR36 [Scenedesmus sp. PABB004]	PSC76836.1 U3 small nucleolar RNA-associated 21-like protein [Micractinium conductrix]
OG0002948	KAF8066312.1 MINDY1 [Scenedesmus sp. PABB004]	PSC68829.1 FAM63A-like isoform X2 [Micractinium conductrix]
OG0002950	KAF8072407.1 SMC4 [Scenedesmus sp. PABB004]	PSC72157.1 structural maintenance of chromosomes 4 [Micractinium conductrix]
OG0002951	KAF8071317.1 SAC1 [Scenedesmus sp. PABB004]	PSC75191.1 phosphoinositide phosphatase SAC1 [Micractinium conductrix]
OG0002952	KAF8071079.1 hypothetical protein HT031_001161 [Scenedesmus sp. PABB004]	PSC74438.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Micractinium conductrix]
OG0002953	KAF8069567.1 POX1 [Scenedesmus sp. PABB004]	PSC75640.1 Protoporphyrinogen oxidase chloroplastic [Micractinium conductrix]
OG0002954	KAF8070994.1 RPS24B [Scenedesmus sp. PABB004]	PSC72248.1 40S ribosomal S24 [Micractinium conductrix]
OG0002956	KAF8071065.1 SMC3 [Scenedesmus sp. PABB004]	PSC68878.1 structural maintenance of chromosomes 3 [Micractinium conductrix]
OG0002957	KAF8072444.1 hypothetical protein HT031_000103 [Scenedesmus sp. PABB004]	PSC73929.1 HEAT repeat-containing 5B isoform X2 [Micractinium conductrix]
OG0002959	KAF8061391.1 ileS [Scenedesmus sp. PABB004]	PSC70632.1 isoleucine-tRNA ligase [Micractinium conductrix]
OG0002960	KAF8060067.1 POLR3B [Scenedesmus sp. PABB004]	PSC73428.1 DNA-directed RNA polymerase III subunit RPC2 [Micractinium conductrix]
OG0002961	KAF8058467.1 MAP1A [Scenedesmus sp. PABB004]	PSC73465.1 Methionine aminopeptidase 1A [Micractinium conductrix]
OG0002962	KAF8072901.1 GDI2 [Scenedesmus sp. PABB004]	PSC69885.1 Rab GDP dissociation inhibitor [Micractinium conductrix]
OG0002963	KAF8072491.1 hypothetical protein HT031_000150 [Scenedesmus sp. PABB004]	PSC69402.1 symplekin isoform X2 [Micractinium conductrix]
OG0002966	KAF8065610.1 Lrrc47 [Scenedesmus sp. PABB004]	PSC69333.1 2-oxoglutarate _2OG_ and Fe_II_-dependent oxygenase superfamily [Micractinium conductrix]
OG0002967	KAF8058081.1 rlmN [Scenedesmus sp. PABB004]	PSC69050.1 Ribosomal RNA large subunit methyltransferase N [Micractinium conductrix], PSC70785.1 radical SAM domain-containing [Micractinium conductrix]
OG0002968	KAF8073012.1 TIM21 [Scenedesmus sp. PABB004]	PSC67232.1 putative mitochondrial import inner membrane translocase subunit TIM21 isoform A [Micractinium conductrix], PSC67233.1 putative mitochondrial import inner membrane translocase subunit TIM21 isoform B [Micractinium conductrix]
OG0002970	KAF8069467.1 hypothetical protein HT031_001583 [Scenedesmus sp. PABB004]	PSC73032.1 sulfite mitochondrial [Micractinium conductrix]
OG0002971	KAF8058833.1 L-lactate permease [Scenedesmus sp. PABB004]	PSC73122.1 cornichon-like protein 1 [Micractinium conductrix]
OG0002972	KAF8061097.1 ALDH22A1 [Scenedesmus sp. PABB004]	PSC73152.1 aldehyde dehydrogenase 22A1-like isoform X1 [Micractinium conductrix]
OG0002973	KAF8071326.1 E1A-binding protein p400 [Scenedesmus sp. PABB004]	PSC73113.1 chromatin modification-related EAF1 B isoform X1 [Micractinium conductrix]
OG0002974	KAF8059176.1 GPAT9 [Scenedesmus sp. PABB004]	PSC73996.1 glycerol-3-phosphate acyltransferase 3-like [Micractinium conductrix]
OG0002975	KAF8072910.1 PUR5 [Scenedesmus sp. PABB004]	PSC75241.1 Phosphoribosylformylglycinamidine cyclo-chloroplastic mitochondrial [Micractinium conductrix]
OG0002978	KAF8057934.1 TFB4 [Scenedesmus sp. PABB004]	PSC74346.1 general transcription factor IIH subunit 3 [Micractinium conductrix]
OG0002979	KAF8063054.1 TXNDC5 [Scenedesmus sp. PABB004]	PSC74330.1 thioredoxin domain-containing 5 [Micractinium conductrix]
OG0002980	KAF8060346.1 NMT1 [Scenedesmus sp. PABB004]	PSC74355.1 phosphoethanolamine N-methyltransferase 1-like [Micractinium conductrix]
OG0002981	KAF8055485.1 IPO5 [Scenedesmus sp. PABB004]	PSC74524.1 ARM repeat-containing [Micractinium conductrix]
OG0002982	KAF8060078.1 hypothetical protein HT031_005017 [Scenedesmus sp. PABB004]	PSC75181.1 FG-GAP repeat-containing family [Micractinium conductrix]
OG0002983	KAF8060061.1 CSN3 [Scenedesmus sp. PABB004]	PSC73531.1 COP9 signalosome complex subunit 3 [Micractinium conductrix]
OG0002984	KAF8071032.1 EGY1 [Scenedesmus sp. PABB004]	PSC74051.1 putative zinc metalloprotease chloroplastic [Micractinium conductrix]
OG0002985	KAF8069680.1 RPL17 [Scenedesmus sp. PABB004]	PSC72793.1 60S ribosomal L17-2 [Micractinium conductrix]
