Orthogroup	Scenedesmus_PABB004	Chlorella_Vulgaris2111P
OG0002135	KAF8056346.1 psmg3 [Scenedesmus sp. PABB004]	KAI3429797.1 hypothetical protein D9Q98_010110 [Chlorella vulgaris]
OG0002136	KAF8062682.1 rnf10 [Scenedesmus sp. PABB004]	KAI3430853.1 hypothetical protein D9Q98_009263 [Chlorella vulgaris], KAI3430854.1 hypothetical protein D9Q98_009263 [Chlorella vulgaris]
OG0002137	KAF8063030.1 KIN17 [Scenedesmus sp. PABB004]	KAI3437921.1 hypothetical protein D9Q98_000366 [Chlorella vulgaris]
OG0002138	KAF8055750.1 CNB1 [Scenedesmus sp. PABB004]	KAI3436824.1 hypothetical protein D9Q98_006234 [Chlorella vulgaris]
OG0002139	KAF8065433.1 RPL10A [Scenedesmus sp. PABB004]	KAI3428350.1 hypothetical protein D9Q98_006730 [Chlorella vulgaris]
OG0002140	KAF8072752.1 thylakoid lumenal protein [Scenedesmus sp. PABB004]	KAI3425778.1 hypothetical protein D9Q98_007753 [Chlorella vulgaris], KAI3425780.1 hypothetical protein D9Q98_007755 [Chlorella vulgaris]
OG0002141	KAF8060546.1 RPL6 [Scenedesmus sp. PABB004]	KAI3434789.1 hypothetical protein D9Q98_002847 [Chlorella vulgaris]
OG0002142	KAF8055598.1 SYP52 [Scenedesmus sp. PABB004]	KAI3428835.1 hypothetical protein D9Q98_007652 [Chlorella vulgaris]
OG0002143	KAF8070923.1 hypothetical protein HT031_001004 [Scenedesmus sp. PABB004]	KAI3435918.1 hypothetical protein D9Q98_001976 [Chlorella vulgaris]
OG0002144	KAF8060568.1 MTPC4 [Scenedesmus sp. PABB004]	KAI3429711.1 hypothetical protein D9Q98_005796 [Chlorella vulgaris]
OG0002145	KAF8069425.1 CLPP5 [Scenedesmus sp. PABB004]	KAI3424470.1 hypothetical protein D9Q98_010021 [Chlorella vulgaris]
OG0002146	KAF8072685.1 NADP-dependent 3-hydroxy acid dehydrogenase [Scenedesmus sp. PABB004]	KAI3435927.1 hypothetical protein D9Q98_001985 [Chlorella vulgaris]
OG0002147	KAF8072848.1 rplM [Scenedesmus sp. PABB004]	KAI3436881.1 hypothetical protein D9Q98_006289 [Chlorella vulgaris]
OG0002148	KAF8072519.1 NOP2A [Scenedesmus sp. PABB004]	KAI3428333.1 hypothetical protein D9Q98_006713 [Chlorella vulgaris]
OG0002149	KAF8071262.1 hypothetical protein HT031_001345 [Scenedesmus sp. PABB004]	KAI3438555.1 hypothetical protein D9Q98_000983 [Chlorella vulgaris]
OG0002150	KAF8063728.1 SPAC24B11.05 [Scenedesmus sp. PABB004]	KAI3428344.1 hypothetical protein D9Q98_006724 [Chlorella vulgaris], KAI3428343.1 hypothetical protein D9Q98_006723 [Chlorella vulgaris]
OG0002152	KAF8067374.1 hypothetical protein HT031_002422 [Scenedesmus sp. PABB004]	KAI3436781.1 hypothetical protein D9Q98_006192 [Chlorella vulgaris]
OG0002153	KAF8063799.1 VPS2.1 [Scenedesmus sp. PABB004]	KAI3438831.1 hypothetical protein D9Q98_001248 [Chlorella vulgaris]
OG0002154	KAF8066170.1 VTC5 [Scenedesmus sp. PABB004]	KAI3428367.1 hypothetical protein D9Q98_006747 [Chlorella vulgaris]
OG0002155	KAF8057648.1 CNOT9 [Scenedesmus sp. PABB004]	KAI3436876.1 hypothetical protein D9Q98_006285 [Chlorella vulgaris], KAI3436877.1 hypothetical protein D9Q98_006285 [Chlorella vulgaris]
OG0002156	KAF8072544.1 hypothetical protein HT031_000204 [Scenedesmus sp. PABB004]	KAI3429732.1 hypothetical protein D9Q98_010047 [Chlorella vulgaris]
OG0002157	KAF8057937.1 sgaA [Scenedesmus sp. PABB004]	KAI3429691.1 hypothetical protein D9Q98_005776 [Chlorella vulgaris]
OG0002158	KAF8059986.1 STA1 [Scenedesmus sp. PABB004]	KAI3436782.1 hypothetical protein D9Q98_006193 [Chlorella vulgaris]
OG0002159	KAF8067321.1 Phosphatidylinositol 3-kinase [Scenedesmus sp. PABB004]	KAI3435838.1 hypothetical protein D9Q98_001896 [Chlorella vulgaris]
OG0002160	KAF8071367.1 Eukaryotic translation initiation factor 2 subunit beta [Scenedesmus sp. PABB004]	KAI3430616.1 hypothetical protein D9Q98_005208 [Chlorella vulgaris]
OG0002161	KAF8058319.1 ASA1 [Scenedesmus sp. PABB004]	KAI3425297.1 hypothetical protein D9Q98_009063 [Chlorella vulgaris]
OG0002162	KAF8065432.1 RPL5 [Scenedesmus sp. PABB004]	KAI3424428.1 hypothetical protein D9Q98_009980 [Chlorella vulgaris]
OG0002163	KAF8070905.1 COG8 [Scenedesmus sp. PABB004]	KAI3435879.1 hypothetical protein D9Q98_001937 [Chlorella vulgaris]
OG0002164	KAF8055835.1 Utp20 [Scenedesmus sp. PABB004]	KAI3432285.1 hypothetical protein D9Q98_003845 [Chlorella vulgaris], KAI3438827.1 hypothetical protein D9Q98_001244 [Chlorella vulgaris]
OG0002165	KAF8064499.1 DPE1 [Scenedesmus sp. PABB004]	KAI3434788.1 hypothetical protein D9Q98_002846 [Chlorella vulgaris]
OG0002166	KAF8065837.1 wdr3 [Scenedesmus sp. PABB004]	KAI3435932.1 hypothetical protein D9Q98_001990 [Chlorella vulgaris]
OG0002167	KAF8063855.1 TFIIAy [Scenedesmus sp. PABB004]	KAI3434792.1 hypothetical protein D9Q98_002850 [Chlorella vulgaris]
OG0002168	KAF8072733.1 yrrC [Scenedesmus sp. PABB004]	KAI3435893.1 hypothetical protein D9Q98_001951 [Chlorella vulgaris]
OG0002169	KAF8071218.1 TIF3A1 [Scenedesmus sp. PABB004]	KAI3438410.1 hypothetical protein D9Q98_000841 [Chlorella vulgaris]
OG0002170	KAF8057745.1 Dzip1l [Scenedesmus sp. PABB004]	KAI3428685.1 hypothetical protein D9Q98_007508 [Chlorella vulgaris]
OG0002171	KAF8062674.1 hypothetical protein HT031_004003 [Scenedesmus sp. PABB004]	KAI3426103.1 hypothetical protein D9Q98_008071 [Chlorella vulgaris]
OG0002172	KAF8060617.1 RPL32A [Scenedesmus sp. PABB004]	KAI3428683.1 hypothetical protein D9Q98_007506 [Chlorella vulgaris]
OG0002173	KAF8072928.1 SKD1 [Scenedesmus sp. PABB004]	KAI3428690.1 hypothetical protein D9Q98_007513 [Chlorella vulgaris]
OG0002174	KAF8073047.1 SLP1 [Scenedesmus sp. PABB004]	KAI3426085.1 hypothetical protein D9Q98_008053 [Chlorella vulgaris]
OG0002175	KAF8057119.1 diphthine methyl ester synthase [Scenedesmus sp. PABB004]	KAI3426102.1 hypothetical protein D9Q98_008070 [Chlorella vulgaris]
OG0002176	KAF8069474.1 COX10 [Scenedesmus sp. PABB004]	KAI3428753.1 hypothetical protein D9Q98_007575 [Chlorella vulgaris]
OG0002177	KAF8069441.1 KPNB1 [Scenedesmus sp. PABB004]	KAI3428693.1 hypothetical protein D9Q98_007516 [Chlorella vulgaris]
OG0002178	KAF8060335.1 BAMY2 [Scenedesmus sp. PABB004]	KAI3438269.1 hypothetical protein D9Q98_000704 [Chlorella vulgaris]
OG0002179	KAF8062947.1 MOS4 [Scenedesmus sp. PABB004]	KAI3428653.1 hypothetical protein D9Q98_007476 [Chlorella vulgaris]
OG0002180	KAF8072777.1 trappc5 [Scenedesmus sp. PABB004]	KAI3426076.1 hypothetical protein D9Q98_008044 [Chlorella vulgaris]
OG0002181	KAF8072593.1 transcriptional regulatory protein [Scenedesmus sp. PABB004]	KAI3428658.1 hypothetical protein D9Q98_007481 [Chlorella vulgaris]
OG0002182	KAF8072565.1 putative Golgi aparatus membrane protein [Scenedesmus sp. PABB004]	KAI3436708.1 hypothetical protein D9Q98_006123 [Chlorella vulgaris]
OG0002183	KAF8070907.1 atpaf1 [Scenedesmus sp. PABB004], KAF8055389.1 hypothetical protein HT031_006756 [Scenedesmus sp. PABB004]	KAI3424858.1 hypothetical protein D9Q98_008242 [Chlorella vulgaris]
OG0002184	KAF8057660.1 FTSH8 [Scenedesmus sp. PABB004]	KAI3436769.1 hypothetical protein D9Q98_006181 [Chlorella vulgaris]
OG0002185	KAF8068376.1 RPL4 [Scenedesmus sp. PABB004]	KAI3424856.1 hypothetical protein D9Q98_008240 [Chlorella vulgaris]
OG0002186	KAF8056846.1 GC1 [Scenedesmus sp. PABB004]	KAI3433684.1 hypothetical protein D9Q98_003493 [Chlorella vulgaris]
OG0002190	KAF8066300.1 Necap2 [Scenedesmus sp. PABB004]	KAI3433672.1 hypothetical protein D9Q98_003481 [Chlorella vulgaris]
OG0002191	KAF8071357.1 tRNA _guanine_26_-N_2__-dimethyltransferase 1 [Scenedesmus sp. PABB004]	KAI3433700.1 hypothetical protein D9Q98_003509 [Chlorella vulgaris]
OG0002192	KAF8071183.1 FKBP16-3 [Scenedesmus sp. PABB004]	KAI3434903.1 hypothetical protein D9Q98_002957 [Chlorella vulgaris]
OG0002195	KAF8056245.1 hypothetical protein HT031_006433 [Scenedesmus sp. PABB004]	KAI3439114.1 hypothetical protein D9Q98_001523 [Chlorella vulgaris]
OG0002197	KAF8067290.1 cyclin-C1-1 [Scenedesmus sp. PABB004]	KAI3428498.1 hypothetical protein D9Q98_007322 [Chlorella vulgaris]
OG0002198	KAF8065754.1 hypothetical protein HT031_002814 [Scenedesmus sp. PABB004], KAF8060105.1 hypothetical protein HT031_005044 [Scenedesmus sp. PABB004]	KAI3435822.1 hypothetical protein D9Q98_001880 [Chlorella vulgaris]
OG0002199	KAF8060582.1 rhodanese-like domain-containing protein 14 [Scenedesmus sp. PABB004]	KAI3425263.1 hypothetical protein D9Q98_009031 [Chlorella vulgaris]
OG0002201	KAF8071116.1 DCAF13 [Scenedesmus sp. PABB004]	KAI3430661.1 hypothetical protein D9Q98_005253 [Chlorella vulgaris]
OG0002203	KAF8062935.1 PDR2 [Scenedesmus sp. PABB004]	KAI3428077.1 hypothetical protein D9Q98_006461 [Chlorella vulgaris]
OG0002204	KAF8067419.1 SKIP31 [Scenedesmus sp. PABB004]	KAI3428046.1 hypothetical protein D9Q98_006432 [Chlorella vulgaris], KAI3428047.1 hypothetical protein D9Q98_006432 [Chlorella vulgaris]
OG0002205	KAF8056234.1 CAF1-7 [Scenedesmus sp. PABB004]	KAI3432625.1 hypothetical protein D9Q98_004171 [Chlorella vulgaris]
OG0002206	KAF8072655.1 TGD1 [Scenedesmus sp. PABB004]	KAI3425205.1 hypothetical protein D9Q98_008973 [Chlorella vulgaris]
OG0002207	KAF8072983.1 Nup98-96 [Scenedesmus sp. PABB004]	KAI3428463.1 hypothetical protein D9Q98_007288 [Chlorella vulgaris], KAI3428462.1 hypothetical protein D9Q98_007288 [Chlorella vulgaris]
OG0002208	KAF8072413.1 SERAC1 [Scenedesmus sp. PABB004]	KAI3425258.1 hypothetical protein D9Q98_009026 [Chlorella vulgaris]
OG0002209	KAF8071041.1 ATE1 [Scenedesmus sp. PABB004]	KAI3425381.1 hypothetical protein D9Q98_009145 [Chlorella vulgaris]
OG0002210	KAF8072992.1 hypothetical protein HT031_000652 [Scenedesmus sp. PABB004]	KAI3430425.1 hypothetical protein D9Q98_005020 [Chlorella vulgaris]
OG0002211	KAF8072888.1 hypothetical protein HT031_000548 [Scenedesmus sp. PABB004]	KAI3435958.1 hypothetical protein D9Q98_002016 [Chlorella vulgaris]
OG0002212	KAF8057738.1 hypothetical protein HT031_005922 [Scenedesmus sp. PABB004]	KAI3427057.1 hypothetical protein D9Q98_006997 [Chlorella vulgaris]
OG0002213	KAF8072408.1 pip [Scenedesmus sp. PABB004]	KAI3433936.1 hypothetical protein D9Q98_003738 [Chlorella vulgaris]
OG0002214	KAF8062016.1 hypothetical protein HT031_004276 [Scenedesmus sp. PABB004]	KAI3435957.1 hypothetical protein D9Q98_002015 [Chlorella vulgaris]
OG0002215	KAF8069420.1 RPS17 [Scenedesmus sp. PABB004]	KAI3428082.1 hypothetical protein D9Q98_006466 [Chlorella vulgaris]
OG0002216	KAF8056147.1 Eif2d [Scenedesmus sp. PABB004]	KAI3430409.1 hypothetical protein D9Q98_005004 [Chlorella vulgaris]
OG0002217	KAF8065729.1 alpha-mannosidase [Scenedesmus sp. PABB004]	KAI3425119.1 hypothetical protein D9Q98_008891 [Chlorella vulgaris]
OG0002218	KAF8071155.1 RH17 [Scenedesmus sp. PABB004]	KAI3429249.1 hypothetical protein D9Q98_005346 [Chlorella vulgaris]
OG0002219	KAF8072607.1 hypothetical protein HT031_000267 [Scenedesmus sp. PABB004]	KAI3424991.1 hypothetical protein D9Q98_008372 [Chlorella vulgaris]
OG0002220	KAF8064671.1 protein phosphatase 2C 15 [Scenedesmus sp. PABB004]	KAI3430416.1 hypothetical protein D9Q98_005011 [Chlorella vulgaris]
OG0002221	KAF8057275.1 hypothetical protein HT031_006083 [Scenedesmus sp. PABB004]	KAI3430410.1 hypothetical protein D9Q98_005005 [Chlorella vulgaris]
OG0002222	KAF8056769.1 PHOS34 [Scenedesmus sp. PABB004]	KAI3425264.1 hypothetical protein D9Q98_009032 [Chlorella vulgaris]
OG0002223	KAF8072731.1 P23-1 [Scenedesmus sp. PABB004]	KAI3432351.1 hypothetical protein D9Q98_003908 [Chlorella vulgaris]
OG0002224	KAF8063870.1 vacuolar iron transporter 4 [Scenedesmus sp. PABB004]	KAI3433651.1 hypothetical protein D9Q98_003460 [Chlorella vulgaris]
OG0002225	KAF8070977.1 Trip4 [Scenedesmus sp. PABB004]	KAI3435827.1 hypothetical protein D9Q98_001885 [Chlorella vulgaris]
OG0002226	KAF8065575.1 hypothetical protein HT031_003176 [Scenedesmus sp. PABB004]	KAI3433886.1 hypothetical protein D9Q98_003688 [Chlorella vulgaris]
OG0002227	KAF8059459.1 purF [Scenedesmus sp. PABB004]	KAI3433830.1 hypothetical protein D9Q98_003634 [Chlorella vulgaris]
OG0002228	KAF8072433.1 FCF1 [Scenedesmus sp. PABB004]	KAI3433827.1 hypothetical protein D9Q98_003631 [Chlorella vulgaris]
OG0002229	KAF8072432.1 mrd1 [Scenedesmus sp. PABB004]	KAI3433828.1 hypothetical protein D9Q98_003632 [Chlorella vulgaris]
OG0002230	KAF8055469.1 TTC28 [Scenedesmus sp. PABB004]	KAI3433792.1 hypothetical protein D9Q98_003597 [Chlorella vulgaris]
OG0002231	KAF8073249.1 PLP3B [Scenedesmus sp. PABB004]	KAI3424886.1 hypothetical protein D9Q98_008270 [Chlorella vulgaris]
OG0002232	KAF8060563.1 DBR1 [Scenedesmus sp. PABB004]	KAI3428714.1 hypothetical protein D9Q98_007538 [Chlorella vulgaris]
OG0002233	KAF8062991.1 hypothetical protein HT031_003830 [Scenedesmus sp. PABB004]	KAI3426393.1 hypothetical protein D9Q98_008764 [Chlorella vulgaris]
OG0002234	KAF8073058.1 celI [Scenedesmus sp. PABB004]	KAI3439124.1 hypothetical protein D9Q98_001532 [Chlorella vulgaris]
OG0002235	KAF8072765.1 Brix domain-containing protein [Scenedesmus sp. PABB004]	KAI3426378.1 hypothetical protein D9Q98_008749 [Chlorella vulgaris]
OG0002236	KAF8056849.1 ncapd2 [Scenedesmus sp. PABB004]	KAI3434761.1 hypothetical protein D9Q98_002821 [Chlorella vulgaris]
OG0002237	KAF8072457.1 CARM1 [Scenedesmus sp. PABB004]	KAI3426336.1 hypothetical protein D9Q98_008709 [Chlorella vulgaris]
OG0002238	KAF8061118.1 RPN7 [Scenedesmus sp. PABB004]	KAI3429495.1 hypothetical protein D9Q98_005584 [Chlorella vulgaris]
OG0002241	KAF8063681.1 RPS14 [Scenedesmus sp. PABB004]	KAI3424970.1 hypothetical protein D9Q98_008351 [Chlorella vulgaris]
OG0002243	KAF8062710.1 ctps [Scenedesmus sp. PABB004]	KAI3426099.1 hypothetical protein D9Q98_008067 [Chlorella vulgaris]
OG0002244	KAF8055919.1 hypothetical protein HT031_006558 [Scenedesmus sp. PABB004]	KAI3439132.1 hypothetical protein D9Q98_001540 [Chlorella vulgaris], KAI3439011.1 hypothetical protein D9Q98_001423 [Chlorella vulgaris], KAI3439130.1 hypothetical protein D9Q98_001538 [Chlorella vulgaris]
OG0002245	KAF8069442.1 Elongation factor 2 [Scenedesmus sp. PABB004]	KAI3426362.1 hypothetical protein D9Q98_008734 [Chlorella vulgaris]
OG0002246	KAF8057251.1 TIC56 [Scenedesmus sp. PABB004]	KAI3434960.1 hypothetical protein D9Q98_003014 [Chlorella vulgaris]
OG0002247	KAF8059404.1 FTSJ1 [Scenedesmus sp. PABB004]	KAI3438636.1 hypothetical protein D9Q98_001058 [Chlorella vulgaris]
OG0002248	KAF8056355.1 UBP11 [Scenedesmus sp. PABB004], KAF8072770.1 UBP11 [Scenedesmus sp. PABB004]	KAI3426088.1 hypothetical protein D9Q98_008056 [Chlorella vulgaris]
OG0002249	KAF8056105.1 protein phosphatase 2C 45 [Scenedesmus sp. PABB004]	KAI3424897.1 hypothetical protein D9Q98_008281 [Chlorella vulgaris]
OG0002250	KAF8066267.1 G patch domain-containing protein [Scenedesmus sp. PABB004]	KAI3424986.1 hypothetical protein D9Q98_008367 [Chlorella vulgaris]
OG0002251	KAF8069423.1 GRV2 [Scenedesmus sp. PABB004]	KAI3431469.1 hypothetical protein D9Q98_004521 [Chlorella vulgaris]
OG0002252	KAF8060074.1 ASHH1 [Scenedesmus sp. PABB004]	KAI3438073.1 hypothetical protein D9Q98_000515 [Chlorella vulgaris]
OG0002254	KAF8061107.1 RDH14 [Scenedesmus sp. PABB004]	KAI3437668.1 hypothetical protein D9Q98_000118 [Chlorella vulgaris]
OG0002256	KAF8071225.1 SPAC17A2.02c [Scenedesmus sp. PABB004]	KAI3431524.1 hypothetical protein D9Q98_004574 [Chlorella vulgaris]
OG0002257	KAF8072773.1 RCL1 [Scenedesmus sp. PABB004]	KAI3429824.1 hypothetical protein D9Q98_010137 [Chlorella vulgaris]
OG0002258	KAF8060517.1 prpf38b [Scenedesmus sp. PABB004]	KAI3425262.1 hypothetical protein D9Q98_009030 [Chlorella vulgaris]
OG0002259	KAF8072679.1 trim33 [Scenedesmus sp. PABB004]	KAI3424389.1 hypothetical protein D9Q98_009942 [Chlorella vulgaris]
OG0002261	KAF8062729.1 hypothetical protein HT031_004059 [Scenedesmus sp. PABB004]	KAI3430844.1 hypothetical protein D9Q98_009255 [Chlorella vulgaris]
OG0002262	KAF8069620.1 RANGAP1 [Scenedesmus sp. PABB004]	KAI3427130.1 hypothetical protein D9Q98_007067 [Chlorella vulgaris]
OG0002263	KAF8072542.1 METTL7A [Scenedesmus sp. PABB004]	KAI3427007.1 hypothetical protein D9Q98_006950 [Chlorella vulgaris]
OG0002264	KAF8065476.1 lysine-specific demethylase [Scenedesmus sp. PABB004]	KAI3428014.1 hypothetical protein D9Q98_006400 [Chlorella vulgaris]
OG0002265	KAF8058844.1 hypothetical protein HT031_005412 [Scenedesmus sp. PABB004], KAF8062918.1 Lhcb4 [Scenedesmus sp. PABB004]	KAI3424238.1 hypothetical protein D9Q98_009594 [Chlorella vulgaris]
OG0002267	KAF8059385.1 NEK6 [Scenedesmus sp. PABB004]	KAI3433295.1 hypothetical protein D9Q98_003114 [Chlorella vulgaris]
OG0002268	KAF8059714.1 extracellular metalloprotease [Scenedesmus sp. PABB004], KAF8071238.1 MEP1 [Scenedesmus sp. PABB004]	KAI3431865.1 hypothetical protein D9Q98_010616 [Chlorella vulgaris]
OG0002270	KAF8069625.1 TFB2 [Scenedesmus sp. PABB004]	KAI3435634.1 hypothetical protein D9Q98_001693 [Chlorella vulgaris]
OG0002273	KAF8062908.1 ATP2 [Scenedesmus sp. PABB004]	KAI3439110.1 hypothetical protein D9Q98_001519 [Chlorella vulgaris]
OG0002273	KAF8054435.1 atpB _chloroplast_ [Scenedesmus sp. PABB004]	KAI3423545.1 hypothetical protein D9Q98_010727 _chloroplast_ [Chlorella vulgaris]
OG0002274	KAF8057117.1 SAE1A [Scenedesmus sp. PABB004]	KAI3438249.1 hypothetical protein D9Q98_000686 [Chlorella vulgaris]
OG0002275	KAF8073151.1 DEAD-box ATP-dependent RNA helicase 5 [Scenedesmus sp. PABB004]	KAI3431622.1 hypothetical protein D9Q98_004671 [Chlorella vulgaris]
OG0002276	KAF8064493.1 uvrD [Scenedesmus sp. PABB004]	KAI3430665.1 hypothetical protein D9Q98_005257 [Chlorella vulgaris]
OG0002277	KAF8058293.1 SPAC3A11.07 [Scenedesmus sp. PABB004]	KAI3438808.1 hypothetical protein D9Q98_001225 [Chlorella vulgaris]
OG0002278	KAF8073132.1 SRT2 [Scenedesmus sp. PABB004]	KAI3438783.1 hypothetical protein D9Q98_001200 [Chlorella vulgaris], KAI3438787.1 hypothetical protein D9Q98_001204 [Chlorella vulgaris]
OG0002280	KAF8068425.1 UTR3 [Scenedesmus sp. PABB004]	KAI3436633.1 hypothetical protein D9Q98_006049 [Chlorella vulgaris]
OG0002281	KAF8067393.1 MER3 [Scenedesmus sp. PABB004]	KAI3436619.1 hypothetical protein D9Q98_006036 [Chlorella vulgaris]
OG0002282	KAF8065811.1 TL20.3 [Scenedesmus sp. PABB004]	KAI3435966.1 hypothetical protein D9Q98_002024 [Chlorella vulgaris]
OG0002285	KAF8063794.1 UGE5 [Scenedesmus sp. PABB004]	KAI3424909.1 hypothetical protein D9Q98_008293 [Chlorella vulgaris], KAI3436791.1 hypothetical protein D9Q98_006202 [Chlorella vulgaris]
OG0002286	KAF8070964.1 RAD4 [Scenedesmus sp. PABB004]	KAI3436863.1 hypothetical protein D9Q98_006273 [Chlorella vulgaris]
OG0002287	KAF8065588.1 hypothetical protein HT031_003189 [Scenedesmus sp. PABB004]	KAI3437786.1 hypothetical protein D9Q98_000233 [Chlorella vulgaris]
OG0002288	KAF8065830.1 ARI1 [Scenedesmus sp. PABB004]	KAI3429520.1 hypothetical protein D9Q98_005609 [Chlorella vulgaris]
OG0002290	KAF8069436.1 DOF3.7 [Scenedesmus sp. PABB004]	KAI3428780.1 hypothetical protein D9Q98_007601 [Chlorella vulgaris]
OG0002291	KAF8057652.1 YPTV4 [Scenedesmus sp. PABB004]	KAI3435518.1 hypothetical protein D9Q98_001584 [Chlorella vulgaris], KAI3435519.1 hypothetical protein D9Q98_001585 [Chlorella vulgaris]
OG0002293	KAF8057655.1 hypothetical protein HT031_006004 [Scenedesmus sp. PABB004]	KAI3424342.1 hypothetical protein D9Q98_009895 [Chlorella vulgaris]
OG0002294	KAF8062089.1 rnhA [Scenedesmus sp. PABB004]	KAI3430309.1 hypothetical protein D9Q98_004905 [Chlorella vulgaris]
OG0002294	KAF8066161.1 hypothetical protein HT031_002483 [Scenedesmus sp. PABB004]	KAI3428090.1 hypothetical protein D9Q98_006473 [Chlorella vulgaris]
OG0002296	KAF8057897.1 hypothetical protein HT031_005843 [Scenedesmus sp. PABB004]	KAI3433778.1 hypothetical protein D9Q98_003583 [Chlorella vulgaris]
OG0002298	KAF8062800.1 glnA [Scenedesmus sp. PABB004]	KAI3423969.1 hypothetical protein D9Q98_009803 [Chlorella vulgaris], KAI3430831.1 hypothetical protein D9Q98_009242 [Chlorella vulgaris]
OG0002299	KAF8061998.1 Proteasome subunit beta type-6 [Scenedesmus sp. PABB004]	KAI3423909.1 hypothetical protein D9Q98_009743 [Chlorella vulgaris]
OG0002301	KAF8070933.1 HMA2 [Scenedesmus sp. PABB004]	KAI3436440.1 hypothetical protein D9Q98_005857 [Chlorella vulgaris]
OG0002303	KAF8066212.1 hypothetical protein HT031_002534 [Scenedesmus sp. PABB004]	KAI3431654.1 hypothetical protein D9Q98_004701 [Chlorella vulgaris], KAI3431655.1 hypothetical protein D9Q98_004702 [Chlorella vulgaris]
OG0002305	KAF8067258.1 acyl-protein thioesterase 1 [Scenedesmus sp. PABB004]	KAI3431667.1 hypothetical protein D9Q98_004714 [Chlorella vulgaris]
OG0002308	KAF8065903.1 HM13 [Scenedesmus sp. PABB004]	KAI3431820.1 hypothetical protein D9Q98_010573 [Chlorella vulgaris], KAI3423304.1 hypothetical protein D9Q98_010673_ partial [Chlorella vulgaris], KAI3423309.1 hypothetical protein D9Q98_010678 [Chlorella vulgaris], KAI3431818.1 hypothetical protein D9Q98_010571 [Chlorella vulgaris]
OG0002311	KAF8056138.1 bcsA [Scenedesmus sp. PABB004], KAF8058942.1 bcsA [Scenedesmus sp. PABB004]	KAI3436810.1 hypothetical protein D9Q98_006220 [Chlorella vulgaris]
OG0002312	KAF8062066.1 carboxypeptidase S-like 2 [Scenedesmus sp. PABB004]	KAI3425951.1 hypothetical protein D9Q98_007921 [Chlorella vulgaris]
OG0002314	KAF8065706.1 hypothetical protein HT031_002766 [Scenedesmus sp. PABB004]	KAI3431352.1 hypothetical protein D9Q98_004410 [Chlorella vulgaris]
OG0002317	KAF8073238.1 SPAC5H10.03 [Scenedesmus sp. PABB004]	KAI3427982.1 hypothetical protein D9Q98_006371 [Chlorella vulgaris], KAI3429231.1 hypothetical protein D9Q98_005330 [Chlorella vulgaris]
OG0002318	KAF8057749.1 hypothetical protein HT031_005933 [Scenedesmus sp. PABB004]	KAI3426152.1 hypothetical protein D9Q98_008529 [Chlorella vulgaris]
OG0002320	KAF8072830.1 NAA40 [Scenedesmus sp. PABB004]	KAI3425014.1 hypothetical protein D9Q98_008396 [Chlorella vulgaris], KAI3428042.1 hypothetical protein D9Q98_006428 [Chlorella vulgaris]
OG0002323	KAF8056224.1 MSH5 [Scenedesmus sp. PABB004]	KAI3426872.1 hypothetical protein D9Q98_006818 [Chlorella vulgaris]
