Orthogroup	Chlorella_VariabilisNC64A	Coccomyxa_SubellipsoideaC169
OG0002098	XP_005846236.1 hypothetical protein CHLNCDRAFT_135519 [Chlorella variabilis]	EIE21079.1 COP-II coat subunit [Coccomyxa subellipsoidea C-169]
OG0002099	XP_005844334.1 hypothetical protein CHLNCDRAFT_49107 [Chlorella variabilis]	EIE25711.1 threonyl-tRNA synthetase [Coccomyxa subellipsoidea C-169], EIE24047.1 threonyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0002100	XP_005842903.1 hypothetical protein CHLNCDRAFT_37683 [Chlorella variabilis]	EIE19872.1 amino acid transporter [Coccomyxa subellipsoidea C-169]
OG0002101	XP_005850461.1 hypothetical protein CHLNCDRAFT_142432 [Chlorella variabilis], XP_005850460.1 hypothetical protein CHLNCDRAFT_142431 [Chlorella variabilis], XP_005850462.1 hypothetical protein CHLNCDRAFT_142433 [Chlorella variabilis]	EIE20408.1 hypothetical protein COCSUDRAFT_67348 [Coccomyxa subellipsoidea C-169]
OG0002102	XP_005846184.1 hypothetical protein CHLNCDRAFT_25335_ partial [Chlorella variabilis]	EIE27071.1 retrieval of early ER protein Rer1 [Coccomyxa subellipsoidea C-169]
OG0002103	XP_005844488.1 hypothetical protein CHLNCDRAFT_138837 [Chlorella variabilis]	EIE24888.1 acyl-CoA dehydrogenase NM domain-like protein [Coccomyxa subellipsoidea C-169]
OG0002104	XP_005844600.1 hypothetical protein CHLNCDRAFT_9304_ partial [Chlorella variabilis]	EIE24792.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002105	XP_005847315.1 hypothetical protein CHLNCDRAFT_48854 [Chlorella variabilis]	EIE23138.1 ribosomal protein L5 [Coccomyxa subellipsoidea C-169]
OG0002106	XP_005846192.1 ATP/ADP translocator [Chlorella variabilis]	EIE27090.1 ADP_ATP carrier protein [Coccomyxa subellipsoidea C-169], EIE27091.1 ADP_ATP carrier protein [Coccomyxa subellipsoidea C-169]
OG0002107	XP_005846620.1 hypothetical protein CHLNCDRAFT_135247 [Chlorella variabilis], XP_005842645.1 hypothetical protein CHLNCDRAFT_139643 [Chlorella variabilis]	EIE20558.1 exocyst complex component Sec6 [Coccomyxa subellipsoidea C-169]
OG0002108	XP_005847437.1 hypothetical protein CHLNCDRAFT_35601 [Chlorella variabilis], XP_005847311.1 hypothetical protein CHLNCDRAFT_52583 [Chlorella variabilis]	EIE19110.1 pyruvate decarboxylase [Coccomyxa subellipsoidea C-169]
OG0002109	XP_005849381.1 hypothetical protein CHLNCDRAFT_57427 [Chlorella variabilis]	EIE23353.1 E1 subunit of 2-oxoglutarate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0002110	XP_005849193.1 hypothetical protein CHLNCDRAFT_57434 [Chlorella variabilis]	EIE26133.1 DNA repair helicase rad25 [Coccomyxa subellipsoidea C-169]
OG0002111	XP_005843494.1 hypothetical protein CHLNCDRAFT_141018 [Chlorella variabilis]	EIE26300.1 hypothetical protein COCSUDRAFT_52293 [Coccomyxa subellipsoidea C-169], EIE26312.1 TRAUB-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002112	XP_005850467.1 hypothetical protein CHLNCDRAFT_57155 [Chlorella variabilis]	EIE25512.1 ribosomal protein L27 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002113	XP_005843506.1 hypothetical protein CHLNCDRAFT_55161 [Chlorella variabilis]	EIE26299.1 peptidase C19_ ubiquitin carboxyl-terminal hydrolase 2 [Coccomyxa subellipsoidea C-169], EIE26303.1 hypothetical protein COCSUDRAFT_58843 [Coccomyxa subellipsoidea C-169]
OG0002114	XP_005843502.1 hypothetical protein CHLNCDRAFT_141033 [Chlorella variabilis]	EIE26457.1 hypothetical protein COCSUDRAFT_46095 [Coccomyxa subellipsoidea C-169]
OG0002115	XP_005845371.1 hypothetical protein CHLNCDRAFT_53969 [Chlorella variabilis]	EIE21592.1 serine decarboxylase [Coccomyxa subellipsoidea C-169]
OG0002116	XP_005850349.1 hypothetical protein CHLNCDRAFT_30080_ partial [Chlorella variabilis]	EIE25472.1 DEAD-box RNA helicase [Coccomyxa subellipsoidea C-169]
OG0002117	XP_005847500.1 hypothetical protein CHLNCDRAFT_134503 [Chlorella variabilis]	EIE25372.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002118	XP_005845501.1 hypothetical protein CHLNCDRAFT_137199 [Chlorella variabilis]	EIE21177.1 hypothetical protein COCSUDRAFT_48305 [Coccomyxa subellipsoidea C-169]
OG0002119	XP_005850362.1 hypothetical protein CHLNCDRAFT_14565_ partial [Chlorella variabilis]	EIE18666.1 cytochrome b5 [Coccomyxa subellipsoidea C-169]
OG0002120	XP_005845488.1 hypothetical protein CHLNCDRAFT_137169 [Chlorella variabilis]	EIE21637.1 hypothetical protein COCSUDRAFT_30131 [Coccomyxa subellipsoidea C-169]
OG0002121	XP_005850359.1 hypothetical protein CHLNCDRAFT_142199 [Chlorella variabilis]	EIE25585.1 glutamate 5-kinase [Coccomyxa subellipsoidea C-169]
OG0002122	XP_005845363.1 hypothetical protein CHLNCDRAFT_32290 [Chlorella variabilis]	EIE21500.1 ERD2 protein [Coccomyxa subellipsoidea C-169]
OG0002123	XP_005845456.1 hypothetical protein CHLNCDRAFT_56279 [Chlorella variabilis]	EIE21616.1 hydroxyacylglutathione hydrolase [Coccomyxa subellipsoidea C-169]
OG0002124	XP_005850376.1 hypothetical protein CHLNCDRAFT_8434_ partial [Chlorella variabilis]	EIE25013.1 GTP-binding protein Obg/CgtA [Coccomyxa subellipsoidea C-169]
OG0002125	XP_005850130.1 hypothetical protein CHLNCDRAFT_20219 [Chlorella variabilis], XP_005850131.1 hypothetical protein CHLNCDRAFT_142237 [Chlorella variabilis]	EIE25327.1 hypothetical protein COCSUDRAFT_61549 [Coccomyxa subellipsoidea C-169]
OG0002127	XP_005847214.1 hypothetical protein CHLNCDRAFT_35880 [Chlorella variabilis]	EIE27430.1 vacuolar H+ ATPase V1 sector_ subunit C [Coccomyxa subellipsoidea C-169]
OG0002128	XP_005852230.1 hypothetical protein CHLNCDRAFT_56582 [Chlorella variabilis]	EIE24677.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0002129	XP_005844724.1 hypothetical protein CHLNCDRAFT_54354 [Chlorella variabilis]	EIE24362.1 DUF541-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002130	XP_005851972.1 hypothetical protein CHLNCDRAFT_33715 [Chlorella variabilis]	EIE24366.1 ATP-dependent protease La [Coccomyxa subellipsoidea C-169]
OG0002131	XP_005852270.1 hypothetical protein CHLNCDRAFT_33701 [Chlorella variabilis]	EIE20752.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002132	XP_005848592.1 hypothetical protein CHLNCDRAFT_22033 [Chlorella variabilis]	EIE19946.1 mitochondrial carrier_ partial [Coccomyxa subellipsoidea C-169], EIE23609.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]
OG0002133	XP_005844905.1 hypothetical protein CHLNCDRAFT_26412_ partial [Chlorella variabilis]	EIE23610.1 peptidase M14_ carboxypeptidase A [Coccomyxa subellipsoidea C-169]
OG0002134	XP_005851967.1 hypothetical protein CHLNCDRAFT_133685 [Chlorella variabilis]	EIE24341.1 hypothetical protein COCSUDRAFT_14707 [Coccomyxa subellipsoidea C-169]
OG0002135	XP_005852251.1 expressed protein [Chlorella variabilis]	EIE24665.1 hypothetical protein COCSUDRAFT_41001 [Coccomyxa subellipsoidea C-169]
OG0002136	XP_005844797.1 expressed protein [Chlorella variabilis]	EIE19732.1 hypothetical protein COCSUDRAFT_44557 [Coccomyxa subellipsoidea C-169]
OG0002137	XP_005848031.1 hypothetical protein CHLNCDRAFT_22710 [Chlorella variabilis]	EIE27664.1 hypothetical protein COCSUDRAFT_11364 [Coccomyxa subellipsoidea C-169]
OG0002138	XP_005850578.1 hypothetical protein CHLNCDRAFT_140496 [Chlorella variabilis]	EIE23968.1 EF-hand [Coccomyxa subellipsoidea C-169]
OG0002139	XP_005850179.1 hypothetical protein CHLNCDRAFT_56045 [Chlorella variabilis]	EIE25331.1 60S ribosomal protein L10a [Coccomyxa subellipsoidea C-169]
OG0002140	XP_005847742.1 expressed protein [Chlorella variabilis]	EIE22928.1 hypothetical protein COCSUDRAFT_53704 [Coccomyxa subellipsoidea C-169]
OG0002141	XP_005849340.1 hypothetical protein CHLNCDRAFT_21468 [Chlorella variabilis]	EIE23255.1 ribosomal protein L6 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002142	XP_005850452.1 hypothetical protein CHLNCDRAFT_59611 [Chlorella variabilis]	EIE25173.1 Qc-snare protein_ Syn8/Syntaxin8-family [Coccomyxa subellipsoidea C-169]
OG0002143	XP_005846429.1 hypothetical protein CHLNCDRAFT_59705 [Chlorella variabilis]	EIE24962.1 hypothetical protein COCSUDRAFT_83654 [Coccomyxa subellipsoidea C-169]
OG0002144	XP_005852223.1 hypothetical protein CHLNCDRAFT_18700 [Chlorella variabilis]	EIE24063.1 hypothetical protein COCSUDRAFT_28593 [Coccomyxa subellipsoidea C-169]
OG0002145	XP_005843157.1 hypothetical protein CHLNCDRAFT_141566 [Chlorella variabilis]	EIE20718.1 hypothetical protein COCSUDRAFT_37603 [Coccomyxa subellipsoidea C-169]
OG0002146	XP_005846425.1 hypothetical protein CHLNCDRAFT_53139 [Chlorella variabilis]	EIE21163.1 NAD_P_-binding protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002147	XP_005850839.1 hypothetical protein CHLNCDRAFT_19927_ partial [Chlorella variabilis]	EIE26729.1 ribosomal protein L13 [Coccomyxa subellipsoidea C-169]
OG0002148	XP_005850426.1 hypothetical protein CHLNCDRAFT_30164_ partial [Chlorella variabilis]	EIE25530.1 hypothetical protein COCSUDRAFT_28078_ partial [Coccomyxa subellipsoidea C-169], EIE25531.1 NOL1/NOP2/sun family putative RNA met [Coccomyxa subellipsoidea C-169]
OG0002149	XP_005849527.1 hypothetical protein CHLNCDRAFT_20952 [Chlorella variabilis]	EIE20471.1 hypothetical protein COCSUDRAFT_48524 [Coccomyxa subellipsoidea C-169]
OG0002150	XP_005850177.1 hypothetical protein CHLNCDRAFT_11898_ partial [Chlorella variabilis]	EIE25079.1 hypothetical protein COCSUDRAFT_32551 [Coccomyxa subellipsoidea C-169]
OG0002152	XP_005850597.1 hypothetical protein CHLNCDRAFT_56881 [Chlorella variabilis]	EIE27019.1 hypothetical protein COCSUDRAFT_83578 [Coccomyxa subellipsoidea C-169]
OG0002153	XP_005849915.1 hypothetical protein CHLNCDRAFT_30464_ partial [Chlorella variabilis]	EIE23969.1 subunit of the ESCRT-III complex [Coccomyxa subellipsoidea C-169]
OG0002154	XP_005850444.1 hypothetical protein CHLNCDRAFT_57139 [Chlorella variabilis]	EIE25307.1 hypothetical protein COCSUDRAFT_13851 [Coccomyxa subellipsoidea C-169]
OG0002155	XP_005850551.1 hypothetical protein CHLNCDRAFT_140433 [Chlorella variabilis]	EIE26789.1 Rcd1-like protein [Coccomyxa subellipsoidea C-169]
OG0002156	XP_005851901.1 hypothetical protein CHLNCDRAFT_56588 [Chlorella variabilis]	EIE27424.1 hypothetical protein COCSUDRAFT_26724 [Coccomyxa subellipsoidea C-169]
OG0002157	XP_005851882.1 hypothetical protein CHLNCDRAFT_33614 [Chlorella variabilis]	EIE24183.1 serine glyoxylate aminotransferase [Coccomyxa subellipsoidea C-169]
OG0002158	XP_005850880.1 hypothetical protein CHLNCDRAFT_34097 [Chlorella variabilis]	EIE26617.1 hypothetical protein COCSUDRAFT_27128 [Coccomyxa subellipsoidea C-169]
OG0002159	XP_005852294.1 hypothetical protein CHLNCDRAFT_135070_ partial [Chlorella variabilis]	EIE21633.1 phosphatidylinositol 3-kinase [Coccomyxa subellipsoidea C-169]
OG0002160	XP_005844012.1 hypothetical protein CHLNCDRAFT_37108 [Chlorella variabilis]	EIE25598.1 hypothetical protein COCSUDRAFT_22793 [Coccomyxa subellipsoidea C-169]
OG0002161	XP_005845858.1 hypothetical protein CHLNCDRAFT_25481 [Chlorella variabilis]	EIE20262.1 anthranilate synthase component [Coccomyxa subellipsoidea C-169]
OG0002162	XP_005843140.1 hypothetical protein CHLNCDRAFT_37575 [Chlorella variabilis]	EIE19209.1 60S ribosomal protein L5 [Coccomyxa subellipsoidea C-169]
OG0002164	XP_005849914.1 hypothetical protein CHLNCDRAFT_51116 [Chlorella variabilis]	EIE23876.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002165	XP_005849136.1 hypothetical protein CHLNCDRAFT_21506 [Chlorella variabilis]	EIE23625.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0002166	XP_005846249.1 hypothetical protein CHLNCDRAFT_36029 [Chlorella variabilis]	EIE21123.1 transducin family protein [Coccomyxa subellipsoidea C-169]
OG0002167	XP_005849133.1 hypothetical protein CHLNCDRAFT_15032_ partial [Chlorella variabilis], XP_005849134.1 hypothetical protein CHLNCDRAFT_15221_ partial [Chlorella variabilis]	EIE23744.1 transcription initiation factor IIA_ gamma subunit [Coccomyxa subellipsoidea C-169]
OG0002168	XP_005846268.1 hypothetical protein CHLNCDRAFT_58250 [Chlorella variabilis]	EIE21726.1 hypothetical protein COCSUDRAFT_83515 [Coccomyxa subellipsoidea C-169]
OG0002169	XP_005849728.1 hypothetical protein CHLNCDRAFT_21333 [Chlorella variabilis]	EIE20453.1 hypothetical protein COCSUDRAFT_30620 [Coccomyxa subellipsoidea C-169]
OG0002170	XP_005847254.1 hypothetical protein CHLNCDRAFT_52479 [Chlorella variabilis]	EIE27235.1 hypothetical protein COCSUDRAFT_38960 [Coccomyxa subellipsoidea C-169]
OG0002171	XP_005844164.1 hypothetical protein CHLNCDRAFT_49120 [Chlorella variabilis]	EIE20839.1 carbamoyl-phosphate synthase [Coccomyxa subellipsoidea C-169]
OG0002172	XP_005847255.1 hypothetical protein CHLNCDRAFT_35552 [Chlorella variabilis]	EIE27280.1 ribosomal protein L32e [Coccomyxa subellipsoidea C-169]
OG0002173	XP_005847253.1 hypothetical protein CHLNCDRAFT_134244 [Chlorella variabilis]	EIE27234.1 AAA-ATPase of VPS4/SKD1 family [Coccomyxa subellipsoidea C-169]
OG0002174	XP_005844156.1 hypothetical protein CHLNCDRAFT_9678_ partial [Chlorella variabilis]	EIE20846.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0002175	XP_005844249.1 hypothetical protein CHLNCDRAFT_54649 [Chlorella variabilis]	EIE20837.1 Diphthine synthase [Coccomyxa subellipsoidea C-169]
OG0002176	XP_005847368.1 hypothetical protein CHLNCDRAFT_23545 [Chlorella variabilis]	EIE25467.1 protoheme IX farnesyltransferase [Coccomyxa subellipsoidea C-169]
OG0002177	XP_005847395.1 hypothetical protein CHLNCDRAFT_134241 [Chlorella variabilis]	EIE27283.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002178	XP_005846868.1 hypothetical protein CHLNCDRAFT_134683 [Chlorella variabilis]	EIE18266.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0002179	XP_005847268.1 hypothetical protein CHLNCDRAFT_35582 [Chlorella variabilis]	EIE27254.1 breast carcinoma amplified sequence 2 [Coccomyxa subellipsoidea C-169]
OG0002180	XP_005844238.1 hypothetical protein CHLNCDRAFT_27224 [Chlorella variabilis]	EIE20891.1 TRAPP I complex [Coccomyxa subellipsoidea C-169]
OG0002181	XP_005847266.1 hypothetical protein CHLNCDRAFT_52504 [Chlorella variabilis]	EIE19834.1 DUF28-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002182	XP_005850913.1 hypothetical protein CHLNCDRAFT_19961 [Chlorella variabilis]	EIE26367.1 DUF846-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002184	XP_005850885.1 hypothetical protein CHLNCDRAFT_140544 [Chlorella variabilis]	EIE26613.1 ATP-dependent metallopeptidase Hfl [Coccomyxa subellipsoidea C-169]
OG0002185	XP_005845097.1 hypothetical protein CHLNCDRAFT_49059 [Chlorella variabilis]	EIE20014.1 plastid ribosomal protein L4 large ribosomal subunit [Coccomyxa subellipsoidea C-169]
OG0002186	XP_005851456.1 hypothetical protein CHLNCDRAFT_10342_ partial [Chlorella variabilis]	EIE27150.1 hypothetical protein COCSUDRAFT_11508_ partial [Coccomyxa subellipsoidea C-169]
OG0002187	XP_005846649.1 hypothetical protein CHLNCDRAFT_24653 [Chlorella variabilis]	EIE20557.1 ARF/SAR superfamily [Coccomyxa subellipsoidea C-169]
OG0002188	XP_005843593.1 expressed protein [Chlorella variabilis]	EIE18281.1 hypothetical protein COCSUDRAFT_60473 [Coccomyxa subellipsoidea C-169]
OG0002189	XP_005847606.1 hypothetical protein CHLNCDRAFT_133903 [Chlorella variabilis]	EIE20796.1 flagellar outer dynein arm light chain 2 [Coccomyxa subellipsoidea C-169]
OG0002190	XP_005851462.1 hypothetical protein CHLNCDRAFT_137817 [Chlorella variabilis]	EIE19797.1 DUF1681-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002191	XP_005851165.1 hypothetical protein CHLNCDRAFT_29505_ partial [Chlorella variabilis]	EIE27147.1 TRM-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002192	XP_005849070.1 hypothetical protein CHLNCDRAFT_21564 [Chlorella variabilis]	EIE23641.1 hypothetical protein COCSUDRAFT_47374 [Coccomyxa subellipsoidea C-169]
OG0002193	XP_005846962.1 hypothetical protein CHLNCDRAFT_58094 [Chlorella variabilis]	EIE27246.1 hypothetical protein COCSUDRAFT_38970 [Coccomyxa subellipsoidea C-169]
OG0002194	XP_005846953.1 hypothetical protein CHLNCDRAFT_17401_ partial [Chlorella variabilis]	EIE27243.1 tubulin folding cofactor B [Coccomyxa subellipsoidea C-169]
OG0002195	XP_005843440.1 hypothetical protein CHLNCDRAFT_141133 [Chlorella variabilis]	EIE19272.1 succinyl-CoA ligase alpha chain [Coccomyxa subellipsoidea C-169]
OG0002196	XP_005843859.1 hypothetical protein CHLNCDRAFT_27467 [Chlorella variabilis]	EIE23052.1 Profilin/allergen [Coccomyxa subellipsoidea C-169]
OG0002197	XP_005847488.1 hypothetical protein CHLNCDRAFT_57989 [Chlorella variabilis]	EIE23087.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002198	XP_005846303.1 hypothetical protein CHLNCDRAFT_14457_ partial [Chlorella variabilis]	EIE21723.1 hypothetical protein COCSUDRAFT_83512 [Coccomyxa subellipsoidea C-169]
OG0002199	XP_005845760.1 hypothetical protein CHLNCDRAFT_136402 [Chlorella variabilis]	EIE24158.1 Rhodanese-like protein [Coccomyxa subellipsoidea C-169], EIE22779.1 Rhodanese-like protein [Coccomyxa subellipsoidea C-169]
OG0002200	XP_005845827.1 hypothetical protein CHLNCDRAFT_25512 [Chlorella variabilis]	EIE22795.1 hypothetical protein COCSUDRAFT_47698 [Coccomyxa subellipsoidea C-169]
OG0002201	XP_005844122.1 hypothetical protein CHLNCDRAFT_139585 [Chlorella variabilis]	EIE25085.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002202	XP_005848838.1 hypothetical protein CHLNCDRAFT_30650 [Chlorella variabilis]	EIE26167.1 vacuolar protein sorting-associated protein 26 [Coccomyxa subellipsoidea C-169]
OG0002203	XP_005850052.1 hypothetical protein CHLNCDRAFT_142059 [Chlorella variabilis]	EIE25384.1 cation-transporting ATPase [Coccomyxa subellipsoidea C-169]
OG0002204	XP_005850036.1 hypothetical protein CHLNCDRAFT_142023 [Chlorella variabilis]	EIE25185.1 hypothetical protein COCSUDRAFT_61427 [Coccomyxa subellipsoidea C-169]
OG0002205	XP_005843563.1 hypothetical protein CHLNCDRAFT_59811 [Chlorella variabilis]	EIE25430.1 CCR4-associated factor [Coccomyxa subellipsoidea C-169]
OG0002206	XP_005845784.1 hypothetical protein CHLNCDRAFT_10117_ partial [Chlorella variabilis]	EIE20178.1 ATP-binding cassette transporter [Coccomyxa subellipsoidea C-169]
OG0002207	XP_005847335.1 hypothetical protein CHLNCDRAFT_52628 [Chlorella variabilis]	EIE22942.1 hypothetical protein COCSUDRAFT_63339 [Coccomyxa subellipsoidea C-169]
OG0002208	XP_005845872.1 hypothetical protein CHLNCDRAFT_136410 [Chlorella variabilis]	EIE21919.1 hypothetical protein COCSUDRAFT_56364 [Coccomyxa subellipsoidea C-169]
OG0002209	XP_005845828.1 hypothetical protein CHLNCDRAFT_136291 [Chlorella variabilis]	EIE22789.1 hypothetical protein COCSUDRAFT_47695 [Coccomyxa subellipsoidea C-169]
OG0002210	XP_005844556.1 hypothetical protein CHLNCDRAFT_138767 [Chlorella variabilis], XP_005844557.1 hypothetical protein CHLNCDRAFT_54386 [Chlorella variabilis]	EIE24939.1 hypothetical protein COCSUDRAFT_47016 [Coccomyxa subellipsoidea C-169]
OG0002211	XP_005846232.1 hypothetical protein CHLNCDRAFT_25137 [Chlorella variabilis]	EIE21068.1 hypothetical protein COCSUDRAFT_54108 [Coccomyxa subellipsoidea C-169]
OG0002212	XP_005848910.1 hypothetical protein CHLNCDRAFT_144336 [Chlorella variabilis]	EIE25351.1 lipoate protein ligase-like protein [Coccomyxa subellipsoidea C-169]
OG0002213	XP_005851077.1 hypothetical protein CHLNCDRAFT_137591 [Chlorella variabilis]	EIE18660.1 hypothetical protein COCSUDRAFT_59969 [Coccomyxa subellipsoidea C-169]
OG0002214	XP_005846412.1 hypothetical protein CHLNCDRAFT_135512 [Chlorella variabilis]	EIE19782.1 Bystin-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE19779.1 51.6 kd-like protein [Coccomyxa subellipsoidea C-169]
OG0002215	XP_005850307.1 hypothetical protein CHLNCDRAFT_30036 [Chlorella variabilis]	EIE25387.1 ribosomal protein S17 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]
