Orthogroup	Chlorella_VariabilisNC64A	Chlorella_Sorokiniana1602
OG0002782	XP_005849252.1 hypothetical protein CHLNCDRAFT_48683 [Chlorella variabilis]	PRW34031.1 RUB1-conjugating enzyme E2 [Chlorella sorokiniana]
OG0002783	XP_005850009.1 hypothetical protein CHLNCDRAFT_141957 [Chlorella variabilis]	PRW56758.1 LETM1 and EF-hand domain-containing anon- mitochondrial [Chlorella sorokiniana]
OG0002784	XP_005845329.1 hypothetical protein CHLNCDRAFT_25912 [Chlorella variabilis]	PRW59633.1 putative membrane -like [Chlorella sorokiniana]
OG0002785	XP_005848966.1 hypothetical protein CHLNCDRAFT_144489 [Chlorella variabilis]	PRW50779.1 chloride channel C-like [Chlorella sorokiniana]
OG0002786	XP_005850856.1 hypothetical protein CHLNCDRAFT_140463 [Chlorella variabilis]	PRW56330.1 nucleolar 6 isoform X1 [Chlorella sorokiniana], PRW05744.1 nucleolar 6_ partial [Chlorella sorokiniana]
OG0002787	XP_005848752.1 expressed protein [Chlorella variabilis]	PRW51137.1 calcineurin-like phosphoesterase [Chlorella sorokiniana]
OG0002788	XP_005845466.1 hypothetical protein CHLNCDRAFT_137115 [Chlorella variabilis]	PRW59955.1 hypothetical protein C2E21_1782 [Chlorella sorokiniana], PRW59956.1 hypothetical protein C2E21_1782 [Chlorella sorokiniana]
OG0002789	XP_005845353.1 hypothetical protein CHLNCDRAFT_26064_ partial [Chlorella variabilis]	PRW59540.1 DAMAGED DNA-BINDING 2 [Chlorella sorokiniana]
OG0002790	XP_005843460.1 hypothetical protein CHLNCDRAFT_141115 [Chlorella variabilis]	PRW59389.1 E3 ubiquitin- ligase HOS1 [Chlorella sorokiniana]
OG0002791	XP_005850219.1 hypothetical protein CHLNCDRAFT_57163 [Chlorella variabilis]	PRW05813.1 tRNA threonylcarbamoyladenosine biosynthesis [Chlorella sorokiniana]
OG0002792	XP_005845471.1 hypothetical protein CHLNCDRAFT_58635 [Chlorella variabilis]	PRW59833.1 T-complex 1 subunit eta [Chlorella sorokiniana]
OG0002793	XP_005844387.1 hypothetical protein CHLNCDRAFT_139027 [Chlorella variabilis]	PRW59010.1 chloroplast inner envelope translocon [Chlorella sorokiniana]
OG0002794	XP_005844818.1 hypothetical protein CHLNCDRAFT_138739 [Chlorella variabilis]	PRW21041.1 vacuolar sorting-associated 51-like protein [Chlorella sorokiniana]
OG0002795	XP_005849408.1 hypothetical protein CHLNCDRAFT_51413 [Chlorella variabilis]	PRW20589.1 Sodium-coupled neutral amino acid transporter 1 [Chlorella sorokiniana]
OG0002797	XP_005844704.1 hypothetical protein CHLNCDRAFT_26561_ partial [Chlorella variabilis], XP_005844705.1 hypothetical protein CHLNCDRAFT_36764 [Chlorella variabilis]	PRW20981.1 Lysosomal Cystine Transporter _LCT_ Family [Chlorella sorokiniana]
OG0002798	XP_005843841.1 hypothetical protein CHLNCDRAFT_14832_ partial [Chlorella variabilis]	PRW58926.1 50S ribosomal L22 [Chlorella sorokiniana]
OG0002799	XP_005844721.1 hypothetical protein CHLNCDRAFT_138690 [Chlorella variabilis]	PRW21135.1 Transmembrane Tmp21 [Chlorella sorokiniana]
OG0002800	XP_005846300.1 hypothetical protein CHLNCDRAFT_24794 [Chlorella variabilis]	PRW59570.1 adenylate kinase [Chlorella sorokiniana]
OG0002801	XP_005850819.1 hypothetical protein CHLNCDRAFT_140365 [Chlorella variabilis]	PRW18323.1 uroporphyrinogen decarboxylase [Chlorella sorokiniana]
OG0002802	XP_005849060.1 hypothetical protein CHLNCDRAFT_143529 [Chlorella variabilis]	PRW33884.1 S1 RNA binding domain-containing isoform B [Chlorella sorokiniana], PRW33885.1 S1 RNA binding domain-containing isoform A [Chlorella sorokiniana]
OG0002803	XP_005846577.1 hypothetical protein CHLNCDRAFT_135132 [Chlorella variabilis]	PRW32517.1 condensin complex subunit 2 [Chlorella sorokiniana]
OG0002804	XP_005850478.1 hypothetical protein CHLNCDRAFT_59565 [Chlorella variabilis]	PRW18302.1 Replication factor C subunit 2 [Chlorella sorokiniana]
OG0002805	XP_005844257.1 hypothetical protein CHLNCDRAFT_26991_ partial [Chlorella variabilis]	PRW61602.1 endoplasmic reticulum oxidoreductin 1 [Chlorella sorokiniana]
OG0002806	XP_005846557.1 hypothetical protein CHLNCDRAFT_135888 [Chlorella variabilis]	PRW18392.1 nuclear pore complex NUP35-like [Chlorella sorokiniana]
OG0002807	XP_005850477.1 hypothetical protein CHLNCDRAFT_20041 [Chlorella variabilis]	PRW18383.1 kDa vesicle transport [Chlorella sorokiniana]
OG0002808	XP_005843062.1 hypothetical protein CHLNCDRAFT_141585 [Chlorella variabilis]	PRW32661.1 zeta-carotene desaturase [Chlorella sorokiniana]
OG0002809	XP_005850814.1 hypothetical protein CHLNCDRAFT_50180 [Chlorella variabilis]	PRW18386.1 splicing factor u2af 65 kda [Chlorella sorokiniana]
OG0002810	XP_005850821.1 hypothetical protein CHLNCDRAFT_140375 [Chlorella variabilis]	PRW18289.1 lysosomal amino acid transporter 1-like protein [Chlorella sorokiniana]
OG0002811	XP_005843044.1 hypothetical protein CHLNCDRAFT_55433 [Chlorella variabilis]	PRW32486.1 7-hydroxymethyl chlorophyll a chloroplastic [Chlorella sorokiniana]
OG0002812	XP_005846994.1 hypothetical protein CHLNCDRAFT_24112 [Chlorella variabilis]	PRW56992.1 hypothetical protein C2E21_4196 [Chlorella sorokiniana]
OG0002813	XP_005850784.1 hypothetical protein CHLNCDRAFT_19775_ partial [Chlorella variabilis]	PRW18361.1 Kelch domain-containing 4 [Chlorella sorokiniana]
OG0002814	XP_005844394.1 hypothetical protein CHLNCDRAFT_139038 [Chlorella variabilis]	PRW61470.1 TIC 22- chloroplastic [Chlorella sorokiniana]
OG0002815	XP_005850638.1 hypothetical protein CHLNCDRAFT_140640 [Chlorella variabilis]	PRW55902.1 hypothetical protein C2E21_5040 [Chlorella sorokiniana]
OG0002816	XP_005851636.1 hypothetical protein CHLNCDRAFT_29643_ partial [Chlorella variabilis]	PRW58110.1 elongation factor [Chlorella sorokiniana]
OG0002817	XP_005851342.1 hypothetical protein CHLNCDRAFT_138232 [Chlorella variabilis]	PRW58303.1 Structural maintenance of chromosomes flexible hinge domain-containing 1 [Chlorella sorokiniana]
OG0002818	XP_005850517.1 hypothetical protein CHLNCDRAFT_140360 [Chlorella variabilis]	PRW18300.1 DNA-directed RNA polymerase I subunit RPA12 [Chlorella sorokiniana]
OG0002819	XP_005850523.1 hypothetical protein CHLNCDRAFT_19624 [Chlorella variabilis]	PRW18397.1 tocopherol cyclase [Chlorella sorokiniana]
OG0002820	XP_005850516.1 hypothetical protein CHLNCDRAFT_12117_ partial [Chlorella variabilis]	PRW18354.1 ubiquinone biosynthesis O- mitochondrial [Chlorella sorokiniana]
OG0002821	XP_005851641.1 hypothetical protein CHLNCDRAFT_18984_ partial [Chlorella variabilis]	PRW58351.1 AP-1 complex subunit gamma-2-like isoform X1 [Chlorella sorokiniana]
OG0002822	XP_005850505.1 hypothetical protein CHLNCDRAFT_140335 [Chlorella variabilis]	PRW18411.1 ribosomal RNA processing 36-like protein [Chlorella sorokiniana]
OG0002823	XP_005850778.1 hypothetical protein CHLNCDRAFT_48501 [Chlorella variabilis]	PRW18322.1 bifunctional 2-like [Chlorella sorokiniana]
OG0002824	XP_005851656.1 hypothetical protein CHLNCDRAFT_138247 [Chlorella variabilis], XP_005851657.1 hypothetical protein CHLNCDRAFT_138249 [Chlorella variabilis]	PRW32500.1 TPR repeat-containing [Chlorella sorokiniana]
OG0002825	XP_005850522.1 hypothetical protein CHLNCDRAFT_140370 [Chlorella variabilis]	PRW18304.1 Translation initiation factor IF-3 [Chlorella sorokiniana], PRW18347.1 Qc- USE1 family [Chlorella sorokiniana]
OG0002826	XP_005844167.1 hypothetical protein CHLNCDRAFT_36976 [Chlorella variabilis]	PRW61419.1 serine arginine-rich splicing factor SR34A-like isoform X1 [Chlorella sorokiniana]
OG0002827	XP_005846933.1 hypothetical protein CHLNCDRAFT_134850 [Chlorella variabilis]	PRW57513.1 Ubiquitin-like domain-containing CTD phosphatase [Chlorella sorokiniana]
OG0002828	XP_005847153.1 hypothetical protein CHLNCDRAFT_58090 [Chlorella variabilis]	PRW56981.1 RWD domain-containing 1 [Chlorella sorokiniana]
OG0002829	XP_005846920.1 hypothetical protein CHLNCDRAFT_24090 [Chlorella variabilis]	PRW57461.1 mRNA-capping enzyme-like [Chlorella sorokiniana]
OG0002831	XP_005847096.1 hypothetical protein CHLNCDRAFT_134805 [Chlorella variabilis]	PRW56900.1 Eukaryotic translation initiation factor 2 subunit alpha [Chlorella sorokiniana]
OG0002832	XP_005846940.1 hypothetical protein CHLNCDRAFT_134867 [Chlorella variabilis]	PRW57253.1 Phosphatidylinositol 4-kinase alpha 1 [Chlorella sorokiniana]
OG0002833	XP_005846924.1 hypothetical protein CHLNCDRAFT_134832 [Chlorella variabilis]	PRW57272.1 SWI SNF complex [Chlorella sorokiniana]
OG0002834	XP_005846926.1 hypothetical protein CHLNCDRAFT_134835 [Chlorella variabilis]	PRW56903.1 serine threonine dehydratase [Chlorella sorokiniana]
OG0002835	XP_005846958.1 hypothetical protein CHLNCDRAFT_24273 [Chlorella variabilis]	PRW57511.1 transcription initiation factor IIB-2 [Chlorella sorokiniana]
OG0002836	XP_005846936.1 hypothetical protein CHLNCDRAFT_48888 [Chlorella variabilis]	PRW57502.1 MEMO1 [Chlorella sorokiniana]
OG0002837	XP_005847139.1 hypothetical protein CHLNCDRAFT_6685_ partial [Chlorella variabilis]	PRW57419.1 DNA polymerase zeta [Chlorella sorokiniana]
OG0002838	XP_005850096.1 hypothetical protein CHLNCDRAFT_142158 [Chlorella variabilis]	PRW56796.1 B3 domain-containing transcription factor LEC2 [Chlorella sorokiniana]
OG0002839	XP_005849636.1 hypothetical protein CHLNCDRAFT_21248 [Chlorella variabilis]	PRW59321.1 periodic tryptophan 2-like protein [Chlorella sorokiniana]
OG0002840	XP_005849633.1 hypothetical protein CHLNCDRAFT_34749 [Chlorella variabilis]	PRW58884.1 dynamin-related 1E-like [Chlorella sorokiniana]
OG0002841	XP_005849632.1 hypothetical protein CHLNCDRAFT_143135 [Chlorella variabilis]	PRW58798.1 DCC family chloroplastic [Chlorella sorokiniana]
OG0002842	XP_005850248.1 hypothetical protein CHLNCDRAFT_141923 [Chlorella variabilis]	PRW56617.1 60S ribosomal L36-3-like [Chlorella sorokiniana]
OG0002843	XP_005852262.1 hypothetical protein CHLNCDRAFT_133633 [Chlorella variabilis]	PRW60536.1 Mitochondrial metalloendopeptidase OMA1 [Chlorella sorokiniana]
OG0002844	XP_005850015.1 hypothetical protein CHLNCDRAFT_57029 [Chlorella variabilis]	PRW56402.1 Splicing factor 3B subunit 1 [Chlorella sorokiniana]
OG0002845	XP_005850247.1 hypothetical protein CHLNCDRAFT_34300 [Chlorella variabilis]	PRW56777.1 Serine threonine- kinase Aurora-1 [Chlorella sorokiniana]
OG0002846	XP_005843578.1 hypothetical protein CHLNCDRAFT_140230 [Chlorella variabilis]	PRW61626.1 Cell cycle checkpoint control RAD9A [Chlorella sorokiniana]
OG0002847	XP_005843862.1 hypothetical protein CHLNCDRAFT_54836 [Chlorella variabilis]	PRW20704.1 Germinal-center associated nuclear [Chlorella sorokiniana]
OG0002849	XP_005850338.1 hypothetical protein CHLNCDRAFT_20347 [Chlorella variabilis]	PRW56430.1 1-_5-phosphoribosyl_-5-amino-4-imidazole-car boxylate carboxylase [Chlorella sorokiniana]
OG0002850	XP_005850007.1 hypothetical protein CHLNCDRAFT_141952 [Chlorella variabilis]	PRW56587.1 eukaryotic translation initiation factor 1A [Chlorella sorokiniana]
OG0002851	XP_005850268.1 hypothetical protein CHLNCDRAFT_141978 [Chlorella variabilis]	PRW56473.1 uridylate kinase isoform B [Chlorella sorokiniana], PRW56474.1 uridylate kinase isoform A [Chlorella sorokiniana]
OG0002852	XP_005847578.1 hypothetical protein CHLNCDRAFT_133833 [Chlorella variabilis]	PRW61169.1 histidine methyltransferase 1-like protein isoform X7 [Chlorella sorokiniana]
OG0002853	XP_005850271.1 hypothetical protein CHLNCDRAFT_11561_ partial [Chlorella variabilis]	PRW56414.1 Nudix hydrolase 8 [Chlorella sorokiniana]
OG0002854	XP_005850027.1 hypothetical protein CHLNCDRAFT_142001 [Chlorella variabilis]	PRW56874.1 WAT1-related chloroplastic isoform X1 [Chlorella sorokiniana]
OG0002856	XP_005846540.1 hypothetical protein CHLNCDRAFT_58318 [Chlorella variabilis]	PRW59653.1 mitogen-activated kinase 5 [Chlorella sorokiniana]
OG0002857	XP_005847194.1 hypothetical protein CHLNCDRAFT_134990 [Chlorella variabilis]	PRW57061.1 Zinc-binding alcohol dehydrogenase domain-containing 2 [Chlorella sorokiniana]
OG0002858	XP_005843902.1 hypothetical protein CHLNCDRAFT_49185 [Chlorella variabilis]	PRW20739.1 pleiotropic regulatory locus 1 [Chlorella sorokiniana]
OG0002859	XP_005844067.1 hypothetical protein CHLNCDRAFT_10545_ partial [Chlorella variabilis]	PRW33042.1 hypothetical protein C2E21_8017 [Chlorella sorokiniana]
OG0002860	XP_005843323.1 hypothetical protein CHLNCDRAFT_59282 [Chlorella variabilis]	PRW32897.1 WD40 repeat [Chlorella sorokiniana]
OG0002862	XP_005845601.1 hypothetical protein CHLNCDRAFT_136827 [Chlorella variabilis]	PRW61346.1 ABC transporter F family member 3 [Chlorella sorokiniana]
OG0002863	XP_005849485.1 hypothetical protein CHLNCDRAFT_142785 [Chlorella variabilis]	PRW58953.1 Glutathionyl-hydroquinone reductase [Chlorella sorokiniana]
OG0002864	XP_005845694.1 hypothetical protein CHLNCDRAFT_36454 [Chlorella variabilis]	PRW61184.1 LST8-like protein isoform X1 [Chlorella sorokiniana]
OG0002865	XP_005843379.1 hypothetical protein CHLNCDRAFT_141205 [Chlorella variabilis]	PRW32992.1 transport SEC23-like [Chlorella sorokiniana]
OG0002866	XP_005849817.1 hypothetical protein CHLNCDRAFT_21334 [Chlorella variabilis]	PRW59228.1 26S proteasome non-ATPase regulatory subunit 13 [Chlorella sorokiniana]
OG0002867	XP_005849544.1 hypothetical protein CHLNCDRAFT_50978 [Chlorella variabilis]	PRW59128.1 carbon catabolite repressor 4-like protein 6 isoform X1 [Chlorella sorokiniana]
OG0002869	XP_005844071.1 hypothetical protein CHLNCDRAFT_32749 [Chlorella variabilis]	PRW32844.1 ABC1 protein [Chlorella sorokiniana]
OG0002870	XP_005845401.1 hypothetical protein CHLNCDRAFT_136963 [Chlorella variabilis]	PRW60044.1 DNA-directed RNA polymerase I subunit RPA49 [Chlorella sorokiniana]
OG0002871	XP_005844861.1 hypothetical protein CHLNCDRAFT_26451_ partial [Chlorella variabilis]	PRW33316.1 Tetratricopeptide repeat 1 [Chlorella sorokiniana]
OG0002872	XP_005843164.1 hypothetical protein CHLNCDRAFT_59324 [Chlorella variabilis]	PRW05905.1 putative ubiquitin-conjugating enzyme E2 18 [Chlorella sorokiniana]
OG0002874	XP_005845269.1 hypothetical protein CHLNCDRAFT_136962 [Chlorella variabilis]	PRW60058.1 hypothetical protein C2E21_1907 isoform B [Chlorella sorokiniana], PRW60057.1 hypothetical protein C2E21_1907 isoform A [Chlorella sorokiniana]
OG0002875	XP_005850963.1 hypothetical protein CHLNCDRAFT_29882 [Chlorella variabilis]	PRW56074.1 vesicle-fusing ATPase-like [Chlorella sorokiniana]
OG0002876	XP_005843389.1 hypothetical protein CHLNCDRAFT_28254 [Chlorella variabilis]	PRW32988.1 Nucleoid-associated chloroplastic [Chlorella sorokiniana]
OG0002877	XP_005844072.1 hypothetical protein CHLNCDRAFT_37075 [Chlorella variabilis]	PRW33018.1 Monothiol glutaredoxin- chloroplastic [Chlorella sorokiniana]
OG0002878	XP_005844971.1 hypothetical protein CHLNCDRAFT_54183 [Chlorella variabilis]	PRW33162.1 ubiquitin carboxyl-terminal hydrolase 26 isoform X1 [Chlorella sorokiniana]
OG0002879	XP_005843194.1 hypothetical protein CHLNCDRAFT_141404 [Chlorella variabilis]	PRW05942.1 nuclear pore complex Nup155 isoform B [Chlorella sorokiniana], PRW05941.1 nuclear pore complex Nup155 isoform A [Chlorella sorokiniana]
OG0002880	XP_005845698.1 hypothetical protein CHLNCDRAFT_136820 [Chlorella variabilis]	PRW61053.1 cell division cycle and apoptosis regulator 1 [Chlorella sorokiniana]
OG0002881	XP_005843983.1 hypothetical protein CHLNCDRAFT_139451 [Chlorella variabilis]	PRW32991.1 zinc transporter [Chlorella sorokiniana]
OG0002882	XP_005847461.1 hypothetical protein CHLNCDRAFT_52559 [Chlorella variabilis]	PRW44515.1 gamma-glutamyl hydrolase [Chlorella sorokiniana]
OG0002883	XP_005844001.1 hypothetical protein CHLNCDRAFT_139512 [Chlorella variabilis], XP_005844094.1 hypothetical protein CHLNCDRAFT_139511 [Chlorella variabilis]	PRW33011.1 FMN-binding split barrel isoform A [Chlorella sorokiniana], PRW33010.1 FMN-binding split barrel isoform B [Chlorella sorokiniana]
OG0002884	XP_005847691.1 hypothetical protein CHLNCDRAFT_23262_ partial [Chlorella variabilis]	PRW34026.1 dnaJ-like protein subfamily C member 21 isoform X1 isoform B [Chlorella sorokiniana], PRW34025.1 dnaJ-like protein subfamily C member 21 isoform X1 isoform A [Chlorella sorokiniana]
OG0002885	XP_005847635.1 hypothetical protein CHLNCDRAFT_133972 [Chlorella variabilis]	PRW57959.1 dymeclin isoform X1 [Chlorella sorokiniana]
OG0002886	XP_005847937.1 hypothetical protein CHLNCDRAFT_30982 [Chlorella variabilis]	PRW57106.1 Phosphatidylserine synthase 2 isoform A [Chlorella sorokiniana], PRW57105.1 Phosphatidylserine synthase 2 isoform B [Chlorella sorokiniana]
OG0002887	XP_005847706.1 hypothetical protein CHLNCDRAFT_57807 [Chlorella variabilis]	PRW57580.1 pyridine nucleotide-disulfide oxidoreductase domain-containing 1 [Chlorella sorokiniana]
OG0002888	XP_005847849.1 hypothetical protein CHLNCDRAFT_134088 [Chlorella variabilis]	PRW34000.1 zinc finger CCCH domain-containing 11 [Chlorella sorokiniana]
OG0002889	XP_005847829.1 hypothetical protein CHLNCDRAFT_134051 [Chlorella variabilis]	PRW33855.1 Tetratricopeptide-like helical domain containing [Chlorella sorokiniana]
OG0002890	XP_005848191.1 hypothetical protein CHLNCDRAFT_145612 [Chlorella variabilis]	PRW20958.1 sufE chloroplastic [Chlorella sorokiniana]
OG0002891	XP_005842918.1 hypothetical protein CHLNCDRAFT_56419 [Chlorella variabilis]	PRW20242.1 cytochrome c peroxidase [Chlorella sorokiniana]
OG0002892	XP_005847700.1 phosphoribulokinase precursor_ partial [Chlorella variabilis]	PRW33798.1 phosphoribulokinase [Chlorella sorokiniana]
OG0002893	XP_005848021.1 hypothetical protein CHLNCDRAFT_52203 [Chlorella variabilis]	PRW20803.1 60S ribosomal L35-like [Chlorella sorokiniana]
OG0002894	XP_005848193.1 hypothetical protein CHLNCDRAFT_145620 [Chlorella variabilis]	PRW20820.1 cleavage and polyadenylation specificity factor subunit 1 [Chlorella sorokiniana]
OG0002895	XP_005847645.1 hypothetical protein CHLNCDRAFT_133992 [Chlorella variabilis]	PRW57914.1 tRNA pseudouridine_38 39_ synthase isoform X1 [Chlorella sorokiniana]
OG0002896	XP_005847464.1 hypothetical protein CHLNCDRAFT_57972 [Chlorella variabilis]	PRW44567.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]
OG0002897	XP_005847688.1 hypothetical protein CHLNCDRAFT_52409 [Chlorella variabilis]	PRW34089.1 hypothetical protein C2E21_7404 [Chlorella sorokiniana]
OG0002898	XP_005850526.1 hypothetical protein CHLNCDRAFT_34039 [Chlorella variabilis]	PRW18365.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Chlorella sorokiniana]
OG0002899	XP_005846139.1 hypothetical protein CHLNCDRAFT_136099 [Chlorella variabilis]	PRW39098.1 glycerol-3-phosphate dehydrogenase mitochondrial-like isoform A [Chlorella sorokiniana], PRW39099.1 glycerol-3-phosphate dehydrogenase mitochondrial-like isoform B [Chlorella sorokiniana]
OG0002900	XP_005846147.1 hypothetical protein CHLNCDRAFT_136117 [Chlorella variabilis]	PRW39255.1 Rossmann-like alpha beta alpha sandwich fold [Chlorella sorokiniana]
OG0002901	XP_005846141.1 hypothetical protein CHLNCDRAFT_136106 [Chlorella variabilis]	PRW39232.1 hypothetical protein C2E21_7090 [Chlorella sorokiniana], PRW39231.1 hypothetical protein C2E21_7090 [Chlorella sorokiniana]
OG0002902	XP_005846111.1 hypothetical protein CHLNCDRAFT_25388 [Chlorella variabilis]	PRW39315.1 putative phosphatase 2C 67 [Chlorella sorokiniana]
OG0002903	XP_005849676.1 hypothetical protein CHLNCDRAFT_20834 [Chlorella variabilis]	PRW59052.1 cytochrome c-type biogenesis ccda-like chloroplastic 1 [Chlorella sorokiniana]
OG0002904	XP_005846160.1 hypothetical protein CHLNCDRAFT_25376_ partial [Chlorella variabilis]	PRW39058.1 Endoplasmic reticulum-Golgi intermediate compartment 3 [Chlorella sorokiniana]
OG0002905	XP_005846033.1 hypothetical protein CHLNCDRAFT_25367 [Chlorella variabilis]	PRW39192.1 obg-like ATPase 1 [Chlorella sorokiniana]
OG0002906	XP_005846109.1 hypothetical protein CHLNCDRAFT_136022 [Chlorella variabilis]	PRW39235.1 Dol-P-Glc_Glc_2_Man_9_ c_2_-PP-Dol alpha-1_2-glucosyltransferase [Chlorella sorokiniana]
