Orthogroup	Chlorella_VariabilisNC64A	Micractinium_SAG24180
OG0002881	XP_005843983.1 hypothetical protein CHLNCDRAFT_139451 [Chlorella variabilis]	PSC76776.1 zinc transporter [Micractinium conductrix]
OG0002882	XP_005847461.1 hypothetical protein CHLNCDRAFT_52559 [Chlorella variabilis]	PSC69860.1 gamma-glutamyl hydrolase [Micractinium conductrix]
OG0002883	XP_005844001.1 hypothetical protein CHLNCDRAFT_139512 [Chlorella variabilis], XP_005844094.1 hypothetical protein CHLNCDRAFT_139511 [Chlorella variabilis]	PSC75188.1 FMN-binding split barrel [Micractinium conductrix]
OG0002884	XP_005847691.1 hypothetical protein CHLNCDRAFT_23262_ partial [Chlorella variabilis]	PSC70264.1 dnaJ-like protein subfamily C member 21 isoform X1 [Micractinium conductrix]
OG0002885	XP_005847635.1 hypothetical protein CHLNCDRAFT_133972 [Chlorella variabilis]	PSC74556.1 dymeclin-like isoform X1 [Micractinium conductrix]
OG0002887	XP_005847706.1 hypothetical protein CHLNCDRAFT_57807 [Chlorella variabilis]	PSC73650.1 Pyridine nucleotide-disulfide oxidoreductase domain-containing 1 [Micractinium conductrix]
OG0002888	XP_005847849.1 hypothetical protein CHLNCDRAFT_134088 [Chlorella variabilis]	PSC70191.1 zinc finger CCCH domain-containing 11 [Micractinium conductrix]
OG0002889	XP_005847829.1 hypothetical protein CHLNCDRAFT_134051 [Chlorella variabilis]	PSC70214.1 Hop-interacting protein [Micractinium conductrix]
OG0002890	XP_005848191.1 hypothetical protein CHLNCDRAFT_145612 [Chlorella variabilis]	PSC76578.1 chloroplastic mitochondrial [Micractinium conductrix]
OG0002891	XP_005842918.1 hypothetical protein CHLNCDRAFT_56419 [Chlorella variabilis]	PSC70808.1 cytochrome c peroxidase [Micractinium conductrix]
OG0002892	XP_005847700.1 phosphoribulokinase precursor_ partial [Chlorella variabilis]	PSC70170.1 phosphoribulokinase [Micractinium conductrix]
OG0002893	XP_005848021.1 hypothetical protein CHLNCDRAFT_52203 [Chlorella variabilis]	PSC76061.1 60S ribosomal L35-like [Micractinium conductrix]
OG0002894	XP_005848193.1 hypothetical protein CHLNCDRAFT_145620 [Chlorella variabilis]	PSC76972.1 cleavage and polyadenylation specificity factor subunit 1 [Micractinium conductrix]
OG0002895	XP_005847645.1 hypothetical protein CHLNCDRAFT_133992 [Chlorella variabilis]	PSC74875.1 tRNA pseudouridine_38 39_ synthase [Micractinium conductrix]
OG0002896	XP_005847464.1 hypothetical protein CHLNCDRAFT_57972 [Chlorella variabilis]	PSC69892.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]
OG0002897	XP_005847688.1 hypothetical protein CHLNCDRAFT_52409 [Chlorella variabilis]	PSC70243.1 hypothetical protein C2E20_6326 [Micractinium conductrix]
OG0002898	XP_005850526.1 hypothetical protein CHLNCDRAFT_34039 [Chlorella variabilis]	PSC72673.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Micractinium conductrix]
OG0002899	XP_005846139.1 hypothetical protein CHLNCDRAFT_136099 [Chlorella variabilis]	PSC72023.1 glycerol-3-phosphate dehydrogenase mitochondrial-like [Micractinium conductrix]
OG0002900	XP_005846147.1 hypothetical protein CHLNCDRAFT_136117 [Chlorella variabilis]	PSC72030.1 Rossmann-like alpha beta alpha sandwich fold isoform A [Micractinium conductrix], PSC72031.1 Rossmann-like alpha beta alpha sandwich fold isoform B [Micractinium conductrix]
OG0002901	XP_005846141.1 hypothetical protein CHLNCDRAFT_136106 [Chlorella variabilis]	PSC72009.1 hypothetical protein C2E20_4726 [Micractinium conductrix]
OG0002903	XP_005849676.1 hypothetical protein CHLNCDRAFT_20834 [Chlorella variabilis]	PSC75629.1 cytochrome c-type biogeneis [Micractinium conductrix]
OG0002904	XP_005846160.1 hypothetical protein CHLNCDRAFT_25376_ partial [Chlorella variabilis]	PSC71879.1 Endoplasmic reticulum-Golgi intermediate compartment 3 [Micractinium conductrix]
OG0002905	XP_005846033.1 hypothetical protein CHLNCDRAFT_25367 [Chlorella variabilis]	PSC71953.1 Ribosome-binding ATPase [Micractinium conductrix]
OG0002906	XP_005846109.1 hypothetical protein CHLNCDRAFT_136022 [Chlorella variabilis]	PSC71862.1 Dol-P-Glc_Glc_2_Man_9_ c_2_-PP-Dol alpha-1_2-glucosyltransferase isoform X1 [Micractinium conductrix]
OG0002907	XP_005845937.1 hypothetical protein CHLNCDRAFT_135908 [Chlorella variabilis]	PSC69226.1 RST1 isoform X1 [Micractinium conductrix]
OG0002908	XP_005845862.1 hypothetical protein CHLNCDRAFT_14460_ partial [Chlorella variabilis]	PSC67374.1 photosystem I subunit O [Micractinium conductrix]
OG0002909	XP_005846010.1 hypothetical protein CHLNCDRAFT_48978 [Chlorella variabilis]	PSC71965.1 DNA gyrase subunit mitochondrial [Micractinium conductrix]
OG0002910	XP_005846013.1 hypothetical protein CHLNCDRAFT_36248 [Chlorella variabilis]	PSC71873.1 manganese-dependent ADP-ribose CDP-alcohol diphosphatase-like [Micractinium conductrix]
OG0002911	XP_005849542.1 hypothetical protein CHLNCDRAFT_21343 [Chlorella variabilis]	PSC76702.1 RNA exonuclease 4 [Micractinium conductrix]
OG0002912	XP_005846152.1 hypothetical protein CHLNCDRAFT_136126 [Chlorella variabilis]	PSC71996.1 endoplasmic reticulum-Golgi intermediate compartment 3 [Micractinium conductrix]
OG0002914	XP_005850075.1 hypothetical protein CHLNCDRAFT_142114 [Chlorella variabilis]	PSC72488.1 stress response NST1 [Micractinium conductrix]
OG0002915	XP_005846853.1 hypothetical protein CHLNCDRAFT_134653 [Chlorella variabilis]	PSC72133.1 RFT1-like protein isoform X1 [Micractinium conductrix]
OG0002916	XP_005851190.1 hypothetical protein CHLNCDRAFT_56722 [Chlorella variabilis]	PSC68832.1 hypothetical protein C2E20_7602 [Micractinium conductrix]
OG0002917	XP_005846857.1 hypothetical protein CHLNCDRAFT_134660 [Chlorella variabilis]	PSC72184.1 aspartate kinase [Micractinium conductrix]
OG0002918	XP_005850875.1 hypothetical protein CHLNCDRAFT_19664 [Chlorella variabilis]	PSC71570.1 squamous cell carcinoma antigen recognized by T-cells 3 [Micractinium conductrix]
OG0002919	XP_005851264.1 hypothetical protein CHLNCDRAFT_138027 [Chlorella variabilis]	PSC73763.1 hypothetical protein C2E20_2908 isoform X1 [Micractinium conductrix]
OG0002920	XP_005849703.1 hypothetical protein CHLNCDRAFT_30507_ partial [Chlorella variabilis]	PSC76860.1 Beta-adaptin A [Micractinium conductrix]
OG0002921	XP_005847614.1 hypothetical protein CHLNCDRAFT_133922 [Chlorella variabilis]	PSC74383.1 Eukaryotic translation initiation factor 3 subunit M [Micractinium conductrix]
OG0002922	XP_005846864.1 hypothetical protein CHLNCDRAFT_35723 [Chlorella variabilis]	PSC72063.1 Metallo-hydrolase oxidoreductase [Micractinium conductrix]
OG0002923	XP_005849961.1 hypothetical protein CHLNCDRAFT_15195_ partial [Chlorella variabilis]	PSC76643.1 Nop53 _60S ribosomal biogenesis_ [Micractinium conductrix]
OG0002924	XP_005850068.1 hypothetical protein CHLNCDRAFT_20354 [Chlorella variabilis]	PSC72511.1 E3 ubiquitin-ligase ORTHRUS 2-like [Micractinium conductrix]
OG0002925	XP_005846854.1 hypothetical protein CHLNCDRAFT_24204 [Chlorella variabilis]	PSC72345.1 Electron transfer flavo -ubiquinone mitochondrial [Micractinium conductrix]
OG0002926	XP_005847779.1 hypothetical protein CHLNCDRAFT_133913 [Chlorella variabilis]	PSC74780.1 ATP phosphoribosyltransferase [Micractinium conductrix]
OG0002927	XP_005847782.1 hypothetical protein CHLNCDRAFT_133923 [Chlorella variabilis]	PSC74554.1 DNA-directed RNA polymerase subunit beta [Micractinium conductrix]
OG0002930	XP_005847762.1 hypothetical protein CHLNCDRAFT_35424 [Chlorella variabilis]	PSC74497.1 sulfate ABC transporter permease subunit [Micractinium conductrix]
OG0002931	XP_005849944.1 hypothetical protein CHLNCDRAFT_34805 [Chlorella variabilis]	PSC73632.1 NADPH_adrenodoxin mitochondrial isoform X1 [Micractinium conductrix]
OG0002932	XP_005850062.1 hypothetical protein CHLNCDRAFT_48138 [Chlorella variabilis]	PSC72435.1 tryptophan synthase alpha chain [Micractinium conductrix]
OG0002933	XP_005850073.1 hypothetical protein CHLNCDRAFT_12126_ partial [Chlorella variabilis]	PSC72563.1 Peptidyl-prolyl cis-trans isomerase FKBP20-chloroplastic [Micractinium conductrix]
OG0002934	XP_005849956.1 hypothetical protein CHLNCDRAFT_6836_ partial [Chlorella variabilis]	PSC74148.1 DEAD-box ATP-dependent RNA helicase 24 [Micractinium conductrix]
OG0002935	XP_005849692.1 hypothetical protein CHLNCDRAFT_34804 [Chlorella variabilis]	PSC73243.1 Elongation factor Ts [Micractinium conductrix]
OG0002936	XP_005845160.1 hypothetical protein CHLNCDRAFT_36633 [Chlorella variabilis]	PSC68218.1 lysine-specific demethylase JMJD5 isoform X1 [Micractinium conductrix]
OG0002937	XP_005849427.1 hypothetical protein CHLNCDRAFT_143961 [Chlorella variabilis]	PSC69143.1 tRNA _guanine-N_7_-_-methyltransferase [Micractinium conductrix]
OG0002938	XP_005847021.1 hypothetical protein CHLNCDRAFT_134630 [Chlorella variabilis]	PSC72333.1 dr1-associated corepressor isoform X1 [Micractinium conductrix]
OG0002939	XP_005851250.1 hypothetical protein CHLNCDRAFT_18957_ partial [Chlorella variabilis]	PSC73661.1 dual specificity phosphatase CDC14A isoform X2 [Micractinium conductrix]
OG0002940	XP_005847026.1 hypothetical protein CHLNCDRAFT_23947 [Chlorella variabilis]	PSC72126.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-B-like [Micractinium conductrix]
OG0002941	XP_005847532.1 hypothetical protein CHLNCDRAFT_48800 [Chlorella variabilis]	PSC73753.1 ruvB 1 [Micractinium conductrix]
OG0002942	XP_005849453.1 hypothetical protein CHLNCDRAFT_142716 [Chlorella variabilis]	PSC77071.1 hypothetical protein C2E20_0398 [Micractinium conductrix]
OG0002943	XP_005851487.1 hypothetical protein CHLNCDRAFT_137866 [Chlorella variabilis]	PSC68851.1 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase mitochondrial [Micractinium conductrix]
OG0002944	XP_005846723.1 hypothetical protein CHLNCDRAFT_135150 [Chlorella variabilis]	PSC75868.1 ABC transporter B family member chloroplastic [Micractinium conductrix]
OG0002945	XP_005848890.1 hypothetical protein CHLNCDRAFT_144280 [Chlorella variabilis]	PSC75564.1 vacuolar -sorting-associated 11-like protein [Micractinium conductrix]
OG0002946	XP_005851597.1 hypothetical protein CHLNCDRAFT_33926 [Chlorella variabilis]	PSC76836.1 U3 small nucleolar RNA-associated 21-like protein [Micractinium conductrix]
OG0002947	XP_005851550.1 hypothetical protein CHLNCDRAFT_138015 [Chlorella variabilis]	PSC73552.1 Splicing factor U2AF-associated 2 [Micractinium conductrix]
OG0002948	XP_005851200.1 hypothetical protein CHLNCDRAFT_137880 [Chlorella variabilis]	PSC68829.1 FAM63A-like isoform X2 [Micractinium conductrix]
OG0002949	XP_005849958.1 hypothetical protein CHLNCDRAFT_143315 [Chlorella variabilis]	PSC76586.1 flagellar basal body [Micractinium conductrix]
OG0002950	XP_005847023.1 hypothetical protein CHLNCDRAFT_134635 [Chlorella variabilis]	PSC72157.1 structural maintenance of chromosomes 4 [Micractinium conductrix]
OG0002951	XP_005851502.1 hypothetical protein CHLNCDRAFT_18787 [Chlorella variabilis]	PSC75191.1 phosphoinositide phosphatase SAC1 [Micractinium conductrix]
OG0002952	XP_005843861.1 hypothetical protein CHLNCDRAFT_56360 [Chlorella variabilis]	PSC74438.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Micractinium conductrix]
OG0002953	XP_005848664.1 hypothetical protein CHLNCDRAFT_57492 [Chlorella variabilis]	PSC75640.1 Protoporphyrinogen oxidase chloroplastic [Micractinium conductrix]
OG0002954	XP_005847029.1 hypothetical protein CHLNCDRAFT_31400 [Chlorella variabilis]	PSC72248.1 40S ribosomal S24 [Micractinium conductrix]
OG0002956	XP_005851482.1 hypothetical protein CHLNCDRAFT_13527_ partial [Chlorella variabilis]	PSC68878.1 structural maintenance of chromosomes 3 [Micractinium conductrix]
OG0002957	XP_005851556.1 hypothetical protein CHLNCDRAFT_138028 [Chlorella variabilis]	PSC73929.1 HEAT repeat-containing 5B isoform X2 [Micractinium conductrix]
OG0002958	XP_005848655.1 hypothetical protein CHLNCDRAFT_57484 [Chlorella variabilis]	PSC75965.1 splicing factor_ arginine serine-rich 8_ isoform B [Micractinium conductrix], PSC75964.1 splicing factor_ arginine serine-rich 8_ isoform A [Micractinium conductrix]
OG0002959	XP_005844428.1 hypothetical protein CHLNCDRAFT_36907 [Chlorella variabilis]	PSC70632.1 isoleucine-tRNA ligase [Micractinium conductrix]
OG0002960	XP_005844337.1 hypothetical protein CHLNCDRAFT_56318 [Chlorella variabilis]	PSC73428.1 DNA-directed RNA polymerase III subunit RPC2 [Micractinium conductrix]
OG0002961	XP_005844375.1 hypothetical protein CHLNCDRAFT_54612 [Chlorella variabilis]	PSC73465.1 Methionine aminopeptidase 1A [Micractinium conductrix]
OG0002962	XP_005847470.1 hypothetical protein CHLNCDRAFT_35621 [Chlorella variabilis]	PSC69885.1 Rab GDP dissociation inhibitor [Micractinium conductrix]
OG0002964	XP_005847484.1 hypothetical protein CHLNCDRAFT_52595 [Chlorella variabilis]	PSC69861.1 DNA-binding BIN4-like isoform B [Micractinium conductrix], PSC69862.1 DNA-binding BIN4-like isoform A [Micractinium conductrix]
OG0002965	XP_005844595.1 hypothetical protein CHLNCDRAFT_58862 [Chlorella variabilis]	PSC69979.1 putative ATP-dependent RNA helicase DDX11 [Micractinium conductrix]
OG0002966	XP_005846761.1 hypothetical protein CHLNCDRAFT_135248 [Chlorella variabilis]	PSC69333.1 2-oxoglutarate _2OG_ and Fe_II_-dependent oxygenase superfamily [Micractinium conductrix]
OG0002967	XP_005844063.1 hypothetical protein CHLNCDRAFT_27272 [Chlorella variabilis]	PSC69050.1 Ribosomal RNA large subunit methyltransferase N [Micractinium conductrix], PSC70785.1 radical SAM domain-containing [Micractinium conductrix]
OG0002968	XP_005842911.1 hypothetical protein CHLNCDRAFT_141854 [Chlorella variabilis]	PSC67232.1 putative mitochondrial import inner membrane translocase subunit TIM21 isoform A [Micractinium conductrix], PSC67233.1 putative mitochondrial import inner membrane translocase subunit TIM21 isoform B [Micractinium conductrix]
OG0002970	XP_005849386.1 hypothetical protein CHLNCDRAFT_30609 [Chlorella variabilis]	PSC73032.1 sulfite mitochondrial [Micractinium conductrix]
OG0002971	XP_005849373.1 hypothetical protein CHLNCDRAFT_21686 [Chlorella variabilis]	PSC73122.1 cornichon-like protein 1 [Micractinium conductrix]
OG0002972	XP_005849371.1 hypothetical protein CHLNCDRAFT_143835 [Chlorella variabilis]	PSC73152.1 aldehyde dehydrogenase 22A1-like isoform X1 [Micractinium conductrix]
OG0002973	XP_005849185.1 expressed protein [Chlorella variabilis]	PSC73113.1 chromatin modification-related EAF1 B isoform X1 [Micractinium conductrix]
OG0002975	XP_005850209.1 hypothetical protein CHLNCDRAFT_34524 [Chlorella variabilis]	PSC75241.1 Phosphoribosylformylglycinamidine cyclo-chloroplastic mitochondrial [Micractinium conductrix]
OG0002976	XP_005843480.1 hypothetical protein CHLNCDRAFT_37431 [Chlorella variabilis], XP_005842613.1 hypothetical protein CHLNCDRAFT_55840_ partial [Chlorella variabilis]	PSC74371.1 ATP-dependent zinc metalloprotease chloroplastic [Micractinium conductrix]
OG0002977	XP_005851310.1 hypothetical protein CHLNCDRAFT_138144 [Chlorella variabilis]	PSC76822.1 Serine threonine-kinase SRK2E [Micractinium conductrix]
OG0002978	XP_005845495.1 hypothetical protein CHLNCDRAFT_13819_ partial [Chlorella variabilis]	PSC74346.1 general transcription factor IIH subunit 3 [Micractinium conductrix]
OG0002979	XP_005842695.1 hypothetical protein CHLNCDRAFT_55742 [Chlorella variabilis]	PSC74330.1 thioredoxin domain-containing 5 [Micractinium conductrix]
OG0002980	XP_005843496.1 hypothetical protein CHLNCDRAFT_141021 [Chlorella variabilis]	PSC74355.1 phosphoethanolamine N-methyltransferase 1-like [Micractinium conductrix]
OG0002981	XP_005843518.1 hypothetical protein CHLNCDRAFT_59245 [Chlorella variabilis]	PSC74524.1 ARM repeat-containing [Micractinium conductrix]
OG0002983	XP_005844185.1 hypothetical protein CHLNCDRAFT_139345 [Chlorella variabilis]	PSC73531.1 COP9 signalosome complex subunit 3 [Micractinium conductrix]
OG0002984	XP_005843503.1 hypothetical protein CHLNCDRAFT_141034 [Chlorella variabilis]	PSC74051.1 putative zinc metalloprotease chloroplastic [Micractinium conductrix]
OG0002985	XP_005850363.1 hypothetical protein CHLNCDRAFT_59600 [Chlorella variabilis]	PSC72793.1 60S ribosomal L17-2 [Micractinium conductrix]
OG0002986	XP_005850115.1 hypothetical protein CHLNCDRAFT_57088 [Chlorella variabilis]	PSC72790.1 Splicing factor isoform 1 [Micractinium conductrix]
OG0002987	XP_005842806.1 hypothetical protein CHLNCDRAFT_142619 [Chlorella variabilis]	PSC71204.1 IST1-like protein [Micractinium conductrix]
OG0002988	XP_005844117.1 hypothetical protein CHLNCDRAFT_27289 [Chlorella variabilis]	PSC71301.1 NADH dehydrogenase _ubiquinone_ complex assembly factor 6 [Micractinium conductrix]
OG0002989	XP_005845454.1 hypothetical protein CHLNCDRAFT_25833_ partial [Chlorella variabilis]	PSC76843.1 stress regulated isoform 3 [Micractinium conductrix]
OG0002990	XP_005850117.1 hypothetical protein CHLNCDRAFT_34403 [Chlorella variabilis]	PSC72898.1 Phosphoenolpyruvate phosphate translocator chloroplastic [Micractinium conductrix]
OG0002991	XP_005850106.1 hypothetical protein CHLNCDRAFT_34395 [Chlorella variabilis]	PSC72801.1 chromatin-remodeling complex ATPase chain [Micractinium conductrix]
OG0002992	XP_005850110.1 hypothetical protein CHLNCDRAFT_20361 [Chlorella variabilis]	PSC72701.1 tRNA _uracil-5-_-methyltransferase [Micractinium conductrix]
OG0002993	XP_005845450.1 hypothetical protein CHLNCDRAFT_137078 [Chlorella variabilis]	PSC72910.1 seed maturation family [Micractinium conductrix], PSC76871.1 hypothetical protein C2E20_0717 [Micractinium conductrix]
OG0002994	XP_005846441.1 hypothetical protein CHLNCDRAFT_17561_ partial [Chlorella variabilis]	PSC71362.1 DNA replication complex GINS PSF2 [Micractinium conductrix]
OG0002996	XP_005851902.1 hypothetical protein CHLNCDRAFT_133517 [Chlorella variabilis]	PSC74043.1 GNAT family N-acetyltransferase [Micractinium conductrix]
OG0002997	XP_005852246.1 hypothetical protein CHLNCDRAFT_49669 [Chlorella variabilis]	PSC74141.1 amino acid transporter [Micractinium conductrix]
OG0002998	XP_005844813.1 hypothetical protein CHLNCDRAFT_138729 [Chlorella variabilis]	PSC71893.1 Vanillate O-demethylase oxygenase subunit [Micractinium conductrix]
OG0003002	XP_005844777.1 hypothetical protein CHLNCDRAFT_58805 [Chlorella variabilis]	PSC71840.1 ABC transporter B family member mitochondrial [Micractinium conductrix]
OG0003003	XP_005851951.1 hypothetical protein CHLNCDRAFT_49703 [Chlorella variabilis]	PSC68528.1 U4 tri-snRNP-associated 1 [Micractinium conductrix]
OG0003005	XP_005843940.1 hypothetical protein CHLNCDRAFT_37179 [Chlorella variabilis]	PSC74433.1 putative fructose-bisphosphate aldolase chloroplastic [Micractinium conductrix]
OG0003006	XP_005852269.1 hypothetical protein CHLNCDRAFT_33699 [Chlorella variabilis]	PSC68551.1 Peroxisome biogenesis 7 [Micractinium conductrix]
