Orthogroup	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P
OG0003119	XP_005847338.1 hypothetical protein CHLNCDRAFT_134530 [Chlorella variabilis]	KAI3428452.1 hypothetical protein D9Q98_007279 [Chlorella vulgaris]
OG0003120	XP_005847587.1 hypothetical protein CHLNCDRAFT_133857 [Chlorella variabilis]	KAI3425807.1 hypothetical protein D9Q98_007782 [Chlorella vulgaris]
OG0003121	XP_005847508.1 hypothetical protein CHLNCDRAFT_134525 [Chlorella variabilis]	KAI3428457.1 hypothetical protein D9Q98_007283 [Chlorella vulgaris]
OG0003122	XP_005845720.1 hypothetical protein CHLNCDRAFT_53494 [Chlorella variabilis]	KAI3425380.1 hypothetical protein D9Q98_009144 [Chlorella vulgaris]
OG0003123	XP_005851674.1 hypothetical protein CHLNCDRAFT_132916 [Chlorella variabilis]	KAI3429267.1 hypothetical protein D9Q98_005364 [Chlorella vulgaris]
OG0003124	XP_005852083.1 hypothetical protein CHLNCDRAFT_133105 [Chlorella variabilis]	KAI3429423.1 hypothetical protein D9Q98_005518 [Chlorella vulgaris]
OG0003125	XP_005846681.1 hypothetical protein CHLNCDRAFT_135406 [Chlorella variabilis]	KAI3424965.1 hypothetical protein D9Q98_008346 [Chlorella vulgaris]
OG0003126	XP_005843614.1 hypothetical protein CHLNCDRAFT_59225 [Chlorella variabilis]	KAI3432656.1 hypothetical protein D9Q98_004200 [Chlorella vulgaris]
OG0003127	XP_005843467.1 hypothetical protein CHLNCDRAFT_55198 [Chlorella variabilis]	KAI3439117.1 hypothetical protein D9Q98_001526 [Chlorella vulgaris]
OG0003128	XP_005850031.1 hypothetical protein CHLNCDRAFT_142013 [Chlorella variabilis]	KAI3428039.1 hypothetical protein D9Q98_006425 [Chlorella vulgaris]
OG0003129	XP_005849905.1 hypothetical protein CHLNCDRAFT_143180 [Chlorella variabilis]	KAI3438806.1 hypothetical protein D9Q98_001223 [Chlorella vulgaris]
OG0003130	XP_005851676.1 hypothetical protein CHLNCDRAFT_132927 [Chlorella variabilis]	KAI3429278.1 hypothetical protein D9Q98_005374 [Chlorella vulgaris]
OG0003131	XP_005852047.1 hypothetical protein CHLNCDRAFT_133025 [Chlorella variabilis]	KAI3429357.1 hypothetical protein D9Q98_005452 [Chlorella vulgaris]
OG0003132	XP_005851169.1 hypothetical protein CHLNCDRAFT_137801 [Chlorella variabilis]	KAI3433687.1 hypothetical protein D9Q98_003496 [Chlorella vulgaris]
OG0003133	XP_005851464.1 hypothetical protein CHLNCDRAFT_137823 [Chlorella variabilis]	KAI3433666.1 hypothetical protein D9Q98_003475 [Chlorella vulgaris]
OG0003134	XP_005845886.1 hypothetical protein CHLNCDRAFT_53578 [Chlorella variabilis]	KAI3425236.1 hypothetical protein D9Q98_009004 [Chlorella vulgaris]
OG0003135	XP_005851465.1 hypothetical protein CHLNCDRAFT_137826 [Chlorella variabilis]	KAI3433663.1 hypothetical protein D9Q98_003472 [Chlorella vulgaris]
OG0003136	XP_005842691.1 hypothetical protein CHLNCDRAFT_136591 [Chlorella variabilis]	KAI3430657.1 hypothetical protein D9Q98_005249 [Chlorella vulgaris]
OG0003138	XP_005846153.1 hypothetical protein CHLNCDRAFT_36258 [Chlorella variabilis]	KAI3431433.1 hypothetical protein D9Q98_004485 [Chlorella vulgaris], KAI3431432.1 hypothetical protein D9Q98_004485 [Chlorella vulgaris]
OG0003139	XP_005844555.1 hypothetical protein CHLNCDRAFT_58840 [Chlorella variabilis]	KAI3430431.1 hypothetical protein D9Q98_005026 [Chlorella vulgaris]
OG0003140	XP_005845895.1 hypothetical protein CHLNCDRAFT_136465 [Chlorella variabilis]	KAI3425221.1 hypothetical protein D9Q98_008989 [Chlorella vulgaris]
OG0003140	XP_005845781.1 hypothetical protein CHLNCDRAFT_25566_ partial [Chlorella variabilis]	KAI3425225.1 hypothetical protein D9Q98_008993 [Chlorella vulgaris]
OG0003141	XP_005843610.1 hypothetical protein CHLNCDRAFT_140195 [Chlorella variabilis]	KAI3432646.1 hypothetical protein D9Q98_004192 [Chlorella vulgaris]
OG0003142	XP_005851410.1 hypothetical protein CHLNCDRAFT_137672 [Chlorella variabilis]	KAI3433810.1 hypothetical protein D9Q98_003614 [Chlorella vulgaris]
OG0003143	XP_005851110.1 hypothetical protein CHLNCDRAFT_33763 [Chlorella variabilis]	KAI3433809.1 hypothetical protein D9Q98_003613 [Chlorella vulgaris]
OG0003144	XP_005851093.1 hypothetical protein CHLNCDRAFT_55965 [Chlorella variabilis]	KAI3433877.1 hypothetical protein D9Q98_003679 [Chlorella vulgaris]
OG0003145	XP_005851078.1 hypothetical protein CHLNCDRAFT_137593 [Chlorella variabilis]	KAI3433938.1 hypothetical protein D9Q98_003740 [Chlorella vulgaris]
OG0003147	XP_005851352.1 hypothetical protein CHLNCDRAFT_48446 [Chlorella variabilis]	KAI3423709.1 hypothetical protein D9Q98_010683 [Chlorella vulgaris]
OG0003148	XP_005848508.1 hypothetical protein CHLNCDRAFT_35154 [Chlorella variabilis]	KAI3426346.1 hypothetical protein D9Q98_008719 [Chlorella vulgaris]
OG0003149	XP_005846677.1 hypothetical protein CHLNCDRAFT_35967 [Chlorella variabilis]	KAI3424968.1 hypothetical protein D9Q98_008349 [Chlorella vulgaris]
OG0003151	XP_005848519.1 hypothetical protein CHLNCDRAFT_13502_ partial [Chlorella variabilis]	KAI3426366.1 hypothetical protein D9Q98_008738 [Chlorella vulgaris]
OG0003152	XP_005849892.1 hypothetical protein CHLNCDRAFT_21212_ partial [Chlorella variabilis]	KAI3438768.1 hypothetical protein D9Q98_001186 [Chlorella vulgaris]
OG0003153	XP_005845108.1 hypothetical protein CHLNCDRAFT_7049_ partial [Chlorella variabilis]	KAI3424895.1 hypothetical protein D9Q98_008279 [Chlorella vulgaris]
OG0003154	XP_005843473.1 hypothetical protein CHLNCDRAFT_28101 [Chlorella variabilis]	KAI3439127.1 hypothetical protein D9Q98_001535 [Chlorella vulgaris]
OG0003155	XP_005849267.1 hypothetical protein CHLNCDRAFT_143536 [Chlorella variabilis]	KAI3434931.1 hypothetical protein D9Q98_002985 [Chlorella vulgaris]
OG0003156	XP_005843475.1 hypothetical protein CHLNCDRAFT_141151 [Chlorella variabilis]	KAI3439129.1 hypothetical protein D9Q98_001537 [Chlorella vulgaris]
OG0003157	XP_005845214.1 hypothetical protein CHLNCDRAFT_26293_ partial [Chlorella variabilis]	KAI3424884.1 hypothetical protein D9Q98_008268 [Chlorella vulgaris]
OG0003158	XP_005849056.1 hypothetical protein CHLNCDRAFT_143513 [Chlorella variabilis]	KAI3434954.1 hypothetical protein D9Q98_003008 [Chlorella vulgaris]
OG0003159	XP_005849826.1 hypothetical protein CHLNCDRAFT_57254 [Chlorella variabilis]	KAI3438625.1 hypothetical protein D9Q98_001047 [Chlorella vulgaris]
OG0003160	XP_005844155.1 hypothetical protein CHLNCDRAFT_56324 [Chlorella variabilis]	KAI3426082.1 hypothetical protein D9Q98_008050 [Chlorella vulgaris]
OG0003161	XP_005848383.1 hypothetical protein CHLNCDRAFT_145161 [Chlorella variabilis]	KAI3426503.1 hypothetical protein D9Q98_008868 [Chlorella vulgaris]
OG0003162	XP_005848526.1 hypothetical protein CHLNCDRAFT_48751 [Chlorella variabilis]	KAI3426382.1 hypothetical protein D9Q98_008753 [Chlorella vulgaris]
OG0003163	XP_005845990.1 hypothetical protein CHLNCDRAFT_53380 [Chlorella variabilis]	KAI3431345.1 hypothetical protein D9Q98_004403 [Chlorella vulgaris]
OG0003164	XP_005845210.1 hypothetical protein CHLNCDRAFT_26258 [Chlorella variabilis]	KAI3424875.1 hypothetical protein D9Q98_008259 [Chlorella vulgaris]
OG0003165	XP_005847394.1 hypothetical protein CHLNCDRAFT_48832 [Chlorella variabilis]	KAI3428696.1 hypothetical protein D9Q98_007519 [Chlorella vulgaris]
OG0003166	XP_005848584.1 hypothetical protein CHLNCDRAFT_48764 [Chlorella variabilis]	KAI3426505.1 hypothetical protein D9Q98_008870 [Chlorella vulgaris]
OG0003167	XP_005848319.1 hypothetical protein CHLNCDRAFT_144988 [Chlorella variabilis]	KAI3426347.1 hypothetical protein D9Q98_008720 [Chlorella vulgaris]
OG0003168	XP_005851079.1 hypothetical protein CHLNCDRAFT_48452 [Chlorella variabilis]	KAI3433940.1 hypothetical protein D9Q98_003742 [Chlorella vulgaris]
OG0003169	XP_005849821.1 expressed protein [Chlorella variabilis]	KAI3438618.1 hypothetical protein D9Q98_001041 [Chlorella vulgaris]
OG0003170	XP_005851082.1 hypothetical protein CHLNCDRAFT_19302 [Chlorella variabilis]	KAI3433949.1 hypothetical protein D9Q98_003751 [Chlorella vulgaris]
OG0003171	XP_005849833.1 hypothetical protein CHLNCDRAFT_56078 [Chlorella variabilis]	KAI3438647.1 hypothetical protein D9Q98_001069 [Chlorella vulgaris]
OG0003172	XP_005848341.1 hypothetical protein CHLNCDRAFT_48752 [Chlorella variabilis]	KAI3426392.1 hypothetical protein D9Q98_008763 [Chlorella vulgaris]
OG0003173	XP_005849635.1 hypothetical protein CHLNCDRAFT_34754 [Chlorella variabilis]	KAI3438769.1 hypothetical protein D9Q98_001187 [Chlorella vulgaris]
OG0003174	XP_005848503.1 hypothetical protein CHLNCDRAFT_144977 [Chlorella variabilis]	KAI3426339.1 hypothetical protein D9Q98_008712 [Chlorella vulgaris]
OG0003175	XP_005848342.1 hypothetical protein CHLNCDRAFT_57654 [Chlorella variabilis]	KAI3426394.1 hypothetical protein D9Q98_008765 [Chlorella vulgaris]
OG0003176	XP_005844405.1 hypothetical protein CHLNCDRAFT_139073 [Chlorella variabilis]	KAI3432884.1 hypothetical protein D9Q98_010466 [Chlorella vulgaris]
OG0003177	XP_005842864.1 hypothetical protein CHLNCDRAFT_142561 [Chlorella variabilis]	KAI3424253.1 hypothetical protein D9Q98_009607 [Chlorella vulgaris], KAI3424252.1 hypothetical protein D9Q98_009607 [Chlorella vulgaris]
OG0003178	XP_005843824.1 hypothetical protein CHLNCDRAFT_139890 [Chlorella variabilis]	KAI3438996.1 hypothetical protein D9Q98_001408 [Chlorella vulgaris]
OG0003179	XP_005843388.1 hypothetical protein CHLNCDRAFT_141224 [Chlorella variabilis]	KAI3430487.1 hypothetical protein D9Q98_005082 [Chlorella vulgaris]
OG0003180	XP_005844459.1 hypothetical protein CHLNCDRAFT_54387 [Chlorella variabilis]	KAI3430424.1 hypothetical protein D9Q98_005019 [Chlorella vulgaris]
OG0003181	XP_005851106.1 hypothetical protein CHLNCDRAFT_137656 [Chlorella variabilis]	KAI3433832.1 hypothetical protein D9Q98_003636 [Chlorella vulgaris]
OG0003182	XP_005845418.1 hypothetical protein CHLNCDRAFT_137002 [Chlorella variabilis]	KAI3436212.1 hypothetical protein D9Q98_002266 [Chlorella vulgaris]
OG0003183	XP_005851441.1 hypothetical protein CHLNCDRAFT_56697 [Chlorella variabilis]	KAI3433722.1 hypothetical protein D9Q98_003530 [Chlorella vulgaris]
OG0003185	XP_005850148.1 hypothetical protein CHLNCDRAFT_34452 [Chlorella variabilis]	KAI3428270.1 hypothetical protein D9Q98_006649 [Chlorella vulgaris]
OG0003186	XP_005851562.1 hypothetical protein CHLNCDRAFT_138040 [Chlorella variabilis]	KAI3433470.1 hypothetical protein D9Q98_003282 [Chlorella vulgaris]
OG0003187	XP_005851596.1 hypothetical protein CHLNCDRAFT_56782 [Chlorella variabilis]	KAI3433401.1 hypothetical protein D9Q98_003217 [Chlorella vulgaris]
OG0003188	XP_005845808.1 expressed protein [Chlorella variabilis]	KAI3425157.1 hypothetical protein D9Q98_008928 [Chlorella vulgaris]
OG0003188	XP_005847224.1 expressed protein [Chlorella variabilis]	KAI3428759.1 hypothetical protein D9Q98_007581 [Chlorella vulgaris]
OG0003189	XP_005846642.1 hypothetical protein CHLNCDRAFT_135311 [Chlorella variabilis]	KAI3425036.1 hypothetical protein D9Q98_008414 [Chlorella vulgaris]
OG0003191	XP_005851899.1 hypothetical protein CHLNCDRAFT_33649 [Chlorella variabilis]	KAI3429735.1 hypothetical protein D9Q98_010050 [Chlorella vulgaris]
OG0003192	XP_005847643.1 hypothetical protein CHLNCDRAFT_23323 [Chlorella variabilis]	KAI3425907.1 hypothetical protein D9Q98_007879 [Chlorella vulgaris]
OG0003193	XP_005844630.1 hypothetical protein CHLNCDRAFT_54474 [Chlorella variabilis]	KAI3430262.1 hypothetical protein D9Q98_004858 [Chlorella vulgaris], KAI3430330.1 hypothetical protein D9Q98_004925 [Chlorella vulgaris]
OG0003194	XP_005848951.1 hypothetical protein CHLNCDRAFT_144442 [Chlorella variabilis]	KAI3426959.1 hypothetical protein D9Q98_006903 [Chlorella vulgaris]
OG0003196	XP_005848392.1 hypothetical protein CHLNCDRAFT_144676 [Chlorella variabilis]	KAI3426108.1 hypothetical protein D9Q98_008487 [Chlorella vulgaris]
OG0003197	XP_005848504.1 hypothetical protein CHLNCDRAFT_30835 [Chlorella variabilis]	KAI3426341.1 hypothetical protein D9Q98_008714 [Chlorella vulgaris]
OG0003198	XP_005848231.1 hypothetical protein CHLNCDRAFT_48732 [Chlorella variabilis]	KAI3426179.1 hypothetical protein D9Q98_008556 [Chlorella vulgaris]
OG0003199	XP_005848417.1 hypothetical protein CHLNCDRAFT_51750 [Chlorella variabilis]	KAI3426166.1 hypothetical protein D9Q98_008543 [Chlorella vulgaris]
OG0003201	XP_005844011.1 hypothetical protein CHLNCDRAFT_59064 [Chlorella variabilis]	KAI3430613.1 hypothetical protein D9Q98_005205 [Chlorella vulgaris]
OG0003201	XP_005851243.1 hypothetical protein CHLNCDRAFT_137966 [Chlorella variabilis]	KAI3433543.1 hypothetical protein D9Q98_003353 [Chlorella vulgaris]
OG0003202	XP_005844833.1 hypothetical protein CHLNCDRAFT_9136_ partial [Chlorella variabilis]	KAI3431742.1 hypothetical protein D9Q98_004784 [Chlorella vulgaris]
OG0003203	XP_005843770.1 hypothetical protein CHLNCDRAFT_139894 [Chlorella variabilis]	KAI3439000.1 hypothetical protein D9Q98_001412 [Chlorella vulgaris]
OG0003204	XP_005850465.1 hypothetical protein CHLNCDRAFT_142438 [Chlorella variabilis]	KAI3428832.1 hypothetical protein D9Q98_007649 [Chlorella vulgaris]
OG0003205	XP_005850384.1 hypothetical protein CHLNCDRAFT_142258 [Chlorella variabilis]	KAI3428250.1 hypothetical protein D9Q98_006629 [Chlorella vulgaris]
OG0003206	XP_005848022.1 hypothetical protein CHLNCDRAFT_10674_ partial [Chlorella variabilis]	KAI3437569.1 hypothetical protein D9Q98_000022 [Chlorella vulgaris]
OG0003207	XP_005848140.1 hypothetical protein CHLNCDRAFT_145478 [Chlorella variabilis]	KAI3437694.1 hypothetical protein D9Q98_000143 [Chlorella vulgaris]
OG0003208	XP_005847954.1 hypothetical protein CHLNCDRAFT_48784 [Chlorella variabilis]	KAI3437752.1 hypothetical protein D9Q98_000200 [Chlorella vulgaris]
OG0003209	XP_005848310.1 hypothetical protein CHLNCDRAFT_22556_ partial [Chlorella variabilis]	KAI3426333.1 hypothetical protein D9Q98_008706 [Chlorella vulgaris]
OG0003210	XP_005847452.1 hypothetical protein CHLNCDRAFT_134366 [Chlorella variabilis]	KAI3428570.1 hypothetical protein D9Q98_007392 [Chlorella vulgaris]
OG0003211	XP_005847105.1 hypothetical protein CHLNCDRAFT_134819 [Chlorella variabilis]	KAI3438132.1 hypothetical protein D9Q98_000573 [Chlorella vulgaris]
OG0003212	XP_005845123.1 hypothetical protein CHLNCDRAFT_26298_ partial [Chlorella variabilis]	KAI3424929.1 hypothetical protein D9Q98_008313 [Chlorella vulgaris]
OG0003214	XP_005849980.1 hypothetical protein CHLNCDRAFT_141888 [Chlorella variabilis]	KAI3427939.1 hypothetical protein D9Q98_006329 [Chlorella vulgaris]
OG0003216	XP_005844376.1 hypothetical protein CHLNCDRAFT_58960 [Chlorella variabilis]	KAI3432395.1 hypothetical protein D9Q98_003951 [Chlorella vulgaris], KAI3432396.1 hypothetical protein D9Q98_003952 [Chlorella vulgaris]
OG0003217	XP_005846545.1 hypothetical protein CHLNCDRAFT_31860 [Chlorella variabilis]	KAI3435649.1 hypothetical protein D9Q98_001707 [Chlorella vulgaris]
OG0003218	XP_005846486.1 hypothetical protein CHLNCDRAFT_10776_ partial [Chlorella variabilis]	KAI3435805.1 hypothetical protein D9Q98_001863 [Chlorella vulgaris]
OG0003219	XP_005846447.1 hypothetical protein CHLNCDRAFT_24942_ partial [Chlorella variabilis]	KAI3435886.1 hypothetical protein D9Q98_001944 [Chlorella vulgaris]
OG0003220	XP_005845492.1 hypothetical protein CHLNCDRAFT_25917 [Chlorella variabilis]	KAI3436072.1 hypothetical protein D9Q98_002130 [Chlorella vulgaris]
OG0003221	XP_005843746.1 hypothetical protein CHLNCDRAFT_139828 [Chlorella variabilis]	KAI3438943.1 hypothetical protein D9Q98_001357 [Chlorella vulgaris]
OG0003222	XP_005849474.1 hypothetical protein CHLNCDRAFT_142759 [Chlorella variabilis]	KAI3438442.1 hypothetical protein D9Q98_000872 [Chlorella vulgaris]
OG0003223	XP_005849742.1 hypothetical protein CHLNCDRAFT_57191 [Chlorella variabilis]	KAI3438440.1 hypothetical protein D9Q98_000871 [Chlorella vulgaris], KAI3438441.1 hypothetical protein D9Q98_000871 [Chlorella vulgaris]
OG0003224	XP_005849487.1 hypothetical protein CHLNCDRAFT_50899 [Chlorella variabilis]	KAI3438475.1 hypothetical protein D9Q98_000904 [Chlorella vulgaris]
OG0003225	XP_005848406.1 expressed protein [Chlorella variabilis]	KAI3439100.1 hypothetical protein D9Q98_001509 [Chlorella vulgaris], KAI3439059.1 hypothetical protein D9Q98_001469 [Chlorella vulgaris], KAI3439062.1 hypothetical protein D9Q98_001472 [Chlorella vulgaris], KAI3439057.1 hypothetical protein D9Q98_001467 [Chlorella vulgaris], KAI3439058.1 hypothetical protein D9Q98_001468 [Chlorella vulgaris], KAI3432301.1 hypothetical protein D9Q98_003861 [Chlorella vulgaris]
OG0003226	XP_005847048.1 hypothetical protein CHLNCDRAFT_134697 [Chlorella variabilis]	KAI3438255.1 hypothetical protein D9Q98_000691 [Chlorella vulgaris]
OG0003227	XP_005847344.1 hypothetical protein CHLNCDRAFT_23797 [Chlorella variabilis]	KAI3428440.1 hypothetical protein D9Q98_007267 [Chlorella vulgaris]
OG0003230	XP_005845642.1 hypothetical protein CHLNCDRAFT_32096 [Chlorella variabilis]	KAI3424192.1 hypothetical protein D9Q98_009548 [Chlorella vulgaris]
OG0003231	XP_005848029.1 hypothetical protein CHLNCDRAFT_145197 [Chlorella variabilis]	KAI3437924.1 hypothetical protein D9Q98_000369 [Chlorella vulgaris]
OG0003232	XP_005850844.1 hypothetical protein CHLNCDRAFT_140438 [Chlorella variabilis]	KAI3436871.1 hypothetical protein D9Q98_006281 [Chlorella vulgaris]
OG0003232	XP_005850843.1 hypothetical protein CHLNCDRAFT_140437 [Chlorella variabilis]	KAI3436872.1 hypothetical protein D9Q98_006282 [Chlorella vulgaris]
OG0003233	XP_005850924.1 hypothetical protein CHLNCDRAFT_140645 [Chlorella variabilis]	KAI3436683.1 hypothetical protein D9Q98_006099 [Chlorella vulgaris], KAI3436684.1 hypothetical protein D9Q98_006099 [Chlorella vulgaris]
OG0003234	XP_005851039.1 hypothetical protein CHLNCDRAFT_19536_ partial [Chlorella variabilis]	KAI3436422.1 hypothetical protein D9Q98_005839 [Chlorella vulgaris]
OG0003235	XP_005850991.1 hypothetical protein CHLNCDRAFT_19514 [Chlorella variabilis]	KAI3436546.1 hypothetical protein D9Q98_005962 [Chlorella vulgaris]
OG0003236	XP_005849237.1 hypothetical protein CHLNCDRAFT_30521_ partial [Chlorella variabilis]	KAI3434998.1 hypothetical protein D9Q98_003050 [Chlorella vulgaris]
OG0003237	XP_005849263.1 hypothetical protein CHLNCDRAFT_143524 [Chlorella variabilis]	KAI3434948.1 hypothetical protein D9Q98_003002 [Chlorella vulgaris]
OG0003238	XP_005849368.1 hypothetical protein CHLNCDRAFT_143830 [Chlorella variabilis]	KAI3434723.1 hypothetical protein D9Q98_002784 [Chlorella vulgaris]
OG0003239	XP_005849360.1 hypothetical protein CHLNCDRAFT_12433_ partial [Chlorella variabilis]	KAI3434747.1 hypothetical protein D9Q98_002807 [Chlorella vulgaris]
OG0003240	XP_005848691.1 hypothetical protein CHLNCDRAFT_48717 [Chlorella variabilis]	KAI3427068.1 hypothetical protein D9Q98_007008 [Chlorella vulgaris]
OG0003241	XP_005850590.1 hypothetical protein CHLNCDRAFT_56876 [Chlorella variabilis]	KAI3436796.1 hypothetical protein D9Q98_006207 [Chlorella vulgaris], KAI3436797.1 hypothetical protein D9Q98_006207 [Chlorella vulgaris]
OG0003242	XP_005850887.1 hypothetical protein CHLNCDRAFT_140548 [Chlorella variabilis]	KAI3436765.1 hypothetical protein D9Q98_006177 [Chlorella vulgaris]
OG0003243	XP_005850683.1 hypothetical protein CHLNCDRAFT_19955 [Chlorella variabilis]	KAI3436601.1 hypothetical protein D9Q98_006018 [Chlorella vulgaris]
OG0003244	XP_005850479.1 hypothetical protein CHLNCDRAFT_140272 [Chlorella variabilis]	KAI3435565.1 hypothetical protein D9Q98_001630 [Chlorella vulgaris]
OG0003246	XP_005851777.1 hypothetical protein CHLNCDRAFT_15412_ partial [Chlorella variabilis]	KAI3429500.1 hypothetical protein D9Q98_005589 [Chlorella vulgaris]
OG0003247	XP_005845476.1 hypothetical protein CHLNCDRAFT_137142 [Chlorella variabilis]	KAI3436108.1 hypothetical protein D9Q98_002166 [Chlorella vulgaris]
OG0003248	XP_005850481.1 hypothetical protein CHLNCDRAFT_56820 [Chlorella variabilis]	KAI3435568.1 hypothetical protein D9Q98_001633 [Chlorella vulgaris]
OG0003249	XP_005846887.1 hypothetical protein CHLNCDRAFT_23959 [Chlorella variabilis]	KAI3438216.1 hypothetical protein D9Q98_000653 [Chlorella vulgaris]
OG0003250	XP_005849840.1 hypothetical protein CHLNCDRAFT_56079 [Chlorella variabilis]	KAI3438655.1 hypothetical protein D9Q98_001077 [Chlorella vulgaris]
