Orthogroup	Chlorella_Sorokiniana1602	Scenedesmus_PABB004
OG0002465	PRW44413.1 DNA replication licensing factor MCM3 [Chlorella sorokiniana]	KAF8055391.1 MCM3 [Scenedesmus sp. PABB004]
OG0002466	PRW44355.1 G8 domain-containing [Chlorella sorokiniana]	KAF8056469.1 rliB [Scenedesmus sp. PABB004]
OG0002467	PRW60191.1 tyrosine phosphatase [Chlorella sorokiniana]	KAF8057642.1 ptpA [Scenedesmus sp. PABB004]
OG0002470	PRW44322.1 Surfeit locus 1 [Chlorella sorokiniana]	KAF8058109.1 SURF1 [Scenedesmus sp. PABB004]
OG0002471	PRW21108.1 multidrug resistance-associated 1 isoform X3 [Chlorella sorokiniana]	KAF8063846.1 ABCC4 [Scenedesmus sp. PABB004]
OG0002472	PRW21004.1 Vacuolar transporter chaperone 1 [Chlorella sorokiniana]	KAF8057150.1 nrf1 [Scenedesmus sp. PABB004]
OG0002473	PRW34096.1 RNA polymerase I-specific transcription initiation factor RRN3-like [Chlorella sorokiniana]	KAF8064607.1 SEN1 [Scenedesmus sp. PABB004]
OG0002474	PRW57074.1 carboxyl-terminal-processing peptidase chloroplastic [Chlorella sorokiniana]	KAF8061390.1 CTPA3 [Scenedesmus sp. PABB004]
OG0002475	PRW60493.1 ATP-dependent helicase hrq1 isoform X1 [Chlorella sorokiniana]	KAF8071171.1 hrq1 [Scenedesmus sp. PABB004]
OG0002478	PRW60263.1 hypothetical protein C2E21_1177 [Chlorella sorokiniana]	KAF8072855.1 hypothetical protein HT031_000515 [Scenedesmus sp. PABB004]
OG0002479	PRW57519.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]	KAF8059112.1 aarF domain-containing protein kinase [Scenedesmus sp. PABB004]
OG0002480	PRW20735.1 ELC-like [Chlorella sorokiniana]	KAF8068292.1 hypothetical protein HT031_001979 [Scenedesmus sp. PABB004]
OG0002482	PRW44618.1 Exosome complex exonuclease RRP44 [Chlorella sorokiniana]	KAF8058848.1 RRP44A [Scenedesmus sp. PABB004]
OG0002483	PRW59022.1 DEAD-box ATP-dependent RNA helicase 8 [Chlorella sorokiniana]	KAF8063758.1 DEAD-box ATP-dependent RNA helicase 6 [Scenedesmus sp. PABB004]
OG0002484	PRW60717.1 serine threonine phosphatase 2A 57 kDa regulatory subunit B theta isoform-like [Chlorella sorokiniana]	KAF8060618.1 B'ETA [Scenedesmus sp. PABB004]
OG0002485	PRW45653.1 Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase mitochondrial [Chlorella sorokiniana]	KAF8073201.1 Dbt [Scenedesmus sp. PABB004]
OG0002486	PRW57506.1 Proline dehydrogenase [Chlorella sorokiniana]	KAF8071105.1 hypothetical protein HT031_001187 [Scenedesmus sp. PABB004]
OG0002487	PRW60620.1 homocysteine S-methyltransferase isoform A [Chlorella sorokiniana], PRW60619.1 homocysteine S-methyltransferase isoform B [Chlorella sorokiniana]	KAF8073169.1 yitJ [Scenedesmus sp. PABB004]
OG0002489	PRW20336.1 UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Chlorella sorokiniana]	KAF8072414.1 Alg14 [Scenedesmus sp. PABB004]
OG0002490	PRW20642.1 U3 small nucleolar RNA-associated 15 [Chlorella sorokiniana]	KAF8055723.1 utp15 [Scenedesmus sp. PABB004]
OG0002491	PRW56036.1 AP-4 complex subunit mu [Chlorella sorokiniana]	KAF8070972.1 AP4M [Scenedesmus sp. PABB004]
OG0002492	PRW56061.1 photosystem I reaction center subunit III [Chlorella sorokiniana]	KAF8070867.1 hypothetical protein HT031_000948 [Scenedesmus sp. PABB004]
OG0002493	PRW32984.1 ubiquinone biosynthesis [Chlorella sorokiniana]	KAF8060506.1 ubiquinone biosynthesis protein COQ4 [Scenedesmus sp. PABB004]
OG0002494	PRW59759.1 putative sucrose-phosphate synthase 3 isoform X1 [Chlorella sorokiniana]	KAF8073114.1 SPS1 [Scenedesmus sp. PABB004]
OG0002495	PRW20902.1 Geranylgeranyl transferase type-2 subunit alpha [Chlorella sorokiniana]	KAF8055830.1 hypothetical protein HT031_006605 [Scenedesmus sp. PABB004], KAF8055829.1 MEP5 [Scenedesmus sp. PABB004]
OG0002496	PRW20894.1 folate-biopterin transporter chloroplastic [Chlorella sorokiniana]	KAF8060466.1 folate-biopterin transporter 1 [Scenedesmus sp. PABB004]
OG0002497	PRW56023.1 type II cytoskeletal 2 epidermal [Chlorella sorokiniana]	KAF8070850.1 hypothetical protein HT031_000931 [Scenedesmus sp. PABB004]
OG0002498	PRW60629.1 hypothetical protein C2E21_0788 [Chlorella sorokiniana]	KAF8073096.1 hypothetical protein HT031_000757 [Scenedesmus sp. PABB004]
OG0002500	PRW58842.1 CD2 antigen cytoplasmic tail-binding 2 [Chlorella sorokiniana]	KAF8056143.1 hypothetical protein HT031_006494 [Scenedesmus sp. PABB004]
OG0002502	PRW57084.1 N-alpha-acetyltransferase auxiliary subunit [Chlorella sorokiniana]	KAF8055089.1 NAA15 [Scenedesmus sp. PABB004]
OG0002503	PRW20900.1 RRP5-like protein [Chlorella sorokiniana]	KAF8063834.1 RRP5 [Scenedesmus sp. PABB004]
OG0002504	PRW60420.1 elongator complex 4 [Chlorella sorokiniana]	KAF8067238.1 elp4 [Scenedesmus sp. PABB004]
OG0002505	PRW44435.1 DNA methyltransferase 1-associated 1 [Chlorella sorokiniana]	KAF8062659.1 SWC4 [Scenedesmus sp. PABB004]
OG0002506	PRW20976.1 calcium-transporting ATPase endoplasmic reticulum-type isoform A [Chlorella sorokiniana], PRW20975.1 calcium-transporting ATPase endoplasmic reticulum-type isoform B [Chlorella sorokiniana]	KAF8059661.1 CA1 [Scenedesmus sp. PABB004]
OG0002507	PRW20957.1 RING finger 121 [Chlorella sorokiniana]	KAF8065963.1 rnf121 [Scenedesmus sp. PABB004]
OG0002508	PRW20749.1 Serine threonine- kinase rio2 [Chlorella sorokiniana]	KAF8073207.1 rio2 [Scenedesmus sp. PABB004]
OG0002509	PRW45723.1 la 1 [Chlorella sorokiniana]	KAF8055989.1 LA1 [Scenedesmus sp. PABB004]
OG0002512	PRW56066.1 NIPSNAP-related _ISS_ [Chlorella sorokiniana], PRW61063.1 hypothetical protein C2E21_0579 [Chlorella sorokiniana]	KAF8071348.1 NIPSNAP3A [Scenedesmus sp. PABB004]
OG0002513	PRW58159.1 auxin efflux carrier [Chlorella sorokiniana]	KAF8072786.1 serine/threonine-protein kinase [Scenedesmus sp. PABB004]
OG0002514	PRW58257.1 3-hydroxybutyrate dehydrogenase [Chlorella sorokiniana]	KAF8066204.1 ycf42 [Scenedesmus sp. PABB004]
OG0002515	PRW60133.1 MLO 11 [Chlorella sorokiniana]	KAF8062050.1 MLO10 [Scenedesmus sp. PABB004]
OG0002516	PRW58119.1 hypothetical protein C2E21_2721 [Chlorella sorokiniana]	KAF8060519.1 Ycf53-like protein [Scenedesmus sp. PABB004]
OG0002517	PRW33303.1 mediator of RNA polymerase II transcription subunit 31 [Chlorella sorokiniana]	KAF8068301.1 MED31 [Scenedesmus sp. PABB004]
OG0002518	PRW57124.1 DNA replication licensing factor MCM7 [Chlorella sorokiniana]	KAF8065482.1 MCM7 [Scenedesmus sp. PABB004]
OG0002519	PRW60079.1 putative serine threonine- kinase GCN2 isoform X2 [Chlorella sorokiniana]	KAF8070961.1 GCN2 [Scenedesmus sp. PABB004]
OG0002521	PRW05774.1 metal ABC transporter permease isoform B [Chlorella sorokiniana], PRW05775.1 metal ABC transporter permease isoform A [Chlorella sorokiniana]	KAF8062057.1 ATM1 [Scenedesmus sp. PABB004]
OG0002522	PRW39363.1 50S ribosomal L22-like isoform X2 isoform A [Chlorella sorokiniana], PRW39364.1 50S ribosomal L22-like isoform X2 isoform B [Chlorella sorokiniana]	KAF8066239.1 mrpl22 [Scenedesmus sp. PABB004]
OG0002525	PRW44303.1 dimethyladenosine transferase [Chlorella sorokiniana]	KAF8057751.1 DIM1A [Scenedesmus sp. PABB004]
OG0002527	PRW56977.1 WD-40 repeat-containing MSI1 [Chlorella sorokiniana]	KAF8071266.1 FLA10 [Scenedesmus sp. PABB004]
OG0002528	PRW59961.1 DEAD DEAH box helicase [Chlorella sorokiniana]	KAF8065730.1 VAC8 [Scenedesmus sp. PABB004], KAF8065727.1 hypothetical protein HT031_002787 [Scenedesmus sp. PABB004]
OG0002529	PRW57121.1 CHROMATIN REMODELING 8 [Chlorella sorokiniana]	KAF8061991.1 hypothetical protein HT031_004251 [Scenedesmus sp. PABB004]
OG0002530	PRW57401.1 aarF domain-containing kinase 4 [Chlorella sorokiniana]	KAF8059681.1 ABC1 [Scenedesmus sp. PABB004]
OG0002531	PRW44523.1 DNAJ heat shock N-terminal domain-containing [Chlorella sorokiniana]	KAF8059114.1 DJC76 [Scenedesmus sp. PABB004]
OG0002532	PRW44349.1 thioredoxin-disulfide reductase [Chlorella sorokiniana]	KAF8070898.1 hypothetical protein HT031_000979 [Scenedesmus sp. PABB004]
OG0002533	PRW61313.1 beta-catenin 1 [Chlorella sorokiniana]	KAF8072625.1 Ctnnbl1 [Scenedesmus sp. PABB004]
OG0002534	PRW61557.1 Dicarboxylate transporter chloroplastic [Chlorella sorokiniana]	KAF8062911.1 DIT1 [Scenedesmus sp. PABB004]
OG0002536	PRW44323.1 26S protease regulatory subunit 6A-like protein [Chlorella sorokiniana]	KAF8067431.1 RPT5A [Scenedesmus sp. PABB004]
OG0002538	PRW57439.1 DNA replication factor C complex subunit 3 [Chlorella sorokiniana]	KAF8072622.1 RFC3 [Scenedesmus sp. PABB004]
OG0002539	PRW60799.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B [Chlorella sorokiniana]	KAF8055944.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B [Scenedesmus sp. PABB004]
OG0002540	PRW59453.1 hypothetical protein C2E21_1555 [Chlorella sorokiniana]	KAF8064619.1 ytfP [Scenedesmus sp. PABB004]
OG0002541	PRW59543.1 14-3-3 protein [Chlorella sorokiniana]	KAF8065812.1 14-3-3-like protein [Scenedesmus sp. PABB004]
OG0002543	PRW57156.1 asparagine synthetase [Chlorella sorokiniana]	KAF8057918.1 hypothetical protein HT031_005864 [Scenedesmus sp. PABB004]
OG0002544	PRW61020.1 ADP_ATP carrier chloroplastic [Chlorella sorokiniana]	KAF8061398.1 AATP1 [Scenedesmus sp. PABB004]
OG0002545	PRW59111.1 L-arabinokinase-like isoform X2 [Chlorella sorokiniana]	KAF8067272.1 ARA1 [Scenedesmus sp. PABB004]
OG0002546	PRW61241.1 ATP-dependent DNA helicase Q-like 4A isoform X3 [Chlorella sorokiniana]	KAF8063670.1 RECQL4A [Scenedesmus sp. PABB004]
OG0002547	PRW57521.1 30S ribosomal chloroplastic [Chlorella sorokiniana]	KAF8067280.1 RPS10 [Scenedesmus sp. PABB004]
OG0002548	PRW56925.1 ATP-dependent DNA helicase [Chlorella sorokiniana]	KAF8062927.1 recG [Scenedesmus sp. PABB004]
OG0002549	PRW57537.1 50S ribosomal L3- chloroplastic [Chlorella sorokiniana]	KAF8058895.1 RPL3B [Scenedesmus sp. PABB004]
OG0002551	PRW61003.1 Peptidyl-prolyl cis-trans isomerase-like 4 [Chlorella sorokiniana]	KAF8068349.1 CYP59 [Scenedesmus sp. PABB004]
OG0002552	PRW60895.1 ion channel [Chlorella sorokiniana]	KAF8072806.1 jmj4 [Scenedesmus sp. PABB004]
OG0002553	PRW58821.1 charged multivesicular body 5-like [Chlorella sorokiniana]	KAF8068222.1 VPS60-2 [Scenedesmus sp. PABB004]
OG0002554	PRW61325.1 DNA polymerase V [Chlorella sorokiniana]	KAF8062006.1 pol5 [Scenedesmus sp. PABB004]
OG0002555	PRW60946.1 Wee1 kinase [Chlorella sorokiniana]	KAF8055746.1 WEE1 [Scenedesmus sp. PABB004]
OG0002556	PRW55926.1 LOW PSII ACCUMULATION chloroplastic [Chlorella sorokiniana]	KAF8071380.1 LPA1 [Scenedesmus sp. PABB004]
OG0002557	PRW60956.1 Ubiquitin-conjugating enzyme E2 7 [Chlorella sorokiniana]	KAF8058086.1 UBC7 [Scenedesmus sp. PABB004]
OG0002558	PRW58834.1 psbP domain-containing chloroplastic [Chlorella sorokiniana]	KAF8072745.1 PPD3 [Scenedesmus sp. PABB004]
OG0002559	PRW59273.1 Lysophosphatidic acid phosphatase type 6 [Chlorella sorokiniana]	KAF8056464.1 TFB1-3 [Scenedesmus sp. PABB004]
OG0002561	PRW61086.1 mitochondrial import receptor subunit TOM40-1-like [Chlorella sorokiniana]	KAF8056756.1 TOM40-2 [Scenedesmus sp. PABB004]
OG0002562	PRW60231.1 ribosomal RNA methyltransferase mitochondrial isoform X1 [Chlorella sorokiniana]	KAF8058916.1 rlmE [Scenedesmus sp. PABB004]
OG0002563	PRW61337.1 zinc finger CCCH domain-containing 69-like [Chlorella sorokiniana]	KAF8058445.1 hypothetical protein HT031_005569 [Scenedesmus sp. PABB004]
OG0002564	PRW57071.1 serine threonine- kinase ATM isoform X2 [Chlorella sorokiniana]	KAF8062696.1 hypothetical protein HT031_004025 [Scenedesmus sp. PABB004]
OG0002565	PRW57518.1 G10 family [Chlorella sorokiniana]	KAF8065634.1 BUD31-like protein [Scenedesmus sp. PABB004]
OG0002567	PRW56428.1 transmembrane 184C-like isoform X1 [Chlorella sorokiniana]	KAF8072632.1 hypothetical protein HT031_000292 [Scenedesmus sp. PABB004]
OG0002568	PRW33215.1 Retinoblastoma-binding 5 [Chlorella sorokiniana], PRW33201.1 hypothetical protein C2E21_7735 [Chlorella sorokiniana]	KAF8067281.1 hypothetical protein HT031_002328 [Scenedesmus sp. PABB004]
OG0002569	PRW56451.1 GTP-binding 1 [Chlorella sorokiniana]	KAF8073008.1 Gtpbp1 [Scenedesmus sp. PABB004]
OG0002570	PRW59920.1 Nucleolar 16 [Chlorella sorokiniana]	KAF8065911.1 hypothetical protein HT031_002972 [Scenedesmus sp. PABB004]
OG0002571	PRW33298.1 E2F family transcription factor [Chlorella sorokiniana]	KAF8072945.1 E2FB [Scenedesmus sp. PABB004]
OG0002572	PRW33295.1 metaxin 1 [Chlorella sorokiniana]	KAF8054985.1 MTX1 [Scenedesmus sp. PABB004]
OG0002573	PRW33225.1 outer dynein arm-docking complex subunit 1 [Chlorella sorokiniana]	KAF8062960.1 hypothetical protein HT031_003799 [Scenedesmus sp. PABB004]
OG0002574	PRW20477.1 DNA polymerase epsilon catalytic subunit A [Chlorella sorokiniana]	KAF8072990.1 POL2A [Scenedesmus sp. PABB004]
OG0002577	PRW56747.1 40S ribosomal X isoform [Chlorella sorokiniana]	KAF8059167.1 RPS4 [Scenedesmus sp. PABB004]
OG0002578	PRW61612.1 tRNA _guanine-N_7_-_-methyltransferase non-catalytic subunit wdr4 [Chlorella sorokiniana]	KAF8072451.1 hypothetical protein HT031_000110 [Scenedesmus sp. PABB004]
OG0002579	PRW58270.1 histone acetyltransferase MCC1-like [Chlorella sorokiniana]	KAF8062074.1 MCC1 [Scenedesmus sp. PABB004], KAF8063659.1 ard1 [Scenedesmus sp. PABB004]
OG0002580	PRW56101.1 NADP-dependent malic enzyme [Chlorella sorokiniana]	KAF8071093.1 ME6 [Scenedesmus sp. PABB004]
OG0002582	PRW61320.1 fatty-acid-binding 1 [Chlorella sorokiniana]	KAF8072638.1 hypothetical protein HT031_000298 [Scenedesmus sp. PABB004]
OG0002583	PRW56894.1 autophagy-related 2 [Chlorella sorokiniana]	KAF8062727.1 hypothetical protein HT031_004057 [Scenedesmus sp. PABB004]
OG0002584	PRW61490.1 K_+_ efflux antiporter chloroplastic-like [Chlorella sorokiniana]	KAF8071051.1 KEA1 [Scenedesmus sp. PABB004]
OG0002586	PRW56206.1 DNA repair REV1 isoform X1 [Chlorella sorokiniana]	KAF8057676.1 REV1 [Scenedesmus sp. PABB004]
OG0002587	PRW61501.1 Arogenate dehydratase prephenate dehydratase chloroplastic [Chlorella sorokiniana], PRW61427.1 arogenate prephenate dehydratase [Chlorella sorokiniana]	KAF8071048.1 ADT2 [Scenedesmus sp. PABB004]
OG0002589	PRW45343.1 serine protease [Chlorella sorokiniana]	KAF8066217.1 Extracellular serine proteinase [Scenedesmus sp. PABB004]
OG0002590	PRW60108.1 pyruvate dehydrogenase E1 beta subunit [Chlorella sorokiniana]	KAF8058069.1 PDH2 [Scenedesmus sp. PABB004]
OG0002591	PRW50770.1 hypothetical protein C2E21_5640 [Chlorella sorokiniana]	KAF8073237.1 hypothetical protein HT031_000898 [Scenedesmus sp. PABB004]
OG0002592	PRW61412.1 developmentally-regulated G- 3 [Chlorella sorokiniana]	KAF8058912.1 DRG3 [Scenedesmus sp. PABB004]
OG0002593	PRW61390.1 ER membrane complex subunit 8 9-like protein [Chlorella sorokiniana]	KAF8071062.1 UBP22 [Scenedesmus sp. PABB004]
OG0002594	PRW61187.1 X-linked retinitis pigmentosa GTPase regulator-interacting 1 [Chlorella sorokiniana]	KAF8059988.1 metl [Scenedesmus sp. PABB004]
OG0002595	PRW20998.1 long chain base biosynthesis 1-like [Chlorella sorokiniana]	KAF8062799.1 MCSU3 [Scenedesmus sp. PABB004]
OG0002597	PRW20426.1 methylcrotonoyl- carboxylase [Chlorella sorokiniana]	KAF8064551.1 Mccc2 [Scenedesmus sp. PABB004]
OG0002598	PRW59376.1 betaine aldehyde dehydrogenase isoform B [Chlorella sorokiniana], PRW59377.1 betaine aldehyde dehydrogenase isoform A [Chlorella sorokiniana]	KAF8072370.1 ALDH10A8 [Scenedesmus sp. PABB004]
OG0002599	PRW20428.1 proteasome activator subunit 4 [Chlorella sorokiniana]	KAF8058035.1 proteasome activator subunit 4 [Scenedesmus sp. PABB004]
OG0002600	PRW56266.1 ribonuclease III [Chlorella sorokiniana]	KAF8058873.1 XRCC2 [Scenedesmus sp. PABB004]
OG0002601	PRW55982.1 Inositol monophosphatase 3 [Chlorella sorokiniana]	KAF8058878.1 IMP3 [Scenedesmus sp. PABB004]
OG0002602	PRW59240.1 ATPase associated with various cellular activities AAA_5 [Chlorella sorokiniana]	KAF8073123.1 ravA [Scenedesmus sp. PABB004]
OG0002603	PRW20651.1 DNA mismatch repair Mlh1 isoform X1 [Chlorella sorokiniana]	KAF8068255.1 Mlh1 [Scenedesmus sp. PABB004]
OG0002605	PRW18357.1 Alcohol dehydrogenase [NADP_+_] [Chlorella sorokiniana], PRW21059.1 Alcohol dehydrogenase [NADP_+_] [Chlorella sorokiniana]	KAF8062776.1 Akr1a1 [Scenedesmus sp. PABB004]
OG0002606	PRW18294.1 DEAD-box ATP-dependent RNA helicase 50 [Chlorella sorokiniana]	KAF8070956.1 DEAD-box ATP-dependent RNA helicase 50 [Scenedesmus sp. PABB004]
OG0002608	PRW44889.1 OTU domain-containing 3 isoform X1 [Chlorella sorokiniana]	KAF8059099.1 OTU7 [Scenedesmus sp. PABB004]
OG0002609	PRW59931.1 nucleotide release factor [Chlorella sorokiniana]	KAF8072719.1 grpE [Scenedesmus sp. PABB004]
OG0002610	PRW33671.1 UPF0553 -like [Chlorella sorokiniana]	KAF8062004.1 queuosine salvage protein [Scenedesmus sp. PABB004]
OG0002611	PRW59895.1 N-terminal acetyltransferase complex C component MAK3 [Chlorella sorokiniana]	KAF8067410.1 MAK3 [Scenedesmus sp. PABB004]
OG0002612	PRW45011.1 phosphatidylinositol 3- and 4-kinase family [Chlorella sorokiniana]	KAF8072520.1 PI4KG7 [Scenedesmus sp. PABB004]
OG0002614	PRW20561.1 T-complex 1 subunit epsilon [Chlorella sorokiniana]	KAF8062773.1 CCT5 [Scenedesmus sp. PABB004]
OG0002615	PRW20579.1 biotin-- ligase 2-like [Chlorella sorokiniana]	KAF8062711.1 HCS2 [Scenedesmus sp. PABB004]
OG0002616	PRW45090.1 long chain base biosynthesis 2a [Chlorella sorokiniana]	KAF8063767.1 long chain base biosynthesis protein 2d [Scenedesmus sp. PABB004]
OG0002618	PRW20531.1 RNA-binding family isoform 1 [Chlorella sorokiniana]	KAF8062781.1 hypothetical protein HT031_004111 [Scenedesmus sp. PABB004]
OG0002619	PRW60614.1 ATP-dependent helicase BRM [Chlorella sorokiniana]	KAF8073122.1 hypothetical protein HT031_000783 [Scenedesmus sp. PABB004]
OG0002622	PRW45112.1 40S ribosomal S23 [Chlorella sorokiniana]	KAF8069478.1 RPS23 [Scenedesmus sp. PABB004]
OG0002623	PRW45116.1 putative isoprenylcysteine alpha-carbonyl methylesterase ICMEL1 [Chlorella sorokiniana]	KAF8072911.1 hypothetical protein HT031_000571 [Scenedesmus sp. PABB004]
OG0002626	PRW44921.1 Chaperonin mitochondrial [Chlorella sorokiniana]	KAF8058052.1 CPN60-2 [Scenedesmus sp. PABB004]
OG0002627	PRW45053.1 Aspartate carbamoyltransferase chloroplastic [Chlorella sorokiniana]	KAF8060330.1 PYRB2 [Scenedesmus sp. PABB004]
OG0002628	PRW44963.1 40S ribosomal S6 isoform B [Chlorella sorokiniana], PRW44964.1 40S ribosomal S6 isoform A [Chlorella sorokiniana]	KAF8065768.1 rps6 [Scenedesmus sp. PABB004]
OG0002631	PRW59212.1 monodehydroascorbate reductase [Chlorella sorokiniana]	KAF8063092.1 Monodehydroascorbate reductase [Scenedesmus sp. PABB004]
OG0002632	PRW45146.1 3-methyl-2-oxobutanoate hydroxymethyltransferase mitochondrial [Chlorella sorokiniana]	KAF8068334.1 KPHMT2 [Scenedesmus sp. PABB004]
OG0002633	PRW59110.1 nucleolar GTP-binding 1 [Chlorella sorokiniana]	KAF8060507.1 nog-1 [Scenedesmus sp. PABB004]
OG0002634	PRW51138.1 Ribosomal RNA small subunit methyltransferase H [Chlorella sorokiniana]	KAF8056393.1 rsmH [Scenedesmus sp. PABB004]
OG0002635	PRW60530.1 mitochondrial carrier [Chlorella sorokiniana]	KAF8066181.1 LHCSR1 [Scenedesmus sp. PABB004]
OG0002636	PRW60987.1 GTP binding [Chlorella sorokiniana]	KAF8056015.1 SVR3 [Scenedesmus sp. PABB004]
OG0002637	PRW51154.1 Ornithine mitochondrial [Chlorella sorokiniana]	KAF8068362.1 hypothetical protein HT031_002051 [Scenedesmus sp. PABB004]
OG0002640	PRW60992.1 DNA primase small subunit [Chlorella sorokiniana]	KAF8067167.1 Prim1 [Scenedesmus sp. PABB004]
OG0002641	PRW39251.1 SWR1 complex subunit 6 [Chlorella sorokiniana]	KAF8057766.1 SWC6 [Scenedesmus sp. PABB004]
OG0002643	PRW45070.1 ADP-ribosylation factor GTPase-activating AGD5 [Chlorella sorokiniana]	KAF8060326.1 AGD5 [Scenedesmus sp. PABB004]
OG0002644	PRW59482.1 solute carrier family 25 member 44 [Chlorella sorokiniana]	KAF8071086.1 CPK12 [Scenedesmus sp. PABB004]
OG0002645	PRW60307.1 5_10-methylenetetrahydrofolate reductase isoform B [Chlorella sorokiniana], PRW60308.1 5_10-methylenetetrahydrofolate reductase isoform A [Chlorella sorokiniana]	KAF8056237.1 Methylenetetrahydrofolate reductase 1 [Scenedesmus sp. PABB004]
OG0002646	PRW60877.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	KAF8057622.1 Roc1a [Scenedesmus sp. PABB004]
OG0002648	PRW33649.1 Epidermal growth factor receptor substrate 15 [Chlorella sorokiniana]	KAF8066183.1 itsn1 [Scenedesmus sp. PABB004]
OG0002649	PRW51057.1 Thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]	KAF8069616.1 TL17 [Scenedesmus sp. PABB004]
OG0002650	PRW51058.1 ribosomal S1 [Chlorella sorokiniana]	KAF8068449.1 Rps20 [Scenedesmus sp. PABB004]
OG0002651	PRW44968.1 30S ribosomal S5 [Chlorella sorokiniana]	KAF8063658.1 rps5 [Scenedesmus sp. PABB004]
OG0002652	PRW45228.1 Adenylosuccinate synthetase [Chlorella sorokiniana]	KAF8060331.1 hypothetical protein HT031_004867 [Scenedesmus sp. PABB004]
OG0002655	PRW51142.1 hypothetical protein C2E21_5655 [Chlorella sorokiniana]	KAF8068364.1 IFT74 [Scenedesmus sp. PABB004]
OG0002657	PRW45202.1 ATPase of the AAA+ superfamily _ISS_ [Chlorella sorokiniana]	KAF8072817.1 TOR1A [Scenedesmus sp. PABB004]
OG0002658	PRW50755.1 NRT1 PTR FAMILY -like [Chlorella sorokiniana]	KAF8063650.1 NPF8.5 [Scenedesmus sp. PABB004]
OG0002659	PRW60982.1 Alpha-soluble NSF attachment 2 [Chlorella sorokiniana]	KAF8072609.1 ASNAP2 [Scenedesmus sp. PABB004]
