Orthogroup	Chlorella_Sorokiniana1602	Micractinium_SAG24180
OG0002014	PRW57348.1 RNA-binding 28 isoform B [Chlorella sorokiniana], PRW57349.1 RNA-binding 28 isoform A [Chlorella sorokiniana]	PSC72166.1 RNA-binding 28 [Micractinium conductrix]
OG0002015	PRW58951.1 delta-1-pyrroline-5-carboxylate synthase B-like isoform X1 [Chlorella sorokiniana]	PSC76802.1 delta-1-pyrroline-5-carboxylate synthase A isoform X2 [Micractinium conductrix]
OG0002016	PRW60517.1 ATP-dependent Clp protease ATP-binding subunit isoform B [Chlorella sorokiniana], PRW60516.1 ATP-dependent Clp protease ATP-binding subunit isoform A [Chlorella sorokiniana]	PSC69399.1 ATP-dependent CLP protease ATP-binding subunit [Micractinium conductrix]
OG0002017	PRW56770.1 valine--tRNA ligase isoform B [Chlorella sorokiniana], PRW56769.1 valine--tRNA ligase isoform A [Chlorella sorokiniana]	PSC72462.1 valine-tRNA ligase [Micractinium conductrix]
OG0002018	PRW60005.1 peroxisomal acyl-coenzyme A oxidase 1 isoform X1 [Chlorella sorokiniana]	PSC69663.1 peroxisomal acyl-coenzyme A oxidase 1-like [Micractinium conductrix]
OG0002019	PRW56633.1 ATPase associated with various cellular activities AAA_5 isoform A [Chlorella sorokiniana]	PSC72582.1 ATPase associated with various cellular activities AAA_5 [Micractinium conductrix]
OG0002020	PRW56668.1 domain-containing [Chlorella sorokiniana]	PSC72476.1 domain-containing isoform A [Micractinium conductrix], PSC72477.1 hypothetical protein C2E20_4272 isoform B [Micractinium conductrix]
OG0002021	PRW57417.1 Ribosome biogenesis ATPase RIX7 [Chlorella sorokiniana]	PSC72206.1 Ribosome biogenesis ATPase RIX7 isoform A [Micractinium conductrix], PSC72207.1 Ribosome biogenesis ATPase RIX7 isoform B [Micractinium conductrix]
OG0002022	PRW44298.1 Cyclin-H1-1 [Chlorella sorokiniana]	PSC75630.1 cyclin-H1-1 isoform X1 [Micractinium conductrix]
OG0002023	PRW20750.1 40S ribosomal S5 [Chlorella sorokiniana]	PSC67820.1 40S ribosomal S5 [Micractinium conductrix]
OG0002024	PRW56851.1 MATH domain-containing protein [Chlorella sorokiniana]	PSC72457.1 MATH domain-containing protein [Micractinium conductrix]
OG0002025	PRW56571.1 superoxide dismutase [Mn] [Chlorella sorokiniana]	PSC72370.1 superoxide dismutase [Mn] [Micractinium conductrix]
OG0002026	PRW56706.1 septin and tuftelin-interacting 1-like protein 1 [Chlorella sorokiniana]	PSC72411.1 septin and tuftelin-interacting 1-like protein 1 [Micractinium conductrix]
OG0002027	PRW20623.1 adenine phosphoribosyltransferase chloroplastic-like [Chlorella sorokiniana]	PSC67491.1 adenine phosphoribosyltransferase [Micractinium conductrix]
OG0002028	PRW33713.1 26S proteasome regulatory subunit [Chlorella sorokiniana]	PSC70049.1 26S proteasome regulatory subunit [Micractinium conductrix]
OG0002029	PRW59601.1 actin [Chlorella sorokiniana]	PSC76422.1 actin [Micractinium conductrix]
OG0002030	PRW33828.1 Afadin- and alpha-actinin-binding [Chlorella sorokiniana]	PSC67427.1 afadin alpha-actinin-binding [Micractinium conductrix]
OG0002031	PRW33792.1 centromere-associated E isoform X2 [Chlorella sorokiniana]	PSC67436.1 Centromere-associated E [Micractinium conductrix]
OG0002032	PRW32964.1 Dynamin ARC5 [Chlorella sorokiniana]	PSC76576.1 Dynamin ARC5 [Micractinium conductrix]
OG0002033	PRW50902.1 Signal recognition particle 54 kDa chloroplastic isoform A [Chlorella sorokiniana], PRW50901.1 Signal recognition particle 54 kDa chloroplastic isoform B [Chlorella sorokiniana]	PSC75432.1 Signal recognition particle 54 kDa_ chloroplastic [Micractinium conductrix]
OG0002034	PRW61240.1 synaptotagmin-5-like [Chlorella sorokiniana]	PSC74351.1 synaptotagmin-5-like [Micractinium conductrix]
OG0002035	PRW58281.1 DNA topoisomerase 2 [Chlorella sorokiniana]	PSC68910.1 DNA topoisomerase 2 [Micractinium conductrix]
OG0002036	PRW59339.1 Nucleolar complex 2 [Chlorella sorokiniana]	PSC67974.1 nucleolar complex 2-like protein [Micractinium conductrix]
OG0002037	PRW05916.1 superkiller viralicidic activity 2-like 2 isoform A [Chlorella sorokiniana], PRW05917.1 superkiller viralicidic activity 2-like 2 isoform B [Chlorella sorokiniana]	PSC68430.1 superkiller viralicidic activity 2-like 2 [Micractinium conductrix]
OG0002038	PRW60787.1 Ribosomal L37e [Chlorella sorokiniana]	PSC69330.1 Ribosomal L37e [Micractinium conductrix]
OG0002039	PRW58958.1 MFS family transporter_ sugar [Chlorella sorokiniana]	PSC76649.1 MFS family transporter_ sugar [Micractinium conductrix]
OG0002040	PRW61595.1 dihydroxy-acid dehydratase [Chlorella sorokiniana]	PSC73296.1 dihydroxy-acid dehydratase [Micractinium conductrix]
OG0002041	PRW32942.1 nucleoside diphosphate sugar epimerase [Chlorella sorokiniana]	PSC76139.1 nucleoside diphosphate sugar epimerase [Micractinium conductrix]
OG0002042	PRW56005.1 delta_8_-fatty-acid desaturase 2-like [Chlorella sorokiniana], PRW60631.1 starch branching enzyme I [Chlorella sorokiniana]	PSC69348.1 starch branching enzyme [Micractinium conductrix]
OG0002043	PRW32881.1 DNA polymerase epsilon subunit 2 [Chlorella sorokiniana]	PSC76890.1 DNA polymerase epsilon subunit 2 [Micractinium conductrix]
OG0002044	PRW51024.1 RMD5-like protein A isoform A [Chlorella sorokiniana], PRW51023.1 RMD5-like protein A isoform B [Chlorella sorokiniana]	PSC73671.1 ferredoxin isoform A [Micractinium conductrix], PSC73672.1 ferredoxin isoform B [Micractinium conductrix]
OG0002045	PRW33051.1 hypothetical protein C2E21_8037 [Chlorella sorokiniana], PRW60966.1 sorbosone dehydrogenase [Chlorella sorokiniana], PRW57690.1 sorbosone dehydrogenase [Chlorella sorokiniana]	PSC76447.1 sorbosone dehydrogenase [Micractinium conductrix]
OG0002046	PRW33794.1 40S ribosomal SA-like [Chlorella sorokiniana]	PSC70202.1 40S ribosomal Sa-1 [Micractinium conductrix]
OG0002047	PRW45592.1 diguanylate cyclase _GGDEF_ domain-containing [Chlorella sorokiniana]	PSC73644.1 metallo-beta-lactamase domain [Micractinium conductrix]
OG0002047	PRW45701.1 hypothetical protein C2E21_5815 [Chlorella sorokiniana]	PSC73859.1 hypothetical protein C2E20_3092 [Micractinium conductrix], PSC73858.1 hypothetical protein C2E20_3092 [Micractinium conductrix]
OG0002048	PRW18376.1 aconitate hydratase [Chlorella sorokiniana]	PSC72676.1 aconitate hydratase [Micractinium conductrix]
OG0002049	PRW32924.1 Double-strand break repair MRE11 [Chlorella sorokiniana]	PSC71365.1 Double-strand break repair MRE11 [Micractinium conductrix]
OG0002050	PRW20793.1 THO complex subunit 2 isoform X2 [Chlorella sorokiniana]	PSC76487.1 THO complex subunit 2 [Micractinium conductrix]
OG0002051	PRW20780.1 Nucleolar 56 [Chlorella sorokiniana]	PSC74827.1 Nucleolar 56 [Micractinium conductrix]
OG0002052	PRW57968.1 sorbosone dehydrogenase [Chlorella sorokiniana]	PSC74445.1 MAP kinase phosphatase with leucine-rich repeats 3 [Micractinium conductrix]
OG0002053	PRW20288.1 Pre-rRNA-processing esf-2 [Chlorella sorokiniana]	PSC70737.1 signal peptidase complex catalytic subunit SEC11A [Micractinium conductrix], PSC70797.1 signal peptidase complex catalytic subunit SEC11A [Micractinium conductrix]
OG0002054	PRW21127.1 proteasome-associated ECM29-like protein isoform X1 [Chlorella sorokiniana]	PSC71704.1 proteasome-associated ECM29-like protein [Micractinium conductrix]
OG0002055	PRW39204.1 Cyclin-L1-1 isoform A [Chlorella sorokiniana], PRW39203.1 Cyclin-L1-1 isoform B [Chlorella sorokiniana]	PSC71895.1 cyclin-L1-1-like [Micractinium conductrix]
OG0002056	PRW39096.1 ras-related RHN1-like [Chlorella sorokiniana]	PSC71957.1 ras-related RHN1-like [Micractinium conductrix]
OG0002057	PRW39262.1 ABC transporter D family member chloroplastic isoform A [Chlorella sorokiniana], PRW39261.1 ABC transporter D family member chloroplastic isoform B [Chlorella sorokiniana]	PSC71914.1 ABC transporter D family member chloroplastic [Micractinium conductrix]
OG0002058	PRW39211.1 serine arginine-rich splicing factor RS40-like isoform X1 isoform A [Chlorella sorokiniana], PRW39210.1 serine arginine-rich splicing factor RS40-like isoform X1 isoform B [Chlorella sorokiniana]	PSC71904.1 serine arginine-rich splicing factor RS31-like isoform X1 [Micractinium conductrix]
OG0002059	PRW39238.1 TIC 20- chloroplastic [Chlorella sorokiniana]	PSC72006.1 TIC 20-chloroplastic [Micractinium conductrix]
OG0002060	PRW39214.1 mitochondrial inner membrane translocase isoform B [Chlorella sorokiniana], PRW39215.1 mitochondrial inner membrane translocase isoform A [Chlorella sorokiniana]	PSC67856.1 mitochondrial import inner membrane translocase subunit TIM8 [Micractinium conductrix]
OG0002061	PRW39145.1 multicopper ferroxidase [Chlorella sorokiniana]	PSC72045.1 multicopper ferroxidase [Micractinium conductrix]
OG0002062	PRW58143.1 NRT1 PTR FAMILY -like [Chlorella sorokiniana]	PSC73968.1 NRT1 PTR FAMILY -like [Micractinium conductrix]
OG0002063	PRW39174.1 geranylgeranyl diphosphate synthase [Chlorella sorokiniana]	PSC72004.1 geranylgeranyl diphosphate synthase [Micractinium conductrix]
OG0002064	PRW39297.1 ubiquitin-conjugating enzyme E2 28-like [Chlorella sorokiniana]	PSC71921.1 ubiquitin-conjugating enzyme E2 28-like [Micractinium conductrix]
OG0002065	PRW39075.1 expressed ef-hand domain-containing isoform B [Chlorella sorokiniana], PRW39076.1 expressed ef-hand domain-containing isoform A [Chlorella sorokiniana]	PSC72051.1 expressed ef-hand domain-containing [Micractinium conductrix]
OG0002066	PRW39176.1 Structural maintenance of chromosomes 5 [Chlorella sorokiniana]	PSC71853.1 Structural maintenance of chromosomes 5 [Micractinium conductrix]
OG0002067	PRW39137.1 putative E3 ubiquitin- ligase XBOS32 [Chlorella sorokiniana]	PSC71983.1 putative E3 ubiquitin-ligase XBOS32 [Micractinium conductrix]
OG0002068	PRW58080.1 Peroxiredoxin- chloroplastic [Chlorella sorokiniana]	PSC73880.1 Peroxiredoxin-chloroplastic [Micractinium conductrix]
OG0002069	PRW58849.1 cytochrome P450 [Chlorella sorokiniana]	PSC76027.1 cytochrome P450 [Micractinium conductrix]
OG0002070	PRW59107.1 DEAD-box ATP-dependent RNA helicase 7 [Chlorella sorokiniana]	PSC76303.1 DEAD-box ATP-dependent RNA helicase 7 [Micractinium conductrix]
OG0002071	PRW57529.1 tubulin tyrosine ligase-like member 5 [Chlorella sorokiniana]	PSC72338.1 tubulin tyrosine ligase [Micractinium conductrix]
OG0002072	PRW60963.1 porphobilinogen deaminase [Chlorella sorokiniana]	PSC70510.1 porphobilinogen deaminase [Micractinium conductrix]
OG0002073	PRW57188.1 40S ribosomal S16 [Chlorella sorokiniana]	PSC72287.1 40S ribosomal S16 [Micractinium conductrix]
OG0002074	PRW58481.1 putative ribosome biogenesis RLP24 [Chlorella sorokiniana]	PSC68908.1 putative ribosome biogenesis RLP24 [Micractinium conductrix]
OG0002075	PRW58088.1 myo-inositol-1-phosphate synthase [Chlorella sorokiniana]	PSC73941.1 inositol-3-phosphate synthase [Micractinium conductrix]
OG0002076	PRW58405.1 EH domain-containing 1 [Chlorella sorokiniana]	PSC74976.1 EH domain-containing 1-like [Micractinium conductrix]
OG0002077	PRW60890.1 SMAD FHA domain-containing [Chlorella sorokiniana]	PSC74722.1 serine threonine-kinase [Micractinium conductrix]
OG0002078	PRW50793.1 carbohydrate-binding module family 20 [Chlorella sorokiniana]	PSC76842.1 carbohydrate-binding module family 20 [Micractinium conductrix]
OG0002079	PRW58713.1 cell wall integrity scw1 [Chlorella sorokiniana]	PSC73718.1 cell wall integrity scw1 [Micractinium conductrix]
OG0002080	PRW58128.1 aspartate aminotransferase [Chlorella sorokiniana]	PSC68284.1 Bifunctional aspartate aminotransferase and glutamate aspartate-prephenate aminotransferase [Micractinium conductrix]
OG0002081	PRW57597.1 Diphthamide biosynthesis 1 [Chlorella sorokiniana]	PSC74408.1 Diphthamide biosynthesis 1 [Micractinium conductrix]
OG0002082	PRW57180.1 Proteasome subunit alpha type-7 [Chlorella sorokiniana]	PSC72255.1 Proteasome subunit alpha type-7 [Micractinium conductrix]
OG0002083	PRW57110.1 nascent polypeptide-associated complex subunit alpha 1 [Chlorella sorokiniana]	PSC72226.1 Nascent polypeptide-associated complex subunit alpha [Micractinium conductrix]
OG0002084	PRW59225.1 tRNA-2-methylthio-N_6_-dimethylallyladenosin e synthase [Chlorella sorokiniana]	PSC76975.1 tRNA-i_6_A37 modification enzyme [Micractinium conductrix]
OG0002085	PRW56607.1 polyketide hydroxylase [Chlorella sorokiniana]	PSC72430.1 phenol 2-monooxygenase-like isoform X1 isoform A [Micractinium conductrix], PSC72429.1 phenol 2-monooxygenase-like isoform X1 isoform B [Micractinium conductrix]
OG0002086	PRW58343.1 Bis_5 -adenosyl_-triphosphatase [Chlorella sorokiniana]	PSC73570.1 Bis_5 -adenosyl_-triphosphatase [Micractinium conductrix]
OG0002088	PRW59332.1 Crooked neck 1 [Chlorella sorokiniana]	PSC73236.1 Crooked neck 1 [Micractinium conductrix]
OG0002089	PRW56443.1 glutamine--tRNA ligase [Chlorella sorokiniana]	PSC72466.1 glutamine-tRNA ligase [Micractinium conductrix]
OG0002090	PRW59304.1 20S proteasome alpha subunit G [Chlorella sorokiniana]	PSC75430.1 Proteasome subunit alpha type-3 [Micractinium conductrix]
OG0002091	PRW58809.1 kinase [Chlorella sorokiniana]	PSC74029.1 glyoxylate reductase hydroxypyruvate reductase isoform X2 [Micractinium conductrix], PSC76682.1 kinase [Micractinium conductrix]
OG0002092	PRW56316.1 adoMet-dependent rRNA methyltransferase spb1 [Chlorella sorokiniana]	PSC71474.1 rRNA methyltransferase [Micractinium conductrix]
OG0002093	PRW57846.1 glycerol-3-phosphate transporter 4 [Chlorella sorokiniana]	PSC73836.1 glycerol-3-phosphate transporter 4 isoform A [Micractinium conductrix], PSC73835.1 glycerol-3-phosphate transporter 4 isoform B [Micractinium conductrix]
OG0002094	PRW56787.1 hypothetical protein C2E21_4555 [Chlorella sorokiniana]	PSC72539.1 hypothetical protein C2E20_4225 [Micractinium conductrix]
OG0002095	PRW61433.1 Proteasome subunit alpha type-5 [Chlorella sorokiniana]	PSC70541.1 Proteasome subunit alpha type-5 [Micractinium conductrix]
OG0002096	PRW58647.1 CHROMATIN REMODELING 4-like isoform X1 [Chlorella sorokiniana]	PSC73810.1 CHROMATIN REMODELING 4 isoform X1 isoform B [Micractinium conductrix], PSC73809.1 CHROMATIN REMODELING 4 isoform X1 isoform A [Micractinium conductrix]
OG0002097	PRW20536.1 3-Isopropylmalate dehydrogenase isoform A [Chlorella sorokiniana], PRW20535.1 3-Isopropylmalate dehydrogenase isoform B [Chlorella sorokiniana]	PSC69987.1 3-isopropylmalate dehydrogenase [Micractinium conductrix]
OG0002098	PRW59573.1 transport Sec24-like protein [Chlorella sorokiniana]	PSC71259.1 transport Sec24-like protein [Micractinium conductrix]
OG0002099	PRW60977.1 threonyl-tRNA synthetase [Chlorella sorokiniana]	PSC73319.1 threonine-tRNA mitochondrial [Micractinium conductrix]
OG0002100	PRW20630.1 putative polyamine transporter isoform A [Chlorella sorokiniana], PRW20631.1 putative polyamine transporter isoform B [Chlorella sorokiniana]	PSC67222.1 putative polyamine transporter isoform A [Micractinium conductrix], PSC67221.1 putative polyamine transporter isoform B [Micractinium conductrix]
OG0002101	PRW05825.1 E3 ubiquitin- ligase SHPRH [Chlorella sorokiniana]	PSC75809.1 E3 ubiquitin-ligase SHPRH [Micractinium conductrix]
OG0002102	PRW39138.1 Rer1 family isoform 2 [Chlorella sorokiniana]	PSC67831.1 RER1A-like [Micractinium conductrix]
OG0002103	PRW20454.1 acyl- dehydrogenase family member 10 [Chlorella sorokiniana]	PSC70130.1 Acyl-dehydrogenase [Micractinium conductrix]
OG0002104	PRW56885.1 UPF0187 chloroplastic [Chlorella sorokiniana]	PSC67989.1 Mitogen-activated kinase 14 isoform A [Micractinium conductrix]
OG0002104	PRW20455.1 mitogen-activated kinase [Chlorella sorokiniana]	PSC67990.1 Mitogen-activated kinase 14 isoform B [Micractinium conductrix]
OG0002105	PRW44393.1 60S ribosomal L11 [Chlorella sorokiniana]	PSC69876.1 60S ribosomal L11-1 [Micractinium conductrix]
OG0002106	PRW39128.1 ADP_ATP carrier [Chlorella sorokiniana]	PSC67868.1 ADP_ATP carrier [Micractinium conductrix]
OG0002107	PRW45735.1 exocyst complex component Sec6 [Chlorella sorokiniana]	PSC69331.1 exocyst complex component Sec6 [Micractinium conductrix]
OG0002108	PRW44348.1 pyruvate decarboxylase 4 [Chlorella sorokiniana]	PSC70952.1 pyruvate decarboxylase [Micractinium conductrix], PSC76564.1 trypsin-like serine protease precursor [Micractinium conductrix]
OG0002109	PRW57990.1 2-oxoglutarate mitochondrial-like isoform B [Chlorella sorokiniana], PRW57991.1 2-oxoglutarate mitochondrial-like isoform A [Chlorella sorokiniana]	PSC73129.1 2-oxoglutarate mitochondrial-like [Micractinium conductrix]
OG0002110	PRW57767.1 DNA repair helicase XPB1 [Chlorella sorokiniana]	PSC73140.1 DNA repair helicase XPB1-like [Micractinium conductrix]
OG0002111	PRW61539.1 AATF isoform X1 [Chlorella sorokiniana]	PSC74072.1 AATF isoform X1 [Micractinium conductrix]
OG0002112	PRW05844.1 60S ribosomal L27-3-like [Chlorella sorokiniana]	PSC75829.1 MORN repeat family [Micractinium conductrix]
OG0002113	PRW61212.1 ubiquitin carboxyl-terminal hydrolase 22 isoform A [Chlorella sorokiniana], PRW61213.1 ubiquitin carboxyl-terminal hydrolase 22 isoform B [Chlorella sorokiniana]	PSC74502.1 ubiquitin carboxyl-terminal hydrolase 22 [Micractinium conductrix]
OG0002114	PRW61411.1 GUCD1-like isoform X1 [Chlorella sorokiniana], PRW61104.1 hypothetical protein C2E21_0645 [Chlorella sorokiniana], PRW61577.1 hypothetical protein C2E21_0672 [Chlorella sorokiniana]	PSC74764.1 GUCD1 isoform X2 [Micractinium conductrix]
OG0002115	PRW59905.1 Histidine decarboxylase [Chlorella sorokiniana]	PSC71075.1 serine decarboxylase [Micractinium conductrix]
OG0002116	PRW56606.1 DEAD-box ATP-dependent RNA helicase 20 [Chlorella sorokiniana]	PSC72623.1 DEAD-box ATP-dependent RNA helicase 20 [Micractinium conductrix]
OG0002117	PRW44383.1 2-polyprenyl-6-methoxyphenol hydroxylase-like oxidoreductase [Chlorella sorokiniana]	PSC74126.1 cathepsin L1D [Micractinium conductrix]
OG0002118	PRW59990.1 small conductance mechanosensitive ion channel family [Chlorella sorokiniana]	PSC71042.1 small conductance mechanosensitive ion channel family isoform B [Micractinium conductrix], PSC71043.1 small conductance mechanosensitive ion channel family isoform A [Micractinium conductrix]
OG0002119	PRW33612.1 nitrate [Chlorella sorokiniana]	PSC74877.1 B5 [Micractinium conductrix]
OG0002119	PRW56833.1 cytochrome b5 [Chlorella sorokiniana]	PSC72667.1 cytochrome b5 [Micractinium conductrix]
OG0002120	PRW59582.1 conserved oligomeric Golgi complex subunit 5 [Chlorella sorokiniana]	PSC76466.1 conserved oligomeric Golgi complex subunit 5 [Micractinium conductrix]
OG0002121	PRW56404.1 Glutamate 5-kinase [Chlorella sorokiniana]	PSC72914.1 glutamate 5-kinase [Micractinium conductrix]
OG0002122	PRW59546.1 ER lumen -retaining receptor [Chlorella sorokiniana]	PSC71203.1 ER lumen retaining receptor [Micractinium conductrix]
OG0002123	PRW59468.1 hydroxyacylglutathione hydrolase [Chlorella sorokiniana]	PSC76082.1 hydroxyacylglutathione hydrolase [Micractinium conductrix]
