Orthogroup	Chlorella_Sorokiniana1602	Chlorella_A99
OG0002236	PRW58032.1 cysteine synthase [Chlorella sorokiniana]	PCFQ01000015.1 g3042 [Chlorella sp. A99]
OG0002237	PRW45257.1 putative histone-arginine methyltransferase [Chlorella sorokiniana]	PCFQ01000020.1 g882 [Chlorella sp. A99]
OG0002238	PRW60726.1 26S proteasome non-ATPase regulatory subunit 6-like protein [Chlorella sorokiniana]	PCFQ01000013.1 g3302 [Chlorella sp. A99]
OG0002239	PRW45024.1 dynamin-related GTPase isoform B [Chlorella sorokiniana], PRW45025.1 dynamin-related GTPase isoform A [Chlorella sorokiniana]	PCFQ01000020.1 g896 [Chlorella sp. A99]
OG0002241	PRW45484.1 40S ribosomal S14-2 [Chlorella sorokiniana]	PCFQ01000073.1 g1978 [Chlorella sp. A99]
OG0002243	PRW34103.1 CTP synthase [Chlorella sorokiniana]	PCFQ01000079.1 g1533 [Chlorella sp. A99]
OG0002245	PRW44991.1 elongation factor 2 [Chlorella sorokiniana]	PCFQ01000020.1 g888 [Chlorella sp. A99]
OG0002246	PRW33755.1 RNA binding [Chlorella sorokiniana]	PCFQ01000015.1 g3068 [Chlorella sp. A99], PCFQ01000018.1 g413 [Chlorella sp. A99]
OG0002248	PRW33861.1 ubiquitin carboxyl-terminal hydrolase 4 [Chlorella sorokiniana]	PCFQ01000079.1 g1535 [Chlorella sp. A99]
OG0002249	PRW45449.1 phosphatase 2C 71 [Chlorella sorokiniana]	PCFQ01000082.1 g611 [Chlorella sp. A99]
OG0002251	PRW39149.1 dnaJ-like protein subfamily C GRV2 [Chlorella sorokiniana]	PCFQ01000010.1 g302 [Chlorella sp. A99]
OG0002254	PRW20919.1 short chain dehydrogenase reductase family [Chlorella sorokiniana]	PCFQ01000058.1 g218 [Chlorella sp. A99]
OG0002256	PRW39382.1 DUF887-domain-containing [Chlorella sorokiniana]	PCFQ01000010.1 g371 [Chlorella sp. A99]
OG0002257	PRW60321.1 18S rRNA biogenesis RCL1 [Chlorella sorokiniana]	PCFQ01000018.1 g417 [Chlorella sp. A99]
OG0002258	PRW33116.1 lipase [Chlorella sorokiniana], PRW56021.1 lipase domain-containing [Chlorella sorokiniana]	PCFQ01000081.1 g1663 [Chlorella sp. A99]
OG0002259	PRW44521.1 hypothetical protein C2E21_6535 [Chlorella sorokiniana]	PCFQ01000082.1 g608 [Chlorella sp. A99]
OG0002260	PRW51053.1 hypothetical protein C2E21_5579 [Chlorella sorokiniana], PRW51061.1 aldo keto reductase [Chlorella sorokiniana]	PCFQ01000002.1 g634 [Chlorella sp. A99]
OG0002261	PRW44840.1 nitrate reductase [Chlorella sorokiniana]	PCFQ01000005.1 g775 [Chlorella sp. A99]
OG0002262	PRW50824.1 RAN GTPase-activating 1 [Chlorella sorokiniana]	PCFQ01000005.1 g808 [Chlorella sp. A99]
OG0002264	PRW56661.1 transcription factor jumonji domain [Chlorella sorokiniana]	PCFQ01000008.1 g1176 [Chlorella sp. A99]
OG0002265	PRW61161.1 chlorophyll a b binding CP29 [Chlorella sorokiniana]	PCFQ01000079.1 g1328 [Chlorella sp. A99]
OG0002266	PRW59719.1 SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A 1 [Chlorella sorokiniana]	PCFQ01000079.1 g1330 [Chlorella sp. A99]
OG0002267	PRW32879.1 hypothetical protein C2E21_8134 [Chlorella sorokiniana], PRW33033.1 hypothetical protein C2E21_8117 [Chlorella sorokiniana]	PCFQ01000079.1 g1496 [Chlorella sp. A99]
OG0002270	PRW59756.1 general transcription factor IIH subunit 4 isoform A [Chlorella sorokiniana], PRW59757.1 general transcription factor IIH subunit 4 isoform B [Chlorella sorokiniana]	PCFQ01000078.1 g1984 [Chlorella sp. A99]
OG0002271	PRW59595.1 luminal binding Bip2 [Chlorella sorokiniana]	PCFQ01000078.1 g2038 [Chlorella sp. A99]
OG0002272	PRW50877.1 ADP-ribosylation Crystallin J1 [Chlorella sorokiniana]	PCFQ01000078.1 g2060 [Chlorella sp. A99]
OG0002273	PRW59237.1 ATP synthase beta mitochondrial precursor [Chlorella sorokiniana]	PCFQ01000040.1 g2299 [Chlorella sp. A99]
OG0002274	PRW57324.1 Cytochrome b-c1 complex subunit 8 [Chlorella sorokiniana]	PCFQ01000037.1 g2448 [Chlorella sp. A99]
OG0002275	PRW39278.1 dynamin-related GTPase isoform A [Chlorella sorokiniana], PRW39279.1 dynamin-related GTPase isoform B [Chlorella sorokiniana]	PCFQ01000053.1 g2546 [Chlorella sp. A99]
OG0002276	PRW20204.1 ATP-dependent DNA helicase isoform B [Chlorella sorokiniana], PRW20205.1 ATP-dependent DNA helicase isoform A [Chlorella sorokiniana], PRW34084.1 leucine rich repeat [Chlorella sorokiniana]	PCFQ01000025.1 g2565 [Chlorella sp. A99]
OG0002277	PRW59354.1 FAD NAD_P_-binding domain-containing [Chlorella sorokiniana], PRW59217.1 FAD NAD_P_-binding domain-containing [Chlorella sorokiniana]	PCFQ01000004.1 g2610 [Chlorella sp. A99]
OG0002278	PRW58906.1 selenocysteine lyase [Chlorella sorokiniana]	PCFQ01000004.1 g2646 [Chlorella sp. A99]
OG0002280	PRW56310.1 UDP-galactose UDP-glucose transporter 3 [Chlorella sorokiniana]	PCFQ01000011.1 g2859 [Chlorella sp. A99]
OG0002281	PRW56253.1 putative ATP-dependent DNA helicase HFM1 isoform A [Chlorella sorokiniana], PRW56254.1 putative ATP-dependent DNA helicase HFM1 isoform B [Chlorella sorokiniana]	PCFQ01000011.1 g2864 [Chlorella sp. A99]
OG0002282	PRW59735.1 thylakoid lumenal chloroplastic [Chlorella sorokiniana]	PCFQ01000011.1 g2869 [Chlorella sp. A99]
OG0002283	PRW34024.1 helicase-like transcription factor [Chlorella sorokiniana]	PCFQ01000015.1 g2965 [Chlorella sp. A99]
OG0002284	PRW57877.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana], PRW57755.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana]	PCFQ01000015.1 g3008 [Chlorella sp. A99]
OG0002285	PRW56175.1 UDP-glucose 4-epimerase [Chlorella sorokiniana]	PCFQ01000006.1 g3118 [Chlorella sp. A99]
OG0002286	PRW56138.1 carboxymethylenebutenolidase-like protein [Chlorella sorokiniana]	PCFQ01000006.1 g3146 [Chlorella sp. A99]
OG0002288	PRW60234.1 putative E3 ubiquitin- ligase ARI2 isoform X1 [Chlorella sorokiniana]	PCFQ01000013.1 g3324 [Chlorella sp. A99]
OG0002366	PRW32553.1 cytoplasmic tRNA 2-thiolation 1 [Chlorella sorokiniana]	PCFQ01000058.1 g249 [Chlorella sp. A99]
OG0002367	PRW57423.1 U3 small nucleolar RNA-associated 6-like protein [Chlorella sorokiniana]	PCFQ01000005.1 g857 [Chlorella sp. A99]
OG0002369	PRW57208.1 ABC transporter D family [Chlorella sorokiniana]	PCFQ01000081.1 g1594 [Chlorella sp. A99]
OG0002370	PRW20641.1 26S proteasome non-ATPase regulatory subunit 11-like protein [Chlorella sorokiniana]	PCFQ01000046.1 g1876 [Chlorella sp. A99]
OG0002371	PRW44611.1 Elongator complex 3 [Chlorella sorokiniana]	PCFQ01000079.1 g1305 [Chlorella sp. A99]
OG0002372	PRW33651.1 soluble starch synthase [Chlorella sorokiniana]	PCFQ01000001.1 g1000 [Chlorella sp. A99]
OG0002373	PRW32599.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Chlorella sorokiniana]	PCFQ01000046.1 g1852 [Chlorella sp. A99]
OG0002377	PRW20621.1 1-acyl-sn-glycerol-3-phosphate acyltransferase chloroplastic [Chlorella sorokiniana]	PCFQ01000015.1 g3091 [Chlorella sp. A99]
OG0002378	PRW57042.1 Poly_A_ RNA polymerase cid1 [Chlorella sorokiniana]	PCFQ01000009.1 g1693 [Chlorella sp. A99]
OG0002379	PRW05817.1 T-complex 1 subunit alpha [Chlorella sorokiniana]	PCFQ01000008.1 g1134 [Chlorella sp. A99]
OG0002381	PRW56916.1 DNA polymerase I chloroplastic mitochondrial [Chlorella sorokiniana]	PCFQ01000037.1 g2523 [Chlorella sp. A99]
OG0002382	PRW57475.1 LMBR1 domain-containing 2 [Chlorella sorokiniana]	PCFQ01000009.1 g1692 [Chlorella sp. A99]
OG0002383	PRW57483.1 serine arginine repetitive matrix 1 isoform X1 [Chlorella sorokiniana]	PCFQ01000020.1 g874 [Chlorella sp. A99]
OG0002385	PRW61267.1 pyruvate dehydrogenase E1 component subunit alpha- chloroplastic-like [Chlorella sorokiniana]	PCFQ01000079.1 g1319 [Chlorella sp. A99]
OG0002386	PRW61196.1 V-type proton ATPase catalytic subunit A [Chlorella sorokiniana]	PCFQ01000082.1 g580 [Chlorella sp. A99]
OG0002388	PRW61217.1 inner membrane PPF- chloroplastic-like [Chlorella sorokiniana]	PCFQ01000079.1 g1348 [Chlorella sp. A99]
OG0002391	PRW61099.1 UPF0160 -like [Chlorella sorokiniana]	PCFQ01000079.1 g1353 [Chlorella sp. A99]
OG0002396	PRW61192.1 abnormal spindle-like microcephaly-associated [Chlorella sorokiniana]	PCFQ01000079.1 g1289 [Chlorella sp. A99]
OG0002398	PRW58000.1 THYLAKOID chloroplastic [Chlorella sorokiniana]	PCFQ01000015.1 g3018 [Chlorella sp. A99]
OG0002399	PRW39123.1 TBC1 domain family member 13 [Chlorella sorokiniana]	PCFQ01000010.1 g372 [Chlorella sp. A99]
OG0002403	PRW61453.1 Splicing factor 3B subunit 2 [Chlorella sorokiniana]	PCFQ01000082.1 g583 [Chlorella sp. A99]
OG0002404	PRW61006.1 20S proteasome beta type 4 [Chlorella sorokiniana]	PCFQ01000079.1 g1343 [Chlorella sp. A99]
OG0002405	PRW61230.1 Inner membrane alx [Chlorella sorokiniana]	PCFQ01000082.1 g590 [Chlorella sp. A99]
OG0002406	PRW61152.1 GTPase-activating gyp1 [Chlorella sorokiniana]	PCFQ01000079.1 g1322 [Chlorella sp. A99]
OG0002411	PRW61009.1 ABC transporter ATP-binding [Chlorella sorokiniana]	PCFQ01000079.1 g1378 [Chlorella sp. A99]
OG0002413	PRW61150.1 large subunit GTPase 1-like protein [Chlorella sorokiniana]	PCFQ01000075.1 g1933 [Chlorella sp. A99]
OG0002414	PRW44367.1 ribose-phosphate pyrophosphokinase [Chlorella sorokiniana]	PCFQ01000079.1 g1292 [Chlorella sp. A99]
OG0002416	PRW18379.1 electron transfer flavo subunit beta [Chlorella sorokiniana]	PCFQ01000078.1 g2000 [Chlorella sp. A99]
OG0002418	PRW33017.1 valyl-tRNA synthetase [Chlorella sorokiniana]	PCFQ01000079.1 g1477 [Chlorella sp. A99]
OG0002419	PRW18326.1 GPI mannosyltransferase 3 [Chlorella sorokiniana]	PCFQ01000006.1 g3192 [Chlorella sp. A99]
OG0002420	PRW56605.1 4-hydroxyphenylacetate isomerase [Chlorella sorokiniana]	PCFQ01000005.1 g843 [Chlorella sp. A99]
OG0002421	PRW18348.1 DNA polymerase delta catalytic subunit [Chlorella sorokiniana]	PCFQ01000078.1 g1999 [Chlorella sp. A99]
OG0002422	PRW60697.1 DNA damage-binding 1 [Chlorella sorokiniana]	PCFQ01000018.1 g390 [Chlorella sp. A99]
OG0002423	PRW57244.1 archease-like [Chlorella sorokiniana]	PCFQ01000081.1 g1667 [Chlorella sp. A99]
OG0002426	PRW57302.1 Calcium-transporting endoplasmic reticulum-type [Chlorella sorokiniana]	PCFQ01000007.1 g1239 [Chlorella sp. A99]
OG0002427	PRW58936.1 Eukaryotic translation initiation factor 5B [Chlorella sorokiniana]	PCFQ01000004.1 g2631 [Chlorella sp. A99]
OG0002428	PRW57236.1 ubiquinone biosynthesis methyltransferase [Chlorella sorokiniana]	PCFQ01000081.1 g1640 [Chlorella sp. A99]
OG0002430	PRW32849.1 S-adenosyl-L-homocysteine hydrolase [Chlorella sorokiniana]	PCFQ01000002.1 g640 [Chlorella sp. A99]
OG0002432	PRW57247.1 heat shock 70B [Chlorella sorokiniana]	PCFQ01000081.1 g1666 [Chlorella sp. A99]
OG0002434	PRW60227.1 rhamnose biosynthetic enzyme 1 [Chlorella sorokiniana]	PCFQ01000013.1 g3274 [Chlorella sp. A99]
OG0002440	PRW50958.1 DNA cross-link repair SNM1 isoform X1 [Chlorella sorokiniana]	PCFQ01000005.1 g783 [Chlorella sp. A99]
OG0002444	PRW58805.1 sh3 domain-containing [Chlorella sorokiniana]	PCFQ01000037.1 g2424 [Chlorella sp. A99]
OG0002444	PRW33059.1 hypothetical protein C2E21_8119 [Chlorella sorokiniana]	PCFQ01000006.1 g3253 [Chlorella sp. A99]
OG0002445	PRW45130.1 peptidyl-prolyl cis-trans isomerase CYP22 isoform X1 [Chlorella sorokiniana]	PCFQ01000019.1 g1810 [Chlorella sp. A99]
OG0002447	PRW59004.1 Peroxisome biogenesis 5 [Chlorella sorokiniana]	PCFQ01000037.1 g2344 [Chlorella sp. A99]
OG0002448	PRW60053.1 Xanthine dehydrogenase [Chlorella sorokiniana]	PCFQ01000078.1 g2183 [Chlorella sp. A99]
OG0002450	PRW58899.1 rubisco small subunit N-methyltransferase [Chlorella sorokiniana]	PCFQ01000037.1 g2382 [Chlorella sp. A99]
OG0002453	PRW34063.1 EXECUTER chloroplastic [Chlorella sorokiniana]	PCFQ01000015.1 g2993 [Chlorella sp. A99]
OG0002454	PRW59583.1 ankyrin repeat [Chlorella sorokiniana]	PCFQ01000078.1 g2202 [Chlorella sp. A99]
OG0002456	PRW21001.1 aldehyde dehydrogenase [Chlorella sorokiniana]	PCFQ01000079.1 g1450 [Chlorella sp. A99]
OG0002460	PRW20638.1 notchless-like protein [Chlorella sorokiniana]	PCFQ01000006.1 g3259 [Chlorella sp. A99]
OG0002463	PRW60318.1 hypothetical protein C2E21_0727 [Chlorella sorokiniana]	PCFQ01000013.1 g3349 [Chlorella sp. A99]
OG0002464	PRW57116.1 putative alpha_alpha-trehalose-phosphate synthase [UDP-forming] 7 [Chlorella sorokiniana]	PCFQ01000007.1 g1184 [Chlorella sp. A99]
OG0002465	PRW44413.1 DNA replication licensing factor MCM3 [Chlorella sorokiniana]	PCFQ01000037.1 g2483 [Chlorella sp. A99]
OG0002468	PRW21088.1 Peptide-N_4_-_N-acetyl-beta-D-glucosaminyl_a sparagine amidase F [Chlorella sorokiniana], PRW45563.1 Peptide-N_4_-_N-acetyl-beta-D-glucosaminyl_a sparagine amidase F [Chlorella sorokiniana]	PCFQ01000026.1 g2293 [Chlorella sp. A99]
OG0002469	PRW58069.1 Dol-P-Man_Man_5_ c_2_-PP-Dol alpha-1_3-mannosyltransferase isoform A [Chlorella sorokiniana]	PCFQ01000006.1 g3208 [Chlorella sp. A99]
OG0002471	PRW21108.1 multidrug resistance-associated 1 isoform X3 [Chlorella sorokiniana]	PCFQ01000020.1 g866 [Chlorella sp. A99]
OG0002472	PRW21004.1 Vacuolar transporter chaperone 1 [Chlorella sorokiniana]	PCFQ01000079.1 g1395 [Chlorella sp. A99]
OG0002474	PRW57074.1 carboxyl-terminal-processing peptidase chloroplastic [Chlorella sorokiniana]	PCFQ01000081.1 g1661 [Chlorella sp. A99]
OG0002476	PRW33045.1 traB domain-containing -like [Chlorella sorokiniana], PRW60821.1 traB domain-containing -like [Chlorella sorokiniana]	PCFQ01000013.1 g3325 [Chlorella sp. A99]
OG0002477	PRW45416.1 transcription elongation factor SPT6 isoform B [Chlorella sorokiniana], PRW45415.1 transcription elongation factor SPT6 isoform A [Chlorella sorokiniana]	PCFQ01000001.1 g958 [Chlorella sp. A99]
OG0002479	PRW57519.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]	PCFQ01000081.1 g1662 [Chlorella sp. A99]
OG0002482	PRW44618.1 Exosome complex exonuclease RRP44 [Chlorella sorokiniana]	PCFQ01000037.1 g2505 [Chlorella sp. A99]
OG0002483	PRW59022.1 DEAD-box ATP-dependent RNA helicase 8 [Chlorella sorokiniana]	PCFQ01000004.1 g2685 [Chlorella sp. A99]
OG0002484	PRW60717.1 serine threonine phosphatase 2A 57 kDa regulatory subunit B theta isoform-like [Chlorella sorokiniana]	PCFQ01000013.1 g3279 [Chlorella sp. A99]
OG0002485	PRW45653.1 Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase mitochondrial [Chlorella sorokiniana]	PCFQ01000009.1 g1710 [Chlorella sp. A99]
OG0002486	PRW57506.1 Proline dehydrogenase [Chlorella sorokiniana]	PCFQ01000007.1 g1199 [Chlorella sp. A99]
OG0002488	PRW20167.1 Oxidoreductase NAD-binding Rossmann fold [Chlorella sorokiniana]	PCFQ01000013.1 g3360 [Chlorella sp. A99]
OG0002490	PRW20642.1 U3 small nucleolar RNA-associated 15 [Chlorella sorokiniana]	PCFQ01000006.1 g3225 [Chlorella sp. A99]
OG0002492	PRW56061.1 photosystem I reaction center subunit III [Chlorella sorokiniana]	PCFQ01000011.1 g2862 [Chlorella sp. A99]
OG0002494	PRW59759.1 putative sucrose-phosphate synthase 3 isoform X1 [Chlorella sorokiniana]	PCFQ01000006.1 g3189 [Chlorella sp. A99]
OG0002499	PRW59014.1 zinc finger CCCH domain-containing 19 [Chlorella sorokiniana], PRW39288.1 sulfatase [Chlorella sorokiniana], PRW59250.1 sulfatase [Chlorella sorokiniana], PRW55969.1 RNA binding rRNA processing [Chlorella sorokiniana]	PCFQ01000011.1 g2863 [Chlorella sp. A99]
OG0002500	PRW58842.1 CD2 antigen cytoplasmic tail-binding 2 [Chlorella sorokiniana]	PCFQ01000004.1 g2684 [Chlorella sp. A99]
OG0002501	PRW20751.1 survival of motor neuron-related-splicing factor 30 [Chlorella sorokiniana]	PCFQ01000006.1 g3218 [Chlorella sp. A99]
OG0002503	PRW20900.1 RRP5-like protein [Chlorella sorokiniana]	PCFQ01000007.1 g1181 [Chlorella sp. A99]
OG0002507	PRW20957.1 RING finger 121 [Chlorella sorokiniana]	PCFQ01000081.1 g1627 [Chlorella sp. A99]
OG0002508	PRW20749.1 Serine threonine- kinase rio2 [Chlorella sorokiniana]	PCFQ01000006.1 g3255 [Chlorella sp. A99]
OG0002513	PRW58159.1 auxin efflux carrier [Chlorella sorokiniana]	PCFQ01000058.1 g35 [Chlorella sp. A99]
OG0002514	PRW58257.1 3-hydroxybutyrate dehydrogenase [Chlorella sorokiniana]	PCFQ01000028.1 g2729 [Chlorella sp. A99]
OG0002516	PRW58119.1 hypothetical protein C2E21_2721 [Chlorella sorokiniana]	PCFQ01000058.1 g49 [Chlorella sp. A99]
OG0002518	PRW57124.1 DNA replication licensing factor MCM7 [Chlorella sorokiniana]	PCFQ01000081.1 g1557 [Chlorella sp. A99]
OG0002520	PRW44450.1 ankyrin repeat [Chlorella sorokiniana]	PCFQ01000011.1 g2777 [Chlorella sp. A99]
OG0002523	PRW05791.1 mitotic checkpoint serine threonine- kinase BUB1 [Chlorella sorokiniana]	PCFQ01000010.1 g288 [Chlorella sp. A99]
OG0002524	PRW57355.1 60S ribosomal L44 [Chlorella sorokiniana]	PCFQ01000081.1 g1586 [Chlorella sp. A99]
OG0002526	PRW60825.1 ribosome-recycling chloroplastic [Chlorella sorokiniana]	PCFQ01000013.1 g3355 [Chlorella sp. A99]
OG0002527	PRW56977.1 WD-40 repeat-containing MSI1 [Chlorella sorokiniana]	PCFQ01000081.1 g1566 [Chlorella sp. A99]
OG0002529	PRW57121.1 CHROMATIN REMODELING 8 [Chlorella sorokiniana]	PCFQ01000081.1 g1576 [Chlorella sp. A99]
OG0002530	PRW57401.1 aarF domain-containing kinase 4 [Chlorella sorokiniana]	PCFQ01000081.1 g1617 [Chlorella sp. A99]
OG0002532	PRW44349.1 thioredoxin-disulfide reductase [Chlorella sorokiniana]	PCFQ01000013.1 g3372 [Chlorella sp. A99]
OG0002533	PRW61313.1 beta-catenin 1 [Chlorella sorokiniana]	PCFQ01000011.1 g2763 [Chlorella sp. A99]
OG0002535	PRW60170.1 proteasome subunit beta type-2-A [Chlorella sorokiniana]	PCFQ01000078.1 g2034 [Chlorella sp. A99]
OG0002536	PRW44323.1 26S protease regulatory subunit 6A-like protein [Chlorella sorokiniana]	PCFQ01000011.1 g2776 [Chlorella sp. A99]
OG0002538	PRW57439.1 DNA replication factor C complex subunit 3 [Chlorella sorokiniana]	PCFQ01000081.1 g1558 [Chlorella sp. A99]
OG0002542	PRW33133.1 Long-chain-fatty-acid- ligase 15 [Chlorella sorokiniana]	PCFQ01000003.1 g1071 [Chlorella sp. A99]
OG0002543	PRW57156.1 asparagine synthetase [Chlorella sorokiniana]	PCFQ01000029.1 g2731 [Chlorella sp. A99]
OG0002544	PRW61020.1 ADP_ATP carrier chloroplastic [Chlorella sorokiniana]	PCFQ01000075.1 g1938 [Chlorella sp. A99]
OG0002546	PRW61241.1 ATP-dependent DNA helicase Q-like 4A isoform X3 [Chlorella sorokiniana]	PCFQ01000004.1 g2586 [Chlorella sp. A99]
OG0002548	PRW56925.1 ATP-dependent DNA helicase [Chlorella sorokiniana]	PCFQ01000009.1 g1679 [Chlorella sp. A99]
OG0002549	PRW57537.1 50S ribosomal L3- chloroplastic [Chlorella sorokiniana]	PCFQ01000009.1 g1681 [Chlorella sp. A99]
OG0002550	PRW61158.1 GTPase Der [Chlorella sorokiniana]	PCFQ01000079.1 g1248 [Chlorella sp. A99]
OG0002553	PRW58821.1 charged multivesicular body 5-like [Chlorella sorokiniana]	PCFQ01000004.1 g2587 [Chlorella sp. A99]
OG0002557	PRW60956.1 Ubiquitin-conjugating enzyme E2 7 [Chlorella sorokiniana]	PCFQ01000079.1 g1251 [Chlorella sp. A99]
OG0002558	PRW58834.1 psbP domain-containing chloroplastic [Chlorella sorokiniana]	PCFQ01000004.1 g2596 [Chlorella sp. A99]
OG0002561	PRW61086.1 mitochondrial import receptor subunit TOM40-1-like [Chlorella sorokiniana]	PCFQ01000079.1 g1252 [Chlorella sp. A99]
OG0002562	PRW60231.1 ribosomal RNA methyltransferase mitochondrial isoform X1 [Chlorella sorokiniana]	PCFQ01000079.1 g1356 [Chlorella sp. A99]
OG0002564	PRW57071.1 serine threonine- kinase ATM isoform X2 [Chlorella sorokiniana]	PCFQ01000081.1 g1569 [Chlorella sp. A99]
OG0002565	PRW57518.1 G10 family [Chlorella sorokiniana]	PCFQ01000081.1 g1554 [Chlorella sp. A99]
OG0002573	PRW33225.1 outer dynein arm-docking complex subunit 1 [Chlorella sorokiniana]	PCFQ01000003.1 g1070 [Chlorella sp. A99]
OG0002574	PRW20477.1 DNA polymerase epsilon catalytic subunit A [Chlorella sorokiniana]	PCFQ01000002.1 g746 [Chlorella sp. A99]
OG0002575	PRW60230.1 60S ribosomal L27a-3 [Chlorella sorokiniana]	PCFQ01000013.1 g3288 [Chlorella sp. A99]
OG0002577	PRW56747.1 40S ribosomal X isoform [Chlorella sorokiniana]	PCFQ01000011.1 g2789 [Chlorella sp. A99]
OG0002580	PRW56101.1 NADP-dependent malic enzyme [Chlorella sorokiniana]	PCFQ01000011.1 g2904 [Chlorella sp. A99]
OG0002582	PRW61320.1 fatty-acid-binding 1 [Chlorella sorokiniana]	PCFQ01000079.1 g1259 [Chlorella sp. A99]
OG0002584	PRW61490.1 K_+_ efflux antiporter chloroplastic-like [Chlorella sorokiniana]	PCFQ01000075.1 g1908 [Chlorella sp. A99]
OG0002586	PRW56206.1 DNA repair REV1 isoform X1 [Chlorella sorokiniana]	PCFQ01000011.1 g2911 [Chlorella sp. A99]
OG0002589	PRW45343.1 serine protease [Chlorella sorokiniana]	PCFQ01000001.1 g951 [Chlorella sp. A99]
OG0002590	PRW60108.1 pyruvate dehydrogenase E1 beta subunit [Chlorella sorokiniana]	PCFQ01000078.1 g1988 [Chlorella sp. A99]
OG0002592	PRW61412.1 developmentally-regulated G- 3 [Chlorella sorokiniana]	PCFQ01000081.1 g1595 [Chlorella sp. A99]
OG0002595	PRW20998.1 long chain base biosynthesis 1-like [Chlorella sorokiniana]	PCFQ01000010.1 g388 [Chlorella sp. A99]
OG0002597	PRW20426.1 methylcrotonoyl- carboxylase [Chlorella sorokiniana]	PCFQ01000082.1 g630 [Chlorella sp. A99]
OG0002598	PRW59376.1 betaine aldehyde dehydrogenase isoform B [Chlorella sorokiniana], PRW59377.1 betaine aldehyde dehydrogenase isoform A [Chlorella sorokiniana]	PCFQ01000004.1 g2605 [Chlorella sp. A99]
OG0002600	PRW56266.1 ribonuclease III [Chlorella sorokiniana]	PCFQ01000011.1 g2881 [Chlorella sp. A99]
OG0002602	PRW59240.1 ATPase associated with various cellular activities AAA_5 [Chlorella sorokiniana]	PCFQ01000004.1 g2687 [Chlorella sp. A99]
OG0002607	PRW45199.1 carboxylic ester hydrolase [Chlorella sorokiniana]	PCFQ01000079.1 g1491 [Chlorella sp. A99]
OG0002609	PRW59931.1 nucleotide release factor [Chlorella sorokiniana]	PCFQ01000078.1 g2003 [Chlorella sp. A99]
OG0002613	PRW59628.1 UPF0603 chloroplastic [Chlorella sorokiniana]	PCFQ01000078.1 g2007 [Chlorella sp. A99]
OG0002614	PRW20561.1 T-complex 1 subunit epsilon [Chlorella sorokiniana]	PCFQ01000002.1 g722 [Chlorella sp. A99]
OG0002616	PRW45090.1 long chain base biosynthesis 2a [Chlorella sorokiniana]	PCFQ01000079.1 g1492 [Chlorella sp. A99]
