Orthogroup	Chlorella_Sorokiniana1602	Coccomyxa_SubellipsoideaC169
OG0002805	PRW61602.1 endoplasmic reticulum oxidoreductin 1 [Chlorella sorokiniana]	EIE26380.1 endoplasmic reticulum oxidoreductin 1 [Coccomyxa subellipsoidea C-169]
OG0002806	PRW18392.1 nuclear pore complex NUP35-like [Chlorella sorokiniana]	EIE26834.1 hypothetical protein COCSUDRAFT_59342 [Coccomyxa subellipsoidea C-169]
OG0002807	PRW18383.1 kDa vesicle transport [Chlorella sorokiniana]	EIE22158.1 R-SNARE protein_ Sec22-family [Coccomyxa subellipsoidea C-169]
OG0002808	PRW32661.1 zeta-carotene desaturase [Chlorella sorokiniana]	EIE25948.1 zeta-carotene desaturase [Coccomyxa subellipsoidea C-169]
OG0002809	PRW18386.1 splicing factor u2af 65 kda [Chlorella sorokiniana]	EIE26777.1 hypothetical protein COCSUDRAFT_64653 [Coccomyxa subellipsoidea C-169]
OG0002810	PRW18289.1 lysosomal amino acid transporter 1-like protein [Chlorella sorokiniana]	EIE26751.1 hypothetical protein COCSUDRAFT_32261_ partial [Coccomyxa subellipsoidea C-169]
OG0002811	PRW32486.1 7-hydroxymethyl chlorophyll a chloroplastic [Chlorella sorokiniana]	EIE24393.1 hypothetical protein COCSUDRAFT_14021 [Coccomyxa subellipsoidea C-169]
OG0002812	PRW56992.1 hypothetical protein C2E21_4196 [Chlorella sorokiniana]	EIE27437.1 hypothetical protein COCSUDRAFT_26736 [Coccomyxa subellipsoidea C-169]
OG0002813	PRW18361.1 Kelch domain-containing 4 [Chlorella sorokiniana]	EIE25653.1 galactose oxidase [Coccomyxa subellipsoidea C-169]
OG0002814	PRW61470.1 TIC 22- chloroplastic [Chlorella sorokiniana]	EIE26430.1 hypothetical protein COCSUDRAFT_58968 [Coccomyxa subellipsoidea C-169]
OG0002815	PRW55902.1 hypothetical protein C2E21_5040 [Chlorella sorokiniana]	EIE18927.1 hypothetical protein COCSUDRAFT_49110 [Coccomyxa subellipsoidea C-169]
OG0002816	PRW58110.1 elongation factor [Chlorella sorokiniana]	EIE18794.1 hypothetical protein COCSUDRAFT_68202 [Coccomyxa subellipsoidea C-169]
OG0002817	PRW58303.1 Structural maintenance of chromosomes flexible hinge domain-containing 1 [Chlorella sorokiniana]	EIE19801.1 hypothetical protein COCSUDRAFT_58530 [Coccomyxa subellipsoidea C-169]
OG0002818	PRW18300.1 DNA-directed RNA polymerase I subunit RPA12 [Chlorella sorokiniana]	EIE27025.1 hypothetical protein COCSUDRAFT_83584 [Coccomyxa subellipsoidea C-169]
OG0002819	PRW18397.1 tocopherol cyclase [Chlorella sorokiniana]	EIE26754.1 tocopherol cyclase [Coccomyxa subellipsoidea C-169]
OG0002820	PRW18354.1 ubiquinone biosynthesis O- mitochondrial [Chlorella sorokiniana]	EIE20224.1 ubiquinone biosynthesis O-methyltransferase [Coccomyxa subellipsoidea C-169]
OG0002821	PRW58351.1 AP-1 complex subunit gamma-2-like isoform X1 [Chlorella sorokiniana]	EIE22622.1 Adaptor protein complex AP-1 gamma subunit [Coccomyxa subellipsoidea C-169]
OG0002822	PRW18411.1 ribosomal RNA processing 36-like protein [Chlorella sorokiniana]	EIE18618.1 DUF947-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002824	PRW32500.1 TPR repeat-containing [Chlorella sorokiniana]	EIE19554.1 hypothetical protein COCSUDRAFT_67698 [Coccomyxa subellipsoidea C-169]
OG0002825	PRW18304.1 Translation initiation factor IF-3 [Chlorella sorokiniana], PRW18347.1 Qc- USE1 family [Chlorella sorokiniana]	EIE27024.1 hypothetical protein COCSUDRAFT_83583 [Coccomyxa subellipsoidea C-169]
OG0002826	PRW61419.1 serine arginine-rich splicing factor SR34A-like isoform X1 [Chlorella sorokiniana]	EIE26363.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002827	PRW57513.1 Ubiquitin-like domain-containing CTD phosphatase [Chlorella sorokiniana]	EIE27356.1 MGC81798 protein-like protein [Coccomyxa subellipsoidea C-169]
OG0002828	PRW56981.1 RWD domain-containing 1 [Chlorella sorokiniana]	EIE21921.1 hypothetical protein COCSUDRAFT_42941 [Coccomyxa subellipsoidea C-169]
OG0002829	PRW57461.1 mRNA-capping enzyme-like [Chlorella sorokiniana]	EIE27392.1 hypothetical protein COCSUDRAFT_34803 [Coccomyxa subellipsoidea C-169]
OG0002830	PRW57020.1 putative phosphatase 2C 35 [Chlorella sorokiniana]	EIE18302.1 protein serine/threonine phosphatase 2C_ partial [Coccomyxa subellipsoidea C-169]
OG0002831	PRW56900.1 Eukaryotic translation initiation factor 2 subunit alpha [Chlorella sorokiniana]	EIE21978.1 eukaryotic initiation factor [Coccomyxa subellipsoidea C-169]
OG0002832	PRW57253.1 Phosphatidylinositol 4-kinase alpha 1 [Chlorella sorokiniana]	EIE19821.1 phosphatidylinositol 3 and 4-kinase family protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002833	PRW57272.1 SWI SNF complex [Chlorella sorokiniana]	EIE18248.1 hypothetical protein COCSUDRAFT_9602_ partial [Coccomyxa subellipsoidea C-169]
OG0002834	PRW56903.1 serine threonine dehydratase [Chlorella sorokiniana]	EIE27309.1 hypothetical protein COCSUDRAFT_55328 [Coccomyxa subellipsoidea C-169], EIE27307.1 hypothetical protein COCSUDRAFT_55326 [Coccomyxa subellipsoidea C-169]
OG0002835	PRW57511.1 transcription initiation factor IIB-2 [Chlorella sorokiniana]	EIE18298.1 cyclin-like protein [Coccomyxa subellipsoidea C-169]
OG0002836	PRW57502.1 MEMO1 [Chlorella sorokiniana]	EIE24114.1 UPF0103-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002837	PRW57419.1 DNA polymerase zeta [Chlorella sorokiniana]	EIE27351.1 DNA polymerase zeta [Coccomyxa subellipsoidea C-169]
OG0002838	PRW56796.1 B3 domain-containing transcription factor LEC2 [Chlorella sorokiniana]	EIE25495.1 hypothetical protein COCSUDRAFT_61708 [Coccomyxa subellipsoidea C-169]
OG0002839	PRW59321.1 periodic tryptophan 2-like protein [Chlorella sorokiniana]	EIE19483.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002840	PRW58884.1 dynamin-related 1E-like [Chlorella sorokiniana]	EIE19437.1 Dynamin-related protein 5A [Coccomyxa subellipsoidea C-169]
OG0002841	PRW58798.1 DCC family chloroplastic [Chlorella sorokiniana]	EIE19405.1 DUF393-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002842	PRW56617.1 60S ribosomal L36-3-like [Chlorella sorokiniana]	EIE25144.1 ribosomal protein L36 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002843	PRW60536.1 Mitochondrial metalloendopeptidase OMA1 [Chlorella sorokiniana]	EIE23886.1 hypothetical protein COCSUDRAFT_62416 [Coccomyxa subellipsoidea C-169]
OG0002844	PRW56402.1 Splicing factor 3B subunit 1 [Chlorella sorokiniana]	EIE25158.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002845	PRW56777.1 Serine threonine- kinase Aurora-1 [Chlorella sorokiniana]	EIE25136.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002846	PRW61626.1 Cell cycle checkpoint control RAD9A [Chlorella sorokiniana]	EIE22095.1 hypothetical protein COCSUDRAFT_83486_ partial [Coccomyxa subellipsoidea C-169]
OG0002847	PRW20704.1 Germinal-center associated nuclear [Chlorella sorokiniana]	EIE20883.1 hypothetical protein COCSUDRAFT_43765 [Coccomyxa subellipsoidea C-169]
OG0002849	PRW56430.1 1-_5-phosphoribosyl_-5-amino-4-imidazole-car boxylate carboxylase [Chlorella sorokiniana]	EIE25089.1 hypothetical protein COCSUDRAFT_35637 [Coccomyxa subellipsoidea C-169]
OG0002850	PRW56587.1 eukaryotic translation initiation factor 1A [Chlorella sorokiniana]	EIE26531.1 nucleic acid-binding protein [Coccomyxa subellipsoidea C-169]
OG0002851	PRW56473.1 uridylate kinase isoform B [Chlorella sorokiniana], PRW56474.1 uridylate kinase isoform A [Chlorella sorokiniana]	EIE25159.1 uridylate kinase [Coccomyxa subellipsoidea C-169]
OG0002852	PRW61169.1 histidine methyltransferase 1-like protein isoform X7 [Chlorella sorokiniana]	EIE22097.1 hypothetical protein COCSUDRAFT_83488_ partial [Coccomyxa subellipsoidea C-169]
OG0002853	PRW56414.1 Nudix hydrolase 8 [Chlorella sorokiniana]	EIE25358.1 hypothetical protein COCSUDRAFT_6454_ partial [Coccomyxa subellipsoidea C-169]
OG0002854	PRW56874.1 WAT1-related chloroplastic isoform X1 [Chlorella sorokiniana]	EIE25111.1 DUF6-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002855	PRW44552.1 putative 3-hydroxyisobutyrate mitochondrial [Chlorella sorokiniana]	EIE21974.1 3-hydroxyisobutyrate dehydrogenase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002856	PRW59653.1 mitogen-activated kinase 5 [Chlorella sorokiniana]	EIE22149.1 mitogen-activated protein kinase 5 [Coccomyxa subellipsoidea C-169]
OG0002857	PRW57061.1 Zinc-binding alcohol dehydrogenase domain-containing 2 [Chlorella sorokiniana]	EIE27130.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0002858	PRW20739.1 pleiotropic regulatory locus 1 [Chlorella sorokiniana]	EIE25755.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002859	PRW33042.1 hypothetical protein C2E21_8017 [Chlorella sorokiniana]	EIE23477.1 hypothetical protein COCSUDRAFT_65935 [Coccomyxa subellipsoidea C-169]
OG0002860	PRW32897.1 WD40 repeat [Chlorella sorokiniana]	EIE19733.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002861	PRW33811.1 Glycerol-3-phosphate chloroplastic [Chlorella sorokiniana]	EIE18809.1 glycerol-3-phosphate O-acyltransferase [Coccomyxa subellipsoidea C-169]
OG0002863	PRW58953.1 Glutathionyl-hydroquinone reductase [Chlorella sorokiniana]	EIE20609.1 hypothetical protein COCSUDRAFT_18474 [Coccomyxa subellipsoidea C-169]
OG0002864	PRW61184.1 LST8-like protein isoform X1 [Chlorella sorokiniana]	EIE25703.1 TOR kinase binding protein [Coccomyxa subellipsoidea C-169]
OG0002865	PRW32992.1 transport SEC23-like [Chlorella sorokiniana]	EIE23773.1 COP-II coat subunit [Coccomyxa subellipsoidea C-169]
OG0002866	PRW59228.1 26S proteasome non-ATPase regulatory subunit 13 [Chlorella sorokiniana]	EIE20697.1 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]
OG0002867	PRW59128.1 carbon catabolite repressor 4-like protein 6 isoform X1 [Chlorella sorokiniana]	EIE27710.1 hypothetical protein COCSUDRAFT_45960 [Coccomyxa subellipsoidea C-169]
OG0002868	PRW50960.1 branched-chain alpha-keto acid dehydrogenase subunit E2 [Chlorella sorokiniana]	EIE19693.1 hypothetical protein COCSUDRAFT_31081 [Coccomyxa subellipsoidea C-169]
OG0002869	PRW32844.1 ABC1 protein [Chlorella sorokiniana]	EIE22862.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002870	PRW60044.1 DNA-directed RNA polymerase I subunit RPA49 [Chlorella sorokiniana]	EIE24854.1 hypothetical protein COCSUDRAFT_41132 [Coccomyxa subellipsoidea C-169]
OG0002871	PRW33316.1 Tetratricopeptide repeat 1 [Chlorella sorokiniana]	EIE22825.1 TPR protein [Coccomyxa subellipsoidea C-169]
OG0002872	PRW05905.1 putative ubiquitin-conjugating enzyme E2 18 [Chlorella sorokiniana]	EIE21250.1 UBC-like protein [Coccomyxa subellipsoidea C-169]
OG0002873	PRW33069.1 6_7-dimethyl-8-ribityllumazine synthase [Chlorella sorokiniana]	EIE24911.1 hypothetical protein COCSUDRAFT_62321 [Coccomyxa subellipsoidea C-169]
OG0002874	PRW60058.1 hypothetical protein C2E21_1907 isoform B [Chlorella sorokiniana], PRW60057.1 hypothetical protein C2E21_1907 isoform A [Chlorella sorokiniana]	EIE21438.1 hypothetical protein COCSUDRAFT_53990 [Coccomyxa subellipsoidea C-169]
OG0002875	PRW56074.1 vesicle-fusing ATPase-like [Chlorella sorokiniana]	EIE25110.1 N-ethylmaleimide sensitive fusion protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002876	PRW32988.1 Nucleoid-associated chloroplastic [Chlorella sorokiniana]	EIE20822.1 DUF149-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002877	PRW33018.1 Monothiol glutaredoxin- chloroplastic [Chlorella sorokiniana]	EIE18986.1 glutaredoxin [Coccomyxa subellipsoidea C-169]
OG0002878	PRW33162.1 ubiquitin carboxyl-terminal hydrolase 26 isoform X1 [Chlorella sorokiniana]	EIE26241.1 hypothetical protein COCSUDRAFT_83616 [Coccomyxa subellipsoidea C-169]
OG0002879	PRW05942.1 nuclear pore complex Nup155 isoform B [Chlorella sorokiniana], PRW05941.1 nuclear pore complex Nup155 isoform A [Chlorella sorokiniana]	EIE19694.1 nucleoporin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002880	PRW61053.1 cell division cycle and apoptosis regulator 1 [Chlorella sorokiniana]	EIE19235.1 hypothetical protein COCSUDRAFT_49062 [Coccomyxa subellipsoidea C-169]
OG0002881	PRW32991.1 zinc transporter [Chlorella sorokiniana]	EIE19001.1 hypothetical protein COCSUDRAFT_31546 [Coccomyxa subellipsoidea C-169]
OG0002882	PRW44515.1 gamma-glutamyl hydrolase [Chlorella sorokiniana]	EIE19350.1 class I glutamine amidotransferase-like protein [Coccomyxa subellipsoidea C-169]
OG0002883	PRW33011.1 FMN-binding split barrel isoform A [Chlorella sorokiniana], PRW33010.1 FMN-binding split barrel isoform B [Chlorella sorokiniana]	EIE24728.1 hypothetical protein COCSUDRAFT_14199_ partial [Coccomyxa subellipsoidea C-169]
OG0002884	PRW34026.1 dnaJ-like protein subfamily C member 21 isoform X1 isoform B [Chlorella sorokiniana], PRW34025.1 dnaJ-like protein subfamily C member 21 isoform X1 isoform A [Chlorella sorokiniana]	EIE20919.1 putative DNAJA5 protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002885	PRW57959.1 dymeclin isoform X1 [Chlorella sorokiniana]	EIE20753.1 hypothetical protein COCSUDRAFT_48393 [Coccomyxa subellipsoidea C-169]
OG0002886	PRW57106.1 Phosphatidylserine synthase 2 isoform A [Chlorella sorokiniana], PRW57105.1 Phosphatidylserine synthase 2 isoform B [Chlorella sorokiniana]	EIE27618.1 PSS-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002887	PRW57580.1 pyridine nucleotide-disulfide oxidoreductase domain-containing 1 [Chlorella sorokiniana]	EIE20879.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002888	PRW34000.1 zinc finger CCCH domain-containing 11 [Chlorella sorokiniana]	EIE20966.1 hypothetical protein COCSUDRAFT_83525 [Coccomyxa subellipsoidea C-169]
OG0002889	PRW33855.1 Tetratricopeptide-like helical domain containing [Chlorella sorokiniana]	EIE20681.1 hypothetical protein COCSUDRAFT_67180 [Coccomyxa subellipsoidea C-169]
OG0002890	PRW20958.1 sufE chloroplastic [Chlorella sorokiniana]	EIE25631.1 hypothetical protein COCSUDRAFT_83638_ partial [Coccomyxa subellipsoidea C-169]
OG0002891	PRW20242.1 cytochrome c peroxidase [Chlorella sorokiniana]	EIE21758.1 heme peroxidase [Coccomyxa subellipsoidea C-169]
OG0002892	PRW33798.1 phosphoribulokinase [Chlorella sorokiniana]	EIE26464.1 phosphoribulokinase [Coccomyxa subellipsoidea C-169]
OG0002893	PRW20803.1 60S ribosomal L35-like [Chlorella sorokiniana]	EIE24848.1 hypothetical protein COCSUDRAFT_28397 [Coccomyxa subellipsoidea C-169]
OG0002894	PRW20820.1 cleavage and polyadenylation specificity factor subunit 1 [Chlorella sorokiniana]	EIE27429.1 hypothetical protein COCSUDRAFT_64224 [Coccomyxa subellipsoidea C-169]
OG0002895	PRW57914.1 tRNA pseudouridine_38 39_ synthase isoform X1 [Chlorella sorokiniana]	EIE22401.1 tRNA pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]
OG0002896	PRW44567.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]	EIE23034.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002897	PRW34089.1 hypothetical protein C2E21_7404 [Chlorella sorokiniana]	EIE20646.1 hypothetical protein COCSUDRAFT_4424_ partial [Coccomyxa subellipsoidea C-169], EIE20645.1 hypothetical protein COCSUDRAFT_18360 [Coccomyxa subellipsoidea C-169]
OG0002898	PRW18365.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Chlorella sorokiniana]	EIE26745.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0002899	PRW39098.1 glycerol-3-phosphate dehydrogenase mitochondrial-like isoform A [Chlorella sorokiniana], PRW39099.1 glycerol-3-phosphate dehydrogenase mitochondrial-like isoform B [Chlorella sorokiniana]	EIE26114.1 DAO-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002900	PRW39255.1 Rossmann-like alpha beta alpha sandwich fold [Chlorella sorokiniana]	EIE22087.1 hypothetical protein COCSUDRAFT_16982 [Coccomyxa subellipsoidea C-169]
OG0002901	PRW39232.1 hypothetical protein C2E21_7090 [Chlorella sorokiniana], PRW39231.1 hypothetical protein C2E21_7090 [Chlorella sorokiniana]	EIE25936.1 hypothetical protein COCSUDRAFT_60940 [Coccomyxa subellipsoidea C-169]
OG0002902	PRW39315.1 putative phosphatase 2C 67 [Chlorella sorokiniana]	EIE23484.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]
OG0002903	PRW59052.1 cytochrome c-type biogenesis ccda-like chloroplastic 1 [Chlorella sorokiniana]	EIE25470.1 DsbD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002904	PRW39058.1 Endoplasmic reticulum-Golgi intermediate compartment 3 [Chlorella sorokiniana]	EIE26007.1 DUF1692-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002905	PRW39192.1 obg-like ATPase 1 [Chlorella sorokiniana]	EIE25898.1 hypothetical protein COCSUDRAFT_52611 [Coccomyxa subellipsoidea C-169]
OG0002906	PRW39235.1 Dol-P-Glc_Glc_2_Man_9_ c_2_-PP-Dol alpha-1_2-glucosyltransferase [Chlorella sorokiniana]	EIE23382.1 hypothetical protein COCSUDRAFT_28810 [Coccomyxa subellipsoidea C-169]
OG0002907	PRW05754.1 RST1 isoform X1 [Chlorella sorokiniana]	EIE23448.1 hypothetical protein COCSUDRAFT_62985 [Coccomyxa subellipsoidea C-169]
OG0002908	PRW33674.1 photosystem I subunit O [Chlorella sorokiniana]	EIE22775.1 photosystem I PsaO [Coccomyxa subellipsoidea C-169]
OG0002909	PRW39388.1 DNA gyrase subunit B isoform A [Chlorella sorokiniana], PRW39387.1 DNA gyrase subunit B isoform B [Chlorella sorokiniana]	EIE25914.1 type II DNA topoisomerase [Coccomyxa subellipsoidea C-169]
OG0002910	PRW39318.1 manganese-dependent ADP-ribose CDP-alcohol diphosphatase-like [Chlorella sorokiniana]	EIE26126.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0002911	PRW59412.1 RNA exonuclease 4 [Chlorella sorokiniana]	EIE23882.1 Exonuclease_ partial [Coccomyxa subellipsoidea C-169]
OG0002912	PRW39153.1 endoplasmic reticulum-Golgi intermediate compartment 3 [Chlorella sorokiniana]	EIE27037.1 DUF1692-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002913	PRW59013.1 hypothetical protein C2E21_2514 [Chlorella sorokiniana]	EIE21211.1 hypothetical protein COCSUDRAFT_67124 [Coccomyxa subellipsoidea C-169]
OG0002914	PRW56526.1 Muscle M-line assembly unc- isoform 1 isoform B [Chlorella sorokiniana], PRW56527.1 Muscle M-line assembly unc- isoform 1 isoform A [Chlorella sorokiniana]	EIE25060.1 hypothetical protein COCSUDRAFT_61304 [Coccomyxa subellipsoidea C-169]
OG0002915	PRW57113.1 RFT1-like protein [Chlorella sorokiniana]	EIE21959.1 Rft-1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002916	PRW58197.1 hypothetical protein C2E21_2952 [Chlorella sorokiniana]	EIE21679.1 alpha/beta-hydrolase_ partial [Coccomyxa subellipsoidea C-169]
OG0002917	PRW57458.1 Aspartokinase chloroplastic [Chlorella sorokiniana]	EIE26095.1 aspartate kinase [Coccomyxa subellipsoidea C-169]
OG0002918	PRW56195.1 squamous cell carcinoma antigen recognized by T-cells 3 [Chlorella sorokiniana]	EIE26440.1 hypothetical protein COCSUDRAFT_46087 [Coccomyxa subellipsoidea C-169]
OG0002919	PRW58114.1 hypothetical protein C2E21_3079 [Chlorella sorokiniana]	EIE23935.1 hypothetical protein COCSUDRAFT_32909 [Coccomyxa subellipsoidea C-169]
OG0002920	PRW58911.1 Beta-adaptin A [Chlorella sorokiniana]	EIE24641.1 Adaptor protein complex beta subunit_ partial [Coccomyxa subellipsoidea C-169]
OG0002921	PRW57750.1 Eukaryotic translation initiation factor 3 subunit M [Chlorella sorokiniana]	EIE26574.1 hypothetical protein COCSUDRAFT_52386 [Coccomyxa subellipsoidea C-169]
OG0002922	PRW57541.1 Metallo-hydrolase oxidoreductase [Chlorella sorokiniana]	EIE21967.1 Metallo-hydrolase/oxidoreductase [Coccomyxa subellipsoidea C-169]
OG0002923	PRW58779.1 nucleolar 53 isoform B [Chlorella sorokiniana], PRW58778.1 nucleolar 53 isoform A [Chlorella sorokiniana]	EIE19445.1 Nop53-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002924	PRW56721.1 E3 ubiquitin- ligase ORTHRUS 2-like [Chlorella sorokiniana]	EIE25476.1 hypothetical protein COCSUDRAFT_13684 [Coccomyxa subellipsoidea C-169]
OG0002925	PRW57213.1 electron transfer flavo -ubiquinone mitochondrial [Chlorella sorokiniana]	EIE22000.1 hypothetical protein COCSUDRAFT_37226 [Coccomyxa subellipsoidea C-169]
OG0002926	PRW57657.1 ATP phosphoribosyltransferase [Chlorella sorokiniana]	EIE24983.1 ATP phosphoribosyl transferase [Coccomyxa subellipsoidea C-169]
OG0002927	PRW57736.1 hypothetical protein C2E21_3641 [Chlorella sorokiniana]	EIE22912.1 hypothetical protein COCSUDRAFT_16204 [Coccomyxa subellipsoidea C-169]
