Orthogroup	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A
OG0002527	PRW56977.1 WD-40 repeat-containing MSI1 [Chlorella sorokiniana]	XP_005846967.1 hypothetical protein CHLNCDRAFT_134941 [Chlorella variabilis]
OG0002528	PRW59961.1 DEAD DEAH box helicase [Chlorella sorokiniana]	XP_005846323.1 hypothetical protein CHLNCDRAFT_135719 [Chlorella variabilis]
OG0002529	PRW57121.1 CHROMATIN REMODELING 8 [Chlorella sorokiniana]	XP_005846983.1 hypothetical protein CHLNCDRAFT_134981 [Chlorella variabilis]
OG0002530	PRW57401.1 aarF domain-containing kinase 4 [Chlorella sorokiniana]	XP_005846989.1 hypothetical protein CHLNCDRAFT_24033_ partial [Chlorella variabilis]
OG0002531	PRW44523.1 DNAJ heat shock N-terminal domain-containing [Chlorella sorokiniana]	XP_005847377.1 hypothetical protein CHLNCDRAFT_134196 [Chlorella variabilis]
OG0002532	PRW44349.1 thioredoxin-disulfide reductase [Chlorella sorokiniana]	XP_005847378.1 hypothetical protein CHLNCDRAFT_134198 [Chlorella variabilis]
OG0002533	PRW61313.1 beta-catenin 1 [Chlorella sorokiniana]	XP_005843623.1 hypothetical protein CHLNCDRAFT_27908_ partial [Chlorella variabilis]
OG0002534	PRW61557.1 Dicarboxylate transporter chloroplastic [Chlorella sorokiniana]	XP_005850013.1 hypothetical protein CHLNCDRAFT_20518 [Chlorella variabilis], XP_005843613.1 hypothetical protein CHLNCDRAFT_140201 [Chlorella variabilis]
OG0002535	PRW60170.1 proteasome subunit beta type-2-A [Chlorella sorokiniana]	XP_005846511.1 hypothetical protein CHLNCDRAFT_135748 [Chlorella variabilis]
OG0002536	PRW44323.1 26S protease regulatory subunit 6A-like protein [Chlorella sorokiniana]	XP_005847233.1 hypothetical protein CHLNCDRAFT_134194 [Chlorella variabilis]
OG0002537	PRW57404.1 cytochrome c heme lyase [Chlorella sorokiniana]	XP_005847167.1 hypothetical protein CHLNCDRAFT_35847 [Chlorella variabilis]
OG0002538	PRW57439.1 DNA replication factor C complex subunit 3 [Chlorella sorokiniana]	XP_005847173.1 hypothetical protein CHLNCDRAFT_35851 [Chlorella variabilis]
OG0002539	PRW60799.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B [Chlorella sorokiniana]	XP_005851770.1 hypothetical protein CHLNCDRAFT_59533 [Chlorella variabilis]
OG0002540	PRW59453.1 hypothetical protein C2E21_1555 [Chlorella sorokiniana]	XP_005846446.1 hypothetical protein CHLNCDRAFT_9535_ partial [Chlorella variabilis]
OG0002541	PRW59543.1 14-3-3 protein [Chlorella sorokiniana]	XP_005846501.1 hypothetical protein CHLNCDRAFT_31785 [Chlorella variabilis]
OG0002542	PRW33133.1 Long-chain-fatty-acid- ligase 15 [Chlorella sorokiniana]	XP_005844857.1 expressed protein [Chlorella variabilis], XP_005844858.1 hypothetical protein CHLNCDRAFT_138356 [Chlorella variabilis]
OG0002543	PRW57156.1 asparagine synthetase [Chlorella sorokiniana]	XP_005847015.1 hypothetical protein CHLNCDRAFT_56182 [Chlorella variabilis]
OG0002544	PRW61020.1 ADP_ATP carrier chloroplastic [Chlorella sorokiniana]	XP_005844203.1 hypothetical protein CHLNCDRAFT_56336 [Chlorella variabilis]
OG0002545	PRW59111.1 L-arabinokinase-like isoform X2 [Chlorella sorokiniana]	XP_005843819.1 hypothetical protein CHLNCDRAFT_139880 [Chlorella variabilis]
OG0002546	PRW61241.1 ATP-dependent DNA helicase Q-like 4A isoform X3 [Chlorella sorokiniana]	XP_005844174.1 hypothetical protein CHLNCDRAFT_36987_ partial [Chlorella variabilis]
OG0002547	PRW57521.1 30S ribosomal chloroplastic [Chlorella sorokiniana]	XP_005846880.1 hypothetical protein CHLNCDRAFT_31437 [Chlorella variabilis]
OG0002548	PRW56925.1 ATP-dependent DNA helicase [Chlorella sorokiniana]	XP_005847019.1 hypothetical protein CHLNCDRAFT_134628 [Chlorella variabilis]
OG0002549	PRW57537.1 50S ribosomal L3- chloroplastic [Chlorella sorokiniana]	XP_005847061.1 hypothetical protein CHLNCDRAFT_48876 [Chlorella variabilis]
OG0002550	PRW61158.1 GTPase Der [Chlorella sorokiniana]	XP_005843504.1 hypothetical protein CHLNCDRAFT_37436 [Chlorella variabilis]
OG0002551	PRW61003.1 Peptidyl-prolyl cis-trans isomerase-like 4 [Chlorella sorokiniana]	XP_005844202.1 hypothetical protein CHLNCDRAFT_56335 [Chlorella variabilis]
OG0002552	PRW60895.1 ion channel [Chlorella sorokiniana]	XP_005848911.1 hypothetical protein CHLNCDRAFT_17690_ partial [Chlorella variabilis]
OG0002553	PRW58821.1 charged multivesicular body 5-like [Chlorella sorokiniana]	XP_005849964.1 hypothetical protein CHLNCDRAFT_51181 [Chlorella variabilis]
OG0002554	PRW61325.1 DNA polymerase V [Chlorella sorokiniana]	XP_005843585.1 expressed protein [Chlorella variabilis]
OG0002555	PRW60946.1 Wee1 kinase [Chlorella sorokiniana]	XP_005844186.1 hypothetical protein CHLNCDRAFT_37008 [Chlorella variabilis]
OG0002556	PRW55926.1 LOW PSII ACCUMULATION chloroplastic [Chlorella sorokiniana]	XP_005850687.1 hypothetical protein CHLNCDRAFT_140754 [Chlorella variabilis]
OG0002557	PRW60956.1 Ubiquitin-conjugating enzyme E2 7 [Chlorella sorokiniana]	XP_005844314.1 hypothetical protein CHLNCDRAFT_139054 [Chlorella variabilis]
OG0002558	PRW58834.1 psbP domain-containing chloroplastic [Chlorella sorokiniana]	XP_005843765.1 hypothetical protein CHLNCDRAFT_139877 [Chlorella variabilis]
OG0002559	PRW59273.1 Lysophosphatidic acid phosphatase type 6 [Chlorella sorokiniana]	XP_005849970.1 hypothetical protein CHLNCDRAFT_143340 [Chlorella variabilis]
OG0002560	PRW32617.1 sugar ABC transporter ATP-binding [Chlorella sorokiniana], PRW50974.1 hypothetical protein C2E21_5525 [Chlorella sorokiniana], PRW58984.1 hypothetical protein C2E21_2559 [Chlorella sorokiniana], PRW45587.1 hypothetical protein C2E21_5794 [Chlorella sorokiniana], PRW57588.1 hypothetical protein C2E21_3389 [Chlorella sorokiniana]	XP_005846801.1 expressed protein [Chlorella variabilis]
OG0002561	PRW61086.1 mitochondrial import receptor subunit TOM40-1-like [Chlorella sorokiniana]	XP_005844399.1 hypothetical protein CHLNCDRAFT_36871 [Chlorella variabilis]
OG0002562	PRW60231.1 ribosomal RNA methyltransferase mitochondrial isoform X1 [Chlorella sorokiniana]	XP_005851890.1 hypothetical protein CHLNCDRAFT_18395_ partial [Chlorella variabilis]
OG0002563	PRW61337.1 zinc finger CCCH domain-containing 69-like [Chlorella sorokiniana]	XP_005852185.1 hypothetical protein CHLNCDRAFT_18295 [Chlorella variabilis]
OG0002564	PRW57071.1 serine threonine- kinase ATM isoform X2 [Chlorella sorokiniana]	XP_005847165.1 hypothetical protein CHLNCDRAFT_24048_ partial [Chlorella variabilis]
OG0002565	PRW57518.1 G10 family [Chlorella sorokiniana]	XP_005847162.1 hypothetical protein CHLNCDRAFT_14363_ partial [Chlorella variabilis]
OG0002566	PRW56768.1 LTV1-like protein [Chlorella sorokiniana]	XP_005850146.1 expressed protein [Chlorella variabilis]
OG0002567	PRW56428.1 transmembrane 184C-like isoform X1 [Chlorella sorokiniana]	XP_005850155.1 hypothetical protein CHLNCDRAFT_20742_ partial [Chlorella variabilis]
OG0002568	PRW33215.1 Retinoblastoma-binding 5 [Chlorella sorokiniana]	XP_005844984.1 hypothetical protein CHLNCDRAFT_138391 [Chlorella variabilis]
OG0002568	PRW33201.1 hypothetical protein C2E21_7735 [Chlorella sorokiniana]	XP_005844983.1 hypothetical protein CHLNCDRAFT_138390 [Chlorella variabilis]
OG0002569	PRW56451.1 GTP-binding 1 [Chlorella sorokiniana]	XP_005850168.1 hypothetical protein CHLNCDRAFT_57128 [Chlorella variabilis]
OG0002570	PRW59920.1 Nucleolar 16 [Chlorella sorokiniana]	XP_005846461.1 hypothetical protein CHLNCDRAFT_58265 [Chlorella variabilis]
OG0002571	PRW33298.1 E2F family transcription factor [Chlorella sorokiniana]	XP_005844987.1 hypothetical protein CHLNCDRAFT_138406 [Chlorella variabilis]
OG0002572	PRW33295.1 metaxin 1 [Chlorella sorokiniana]	XP_005844882.1 hypothetical protein CHLNCDRAFT_58754 [Chlorella variabilis]
OG0002573	PRW33225.1 outer dynein arm-docking complex subunit 1 [Chlorella sorokiniana]	XP_005844968.1 hypothetical protein CHLNCDRAFT_138354 [Chlorella variabilis]
OG0002574	PRW20477.1 DNA polymerase epsilon catalytic subunit A [Chlorella sorokiniana]	XP_005844646.1 hypothetical protein CHLNCDRAFT_26745 [Chlorella variabilis]
OG0002575	PRW60230.1 60S ribosomal L27a-3 [Chlorella sorokiniana]	XP_005851754.1 hypothetical protein CHLNCDRAFT_133134 [Chlorella variabilis]
OG0002576	PRW57637.1 hypothetical protein C2E21_3375 [Chlorella sorokiniana], PRW58040.1 hypothetical protein C2E21_3378 [Chlorella sorokiniana]	XP_005849357.1 hypothetical protein CHLNCDRAFT_143791 [Chlorella variabilis]
OG0002577	PRW56747.1 40S ribosomal X isoform [Chlorella sorokiniana]	XP_005850141.1 hypothetical protein CHLNCDRAFT_59606 [Chlorella variabilis]
OG0002579	PRW58270.1 histone acetyltransferase MCC1-like [Chlorella sorokiniana]	XP_005851588.1 hypothetical protein CHLNCDRAFT_138102 [Chlorella variabilis]
OG0002580	PRW56101.1 NADP-dependent malic enzyme [Chlorella sorokiniana]	XP_005850623.1 hypothetical protein CHLNCDRAFT_140591 [Chlorella variabilis]
OG0002581	PRW05881.1 Mitochondrial import inner membrane translocase subunit TIM10 [Chlorella sorokiniana]	XP_005843212.1 hypothetical protein CHLNCDRAFT_28371 [Chlorella variabilis]
OG0002582	PRW61320.1 fatty-acid-binding 1 [Chlorella sorokiniana]	XP_005843547.1 expressed protein [Chlorella variabilis]
OG0002583	PRW56894.1 autophagy-related 2 [Chlorella sorokiniana]	XP_005849710.1 hypothetical protein CHLNCDRAFT_57166 [Chlorella variabilis]
OG0002584	PRW61490.1 K_+_ efflux antiporter chloroplastic-like [Chlorella sorokiniana]	XP_005844251.1 hypothetical protein CHLNCDRAFT_58989 [Chlorella variabilis]
OG0002586	PRW56206.1 DNA repair REV1 isoform X1 [Chlorella sorokiniana]	XP_005850908.1 hypothetical protein CHLNCDRAFT_140600 [Chlorella variabilis]
OG0002589	PRW45343.1 serine protease [Chlorella sorokiniana]	XP_005846624.1 hypothetical protein CHLNCDRAFT_24652 [Chlorella variabilis]
OG0002590	PRW60108.1 pyruvate dehydrogenase E1 beta subunit [Chlorella sorokiniana]	XP_005846384.1 hypothetical protein CHLNCDRAFT_59713 [Chlorella variabilis]
OG0002591	PRW50770.1 hypothetical protein C2E21_5640 [Chlorella sorokiniana]	XP_005848759.1 hypothetical protein CHLNCDRAFT_144503 [Chlorella variabilis]
OG0002592	PRW61412.1 developmentally-regulated G- 3 [Chlorella sorokiniana]	XP_005844380.1 hypothetical protein CHLNCDRAFT_36860 [Chlorella variabilis]
OG0002593	PRW61390.1 ER membrane complex subunit 8 9-like protein [Chlorella sorokiniana]	XP_005844166.1 hypothetical protein CHLNCDRAFT_58988 [Chlorella variabilis]
OG0002595	PRW20998.1 long chain base biosynthesis 1-like [Chlorella sorokiniana]	XP_005844655.1 hypothetical protein CHLNCDRAFT_138531 [Chlorella variabilis]
OG0002596	PRW21109.1 malate dehydrogenase [Chlorella sorokiniana]	XP_005844749.1 malate dehydrogenase_ cytoplasmic [Chlorella variabilis]
OG0002597	PRW20426.1 methylcrotonoyl- carboxylase [Chlorella sorokiniana]	XP_005843667.1 hypothetical protein CHLNCDRAFT_49216 [Chlorella variabilis]
OG0002599	PRW20428.1 proteasome activator subunit 4 [Chlorella sorokiniana]	XP_005843655.1 hypothetical protein CHLNCDRAFT_140017 [Chlorella variabilis]
OG0002600	PRW56266.1 ribonuclease III [Chlorella sorokiniana]	XP_005850737.1 hypothetical protein CHLNCDRAFT_140876 [Chlorella variabilis]
OG0002601	PRW55982.1 Inositol monophosphatase 3 [Chlorella sorokiniana]	XP_005851022.1 hypothetical protein CHLNCDRAFT_34254 [Chlorella variabilis]
OG0002602	PRW59240.1 ATPase associated with various cellular activities AAA_5 [Chlorella sorokiniana]	XP_005849622.1 hypothetical protein CHLNCDRAFT_57292 [Chlorella variabilis]
OG0002603	PRW20651.1 DNA mismatch repair Mlh1 isoform X1 [Chlorella sorokiniana]	XP_005842904.1 hypothetical protein CHLNCDRAFT_28710_ partial [Chlorella variabilis]
OG0002605	PRW18357.1 Alcohol dehydrogenase [NADP_+_] [Chlorella sorokiniana], PRW21059.1 Alcohol dehydrogenase [NADP_+_] [Chlorella sorokiniana]	XP_005844668.1 hypothetical protein CHLNCDRAFT_138560 [Chlorella variabilis], XP_005844671.1 hypothetical protein CHLNCDRAFT_32425 [Chlorella variabilis]
OG0002606	PRW18294.1 DEAD-box ATP-dependent RNA helicase 50 [Chlorella sorokiniana]	XP_005846554.1 hypothetical protein CHLNCDRAFT_135879 [Chlorella variabilis]
OG0002607	PRW45199.1 carboxylic ester hydrolase [Chlorella sorokiniana]	XP_005848463.1 hypothetical protein CHLNCDRAFT_35098 [Chlorella variabilis]
OG0002608	PRW44889.1 OTU domain-containing 3 isoform X1 [Chlorella sorokiniana]	XP_005848267.1 hypothetical protein CHLNCDRAFT_57612_ partial [Chlorella variabilis]
OG0002609	PRW59931.1 nucleotide release factor [Chlorella sorokiniana]	XP_005846367.1 hypothetical protein CHLNCDRAFT_36141 [Chlorella variabilis]
OG0002610	PRW33671.1 UPF0553 -like [Chlorella sorokiniana]	XP_005846536.1 hypothetical protein CHLNCDRAFT_135827 [Chlorella variabilis]
OG0002611	PRW59895.1 N-terminal acetyltransferase complex C component MAK3 [Chlorella sorokiniana]	XP_005846533.1 hypothetical protein CHLNCDRAFT_14420_ partial [Chlorella variabilis]
OG0002612	PRW45011.1 phosphatidylinositol 3- and 4-kinase family [Chlorella sorokiniana]	XP_005848469.1 hypothetical protein CHLNCDRAFT_57613 [Chlorella variabilis]
OG0002613	PRW59628.1 UPF0603 chloroplastic [Chlorella sorokiniana]	XP_005846362.1 hypothetical protein CHLNCDRAFT_58309 [Chlorella variabilis]
OG0002614	PRW20561.1 T-complex 1 subunit epsilon [Chlorella sorokiniana]	XP_005844607.1 hypothetical protein CHLNCDRAFT_32512 [Chlorella variabilis]
OG0002615	PRW20579.1 biotin-- ligase 2-like [Chlorella sorokiniana]	XP_005844611.1 hypothetical protein CHLNCDRAFT_26827 [Chlorella variabilis]
OG0002616	PRW45090.1 long chain base biosynthesis 2a [Chlorella sorokiniana]	XP_005848468.1 hypothetical protein CHLNCDRAFT_144864 [Chlorella variabilis]
OG0002617	PRW59980.1 CCR4-NOT transcription complex subunit 1 isoform X2 [Chlorella sorokiniana]	XP_005846538.1 hypothetical protein CHLNCDRAFT_135829_ partial [Chlorella variabilis]
OG0002618	PRW20531.1 RNA-binding family isoform 1 [Chlorella sorokiniana]	XP_005844613.1 hypothetical protein CHLNCDRAFT_138904 [Chlorella variabilis]
OG0002619	PRW60614.1 ATP-dependent helicase BRM [Chlorella sorokiniana]	XP_005852116.1 hypothetical protein CHLNCDRAFT_56509 [Chlorella variabilis]
OG0002620	PRW60240.1 Serine threonine- kinase ATG1 [Chlorella sorokiniana]	XP_005851786.1 hypothetical protein CHLNCDRAFT_56513 [Chlorella variabilis]
OG0002621	PRW44890.1 apoptotic chromatin condensation inducer in the nucleus-like isoform X1 [Chlorella sorokiniana]	XP_005848390.1 expressed protein [Chlorella variabilis]
OG0002622	PRW45112.1 40S ribosomal S23 [Chlorella sorokiniana]	XP_005848558.1 hypothetical protein CHLNCDRAFT_59661 [Chlorella variabilis]
OG0002623	PRW45116.1 putative isoprenylcysteine alpha-carbonyl methylesterase ICMEL1 [Chlorella sorokiniana]	XP_005848411.1 hypothetical protein CHLNCDRAFT_144725 [Chlorella variabilis]
OG0002624	PRW60403.1 transmembrane 194A isoform X1 [Chlorella sorokiniana]	XP_005851772.1 hypothetical protein CHLNCDRAFT_133177 [Chlorella variabilis]
OG0002625	PRW44923.1 Importin-11 isoform B [Chlorella sorokiniana], PRW44922.1 Importin-11 isoform A [Chlorella sorokiniana]	XP_005848200.1 hypothetical protein CHLNCDRAFT_57570 [Chlorella variabilis]
OG0002626	PRW44921.1 Chaperonin mitochondrial [Chlorella sorokiniana]	XP_005848352.1 hypothetical protein CHLNCDRAFT_51922 [Chlorella variabilis]
OG0002627	PRW45053.1 Aspartate carbamoyltransferase chloroplastic [Chlorella sorokiniana]	XP_005848545.1 hypothetical protein CHLNCDRAFT_48757 [Chlorella variabilis]
OG0002628	PRW44963.1 40S ribosomal S6 isoform B [Chlorella sorokiniana], PRW44964.1 40S ribosomal S6 isoform A [Chlorella sorokiniana]	XP_005848306.1 hypothetical protein CHLNCDRAFT_59656 [Chlorella variabilis]
OG0002629	PRW44876.1 sphingolipid delta_4_-desaturase DES1-like [Chlorella sorokiniana]	XP_005848547.1 hypothetical protein CHLNCDRAFT_57665 [Chlorella variabilis]
OG0002630	PRW60373.1 vesicle transport GOT1B-like [Chlorella sorokiniana]	XP_005851828.1 hypothetical protein CHLNCDRAFT_133308 [Chlorella variabilis]
OG0002632	PRW45146.1 3-methyl-2-oxobutanoate hydroxymethyltransferase mitochondrial [Chlorella sorokiniana]	XP_005848356.1 hypothetical protein CHLNCDRAFT_30881 [Chlorella variabilis]
OG0002633	PRW59110.1 nucleolar GTP-binding 1 [Chlorella sorokiniana]	XP_005849535.1 hypothetical protein CHLNCDRAFT_16774_ partial [Chlorella variabilis]
OG0002634	PRW51138.1 Ribosomal RNA small subunit methyltransferase H [Chlorella sorokiniana]	XP_005848745.1 hypothetical protein CHLNCDRAFT_144447 [Chlorella variabilis]
OG0002635	PRW60530.1 mitochondrial carrier [Chlorella sorokiniana]	XP_005852219.1 hypothetical protein CHLNCDRAFT_133472 [Chlorella variabilis]
OG0002636	PRW60987.1 GTP binding [Chlorella sorokiniana]	XP_005844424.1 hypothetical protein CHLNCDRAFT_36900 [Chlorella variabilis]
OG0002637	PRW51154.1 Ornithine mitochondrial [Chlorella sorokiniana]	XP_005848749.1 hypothetical protein CHLNCDRAFT_57535 [Chlorella variabilis]
OG0002638	PRW39395.1 maltose excess 1- chloroplastic [Chlorella sorokiniana]	XP_005844912.1 hypothetical protein CHLNCDRAFT_138475 [Chlorella variabilis]
OG0002639	PRW44982.1 Camphor resistance family isoform 1 [Chlorella sorokiniana]	XP_005848415.1 hypothetical protein CHLNCDRAFT_144735 [Chlorella variabilis]
OG0002640	PRW60992.1 DNA primase small subunit [Chlorella sorokiniana]	XP_005844308.1 hypothetical protein CHLNCDRAFT_139037 [Chlorella variabilis]
OG0002641	PRW39251.1 SWR1 complex subunit 6 [Chlorella sorokiniana]	XP_005844917.1 hypothetical protein CHLNCDRAFT_138485 [Chlorella variabilis]
OG0002643	PRW45070.1 ADP-ribosylation factor GTPase-activating AGD5 [Chlorella sorokiniana]	XP_005848487.1 hypothetical protein CHLNCDRAFT_14705_ partial [Chlorella variabilis]
OG0002644	PRW59482.1 solute carrier family 25 member 44 [Chlorella sorokiniana]	XP_005845425.1 hypothetical protein CHLNCDRAFT_137033 [Chlorella variabilis]
OG0002645	PRW60307.1 5_10-methylenetetrahydrofolate reductase isoform B [Chlorella sorokiniana], PRW60308.1 5_10-methylenetetrahydrofolate reductase isoform A [Chlorella sorokiniana]	XP_005851873.1 hypothetical protein CHLNCDRAFT_33591 [Chlorella variabilis]
OG0002646	PRW60877.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	XP_005844335.1 hypothetical protein CHLNCDRAFT_54556 [Chlorella variabilis]
OG0002647	PRW61542.1 Qa-SNARE Sso1 PM-type [Chlorella sorokiniana]	XP_005845633.1 hypothetical protein CHLNCDRAFT_53691 [Chlorella variabilis]
OG0002648	PRW33649.1 Epidermal growth factor receptor substrate 15 [Chlorella sorokiniana]	XP_005845915.1 hypothetical protein CHLNCDRAFT_58481 [Chlorella variabilis]
OG0002649	PRW51057.1 Thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]	XP_005849014.1 hypothetical protein CHLNCDRAFT_51710 [Chlorella variabilis]
OG0002650	PRW51058.1 ribosomal S1 [Chlorella sorokiniana]	XP_005849004.1 hypothetical protein CHLNCDRAFT_144577 [Chlorella variabilis], XP_005849005.1 hypothetical protein CHLNCDRAFT_22032 [Chlorella variabilis]
OG0002651	PRW44968.1 30S ribosomal S5 [Chlorella sorokiniana]	XP_005848254.1 hypothetical protein CHLNCDRAFT_35091 [Chlorella variabilis]
OG0002652	PRW45228.1 Adenylosuccinate synthetase [Chlorella sorokiniana]	XP_005848449.1 hypothetical protein CHLNCDRAFT_35084 [Chlorella variabilis]
OG0002653	PRW33518.1 hypothetical protein C2E21_7678 [Chlorella sorokiniana]	XP_005845911.1 hypothetical protein CHLNCDRAFT_136515 [Chlorella variabilis]
OG0002654	PRW44878.1 putative sugar phosphate phosphate translocator [Chlorella sorokiniana]	XP_005848256.1 hypothetical protein CHLNCDRAFT_57607 [Chlorella variabilis]
OG0002656	PRW39267.1 60S ribosomal L22-2 [Chlorella sorokiniana]	XP_005846060.1 hypothetical protein CHLNCDRAFT_14518_ partial [Chlorella variabilis]
OG0002657	PRW45202.1 ATPase of the AAA+ superfamily _ISS_ [Chlorella sorokiniana]	XP_005848250.1 hypothetical protein CHLNCDRAFT_51790 [Chlorella variabilis]
